row,col,plane,t,field,n,x,y,bbox,pos_x_um,pos_y_um,compound,bacteria,pretreatment,object_no_in_nuclei,intensity_cytoplasm_region_tmrm_mean,intensity_cytoplasm_region_tmrm_stddev,sd/mean_tmrm,intensity_annexinv-647_mean,number_of_spots,number_of_legio-_per_cell_,legio_area_[um²]-_sum_per_cell_,object_no_in_real_nuclei,number_of_real_nuclei-_per_infected_cell_,intensity_cytoplasm_region_tmrm_mean-_mean_per_infected_cell_,intensity_cytoplasm_region_tmrm_stddev-_mean_per_infected_cell_,sd/mean_tmrm-_mean_per_infected_cell_,intensity_annexinv-647_mean-_mean_per_infected_cell_,legio_area_[um²]-_sum_per_cell_-_mean_per_infected_cell,well_id,cell_lbl
3,3,1,1,1,1,2033,169,_1958_1_2138_372_,88.95,682.93,NT,NI,NONE,3,336.739334334,345.149288096,1.02497467003,185.452084897,4,4,0.0782986283126,3,1,336.739334334,345.149288096,1.02497467003,185.452084897,0.0782986283126,1,w1_f1_c1
3,3,1,4,1,1,2033,96,_1971_1_2115_299_,89.78,685.15,NT,NI,NONE,4,192.674840244,110.345139891,0.572701343628,317.413137167,1,1,0.0173996951806,4,1,192.674840244,110.345139891,0.572701343628,317.413137167,0.0173996951806,1,w1_f1_c1
4,3,1,0,1,1,455,225,_224_60_637_407_,-59.13,677.46,NT,WT,NONE,2,283.595,180.862,0.637746,112.317,1,1,1.43547,2,1,283.595,180.862,0.637746,112.317,1.43547,7,w7_f1_c1
4,3,1,0,1,2,754,205,_530_1_1027_491_,-27.97,676.85,NT,WT,NONE,4,307.338,225.197,0.732733,117.648,1,1,2.13146,4,1,307.338,225.197,0.732733,117.648,2.13146,7,w7_f1_c2
4,3,1,0,1,3,1486,362,_1398_275_1646_452_,40.1,662.91,NT,WT,NONE,5,311.638,236.149,0.757769,121.433,2,2,9.66553,5,1,311.638,236.149,0.757769,121.433,9.66553,7,w7_f1_c3
4,3,1,0,1,4,666,614,_350_502_770_735_,-47.12,639.1,NT,WT,NONE,11,191.565,75.0107,0.391567,116.988,3,3,5.5157,11,1,191.565,75.0107,0.391567,116.988,5.5157,7,w7_f1_c4
4,3,1,0,1,5,65,915,_1_837_167_1042_,-94.61,609.6,NT,WT,NONE,17,249.522,124.011,0.496995,106.817,1,1,2.68825,17,1,249.522,124.011,0.496995,106.817,2.68825,7,w7_f1_c5
4,3,1,0,1,6,885,1466,_793_1366_1136_1552_,-16.85,560.94,NT,WT,NONE,23,171.484,70.1352,0.40899,121.224,1,1,7.75156,23,1,171.484,70.1352,0.40899,121.224,7.75156,7,w7_f1_c6
4,3,1,0,1,7,1204,1860,_1071_1521_1444_1994_,18.25,531.88,NT,WT,NONE,28,222.076,195.509,0.880372,132.214,9,9,8.77815,28,1,222.076,195.509,0.880372,132.214,8.77815,7,w7_f1_c7
4,3,1,0,2,1,1801,78,_1598_1_1916_244_,-331.14,1087.04,NT,WT,NONE,5,172.103,45.8459,0.266386,114.903,4,4,0.156597,3,1,172.103,45.8459,0.266386,114.903,0.156597,7,w7_f2_c1
4,3,1,0,2,2,859,295,_762_175_991_402_,-416.56,1067.78,NT,WT,NONE,13,160.864,45.8508,0.285028,120.591,1,1,2.64475,11,1,160.864,45.8508,0.285028,120.591,2.64475,7,w7_f2_c2
4,3,1,0,2,3,1870,531,_1729_333_1950_644_,-326.99,1048.41,NT,WT,NONE,18,205.66,101.567,0.493859,116.656,1,1,1.90527,16,1,205.66,101.567,0.493859,116.656,1.90527,7,w7_f2_c3
4,3,1,0,2,4,938,1628,_829_1412_1082_1906_,-409.18,945.91,NT,WT,NONE,41,187.074,81.6836,0.436637,121.943,2,2,6.69018,36,1,187.074,81.6836,0.436637,121.943,6.69018,7,w7_f2_c4
4,3,1,0,2,5,1764,1975,_1636_1563_1869_2158_,-333.86,915.91,NT,WT,NONE,48,298.729,193.509,0.647774,116.918,3,3,0.59159,43,1,298.729,193.509,0.647774,116.918,0.59159,7,w7_f2_c5
4,3,1,0,3,1,2032,445,_1814_312_2158_858_,-110.64,1040.8,NT,WT,NONE,13,226.579,118.914,0.524824,114.165,2,2,2.31416,12,1,226.579,118.914,0.524824,114.165,2.31416,7,w7_f3_c1
4,3,1,0,3,2,1226,607,_1114_526_1335_704_,-184.11,1037.65,NT,WT,NONE,16,252.495,174.401,0.690711,123.118,1,1,1.14838,15,1,252.495,174.401,0.690711,123.118,1.14838,7,w7_f3_c2
4,3,1,0,3,3,518,807,_403_711_644_913_,-251.3,1019.71,NT,WT,NONE,19,271.924,156.164,0.574292,116.381,2,2,6.38569,18,1,271.924,156.164,0.574292,116.381,6.38569,7,w7_f3_c3
4,3,1,0,3,4,1464,942,_1299_778_1604_1079_,-163.77,1008.53,NT,WT,NONE,21,219.4,124.817,0.568903,121.719,2,2,3.34944,19,1,219.4,124.817,0.568903,121.719,3.34944,7,w7_f3_c4
4,3,1,0,3,5,2043,1155,_1783_844_2158_1308_,-111.18,990.34,NT,WT,NONE,23,212.832,112.981,0.530847,115.642,1,1,3.43644,21,1,212.832,112.981,0.530847,115.642,3.43644,7,w7_f3_c5
4,3,1,0,3,6,1834,1401,_1620_1152_2058_1607_,-128.97,964.19,NT,WT,NONE,28,276.511,173.266,0.626617,117.703,1,1,2.21846,26,1,276.511,173.266,0.626617,117.703,2.21846,7,w7_f3_c6
4,3,1,0,3,7,2032,1872,_1809_1717_2148_2009_,-114.16,922.95,NT,WT,NONE,34,314.308,255.874,0.814086,113.836,1,1,1.25278,32,1,314.308,255.874,0.814086,113.836,1.25278,7,w7_f3_c7
4,3,1,0,4,1,103,1030,_1_811_353_1139_,-86.94,1003.29,NT,WT,NONE,16,221.824,108.125,0.487439,108.217,1,1,2.53166,15,1,221.824,108.125,0.487439,108.217,2.53166,7,w7_f4_c1
4,3,1,0,4,2,834,1067,_741_983_934_1157_,-22.38,994.98,NT,WT,NONE,18,162.423,44.9861,0.276969,121.21,2,2,3.93233,17,1,162.423,44.9861,0.276969,121.21,3.93233,7,w7_f4_c2
4,3,1,0,4,3,312,1118,_179_1008_401_1215_,-72.26,990.4,NT,WT,NONE,19,184.397,71.2375,0.386327,112.222,1,1,2.27936,18,1,184.397,71.2375,0.386327,112.222,2.27936,7,w7_f4_c3
4,3,1,0,4,4,261,1265,_158_1188_340_1351_,-76.7,976.72,NT,WT,NONE,22,163.599,51.0813,0.312235,110.742,2,2,0.974383,21,1,163.599,51.0813,0.312235,110.742,0.974383,7,w7_f4_c4
4,3,1,0,4,5,1442,1475,_1335_1314_1573_1614_,34.78,959.07,NT,WT,NONE,25,210.736,103.172,0.489581,122.89,2,2,3.41904,24,1,210.736,103.172,0.489581,122.89,3.41904,7,w7_f4_c5
4,3,1,0,4,6,1788,1369,_1700_1185_1898_1622_,68,964.38,NT,WT,NONE,27,236.831,139.659,0.589698,119.841,1,1,1.36588,26,1,236.831,139.659,0.589698,119.841,1.36588,7,w7_f4_c6
4,3,1,0,4,7,342,1575,_1_1376_748_1972_,-65.52,940.85,NT,WT,NONE,28,291.148,186.34,0.640019,112.315,1,1,3.28854,27,1,291.148,186.34,0.640019,112.315,3.28854,7,w7_f4_c7
4,3,1,0,4,8,1721,1803,_1464_1453_1949_2078_,57.34,926.77,NT,WT,NONE,30,282.627,181.417,0.641898,118.391,4,4,6.00289,29,1,282.627,181.417,0.641898,118.391,6.00289,7,w7_f4_c8
4,3,1,0,4,9,1413,1820,_1291_1660_1496_1955_,31.45,925.12,NT,WT,NONE,32,211.736,106.506,0.503014,122.407,2,2,3.32334,31,1,211.736,106.506,0.503014,122.407,3.32334,7,w7_f4_c9
4,3,1,0,5,1,1629,237,_1361_41_1738_464_,48.58,873.49,NT,WT,NONE,5,212.859,111.341,0.523073,119.566,2,2,5.13291,5,1,212.859,111.341,0.523073,119.566,5.13291,7,w7_f5_c1
4,3,1,0,5,10,1434,1187,_1149_1040_1691_1295_,29.61,787.56,NT,WT,NONE,23,163.256,42.5343,0.260538,122.378,1,1,2.63605,23,1,163.256,42.5343,0.260538,122.378,2.63605,7,w7_f5_c10
4,3,1,0,5,11,48,1330,_1_1198_142_1404_,-95.61,773.09,NT,WT,NONE,25,195.538,61.1505,0.31273,105.881,1,1,1.01788,25,1,195.538,61.1505,0.31273,105.881,1.01788,7,w7_f5_c11
4,3,1,0,5,12,1845,1307,_1602_1189_2019_1484_,68.02,772.31,NT,WT,NONE,26,176.29,77.7194,0.440862,118.366,5,5,0.817786,26,1,176.29,77.7194,0.440862,118.366,0.817786,7,w7_f5_c12
4,3,1,0,5,13,734,1546,_640_1449_829_1693_,-32.28,751.05,NT,WT,NONE,28,186.221,81.86,0.439586,119.256,1,1,2.21846,28,1,186.221,81.86,0.439586,119.256,2.21846,7,w7_f5_c13
4,3,1,0,5,14,877,1974,_675_1873_1077_2102_,-16.52,712.61,NT,WT,NONE,31,205.493,119.628,0.58215,119.757,1,1,1.44417,31,1,205.493,119.628,0.58215,119.757,1.44417,7,w7_f5_c14
4,3,1,0,5,2,814,341,_327_189_940_518_,-36.11,861.89,NT,WT,NONE,6,176.263,61.3336,0.347966,118.249,2,2,0.434992,6,1,176.263,61.3336,0.347966,118.249,0.434992,7,w7_f5_c2
4,3,1,0,5,3,220,378,_137_298_308_448_,-80.05,861.24,NT,WT,NONE,7,164.963,68.359,0.414389,109.932,1,1,11.6056,7,1,164.963,68.359,0.414389,109.932,11.6056,7,w7_f5_c3
4,3,1,0,5,4,1724,467,_1597_392_1796_582_,58.38,850.79,NT,WT,NONE,8,199.977,98.2035,0.491074,118.93,1,1,1.43547,8,1,199.977,98.2035,0.491074,118.93,1.43547,7,w7_f5_c4
4,3,1,0,5,5,1062,444,_919_238_1270_528_,2.87,858.73,NT,WT,NONE,9,215.349,98.1289,0.455674,122.27,1,1,3.75833,9,1,215.349,98.1289,0.455674,122.27,3.75833,7,w7_f5_c5
4,3,1,0,5,6,88,693,_25_592_151_759_,-92.44,831.5,NT,WT,NONE,14,157.499,56.6857,0.35991,106.942,1,1,3.12325,14,1,157.499,56.6857,0.35991,106.942,3.12325,7,w7_f5_c6
4,3,1,0,5,7,693,1016,_583_934_880_1097_,-35,801.37,NT,WT,NONE,20,144.562,23.2303,0.160694,119.257,1,1,2.78395,20,1,144.562,23.2303,0.160694,119.257,2.78395,7,w7_f5_c7
4,3,1,0,5,8,1938,1100,_1852_826_2041_1176_,80.52,800.78,NT,WT,NONE,21,186.061,78.5753,0.42231,116.113,1,1,1.74867,21,1,186.061,78.5753,0.42231,116.113,1.74867,7,w7_f5_c8
4,3,1,0,5,9,68,1136,_1_1026_160_1223_,-94.36,790.89,NT,WT,NONE,22,160.76,49.189,0.305977,106.747,1,1,0.0434992,22,1,160.76,49.189,0.305977,106.747,0.0434992,7,w7_f5_c9
4,3,1,0,6,1,660,203,_513_55_818_352_,-238.25,876.5,NT,WT,NONE,8,153.543,40.8591,0.266109,116.356,1,1,2.90575,6,1,153.543,40.8591,0.266109,116.356,2.90575,7,w7_f6_c1
4,3,1,0,6,2,90,392,_1_290_180_706_,-293.02,854.56,NT,WT,NONE,12,256.641,136.942,0.533593,106.484,1,1,2.69695,10,1,256.641,136.942,0.533593,106.484,2.69695,7,w7_f6_c2
4,3,1,0,6,3,752,475,_642_356_857_672_,-228.56,849.49,NT,WT,NONE,13,172.422,54.9548,0.318723,119.649,5,5,5.31561,11,1,172.422,54.9548,0.318723,119.649,5.31561,7,w7_f6_c3
4,3,1,0,6,4,754,881,_680_809_830_964_,-229.54,813.51,NT,WT,NONE,21,172.671,56.2732,0.325899,119.428,1,1,1.46157,19,1,172.671,56.2732,0.325899,119.428,1.46157,7,w7_f6_c4
4,3,1,0,6,5,836,1144,_586_938_1032_1505_,-222.71,786.65,NT,WT,NONE,23,246.311,141.754,0.575509,120.208,1,1,1.86177,21,1,246.311,141.754,0.575509,120.208,1.86177,7,w7_f6_c5
4,3,1,0,6,6,142,1140,_1_1014_209_1453_,-288.88,783.72,NT,WT,NONE,25,178.997,80.8081,0.451451,107.719,2,2,6.72498,23,1,178.997,80.8081,0.451451,107.719,6.72498,7,w7_f6_c6
4,3,1,0,6,7,1001,1871,_907_1776_1115_2010_,-206.01,720.81,NT,WT,NONE,33,216.821,119.771,0.552395,121.221,11,11,1.82697,31,1,216.821,119.771,0.552395,121.221,1.82697,7,w7_f6_c7
4,3,1,0,7,1,1078,48,_904_1_1173_222_,-401.56,889.46,NT,WT,NONE,4,180.854,60.2072,0.332906,118.844,1,1,0.165297,3,1,180.854,60.2072,0.332906,118.844,0.165297,7,w7_f7_c1
4,3,1,0,7,2,1342,204,_1204_18_1459_377_,-373.9,878.18,NT,WT,NONE,5,149.379,32.9131,0.220333,120.412,1,1,3.13195,4,1,149.379,32.9131,0.220333,120.412,3.13195,7,w7_f7_c2
4,3,1,0,7,3,65,578,_1_440_181_781_,-491.5,838.8,NT,WT,NONE,11,235.887,133.878,0.56755,107.683,6,6,7.18607,10,1,235.887,133.878,0.56755,107.683,7.18607,7,w7_f7_c3
4,3,1,0,7,4,1383,687,_1093_546_1521_791_,-373.15,831.31,NT,WT,NONE,14,182.743,66.14,0.361929,122.305,1,1,1.90527,13,1,182.743,66.14,0.361929,122.305,1.90527,7,w7_f7_c4
4,3,1,0,7,5,1289,1109,_1003_983_1467_1246_,-383.61,793.01,NT,WT,NONE,23,268.174,199.444,0.74371,122.281,1,1,2.14016,22,1,268.174,199.444,0.74371,122.281,2.14016,7,w7_f7_c5
4,3,1,0,7,6,786,1917,_676_1829_958_2032_,-424.12,715.72,NT,WT,NONE,34,269.895,171.553,0.63563,118.795,21,21,2.55776,33,1,269.895,171.553,0.63563,118.795,2.55776,7,w7_f7_c6
4,3,1,0,7,7,534,1955,_341_1836_654_2041_,-450.55,713.95,NT,WT,NONE,35,171.624,59.1663,0.344743,114.272,2,2,5.6201,34,1,171.624,59.1663,0.344743,114.272,5.6201,7,w7_f7_c7
4,3,1,0,8,1,1322,48,_1235_1_1427_101_,-375.28,693.84,NT,WT,NONE,4,220.523,91.8799,0.416645,117.481,1,1,0.965683,4,1,220.523,91.8799,0.416645,117.481,0.965683,7,w7_f8_c1
4,3,1,0,8,10,306,1811,_184_1725_756_2048_,-456.67,522.97,NT,WT,NONE,38,197.89,91.624,0.463005,114.024,1,1,2.24456,36,1,197.89,91.624,0.463005,114.024,2.24456,7,w7_f8_c10
4,3,1,0,8,11,571,2086,_481_1995_661_2158_,-445.74,503.02,NT,WT,NONE,40,165.285,46.6386,0.282171,114.385,1,1,4.01063,38,1,165.285,46.6386,0.282171,114.385,4.01063,7,w7_f8_c11
4,3,1,0,8,2,854,197,_638_12_953_288_,-422.13,681.65,NT,WT,NONE,7,299.014,195.045,0.652293,118.053,10,10,3.82793,7,1,299.014,195.045,0.652293,118.053,3.82793,7,w7_f8_c2
4,3,1,0,8,3,881,333,_648_247_1021_448_,-419.12,664.72,NT,WT,NONE,11,253.888,164.009,0.645989,120.326,2,2,6.74238,11,1,253.888,164.009,0.645989,120.326,6.74238,7,w7_f8_c3
4,3,1,0,8,4,1352,506,_1005_368_1535_625_,-379,650.11,NT,WT,NONE,14,169.255,56.2762,0.332493,122.335,1,1,2.45336,14,1,169.255,56.2762,0.332493,122.335,2.45336,7,w7_f8_c4
4,3,1,0,8,5,1910,999,_1767_805_2050_1197_,-319.69,604.61,NT,WT,NONE,21,232.819,152.99,0.657119,116.544,4,4,0.461092,21,1,232.819,152.99,0.657119,116.544,0.461092,7,w7_f8_c5
4,3,1,0,8,6,819,950,_627_670_982_1264_,-422.01,606.51,NT,WT,NONE,25,289.809,138.796,0.478923,120.402,1,1,1.40938,25,1,289.809,138.796,0.478923,120.402,1.40938,7,w7_f8_c6
4,3,1,0,8,7,277,1116,_168_1040_335_1172_,-473.89,594.29,NT,WT,NONE,26,180.701,82.675,0.457523,112.749,1,1,2.81005,26,1,180.701,82.675,0.457523,112.749,2.81005,7,w7_f8_c7
4,3,1,0,8,8,1554,1346,_1429_1222_1656_1446_,-353.13,571.35,NT,WT,NONE,31,205.304,121.854,0.59353,122.066,5,5,3.65394,30,1,205.304,121.854,0.59353,122.066,3.65394,7,w7_f8_c8
4,3,1,0,8,9,281,1499,_209_1373_492_1640_,-470.21,556.72,NT,WT,NONE,32,198.058,104.057,0.525384,112.677,1,1,3.46254,31,1,198.058,104.057,0.525384,112.677,3.46254,7,w7_f8_c9
4,3,1,0,9,1,2090,364,_2004_238_2158_448_,-105.05,665.31,NT,WT,NONE,14,213.47,113.716,0.532702,111.927,1,1,2.11406,10,1,213.47,113.716,0.532702,111.927,2.11406,7,w7_f9_c1
4,3,1,0,9,10,277,1729,_10_1509_520_2019_,-275.72,532.82,NT,WT,NONE,42,294.358,193.639,0.657835,110.072,1,1,3.60174,38,1,294.358,193.639,0.657835,110.072,3.60174,7,w7_f9_c10
4,3,1,0,9,11,1986,2021,_1722_1757_2157_2158_,-120.05,511.36,NT,WT,NONE,44,280.408,211.113,0.752879,113.441,9,9,1.26148,40,1,280.408,211.113,0.752879,113.441,1.26148,7,w7_f9_c11
4,3,1,0,9,2,1402,463,_1185_234_1631_651_,-167.45,653.91,NT,WT,NONE,20,340.952,249.13,0.730688,121.145,1,1,2.67085,16,1,340.952,249.13,0.730688,121.145,2.67085,7,w7_f9_c2
4,3,1,0,9,3,200,499,_88_261_299_593_,-281.29,654.21,NT,WT,NONE,22,181.955,76.911,0.422693,109.219,1,1,1.85307,18,1,181.955,76.911,0.422693,109.219,1.85307,7,w7_f9_c3
4,3,1,0,9,4,1405,646,_1327_573_1505_724_,-168.64,637.15,NT,WT,NONE,24,169.001,45.7547,0.270737,121.986,1,1,3.61914,20,1,169.001,45.7547,0.270737,121.986,3.61914,7,w7_f9_c4
4,3,1,0,9,5,1946,851,_1859_712_2019_1036_,-118.75,617.1,NT,WT,NONE,30,271.825,191.21,0.703433,115.771,1,1,1.52247,26,1,271.825,191.21,0.703433,115.771,1.52247,7,w7_f9_c5
4,3,1,0,9,6,2108,927,_2047_835_2158_1021_,-102.15,611.16,NT,WT,NONE,33,266.24,144.641,0.543272,113.136,1,1,1.46157,29,1,266.24,144.641,0.543272,113.136,1.46157,7,w7_f9_c6
4,3,1,0,9,7,393,1203,_293_1112_491_1341_,-263.47,584.67,NT,WT,NONE,35,231.107,138.681,0.600074,114.398,1,1,4.67182,31,1,231.107,138.681,0.600074,114.398,4.67182,7,w7_f9_c7
4,3,1,0,9,8,1203,1171,_891_1080_1331_1288_,-193.5,586.38,NT,WT,NONE,36,252.356,176.713,0.700254,123.134,1,1,1.83567,32,1,252.356,176.713,0.700254,123.134,1.83567,7,w7_f9_c8
4,3,1,0,9,9,629,1272,_490_1140_846_1457_,-238.36,575.84,NT,WT,NONE,37,170.288,56.5712,0.332209,118.761,1,1,5.681,33,1,170.288,56.5712,0.332209,118.761,5.681,7,w7_f9_c9
4,3,1,1,1,1,716,205,_451_14_958_479_,-33.17,676.3,NT,WT,NONE,3,491.598,394.54,0.802566,117.409,1,1,1.98357,3,1,491.598,394.54,0.802566,117.409,1.98357,7,w7_f1_c1
4,3,1,1,1,2,489,572,_352_462_600_674_,-55.85,644.87,NT,WT,NONE,10,230.695,110.117,0.477327,115.157,4,4,4.27163,9,1,230.695,110.117,0.477327,115.157,4.27163,7,w7_f1_c2
4,3,1,1,1,3,161,990,_1_854_272_1352_,-85.68,601.15,NT,WT,NONE,23,210.76,113.566,0.538843,109.342,2,2,3.22764,22,1,210.76,113.566,0.538843,109.342,3.22764,7,w7_f1_c3
4,3,1,1,1,4,919,1513,_796_1415_1025_1622_,-15.44,554.98,NT,WT,NONE,29,173.8,91.6458,0.527307,121.746,2,2,2.23586,28,1,173.8,91.6458,0.527307,121.746,2.23586,7,w7_f1_c4
4,3,1,1,1,5,1162,1822,_1001_1613_1425_2098_,11.35,522.02,NT,WT,NONE,36,129.03,10.9264,0.084681,173.293,3,3,2.38376,35,1,129.03,10.9264,0.084681,173.293,2.38376,7,w7_f1_c5
4,3,1,1,2,1,1801,63,_1725_1_2158_270_,-320.13,1086.08,NT,WT,NONE,5,253.468,152.348,0.601053,128.035,1,1,0.356694,4,1,253.468,152.348,0.601053,128.035,0.356694,7,w7_f2_c1
4,3,1,1,2,10,107,2039,_1_1819_241_2158_,-489.79,906.48,NT,WT,NONE,56,283.153,181.425,0.640731,107.514,1,1,2.38376,54,1,283.153,181.425,0.640731,107.514,2.38376,7,w7_f2_c10
4,3,1,1,2,11,1106,2101,_965_2043_1211_2158_,-394.55,898.08,NT,WT,NONE,58,340.486,254.198,0.746572,119.513,1,1,1.73997,56,1,340.486,254.198,0.746572,119.513,1.73997,7,w7_f2_c11
4,3,1,1,2,2,1115,239,_1031_114_1217_359_,-393.69,1072.95,NT,WT,NONE,11,194.468,92.4051,0.475168,122.38,1,1,1.64427,9,1,194.468,92.4051,0.475168,122.38,1.64427,7,w7_f2_c2
4,3,1,1,2,3,886,232,_770_117_1017_321_,-415.58,1073.55,NT,WT,NONE,12,206.52,93.2089,0.45133,120.897,2,2,0.469792,10,1,206.52,93.2089,0.45133,120.897,0.469792,7,w7_f2_c3
4,3,1,1,2,4,1921,482,_1828_281_2158_604_,-310.59,1052.35,NT,WT,NONE,18,317.491,246.788,0.777308,118.036,1,1,3.07105,16,1,317.491,246.788,0.777308,118.036,3.07105,7,w7_f2_c4
4,3,1,1,2,5,1483,1092,_1342_931_1666_1230_,-359.8,993.7,NT,WT,NONE,37,205.468,93.1024,0.453124,121.759,7,7,5.4548,35,1,205.468,93.1024,0.453124,121.759,5.4548,7,w7_f2_c5
4,3,1,1,2,6,1113,1471,_881_1403_1289_1534_,-397.41,957.45,NT,WT,NONE,42,174.517,64.8955,0.371857,123.548,1,1,1.09618,40,1,174.517,64.8955,0.371857,123.548,1.09618,7,w7_f2_c6
4,3,1,1,2,7,952,1603,_834_1489_1079_1775_,-408.68,945.03,NT,WT,NONE,45,195.942,70.4042,0.359311,122.163,1,1,0.269695,43,1,195.942,70.4042,0.359311,122.163,0.269695,7,w7_f2_c7
4,3,1,1,2,8,1742,1863,_1616_1511_1849_2158_,-336.31,919.72,NT,WT,NONE,53,293.627,225.911,0.769381,117.65,1,1,2.59255,51,1,293.627,225.911,0.769381,117.65,2.59255,7,w7_f2_c8
4,3,1,1,2,9,247,1939,_153_1797_355_2043_,-474.79,915.64,NT,WT,NONE,54,231.282,151.854,0.656575,109.501,1,1,0.0260995,52,1,231.282,151.854,0.656575,109.501,0.0260995,7,w7_f2_c9
4,3,1,1,3,1,2059,402,_1959_285_2158_510_,-106.33,1057.54,NT,WT,NONE,11,269.052,173.82,0.646045,114.751,1,1,2.17496,10,1,269.052,173.82,0.646045,114.751,2.17496,7,w7_f3_c1
4,3,1,1,3,2,937,552,_645_278_1107_671_,-214.81,1048.22,NT,WT,NONE,17,215.861,118.782,0.550271,121.213,1,1,4.18463,16,1,215.861,118.782,0.550271,121.213,4.18463,7,w7_f3_c2
4,3,1,1,3,3,517,838,_371_709_622_950_,-251.72,1017.88,NT,WT,NONE,21,312.164,260.917,0.835835,115.931,2,2,7.22957,20,1,312.164,260.917,0.835835,115.931,7.22957,7,w7_f3_c3
4,3,1,1,3,4,1419,900,_1253_704_1654_1064_,-165.2,1011.28,NT,WT,NONE,23,258.279,177.022,0.685391,122.2,3,3,5.01981,22,1,258.279,177.022,0.685391,122.2,5.01981,7,w7_f3_c4
4,3,1,1,3,5,2065,1184,_1877_788_2158_1346_,-105.64,991.5,NT,WT,NONE,29,291.919,199.38,0.682997,114.281,7,7,4.53262,28,1,291.919,199.38,0.682997,114.281,4.53262,7,w7_f3_c5
4,3,1,1,3,6,1853,1422,_1598_1166_2055_1594_,-127.77,964.04,NT,WT,NONE,33,418.286,336.369,0.80416,117.781,1,1,2.37506,32,1,418.286,336.369,0.80416,117.781,2.37506,7,w7_f3_c6
4,3,1,1,3,7,1623,1737,_1439_1557_2090_1896_,-140.11,930.73,NT,WT,NONE,36,290.634,273.313,0.940404,118.786,2,2,1.48767,35,1,290.634,273.313,0.940404,118.786,1.48767,7,w7_f3_c7
4,3,1,1,4,1,164,484,_65_341_655_618_,-77.51,1052.27,NT,WT,NONE,10,310.013,210.879,0.680227,115.563,1,1,3.12325,8,1,310.013,210.879,0.680227,115.563,3.12325,7,w7_f4_c1
4,3,1,1,4,10,1396,1494,_1291_1292_1597_1591_,34.28,959.61,NT,WT,NONE,31,265.451,207.266,0.780808,122.872,2,2,4.17593,29,1,265.451,207.266,0.780808,122.872,4.17593,7,w7_f4_c10
4,3,1,1,4,11,710,1456,_563_1279_1157_1683_,-21.26,955.73,NT,WT,NONE,32,330.468,253.177,0.766116,120.771,1,1,10.6486,30,1,330.468,253.177,0.766116,120.771,10.6486,7,w7_f4_c11
4,3,1,1,4,12,538,1653,_366_1470_815_2024_,-45.29,932.41,NT,WT,NONE,36,487.091,354.093,0.726954,117.055,1,1,4.22813,34,1,487.091,354.093,0.726954,117.055,4.22813,7,w7_f4_c12
4,3,1,1,4,2,1724,505,_1626_321_1807_640_,59.46,1048.74,NT,WT,NONE,11,237.245,158.771,0.66923,119.603,1,1,1.94007,9,1,237.245,158.771,0.66923,119.603,1.94007,7,w7_f4_c2
4,3,1,1,4,3,2066,537,_1898_339_2158_915_,92.39,1041.06,NT,WT,NONE,13,202.71,84.9633,0.419137,114.392,1,1,0.0521991,11,1,202.71,84.9633,0.419137,114.392,0.0521991,7,w7_f4_c3
4,3,1,1,4,4,112,921,_1_772_247_1302_,-91.68,1004.04,NT,WT,NONE,19,249.435,135.441,0.54299,107.366,1,1,0.0521991,17,1,249.435,135.441,0.54299,107.366,0.0521991,7,w7_f4_c4
4,3,1,1,4,5,269,963,_184_861_383_1075_,-75.09,1004.58,NT,WT,NONE,20,291.243,162.347,0.557428,111.042,2,2,5.26341,18,1,291.243,162.347,0.557428,111.042,5.26341,7,w7_f4_c5
4,3,1,1,4,6,844,1025,_704_857_937_1243_,-23.99,996.24,NT,WT,NONE,21,216.136,126.047,0.583185,121.048,1,1,4.36732,19,1,216.136,126.047,0.583185,121.048,4.36732,7,w7_f4_c6
4,3,1,1,4,7,297,1090,_138_1016_375_1167_,-74.01,993.21,NT,WT,NONE,23,295.504,158.971,0.537966,112.56,4,4,2.74915,21,1,295.504,158.971,0.537966,112.56,2.74915,7,w7_f4_c7
4,3,1,1,4,8,1766,1321,_1667_1182_1866_1465_,65.25,971.22,NT,WT,NONE,29,279.365,201.137,0.719981,120.596,1,1,2.38376,27,1,279.365,201.137,0.719981,120.596,2.38376,7,w7_f4_c8
4,3,1,1,4,9,2009,1420,_1873_1257_2158_1618_,86.66,961.76,NT,WT,NONE,30,212.399,118.423,0.557551,116.469,1,1,2.11406,28,1,212.399,118.423,0.557551,116.469,2.11406,7,w7_f4_c9
4,3,1,1,5,1,929,105,_786_1_1142_503_,-12.9,878.43,NT,WT,NONE,7,312.763,199.84,0.638951,119.738,2,2,4.22813,7,1,312.763,199.84,0.638951,119.738,4.22813,7,w7_f5_c1
4,3,1,1,5,2,1589,348,_1392_192_1727_559_,47,861.74,NT,WT,NONE,8,308.975,299.147,0.968191,132.891,1,1,2.02706,8,1,308.975,299.147,0.968191,132.891,2.02706,7,w7_f5_c2
4,3,1,1,5,3,87,654,_1_522_202_748_,-92.1,835.63,NT,WT,NONE,13,204.531,112.384,0.549472,107.569,1,1,4.61092,13,1,204.531,112.384,0.549472,107.569,4.61092,7,w7_f5_c3
4,3,1,1,5,4,635,1118,_538_1004_730_1236_,-41.37,791.64,NT,WT,NONE,28,161.131,44.4064,0.275591,119.095,2,2,6.43789,28,1,161.131,44.4064,0.275591,119.095,6.43789,7,w7_f5_c4
