Database Name	1400L19201
Database Link	http://10.25.11.3/ODA/OdaService.asmx
Evaluation Signature	2928ff34-54a8-455d-ab66-f07f402d310a
Plate Name	EP209
Measurement	Measurement 4
Evaluation	Evaluation2
Population	Population - Nuclei

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Time post-release	AB1-1	AB1-2	AB2-1	AB2-2	Nuclei - Intensity Nucleus dsRed Mean	Nuclei - Intensity Nucleus dsRed StdDev	Nuclei - Intensity Nucleus EGFP Mean	Nuclei - Intensity Nucleus EGFP StdDev	Nuclei - Intensity Cytoplasm Region dsRed Mean	Nuclei - Intensity Cytoplasm Region dsRed StdDev	Nuclei - Intensity Cytoplasm Region EGFP Mean	Nuclei - Intensity Cytoplasm Region EGFP StdDev	
3	3	1	0	3	54	1215	2010	[1179,1973,1252,2072]	-303.52	1158.16	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	148.122	68.1077	230.554	133.287	124.054	35.249	135.337	28.6165	
3	3	1	0	3	55	1254	284	[1200,229,1308,342]	-298.25	1404.42	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	130.511	18.9394	822.492	105.795	130.168	47.4281	499.441	253.449	
3	3	1	0	3	56	1937	502	[1883,450,1995,572]	-201.14	1372.44	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.545	5.73669	463.193	94.0904	114.873	6.30452	346.984	128.931	
3	3	1	0	9	1	986	131	[933,82,1048,180]	-335.47	1103.17	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.23	6.99071	926.377	176.725	121.794	11.6042	696.995	438.041	
3	3	1	0	9	2	890	170	[840,120,949,220]	-349.57	1097.75	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.127	7.3705	869.325	145.334	125.744	22.5521	729.962	387.508	
3	3	1	0	9	3	867	260	[809,214,933,334]	-352.71	1083.9	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.337	4.31057	164.789	15.768	116.995	6.01828	175.004	80.9985	
3	3	1	0	9	4	1455	453	[1405,403,1507,507]	-269.56	1057.58	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.812	6.31687	853.744	166.725	121.881	10.2395	472.294	284.467	
3	3	1	0	9	5	1513	527	[1457,468,1570,588]	-261.36	1046.5	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	135.064	36.8377	860.24	166.259	125.445	10.3738	592.908	259.55	
3	3	1	0	9	6	1440	601	[1395,556,1487,646]	-271.64	1036.47	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.109	5.57049	803.545	77.4773	123.317	8.19267	617.684	245.654	
3	3	1	0	9	7	1585	615	[1491,562,1645,670]	-252.19	1033.8	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	128.25	7.69818	1138.38	156.28	132.141	46.3923	714.396	453.357	
3	3	1	0	9	8	1158	624	[1131,597,1187,654]	-311.64	1033.17	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	131.244	10.1733	264.166	46.0813	124.638	19.8758	194.636	162.072	
3	3	1	0	9	9	838	777	[793,737,882,861]	-356.96	1008.76	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	134.859	41.4379	378.81	204.065	132.981	66.5548	227.86	191.257	
3	3	1	0	9	10	1821	775	[1784,739,1877,828]	-217.69	1011.59	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.219	4.55364	186.583	155.023	114.706	5.95687	168.714	223.063	
3	3	1	0	9	11	1207	872	[1102,815,1302,966]	-306.4	996.52	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	168.632	147.369	366.218	234.565	126.941	38.344	175.087	80.6804	
3	3	1	0	9	12	197	913	[131,881,242,966]	-449.97	990.68	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	109.029	10.5605	355.911	139.236	123.424	96.3308	212.933	192.124	
3	3	1	0	9	13	2020	970	[1963,910,2074,1024]	-189.79	984.09	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.059	8.81236	1131.17	150.583	121.429	19.2505	782.258	439.876	
3	3	1	0	9	14	671	1006	[620,956,720,1056]	-381.01	979.17	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.312	9.07489	955.612	193.286	127.468	42.6963	731.094	417.167	
3	3	1	0	9	15	1768	1001	[1718,954,1821,1050]	-224.95	979.78	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.131	7.8314	789.019	118.348	128.532	21.1498	489.803	241.819	
3	3	1	0	9	16	1169	1063	[1131,1002,1204,1100]	-310.37	971.69	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	167.767	114.741	386.324	335.16	209.269	183.157	828.937	1900.63	
3	3	1	0	9	17	1556	1130	[1513,1087,1599,1182]	-255.15	961.07	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	132.046	28.0321	282.416	94.6093	124.491	50.3265	144.433	41.5089	
3	3	1	0	9	18	578	1164	[529,1114,636,1212]	-393.63	957.06	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	131.571	30.8145	340.791	109.398	129.913	29.6696	152.217	57.0864	
3	3	1	0	9	19	753	1213	[718,1178,789,1259]	-369.06	949.25	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.228	24.1644	397.594	73.4478	168.475	243.074	498.166	493.633	
3	3	1	0	9	20	1297	1331	[1236,1283,1337,1377]	-293.45	933.89	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	146.216	148.789	300.71	147.203	139.597	93.4228	234.318	267.768	
3	3	1	0	9	21	1232	1379	[1175,1324,1293,1434]	-301.59	926.19	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	128.283	6.1456	818.73	120.033	128.207	15.0448	705.906	372.547	
3	3	1	0	9	22	1424	1465	[1355,1405,1488,1525]	-274.17	913.84	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.665	5.99059	447.669	53.4435	133.366	21.202	421.805	170.699	
3	3	1	0	9	23	1318	1489	[1250,1434,1388,1550]	-289.75	910.25	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	129.62	8.00563	799.812	113.218	153.76	156.198	740.048	416.203	
3	3	1	0	9	24	1214	1769	[1164,1731,1259,1837]	-304.68	869.58	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	136.006	33.7605	257.232	113.844	124.302	37.2575	150.142	94.0235	
3	3	1	0	9	25	1129	1787	[1076,1740,1181,1837]	-316.34	868.31	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.761	5.58691	888.811	123.755	133.729	78.3759	624.204	358.612	
3	3	1	0	9	26	1712	1873	[1635,1838,1742,1921]	-235.59	854.72	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.454	26.0037	272.969	143.74	158.955	89.8335	309.467	385.254	
3	3	1	0	9	27	1744	1915	[1706,1853,1779,1974]	-228.41	850.37	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.524	13.0875	340.232	163.201	115.407	6.12181	163.731	66.1492	
3	3	1	0	9	28	1064	1914	[1013,1858,1115,1966]	-325.15	850.9	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.988	7.0037	1050.93	192.148	165.872	265.798	762.362	533.954	
3	3	1	0	9	29	362	2084	[260,2023,416,2140]	-427.29	825.64	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.059	6.79009	1093.19	146.379	122.584	63.5664	738.158	440.984	
3	3	1	0	9	30	1873	838	[1807,773,1940,909]	-209.85	1002.45	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	127.338	44.8072	461.069	186.566	123.082	26.5118	315.314	398.895	
3	3	1	0	7	1	1318	67	[1283,23,1350,97]	679.67	1112.7	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	150.791	132.499	428.064	156.702	159.488	150.995	270.036	166.684	
3	3	1	0	7	2	1404	91	[1348,37,1469,146]	692.01	1109.19	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	130.761	12.7802	918.061	146.931	132.085	53.7549	539.627	326.912	
3	3	1	0	7	3	1305	142	[1250,83,1363,195]	678.09	1102.06	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.611	7.78886	717.913	150.39	123.358	9.08502	541.195	280.157	
3	3	1	0	7	4	168	138	[99,79,235,199]	515.47	1101.84	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.267	6.13498	748.867	134.143	185.075	287.703	496.05	408.089	
3	3	1	0	7	5	1995	202	[1951,154,2047,243]	776.32	1093.37	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.687	6.08467	480.894	74.2672	127.484	95.7052	293.542	144.811	
3	3	1	0	7	6	1393	199	[1345,152,1442,253]	690.29	1093.08	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.133	6.16366	725.375	110.811	122.089	6.72927	570.235	290.775	
3	3	1	0	7	7	553	232	[502,147,609,287]	571.72	1090.48	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.28	8.40355	811.556	96.6289	123.001	25.4706	617.484	282.777	
3	3	1	0	7	8	181	244	[132,192,232,298]	518.26	1086.95	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.105	8.54066	829.29	140.146	118.262	35.9653	433.61	240.69	
3	3	1	0	7	9	626	296	[575,237,677,352]	581.56	1079.64	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.94	9.51879	700.062	100.061	118.568	7.17458	511.116	228.456	
3	3	1	0	7	10	2023	307	[1944,242,2084,369]	779.5	1078.33	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.453	52.0555	554.446	182.826	129.778	136.746	251.434	196.1	
3	3	1	0	7	11	1030	501	[977,450,1084,553]	638.98	1050.75	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	129.727	7.68299	888.285	138.69	125.371	18.3324	545.575	284.029	
3	3	1	0	7	12	383	500	[346,438,437,538]	547.8	1051.59	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	132.354	41.8958	621.945	255.084	226.442	276.722	582.585	805.35	
3	3	1	0	7	13	1399	559	[1320,500,1452,610]	690.14	1042.26	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	136.898	24.5113	1068.08	268.606	167.641	345.435	668.725	511.944	
3	3	1	0	7	14	332	641	[287,593,387,687]	540.51	1030.95	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.88	7.78267	1032.48	114.983	118.258	14.6239	561.554	298.532	
3	3	1	0	7	15	1471	702	[1426,657,1517,755]	701.54	1021.99	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.043	6.04315	872.32	105.129	120.846	5.97609	464.294	228.581	
3	3	1	0	7	16	673	704	[587,657,730,752]	587.13	1021.58	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.823	8.35301	1155.66	204.397	145.008	93.3902	768.05	451.107	
3	3	1	0	7	17	245	712	[199,666,292,763]	527.6	1020.4	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.015	6.71516	936.073	175.742	113.839	7.74241	665.427	371.583	
3	3	1	0	7	18	1207	725	[1171,677,1251,785]	665.23	1018.04	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	148.022	75.2131	347.453	177.135	140.298	57.7894	211.64	151.207	
3	3	1	0	7	19	83	753	[30,700,141,805]	504.87	1015.17	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.242	6.90624	863.019	121.329	111.374	9.14369	578.755	352.782	
3	3	1	0	7	20	1158	791	[1098,731,1226,854]	656.86	1009.4	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	136.592	10.2835	1153.43	236.989	148.663	78.5545	938.643	991.691	
3	3	1	0	7	21	413	824	[364,780,466,866]	551.27	1005.39	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.092	25.8323	456.655	165.981	120.794	15.7659	202.273	91.2954	
3	3	1	0	7	22	2078	811	[2028,760,2129,862]	787.84	1006.76	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.235	9.738	1086.16	282.271	130.679	75.1219	752.664	447.607	
3	3	1	0	7	23	495	894	[431,840,538,1030]	561.43	989.7	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.418	7.11781	951.384	131.526	144.154	124.717	2442.56	8291.6	
3	3	1	0	7	24	88	913	[1,869,146,962]	503.27	992.57	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.705	40.6675	444.443	176.021	119.242	48.5349	194.345	105.445	
3	3	1	0	7	25	624	907	[575,857,674,961]	581.34	993.1	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.446	6.38448	1113.06	166.382	130.421	29.3418	1034.64	452.365	
3	3	1	0	7	26	533	1429	[460,1356,624,1476]	569.48	920.43	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.281	7.54369	859.608	101.678	121.116	24.3368	479.143	267.118	
3	3	1	0	7	27	562	1517	[512,1469,611,1571]	572.25	906.08	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.025	8.25629	999.382	127.65	153.307	255.072	741.294	579.598	
3	3	1	0	7	28	1860	1624	[1812,1572,1908,1674]	756.45	891.31	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.471	9.30002	889.995	134.415	123.188	16.0978	457.527	257.806	
3	3	1	0	7	29	875	1691	[771,1619,931,1734]	612.91	884.15	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	141.182	10.9264	695.162	110.127	131.384	34.8375	473.327	284.113	
3	3	1	0	7	30	557	1991	[506,1940,629,2043]	572.68	839.33	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.717	6.89891	1091.37	186.814	126.139	23.7719	944.543	548.563	
3	3	1	0	7	31	919	2133	[874,2108,973,2158]	623.92	818.43	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.765	6.27798	1140.04	220.554	127.923	13.1876	1001.41	425.59	
3	3	1	0	7	32	1056	2136	[1011,2114,1108,2158]	643.12	818.29	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.802	20.3821	1126.01	200.79	138.678	44.7207	1059.64	503.766	
3	3	1	0	1	1	1778	49	[1740,1,1832,97]	99.88	1115.42	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.67	22.5393	293.828	143.849	113.479	7.58945	143.136	40.4364	
3	3	1	0	1	2	1721	129	[1673,83,1770,175]	91.06	1103.55	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.138	7.07606	1074.34	196.6	114.599	4.88577	474.442	270.005	
3	3	1	0	1	3	1407	206	[1375,181,1646,280]	59.57	1091.47	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	162.973	94.7763	302.494	240.312	130.47	52.6993	234.086	395.2	
3	3	1	0	1	4	254	319	[223,279,290,363]	-116.97	1076.14	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	111.197	17.1247	256	106.208	113.183	26.3517	160.363	119.358	
3	3	1	0	1	5	2056	410	[1981,360,2102,466]	137.57	1062.84	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	137.878	171.302	280.236	202.981	124.007	71.8163	181.211	195.083	
3	3	1	0	1	6	527	419	[481,373,574,466]	-78.27	1062.16	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.583	7.20167	985.405	139.811	116.758	7.47149	591.704	331.554	
3	3	1	0	1	7	1340	425	[1298,384,1380,472]	36.68	1061.63	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	177.457	239.785	696.398	407.985	124.594	21.874	211.822	167.806	
3	3	1	0	1	8	1968	528	[1917,486,2016,570]	125.95	1047.03	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.054	8.45319	756.208	124.847	115.192	6.97276	466.247	202.518	
3	3	1	0	1	9	406	633	[376,590,440,669]	-95.41	1032.07	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.544	48.5039	219.519	133.044	119.298	41.7592	144.519	52.8217	
3	3	1	0	1	10	1965	675	[1914,619,2016,734]	125.72	1026.24	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.704	7.61711	1059.71	193.398	141.225	147.254	481.093	356.878	
3	3	1	0	1	11	22	812	[1,791,43,885]	-150.75	1004.12	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.195	9.59582	1019.65	282.459	110.696	14.5186	319.023	322.524	
3	3	1	0	1	12	576	837	[536,797,615,881]	-71.43	1002.87	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	129.291	27.5577	545.045	576.53	133.57	39.6156	335.012	345.487	
3	3	1	0	1	13	1483	911	[1430,859,1539,965]	57.18	992.26	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	129.297	7.75487	899.201	158.087	126.731	13.3143	589.001	265.21	
3	3	1	0	1	14	1594	921	[1537,860,1654,977]	73.1	991.45	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.648	5.9036	798.17	75.0992	197.096	395.636	586.811	645.922	
3	3	1	0	1	15	1597	1143	[1548,1093,1653,1192]	73.9	959.85	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.84	6.93273	578.51	60.9642	127.951	30.0525	431.316	176.903	
3	3	1	0	1	16	1670	1223	[1624,1177,1716,1272]	83.72	948.18	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.693	5.49927	912.353	143.12	128.14	33.8336	687.958	353.491	
3	3	1	0	1	17	1600	1298	[1536,1244,1655,1354]	73.67	937.56	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	127.732	7.24933	771.735	89.1458	143.679	123.391	565.591	286.469	
3	3	1	0	1	18	316	1343	[264,1294,371,1394]	-108.26	931.13	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.391	6.44429	1104.75	128.53	115.678	8.96665	721.673	446.613	
3	3	1	0	1	19	942	1560	[903,1503,983,1602]	-19.55	901.12	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	159.974	74.3115	240.993	75.7626	185.445	136.44	468.448	727.188	
3	3	1	0	1	20	2095	1638	[2044,1571,2156,1695]	144.8	889.47	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.258	6.15938	1025.79	146.814	136.815	91.1929	783.113	489.429	
3	3	1	0	1	21	806	1884	[742,1825,858,1942]	-39.23	853.82	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	127.892	7.3663	943.643	125.3	134.161	64.6535	600.72	326.485	
3	3	1	0	1	22	266	1906	[198,1863,313,1984]	-116.49	850.55	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.649	47.5069	311.688	198.191	115.014	32.8369	150.536	67.7174	
3	3	1	0	1	23	222	1979	[169,1943,259,2016]	-122.43	840.68	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.427	55.9655	712.075	2120.7	121.04	62.5797	197.773	163.549	
3	3	1	0	1	24	1384	1327	[1304,1287,1422,1381]	40.45	933.13	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	157.146	58.7499	507.409	909.781	217.451	364.029	289.723	339.347	
3	3	1	0	2	1	89	26	[43,1,144,52]	-785.6	1441.56	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	112.329	9.45126	909.913	200.457	111.133	35.0992	420.377	208.263	
3	3	1	0	2	2	1348	51	[1289,1,1409,103]	-607.88	1437.89	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.219	5.29717	394.469	63.7825	119.377	11.4873	315.202	115.947	
3	3	1	0	2	3	1472	89	[1411,36,1538,142]	-590.41	1432.23	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.39	7.53364	617.558	94.4212	120.09	9.05196	398.546	229.797	
3	3	1	0	2	4	1194	103	[1143,54,1247,153]	-629.62	1429.98	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.863	17.3027	1027.07	221.496	118.948	6.66351	658.585	360.262	
3	3	1	0	2	5	1909	102	[1861,54,1958,154]	-528.13	1430.39	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.784	6.54681	875.421	197.53	123.12	43.0338	508.329	380.877	
3	3	1	0	2	6	1124	176	[1073,111,1173,224]	-639.72	1420.03	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.667	5.23369	701.468	158.631	128.059	20.8198	520.516	254.349	
3	3	1	0	2	7	979	221	[925,168,1034,275]	-660.03	1413.41	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.392	8.85588	997.872	170.675	138.926	117.939	675.005	411.254	
3	3	1	0	2	8	1197	245	[1147,195,1246,299]	-629.24	1409.78	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.97	6.80758	670.721	97.974	122.167	15.854	466.059	212.844	
3	3	1	0	2	9	1103	314	[977,265,1176,367]	-646.29	1399.29	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.131	9.72359	865.937	135.06	125.775	12.8844	837.737	627.469	
3	3	1	0	2	10	1618	376	[1560,246,1679,439]	-568.61	1394.49	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.233	5.52284	1302.3	259.352	125.43	29.7399	589.408	415.874	
3	3	1	0	2	11	823	376	[794,346,858,407]	-681.7	1391.32	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	135.098	64.8279	249.807	168.326	115.117	5.99469	143.449	66.8453	
3	3	1	0	2	12	2104	393	[2057,346,2158,450]	-500.14	1388.74	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.968	6.79637	492.678	67.3587	112.739	13.8264	347.438	191.841	
3	3	1	0	2	13	1290	553	[1228,421,1340,626]	-616.66	1369.32	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.381	53.8356	354.239	90.07	138.462	119.766	741.58	567.344	
3	3	1	0	2	14	377	479	[303,443,415,516]	-747.51	1376.35	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.993	20.7562	302.419	98.0892	115.246	22.8263	256.773	288.703	
3	3	1	0	2	15	69	545	[24,500,123,591]	-789.26	1367.33	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.182	60.1385	529.404	151.941	108.274	9.26212	221.055	157.57	
3	3	1	0	2	16	464	604	[408,549,526,661]	-732.78	1358.95	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.178	8.51007	776.971	136.959	140.78	207.297	554.202	367.818	
3	3	1	0	2	17	1989	679	[1943,629,2037,728]	-516.6	1348.27	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.437	5.27576	776.321	102.688	118.418	26.805	473.866	279.723	
3	3	1	0	2	18	1449	751	[1417,719,1486,783]	-592.86	1338.46	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.46	10.7678	400.829	97.4169	149.621	117.603	363.74	334.908	
3	3	1	0	2	19	558	803	[484,754,607,853]	-720.24	1330.48	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.693	5.00521	845.391	112.629	121.537	11.3189	637.708	337.351	
3	3	1	0	2	20	1286	845	[1234,790,1339,897]	-616.24	1324.99	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.965	6.76261	784.294	131.238	126.099	22.3871	596.177	338.172	
3	3	1	0	2	21	44	865	[1,815,87,916]	-793.36	1322.13	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	108.526	6.60398	1099.83	292.103	114.327	27.3586	986.428	632.83	
3	3	1	0	2	22	1357	953	[1277,898,1423,1022]	-606.92	1308.66	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.858	5.76454	170.823	26.3544	120.521	5.33731	180.56	125.058	
3	3	1	0	2	23	660	973	[607,920,714,1027]	-705.2	1306.88	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.241	8.1618	1015.84	139.721	122.422	10.0114	795.769	375.004	
3	3	1	0	2	24	169	991	[123,947,211,1034]	-774.91	1304.26	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.504	52.2257	365.775	198.512	134.584	104.723	186.667	192.208	
3	3	1	0	2	25	322	1067	[288,1035,385,1130]	-750.95	1291.92	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.224	35.1755	219.324	142.125	189.571	149.572	371.846	581.218	
3	3	1	0	2	26	270	1102	[219,1067,319,1162]	-760.52	1286.83	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	137.659	27.1452	562.344	223.392	174.409	137.077	560.597	921.063	
3	3	1	0	2	27	850	1236	[804,1189,897,1284]	-678.24	1269.58	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	128.532	22.5725	729.857	119.635	131.23	36.7888	591.542	300.864	
3	3	1	0	2	28	513	1262	[460,1209,568,1318]	-726	1265.59	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.795	7.87117	1075.04	150.065	122.28	15.5193	752.482	432.685	
3	3	1	0	2	29	2111	1661	[2064,1630,2142,1726]	-500.47	1207.36	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	112.644	6.82759	244.006	112.945	124.177	64.9267	195.221	250.078	
3	3	1	0	2	30	1244	1701	[1200,1661,1291,1742]	-622.24	1203.52	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.497	9.38523	984.809	182.027	133.811	25.7196	683.086	455.801	
3	3	1	0	2	31	2042	1743	[1978,1648,2103,1814]	-509.74	1198.26	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.894	4.69907	169.023	34.9388	115.477	32.0332	154.463	42.2352	
3	3	1	0	2	32	975	1943	[932,1901,1018,2002]	-660.72	1168.51	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.59	14.0761	349.041	188.122	161.646	233.985	249.034	351.55	
3	3	1	0	2	33	2130	2082	[2084,2051,2158,2153]	-496.62	1148.08	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.878	20.4159	326.509	214.348	128.537	82.6508	165.034	124.178	
3	3	1	0	5	1	134	42	[82,1,176,148]	188.32	1435.14	-10058F4	0	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	112.361	6.5269	575.9	82.9838	131.325	101.124	2347.54	9320.39	
