,row,col,plane,t,field,n,x,y,bbox,pos_x_um,pos_y_um,bacteria,assay,disp_x_um,disp_y_um,track_point_x,track_point_y,bacterial_area_[um²]-_sum_per_cell_,infected,ni,intensity_real_cytoplasm_alexa_647_mean,intensity_real_cytoplasm_dsred_mean,far_red_sdmean,red_sdmean,real_cytoplasm_alexa_647_ser_edge_0.0675675675676_um,real_cytoplasm_alexa_647_ser_ridge_0.0675675675676_um,real_cytoplasm_sliding_parabola_dsred_ser_edge_0.0675675675676_um,real_cytoplasm_sliding_parabola_dsred_ser_ridge_0.0675675675676_um,intensity_nucleus_alexa_647_mean,intensity_nucleus_hoechst_33342_mean,farredbyred_sdmean,number_of_dsred_spots-_per_cell_,dsred_spot_area_[um²]-_sum_per_cell_,number_of_alexa_647_spots-_per_cell_,alexa_647_spot_area_[um²]-_sum_per_cell,well_id,cell_lbl,growth
92676,5,15,1,0,1,1,333,122,_292_78_402_175_,-109.38,141.76,NI,7,0.0,0.0,343,124,0.0,0,1,17476.7,113.397,0.832168,0.0557135,0.126758,0.017977,1.39919,0.910938,,,14.9366,0,0.0,19,55.9043,45,w45_f1_c1,0
92809,5,15,1,1,1,1,316,88,_284_35_398_133_,-110.1,148.0,NI,7,-0.742073,-6.23342,338,82,0.0,0,1,15670.9,111.37,0.834839,0.05401,0.12373,0.0178218,1.39564,0.89537,,,15.4571,1,0.0440538,22,60.574,45,w45_f1_c1,0
94225,5,15,1,2,1,1,320,94,_287_40_402_138_,-109.53,147.39,NI,7,-0.148415,-5.63976,342,86,0.0,0,1,14305.3,111.748,0.770204,0.0523525,0.11921,0.0179395,1.38617,0.873784,,,14.7119,2,0.0881077,15,51.9395,45,w45_f1_c1,0
94377,5,15,1,3,1,1,318,97,_284_42_401_144_,-109.72,146.9,NI,7,-0.445244,-5.0461,340,90,0.0,0,1,12999.7,111.57,0.717166,0.0494205,0.121735,0.0190708,1.39628,0.903232,,,14.5115,1,0.0440538,24,64.0322,45,w45_f1_c1,0
94522,5,15,1,4,1,1,318,92,_280_36_401_142_,-109.91,147.47,NI,7,-0.593659,-5.63976,339,86,0.0,0,1,12027.2,110.989,0.727758,0.0491631,0.126647,0.0200347,1.42287,0.874185,,,14.803,0,0.0,23,63.5477,45,w45_f1_c1,0
94674,5,15,1,5,1,1,316,93,_279_38_398_140_,-110.19,147.45,NI,7,-0.890488,-5.63976,337,86,0.0,0,1,11941.7,110.837,0.716259,0.0502207,0.131572,0.0210425,1.42037,0.8952,,,14.2622,0,0.0,26,59.4506,45,w45_f1_c1,0
94825,5,15,1,6,1,1,316,94,_278_37_400_142_,-110.09,147.36,NI,7,-0.742073,-5.49134,338,87,0.0,0,1,11614.1,110.915,0.727396,0.0511125,0.134912,0.0216961,1.40343,0.929015,,,14.2313,0,0.0,24,56.6092,45,w45_f1_c1,0
94976,5,15,1,7,1,1,314,95,_277_37_400_154_,-110.07,147.2,NI,7,-0.742073,-5.34293,338,88,0.0,0,1,11013.9,110.545,0.726522,0.048434,0.137211,0.0227157,1.43879,0.904733,,,15.0002,0,0.0,27,65.7724,45,w45_f1_c1,0
95124,5,15,1,8,1,1,316,99,_278_41_402_160_,-109.78,146.5,NI,7,-0.445244,-4.74927,340,92,0.0,0,1,10594.0,110.814,0.726181,0.0470196,0.138523,0.0227627,1.41717,0.879684,,,15.4442,0,0.0,30,66.3671,45,w45_f1_c1,0
95270,5,15,1,9,1,1,314,102,_275_45_398_151_,-110.54,146.12,NI,7,-1.18732,-4.30403,335,95,0.0,0,1,10393.2,110.859,0.786058,0.0487544,0.147455,0.0241631,1.44908,0.880708,19513.7,3588.65,16.1228,0,0.0,26,53.4593,45,w45_f1_c1,0
92957,5,15,1,10,1,1,317,98,_278_42_400_160_,-110.14,146.41,NI,7,-0.890488,-4.60085,337,93,0.0,0,1,10327.7,110.768,0.759611,0.0495601,0.146095,0.0241636,1.40335,0.882463,,,15.3271,0,0.0,29,59.5167,45,w45_f1_c1,0
93101,5,15,1,11,1,1,317,98,_278_41_403_160_,-109.83,146.49,NI,7,-0.593659,-4.74927,339,92,0.0,0,1,9859.39,110.331,0.769052,0.0463919,0.146169,0.024132,1.405,0.909202,,,16.5773,0,0.0,30,66.8076,45,w45_f1_c1,0
93248,5,15,1,12,1,1,317,105,_279_48_401_154_,-110.1,145.72,NI,7,-0.742073,-3.85878,338,98,0.0,0,1,10209.1,110.196,0.78795,0.0505402,0.150683,0.024499,1.42477,0.903948,,,15.5906,0,0.0,23,51.4108,45,w45_f1_c1,0
93393,5,15,1,13,1,1,319,104,_279_48_402_156_,-110.06,145.65,NI,7,-0.742073,-3.85878,338,98,0.0,0,1,9864.98,110.721,0.811029,0.0512977,0.155165,0.0255285,1.44739,0.881609,,,15.8103,1,0.0440538,24,54.01,45,w45_f1_c1,0
93540,5,15,1,14,1,1,318,101,_279_43_403_161_,-109.88,146.2,NI,7,-0.593659,-4.45244,339,94,0.0,0,1,9743.17,110.384,0.807315,0.0503349,0.156595,0.0261802,1.41792,0.901487,18573.7,3327.46,16.0389,0,0.0,26,58.107,45,w45_f1_c1,0
93682,5,15,1,15,1,1,318,100,_279_42_402_161_,-109.87,146.29,NI,7,-0.593659,-4.45244,339,94,0.0,0,1,9599.76,110.241,0.803711,0.0508733,0.156238,0.0258913,1.43274,0.912728,,,15.7983,0,0.0,30,56.433,45,w45_f1_c1,0
93821,5,15,1,16,1,1,314,96,_275_38_400_157_,-110.24,146.93,NI,7,-0.890488,-5.19451,337,89,0.0,0,1,9422.22,110.189,0.795502,0.0493681,0.156667,0.0270405,1.41752,0.867278,,,16.1137,0,0.0,31,63.9441,45,w45_f1_c1,0
93960,5,15,1,17,1,1,315,98,_275_40_400_159_,-110.22,146.58,NI,7,-0.890488,-4.74927,337,92,0.0,0,1,9397.68,110.352,0.794693,0.0496716,0.15795,0.0267423,1.4073,0.903966,,,15.9989,0,0.0,33,62.8868,45,w45_f1_c1,0
94097,5,15,1,18,1,1,317,95,_276_37_402_157_,-110.04,146.91,NI,7,-0.742073,-5.0461,338,90,0.0,0,1,9231.45,110.126,0.792592,0.0504245,0.157732,0.0264532,1.43003,0.906371,,,15.7184,0,0.0,33,66.2129,45,w45_f1_c1,0
92677,5,15,1,0,1,10,1115,1552,_1038_1481_1200_1626_,5.47,-70.16,NI,7,0.0,0.0,1116,1552,2.40093,1,0,10151.9,120.941,0.664449,0.040127,0.171246,0.0326719,1.44787,0.898833,16139.8,3885.92,16.5586,1,0.0440538,82,143.373,45,w45_f1_c10,0
92810,5,15,1,1,1,10,1108,1509,_1036_1438_1189_1581_,4.42,-63.54,NI,7,-1.0389,-6.53025,1109,1508,2.02648,1,0,12831.1,121.267,0.688706,0.0421268,0.144628,0.0265467,1.42607,0.888365,,,16.3484,0,0.0,70,132.117,45,w45_f1_c10,0
94226,5,15,1,2,1,10,1116,1509,_1045_1440_1192_1580_,5.41,-63.93,NI,7,0.0,-6.23342,1116,1510,1.69607,1,0,14248.1,121.743,0.668423,0.0425858,0.136984,0.0238846,1.4161,0.892935,,,15.6959,0,0.0,60,112.337,45,w45_f1_c10,0
94378,5,15,1,3,1,10,1112,1513,_1047_1449_1187_1577_,5.29,-64.05,NI,7,-0.148415,-6.085,1115,1511,1.78418,1,0,14911.6,122.175,0.655096,0.0431946,0.136194,0.0230755,1.42542,0.881844,,,15.1662,0,0.0,56,107.712,45,w45_f1_c10,0
94523,5,15,1,4,1,10,1113,1505,_1050_1445_1186_1568_,5.38,-63.29,NI,7,0.0,-6.82707,1116,1506,1.60796,1,0,16569.3,122.818,0.635954,0.0452447,0.130577,0.0217074,1.42395,0.902599,22986.5,4531.6,14.0559,0,0.0,45,102.866,45,w45_f1_c10,0
94675,5,15,1,5,1,10,1113,1507,_1049_1447_1184_1571_,5.13,-63.41,NI,7,-0.296829,-6.67866,1114,1507,1.56391,1,0,18050.3,122.853,0.634066,0.045791,0.123137,0.020416,1.40634,0.898178,,,13.847,1,0.0440538,43,96.4779,45,w45_f1_c10,0
94826,5,15,1,6,1,10,1110,1507,_1051_1449_1183_1567_,5.15,-63.29,NI,7,-0.296829,-6.82707,1114,1506,1.74013,1,0,19031.2,123.381,0.633458,0.0484117,0.118647,0.019642,1.40651,0.892452,,,13.0848,0,0.0,40,85.6847,45,w45_f1_c10,0
94977,5,15,1,7,1,10,1118,1510,_1054_1452_1180_1566_,5.02,-63.55,NI,7,-0.445244,-6.53025,1113,1508,1.60796,1,0,19431.8,123.92,0.628784,0.046322,0.116742,0.0192023,1.41982,0.876641,,,13.5742,0,0.0,34,82.8212,45,w45_f1_c10,0
95125,5,15,1,8,1,10,1119,1515,_1055_1460_1179_1571_,4.99,-64.28,NI,7,-0.445244,-5.78817,1113,1513,1.93837,1,0,19565.5,123.356,0.62665,0.0479717,0.117225,0.019104,1.39392,0.91498,,,13.0629,1,0.0440538,40,78.3277,45,w45_f1_c10,0
95271,5,15,1,9,1,10,1112,1517,_1053_1461_1174_1573_,4.69,-64.66,NI,7,-0.742073,-5.49134,1111,1515,1.65202,1,0,21140.0,124.076,0.60755,0.0497846,0.112575,0.0180299,1.39611,0.891055,28414.5,5299.96,12.2036,0,0.0,36,83.0855,45,w45_f1_c10,0
92958,5,15,1,10,1,10,1113,1512,_1055_1455_1176_1569_,5.0,-64.16,NI,7,-0.445244,-5.93659,1113,1512,1.3877,1,0,21001.9,124.108,0.611496,0.0500232,0.11361,0.0185342,1.40433,0.889813,,,12.2242,0,0.0,40,81.874,45,w45_f1_c10,0
93102,5,15,1,11,1,10,1117,1512,_1057_1455_1178_1569_,5.19,-64.12,NI,7,-0.296829,-5.93659,1114,1512,1.3877,1,0,20596.7,124.106,0.622714,0.0493946,0.11472,0.0185161,1.40948,0.920035,,,12.6069,0,0.0,35,73.7461,45,w45_f1_c10,0
93249,5,15,1,12,1,10,1115,1519,_1060_1460_1175_1575_,5.29,-65.05,NI,7,-0.148415,-5.0461,1115,1518,2.48904,1,0,22134.8,124.471,0.608303,0.0519485,0.110908,0.0172173,1.39275,0.896321,30236.2,5331.9,11.7097,1,0.0440538,33,75.9708,45,w45_f1_c10,0
93394,5,15,1,13,1,10,1115,1519,_1060_1462_1176_1574_,5.32,-64.97,NI,7,-0.148415,-5.19451,1115,1517,1.54188,1,0,21911.4,124.576,0.615954,0.0535654,0.112265,0.0174148,1.38013,0.91066,29953.8,5417.95,11.4991,0,0.0,33,68.3495,45,w45_f1_c10,0
93541,5,15,1,14,1,10,1116,1516,_1060_1461_1176_1569_,5.41,-64.44,NI,7,0.0,-5.63976,1116,1514,1.27756,1,0,22393.7,124.861,0.601705,0.0533174,0.113567,0.0180677,1.37825,0.919494,30367.5,5379.58,11.2853,0,0.0,34,76.8299,45,w45_f1_c10,0
93683,5,15,1,15,1,10,1115,1514,_1059_1457_1178_1569_,5.34,-64.34,NI,7,-0.148415,-5.78817,1115,1513,1.93837,1,0,22276.9,125.175,0.614979,0.0539548,0.113338,0.0175598,1.39461,0.87421,,,11.398,0,0.0,37,74.2968,45,w45_f1_c10,0
93822,5,15,1,16,1,10,1114,1512,_1056_1454_1173_1564_,4.8,-63.78,NI,7,-0.593659,-6.38183,1112,1509,1.49783,1,0,22573.7,125.208,0.607453,0.0531156,0.113413,0.0176265,1.36488,0.903158,,,11.4364,0,0.0,36,73.7902,45,w45_f1_c10,0
93961,5,15,1,17,1,10,1111,1512,_1056_1457_1172_1566_,4.81,-64.12,NI,7,-0.593659,-5.93659,1112,1512,1.25553,1,0,22515.8,125.527,0.612645,0.0533073,0.114045,0.0178118,1.38329,0.890645,,,11.4927,0,0.0,30,67.6006,45,w45_f1_c10,0
94098,5,15,1,18,1,10,1112,1512,_1058_1460_1174_1564_,4.93,-63.86,NI,7,-0.445244,-6.23342,1113,1510,1.45378,1,0,22666.3,125.411,0.604947,0.0544049,0.113702,0.0173739,1.3896,0.884293,,,11.1194,0,0.0,33,71.1249,45,w45_f1_c10,0
92678,5,15,1,0,1,11,1470,1651,_1404_1586_1535_1725_,57.79,-85.3,NI,7,0.0,0.0,1469,1654,5.24241,1,0,6916.64,121.318,0.719436,0.046439,0.187369,0.0321768,1.40837,0.888248,5746.48,1916.18,15.4921,0,0.0,59,91.8522,45,w45_f1_c11,1
92811,5,15,1,1,1,11,1447,1610,_1384_1552_1517_1670_,54.91,-78.74,NI,7,-2.96829,-6.53025,1449,1610,9.47157,1,0,9234.3,122.445,0.68391,0.0474512,0.144236,0.025894,1.4061,0.905207,8484.64,3987.39,14.4129,1,0.0881077,51,100.487,45,w45_f1_c11,1
94227,5,15,1,2,1,11,1454,1620,_1390_1557_1521_1688_,55.46,-80.46,NI,7,-2.37463,-4.74927,1453,1622,8.96495,1,0,8727.83,122.423,0.685297,0.0486077,0.134775,0.0244009,1.417,0.897781,7688.79,4259.55,14.0985,0,0.0,63,105.443,45,w45_f1_c11,1
94379,5,15,1,3,1,11,1449,1631,_1390_1571_1509_1692_,54.77,-81.7,NI,7,-2.96829,-3.56195,1449,1630,11.3439,1,0,5906.22,120.994,0.666119,0.0437458,0.189824,0.0346702,1.42702,0.888861,6568.53,3957.72,15.227,0,0.0,45,78.9004,45,w45_f1_c11,1
94524,5,15,1,4,1,11,1447,1623,_1382_1564_1508_1686_,54.13,-80.66,NI,7,-3.71037,-4.60085,1444,1623,9.64779,1,0,5935.64,120.883,0.805953,0.0415113,0.188173,0.0296694,1.42407,0.885671,5448.58,3598.74,19.4153,0,0.0,46,76.6757,45,w45_f1_c11,1
94676,5,15,1,5,1,11,1447,1619,_1388_1565_1501_1674_,54.53,-80.14,NI,7,-3.26512,-5.19451,1447,1619,0.0,0,1,7242.47,120.243,0.677121,0.0411696,0.168708,0.027431,1.4411,0.917331,5315.66,3670.78,16.4471,0,0.0,34,65.9045,45,w45_f1_c11,1
94827,5,15,1,6,1,11,1458,1614,_1398_1552_1518_1681_,56.1,-79.61,NI,7,-1.63256,-5.63976,1458,1616,0.0440538,1,0,7128.95,121.165,0.665136,0.0425185,0.163594,0.025899,1.42931,0.901494,4877.64,3389.79,15.6435,0,0.0,36,88.6583,45,w45_f1_c11,1
94978,5,15,1,7,1,11,1513,1640,_1407_1566_1627_1717_,65.5,-83.15,NI,7,7.71756,-2.07781,1521,1640,24.1195,1,0,5576.35,119.945,0.621332,0.0444339,0.183458,0.0374067,1.43549,0.881615,4426.77,2461.22,13.9833,1,0.0440538,103,164.475,45,w45_f1_c11,1
95126,5,15,1,8,1,11,1515,1661,_1421_1587_1602_1771_,64.55,-87.29,NI,7,6.67866,2.07781,1514,1668,31.4324,1,0,6194.9,120.121,0.639089,0.0457148,0.180629,0.0363624,1.41701,0.886738,4933.61,2982.95,13.9799,0,0.0,92,155.444,45,w45_f1_c11,1
95272,5,15,1,9,1,11,1502,1675,_1427_1604_1567_1759_,62.55,-88.27,NI,7,4.74927,2.96829,1501,1674,34.5162,1,0,7331.5,120.644,0.586186,0.0446939,0.174827,0.0357722,1.43191,0.893724,8156.26,3362.74,13.1156,2,0.0881077,71,124.342,45,w45_f1_c11,1
92959,5,15,1,10,1,11,1501,1652,_1421_1592_1575_1712_,62.29,-84.97,NI,7,4.45244,-0.296829,1499,1652,19.3396,1,0,7007.62,120.628,0.580933,0.0457846,0.187339,0.0372204,1.41232,0.892618,9784.35,1057.77,12.6884,0,0.0,53,106.544,45,w45_f1_c11,1
93103,5,15,1,11,1,11,1515,1646,_1422_1580_1602_1713_,64.81,-83.35,NI,7,6.97549,-1.92939,1516,1641,26.8728,1,0,6479.18,120.66,0.617208,0.0467927,0.184796,0.0346789,1.41942,0.893286,6726.69,3015.71,13.1903,0,0.0,70,128.593,45,w45_f1_c11,1
93250,5,15,1,12,1,11,1555,1641,_1443_1582_1626_1706_,67.63,-83.37,NI,7,9.79537,-1.92939,1535,1641,28.3927,1,0,6367.46,120.545,0.594866,0.0465724,0.200799,0.0393037,1.42955,0.898558,6393.55,3118.84,12.7729,0,0.0,74,132.976,45,w45_f1_c11,1
93395,5,15,1,13,1,11,1530,1649,_1439_1575_1628_1720_,67.54,-83.69,NI,7,9.79537,-1.63256,1535,1643,27.2913,1,0,6296.53,120.821,0.617116,0.0484059,0.174897,0.0340155,1.40386,0.904592,5667.22,3126.54,12.7488,0,0.0,90,157.404,45,w45_f1_c11,1
93542,5,15,1,14,1,11,1554,1639,_1425_1573_1625_1707_,66.76,-83.27,NI,7,8.90488,-1.92939,1529,1641,33.2166,1,0,5986.18,120.481,0.63125,0.0481382,0.186675,0.0378757,1.42127,0.887756,4892.47,3132.45,13.1133,0,0.0,88,156.281,45,w45_f1_c11,1
93684,5,15,1,15,1,11,1533,1642,_1436_1571_1629_1722_,67.32,-83.69,NI,7,9.49854,-1.63256,1533,1643,37.8643,1,0,5857.22,120.226,0.623715,0.0482721,0.18838,0.0395519,1.41904,0.89174,4805.19,2992.04,12.9208,1,0.0440538,107,168.836,45,w45_f1_c11,1
93823,5,15,1,16,1,11,1514,1641,_1420_1564_1628_1717_,67.05,-82.54,NI,7,9.20171,-2.67146,1531,1636,32.6879,1,0,5569.49,120.559,0.688694,0.0486751,0.188372,0.0361312,1.41646,0.887653,4362.88,3240.71,14.1488,0,0.0,88,159.056,45,w45_f1_c11,1
93962,5,15,1,17,1,11,1514,1645,_1431_1564_1630_1717_,67.2,-82.99,NI,7,9.35012,-2.22622,1532,1639,36.6087,1,0,5730.37,120.337,0.663033,0.0471562,0.193246,0.0381622,1.41391,0.889513,4667.49,3129.17,14.0604,1,0.0660807,106,165.664,45,w45_f1_c11,1
94099,5,15,1,18,1,11,1532,1643,_1439_1561_1622_1725_,67.64,-83.04,NI,7,9.79537,-2.22622,1535,1639,34.1858,1,0,5608.74,120.507,0.677546,0.0490029,0.182327,0.0348608,1.42064,0.898645,4700.86,3072.27,13.8266,0,0.0,104,171.325,45,w45_f1_c11,1
92679,5,15,1,0,1,12,367,1746,_290_1678_449_1827_,-105.6,-99.59,NI,7,0.0,0.0,368,1751,3.59039,1,0,4474.76,113.041,0.635616,0.0495397,0.207311,0.0401729,1.42131,0.888529,3311.68,1522.53,12.8304,0,0.0,84,128.219,45,w45_f1_c12,1
92812,5,15,1,1,1,12,366,1702,_282_1632_450_1790_,-105.99,-93.4,NI,7,-0.445244,-6.23342,365,1709,5.37457,1,0,5016.31,114.028,0.626274,0.0593162,0.191657,0.0403573,1.39456,0.90826,3806.64,3065.06,10.5582,1,0.0440538,102,143.527,45,w45_f1_c12,1
94228,5,15,1,2,1,12,385,1703,_292_1636_460_1793_,-104.42,-93.83,NI,7,1.18732,-5.78817,376,1712,8.19401,1,0,5535.97,114.482,0.672438,0.0618586,0.167411,0.0365312,1.38301,0.904007,3909.45,3402.26,10.8706,1,0.0440538,97,150.246,45,w45_f1_c12,1
94380,5,15,1,3,1,12,395,1697,_292_1626_470_1792_,-103.44,-93.11,NI,7,2.22622,-6.53025,383,1707,4.27322,1,0,5546.48,113.58,0.741143,0.0580571,0.155607,0.0334869,1.41843,0.886592,3958.9,3589.26,12.7658,0,0.0,91,147.008,45,w45_f1_c12,1
94525,5,15,1,4,1,12,385,1693,_301_1615_465_1785_,-103.99,-91.97,NI,7,1.63256,-7.71756,379,1699,6.27767,1,0,5352.99,113.501,0.747555,0.0543883,0.154789,0.0326593,1.39981,0.882907,4738.49,3893.01,13.7448,1,0.0440538,113,160.202,45,w45_f1_c12,1
94677,5,15,1,5,1,12,376,1707,_259_1624_469_1797_,-106.49,-93.83,NI,7,-0.890488,-5.78817,362,1712,25.2428,1,0,5296.07,112.09,0.767415,0.050188,0.171491,0.0383495,1.41675,0.898179,4380.13,3728.38,15.2908,0,0.0,161,212.075,45,w45_f1_c12,1
94828,5,15,1,6,1,12,371,1710,_248_1624_454_1792_,-107.48,-93.78,NI,7,-1.92939,-5.93659,355,1711,23.1062,1,0,5390.02,112.014,0.750244,0.051434,0.177116,0.0390345,1.41129,0.884062,4963.31,3843.26,14.5865,2,0.0881077,177,214.542,45,w45_f1_c12,1
94979,5,15,1,7,1,12,369,1710,_249_1628_460_1798_,-107.46,-93.75,NI,7,-1.92939,-5.93659,355,1711,27.1812,1,0,5346.38,112.109,0.705589,0.0498328,0.186802,0.0417287,1.42737,0.884444,4540.65,3997.77,14.1591,1,0.0440538,177,226.679,45,w45_f1_c12,1
95127,5,15,1,8,1,12,369,1714,_247_1629_475_1801_,-107.1,-94.03,NI,7,-1.48415,-5.63976,358,1713,29.7363,1,0,5112.67,112.109,0.740337,0.0488895,0.182495,0.0422352,1.42498,0.889712,5119.4,4126.05,15.1431,0,0.0,188,225.423,45,w45_f1_c12,1
95273,5,15,1,9,1,12,347,1721,_248_1644_443_1798_,-108.01,-94.51,NI,7,-2.37463,-5.19451,352,1716,22.6657,1,0,5793.33,112.52,0.676822,0.0489436,0.175874,0.0377198,1.4202,0.882888,5164.25,4092.94,13.8286,0,0.0,124,170.334,45,w45_f1_c12,1
92960,5,15,1,10,1,12,335,1714,_221_1627_464_1811_,-108.56,-94.69,NI,7,-2.96829,-5.0461,348,1717,24.582,1,0,4512.56,111.794,0.749291,0.0478386,0.201446,0.0461205,1.42665,0.894074,4369.87,4156.55,15.6629,0,0.0,177,232.891,45,w45_f1_c12,1
93104,5,15,1,11,1,12,353,1716,_252_1631_471_1803_,-106.66,-94.12,NI,7,-1.0389,-5.49134,361,1714,27.2693,1,0,4420.72,111.57,0.702012,0.046601,0.192117,0.0465063,1.43896,0.880576,4621.7,4321.79,15.0643,0,0.0,196,223.331,45,w45_f1_c12,1
93251,5,15,1,12,1,12,351,1712,_245_1633_465_1792_,-107.37,-94.48,NI,7,-1.78098,-5.19451,356,1716,20.0665,1,0,4755.23,111.822,0.676468,0.0473027,0.171832,0.0397789,1.41623,0.887505,3716.88,3906.37,14.3008,0,0.0,136,190.202,45,w45_f1_c12,1
93396,5,15,1,13,1,12,372,1720,_236_1640_469_1806_,-107.57,-95.27,NI,7,-1.92939,-4.45244,355,1721,20.5291,1,0,4220.68,111.586,0.684435,0.0465853,0.194342,0.0459843,1.42901,0.895183,3258.11,3994.21,14.6921,1,0.0440538,164,197.471,45,w45_f1_c12,1
93543,5,15,1,14,1,12,355,1718,_247_1631_461_1801_,-107.26,-94.58,NI,7,-1.63256,-5.0461,357,1717,19.6921,1,0,4382.58,111.577,0.652682,0.0465658,0.193029,0.0448937,1.40975,0.878901,3234.54,4244.15,14.0163,0,0.0,141,190.907,45,w45_f1_c12,1
93685,5,15,1,15,1,12,381,1708,_243_1623_480_1805_,-106.48,-94.26,NI,7,-0.890488,-5.34293,362,1715,23.8331,1,0,3814.18,111.169,0.646755,0.045173,0.217505,0.0536055,1.43553,0.877781,3216.85,4321.12,14.3173,1,0.0440538,177,203.132,45,w45_f1_c12,1
93824,5,15,1,16,1,12,366,1706,_226_1622_466_1802_,-108.0,-93.9,NI,7,-2.37463,-5.78817,352,1712,20.7273,1,0,3602.15,111.312,0.625621,0.0449056,0.224078,0.0582837,1.42368,0.891637,2990.35,4246.71,13.9319,0,0.0,215,240.159,45,w45_f1_c12,1
93963,5,15,1,17,1,12,375,1710,_239_1622_467_1802_,-107.08,-94.22,NI,7,-1.48415,-5.49134,358,1714,18.4365,1,0,3591.63,111.051,0.626015,0.0445317,0.223038,0.057931,1.43865,0.877094,3091.97,4073.77,14.0577,0,0.0,193,219.895,45,w45_f1_c12,1
94100,5,15,1,18,1,12,365,1713,_241_1623_467_1800_,-106.62,-94.45,NI,7,-1.0389,-5.19451,361,1716,24.3838,1,0,3616.58,111.435,0.644504,0.0451524,0.224207,0.0581588,1.42772,0.875951,3100.35,4035.83,14.274,2,0.0881077,193,224.256,45,w45_f1_c12,1
92681,5,15,1,0,1,14,1080,1815,_997_1698_1144_1937_,-0.5,-110.68,NI,7,0.0,0.0,1076,1825,3.78863,1,0,14398.0,121.265,0.545419,0.0433045,0.139382,0.0252328,1.41525,0.886433,18258.2,2943.12,12.595,0,0.0,122,181.193,45,w45_f1_c14,0
92814,5,15,1,1,1,14,1069,1802,_996_1659_1132_1896_,-1.44,-104.5,NI,7,-0.890488,-6.085,1070,1784,2.81945,1,0,19611.6,122.047,0.575997,0.0452231,0.116338,0.0205125,1.40608,0.884247,33468.1,4556.83,12.7368,2,0.0881077,97,160.246,45,w45_f1_c14,0
94230,5,15,1,2,1,14,1078,1782,_1001_1665_1136_1897_,-0.6,-105.07,NI,7,-0.148415,-5.63976,1075,1787,3.08377,1,0,20575.7,122.66,0.591857,0.0458235,0.110437,0.0182607,1.39226,0.889562,37704.4,5216.09,12.916,0,0.0,79,157.823,45,w45_f1_c14,0
94382,5,15,1,3,1,14,1075,1783,_1013_1667_1132_1865_,0.4,-102.99,NI,7,0.890488,-7.71756,1082,1773,1.62999,1,0,21137.1,122.261,0.555627,0.0445775,0.111368,0.0192673,1.3893,0.915966,37397.2,5538.64,12.4643,0,0.0,57,117.051,45,w45_f1_c14,0
94527,5,15,1,4,1,14,1074,1783,_993_1665_1132_1893_,-1.12,-104.76,NI,7,-0.593659,-5.93659,1072,1785,2.99566,1,0,20443.1,122.659,0.597996,0.0455696,0.109669,0.0186413,1.40126,0.893436,38808.2,5736.72,13.1227,0,0.0,75,152.801,45,w45_f1_c14,0
94679,5,15,1,5,1,14,1074,1785,_994_1665_1132_1892_,-1.28,-104.89,NI,7,-0.742073,-5.78817,1071,1786,2.95161,1,0,21154.0,122.379,0.60021,0.0456902,0.109328,0.0186318,1.39694,0.913473,40289.6,5844.86,13.1365,0,0.0,68,135.157,45,w45_f1_c14,0
94830,5,15,1,6,1,14,1074,1786,_994_1666_1132_1890_,-1.2,-104.92,NI,7,-0.742073,-5.78817,1071,1786,3.1058,1,0,21126.4,122.558,0.610441,0.0465361,0.110074,0.018421,1.38583,0.900247,40989.1,5768.99,13.1176,0,0.0,67,133.175,45,w45_f1_c14,0
94981,5,15,1,7,1,14,1074,1782,_993_1662_1131_1890_,-1.21,-104.48,NI,7,-0.742073,-6.23342,1071,1783,2.8635,1,0,20171.9,122.171,0.62692,0.0451412,0.114967,0.0194731,1.40023,0.908787,39810.0,5862.79,13.888,1,0.0440538,67,139.673,45,w45_f1_c14,0
95129,5,15,1,8,1,14,1074,1787,_995_1669_1130_1895_,-1.22,-105.43,NI,7,-0.742073,-5.19451,1071,1790,2.92958,1,0,20382.6,122.211,0.596648,0.0446794,0.115164,0.0193055,1.40756,0.88264,38689.9,5931.31,13.354,0,0.0,61,129.694,45,w45_f1_c14,0
95275,5,15,1,9,1,14,1072,1790,_999_1691_1128_1895_,-1.55,-106.32,NI,7,-1.0389,-4.30403,1069,1796,3.28201,1,0,21485.2,122.574,0.598782,0.0465047,0.107362,0.0178465,1.37419,0.896738,,,12.8757,1,0.0440538,62,132.448,45,w45_f1_c14,0
92962,5,15,1,10,1,14,1074,1786,_1000_1668_1130_1895_,-1.27,-105.43,NI,7,-0.742073,-5.19451,1071,1790,2.66526,1,0,20715.4,122.859,0.609538,0.0460506,0.113004,0.0188421,1.38623,0.904415,,,13.2363,0,0.0,67,133.637,45,w45_f1_c14,0
93106,5,15,1,11,1,14,1075,1784,_1000_1666_1130_1895_,-1.18,-105.31,NI,7,-0.593659,-5.34293,1072,1789,2.68728,1,0,20528.6,122.467,0.601118,0.0453365,0.114584,0.0191353,1.38503,0.896282,,,13.259,1,0.0440538,62,126.082,45,w45_f1_c14,0
93252,5,15,1,12,1,14,1076,1793,_1001_1694_1132_1897_,-1.08,-106.74,NI,7,-0.593659,-3.85878,1072,1799,3.50228,1,0,21592.2,122.82,0.598228,0.0457326,0.106892,0.0175408,1.38002,0.893091,,,13.081,0,0.0,63,130.972,45,w45_f1_c14,0
