,row,col,plane,t,field,n,x,y,bbox,pos_x_um,pos_y_um,bacteria,assay,disp_x_um,disp_y_um,track_point_x,track_point_y,bacterial_area_[um²]-_sum_per_cell_,infected,ni,intensity_real_cytoplasm_alexa_647_mean,intensity_real_cytoplasm_dsred_mean,far_red_sdmean,red_sdmean,real_cytoplasm_alexa_647_ser_edge_0.0675675675676_um,real_cytoplasm_alexa_647_ser_ridge_0.0675675675676_um,real_cytoplasm_sliding_parabola_dsred_ser_edge_0.0675675675676_um,real_cytoplasm_sliding_parabola_dsred_ser_ridge_0.0675675675676_um,intensity_nucleus_alexa_647_mean,intensity_nucleus_hoechst_33342_mean,farredbyred_sdmean,number_of_dsred_spots-_per_cell_,dsred_spot_area_[um²]-_sum_per_cell_,number_of_alexa_647_spots-_per_cell_,alexa_647_spot_area_[um²]-_sum_per_cell,well_id,cell_lbl,growth
47472,3,17,1,0,1,11,2042,621,_1959_512_2119_701_,142.33,68.72,WT,8,0.0,0.0,2039,616,9.36895,1,0,113.38,110.669,0.0414261,0.0408741,1.4108,0.909581,1.46273,0.878049,112.867,418.426,1.01351,0,0.0,0,0.0,15,w15_f1_c11,0
47637,3,17,1,1,1,11,2056,595,_1977_516_2136_668_,144.9,72.48,WT,8,2.6694,-3.7075,2057,591,8.48924,1,0,112.961,109.975,0.0425134,0.0402871,1.38643,0.889576,1.4605,0.879295,112.685,726.906,1.05526,0,0.0,0,0.0,15,w15_f1_c11,0
48855,3,17,1,2,1,11,2070,577,_2002_521_2145_629_,147.89,74.71,WT,8,5.63539,-5.93199,2077,576,9.58888,1,0,112.815,109.484,0.0428915,0.0422728,1.40412,0.911562,1.45919,0.879478,112.392,740.289,1.01463,0,0.0,0,0.0,15,w15_f1_c11,0
49041,3,17,1,3,1,11,2070,572,_2013_520_2127_623_,146.85,74.96,WT,8,4.5973,-6.22859,2070,574,5.82811,1,0,112.923,110.325,0.0420603,0.0416633,1.42351,0.906324,1.45348,0.909043,112.506,739.422,1.00953,0,0.0,0,0.0,15,w15_f1_c11,0
49226,3,17,1,4,1,11,2019,568,_1956_507_2070_618_,138.14,76.06,WT,8,-4.1524,-7.26669,2011,567,3.62882,1,0,114.191,111.249,0.0408195,0.0400486,1.41114,0.896252,1.43383,0.895859,114.015,801.703,1.01925,0,0.0,0,0.0,15,w15_f1_c11,0
49412,3,17,1,5,1,11,2004,574,_1950_522_2057_621_,136.98,74.78,WT,8,-5.3388,-6.08029,2003,575,3.56284,1,0,114.163,110.979,0.0425372,0.0402411,1.40608,0.91047,1.44208,0.896506,113.996,956.838,1.05706,0,0.0,0,0.0,15,w15_f1_c11,0
49598,3,17,1,6,1,11,1995,575,_1950_529_2058_621_,137.05,74.18,WT,8,-5.1905,-5.48709,2004,579,3.45288,1,0,114.025,110.614,0.0427636,0.0406893,1.38335,0.875643,1.44174,0.886945,113.761,856.726,1.05098,0,0.0,0,0.0,15,w15_f1_c11,0
49781,3,17,1,7,1,11,1996,569,_1943_522_2052_616_,136.19,75.2,WT,8,-6.08029,-6.52519,1998,572,6.48789,1,0,114.29,111.156,0.0416972,0.0402464,1.39048,0.909196,1.45556,0.882449,114.068,784.36,1.03605,0,0.0,0,0.0,15,w15_f1_c11,0
49962,3,17,1,8,1,11,1979,568,_1936_524_2036_611_,134.08,75.73,WT,8,-8.15649,-6.97009,1984,569,7.85145,1,0,114.34,110.617,0.0418097,0.0401951,1.38486,0.904893,1.47925,0.847906,114.052,872.663,1.04017,0,0.0,0,0.0,15,w15_f1_c11,0
50135,3,17,1,9,1,11,1976,567,_1936_516_2037_611_,133.99,76.02,WT,8,-8.30479,-7.26669,1983,567,13.3057,1,0,113.911,110.301,0.0404588,0.0391765,1.40794,0.891058,1.48419,0.854343,113.603,621.006,1.03273,0,0.0,0,0.0,15,w15_f1_c11,0
47820,3,17,1,10,1,11,1975,554,_1936_500_2033_594_,133.7,78.15,WT,8,-8.60139,-9.34289,1981,553,15.6809,1,0,114.4,110.291,0.0407908,0.0407502,1.42128,0.90483,1.47189,0.876189,114.116,808.206,1.001,0,0.0,0,0.0,15,w15_f1_c11,0
47980,3,17,1,11,1,11,1985,560,_1941_504_2043_602_,134.82,77.27,WT,8,-7.41499,-8.60139,1989,558,14.7572,1,0,114.486,111.196,0.0415699,0.0378134,1.40834,0.901746,1.47004,0.867941,114.274,829.524,1.09934,0,0.0,0,0.0,15,w15_f1_c11,0
48134,3,17,1,12,1,11,1984,565,_1941_514_2042_604_,134.91,76.48,WT,8,-7.41499,-7.71159,1989,564,12.7119,1,0,113.9,110.345,0.0418296,0.0393899,1.41768,0.885459,1.46288,0.888451,113.765,775.981,1.06194,1,0.0439857,0,0.0,15,w15_f1_c11,0
48276,3,17,1,13,1,11,1982,562,_1932_520_2039_599_,134.12,76.96,WT,8,-8.15649,-8.15649,1984,561,14.7792,1,0,113.999,110.598,0.0405557,0.0399775,1.41358,0.892485,1.44842,0.892212,113.678,795.613,1.01446,1,0.0439857,0,0.0,15,w15_f1_c11,0
48412,3,17,1,14,1,11,1961,605,_1918_566_2029_642_,132.24,70.5,WT,8,-10.0844,-1.7796,1971,604,15.9008,1,0,114.485,110.976,0.0413361,0.0383829,1.41886,0.88947,1.45899,0.886835,114.421,713.467,1.07694,0,0.0,0,0.0,15,w15_f1_c11,0
48534,3,17,1,15,1,11,1954,605,_1913_571_2025_641_,131.95,70.25,WT,8,-10.381,-1.483,1969,606,15.8129,1,0,114.469,111.205,0.0420563,0.0417873,1.3988,0.88473,1.43805,0.925683,114.343,787.366,1.00644,0,0.0,0,0.0,15,w15_f1_c11,0
48650,3,17,1,16,1,11,1968,598,_1920_564_2040_636_,133.81,71.17,WT,8,-8.45309,-2.3728,1982,600,19.0018,1,0,114.041,110.802,0.0414308,0.0392772,1.4165,0.876842,1.45711,0.891704,113.746,683.317,1.05483,0,0.0,0,0.0,15,w15_f1_c11,0
48759,3,17,1,17,1,11,2011,612,_1928_560_2046_639_,134.16,70.53,WT,8,-8.15649,-1.7796,1984,604,22.0808,1,0,114.375,110.974,0.0401659,0.040351,1.41763,0.880703,1.47641,0.919619,114.233,1298.18,0.995413,0,0.0,0,0.0,15,w15_f1_c11,0
47474,3,17,1,0,1,13,1547,673,_1485_589_1606_732_,68.49,61.36,WT,8,0.0,0.0,1541,666,1.67146,1,0,120.507,117.725,0.0394834,0.0383543,1.42666,0.896648,1.44034,0.888746,120.084,831.397,1.02944,1,0.0439857,0,0.0,15,w15_f1_c13,0
47639,3,17,1,1,1,13,1570,630,_1504_551_1632_689_,72.17,67.55,WT,8,3.7075,-6.22859,1566,624,2.00135,1,0,120.134,116.832,0.0393462,0.0382791,1.38261,0.89551,1.47054,0.885953,119.55,1260.83,1.02787,0,0.0,0,0.0,15,w15_f1_c13,0
48857,3,17,1,2,1,13,1579,601,_1488_524_1638_661_,72.8,71.69,WT,8,4.3007,-10.381,1570,596,4.64049,1,0,120.035,116.307,0.0394531,0.0381837,1.40965,0.898752,1.46197,0.900554,119.994,1109.01,1.03324,0,0.0,0,0.0,15,w15_f1_c13,0
49043,3,17,1,3,1,13,1580,599,_1522_526_1635_658_,73.47,71.69,WT,8,5.0422,-10.381,1575,596,2.83708,1,0,119.906,116.441,0.0399324,0.0386593,1.40192,0.872843,1.45927,0.916996,119.672,1134.01,1.03293,0,0.0,0,0.0,15,w15_f1_c13,0
49228,3,17,1,4,1,13,1526,583,_1465_517_1585_650_,65.33,73.31,WT,8,-3.1143,-12.0123,1520,585,7.85145,1,0,120.731,117.963,0.0389403,0.037445,1.4105,0.895045,1.45666,0.889254,120.472,1286.25,1.03993,0,0.0,0,0.0,15,w15_f1_c13,0
49414,3,17,1,5,1,13,1527,589,_1463_515_1585_650_,65.36,73.42,WT,8,-3.1143,-12.1606,1520,584,5.38825,1,0,120.872,117.44,0.0392876,0.0374638,1.40347,0.892995,1.46621,0.902612,120.894,1307.3,1.04868,0,0.0,0,0.0,15,w15_f1_c13,0
49600,3,17,1,6,1,13,1528,574,_1466_510_1591_642_,66.28,74.54,WT,8,-2.2245,-13.1987,1526,577,12.162,1,0,120.703,117.18,0.038522,0.037576,1.41635,0.896352,1.4679,0.891689,120.722,1208.89,1.02517,0,0.0,1,0.0439857,15,w15_f1_c13,0
49783,3,17,1,7,1,13,1542,567,_1483_511_1595_625_,67.81,75.65,WT,8,-0.593199,-14.3851,1537,569,12.5799,1,0,120.872,117.485,0.0392401,0.038436,1.41168,0.909288,1.45698,0.882889,120.438,1199.32,1.02092,0,0.0,0,0.0,15,w15_f1_c13,0
49964,3,17,1,8,1,13,1525,561,_1479_507_1571_617_,65.88,76.61,WT,8,-2.5211,-15.2749,1524,563,11.2164,1,0,120.452,116.97,0.0400172,0.0384729,1.39769,0.908134,1.44871,0.915627,120.512,1297.93,1.04014,0,0.0,0,0.0,15,w15_f1_c13,0
50136,3,17,1,9,1,13,1523,565,_1479_513_1566_635_,65.46,75.52,WT,8,-2.966,-14.2368,1521,570,10.2927,1,0,120.639,116.861,0.0395257,0.0380672,1.41589,0.890259,1.45796,0.901304,120.569,987.116,1.03831,0,0.0,0,0.0,15,w15_f1_c13,0
47821,3,17,1,10,1,13,1527,569,_1471_513_1573_616_,65.53,76.67,WT,8,-2.966,-15.2749,1521,563,11.4363,1,0,121.046,116.915,0.0393343,0.0384244,1.39813,0.886053,1.46719,0.871284,120.801,1243.74,1.02368,0,0.0,0,0.0,15,w15_f1_c13,0
47981,3,17,1,11,1,13,1533,560,_1478_513_1578_616_,66.65,76.84,WT,8,-1.7796,-15.5715,1529,561,7.82945,1,0,120.79,117.621,0.0392725,0.0379478,1.41229,0.918388,1.45323,0.906743,120.61,1484.73,1.03491,0,0.0,0,0.0,15,w15_f1_c13,0
48135,3,17,1,12,1,13,1521,556,_1455_506_1572_612_,65.06,77.79,WT,8,-3.4109,-16.4613,1518,555,7.3676,1,0,120.658,117.2,0.0400203,0.0384274,1.39178,0.895527,1.45878,0.909793,120.211,1158.24,1.04145,0,0.0,0,0.0,15,w15_f1_c13,0
48277,3,17,1,13,1,13,1516,556,_1467_511_1560_615_,64.33,76.37,WT,8,-4.1524,-14.9783,1513,565,3.95871,1,0,120.566,117.179,0.0401752,0.0380422,1.40252,0.905124,1.44519,0.876479,120.386,1238.2,1.05607,0,0.0,0,0.0,15,w15_f1_c13,0
48413,3,17,1,14,1,13,1501,608,_1455_550_1544_652_,62.56,70.63,WT,8,-5.93199,-9.34289,1501,603,4.70647,1,0,120.717,117.235,0.0386535,0.0376929,1.41776,0.908426,1.46388,0.890242,120.768,1214.23,1.02549,0,0.0,0,0.0,15,w15_f1_c13,0
48535,3,17,1,15,1,13,1491,595,_1446_550_1536_651_,60.94,71.1,WT,8,-7.56329,-9.78779,1490,600,5.76213,1,0,120.743,117.734,0.0390284,0.0376417,1.4023,0.908304,1.4515,0.903136,120.627,1315.46,1.03684,0,0.0,0,0.0,15,w15_f1_c13,0
48651,3,17,1,16,1,13,1505,609,_1452_562_1552_657_,62.82,69.57,WT,8,-5.63539,-8.30479,1503,610,5.58618,1,0,120.627,117.268,0.0390227,0.038615,1.42837,0.908693,1.46114,0.8934,120.512,1377.85,1.01056,0,0.0,0,0.0,15,w15_f1_c13,0
48760,3,17,1,17,1,13,1505,573,_1460_542_1539_623_,62.77,73.82,WT,8,-5.63539,-12.4572,1503,582,3.93672,1,0,121.028,117.726,0.0385021,0.0370882,1.43671,0.911386,1.49039,0.854324,,,1.03812,0,0.0,0,0.0,15,w15_f1_c13,0
47475,3,17,1,0,1,14,1129,726,_1025_658_1179_775_,3.92,54.08,WT,8,0.0,0.0,1106,715,0.0,0,1,122.109,118.957,0.0384876,0.037219,1.39846,0.898488,1.47091,0.884485,122.285,2001.39,1.03408,0,0.0,0,0.0,15,w15_f1_c14,0
47640,3,17,1,1,1,14,1102,649,_978_591_1184_708_,1.09,64.08,WT,8,-2.8177,-10.0844,1087,647,0.0,0,1,121.527,118.394,0.0388403,0.0371851,1.39553,0.895143,1.4579,0.878272,121.223,2552.78,1.04451,0,0.0,0,0.0,15,w15_f1_c14,0
48858,3,17,1,2,1,14,1124,640,_983_586_1186_695_,1.84,65.76,WT,8,-2.0762,-11.7157,1092,636,0.0,0,1,122.231,118.137,0.038623,0.0371867,1.41742,0.89993,1.44405,0.901681,122.031,2471.77,1.03862,0,0.0,0,0.0,15,w15_f1_c14,0
49044,3,17,1,3,1,14,1057,627,_951_572_1168_679_,-2.49,67.61,WT,8,-6.37689,-13.4953,1063,624,0.0,0,1,121.536,118.279,0.0382458,0.0378509,1.40257,0.879329,1.44501,0.882235,121.585,2626.66,1.01043,0,0.0,0,0.0,15,w15_f1_c14,0
49229,3,17,1,4,1,14,1044,644,_862_590_1111_703_,-11.48,64.27,WT,8,-15.4232,-10.2327,1002,646,0.0,0,1,121.144,117.85,0.0393064,0.0376375,1.3869,0.906251,1.45525,0.885853,121.493,2919.94,1.04434,0,0.0,0,0.0,15,w15_f1_c14,0
49415,3,17,1,5,1,14,1053,652,_892_592_1136_712_,-7.69,64.18,WT,8,-11.5674,-10.0844,1028,647,0.0,0,1,121.56,117.428,0.0390914,0.0375938,1.3987,0.904489,1.45873,0.894231,121.7,2852.86,1.03984,0,0.0,0,0.0,15,w15_f1_c14,0
49601,3,17,1,6,1,14,1055,656,_926_591_1145_720_,-4.81,63.65,WT,8,-8.74969,-9.63949,1047,650,0.0,0,1,121.906,118.19,0.0385312,0.0377106,1.41077,0.913856,1.4557,0.895253,122.052,2734.29,1.02176,0,0.0,0,0.0,15,w15_f1_c14,0
49784,3,17,1,7,1,14,1076,654,_933_589_1149_718_,-4.37,63.55,WT,8,-8.30479,-9.49119,1050,651,0.0,0,1,121.913,118.12,0.0388951,0.0374745,1.40124,0.898886,1.4593,0.899108,121.811,2607.07,1.03791,0,0.0,0,0.0,15,w15_f1_c14,0
49965,3,17,1,8,1,14,1034,655,_921_591_1138_720_,-6.1,63.61,WT,8,-10.0844,-9.49119,1038,651,0.0,0,1,121.463,117.5,0.0384055,0.0370266,1.39592,0.886367,1.46329,0.903497,121.702,2588.53,1.03724,0,0.0,0,0.0,15,w15_f1_c14,0
50137,3,17,1,9,1,14,1054,657,_945_596_1126_719_,-5.6,63.12,WT,8,-9.49119,-9.04629,1042,654,0.0,0,1,121.255,117.601,0.0388674,0.0365253,1.39672,0.906834,1.45237,0.893356,121.156,2096.08,1.06412,1,0.0439857,0,0.0,15,w15_f1_c14,0
47822,3,17,1,10,1,14,1054,648,_949_586_1137_713_,-4.87,64.46,WT,8,-8.74969,-10.381,1047,645,0.0,0,1,121.495,117.592,0.0382561,0.0372913,1.40554,0.91252,1.44944,0.889133,121.401,2649.81,1.02587,1,0.0439857,0,0.0,15,w15_f1_c14,0
47982,3,17,1,11,1,14,1052,650,_924_589_1132_715_,-6.62,64.4,WT,8,-10.5293,-10.381,1035,645,0.0,0,1,121.608,118.397,0.0384135,0.037791,1.39817,0.901594,1.45703,0.891966,121.755,3018.68,1.01647,0,0.0,0,0.0,15,w15_f1_c14,0
48136,3,17,1,12,1,14,1056,646,_924_583_1128_710_,-6.5,64.85,WT,8,-10.381,-10.8259,1036,642,0.0,0,1,121.403,117.902,0.0387623,0.0380787,1.40797,0.887185,1.46271,0.89427,121.691,2710.15,1.01795,1,0.0439857,0,0.0,15,w15_f1_c14,0
48278,3,17,1,13,1,14,1050,647,_918_585_1125_711_,-7.32,64.22,WT,8,-11.2708,-10.2327,1030,646,0.0,0,1,121.316,117.608,0.0388079,0.0373092,1.40441,0.897776,1.45831,0.892139,121.105,2772.23,1.04017,0,0.0,0,0.0,15,w15_f1_c14,0
48414,3,17,1,14,1,14,1035,692,_921_628_1106_759_,-8.83,57.43,WT,8,-12.7538,-3.4109,1020,692,0.0,0,1,121.259,117.293,0.039159,0.0377883,1.40415,0.913269,1.4567,0.896357,121.275,2457.33,1.03627,0,0.0,0,0.0,15,w15_f1_c14,0
48536,3,17,1,15,1,14,1038,688,_967_629_1098_749_,-6.77,57.65,WT,8,-10.6776,-3.5592,1034,691,0.0,0,1,121.532,117.925,0.0382942,0.0376215,1.41509,0.892837,1.46805,0.893016,121.542,2621.84,1.01788,0,0.0,0,0.0,15,w15_f1_c14,0
48652,3,17,1,16,1,14,1044,691,_944_633_1107_750_,-7.52,57.76,WT,8,-11.4191,-3.7075,1029,690,0.0,0,1,121.629,117.592,0.03893,0.0375035,1.40596,0.90212,1.4648,0.906649,121.538,2582.44,1.03804,0,0.0,0,0.0,15,w15_f1_c14,0
48761,3,17,1,17,1,14,1055,693,_946_628_1124_763_,-5.9,57.89,WT,8,-9.78779,-3.8558,1040,689,0.0,0,1,121.677,117.884,0.0385721,0.037423,1.41102,0.900198,1.45563,0.890067,121.602,2399.53,1.0307,0,0.0,0,0.0,15,w15_f1_c14,0
47477,3,17,1,0,1,16,484,888,_445_848_531_928_,-88.1,28.24,WT,8,0.0,0.0,485,889,3.23295,1,0,113.744,111.591,0.0417702,0.0419271,1.40602,0.926297,1.44585,0.900013,113.71,3785.49,0.996258,0,0.0,0,0.0,15,w15_f1_c16,0
47642,3,17,1,1,1,16,494,848,_445_769_543_901_,-86.65,35.38,WT,8,1.483,-7.11839,495,841,3.67281,1,0,115.068,112.283,0.042391,0.044111,1.41113,0.901671,1.43535,0.917766,115.237,4392.62,0.961006,0,0.0,0,0.0,15,w15_f1_c16,0
48860,3,17,1,2,1,16,493,815,_446_734_539_862_,-87.12,40.84,WT,8,1.0381,-12.6055,492,804,4.24462,1,0,114.854,112.254,0.0415568,0.0431587,1.41812,0.895248,1.46431,0.911401,114.432,4122.5,0.962882,0,0.0,0,0.0,15,w15_f1_c16,0
49046,3,17,1,3,1,16,497,801,_448_731_545_856_,-86.36,41.92,WT,8,1.7796,-13.6436,497,797,3.32092,1,0,114.905,112.589,0.041772,0.0428683,1.40742,0.875913,1.47939,0.893578,114.414,3827.6,0.974427,0,0.0,0,0.0,15,w15_f1_c16,0
49231,3,17,1,4,1,16,445,794,_398_725_496_844_,-93.93,43.41,WT,8,-5.78369,-15.1266,446,787,3.95871,1,0,113.821,110.915,0.0422391,0.0432799,1.41085,0.890648,1.44159,0.901585,113.073,4338.48,0.975952,0,0.0,0,0.0,15,w15_f1_c16,0
49417,3,17,1,5,1,16,442,782,_389_706_499_836_,-94.33,45.01,WT,8,-6.22859,-16.7579,443,776,3.62882,1,0,114.228,111.079,0.0424513,0.0429336,1.41771,0.898032,1.47672,0.890411,113.327,4401.52,0.988765,0,0.0,0,0.0,15,w15_f1_c16,0
49603,3,17,1,6,1,16,450,772,_401_721_501_831_,-93.25,44.87,WT,8,-5.0422,-16.6096,451,777,3.21096,1,0,114.555,111.433,0.0424099,0.0440614,1.41252,0.909156,1.46382,0.879287,113.649,4288.48,0.962517,0,0.0,0,0.0,15,w15_f1_c16,0
49786,3,17,1,7,1,16,452,770,_393_708_509_840_,-93.35,44.91,WT,8,-5.1905,-16.6096,450,777,5.74013,1,0,114.128,111.189,0.0430879,0.0433477,1.40044,0.907632,1.4562,0.878707,113.411,3506.46,0.994005,0,0.0,0,0.0,15,w15_f1_c16,0
49966,3,17,1,8,1,16,444,771,_386_713_499_830_,-94.46,45.24,WT,8,-6.22859,-17.0545,443,774,5.65216,1,0,113.507,111.261,0.0417136,0.0435118,1.39839,0.905747,1.45511,0.880239,113.161,3905.04,0.958673,1,0.0439857,1,0.0439857,15,w15_f1_c16,0
50138,3,17,1,9,1,16,447,783,_394_723_499_835_,-93.93,43.9,WT,8,-5.78369,-15.7198,446,783,7.32362,1,0,113.839,110.428,0.0416088,0.0434353,1.4043,0.882503,1.44313,0.886548,113.173,3075.75,0.957949,0,0.0,0,0.0,15,w15_f1_c16,0
47823,3,17,1,10,1,16,464,778,_412_725_514_840_,-91.67,43.44,WT,8,-3.5592,-15.1266,461,787,5.93807,1,0,114.134,111.224,0.0412485,0.0417616,1.40694,0.873384,1.45274,0.882855,113.784,3591.32,0.987713,0,0.0,0,0.0,15,w15_f1_c16,0
47983,3,17,1,11,1,16,475,799,_430_740_520_845_,-89.31,42.08,WT,8,-1.1864,-13.7919,477,796,4.6185,1,0,114.875,112.268,0.0430078,0.0428797,1.38561,0.888495,1.46517,0.881865,114.221,4630.06,1.00299,0,0.0,0,0.0,15,w15_f1_c16,0
48137,3,17,1,12,1,16,459,792,_409_732_508_852_,-91.72,41.94,WT,8,-3.5592,-13.6436,461,797,6.07003,1,0,114.395,111.028,0.0412759,0.0432209,1.42112,0.89024,1.46088,0.907911,113.931,3233.64,0.954998,0,0.0,0,0.0,15,w15_f1_c16,0
48279,3,17,1,13,1,16,454,803,_398_750_506_857_,-93.05,40.54,WT,8,-4.8939,-12.3089,452,806,6.02604,1,0,113.453,110.926,0.0411763,0.0415101,1.41161,0.893106,1.47041,0.877226,113.044,3454.05,0.99196,0,0.0,0,0.0,15,w15_f1_c16,0
48415,3,17,1,14,1,16,443,833,_393_782_492_886_,-94.41,35.89,WT,8,-6.22859,-7.56329,443,838,6.20198,1,0,114.171,110.454,0.0425224,0.0420756,1.39305,0.892366,1.48854,0.886055,113.763,2821.43,1.01062,0,0.0,0,0.0,15,w15_f1_c16,0
48537,3,17,1,15,1,16,432,828,_379_770_482_884_,-95.92,36.69,WT,8,-7.71159,-8.45309,433,832,7.76348,1,0,113.361,109.877,0.0428305,0.0423688,1.41196,0.887794,1.46452,0.88314,112.946,2373.4,1.0109,0,0.0,0,0.0,15,w15_f1_c16,0
48653,3,17,1,16,1,16,443,823,_388_759_494_886_,-94.26,37.34,WT,8,-6.08029,-9.04629,444,828,3.82676,1,0,113.77,110.777,0.0414609,0.0413513,1.41968,0.85707,1.46297,0.871458,113.295,1976.34,1.00265,0,0.0,0,0.0,15,w15_f1_c16,0
48762,3,17,1,17,1,16,448,823,_399_765_495_875_,-93.46,37.89,WT,8,-5.3388,-9.63949,449,824,6.11401,1,0,114.186,110.586,0.0419173,0.042538,1.39578,0.886507,1.45978,0.877574,113.674,2971.31,0.985409,0,0.0,0,0.0,15,w15_f1_c16,0
47478,3,17,1,0,1,17,257,870,_198_776_307_946_,-123.3,31.32,WT,8,0.0,0.0,248,868,2.39722,1,0,109.4,106.237,0.0440547,0.0411721,1.38745,0.884194,1.45187,0.881851,108.897,4934.79,1.07001,0,0.0,0,0.0,15,w15_f1_c17,0
47643,3,17,1,1,1,17,287,862,_242_734_334_925_,-117.51,35.42,WT,8,5.78369,-4.0041,287,841,2.94704,1,0,110.769,106.83,0.0417315,0.040861,1.41178,0.884587,1.46854,0.902495,110.98,3980.66,1.0213,0,0.0,0,0.0,15,w15_f1_c17,0
48861,3,17,1,2,1,17,305,833,_260_732_351_894_,-114.95,39.26,WT,8,8.30479,-7.85989,304,815,3.01302,1,0,110.736,107.421,0.0424822,0.0410119,1.41011,0.886709,1.45532,0.895395,110.701,3298.83,1.03585,0,0.0,0,0.0,15,w15_f1_c17,0
49047,3,17,1,3,1,17,322,862,_271_771_369_917_,-112.91,34.3,WT,8,10.381,-2.966,318,848,1.64946,1,0,110.678,107.719,0.0436544,0.0392627,1.39622,0.876606,1.48581,0.884091,110.285,3541.66,1.11185,0,0.0,0,0.0,15,w15_f1_c17,0
49232,3,17,1,4,1,17,277,850,_219_771_329_911_,-119.69,34.8,WT,8,3.5592,-3.4109,272,845,2.00135,1,0,110.404,106.565,0.0436871,0.0413733,1.4072,0.907888,1.46392,0.914762,110.414,3450.89,1.05592,0,0.0,0,0.0,15,w15_f1_c17,0
49418,3,17,1,5,1,17,272,845,_213_761_321_900_,-120.49,36.5,WT,8,2.8177,-5.1905,267,833,2.4632,1,0,110.158,106.505,0.0432101,0.0406109,1.40274,0.889734,1.44468,0.884219,110.122,3852.12,1.064,0,0.0,0,0.0,15,w15_f1_c17,0
49604,3,17,1,6,1,17,264,848,_216_765_313_904_,-121.06,35.9,WT,8,2.2245,-4.5973,263,837,2.44121,1,0,110.309,106.404,0.0433581,0.0405789,1.39483,0.909098,1.46627,0.892153,110.44,3520.53,1.06849,0,0.0,1,0.0439857,15,w15_f1_c17,0
49787,3,17,1,7,1,17,275,829,_216_779_326_901_,-119.48,35.41,WT,8,3.8558,-4.0041,274,841,3.23295,1,0,110.643,106.867,0.0435373,0.0420447,1.40408,0.913135,1.47247,0.887282,110.683,4215.69,1.0355,0,0.0,0,0.0,15,w15_f1_c17,0
49967,3,17,1,8,1,17,254,858,_196_774_306_913_,-122.54,34.62,WT,8,0.741499,-3.2626,253,846,1.62747,1,0,109.562,106.45,0.0423189,0.0412065,1.40911,0.909711,1.46303,0.864487,109.578,3239.52,1.027,0,0.0,0,0.0,15,w15_f1_c17,0
50139,3,17,1,9,1,17,257,864,_206_785_307_916_,-122.53,33.48,WT,8,0.741499,-2.0762,253,854,3.47487,1,0,109.315,105.607,0.0432861,0.0417973,1.41911,0.884346,1.47336,0.891818,109.606,2079.43,1.03562,0,0.0,0,0.0,15,w15_f1_c17,0
47824,3,17,1,10,1,17,260,855,_208_767_309_905_,-121.78,35.75,WT,8,1.483,-4.449,258,838,2.28726,1,0,109.891,105.835,0.0433401,0.0413696,1.40024,0.88243,1.46664,0.888225,109.719,2713.14,1.04763,0,0.0,0,0.0,15,w15_f1_c17,0
47984,3,17,1,11,1,17,260,863,_208_773_310_930_,-121.9,34.09,WT,8,1.3347,-2.6694,257,850,25.6657,1,0,110.015,106.678,0.0429843,0.0410858,1.42584,0.907177,1.46635,0.885404,109.86,3518.63,1.04621,0,0.0,0,0.0,15,w15_f1_c17,0
48138,3,17,1,12,1,17,250,846,_200_758_300_900_,-123.01,36.96,WT,8,0.2966,-5.63539,250,830,1.97936,1,0,110.052,106.14,0.043323,0.0403177,1.41272,0.894748,1.47574,0.884291,110.014,2541.37,1.07454,1,0.0439857,0,0.0,15,w15_f1_c17,0
48280,3,17,1,13,1,17,253,827,_199_743_303_888_,-122.73,38.43,WT,8,0.593199,-7.11839,252,820,2.59516,1,0,109.36,106.368,0.0430684,0.0408799,1.41558,0.9007,1.46227,0.889348,109.932,2959.95,1.05353,0,0.0,0,0.0,15,w15_f1_c17,0
48416,3,17,1,14,1,17,236,876,_188_802_283_930_,-125.18,31.29,WT,8,-1.9279,0.1483,235,869,4.28861,1,0,109.67,105.546,0.0433182,0.0422615,1.40666,0.884331,1.45988,0.889705,109.16,2820.62,1.025,0,0.0,0,0.0,15,w15_f1_c17,0
48538,3,17,1,15,1,17,219,881,_184_812_252_922_,-127.78,31.3,WT,8,-4.449,0.0,218,868,2.92505,1,0,108.523,105.214,0.0428481,0.0404585,1.43082,0.878967,1.43236,0.882944,,,1.05906,0,0.0,0,0.0,15,w15_f1_c17,0
48654,3,17,1,16,1,17,245,864,_190_795_327_928_,-121.88,31.5,WT,8,1.483,-0.1483,258,867,1.78142,1,0,109.737,106.219,0.0437034,0.0409007,1.41545,0.885385,1.47728,0.915731,,,1.06852,0,0.0,0,0.0,15,w15_f1_c17,0
48763,3,17,1,17,1,17,225,869,_197_841_262_901_,-126.44,30.99,WT,8,-3.1143,0.4449,227,871,0.0,0,1,109.144,105.832,0.0431281,0.0422192,1.42125,0.87813,1.466,0.87547,,,1.02153,0,0.0,0,0.0,15,w15_f1_c17,0
47486,3,17,1,0,1,24,433,1213,_362_1126_554_1282_,-94.36,-18.2,WT,8,0.0,0.0,443,1202,0.0,0,1,114.058,110.805,0.0424057,0.0416424,1.41184,0.877618,1.44376,0.893295,112.781,1247.03,1.01833,0,0.0,0,0.0,15,w15_f1_c24,0
47651,3,17,1,1,1,24,440,1182,_382_1111_523_1237_,-93.59,-13.67,WT,8,0.741499,-4.449,448,1172,0.0,0,1,114.196,111.027,0.0417973,0.0402502,1.39547,0.890957,1.43412,0.869751,113.511,2332.91,1.03844,0,0.0,0,0.0,15,w15_f1_c24,0
