time_point,percentage
0,
1,24.130879345603272
2,19.700068166325835
3,19.631901840490798
4,17.85957736877982
5,16.428084526244035
6,12.610770279481937
7,12.5426039536469
8,10.838445807770961
9,10.088616223585548
10,10.497614178595773
11,8.452624403544649
12,8.793456032719837
13,6.8847989093387865
14,5.589638718473075
15,4.4989775051124745
16,3.476482617586912
17,2.931152010906612
18,1.2269938650306749
