,row,col,plane,t,field,n,x,y,bacteria,ser_edge_tmrm,sdmean_tmrm,annexin647,hoechst,n_legio_per_cell,bacteria_area,infected,well_id,cell_lbl,growth
52896,4,7,1,1,10,2,1630,362,Lpp_WT,0.417408,0.30108,124.208,341.716,5,10.287,1,10,w10_f10_c2,1
54665,4,7,1,2,10,2,1664,369,Lpp_WT,0.433579,0.24731,123.612,418.305,5,10.2259,1,10,w10_f10_c2,1
54846,4,7,1,3,10,2,1689,334,Lpp_WT,0.42528,0.270964,122.984,481.462,5,9.85911,1,10,w10_f10_c2,1
55032,4,7,1,4,10,2,1682,287,Lpp_WT,0.4166,0.278131,123.549,495.909,4,10.4791,1,10,w10_f10_c2,1
55222,4,7,1,5,10,2,1672,277,Lpp_WT,0.419314,0.281414,123.125,539.858,4,8.57541,1,10,w10_f10_c2,1
55412,4,7,1,6,10,2,1683,290,Lpp_WT,0.420109,0.296042,123.901,510.653,4,6.75903,1,10,w10_f10_c2,1
55608,4,7,1,7,10,2,1693,291,Lpp_WT,0.405158,0.303653,124.313,482.369,5,8.52302,1,10,w10_f10_c2,1
55804,4,7,1,8,10,2,1677,316,Lpp_WT,0.409244,0.308907,124.462,502.59,4,7.78075,1,10,w10_f10_c2,1
56000,4,7,1,9,10,2,1680,308,Lpp_WT,0.420258,0.269544,124.11,534.497,4,9.51853,1,10,w10_f10_c2,1
53068,4,7,1,10,10,2,1707,212,Lpp_WT,0.405535,0.274987,123.924,422.403,6,12.1121,1,10,w10_f10_c2,1
53261,4,7,1,11,10,2,1694,195,Lpp_WT,0.425161,0.246474,123.588,464.234,6,18.1725,1,10,w10_f10_c2,1
53455,4,7,1,12,10,2,1708,226,Lpp_WT,0.413352,0.285866,124.55,350.971,8,21.5521,1,10,w10_f10_c2,1
53649,4,7,1,13,10,2,1692,208,Lpp_WT,0.420952,0.259355,124.309,418.793,15,22.6698,1,10,w10_f10_c2,1
53847,4,7,1,14,10,2,1697,224,Lpp_WT,0.409487,0.265257,125.337,292.932,7,30.1711,1,10,w10_f10_c2,1
54047,4,7,1,15,10,2,1679,199,Lpp_WT,0.427934,0.235235,124.469,458.195,15,33.6816,1,10,w10_f10_c2,1
54248,4,7,1,16,10,2,1674,196,Lpp_WT,0.41638,0.260415,125.248,355.801,8,39.8556,1,10,w10_f10_c2,1
54456,4,7,1,17,10,2,1687,199,Lpp_WT,0.411687,0.256497,125.525,374.691,8,35.8823,1,10,w10_f10_c2,1
52897,4,7,1,1,10,3,1441,550,Lpp_WT,0.30305,0.623473,125.575,584.9,1,1.47581,1,10,w10_f10_c3,0
54666,4,7,1,2,10,3,1434,538,Lpp_WT,0.302311,0.654049,126.286,876.799,1,1.32736,1,10,w10_f10_c3,0
54847,4,7,1,3,10,3,1451,531,Lpp_WT,0.297309,0.72704,128.329,1093.03,1,1.67666,1,10,w10_f10_c3,0
55033,4,7,1,4,10,3,1442,526,Lpp_WT,0.307488,0.639174,127.68,1406.35,1,1.22256,1,10,w10_f10_c3,0
55223,4,7,1,5,10,3,1424,525,Lpp_WT,0.332029,0.538274,127.419,1646.76,1,1.65919,1,10,w10_f10_c3,0
55413,4,7,1,6,10,3,1429,529,Lpp_WT,0.38725,0.419716,127.282,1846.04,1,1.66793,1,10,w10_f10_c3,0
55609,4,7,1,7,10,3,1431,529,Lpp_WT,0.517615,0.0739956,370.5,3409.9,0,0.0,0,10,w10_f10_c3,0
55805,4,7,1,8,10,3,1424,518,Lpp_WT,0.521154,0.0665013,647.143,3508.38,0,0.0,0,10,w10_f10_c3,0
56001,4,7,1,9,10,3,1423,477,Lpp_WT,0.514923,0.0722853,842.454,1085.74,0,0.0,0,10,w10_f10_c3,0
53069,4,7,1,10,10,3,1506,438,Lpp_WT,0.509309,0.10094,892.144,1660.13,0,0.0,0,10,w10_f10_c3,0
53262,4,7,1,11,10,3,1429,426,Lpp_WT,0.507454,0.0930131,934.453,1363.07,0,0.0,0,10,w10_f10_c3,0
53456,4,7,1,12,10,3,1507,426,Lpp_WT,0.51317,0.109832,1066.85,2836.26,0,0.0,0,10,w10_f10_c3,0
53650,4,7,1,13,10,3,1432,426,Lpp_WT,0.511,0.0889058,964.653,1533.01,0,0.0,0,10,w10_f10_c3,0
53848,4,7,1,14,10,3,1473,408,Lpp_WT,0.513813,0.103906,1095.76,3009.37,0,0.0,0,10,w10_f10_c3,0
54048,4,7,1,15,10,3,1479,422,Lpp_WT,0.508133,0.0942188,1082.18,1308.78,0,0.0,0,10,w10_f10_c3,0
54249,4,7,1,16,10,3,1483,426,Lpp_WT,0.512216,0.106407,1183.67,2181.6,0,0.0,0,10,w10_f10_c3,0
54457,4,7,1,17,10,3,1472,417,Lpp_WT,0.507941,0.102932,1173.29,2051.57,0,0.0,0,10,w10_f10_c3,0
52898,4,7,1,1,10,4,871,595,Lpp_WT,0.378089,0.418678,123.834,298.262,0,0.0,0,10,w10_f10_c4,0
54667,4,7,1,2,10,4,839,530,Lpp_WT,0.40816,0.32803,123.057,371.886,0,0.0,0,10,w10_f10_c4,0
54848,4,7,1,3,10,4,823,542,Lpp_WT,0.416348,0.332892,123.151,415.803,0,0.0,0,10,w10_f10_c4,0
55034,4,7,1,4,10,4,826,557,Lpp_WT,0.412468,0.32023,123.292,426.72,0,0.0,0,10,w10_f10_c4,0
55224,4,7,1,5,10,4,808,533,Lpp_WT,0.426415,0.291606,123.184,401.464,0,0.0,0,10,w10_f10_c4,0
55414,4,7,1,6,10,4,803,545,Lpp_WT,0.442218,0.269877,123.048,425.591,0,0.0,0,10,w10_f10_c4,0
55610,4,7,1,7,10,4,817,556,Lpp_WT,0.397472,0.3265,123.002,461.46,0,0.0,0,10,w10_f10_c4,0
55806,4,7,1,8,10,4,829,543,Lpp_WT,0.407788,0.323758,122.866,476.757,0,0.0,0,10,w10_f10_c4,0
56002,4,7,1,9,10,4,829,544,Lpp_WT,0.439397,0.253639,122.976,462.094,0,0.0,0,10,w10_f10_c4,0
53070,4,7,1,10,10,4,886,441,Lpp_WT,0.422515,0.259882,124.85,504.655,0,0.0,0,10,w10_f10_c4,0
53263,4,7,1,11,10,4,896,411,Lpp_WT,0.445756,0.217594,125.596,481.071,0,0.0,0,10,w10_f10_c4,0
53457,4,7,1,12,10,4,889,412,Lpp_WT,0.415324,0.271007,125.421,458.218,0,0.0,0,10,w10_f10_c4,0
53651,4,7,1,13,10,4,891,429,Lpp_WT,0.439161,0.217094,123.792,450.04,0,0.0,0,10,w10_f10_c4,0
53849,4,7,1,14,10,4,871,436,Lpp_WT,0.421215,0.24171,123.978,412.021,0,0.0,0,10,w10_f10_c4,0
54049,4,7,1,15,10,4,867,430,Lpp_WT,0.442961,0.201584,126.576,439.461,0,0.0,0,10,w10_f10_c4,0
54250,4,7,1,16,10,4,897,440,Lpp_WT,0.435267,0.224026,127.176,441.943,0,0.0,0,10,w10_f10_c4,0
54458,4,7,1,17,10,4,865,430,Lpp_WT,0.441143,0.210829,125.194,460.384,0,0.0,0,10,w10_f10_c4,0
52899,4,7,1,1,10,5,106,834,Lpp_WT,0.45341,0.176675,111.703,240.333,4,11.3,1,10,w10_f10_c5,0
54668,4,7,1,2,10,5,86,845,Lpp_WT,0.46224,0.180117,111.002,262.09,5,12.8107,1,10,w10_f10_c5,0
54849,4,7,1,3,10,5,92,861,Lpp_WT,0.450692,0.165495,111.506,275.572,6,13.6578,1,10,w10_f10_c5,0
55035,4,7,1,4,10,5,102,849,Lpp_WT,0.456679,0.156745,111.709,286.642,6,12.5924,1,10,w10_f10_c5,0
55225,4,7,1,5,10,5,78,840,Lpp_WT,0.450957,0.165916,110.745,290.05,6,15.0899,1,10,w10_f10_c5,0
55415,4,7,1,6,10,5,103,835,Lpp_WT,0.458802,0.137602,111.283,297.326,7,15.4916,1,10,w10_f10_c5,0
55611,4,7,1,7,10,5,109,833,Lpp_WT,0.448411,0.161226,111.947,296.052,7,18.0154,1,10,w10_f10_c5,0
55807,4,7,1,8,10,5,108,834,Lpp_WT,0.445807,0.175108,111.853,300.286,9,19.9715,1,10,w10_f10_c5,0
56003,4,7,1,9,10,5,89,796,Lpp_WT,0.4606,0.133023,111.299,301.471,10,26.8265,1,10,w10_f10_c5,0
53071,4,7,1,10,10,5,80,728,Lpp_WT,0.455919,0.150613,113.712,492.348,6,18.6441,1,10,w10_f10_c5,0
53264,4,7,1,11,10,5,61,715,Lpp_WT,0.484206,0.0991618,193.864,2136.03,4,9.70192,1,10,w10_f10_c5,0
53458,4,7,1,12,10,5,71,702,Lpp_WT,0.477669,0.128003,436.235,4626.82,6,20.3295,1,10,w10_f10_c5,0
53652,4,7,1,13,10,5,161,716,Lpp_WT,0.513011,0.0986686,615.343,2880.06,7,18.4607,1,10,w10_f10_c5,0
53850,4,7,1,14,10,5,168,715,Lpp_WT,0.501516,0.135848,912.392,3697.72,9,16.9674,1,10,w10_f10_c5,0
54050,4,7,1,15,10,5,159,711,Lpp_WT,0.498238,0.123492,870.205,2472.33,10,20.7399,1,10,w10_f10_c5,0
54251,4,7,1,16,10,5,149,727,Lpp_WT,0.504515,0.125711,972.178,3145.42,9,19.43,1,10,w10_f10_c5,0
54459,4,7,1,17,10,5,168,706,Lpp_WT,0.507541,0.114663,955.565,3016.19,7,18.8973,1,10,w10_f10_c5,0
52900,4,7,1,1,10,6,1128,1653,Lpp_WT,0.338989,0.467215,129.061,236.12,7,5.83338,1,10,w10_f10_c6,0
54669,4,7,1,2,10,6,1065,1692,Lpp_WT,0.357679,0.396988,142.666,259.879,12,9.30895,1,10,w10_f10_c6,0
54850,4,7,1,3,10,6,1041,1706,Lpp_WT,0.360737,0.40085,142.414,264.77,9,15.0725,1,10,w10_f10_c6,0
55036,4,7,1,4,10,6,1065,1699,Lpp_WT,0.364341,0.367833,144.721,267.539,9,15.8497,1,10,w10_f10_c6,0
55226,4,7,1,5,10,6,1070,1687,Lpp_WT,0.368536,0.351193,135.571,277.847,9,16.1029,1,10,w10_f10_c6,0
55416,4,7,1,6,10,6,1058,1686,Lpp_WT,0.393119,0.324214,133.648,263.507,8,18.2075,1,10,w10_f10_c6,0
55612,4,7,1,7,10,6,1054,1682,Lpp_WT,0.411676,0.272336,138.382,255.184,10,16.3998,1,10,w10_f10_c6,0
55808,4,7,1,8,10,6,1039,1701,Lpp_WT,0.408515,0.273322,132.107,253.39,10,17.0024,1,10,w10_f10_c6,0
56004,4,7,1,9,10,6,1056,1693,Lpp_WT,0.417815,0.24975,131.456,287.686,7,14.2778,1,10,w10_f10_c6,0
53072,4,7,1,10,10,6,1054,1658,Lpp_WT,0.401983,0.266596,133.447,269.029,10,16.6269,1,10,w10_f10_c6,0
53265,4,7,1,11,10,6,1070,1628,Lpp_WT,0.400654,0.274748,132.513,278.44,9,15.5615,1,10,w10_f10_c6,0
53459,4,7,1,12,10,6,1102,1618,Lpp_WT,0.40666,0.266797,133.889,,11,20.6526,1,10,w10_f10_c6,0
53653,4,7,1,13,10,6,1058,1621,Lpp_WT,0.390353,0.310372,131.59,279.47,5,22.1284,1,10,w10_f10_c6,0
53851,4,7,1,14,10,6,1086,1631,Lpp_WT,0.372782,0.321247,132.657,253.662,7,20.3732,1,10,w10_f10_c6,0
54051,4,7,1,15,10,6,1070,1655,Lpp_WT,0.39386,0.327309,141.78,298.907,5,19.6483,1,10,w10_f10_c6,0
54252,4,7,1,16,10,6,1072,1648,Lpp_WT,0.446364,0.201628,137.534,437.455,6,22.3118,1,10,w10_f10_c6,0
54460,4,7,1,17,10,6,1083,1539,Lpp_WT,0.50399,0.111771,234.428,1916.83,8,21.3163,1,10,w10_f10_c6,0
56006,4,7,1,9,11,10,1334,2028,Lpp_WT,0.427476,0.246251,122.465,,9,17.2469,1,10,w10_f11_c10,0
53073,4,7,1,10,11,10,1396,1929,Lpp_WT,0.427985,0.253663,123.949,,4,10.8459,1,10,w10_f11_c10,0
53266,4,7,1,11,11,10,1392,1893,Lpp_WT,0.430354,0.264083,124.058,,9,18.0503,1,10,w10_f11_c10,0
53460,4,7,1,12,11,10,1401,1852,Lpp_WT,0.420965,0.271035,123.948,,8,25.2547,1,10,w10_f11_c10,0
53654,4,7,1,13,11,10,1368,1898,Lpp_WT,0.416865,0.27568,124.426,,10,25.8048,1,10,w10_f11_c10,0
53852,4,7,1,14,11,10,1387,1887,Lpp_WT,0.395765,0.365398,126.323,622.148,9,19.9191,1,10,w10_f11_c10,0
54053,4,7,1,15,11,10,1387,1902,Lpp_WT,0.45712,0.267296,372.041,1165.98,4,14.6882,1,10,w10_f11_c10,0
54254,4,7,1,16,11,10,1352,1918,Lpp_WT,0.521148,0.103522,293.828,2641.94,6,9.31768,1,10,w10_f11_c10,0
54462,4,7,1,17,11,10,1348,1926,Lpp_WT,0.521809,0.0845758,382.972,2805.52,12,8.22611,1,10,w10_f11_c10,0
52773,4,7,1,0,11,2,77,1586,Lpp_WT,0.468715,0.221647,108.307,129.291,1,1.10031,1,10,w10_f11_c2,0
52901,4,7,1,1,11,2,70,1497,Lpp_WT,0.388164,0.323982,111.816,258.539,4,15.8584,1,10,w10_f11_c2,0
54670,4,7,1,2,11,2,134,1433,Lpp_WT,0.415728,0.315296,113.504,369.685,3,14.2429,1,10,w10_f11_c2,0
54851,4,7,1,3,11,2,161,1374,Lpp_WT,0.408545,0.29866,117.286,478.293,3,14.3564,1,10,w10_f11_c2,0
55037,4,7,1,4,11,2,107,1408,Lpp_WT,0.414391,0.269207,113.255,534.95,4,17.2556,1,10,w10_f11_c2,0
55227,4,7,1,5,11,2,110,1403,Lpp_WT,0.434855,0.259638,114.137,583.573,10,17.1246,1,10,w10_f11_c2,0
55417,4,7,1,6,11,2,86,1436,Lpp_WT,0.438746,0.196325,118.011,1291.49,7,14.9764,1,10,w10_f11_c2,0
55613,4,7,1,7,11,2,88,1435,Lpp_WT,0.43846,0.274718,687.793,2727.17,6,15.8846,1,10,w10_f11_c2,0
55809,4,7,1,8,11,2,85,1431,Lpp_WT,0.432422,0.267356,826.906,3232.63,6,15.9195,1,10,w10_f11_c2,0
56007,4,7,1,9,11,2,84,1434,Lpp_WT,0.43138,0.268415,807.141,3490.78,6,17.4215,1,10,w10_f11_c2,0
53074,4,7,1,10,11,2,116,1341,Lpp_WT,0.438483,0.232643,878.82,4523.92,6,17.3691,1,10,w10_f11_c2,0
53267,4,7,1,11,11,2,115,1339,Lpp_WT,0.43351,0.26288,877.626,4787.0,6,15.3257,1,10,w10_f11_c2,0
53461,4,7,1,12,11,2,115,1337,Lpp_WT,0.45175,0.204564,871.606,4981.77,6,16.7229,1,10,w10_f11_c2,0
53656,4,7,1,13,11,2,117,1337,Lpp_WT,0.426738,0.292553,862.688,5064.91,6,15.9632,1,10,w10_f11_c2,0
53854,4,7,1,14,11,2,115,1337,Lpp_WT,0.430563,0.291396,844.932,5097.91,6,16.5395,1,10,w10_f11_c2,0
54054,4,7,1,15,11,2,160,1314,Lpp_WT,0.494703,0.207479,792.805,4427.95,6,15.6663,1,10,w10_f11_c2,0
54255,4,7,1,16,11,2,154,1315,Lpp_WT,0.492845,0.213681,923.362,4367.08,6,15.1423,1,10,w10_f11_c2,0
54464,4,7,1,17,11,2,145,1324,Lpp_WT,0.493922,0.20259,972.554,4394.53,7,14.8978,1,10,w10_f11_c2,0
52902,4,7,1,1,11,3,1981,376,Lpp_WT,0.525248,0.109373,461.569,1611.28,2,1.79892,1,10,w10_f11_c3,0
54671,4,7,1,2,11,3,1982,362,Lpp_WT,0.515168,0.178318,614.987,2143.14,3,2.53245,1,10,w10_f11_c3,0
54852,4,7,1,3,11,3,1981,361,Lpp_WT,0.504506,0.206718,665.473,2282.9,3,2.69837,1,10,w10_f11_c3,0
55038,4,7,1,4,11,3,1979,361,Lpp_WT,0.511531,0.101584,822.197,2510.36,2,2.69837,1,10,w10_f11_c3,0
55228,4,7,1,5,11,3,1979,359,Lpp_WT,0.506716,0.14911,859.266,2569.59,2,2.42766,1,10,w10_f11_c3,0
55418,4,7,1,6,11,3,1980,360,Lpp_WT,0.507774,0.133586,885.298,2608.32,2,2.17442,1,10,w10_f11_c3,0
55614,4,7,1,7,11,3,2012,327,Lpp_WT,0.507511,0.133599,979.118,2462.37,3,2.59358,1,10,w10_f11_c3,0
55810,4,7,1,8,11,3,2006,381,Lpp_WT,0.507014,0.134607,911.887,2565.76,2,2.37527,1,10,w10_f11_c3,0
56008,4,7,1,9,11,3,2003,380,Lpp_WT,0.505556,0.134671,948.998,2689.66,2,2.23555,1,10,w10_f11_c3,0
53075,4,7,1,10,11,3,2024,310,Lpp_WT,0.509751,0.146587,892.901,2400.08,3,2.48006,1,10,w10_f11_c3,0
53268,4,7,1,11,11,3,2024,308,Lpp_WT,0.506376,0.153245,901.342,2450.79,2,2.15695,1,10,w10_f11_c3,0
53462,4,7,1,12,11,3,2024,306,Lpp_WT,0.509787,0.134703,909.547,2462.34,2,2.18315,1,10,w10_f11_c3,0
53657,4,7,1,13,11,3,2030,240,Lpp_WT,0.498903,0.151717,1030.1,2311.95,3,2.20935,1,10,w10_f11_c3,0
53855,4,7,1,14,11,3,2031,230,Lpp_WT,0.50476,0.105335,1044.08,2345.81,5,2.48006,1,10,w10_f11_c3,0
54055,4,7,1,15,11,3,2030,240,Lpp_WT,0.493283,0.212482,985.071,2162.95,3,2.50626,1,10,w10_f11_c3,0
54256,4,7,1,16,11,3,2029,238,Lpp_WT,0.498609,0.193839,974.847,2126.66,3,2.7857,1,10,w10_f11_c3,0
54465,4,7,1,17,11,3,2030,230,Lpp_WT,0.498992,0.16429,973.798,2087.33,3,2.93415,1,10,w10_f11_c3,0
52903,4,7,1,1,11,4,477,927,Lpp_WT,0.515642,0.105831,389.692,953.521,3,5.77225,1,10,w10_f11_c4,0
54672,4,7,1,2,11,4,474,908,Lpp_WT,0.5149,0.0960089,521.541,914.345,3,7.25679,1,10,w10_f11_c4,0
54853,4,7,1,3,11,4,478,914,Lpp_WT,0.513841,0.0951589,615.846,1082.63,5,4.87279,1,10,w10_f11_c4,0
55039,4,7,1,4,11,4,465,908,Lpp_WT,0.510507,0.0916605,535.766,847.547,9,4.20911,1,10,w10_f11_c4,0
55229,4,7,1,5,11,4,470,901,Lpp_WT,0.510884,0.116174,611.989,1119.25,5,6.51452,1,10,w10_f11_c4,0
55419,4,7,1,6,11,4,472,902,Lpp_WT,0.510824,0.0996085,635.678,1318.02,4,5.76352,1,10,w10_f11_c4,0
55615,4,7,1,7,11,4,477,910,Lpp_WT,0.498605,0.143527,893.62,1832.68,2,6.76776,1,10,w10_f11_c4,0
55811,4,7,1,8,11,4,481,908,Lpp_WT,0.50198,0.13757,815.548,1818.26,3,7.27426,1,10,w10_f11_c4,0
56009,4,7,1,9,11,4,467,895,Lpp_WT,0.500604,0.11877,725.077,1759.75,3,5.21336,1,10,w10_f11_c4,0
53076,4,7,1,10,11,4,509,817,Lpp_WT,0.509773,0.126509,808.293,2062.93,9,5.78098,1,10,w10_f11_c4,0
53269,4,7,1,11,11,4,499,810,Lpp_WT,0.509233,0.110934,795.9,2104.52,3,5.9731,1,10,w10_f11_c4,0
53463,4,7,1,12,11,4,498,802,Lpp_WT,0.508895,0.126134,772.755,2185.8,4,5.37055,1,10,w10_f11_c4,0
53658,4,7,1,13,11,4,504,808,Lpp_WT,0.50532,0.126822,889.583,2454.18,3,7.34412,1,10,w10_f11_c4,0
53856,4,7,1,14,11,4,508,813,Lpp_WT,0.505712,0.126462,880.264,2445.56,3,5.83338,1,10,w10_f11_c4,0
54056,4,7,1,15,11,4,507,811,Lpp_WT,0.507873,0.112295,932.703,2694.61,5,7.13453,1,10,w10_f11_c4,0
54257,4,7,1,16,11,4,503,809,Lpp_WT,0.511093,0.12108,995.642,2757.86,4,6.65424,1,10,w10_f11_c4,0
54466,4,7,1,17,11,4,504,807,Lpp_WT,0.499966,0.124747,991.521,2773.04,3,5.38801,1,10,w10_f11_c4,0
52904,4,7,1,1,11,5,1279,1400,Lpp_WT,0.459819,0.161522,127.899,289.834,6,7.38778,1,10,w10_f11_c5,0
54673,4,7,1,2,11,5,1289,1408,Lpp_WT,0.465633,0.160114,127.626,380.289,4,5.01251,1,10,w10_f11_c5,0
54854,4,7,1,3,11,5,1282,1403,Lpp_WT,0.471738,0.141285,129.003,393.828,4,7.57116,1,10,w10_f11_c5,0
55040,4,7,1,4,11,5,1288,1435,Lpp_WT,0.46706,0.157744,128.617,490.317,5,8.31343,1,10,w10_f11_c5,0
55230,4,7,1,5,11,5,1260,1432,Lpp_WT,0.461933,0.169908,128.976,498.22,4,6.36607,1,10,w10_f11_c5,0
55420,4,7,1,6,11,5,1260,1410,Lpp_WT,0.462162,0.161823,130.051,593.955,6,6.68044,1,10,w10_f11_c5,0
55616,4,7,1,7,11,5,1270,1401,Lpp_WT,0.472212,0.156815,131.207,485.928,4,9.00331,1,10,w10_f11_c5,0
55812,4,7,1,8,11,5,1269,1389,Lpp_WT,0.462855,0.151634,131.196,525.67,7,11.8676,1,10,w10_f11_c5,0
56010,4,7,1,9,11,5,1252,1429,Lpp_WT,0.470228,0.154399,130.031,752.191,4,9.78051,1,10,w10_f11_c5,0
53077,4,7,1,10,11,5,1262,1317,Lpp_WT,0.456356,0.172142,131.705,578.806,9,14.1381,1,10,w10_f11_c5,0
53270,4,7,1,11,11,5,1261,1349,Lpp_WT,0.475564,0.143766,130.778,626.668,8,15.5877,1,10,w10_f11_c5,0
53464,4,7,1,12,11,5,1251,1349,Lpp_WT,0.460111,0.191469,162.019,1981.87,2,14.7232,1,10,w10_f11_c5,0
53659,4,7,1,13,11,5,1250,1373,Lpp_WT,0.481779,0.142357,240.382,2411.18,3,18.1027,1,10,w10_f11_c5,0
53857,4,7,1,14,11,5,1252,1316,Lpp_WT,0.50627,0.12207,356.473,4704.44,4,15.9108,1,10,w10_f11_c5,0
54057,4,7,1,15,11,5,1287,1278,Lpp_WT,0.506094,0.122192,424.887,4574.6,6,11.7017,1,10,w10_f11_c5,0
54258,4,7,1,16,11,5,1278,1281,Lpp_WT,0.515178,0.111428,477.829,4580.86,8,13.9722,1,10,w10_f11_c5,0
54467,4,7,1,17,11,5,1273,1284,Lpp_WT,0.507573,0.120834,522.049,4638.48,11,10.8284,1,10,w10_f11_c5,0
54674,4,7,1,2,11,6,1855,2036,Lpp_WT,0.449127,0.18535,116.738,222.009,2,2.88176,1,10,w10_f11_c6,0
54855,4,7,1,3,11,6,1825,2008,Lpp_WT,0.480176,0.18651,116.52,251.92,1,1.54567,1,10,w10_f11_c6,0
55041,4,7,1,4,11,6,1869,2098,Lpp_WT,0.493535,0.135728,181.802,412.635,3,3.90347,1,10,w10_f11_c6,0
55231,4,7,1,5,11,6,1863,2105,Lpp_WT,0.503031,0.101222,220.144,533.836,2,2.4364,1,10,w10_f11_c6,0
55421,4,7,1,6,11,6,1869,2107,Lpp_WT,0.49836,0.106498,217.014,822.021,2,1.79018,1,10,w10_f11_c6,0
55617,4,7,1,7,11,6,1823,2025,Lpp_WT,0.525463,0.0751072,425.146,654.837,1,1.00425,1,10,w10_f11_c6,0
55813,4,7,1,8,11,6,1803,2057,Lpp_WT,0.510434,0.125348,722.554,721.959,3,4.07812,1,10,w10_f11_c6,0
56011,4,7,1,9,11,6,1824,2054,Lpp_WT,0.503581,0.141806,869.801,830.598,3,3.14374,1,10,w10_f11_c6,0
53078,4,7,1,10,11,6,1849,2007,Lpp_WT,0.508088,0.12768,907.025,679.79,5,5.18716,1,10,w10_f11_c6,0
53271,4,7,1,11,11,6,1865,2027,Lpp_WT,0.501027,0.145555,980.349,726.178,5,5.85084,1,10,w10_f11_c6,0
53465,4,7,1,12,11,6,1864,2024,Lpp_WT,0.514418,0.112548,1009.36,745.587,5,6.15648,1,10,w10_f11_c6,0
53660,4,7,1,13,11,6,1868,2022,Lpp_WT,0.502004,0.14653,990.945,636.94,5,5.62379,1,10,w10_f11_c6,0
53858,4,7,1,14,11,6,1869,2023,Lpp_WT,0.500902,0.149887,1012.52,661.873,5,5.05618,1,10,w10_f11_c6,0
54058,4,7,1,15,11,6,1869,2018,Lpp_WT,0.50312,0.13677,974.127,630.532,5,5.05618,1,10,w10_f11_c6,0
54259,4,7,1,16,11,6,1866,2017,Lpp_WT,0.504062,0.140335,963.282,620.643,5,4.57588,1,10,w10_f11_c6,0
54468,4,7,1,17,11,6,1863,2007,Lpp_WT,0.50944,0.121782,957.093,567.656,8,4.37503,1,10,w10_f11_c6,0
52908,4,7,1,1,12,4,76,432,Lpp_WT,0.520937,0.0640765,110.04,230.892,0,0.0,0,10,w10_f12_c4,0
54676,4,7,1,2,12,4,57,413,Lpp_WT,0.535702,0.0565962,113.74,390.112,0,0.0,0,10,w10_f12_c4,0
54857,4,7,1,3,12,4,76,431,Lpp_WT,0.529964,0.0656644,109.352,421.268,4,4.49729,1,10,w10_f12_c4,0
55044,4,7,1,4,12,4,61,420,Lpp_WT,0.531526,0.0480181,109.875,404.977,0,0.0,0,10,w10_f12_c4,0
55234,4,7,1,5,12,4,67,422,Lpp_WT,0.524544,0.0443288,111.25,404.056,0,0.0,0,10,w10_f12_c4,0
55425,4,7,1,6,12,4,71,414,Lpp_WT,0.523337,0.0650795,110.975,784.326,3,1.24003,1,10,w10_f12_c4,0
55619,4,7,1,7,12,4,84,422,Lpp_WT,0.52767,0.0573516,111.424,915.962,2,0.716073,1,10,w10_f12_c4,0
55815,4,7,1,8,12,4,91,409,Lpp_WT,0.532733,0.0588727,112.856,1730.72,2,2.51499,1,10,w10_f12_c4,0
56013,4,7,1,9,12,4,72,379,Lpp_WT,0.526252,0.056241,115.699,2516.58,4,0.340571,1,10,w10_f12_c4,0
54677,4,7,1,2,12,6,1858,382,Lpp_WT,0.354463,0.424395,119.191,245.672,2,4.77673,1,10,w10_f12_c6,0
54858,4,7,1,3,12,6,1849,388,Lpp_WT,0.378422,0.373668,119.264,,2,5.34435,1,10,w10_f12_c6,0
55045,4,7,1,4,12,6,1861,359,Lpp_WT,0.356411,0.521198,119.027,394.092,2,4.12179,1,10,w10_f12_c6,0
55235,4,7,1,5,12,6,1855,364,Lpp_WT,0.394736,0.330708,118.87,553.201,0,0.0,0,10,w10_f12_c6,0
55426,4,7,1,6,12,6,1867,358,Lpp_WT,0.408485,0.309407,118.724,550.648,0,0.0,0,10,w10_f12_c6,0
55620,4,7,1,7,12,6,1854,371,Lpp_WT,0.406294,0.34173,118.764,401.272,0,0.0,0,10,w10_f12_c6,0
55816,4,7,1,8,12,6,1847,336,Lpp_WT,0.346936,0.501358,119.181,557.268,0,0.0,0,10,w10_f12_c6,0
56014,4,7,1,9,12,6,1844,318,Lpp_WT,0.407258,0.489748,119.236,513.04,1,1.93864,1,10,w10_f12_c6,0
53081,4,7,1,10,12,6,1861,259,Lpp_WT,0.343313,0.549736,117.207,762.594,0,0.0,0,10,w10_f12_c6,0
53274,4,7,1,11,12,6,1872,285,Lpp_WT,0.374242,0.438314,117.252,733.864,1,1.9299,1,10,w10_f12_c6,0
53468,4,7,1,12,12,6,1893,290,Lpp_WT,0.423172,0.396309,117.281,826.43,2,0.0698608,1,10,w10_f12_c6,0
53662,4,7,1,13,12,6,1892,298,Lpp_WT,0.489042,0.131804,118.202,974.154,0,0.0,0,10,w10_f12_c6,0
53860,4,7,1,14,12,6,1891,267,Lpp_WT,0.505332,0.088731,341.592,1811.16,1,4.07812,1,10,w10_f12_c6,0
54060,4,7,1,15,12,6,1851,240,Lpp_WT,0.503535,0.0978842,462.406,1128.45,6,10.0076,1,10,w10_f12_c6,0
54261,4,7,1,16,12,6,1842,230,Lpp_WT,0.515498,0.0758221,585.205,1864.56,7,13.4133,1,10,w10_f12_c6,0
