,row,col,plane,t,field,n,x,y,bacteria,ser_edge_tmrm,sdmean_tmrm,annexin647,hoechst,n_legio_per_cell,bacteria_area,infected,well_id,cell_lbl,growth
30773,4,3,1,2,21,18,764,1841,Lpp_WT,0.464289,0.483405,123.22,287.217,3,4.84659,1,6,w6_f21_c18,0
31100,4,3,1,3,21,18,764,1841,Lpp_WT,0.506643,0.231301,122.799,,3,2.18315,1,6,w6_f21_c18,0
31444,4,3,1,4,21,18,694,1842,Lpp_WT,0.436557,0.338485,209.941,228.157,4,15.7274,1,6,w6_f21_c18,0
31794,4,3,1,5,21,18,684,1835,Lpp_WT,0.450857,0.348807,273.249,274.255,8,14.2079,1,6,w6_f21_c18,0
32141,4,3,1,6,21,18,684,1834,Lpp_WT,0.467426,0.407179,332.562,249.519,5,10.0512,1,6,w6_f21_c18,0
32489,4,3,1,7,21,18,720,1850,Lpp_WT,0.48603,0.317849,393.553,215.73,6,16.8539,1,6,w6_f21_c18,0
32839,4,3,1,8,21,18,714,1849,Lpp_WT,0.48755,0.227613,840.038,227.579,7,17.439,1,6,w6_f21_c18,0
33187,4,3,1,9,21,18,720,1850,Lpp_WT,0.447733,0.26019,820.157,242.041,6,28.3722,1,6,w6_f21_c18,0
27903,4,3,1,10,21,18,715,1760,Lpp_WT,0.488008,0.23054,955.632,278.264,5,16.1029,1,6,w6_f21_c18,0
28253,4,3,1,11,21,18,758,1713,Lpp_WT,0.487269,0.26171,921.925,281.378,4,13.4395,1,6,w6_f21_c18,0
28612,4,3,1,12,21,18,753,1722,Lpp_WT,0.501654,0.115389,919.896,291.03,5,12.5837,1,6,w6_f21_c18,0
28969,4,3,1,13,21,18,759,1718,Lpp_WT,0.495094,0.206464,953.252,305.778,4,11.6144,1,6,w6_f21_c18,0
29330,4,3,1,14,21,18,756,1721,Lpp_WT,0.488524,0.224517,931.313,294.083,5,14.5223,1,6,w6_f21_c18,0
29692,4,3,1,15,21,18,745,1716,Lpp_WT,0.489247,0.205331,1042.68,346.883,4,12.5749,1,6,w6_f21_c18,0
30054,4,3,1,16,21,18,743,1718,Lpp_WT,0.494155,0.124362,996.739,311.96,4,13.2299,1,6,w6_f21_c18,0
30425,4,3,1,17,21,18,742,1719,Lpp_WT,0.486672,0.169925,971.544,320.28,5,13.6229,1,6,w6_f21_c18,0
27349,4,3,1,0,21,2,610,391,Lpp_WT,0.318435,0.550953,118.989,257.822,0,0.0,0,6,w6_f21_c2,0
27588,4,3,1,1,21,2,570,404,Lpp_WT,0.368864,0.401298,121.57,446.023,3,3.9646,1,6,w6_f21_c2,0
30774,4,3,1,2,21,2,572,380,Lpp_WT,0.426358,0.239135,122.676,578.038,3,4.3663,1,6,w6_f21_c2,0
31101,4,3,1,3,21,2,567,383,Lpp_WT,0.456859,0.201745,123.516,651.772,2,4.02573,1,6,w6_f21_c2,0
31445,4,3,1,4,21,2,549,376,Lpp_WT,0.472752,0.155334,125.416,840.295,2,3.81615,1,6,w6_f21_c2,0
31795,4,3,1,5,21,2,553,347,Lpp_WT,0.474642,0.145586,126.205,1034.56,2,4.53222,1,6,w6_f21_c2,0
32143,4,3,1,6,21,2,545,346,Lpp_WT,0.48368,0.113136,126.857,1102.89,2,4.64574,1,6,w6_f21_c2,0
32490,4,3,1,7,21,2,537,353,Lpp_WT,0.464259,0.166384,124.837,1265.33,2,4.06939,1,6,w6_f21_c2,0
32840,4,3,1,8,21,2,540,344,Lpp_WT,0.474935,0.137441,126.428,1329.84,2,5.1697,1,6,w6_f21_c2,0
33188,4,3,1,9,21,2,540,350,Lpp_WT,0.469625,0.142342,126.095,1359.95,2,4.99505,1,6,w6_f21_c2,0
27904,4,3,1,10,21,2,548,268,Lpp_WT,0.46602,0.153167,126.592,1351.51,2,5.25703,1,6,w6_f21_c2,0
28254,4,3,1,11,21,2,586,213,Lpp_WT,0.468706,0.165707,124.832,1355.08,2,4.95138,1,6,w6_f21_c2,0
28613,4,3,1,12,21,2,595,209,Lpp_WT,0.474184,0.150645,125.859,1388.91,2,5.37055,1,6,w6_f21_c2,0
28970,4,3,1,13,21,2,586,214,Lpp_WT,0.462053,0.173763,126.051,1470.58,2,6.401,1,6,w6_f21_c2,0
29331,4,3,1,14,21,2,590,233,Lpp_WT,0.458153,0.174236,125.936,1431.57,2,8.90725,1,6,w6_f21_c2,0
29693,4,3,1,15,21,2,614,218,Lpp_WT,0.403317,0.317878,125.551,1536.31,3,9.58839,1,6,w6_f21_c2,0
30055,4,3,1,16,21,2,603,193,Lpp_WT,0.43342,0.263146,125.14,1467.0,3,12.3042,1,6,w6_f21_c2,0
30426,4,3,1,17,21,2,596,206,Lpp_WT,0.408295,0.324812,125.225,1384.4,3,10.6014,1,6,w6_f21_c2,0
32144,4,3,1,6,21,20,349,1847,Lpp_WT,0.521589,0.0479294,162.411,293.051,0,0.0,0,6,w6_f21_c20,0
32491,4,3,1,7,21,20,319,1804,Lpp_WT,0.459636,0.280284,363.583,2050.91,4,7.30045,1,6,w6_f21_c20,0
32841,4,3,1,8,21,20,353,1806,Lpp_WT,0.453137,0.282961,396.432,2265.17,6,10.4529,1,6,w6_f21_c20,0
33189,4,3,1,9,21,20,348,1797,Lpp_WT,0.447003,0.286565,464.772,1954.56,7,13.2997,1,6,w6_f21_c20,0
27905,4,3,1,10,21,20,288,1688,Lpp_WT,0.431435,0.327093,468.254,2736.09,6,17.177,1,6,w6_f21_c20,0
28255,4,3,1,11,21,20,404,1626,Lpp_WT,0.521157,0.065072,652.657,2807.43,2,3.99953,1,6,w6_f21_c20,0
28614,4,3,1,12,21,20,402,1661,Lpp_WT,0.516368,0.0649873,687.654,2976.88,3,2.72457,1,6,w6_f21_c20,0
28971,4,3,1,13,21,20,361,1687,Lpp_WT,0.408238,0.400779,611.79,3297.7,4,19.0283,1,6,w6_f21_c20,0
29332,4,3,1,14,21,20,403,1632,Lpp_WT,0.517552,0.0676227,809.561,3126.73,2,4.65448,1,6,w6_f21_c20,0
29694,4,3,1,15,21,20,392,1634,Lpp_WT,0.517046,0.0802049,785.499,4008.58,2,3.34459,1,6,w6_f21_c20,0
30056,4,3,1,16,21,20,380,1635,Lpp_WT,0.516942,0.0700994,835.885,3655.93,2,4.35757,1,6,w6_f21_c20,0
30427,4,3,1,17,21,20,401,1625,Lpp_WT,0.516847,0.074803,829.209,3869.98,2,4.94265,1,6,w6_f21_c20,0
27350,4,3,1,0,21,3,1928,564,Lpp_WT,0.443743,0.186608,123.518,248.098,2,6.36607,1,6,w6_f21_c3,1
27589,4,3,1,1,21,3,1838,482,Lpp_WT,0.451938,0.203658,125.716,376.106,3,5.72859,1,6,w6_f21_c3,1
30775,4,3,1,2,21,3,1835,456,Lpp_WT,0.444983,0.202161,124.927,467.296,3,2.16568,1,6,w6_f21_c3,1
31102,4,3,1,3,21,3,1810,476,Lpp_WT,0.436051,0.225192,124.976,471.486,0,0.0,0,6,w6_f21_c3,1
31446,4,3,1,4,21,3,1789,486,Lpp_WT,0.447432,0.214095,124.298,583.998,0,0.0,0,6,w6_f21_c3,1
31796,4,3,1,5,21,3,1846,466,Lpp_WT,0.440681,0.221865,124.901,550.786,0,0.0,0,6,w6_f21_c3,1
32145,4,3,1,6,21,3,1843,479,Lpp_WT,0.450951,0.18346,126.124,775.477,4,3.52797,1,6,w6_f21_c3,1
32492,4,3,1,7,21,3,1838,475,Lpp_WT,0.438953,0.231097,144.077,581.561,2,4.7418,1,6,w6_f21_c3,1
32842,4,3,1,8,21,3,1822,464,Lpp_WT,0.410615,0.256503,135.624,841.862,2,9.45741,1,6,w6_f21_c3,1
33190,4,3,1,9,21,3,1822,458,Lpp_WT,0.415947,0.255248,135.329,970.719,2,12.0772,1,6,w6_f21_c3,1
27908,4,3,1,10,21,3,1845,364,Lpp_WT,0.412063,0.267814,135.058,967.306,2,14.6795,1,6,w6_f21_c3,1
28263,4,3,1,11,21,3,1803,394,Lpp_WT,0.408213,0.282472,137.472,926.936,3,20.967,1,6,w6_f21_c3,1
28620,4,3,1,12,21,3,1811,382,Lpp_WT,0.405151,0.255935,130.571,843.902,2,21.8752,1,6,w6_f21_c3,1
28977,4,3,1,13,21,3,1839,347,Lpp_WT,0.407997,0.279761,161.845,684.345,8,33.6729,1,6,w6_f21_c3,1
29337,4,3,1,14,21,3,1821,333,Lpp_WT,0.415292,0.237863,146.114,882.241,2,46.5273,1,6,w6_f21_c3,1
29699,4,3,1,15,21,3,1839,358,Lpp_WT,0.402146,0.311295,309.553,984.477,10,47.6189,1,6,w6_f21_c3,1
30060,4,3,1,16,21,3,1829,304,Lpp_WT,0.423911,0.256795,387.041,2365.31,13,61.2243,1,6,w6_f21_c3,1
30431,4,3,1,17,21,3,1772,350,Lpp_WT,0.462843,0.202966,554.558,4712.61,6,25.1324,1,6,w6_f21_c3,1
27351,4,3,1,0,21,4,380,616,Lpp_WT,0.448985,0.228611,116.945,235.122,3,0.881993,1,6,w6_f21_c4,0
27590,4,3,1,1,21,4,231,664,Lpp_WT,0.426784,0.226016,116.969,358.01,1,1.88624,1,6,w6_f21_c4,0
30776,4,3,1,2,21,4,89,638,Lpp_WT,0.47589,0.134673,114.607,411.267,2,2.86429,1,6,w6_f21_c4,0
31103,4,3,1,3,21,4,187,686,Lpp_WT,0.483889,0.134679,125.649,501.386,7,13.8761,1,6,w6_f21_c4,0
31447,4,3,1,4,21,4,198,688,Lpp_WT,0.481812,0.147937,132.083,720.88,4,6.71537,1,6,w6_f21_c4,0
31797,4,3,1,5,21,4,175,689,Lpp_WT,0.496497,0.100617,160.458,837.214,1,1.25749,1,6,w6_f21_c4,0
32146,4,3,1,6,21,4,145,656,Lpp_WT,0.516579,0.0834474,158.361,716.101,1,1.58933,1,6,w6_f21_c4,0
32493,4,3,1,7,21,4,196,623,Lpp_WT,0.520305,0.0833718,159.608,1003.17,0,0.0,0,6,w6_f21_c4,0
32843,4,3,1,8,21,4,165,646,Lpp_WT,0.503923,0.100566,163.213,898.698,1,1.6068,1,6,w6_f21_c4,0
33191,4,3,1,9,21,4,153,653,Lpp_WT,0.509254,0.10457,138.485,913.044,1,1.41468,1,6,w6_f21_c4,0
27909,4,3,1,10,21,4,185,562,Lpp_WT,0.50717,0.0928165,149.417,961.101,1,3.62403,1,6,w6_f21_c4,0
28264,4,3,1,11,21,4,270,514,Lpp_WT,0.517736,0.0799706,298.494,1355.29,1,1.44961,1,6,w6_f21_c4,0
28621,4,3,1,12,21,4,212,521,Lpp_WT,0.523861,0.0815028,747.407,2480.17,3,0.192117,1,6,w6_f21_c4,0
28978,4,3,1,13,21,4,210,515,Lpp_WT,0.523287,0.0860908,914.904,2693.89,6,0.183385,1,6,w6_f21_c4,0
29340,4,3,1,14,21,4,210,520,Lpp_WT,0.522168,0.0788116,903.249,2487.9,2,0.0611282,1,6,w6_f21_c4,0
29702,4,3,1,15,21,4,207,516,Lpp_WT,0.517684,0.0981424,1036.12,3066.46,3,0.611282,1,6,w6_f21_c4,0
30067,4,3,1,16,21,4,209,520,Lpp_WT,0.522709,0.0836649,982.288,2509.82,0,0.0,0,6,w6_f21_c4,0
30437,4,3,1,17,21,4,235,517,Lpp_WT,0.519959,0.0877803,998.612,2759.22,0,0.0,0,6,w6_f21_c4,0
27352,4,3,1,0,21,5,1697,913,Lpp_WT,0.441223,0.261281,308.708,774.674,7,10.5053,1,6,w6_f21_c5,0
27591,4,3,1,1,21,5,1617,859,Lpp_WT,0.439452,0.375715,552.848,2612.93,11,10.9943,1,6,w6_f21_c5,0
30777,4,3,1,2,21,5,1566,811,Lpp_WT,0.455571,0.251231,698.434,2478.08,11,9.4836,1,6,w6_f21_c5,0
31104,4,3,1,3,21,5,1568,798,Lpp_WT,0.446751,0.301258,821.464,2791.94,6,7.02101,1,6,w6_f21_c5,0
31448,4,3,1,4,21,5,1609,824,Lpp_WT,0.448654,0.26581,904.126,2798.87,10,8.06892,1,6,w6_f21_c5,0
31798,4,3,1,5,21,5,1598,842,Lpp_WT,0.455215,0.224494,1007.1,3381.45,8,8.28724,1,6,w6_f21_c5,0
32147,4,3,1,6,21,5,1594,833,Lpp_WT,0.469022,0.253127,861.399,3631.43,6,2.82936,1,6,w6_f21_c5,0
32494,4,3,1,7,21,5,1617,826,Lpp_WT,0.474506,0.180509,977.3,3749.59,6,3.9646,1,6,w6_f21_c5,0
32844,4,3,1,8,21,5,1615,818,Lpp_WT,0.468238,0.196958,916.483,3708.01,9,3.9122,1,6,w6_f21_c5,0
33192,4,3,1,9,21,5,1624,814,Lpp_WT,0.487155,0.159401,816.556,2311.94,4,4.40996,1,6,w6_f21_c5,0
27910,4,3,1,10,21,5,1625,729,Lpp_WT,0.471652,0.202312,912.405,2183.71,8,5.85957,1,6,w6_f21_c5,0
28265,4,3,1,11,21,5,1628,706,Lpp_WT,0.463106,0.216286,923.261,,3,4.22658,1,6,w6_f21_c5,0
28622,4,3,1,12,21,5,1661,669,Lpp_WT,0.442953,0.262815,739.881,1618.87,5,5.78971,1,6,w6_f21_c5,0
28979,4,3,1,13,21,5,1650,676,Lpp_WT,0.454809,0.231025,831.047,318.839,5,7.47511,1,6,w6_f21_c5,0
29341,4,3,1,14,21,5,1693,636,Lpp_WT,0.429906,0.291181,661.462,251.975,6,9.67572,1,6,w6_f21_c5,0
29703,4,3,1,15,21,5,1703,642,Lpp_WT,0.396208,0.367945,869.745,278.643,7,10.1298,1,6,w6_f21_c5,0
30068,4,3,1,16,21,5,1671,664,Lpp_WT,0.492764,0.134752,765.746,470.265,9,13.5355,1,6,w6_f21_c5,0
30438,4,3,1,17,21,5,1703,615,Lpp_WT,0.505476,0.117449,920.815,3943.42,7,8.3571,1,6,w6_f21_c5,0
27353,4,3,1,0,21,6,1368,879,Lpp_WT,0.327628,0.607263,146.635,356.194,4,6.16522,1,6,w6_f21_c6,0
27592,4,3,1,1,21,6,1318,839,Lpp_WT,0.355489,0.469661,150.053,624.812,2,4.97758,1,6,w6_f21_c6,0
30778,4,3,1,2,21,6,1288,830,Lpp_WT,0.375438,0.425209,144.345,865.607,3,6.06916,1,6,w6_f21_c6,0
31105,4,3,1,3,21,6,1288,818,Lpp_WT,0.397543,0.349224,143.858,963.229,5,3.03021,1,6,w6_f21_c6,0
31449,4,3,1,4,21,6,1272,799,Lpp_WT,0.394341,0.348471,145.398,1080.58,1,2.23555,1,6,w6_f21_c6,0
31799,4,3,1,5,21,6,1274,814,Lpp_WT,0.401263,0.333228,148.412,1201.24,2,3.99953,1,6,w6_f21_c6,0
32148,4,3,1,6,21,6,1277,825,Lpp_WT,0.41658,0.329733,145.947,1129.11,4,2.08709,1,6,w6_f21_c6,0
32495,4,3,1,7,21,6,1270,820,Lpp_WT,0.374296,0.386289,149.125,1057.63,1,3.44064,1,6,w6_f21_c6,0
32845,4,3,1,8,21,6,1261,800,Lpp_WT,0.374989,0.402484,156.957,1077.25,1,3.42318,1,6,w6_f21_c6,0
33193,4,3,1,9,21,6,1277,803,Lpp_WT,0.394822,0.377177,167.187,1097.59,4,0.462828,1,6,w6_f21_c6,0
27911,4,3,1,10,21,6,1262,708,Lpp_WT,0.387994,0.394771,173.287,1084.77,7,0.951853,1,6,w6_f21_c6,0
28266,4,3,1,11,21,6,1328,667,Lpp_WT,0.389635,0.417619,141.199,1112.28,2,3.30092,1,6,w6_f21_c6,0
28623,4,3,1,12,21,6,1320,680,Lpp_WT,0.388273,0.411242,140.707,1142.84,6,3.50177,1,6,w6_f21_c6,0
28980,4,3,1,13,21,6,1310,678,Lpp_WT,0.372865,0.437352,140.185,1163.87,2,4.40123,1,6,w6_f21_c6,0
29342,4,3,1,14,21,6,1320,678,Lpp_WT,0.399626,0.381045,137.172,1264.37,4,8.26977,1,6,w6_f21_c6,0
29704,4,3,1,15,21,6,1303,667,Lpp_WT,0.376,0.445904,140.57,1199.29,3,6.43593,1,6,w6_f21_c6,0
30069,4,3,1,16,21,6,1323,673,Lpp_WT,0.390685,0.408533,139.443,1330.35,2,4.13925,1,6,w6_f21_c6,0
30439,4,3,1,17,21,6,1312,681,Lpp_WT,0.380398,0.411393,138.386,1397.15,3,4.7942,1,6,w6_f21_c6,0
27354,4,3,1,0,21,7,480,1057,Lpp_WT,0.328618,0.565534,117.623,228.65,5,8.80246,1,6,w6_f21_c7,1
27593,4,3,1,1,21,7,413,1111,Lpp_WT,0.354925,0.426026,115.591,336.102,5,8.93345,1,6,w6_f21_c7,1
30779,4,3,1,2,21,7,413,1109,Lpp_WT,0.382995,0.312091,116.509,386.562,5,9.44867,1,6,w6_f21_c7,1
31106,4,3,1,3,21,7,435,1100,Lpp_WT,0.408654,0.268911,115.997,445.675,5,9.35261,1,6,w6_f21_c7,1
31450,4,3,1,4,21,7,412,1024,Lpp_WT,0.407882,0.284259,116.662,509.035,5,8.45316,1,6,w6_f21_c7,1
31800,4,3,1,5,21,7,412,1001,Lpp_WT,0.403267,0.306871,116.483,522.551,5,8.90725,1,6,w6_f21_c7,1
32149,4,3,1,6,21,7,394,1036,Lpp_WT,0.414134,0.283207,116.905,524.721,6,11.0467,1,6,w6_f21_c7,1
32496,4,3,1,7,21,7,437,990,Lpp_WT,0.418668,0.30233,210.932,534.674,6,11.396,1,6,w6_f21_c7,1
32846,4,3,1,8,21,7,439,1011,Lpp_WT,0.42962,0.28663,231.887,539.471,5,13.7538,1,6,w6_f21_c7,1
33194,4,3,1,9,21,7,419,988,Lpp_WT,0.420808,0.280905,186.305,528.937,5,13.2997,1,6,w6_f21_c7,1
27912,4,3,1,10,21,7,435,916,Lpp_WT,0.410271,0.314687,170.381,547.483,5,13.5006,1,6,w6_f21_c7,1
28267,4,3,1,11,21,7,447,847,Lpp_WT,0.399415,0.329851,117.783,546.965,5,16.3824,1,6,w6_f21_c7,1
28624,4,3,1,12,21,7,442,853,Lpp_WT,0.407224,0.291958,120.059,554.477,5,17.832,1,6,w6_f21_c7,1
28981,4,3,1,13,21,7,433,827,Lpp_WT,0.404007,0.30356,120.222,573.807,6,19.2117,1,6,w6_f21_c7,1
29343,4,3,1,14,21,7,426,829,Lpp_WT,0.414626,0.290146,120.693,566.106,6,26.5384,1,6,w6_f21_c7,1
29705,4,3,1,15,21,7,428,861,Lpp_WT,0.373665,0.365322,119.943,579.397,6,25.115,1,6,w6_f21_c7,1
30070,4,3,1,16,21,7,430,851,Lpp_WT,0.391005,0.322867,119.084,599.677,8,30.9658,1,6,w6_f21_c7,1
30440,4,3,1,17,21,7,434,884,Lpp_WT,0.382205,0.337646,118.729,605.114,7,38.406,1,6,w6_f21_c7,1
27355,4,3,1,0,21,8,885,1087,Lpp_WT,0.36377,0.531655,123.793,243.175,2,2.48879,1,6,w6_f21_c8,0
27594,4,3,1,1,21,8,935,1129,Lpp_WT,0.413059,0.29545,124.755,418.735,9,15.9632,1,6,w6_f21_c8,0
30780,4,3,1,2,21,8,819,1211,Lpp_WT,0.468468,0.162188,124.576,526.569,5,17.8407,1,6,w6_f21_c8,0
31107,4,3,1,3,21,8,865,1158,Lpp_WT,0.457333,0.192578,124.914,623.271,15,17.1683,1,6,w6_f21_c8,0
31451,4,3,1,4,21,8,826,1195,Lpp_WT,0.45884,0.191083,126.532,743.484,8,14.9502,1,6,w6_f21_c8,0
31801,4,3,1,5,21,8,818,1189,Lpp_WT,0.441973,0.215768,125.963,749.841,6,11.6842,1,6,w6_f21_c8,0
32150,4,3,1,6,21,8,847,1155,Lpp_WT,0.466504,0.180018,125.847,850.025,6,12.0423,1,6,w6_f21_c8,0
32497,4,3,1,7,21,8,906,1132,Lpp_WT,0.475203,0.160354,126.854,883.934,4,7.30919,1,6,w6_f21_c8,0
32847,4,3,1,8,21,8,839,1159,Lpp_WT,0.454581,0.18405,127.044,1087.17,2,5.519,1,6,w6_f21_c8,0
33195,4,3,1,9,21,8,791,1068,Lpp_WT,0.468947,0.174957,134.813,736.144,5,5.07364,1,6,w6_f21_c8,0
27356,4,3,1,0,21,9,1692,1795,Lpp_WT,0.35818,0.52286,122.117,233.866,7,4.59335,1,6,w6_f21_c9,0
27595,4,3,1,1,21,9,1613,1768,Lpp_WT,0.369748,0.426454,122.382,243.507,1,1.68539,1,6,w6_f21_c9,0
30781,4,3,1,2,21,9,1603,1759,Lpp_WT,0.378416,0.411701,124.034,304.1,1,1.39722,1,6,w6_f21_c9,0
31108,4,3,1,3,21,9,1597,1760,Lpp_WT,0.392604,0.380709,136.679,346.234,1,1.9299,1,6,w6_f21_c9,0
31452,4,3,1,4,21,9,1598,1770,Lpp_WT,0.37914,0.364904,140.069,346.912,1,1.10031,1,6,w6_f21_c9,0
31802,4,3,1,5,21,9,1595,1750,Lpp_WT,0.388796,0.322653,135.886,377.825,1,1.09157,1,6,w6_f21_c9,0
32151,4,3,1,6,21,9,1561,1813,Lpp_WT,0.479002,0.126674,131.869,325.989,1,0.978051,1,6,w6_f21_c9,0
32498,4,3,1,7,21,9,1559,1780,Lpp_WT,0.531083,0.0511178,257.486,2893.03,1,2.31414,1,6,w6_f21_c9,0
32848,4,3,1,8,21,9,1512,1770,Lpp_WT,0.531641,0.0553695,397.945,650.592,1,0.497758,1,6,w6_f21_c9,0
33196,4,3,1,9,21,9,1571,1811,Lpp_WT,0.525202,0.0619742,506.054,464.459,0,0.0,0,6,w6_f21_c9,0
27913,4,3,1,10,21,9,1581,1716,Lpp_WT,0.52635,0.0780491,507.534,804.459,0,0.0,0,6,w6_f21_c9,0
28268,4,3,1,11,21,9,1594,1647,Lpp_WT,0.530786,0.0752818,529.371,1119.29,0,0.0,0,6,w6_f21_c9,0
28625,4,3,1,12,21,9,1601,1665,Lpp_WT,0.526812,0.0752584,541.844,1714.45,1,1.93864,1,6,w6_f21_c9,0
28982,4,3,1,13,21,9,1585,1646,Lpp_WT,0.521423,0.0800188,548.441,2575.7,1,1.09157,1,6,w6_f21_c9,0
29344,4,3,1,14,21,9,1582,1645,Lpp_WT,0.525147,0.0717099,593.692,2859.63,1,2.17442,1,6,w6_f21_c9,0
29706,4,3,1,15,21,9,1567,1611,Lpp_WT,0.520045,0.0954076,591.063,3618.68,1,1.68539,1,6,w6_f21_c9,0
30071,4,3,1,16,21,9,1579,1633,Lpp_WT,0.527199,0.0860478,592.068,3631.41,1,2.71584,1,6,w6_f21_c9,0
30441,4,3,1,17,21,9,1570,1611,Lpp_WT,0.521608,0.0878907,603.743,3730.93,1,1.17017,1,6,w6_f21_c9,0
27357,4,3,1,0,22,1,1070,1879,Lpp_WT,0.402447,0.274807,123.534,213.878,0,0.0,0,6,w6_f22_c1,0
27596,4,3,1,1,22,1,981,1825,Lpp_WT,0.4056949999999999,0.289291,123.745,284.727,2,9.92897,1,6,w6_f22_c1,0
30782,4,3,1,2,22,1,944,1807,Lpp_WT,0.41514,0.260141,124.441,423.534,1,7.14327,1,6,w6_f22_c1,0
31109,4,3,1,3,22,1,969,1784,Lpp_WT,0.382982,0.350712,125.589,450.365,2,10.6363,1,6,w6_f22_c1,0
31453,4,3,1,4,22,1,928,1661,Lpp_WT,0.405182,0.291191,183.813,629.841,2,9.41374,1,6,w6_f22_c1,0
31803,4,3,1,5,22,1,892,1651,Lpp_WT,0.408701,0.282254,204.21,682.903,2,10.0949,1,6,w6_f22_c1,0
32152,4,3,1,6,22,1,879,1640,Lpp_WT,0.435549,0.230327,209.242,743.662,2,8.80246,1,6,w6_f22_c1,0
32499,4,3,1,7,22,1,883,1647,Lpp_WT,0.46137,0.173602,217.029,733.774,1,1.32736,1,6,w6_f22_c1,0
32849,4,3,1,8,22,1,902,1660,Lpp_WT,0.458793,0.180821,187.965,674.871,2,9.19543,1,6,w6_f22_c1,0
33197,4,3,1,9,22,1,919,1661,Lpp_WT,0.473247,0.147575,195.512,691.385,2,2.67218,1,6,w6_f22_c1,0
27914,4,3,1,10,22,1,920,1575,Lpp_WT,0.453867,0.181668,178.637,710.826,2,3.1612,1,6,w6_f22_c1,0
28269,4,3,1,11,22,1,978,1554,Lpp_WT,0.44787,0.191705,158.395,628.031,1,3.51051,1,6,w6_f22_c1,0
28626,4,3,1,12,22,1,992,1679,Lpp_WT,0.45819,0.180472,141.076,629.182,2,4.85533,1,6,w6_f22_c1,0
28983,4,3,1,13,22,1,1005,1633,Lpp_WT,0.458877,0.17179,139.579,741.094,2,5.03871,1,6,w6_f22_c1,0
29345,4,3,1,14,22,1,1002,1637,Lpp_WT,0.450527,0.190997,141.279,708.681,1,5.49281,1,6,w6_f22_c1,0
29707,4,3,1,15,22,1,998,1646,Lpp_WT,0.454667,0.182418,141.926,743.699,1,4.97758,1,6,w6_f22_c1,0
30072,4,3,1,16,22,1,1008,1659,Lpp_WT,0.449445,0.193372,144.08,710.59,1,6.26127,1,6,w6_f22_c1,0
30442,4,3,1,17,22,1,1001,1630,Lpp_WT,0.444302,0.192743,143.608,754.043,1,6.57565,1,6,w6_f22_c1,0
27598,4,3,1,1,22,11,1798,608,Lpp_WT,0.334762,0.409563,119.494,234.975,2,3.30092,1,6,w6_f22_c11,0
30784,4,3,1,2,22,11,1777,635,Lpp_WT,0.369052,0.32697,120.302,286.844,1,1.74652,1,6,w6_f22_c11,0
31111,4,3,1,3,22,11,1783,614,Lpp_WT,0.361529,0.372385,121.384,328.388,1,2.04343,1,6,w6_f22_c11,0
31455,4,3,1,4,22,11,1784,617,Lpp_WT,0.350575,0.424596,125.293,292.049,2,2.4102,1,6,w6_f22_c11,0
31804,4,3,1,5,22,11,1780,585,Lpp_WT,0.322514,0.479751,128.391,307.232,14,7.21313,1,6,w6_f22_c11,0
32153,4,3,1,6,22,11,1788,603,Lpp_WT,0.393972,0.427406,190.066,332.913,3,2.27921,1,6,w6_f22_c11,0
32500,4,3,1,7,22,11,1786,590,Lpp_WT,0.332472,0.521505,137.26,308.897,9,4.40123,1,6,w6_f22_c11,0
32850,4,3,1,8,22,11,1785,571,Lpp_WT,0.323016,0.533798,133.076,304.108,7,5.90324,1,6,w6_f22_c11,0
33198,4,3,1,9,22,11,1795,569,Lpp_WT,0.330377,0.475237,131.151,284.725,6,14.566,1,6,w6_f22_c11,0
27915,4,3,1,10,22,11,1798,481,Lpp_WT,0.296551,0.573271,129.254,288.741,6,11.2389,1,6,w6_f22_c11,0
27599,4,3,1,1,22,12,717,1544,Lpp_WT,0.421039,0.34679,124.272,401.292,3,7.152,1,6,w6_f22_c12,0
30785,4,3,1,2,22,12,699,1531,Lpp_WT,0.469426,0.164007,264.559,935.725,2,5.01251,1,6,w6_f22_c12,0
31112,4,3,1,3,22,12,693,1542,Lpp_WT,0.448311,0.221904,320.794,1531.4,2,5.15223,1,6,w6_f22_c12,0
31456,4,3,1,4,22,12,696,1553,Lpp_WT,0.469287,0.203877,549.273,2713.91,2,3.92094,1,6,w6_f22_c12,0
31805,4,3,1,5,22,12,709,1529,Lpp_WT,0.451463,0.223252,692.065,3114.57,2,3.42318,1,6,w6_f22_c12,0
32154,4,3,1,6,22,12,686,1544,Lpp_WT,0.455717,0.219579,809.176,3296.32,2,3.57163,1,6,w6_f22_c12,0
32501,4,3,1,7,22,12,693,1542,Lpp_WT,0.467464,0.186196,882.307,3629.84,2,3.86854,1,6,w6_f22_c12,0
32851,4,3,1,8,22,12,741,1535,Lpp_WT,0.478682,0.155915,784.576,3605.35,3,5.82464,1,6,w6_f22_c12,0
33199,4,3,1,9,22,12,712,1541,Lpp_WT,0.496294,0.14094,845.549,3511.73,2,3.16993,1,6,w6_f22_c12,0
27916,4,3,1,10,22,12,728,1450,Lpp_WT,0.486455,0.142176,786.994,3790.05,2,3.32712,1,6,w6_f22_c12,0
28270,4,3,1,11,22,12,745,1405,Lpp_WT,0.502428,0.105984,870.969,4538.61,2,2.96908,1,6,w6_f22_c12,0
