Unnamed: 0,row,col,plane,t,field,n,x,y,bacteria,ser_edge_tmrm,sdmean_tmrm,annexin647,hoechst,n_legio_per_cell,bacteria_area,infected,well_id,cell_lbl,growth,duplication
41582,4,5,1,13,8,20,954,1750,Lpp_WT,0.382866,0.420281,154.225,270.637,10,25.9708,1,8,w8_f8_c20,1,0
42002,4,5,1,14,8,20,938,1731,Lpp_WT,0.377342,0.398049,150.997,261.554,9,12.8631,1,8,w8_f8_c20,1,0
42428,4,5,1,15,8,20,951,1716,Lpp_WT,0.372195,0.392106,155.03,291.527,11,15.7449,1,8,w8_f8_c20,1,0
42855,4,5,1,16,8,20,879,1671,Lpp_WT,0.374764,0.403034,177.389,278.485,14,48.0992,1,8,w8_f8_c20,1,1
43289,4,5,1,17,8,20,864,1653,Lpp_WT,0.361072,0.41649,181.188,293.928,12,56.858,1,8,w8_f8_c20,1,1
39595,4,5,1,0,8,4,1104,279,Lpp_WT,0.376261,0.34442,125.186,236.947,9,13.2124,1,8,w8_f8_c4,1,0
39958,4,5,1,1,8,4,974,241,Lpp_WT,0.397775,0.301879,124.079,395.213,10,7.29172,1,8,w8_f8_c4,1,0
43682,4,5,1,2,8,4,997,219,Lpp_WT,0.401549,0.312863,123.487,501.167,8,11.1341,1,8,w8_f8_c4,1,0
44080,4,5,1,3,8,4,988,232,Lpp_WT,0.440437,0.202718,123.386,537.943,9,11.9549,1,8,w8_f8_c4,1,0
44482,4,5,1,4,8,4,977,226,Lpp_WT,0.431987,0.230271,123.187,556.129,9,14.662,1,8,w8_f8_c4,1,0
44884,4,5,1,5,8,4,976,223,Lpp_WT,0.422839,0.253881,123.67,583.987,10,15.2122,1,8,w8_f8_c4,1,0
45289,4,5,1,6,8,4,985,233,Lpp_WT,0.437717,0.211137,123.415,605.198,7,17.0024,1,8,w8_f8_c4,1,0
45693,4,5,1,7,8,4,993,232,Lpp_WT,0.428381,0.246438,122.778,617.595,8,16.5046,1,8,w8_f8_c4,1,0
46100,4,5,1,8,8,4,982,238,Lpp_WT,0.454162,0.182584,122.514,583.277,6,15.1947,1,8,w8_f8_c4,1,0
46508,4,5,1,9,8,4,996,234,Lpp_WT,0.414281,0.299729,123.184,605.613,8,21.4473,1,8,w8_f8_c4,1,0
40352,4,5,1,10,8,4,1030,118,Lpp_WT,0.421702,0.258458,122.122,607.698,7,20.1985,1,8,w8_f8_c4,1,0
40765,4,5,1,11,8,4,1018,116,Lpp_WT,0.425823,0.248566,122.429,580.722,9,22.4864,1,8,w8_f8_c4,1,0
41174,4,5,1,12,8,4,1002,126,Lpp_WT,0.42323,0.258769,123.237,595.042,6,21.7354,1,8,w8_f8_c4,1,0
41586,4,5,1,13,8,4,1011,121,Lpp_WT,0.41756,0.273464,123.6,591.852,10,26.7567,1,8,w8_f8_c4,1,0
42007,4,5,1,14,8,4,1002,119,Lpp_WT,0.398448,0.326426,123.592,586.439,13,30.5554,1,8,w8_f8_c4,1,0
42433,4,5,1,15,8,4,1003,113,Lpp_WT,0.409867,0.287192,125.948,612.174,8,31.9875,1,8,w8_f8_c4,1,0
42862,4,5,1,16,8,4,994,112,Lpp_WT,0.393322,0.337111,127.459,649.596,5,34.5986,1,8,w8_f8_c4,1,0
43297,4,5,1,17,8,4,1012,102,Lpp_WT,0.392136,0.335726,150.092,1272.37,3,43.9424,1,8,w8_f8_c4,1,1
39596,4,5,1,0,8,5,1043,711,Lpp_WT,0.454236,0.241514,127.652,256.665,2,5.74605,1,8,w8_f8_c5,1,0
39959,4,5,1,1,8,5,1011,680,Lpp_WT,0.491495,0.108226,125.926,497.6,3,2.01723,1,8,w8_f8_c5,1,0
43683,4,5,1,2,8,5,1016,639,Lpp_WT,0.483522,0.158152,125.595,641.441,1,3.78122,1,8,w8_f8_c5,1,0
44081,4,5,1,3,8,5,1028,633,Lpp_WT,0.463012,0.225771,125.38,814.897,2,6.89875,1,8,w8_f8_c5,1,0
44483,4,5,1,4,8,5,1034,614,Lpp_WT,0.480757,0.169964,125.969,986.807,1,0.995516,1,8,w8_f8_c5,1,0
44885,4,5,1,5,8,5,1022,609,Lpp_WT,0.465316,0.191639,126.114,1032.19,1,3.09134,1,8,w8_f8_c5,1,0
45290,4,5,1,6,8,5,1034,614,Lpp_WT,0.490258,0.142521,127.019,1213.35,1,0.427897,1,8,w8_f8_c5,1,0
45694,4,5,1,7,8,5,1021,601,Lpp_WT,0.480933,0.160169,126.006,1202.17,0,0.0,0,8,w8_f8_c5,1,0
46101,4,5,1,8,8,5,1016,602,Lpp_WT,0.492306,0.164742,126.719,994.486,3,0.0523956,1,8,w8_f8_c5,1,0
46509,4,5,1,9,8,5,1027,610,Lpp_WT,0.446588,0.202162,126.181,1245.41,4,9.34388,1,8,w8_f8_c5,1,1
40353,4,5,1,10,8,5,1019,434,Lpp_WT,0.436832,0.230116,124.943,995.298,10,17.0198,1,8,w8_f8_c5,1,1
40766,4,5,1,11,8,5,1034,490,Lpp_WT,0.440522,0.251257,126.221,1251.22,5,20.3208,1,8,w8_f8_c5,1,1
41175,4,5,1,12,8,5,1035,500,Lpp_WT,0.446691,0.250771,125.523,1148.85,7,30.3021,1,8,w8_f8_c5,1,1
41587,4,5,1,13,8,5,1033,504,Lpp_WT,0.422944,0.268363,125.82,1350.05,6,35.8211,1,8,w8_f8_c5,1,1
42008,4,5,1,14,8,5,1037,504,Lpp_WT,0.44741,0.22567,294.873,3422.09,14,48.4921,1,8,w8_f8_c5,1,1
42434,4,5,1,15,8,5,1033,499,Lpp_WT,0.495296,0.141364,355.76,5054.5,7,35.5766,1,8,w8_f8_c5,1,1
42863,4,5,1,16,8,5,956,498,Lpp_WT,0.473766,0.181697,599.951,,5,39.9516,1,8,w8_f8_c5,1,1
43298,4,5,1,17,8,5,958,489,Lpp_WT,0.48153,0.175608,635.137,,6,36.0482,1,8,w8_f8_c5,1,1
39600,4,5,1,0,8,9,1196,1124,Lpp_WT,0.356187,0.491538,126.983,262.197,6,10.9856,1,8,w8_f8_c9,1,0
39963,4,5,1,1,8,9,1210,1041,Lpp_WT,0.363149,0.423947,127.38,458.437,4,10.5141,1,8,w8_f8_c9,1,0
43687,4,5,1,2,8,9,1307,989,Lpp_WT,0.394156,0.353486,130.331,486.697,14,33.8301,1,8,w8_f8_c9,1,1
44085,4,5,1,3,8,9,1329,952,Lpp_WT,0.411315,0.321955,133.216,579.551,16,37.4105,1,8,w8_f8_c9,1,1
44487,4,5,1,4,8,9,1313,932,Lpp_WT,0.403985,0.327873,143.559,660.745,15,34.5462,1,8,w8_f8_c9,1,0
44889,4,5,1,5,8,9,1321,914,Lpp_WT,0.397211,0.360697,142.917,681.562,12,33.0529,1,8,w8_f8_c9,1,0
45294,4,5,1,6,8,9,1301,904,Lpp_WT,0.409414,0.280714,141.106,755.984,11,30.3982,1,8,w8_f8_c9,1,0
45698,4,5,1,7,8,9,1312,923,Lpp_WT,0.397776,0.331998,140.32,802.956,9,32.2408,1,8,w8_f8_c9,1,0
46105,4,5,1,8,8,9,1298,929,Lpp_WT,0.414072,0.279442,137.185,866.603,8,31.7605,1,8,w8_f8_c9,1,0
46513,4,5,1,9,8,9,1288,926,Lpp_WT,0.385657,0.36449,142.359,805.066,9,38.9736,1,8,w8_f8_c9,1,0
40357,4,5,1,10,8,9,1323,815,Lpp_WT,0.384983,0.358627,140.453,800.033,12,43.8638,1,8,w8_f8_c9,1,0
40770,4,5,1,11,8,9,1342,802,Lpp_WT,0.390135,0.34533,140.576,778.583,6,38.7203,1,8,w8_f8_c9,1,0
41179,4,5,1,12,8,9,1330,814,Lpp_WT,0.385787,0.357468,140.365,861.207,14,48.3349,1,8,w8_f8_c9,1,0
41591,4,5,1,13,8,9,1334,818,Lpp_WT,0.377146,0.364687,140.716,831.106,14,57.3819,1,8,w8_f8_c9,1,0
42012,4,5,1,14,8,9,1321,829,Lpp_WT,0.349088,0.470589,141.148,744.544,15,75.2925,1,8,w8_f8_c9,1,1
42438,4,5,1,15,8,9,1329,814,Lpp_WT,0.318261,0.542086,138.491,1034.64,16,71.0048,1,8,w8_f8_c9,1,0
42867,4,5,1,16,8,9,1325,814,Lpp_WT,0.340314,0.468811,143.082,945.772,16,86.1384,1,8,w8_f8_c9,1,1
43302,4,5,1,17,8,9,1324,808,Lpp_WT,0.357561,0.414931,142.103,1047.08,10,89.4655,1,8,w8_f8_c9,1,1
39604,4,5,1,0,9,12,731,1854,Lpp_WT,0.356034,0.410872,123.474,225.284,2,2.36653,1,8,w8_f9_c12,1,0
39967,4,5,1,1,9,12,695,1823,Lpp_WT,0.382935,0.342585,123.768,342.015,2,3.5891,1,8,w8_f9_c12,1,0
43691,4,5,1,2,9,12,704,1808,Lpp_WT,0.404664,0.307924,124.087,414.908,2,3.41445,1,8,w8_f9_c12,1,0
44088,4,5,1,3,9,12,703,1816,Lpp_WT,0.397428,0.283234,123.872,455.747,2,4.06066,1,8,w8_f9_c12,1,0
44490,4,5,1,4,9,12,766,1800,Lpp_WT,0.421963,0.288906,124.59,495.067,4,8.06892,1,8,w8_f9_c12,1,1
44892,4,5,1,5,9,12,876,1792,Lpp_WT,0.421941,0.266643,126.728,447.783,10,14.9415,1,8,w8_f9_c12,1,1
45297,4,5,1,6,9,12,895,1790,Lpp_WT,0.445309,0.224572,126.506,473.039,9,15.8671,1,8,w8_f9_c12,1,1
45701,4,5,1,7,9,12,897,1798,Lpp_WT,0.432818,0.248749,127.114,427.35,7,16.2339,1,8,w8_f9_c12,1,1
46108,4,5,1,8,9,12,899,1816,Lpp_WT,0.429663,0.238317,131.716,430.882,9,24.4163,1,8,w8_f9_c12,1,1
46516,4,5,1,9,9,12,877,1779,Lpp_WT,0.43299,0.23891,132.423,437.445,8,26.0406,1,8,w8_f9_c12,1,1
40359,4,5,1,10,9,12,919,1671,Lpp_WT,0.42457,0.251164,132.101,510.928,6,25.1499,1,8,w8_f9_c12,1,1
40772,4,5,1,11,9,12,917,1683,Lpp_WT,0.423052,0.287394,133.791,476.011,8,22.0236,1,8,w8_f9_c12,1,0
41181,4,5,1,12,9,12,926,1707,Lpp_WT,0.418717,0.302747,132.619,443.024,9,24.1806,1,8,w8_f9_c12,1,0
41593,4,5,1,13,9,12,924,1684,Lpp_WT,0.407792,0.316621,141.201,461.11,9,23.7614,1,8,w8_f9_c12,1,0
42014,4,5,1,14,9,12,908,1668,Lpp_WT,0.418891,0.311589,167.489,512.633,10,24.6783,1,8,w8_f9_c12,1,0
42440,4,5,1,15,9,12,903,1653,Lpp_WT,0.398833,0.359065,170.307,514.21,13,28.7565,1,8,w8_f9_c12,1,0
42869,4,5,1,16,9,12,905,1661,Lpp_WT,0.393327,0.367423,170.483,502.229,8,32.3368,1,8,w8_f9_c12,1,0
43304,4,5,1,17,9,12,912,1665,Lpp_WT,0.381063,0.390319,177.807,523.161,8,36.3975,1,8,w8_f9_c12,1,1
46747,4,6,1,1,11,13,239,659,Lpp_WT,0.456044,0.172097,112.464,,5,5.58013,1,9,w9_f11_c13,1,0
49974,4,6,1,2,11,13,250,673,Lpp_WT,0.447221,0.159824,111.506,232.308,2,22.9056,1,9,w9_f11_c13,1,1
50312,4,6,1,3,11,13,217,690,Lpp_WT,0.482626,0.106094,112.712,336.992,3,3.23979,1,9,w9_f11_c13,1,0
50652,4,6,1,4,11,13,210,708,Lpp_WT,0.451083,0.149939,112.932,345.643,3,14.7144,1,9,w9_f11_c13,1,0
51006,4,6,1,5,11,13,230,675,Lpp_WT,0.448874,0.158452,112.862,381.906,4,16.0331,1,9,w9_f11_c13,1,0
51360,4,6,1,6,11,13,195,741,Lpp_WT,0.451172,0.170966,113.746,394.186,7,19.7881,1,9,w9_f11_c13,1,0
51710,4,6,1,7,11,13,236,685,Lpp_WT,0.433467,0.202836,113.76,374.939,5,18.2948,1,9,w9_f11_c13,1,0
52063,4,6,1,8,11,13,245,695,Lpp_WT,0.436296,0.187685,115.774,357.127,4,15.4567,1,9,w9_f11_c13,1,0
52426,4,6,1,9,11,13,232,700,Lpp_WT,0.436008,0.209907,115.344,347.122,4,15.6139,1,9,w9_f11_c13,1,0
47070,4,6,1,10,11,13,227,628,Lpp_WT,0.437503,0.209857,114.41,336.493,8,26.582,1,9,w9_f11_c13,1,0
47419,4,6,1,11,11,13,284,581,Lpp_WT,0.46472,0.162372,114.404,332.145,8,20.2684,1,9,w9_f11_c13,1,0
47773,4,6,1,12,11,13,237,622,Lpp_WT,0.445746,0.190282,114.953,335.651,6,26.748,1,9,w9_f11_c13,1,0
48134,4,6,1,13,11,13,233,638,Lpp_WT,0.427746,0.249068,114.695,335.538,6,32.2058,1,9,w9_f11_c13,1,0
48496,4,6,1,14,11,13,249,618,Lpp_WT,0.429916,0.252115,116.136,331.369,5,33.0442,1,9,w9_f11_c13,1,0
48864,4,6,1,15,11,13,215,651,Lpp_WT,0.426344,0.244714,116.38,323.016,9,36.1006,1,9,w9_f11_c13,1,0
49231,4,6,1,16,11,13,238,618,Lpp_WT,0.41631,0.263206,115.233,343.733,13,41.9601,1,9,w9_f11_c13,1,1
49600,4,6,1,17,11,13,220,660,Lpp_WT,0.414644,0.247119,114.598,351.155,15,39.2094,1,9,w9_f11_c13,1,0
46536,4,6,1,0,11,4,960,446,Lpp_WT,0.425648,0.248656,126.714,293.751,5,10.8634,1,9,w9_f11_c4,1,0
46753,4,6,1,1,11,4,956,387,Lpp_WT,0.450294,0.199678,125.345,529.423,4,8.82866,1,9,w9_f11_c4,1,0
49981,4,6,1,2,11,4,985,342,Lpp_WT,0.457748,0.173209,125.26,620.873,12,12.147,1,9,w9_f11_c4,1,0
50317,4,6,1,3,11,4,985,330,Lpp_WT,0.466708,0.171315,126.349,720.711,4,7.42271,1,9,w9_f11_c4,1,0
50658,4,6,1,4,11,4,979,332,Lpp_WT,0.447569,0.192594,127.041,659.804,7,11.8065,1,9,w9_f11_c4,1,0
51012,4,6,1,5,11,4,950,280,Lpp_WT,0.454894,0.187002,126.77,745.271,5,9.59713,1,9,w9_f11_c4,1,0
51366,4,6,1,6,11,4,1000,301,Lpp_WT,0.454142,0.203608,126.608,732.096,8,11.9549,1,9,w9_f11_c4,1,0
51716,4,6,1,7,11,4,985,292,Lpp_WT,0.431178,0.301833,126.27,711.825,9,15.6837,1,9,w9_f11_c4,1,0
52069,4,6,1,8,11,4,965,298,Lpp_WT,0.44021,0.251201,126.699,771.417,8,16.0942,1,9,w9_f11_c4,1,0
52434,4,6,1,9,11,4,983,309,Lpp_WT,0.439383,0.225085,126.934,791.436,9,17.3517,1,9,w9_f11_c4,1,0
47076,4,6,1,10,11,4,1005,193,Lpp_WT,0.444385,0.221722,124.752,813.15,5,22.4952,1,9,w9_f11_c4,1,0
47427,4,6,1,11,11,4,1012,218,Lpp_WT,0.473996,0.158104,124.665,759.572,4,22.2507,1,9,w9_f11_c4,1,0
47781,4,6,1,12,11,4,1019,197,Lpp_WT,0.464043,0.175168,125.396,791.463,5,24.5735,1,9,w9_f11_c4,1,0
48144,4,6,1,13,11,4,1032,188,Lpp_WT,0.451998,0.209197,125.397,815.325,3,28.5469,1,9,w9_f11_c4,1,0
48504,4,6,1,14,11,4,1035,177,Lpp_WT,0.438491,0.229532,125.369,742.768,6,36.0918,1,9,w9_f11_c4,1,1
48871,4,6,1,15,11,4,1037,171,Lpp_WT,0.443709,0.226595,126.576,714.404,8,36.7992,1,9,w9_f11_c4,1,1
49238,4,6,1,16,11,4,1034,170,Lpp_WT,0.430706,0.262311,126.008,817.384,8,41.5934,1,9,w9_f11_c4,1,1
49607,4,6,1,17,11,4,1045,161,Lpp_WT,0.446955,0.232807,125.302,816.36,10,57.443,1,9,w9_f11_c4,1,1
46545,4,6,1,0,12,4,173,1179,Lpp_WT,0.404176,0.344051,114.239,220.766,1,1.2051,1,9,w9_f12_c4,1,0
46759,4,6,1,1,12,4,155,1082,Lpp_WT,0.453712,0.207708,110.268,347.296,4,3.45811,1,9,w9_f12_c4,1,1
49986,4,6,1,2,12,4,128,1126,Lpp_WT,0.454533,0.196987,110.591,433.667,3,3.5367,1,9,w9_f12_c4,1,0
50322,4,6,1,3,12,4,153,1091,Lpp_WT,0.466201,0.148841,111.217,445.562,1,1.79018,1,9,w9_f12_c4,1,0
50663,4,6,1,4,12,4,138,1099,Lpp_WT,0.470684,0.141405,126.974,425.499,2,3.15247,1,9,w9_f12_c4,1,0
51017,4,6,1,5,12,4,140,1102,Lpp_WT,0.448212,0.197137,252.281,467.179,6,8.57541,1,9,w9_f12_c4,1,1
51371,4,6,1,6,12,4,141,1112,Lpp_WT,0.474747,0.162268,240.033,413.897,5,12.1732,1,9,w9_f12_c4,1,1
51721,4,6,1,7,12,4,106,1215,Lpp_WT,0.46036,0.186195,261.617,406.374,7,13.029,1,9,w9_f12_c4,1,1
52074,4,6,1,8,12,4,136,1259,Lpp_WT,0.463371,0.172351,270.665,436.424,15,11.7191,1,9,w9_f12_c4,1,0
52440,4,6,1,9,12,4,94,1204,Lpp_WT,0.468128,0.156872,241.545,391.498,8,5.02998,1,9,w9_f12_c4,1,0
47080,4,6,1,10,12,4,114,1101,Lpp_WT,0.455822,0.186362,269.433,457.288,7,24.7657,1,9,w9_f12_c4,1,1
47431,4,6,1,11,12,4,118,1066,Lpp_WT,0.469667,0.165578,321.143,557.025,8,19.6483,1,9,w9_f12_c4,1,1
47785,4,6,1,12,12,4,107,1134,Lpp_WT,0.473711,0.175497,290.604,436.73,10,24.0583,1,9,w9_f12_c4,1,1
48147,4,6,1,13,12,4,110,1139,Lpp_WT,0.441723,0.204934,252.028,461.615,11,19.9627,1,9,w9_f12_c4,1,0
48507,4,6,1,14,12,4,114,1118,Lpp_WT,0.433398,0.227556,258.88,488.12,11,40.528,1,9,w9_f12_c4,1,1
48874,4,6,1,15,12,4,95,1191,Lpp_WT,0.465315,0.176665,268.516,450.646,14,22.2769,1,9,w9_f12_c4,1,0
49241,4,6,1,16,12,4,95,1074,Lpp_WT,0.451193,0.20072,259.538,486.537,10,30.7388,1,9,w9_f12_c4,1,1
49610,4,6,1,17,12,4,109,1098,Lpp_WT,0.443737,0.230854,277.254,500.73,10,24.2592,1,9,w9_f12_c4,1,0
46550,4,6,1,0,13,5,1289,911,Lpp_WT,0.331992,0.557182,130.383,321.39,1,19.3951,1,9,w9_f13_c5,1,0
46770,4,6,1,1,13,5,1263,870,Lpp_WT,0.324487,0.569716,125.541,630.51,1,19.1244,1,9,w9_f13_c5,1,0
49998,4,6,1,2,13,5,1257,864,Lpp_WT,0.340948,0.56531,125.408,880.702,1,16.8452,1,9,w9_f13_c5,1,0
50334,4,6,1,3,13,5,1251,889,Lpp_WT,0.346897,0.483385,125.431,1067.57,2,17.4739,1,9,w9_f13_c5,1,0
50676,4,6,1,4,13,5,1246,835,Lpp_WT,0.359351,0.466172,125.184,1230.51,0,0.0,0,9,w9_f13_c5,1,0
51030,4,6,1,5,13,5,1248,841,Lpp_WT,0.377899,0.366478,124.746,1313.75,0,0.0,0,9,w9_f13_c5,1,0
51384,4,6,1,6,13,5,1246,843,Lpp_WT,0.364716,0.391806,125.129,1460.67,1,0.855795,1,9,w9_f13_c5,1,0
51733,4,6,1,7,13,5,1248,836,Lpp_WT,0.382576,0.369206,125.173,1473.82,1,3.24853,1,9,w9_f13_c5,1,0
52086,4,6,1,8,13,5,1240,827,Lpp_WT,0.360393,0.442574,125.464,1563.13,1,4.50602,1,9,w9_f13_c5,1,0
52452,4,6,1,9,13,5,1244,832,Lpp_WT,0.348935,0.473982,125.238,1510.48,3,7.02974,1,9,w9_f13_c5,1,0
47091,4,6,1,10,13,5,1287,845,Lpp_WT,0.337738,0.450431,128.353,,3,27.6125,1,9,w9_f13_c5,1,1
47442,4,6,1,11,13,5,1270,831,Lpp_WT,0.341479,0.423648,127.364,,0,0.0,0,9,w9_f13_c5,1,0
47796,4,6,1,12,13,5,1275,843,Lpp_WT,0.323986,0.437979,127.828,,3,29.2629,1,9,w9_f13_c5,1,1
48158,4,6,1,13,13,5,1277,840,Lpp_WT,0.330084,0.458893,126.782,,6,36.249,1,9,w9_f13_c5,1,1
48518,4,6,1,14,13,5,1293,851,Lpp_WT,0.327491,0.465655,132.327,,4,88.304,1,9,w9_f13_c5,1,1
48885,4,6,1,15,13,5,1225,804,Lpp_WT,0.328252,0.370267,134.746,,5,6.84636,1,9,w9_f13_c5,1,0
49252,4,6,1,16,13,5,1252,836,Lpp_WT,0.430186,0.295953,443.36,265.7,5,70.6991,1,9,w9_f13_c5,1,1
49620,4,6,1,17,13,5,1302,799,Lpp_WT,0.444627,0.254636,751.186,5449.56,6,68.516,1,9,w9_f13_c5,1,1
46572,4,6,1,0,15,6,93,1173,Lpp_WT,0.378721,0.373445,113.94,225.005,4,6.75903,1,9,w9_f15_c6,1,0
46793,4,6,1,1,15,6,81,1143,Lpp_WT,0.370182,0.373109,110.92,354.055,2,5.24829,1,9,w9_f15_c6,1,0
50022,4,6,1,2,15,6,78,1150,Lpp_WT,0.382827,0.355518,112.436,461.666,3,5.77225,1,9,w9_f15_c6,1,0
50359,4,6,1,3,15,6,78,1141,Lpp_WT,0.375979,0.346035,112.698,588.648,1,3.65023,1,9,w9_f15_c6,1,0
50702,4,6,1,4,15,6,52,1091,Lpp_WT,0.443686,0.208673,115.83,679.529,2,5.95563,1,9,w9_f15_c6,1,0
51057,4,6,1,5,15,6,76,1122,Lpp_WT,0.443108,0.20756,111.724,680.995,4,8.22611,1,9,w9_f15_c6,1,0
51411,4,6,1,6,15,6,100,1132,Lpp_WT,0.409766,0.23268,111.223,648.217,4,12.9941,1,9,w9_f15_c6,1,1
51760,4,6,1,7,15,6,68,1140,Lpp_WT,0.420213,0.257486,111.132,759.998,9,14.4961,1,9,w9_f15_c6,1,1
52113,4,6,1,8,15,6,78,1139,Lpp_WT,0.407216,0.284848,111.389,702.068,10,16.7055,1,9,w9_f15_c6,1,1
52478,4,6,1,9,15,6,98,1110,Lpp_WT,0.400796,0.274383,114.544,693.717,8,23.351,1,9,w9_f15_c6,1,1
47118,4,6,1,10,15,6,115,1047,Lpp_WT,0.382253,0.297001,115.189,747.42,13,26.5471,1,9,w9_f15_c6,1,1
47470,4,6,1,11,15,6,96,1055,Lpp_WT,0.405725,0.269717,117.969,793.604,8,29.5948,1,9,w9_f15_c6,1,1
47824,4,6,1,12,15,6,96,1054,Lpp_WT,0.412115,0.258666,118.594,819.3,9,24.7307,1,9,w9_f15_c6,1,0
48186,4,6,1,13,15,6,99,1052,Lpp_WT,0.408884,0.266029,115.869,850.788,7,26.6781,1,9,w9_f15_c6,1,0
48546,4,6,1,14,15,6,89,1065,Lpp_WT,0.413085,0.265201,115.308,909.817,7,30.2847,1,9,w9_f15_c6,1,1
48913,4,6,1,15,15,6,77,1015,Lpp_WT,0.458808,0.223609,188.122,1617.65,7,28.2587,1,9,w9_f15_c6,1,0
49280,4,6,1,16,15,6,150,1032,Lpp_WT,0.515212,0.101043,478.221,1186.75,9,26.6344,1,9,w9_f15_c6,1,0
49649,4,6,1,17,15,6,152,1038,Lpp_WT,0.49994,0.145361,680.739,2080.44,8,40.4319,1,9,w9_f15_c6,1,1
46797,4,6,1,1,16,11,1768,661,Lpp_WT,0.354863,0.491258,123.128,280.574,2,8.60161,1,9,w9_f16_c11,1,0
50026,4,6,1,2,16,11,1793,678,Lpp_WT,0.34829,0.443709,124.183,366.391,2,11.038,1,9,w9_f16_c11,1,0
50363,4,6,1,3,16,11,1826,661,Lpp_WT,0.363549,0.40573,128.632,334.477,2,8.67147,1,9,w9_f16_c11,1,0
50706,4,6,1,4,16,11,1768,640,Lpp_WT,0.362722,0.446857,132.797,337.451,2,7.38778,1,9,w9_f16_c11,1,0
51061,4,6,1,5,16,11,1750,633,Lpp_WT,0.364682,0.467271,135.15,382.77,2,7.51877,1,9,w9_f16_c11,1,0
51415,4,6,1,6,16,11,1750,619,Lpp_WT,0.372701,0.430914,140.862,394.097,2,8.7064,1,9,w9_f16_c11,1,0
51764,4,6,1,7,16,11,1744,603,Lpp_WT,0.371613,0.477211,141.781,392.081,3,11.4572,1,9,w9_f16_c11,1,0
52117,4,6,1,8,16,11,1708,580,Lpp_WT,0.373951,0.504722,145.783,402.998,3,12.6448,1,9,w9_f16_c11,1,0
52482,4,6,1,9,16,11,1705,581,Lpp_WT,0.380315,0.397852,146.987,418.727,4,16.3911,1,9,w9_f16_c11,1,0
47122,4,6,1,10,16,11,1697,460,Lpp_WT,0.378347,0.434177,146.036,430.691,3,16.3562,1,9,w9_f16_c11,1,0
47474,4,6,1,11,16,11,1700,468,Lpp_WT,0.389357,0.38137,145.614,457.989,6,28.0491,1,9,w9_f16_c11,1,1
47828,4,6,1,12,16,11,1706,486,Lpp_WT,0.379405,0.432647,143.729,433.644,5,29.2717,1,9,w9_f16_c11,1,1
48190,4,6,1,13,16,11,1716,473,Lpp_WT,0.36154,0.443684,144.473,449.15,8,35.5329,1,9,w9_f16_c11,1,1
48550,4,6,1,14,16,11,1725,481,Lpp_WT,0.367083,0.406334,142.211,494.552,6,44.5537,1,9,w9_f16_c11,1,1
48917,4,6,1,15,16,11,1709,462,Lpp_WT,0.367167,0.361365,144.211,538.618,5,51.3913,1,9,w9_f16_c11,1,1
49284,4,6,1,16,16,11,1700,463,Lpp_WT,0.448639,0.185529,152.286,701.302,11,52.5266,1,9,w9_f16_c11,1,1
49653,4,6,1,17,16,11,1663,467,Lpp_WT,0.489819,0.118873,155.531,925.967,7,38.7553,1,9,w9_f16_c11,1,0
46580,4,6,1,0,16,4,1055,688,Lpp_WT,0.370443,0.414315,128.293,266.617,6,6.02549,1,9,w9_f16_c4,1,0
46801,4,6,1,1,16,4,992,631,Lpp_WT,0.383252,0.322605,124.737,498.014,4,7.73708,1,9,w9_f16_c4,1,0
50032,4,6,1,2,16,4,971,636,Lpp_WT,0.420491,0.240304,123.93,705.143,4,8.2785,1,9,w9_f16_c4,1,0
50369,4,6,1,3,16,4,1014,636,Lpp_WT,0.416639,0.258727,124.368,948.551,4,10.5752,1,9,w9_f16_c4,1,0
50712,4,6,1,4,16,4,971,628,Lpp_WT,0.417821,0.286181,125.313,1113.52,4,10.7673,1,9,w9_f16_c4,1,0
51067,4,6,1,5,16,4,982,630,Lpp_WT,0.432007,0.243136,125.207,1276.92,4,10.7062,1,9,w9_f16_c4,1,0
51421,4,6,1,6,16,4,975,623,Lpp_WT,0.443119,0.235323,124.689,1413.58,6,11.2039,1,9,w9_f16_c4,1,0
51769,4,6,1,7,16,4,980,633,Lpp_WT,0.440122,0.236939,124.626,1417.08,6,14.8105,1,9,w9_f16_c4,1,0
52124,4,6,1,8,16,4,972,635,Lpp_WT,0.422844,0.266534,124.622,1443.99,8,17.666,1,9,w9_f16_c4,1,0
52489,4,6,1,9,16,4,968,642,Lpp_WT,0.423484,0.249221,125.1,1424.32,6,20.6351,1,9,w9_f16_c4,1,0
47131,4,6,1,10,16,4,1040,574,Lpp_WT,0.412313,0.319608,125.313,1391.34,10,22.7572,1,9,w9_f16_c4,1,0
47483,4,6,1,11,16,4,1036,587,Lpp_WT,0.391027,0.362305,125.327,1444.06,8,22.1546,1,9,w9_f16_c4,1,0
47838,4,6,1,12,16,4,1063,604,Lpp_WT,0.374518,0.483622,124.922,1444.74,9,22.1197,1,9,w9_f16_c4,1,0
48200,4,6,1,13,16,4,1082,617,Lpp_WT,0.355267,0.525249,125.801,1400.77,7,23.4907,1,9,w9_f16_c4,1,0
48559,4,6,1,14,16,4,1087,627,Lpp_WT,0.380585,0.434635,125.315,1457.71,8,23.0104,1,9,w9_f16_c4,1,0
48926,4,6,1,15,16,4,1091,644,Lpp_WT,0.370578,0.372978,125.454,1442.33,7,32.0137,1,9,w9_f16_c4,1,1
