Unnamed: 0.1,Unnamed: 0,row,col,plane,t,field,n,x,y,bbox,pos_x_um,pos_y_um,bacteria,assay,treatment,track_point_x,track_point_y,bacteria_area,if,ni,intensity_cell_alexa_647_mean,intensity_cell_dsred_mean,far_red_sdmean,red_sdmean,well_id,cell_lbl,growth,significant_growth
26064,413764,12,3,1,0,1,10,594,773,_506_678_685_968_,-45.82,24.53,WT,5,none,588,816,3.74853,1,0,141.502,156.274,0.183518,0.255849,109,w109_f1_c10,0,0
26065,414001,12,3,1,1,1,10,557,823,_453_666_671_958_,-49.15,24.93,WT,5,none,552,812,1.85691,1,0,131.124,159.544,0.144402,0.298649,109,w109_f1_c10,0,0
26066,417221,12,3,1,2,1,10,513,829,_423_641_638_942_,-52.21,26.47,WT,5,none,519,795,1.58792,1,0,123.829,140.872,0.109445,0.223613,109,w109_f1_c10,0,0
26067,417559,12,3,1,3,1,10,503,779,_395_639_612_955_,-53.58,26.43,WT,5,none,504,796,1.99574,1,0,122.507,139.188,0.0944509,0.19133,109,w109_f1_c10,0,0
26068,417914,12,3,1,4,1,10,494,754,_400_651_600_927_,-54.29,26.75,WT,5,none,497,792,1.85691,1,0,121.18,136.588,0.0813014,0.167684,109,w109_f1_c10,0,0
26069,418274,12,3,1,5,1,10,493,820,_392_642_607_940_,-54.69,26.45,WT,5,none,492,796,1.56189,1,0,120.282,134.857,0.0732602,0.14775,109,w109_f1_c10,0,0
26070,418635,12,3,1,6,1,10,509,794,_407_628_605_910_,-53.57,28.84,WT,5,none,504,770,1.6313,1,0,121.593,137.4,0.0767447,0.151294,109,w109_f1_c10,0,0
26071,418992,12,3,1,7,1,10,492,800,_390_616_600_898_,-54.76,29.69,WT,5,none,492,761,4.06958,1,0,121.955,135.73,0.076593,0.144125,109,w109_f1_c10,0,0
26072,419355,12,3,1,8,1,10,490,800,_383_617_591_912_,-55.51,29.11,WT,5,none,484,767,3.88736,1,0,122.266,137.987,0.084099,0.16972,109,w109_f1_c10,0,0
26073,419719,12,3,1,9,1,10,484,801,_370_626_590_916_,-55.99,28.43,WT,5,none,478,774,3.37541,1,0,121.933,133.406,0.0855566,0.141395,109,w109_f1_c10,0,0
26074,414308,12,3,1,10,1,10,495,791,_393_614_600_907_,-54.78,29.4,WT,5,none,491,764,4.15635,1,0,122.132,132.954,0.0820286,0.148737,109,w109_f1_c10,0,0
26075,414677,12,3,1,11,1,10,475,775,_371_613_575_918_,-56.38,28.46,WT,5,none,474,774,3.60969,1,0,122.688,134.087,0.0947561,0.156689,109,w109_f1_c10,0,0
26076,415046,12,3,1,12,1,10,473,778,_372_622_571_901_,-56.96,29.37,WT,5,none,468,764,4.17371,1,0,124.535,136.469,0.0907091,0.16887,109,w109_f1_c10,0,0
26077,415411,12,3,1,13,1,10,467,787,_373_626_560_917_,-57.13,28.71,WT,5,none,466,771,3.87001,1,0,126.158,138.047,0.0962307,0.166425,109,w109_f1_c10,0,0
26078,415773,12,3,1,14,1,10,489,779,_379_619_587_907_,-55.65,29.33,WT,5,none,482,765,3.12377,1,0,125.995,136.078,0.103033,0.164079,109,w109_f1_c10,0,0
26079,416137,12,3,1,15,1,10,469,803,_374_614_570_900_,-56.68,29.32,WT,5,none,471,765,3.92207,1,0,130.72,136.31,0.113278,0.156361,109,w109_f1_c10,0,0
26080,416500,12,3,1,16,1,10,466,748,_366_626_561_902_,-57.33,29.38,WT,5,none,464,764,4.14768,1,0,133.248,137.252,0.116613,0.157486,109,w109_f1_c10,0,0
26081,416869,12,3,1,17,1,10,465,785,_362_599_558_897_,-57.61,29.57,WT,5,none,461,762,4.10429,1,0,135.177,137.352,0.122167,0.144242,109,w109_f1_c10,0,0
26082,413765,12,3,1,0,1,11,1609,866,_1474_753_1727_985_,48.75,19.86,WT,5,none,1603,866,3.48821,1,0,143.556,173.025,0.185494,0.322532,109,w109_f1_c11,0,0
26083,414002,12,3,1,1,1,11,1560,836,_1441_713_1684_958_,44.67,22.61,WT,5,none,1559,837,2.76801,1,0,135.652,167.746,0.140783,0.274575,109,w109_f1_c11,0,0
26084,417222,12,3,1,2,1,11,1531,842,_1411_721_1648_953_,41.94,22.33,WT,5,none,1530,840,3.35806,1,0,133.626,172.82,0.120955,0.284989,109,w109_f1_c11,0,0
26085,417560,12,3,1,3,1,11,1513,843,_1400_725_1641_957_,41.29,22.21,WT,5,none,1523,841,3.35806,1,0,133.242,180.057,0.119748,0.299189,109,w109_f1_c11,0,0
26086,417915,12,3,1,4,1,11,1512,834,_1403_728_1628_964_,40.61,22.11,WT,5,none,1515,842,3.42747,1,0,132.565,178.721,0.122504,0.318795,109,w109_f1_c11,0,0
26087,418275,12,3,1,5,1,11,1513,840,_1394_718_1631_963_,40.54,22.05,WT,5,none,1515,843,3.57498,1,0,141.108,282.021,0.15276,0.52725,109,w109_f1_c11,0,1
26088,418636,12,3,1,6,1,11,1523,797,_1396_681_1647_913_,41.6,26.06,WT,5,none,1526,800,3.63572,1,0,133.397,174.721,0.107723,0.266642,109,w109_f1_c11,0,1
26089,418993,12,3,1,7,1,11,1521,790,_1395_664_1649_913_,41.12,26.75,WT,5,none,1521,792,4.26916,1,0,131.885,166.098,0.100737,0.237881,109,w109_f1_c11,0,0
26090,419356,12,3,1,8,1,11,1518,803,_1402_677_1632_926_,40.87,25.84,WT,5,none,1518,802,3.73117,1,0,132.433,165.476,0.105665,0.228002,109,w109_f1_c11,0,0
26091,419720,12,3,1,9,1,11,1511,780,_1392_667_1626_900_,40.3,27.25,WT,5,none,1512,787,4.98936,1,0,133.141,161.314,0.108264,0.222249,109,w109_f1_c11,0,1
26092,414309,12,3,1,10,1,11,1517,784,_1400_658_1632_899_,41.26,27.65,WT,5,none,1522,783,5.49263,1,0,133.561,160.735,0.116022,0.227249,109,w109_f1_c11,0,1
26093,414678,12,3,1,11,1,11,1503,798,_1385_683_1619_927_,39.1,25.95,WT,5,none,1499,801,6.59463,1,0,134.567,158.881,0.115433,0.208801,109,w109_f1_c11,0,1
26094,415047,12,3,1,12,1,11,1500,786,_1371_671_1616_907_,38.87,26.82,WT,5,none,1497,792,8.0871,1,0,137.155,158.629,0.124173,0.198085,109,w109_f1_c11,0,0
26095,415412,12,3,1,13,1,11,1492,798,_1375_680_1612_916_,38.65,26.19,WT,5,none,1494,798,7.2888,1,0,139.526,160.739,0.127409,0.18534,109,w109_f1_c11,0,0
26096,415774,12,3,1,14,1,11,1514,787,_1395_672_1631_913_,40.5,26.62,WT,5,none,1514,794,8.34741,1,0,138.441,154.301,0.136572,0.179152,109,w109_f1_c11,0,0
26097,416138,12,3,1,15,1,11,1501,787,_1384_674_1623_904_,39.59,26.79,WT,5,none,1504,792,8.5817,1,0,144.355,154.721,0.145236,0.167437,109,w109_f1_c11,0,0
26098,416501,12,3,1,16,1,11,1497,793,_1378_679_1618_911_,38.92,26.42,WT,5,none,1497,796,7.80075,1,0,146.881,156.17,0.156256,0.174115,109,w109_f1_c11,0,0
26099,416870,12,3,1,17,1,11,1490,794,_1376_678_1616_908_,38.83,26.61,WT,5,none,1496,794,7.81811,1,0,152.899,160.234,0.166682,0.163515,109,w109_f1_c11,0,0
26100,413766,12,3,1,0,1,12,1396,996,_1302_887_1656_1097_,32.61,6.59,WT,5,none,1430,1009,0.0,0,1,156.431,213.114,0.196974,0.373245,109,w109_f1_c12,0,0
26101,414003,12,3,1,1,1,12,1357,956,_1236_810_1625_1061_,28.21,11.3,WT,5,none,1382,958,0.0,0,1,145.635,205.992,0.159916,0.356812,109,w109_f1_c12,0,0
26102,417223,12,3,1,2,1,12,1331,938,_1199_782_1574_1067_,25.34,13.37,WT,5,none,1352,936,0.0,0,1,137.877,186.425,0.142201,0.349352,109,w109_f1_c12,0,0
26103,417561,12,3,1,3,1,12,1287,905,_1184_764_1557_1063_,23.32,14.03,WT,5,none,1330,929,0.0,0,1,136.366,179.915,0.122188,0.297873,109,w109_f1_c12,0,0
26104,417916,12,3,1,4,1,12,1302,933,_1186_762_1527_1063_,22.46,14.63,WT,5,none,1321,922,0.0,0,1,134.737,176.927,0.122937,0.307966,109,w109_f1_c12,0,0
26105,418276,12,3,1,5,1,12,1263,880,_1162_767_1523_1079_,22.25,14.25,WT,5,none,1318,927,0.0,0,1,134.999,182.497,0.125358,0.321858,109,w109_f1_c12,0,0
26106,418637,12,3,1,6,1,12,1300,871,_1207_717_1536_1033_,23.77,17.84,WT,5,none,1335,888,0.0,0,1,138.482,186.532,0.134129,0.317572,109,w109_f1_c12,0,0
26107,418994,12,3,1,7,1,12,1295,896,_1186_717_1520_1019_,22.1,18.27,WT,5,none,1317,883,0.0,0,1,138.733,182.95,0.136409,0.314049,109,w109_f1_c12,0,0
26108,419357,12,3,1,8,1,12,1297,909,_1188_719_1526_1021_,21.54,17.75,WT,5,none,1311,889,0.0,0,1,140.737,181.215,0.142988,0.296017,109,w109_f1_c12,0,0
26109,419721,12,3,1,9,1,12,1292,897,_1180_717_1514_1016_,21.4,17.88,WT,5,none,1309,888,0.0,0,1,141.411,178.155,0.151618,0.292876,109,w109_f1_c12,0,0
26110,414310,12,3,1,10,1,12,1280,856,_1183_714_1520_1014_,22.02,18.27,WT,5,none,1316,883,0.0,0,1,143.761,174.554,0.162809,0.292027,109,w109_f1_c12,0,0
26111,414679,12,3,1,11,1,12,1292,915,_1169_717_1471_1049_,20.13,17.6,WT,5,none,1296,891,0.0,0,1,145.36,171.789,0.176365,0.295868,109,w109_f1_c12,0,0
26112,415048,12,3,1,12,1,12,1282,908,_1154_715_1480_1011_,19.32,18.69,WT,5,none,1287,879,0.0,0,1,147.796,164.872,0.167738,0.228011,109,w109_f1_c12,0,0
26113,415413,12,3,1,13,1,12,1278,907,_1153_737_1471_1008_,18.97,17.93,WT,5,none,1283,887,0.0,0,1,151.645,173.703,0.1885,0.267855,109,w109_f1_c12,0,0
26114,415775,12,3,1,14,1,12,1301,906,_1195_721_1493_1016_,21.29,18.2,WT,5,none,1308,884,0.0,0,1,152.417,170.884,0.187634,0.248321,109,w109_f1_c12,0,0
26115,416139,12,3,1,15,1,12,1294,904,_1163_728_1469_1006_,20.0,18.49,WT,5,none,1294,881,0.0,0,1,159.345,172.724,0.195718,0.250875,109,w109_f1_c12,0,0
26116,416502,12,3,1,16,1,12,1280,908,_1164_722_1451_1015_,19.27,18.14,WT,5,none,1286,885,0.0,0,1,160.774,171.213,0.209798,0.247573,109,w109_f1_c12,0,0
26117,416871,12,3,1,17,1,12,1278,911,_1170_720_1456_1007_,18.98,18.36,WT,5,none,1283,882,0.0,0,1,169.071,179.083,0.219423,0.242996,109,w109_f1_c12,0,0
26118,413767,12,3,1,0,1,13,900,1039,_777_861_1040_1216_,-16.38,4.13,WT,5,none,904,1035,0.0,0,1,128.53,175.906,0.0932829,0.304961,109,w109_f1_c13,0,0
26119,414004,12,3,1,1,1,13,867,1009,_733_835_993_1187_,-20.12,6.61,WT,5,none,864,1009,0.0,0,1,125.026,169.976,0.0781898,0.287553,109,w109_f1_c13,0,0
26120,417224,12,3,1,2,1,13,828,1004,_707_883_975_1205_,-21.96,5.59,WT,5,none,844,1020,1.60527,1,0,123.45,161.319,0.0725063,0.259982,109,w109_f1_c13,0,0
26121,417562,12,3,1,3,1,13,812,1013,_679_829_969_1217_,-24.57,6.53,WT,5,none,816,1009,0.0,0,1,123.868,152.017,0.0724567,0.180187,109,w109_f1_c13,0,0
26122,417917,12,3,1,4,1,13,810,994,_694_846_928_1141_,-25.71,8.54,WT,5,none,803,988,0.0,0,1,120.645,124.954,0.0520463,0.0579415,109,w109_f1_c13,0,0
26123,418277,12,3,1,5,1,13,786,981,_688_858_935_1166_,-26.01,7.68,WT,5,none,800,997,0.0,0,1,121.907,129.357,0.0518519,0.0711752,109,w109_f1_c13,0,0
26124,418638,12,3,1,6,1,13,807,961,_708_827_923_1065_,-25.49,12.04,WT,5,none,806,950,0.0,0,1,124.408,129.266,0.0566563,0.0688063,109,w109_f1_c13,0,0
26125,418995,12,3,1,7,1,13,799,966,_695_825_903_1065_,-26.51,12.2,WT,5,none,795,948,0.0,0,1,124.594,129.096,0.0586494,0.0687982,109,w109_f1_c13,0,0
26126,419358,12,3,1,8,1,13,792,962,_689_829_912_1085_,-26.81,11.69,WT,5,none,792,954,0.0,0,1,126.065,131.117,0.0617946,0.0789505,109,w109_f1_c13,0,0
26127,419722,12,3,1,9,1,13,787,936,_685_824_898_1064_,-27.09,12.43,WT,5,none,789,946,0.0,0,1,126.233,128.591,0.0653181,0.0667737,109,w109_f1_c13,0,0
26128,414311,12,3,1,10,1,13,791,942,_692_823_916_1060_,-26.58,12.54,WT,5,none,794,945,0.0,0,1,127.669,128.49,0.0694467,0.0655423,109,w109_f1_c13,0,0
26129,414680,12,3,1,11,1,13,771,935,_677_824_901_1073_,-27.87,11.72,WT,5,none,780,954,0.0,0,1,127.63,128.892,0.0726448,0.066745,109,w109_f1_c13,0,0
26130,415049,12,3,1,12,1,13,775,961,_672_821_899_1072_,-28.34,12.02,WT,5,none,775,950,0.0,0,1,129.435,130.041,0.0755763,0.0731534,109,w109_f1_c13,0,0
26131,415414,12,3,1,13,1,13,769,955,_669_825_900_1078_,-28.49,11.42,WT,5,none,774,957,0.0,0,1,130.025,132.275,0.0789284,0.0792624,109,w109_f1_c13,0,0
26132,415776,12,3,1,14,1,13,789,955,_689_827_904_1063_,-27.0,12.31,WT,5,none,790,947,0.0,0,1,130.368,128.328,0.0846308,0.064275,109,w109_f1_c13,0,0
26133,416140,12,3,1,15,1,13,782,959,_679_820_907_1070_,-27.72,12.2,WT,5,none,782,949,0.0,0,1,132.123,129.107,0.0879232,0.0694313,109,w109_f1_c13,0,0
26134,416503,12,3,1,16,1,13,772,943,_654_828_896_1096_,-28.16,11.62,WT,5,none,777,955,0.0,0,1,133.436,130.75,0.090368,0.0752874,109,w109_f1_c13,0,0
26135,416872,12,3,1,17,1,13,780,951,_668_822_921_1074_,-27.5,12.43,WT,5,none,784,946,0.0,0,1,135.203,135.416,0.0941945,0.109124,109,w109_f1_c13,0,0
26136,413770,12,3,1,0,1,16,1558,1238,_1441_1126_1670_1429_,44.17,-17.07,WT,5,none,1554,1263,2.98494,1,0,172.161,210.787,0.271821,0.40467,109,w109_f1_c16,0,0
26137,414005,12,3,1,1,1,16,1508,1212,_1405_1084_1663_1409_,40.8,-13.68,WT,5,none,1518,1226,4.59021,1,0,152.43,198.166,0.23851,0.434001,109,w109_f1_c16,0,0
26138,417225,12,3,1,2,1,16,1476,1228,_1382_1086_1624_1372_,38.0,-13.46,WT,5,none,1487,1224,3.37541,1,0,148.411,205.423,0.202767,0.436585,109,w109_f1_c16,0,0
26139,417563,12,3,1,3,1,16,1464,1204,_1351_1080_1594_1391_,35.68,-12.69,WT,5,none,1463,1216,2.38621,1,0,149.872,263.75,0.197529,0.544646,109,w109_f1_c16,0,0
26140,417918,12,3,1,4,1,16,1461,1191,_1353_1064_1579_1342_,35.1,-10.55,WT,5,none,1456,1193,2.40357,1,0,140.331,189.829,0.160588,0.382013,109,w109_f1_c16,0,0
26141,418278,12,3,1,5,1,16,1461,1193,_1340_1078_1597_1340_,35.09,-10.98,WT,5,none,1456,1197,2.17796,1,0,137.721,183.842,0.145493,0.35802,109,w109_f1_c16,0,0
26142,418639,12,3,1,6,1,16,1472,1162,_1346_1036_1589_1330_,35.75,-7.73,WT,5,none,1463,1162,2.46431,1,0,138.565,184.621,0.143947,0.343329,109,w109_f1_c16,0,0
26143,418996,12,3,1,7,1,16,1461,1157,_1343_1029_1580_1325_,35.11,-6.74,WT,5,none,1456,1152,2.08251,1,0,137.82,178.384,0.147996,0.351181,109,w109_f1_c16,0,0
26144,419359,12,3,1,8,1,16,1443,1141,_1324_1035_1559_1285_,33.61,-6.59,WT,5,none,1440,1150,1.66601,1,0,138.115,180.02,0.1451,0.331364,109,w109_f1_c16,0,0
26145,419723,12,3,1,9,1,16,1436,1139,_1297_1028_1563_1256_,32.77,-5.22,WT,5,none,1431,1136,2.94155,1,0,138.752,171.985,0.156434,0.315469,109,w109_f1_c16,0,0
26146,414312,12,3,1,10,1,16,1455,1137,_1336_1027_1604_1245_,35.39,-4.57,WT,5,none,1459,1129,3.80927,1,0,126.729,129.435,0.0882047,0.0752163,109,w109_f1_c16,0,0
26147,414681,12,3,1,11,1,16,1452,1131,_1295_1020_1591_1243_,33.88,-4.71,WT,5,none,1443,1130,4.00016,1,0,126.601,129.096,0.0976176,0.0642465,109,w109_f1_c16,0,0
26148,415050,12,3,1,12,1,16,1411,1123,_1297_1015_1558_1234_,31.28,-4.37,WT,5,none,1415,1126,4.85052,1,0,130.71,131.333,0.107607,0.0645696,109,w109_f1_c16,0,1
26149,415415,12,3,1,13,1,16,1404,1129,_1305_1030_1541_1238_,30.96,-4.95,WT,5,none,1412,1133,5.07613,1,0,134.806,133.312,0.119051,0.0706551,109,w109_f1_c16,0,1
26150,415777,12,3,1,14,1,16,1419,1141,_1330_1031_1518_1233_,31.97,-5.28,WT,5,none,1423,1136,5.93517,1,0,139.796,129.166,0.137772,0.0565469,109,w109_f1_c16,0,0
26151,416141,12,3,1,15,1,16,1407,1141,_1319_1027_1505_1232_,30.66,-5.29,WT,5,none,1409,1136,5.8484,1,0,143.854,129.76,0.145731,0.0565101,109,w109_f1_c16,0,0
26152,416504,12,3,1,16,1,16,1398,1136,_1309_1030_1498_1238_,29.79,-5.57,WT,5,none,1399,1139,5.61411,1,0,147.279,132.356,0.159321,0.0602823,109,w109_f1_c16,0,0
26153,416873,12,3,1,17,1,16,1397,1131,_1308_1028_1493_1233_,29.49,-5.21,WT,5,none,1396,1135,5.67485,1,0,151.551,136.08,0.158727,0.0675547,109,w109_f1_c16,0,0
26154,413771,12,3,1,0,1,17,657,1500,_536_1311_753_1605_,-40.04,-36.71,WT,5,none,650,1474,1.04993,1,0,135.248,155.718,0.168979,0.26839,109,w109_f1_c17,0,0
26155,414006,12,3,1,1,1,17,614,1454,_501_1283_727_1574_,-43.06,-33.8,WT,5,none,617,1442,1.08464,1,0,127.273,148.941,0.123891,0.248396,109,w109_f1_c17,0,0
26156,417226,12,3,1,2,1,17,582,1449,_472_1275_709_1577_,-45.95,-33.4,WT,5,none,586,1438,0.85036,1,0,123.163,146.415,0.10441,0.250967,109,w109_f1_c17,0,0
26157,417564,12,3,1,3,1,17,569,1458,_454_1269_692_1584_,-47.39,-33.79,WT,5,none,571,1442,1.28422,1,0,124.638,152.344,0.113379,0.27539,109,w109_f1_c17,0,1
26158,417919,12,3,1,4,1,17,569,1443,_469_1262_688_1572_,-46.94,-33.81,WT,5,none,576,1442,1.44908,1,0,123.133,149.937,0.10165,0.269684,109,w109_f1_c17,0,0
26159,418279,12,3,1,5,1,17,569,1456,_464_1270_682_1596_,-47.44,-35.34,WT,5,none,570,1459,1.42305,1,0,124.674,156.068,0.111907,0.314574,109,w109_f1_c17,0,0
26160,418640,12,3,1,6,1,17,585,1431,_478_1277_698_1558_,-46.04,-32.62,WT,5,none,585,1430,1.55321,1,0,125.28,157.479,0.11667,0.343183,109,w109_f1_c17,0,1
26161,418997,12,3,1,7,1,17,577,1412,_471_1245_703_1564_,-45.88,-32.56,WT,5,none,587,1429,1.57924,1,0,125.447,155.655,0.101158,0.277017,109,w109_f1_c17,0,1
26162,419360,12,3,1,8,1,17,595,1447,_476_1281_703_1572_,-45.45,-33.64,WT,5,none,592,1441,2.03045,1,0,126.386,161.389,0.108057,0.315843,109,w109_f1_c17,0,1
26163,419724,12,3,1,9,1,17,582,1433,_473_1275_705_1584_,-45.85,-33.62,WT,5,none,587,1440,2.39489,1,0,124.8,155.93,0.109007,0.320615,109,w109_f1_c17,0,0
26164,414313,12,3,1,10,1,17,601,1439,_479_1249_716_1573_,-45.23,-33.46,WT,5,none,594,1439,2.30812,1,0,124.938,154.468,0.10997,0.328163,109,w109_f1_c17,0,0
26165,414682,12,3,1,11,1,17,574,1445,_455_1298_694_1568_,-47.18,-34.1,WT,5,none,573,1446,2.93288,1,0,125.907,156.695,0.108162,0.317655,109,w109_f1_c17,0,0
26166,415051,12,3,1,12,1,17,584,1458,_449_1292_703_1574_,-47.09,-34.17,WT,5,none,574,1446,2.39489,1,0,127.591,161.464,0.11981,0.361171,109,w109_f1_c17,0,0
26167,415416,12,3,1,13,1,17,559,1438,_432_1249_706_1573_,-47.85,-33.24,WT,5,none,566,1436,3.15848,1,0,128.122,159.882,0.129843,0.362383,109,w109_f1_c17,0,1
26186,413773,12,3,1,0,1,19,892,1676,_774_1573_1044_1784_,-16.59,-55.32,WT,5,none,901,1673,4.85052,1,0,136.269,151.217,0.13662,0.189302,109,w109_f1_c19,0,0
26187,414008,12,3,1,1,1,19,848,1644,_758_1534_1011_1758_,-18.96,-51.51,WT,5,none,876,1632,3.88736,1,0,128.548,145.16,0.0925261,0.155599,109,w109_f1_c19,0,0
26188,417228,12,3,1,2,1,19,901,1624,_740_1536_1008_1736_,-18.88,-51.78,WT,5,none,877,1635,4.92862,1,0,127.944,153.635,0.0924508,0.191641,109,w109_f1_c19,0,0
26189,417566,12,3,1,3,1,19,839,1595,_681_1464_992_1768_,-23.12,-48.89,WT,5,none,831,1604,3.76588,1,0,120.683,138.634,0.0831386,0.21179,109,w109_f1_c19,0,0
26190,417921,12,3,1,4,1,19,839,1595,_681_1464_992_1768_,-23.13,-48.88,WT,5,none,831,1604,4.98068,1,0,121.168,139.571,0.0941139,0.251144,109,w109_f1_c19,0,0
26191,418281,12,3,1,5,1,19,803,1653,_679_1525_941_1766_,-25.38,-52.72,WT,5,none,807,1646,2.88081,1,0,124.661,156.492,0.0918727,0.241125,109,w109_f1_c19,0,0
26192,418642,12,3,1,6,1,19,807,1620,_703_1495_940_1718_,-24.57,-49.37,WT,5,none,816,1609,0.0,0,1,125.631,163.123,0.084151,0.233831,109,w109_f1_c19,0,0
26193,418999,12,3,1,7,1,19,763,1630,_656_1527_904_1720_,-28.13,-50.43,WT,5,none,778,1621,0.0,0,1,123.259,154.464,0.0797148,0.205571,109,w109_f1_c19,0,0
26194,419362,12,3,1,8,1,19,775,1607,_668_1475_965_1734_,-26.21,-47.51,WT,5,none,798,1590,2.69859,1,0,121.65,147.247,0.0886577,0.265234,109,w109_f1_c19,0,0
26195,419726,12,3,1,9,1,19,768,1600,_663_1463_922_1733_,-28.2,-47.85,WT,5,none,777,1593,2.65521,1,0,122.478,142.636,0.0995945,0.235843,109,w109_f1_c19,0,0
26196,414315,12,3,1,10,1,19,758,1595,_664_1449_943_1752_,-27.48,-47.14,WT,5,none,785,1586,0.0954486,1,0,122.516,139.363,0.0988942,0.224692,109,w109_f1_c19,0,0
26197,414684,12,3,1,11,1,19,742,1585,_624_1462_865_1772_,-31.62,-49.4,WT,5,none,740,1610,3.10642,1,0,122.97,140.563,0.112752,0.23847,109,w109_f1_c19,0,0
26198,415053,12,3,1,12,1,19,716,1620,_598_1444_898_1768_,-31.54,-48.5,WT,5,none,741,1600,2.83743,1,0,123.107,138.985,0.116158,0.230035,109,w109_f1_c19,0,0
26199,415418,12,3,1,13,1,19,711,1621,_606_1450_882_1770_,-32.06,-49.04,WT,5,none,735,1606,2.32547,1,0,122.866,139.743,0.122972,0.237596,109,w109_f1_c19,0,0
26200,415779,12,3,1,14,1,19,747,1621,_647_1496_875_1772_,-30.47,-50.38,WT,5,none,752,1620,7.04584,1,0,126.035,141.179,0.128579,0.21297,109,w109_f1_c19,0,1
26201,416143,12,3,1,15,1,19,744,1619,_647_1502_884_1759_,-31.05,-50.28,WT,5,none,746,1619,10.9245,1,0,129.38,144.403,0.145412,0.201596,109,w109_f1_c19,0,1
26202,416506,12,3,1,16,1,19,736,1632,_638_1512_834_1745_,-32.49,-50.66,WT,5,none,731,1623,15.3065,1,0,133.706,149.557,0.144391,0.195097,109,w109_f1_c19,0,1
26203,416875,12,3,1,17,1,19,728,1616,_626_1508_839_1736_,-32.83,-50.11,WT,5,none,727,1617,18.8121,1,0,135.58,152.137,0.151724,0.201545,109,w109_f1_c19,0,1
26204,413774,12,3,1,0,1,2,647,328,_528_192_755_462_,-40.83,70.4,WT,5,none,641,324,1.76146,1,0,124.179,140.489,0.132193,0.270819,109,w109_f1_c2,0,0
26205,414009,12,3,1,1,1,2,606,268,_496_154_722_376_,-43.39,76.17,WT,5,none,614,262,1.53585,1,0,123.168,148.907,0.112734,0.301241,109,w109_f1_c2,0,0
26206,417229,12,3,1,2,1,2,553,255,_450_164_675_351_,-48.95,76.78,WT,5,none,554,255,0.0,0,1,123.597,160.562,0.123355,0.355915,109,w109_f1_c2,0,0
26207,417567,12,3,1,3,1,2,544,245,_447_140_675_336_,-48.69,78.24,WT,5,none,557,240,0.0,0,1,120.292,146.816,0.087192,0.239997,109,w109_f1_c2,0,0
26208,417922,12,3,1,4,1,2,513,262,_410_157_648_377_,-51.61,76.24,WT,5,none,525,261,0.0,0,1,117.623,137.121,0.0805909,0.218916,109,w109_f1_c2,0,0
26209,418282,12,3,1,5,1,2,503,253,_418_144_677_355_,-51.12,77.58,WT,5,none,531,247,0.0,0,1,116.809,130.617,0.0693379,0.153919,109,w109_f1_c2,0,0
26210,418643,12,3,1,6,1,2,509,228,_408_111_681_356_,-50.37,79.38,WT,5,none,539,227,2.05648,1,0,115.237,124.159,0.0612884,0.123537,109,w109_f1_c2,0,0
26211,419000,12,3,1,7,1,2,513,216,_416_123_655_317_,-52.12,80.78,WT,5,none,520,212,1.56189,1,0,116.865,128.625,0.0651089,0.137739,109,w109_f1_c2,0,0
26212,419363,12,3,1,8,1,2,482,230,_390_124_645_322_,-53.53,80.18,WT,5,none,505,219,0.0,0,1,115.836,126.843,0.0616344,0.126147,109,w109_f1_c2,0,0
26213,419727,12,3,1,9,1,2,495,224,_392_111_648_333_,-52.55,80.71,WT,5,none,515,213,0.0,0,1,115.198,123.056,0.0667742,0.124009,109,w109_f1_c2,0,0
26214,414316,12,3,1,10,1,2,534,214,_394_85_651_328_,-51.11,81.49,WT,5,none,531,205,0.0,0,1,115.248,117.623,0.0715257,0.0623872,109,w109_f1_c2,0,0
26215,414685,12,3,1,11,1,2,500,212,_401_125_607_297_,-53.48,81.25,WT,5,none,505,207,0.0,0,1,123.879,130.396,0.0981197,0.0969572,109,w109_f1_c2,0,0
26216,415054,12,3,1,12,1,2,488,203,_394_119_625_285_,-54.2,82.02,WT,5,none,498,199,0.0,0,1,124.407,128.11,0.0885643,0.0762597,109,w109_f1_c2,0,0
26217,415419,12,3,1,13,1,2,483,207,_394_125_585_283_,-54.88,81.48,WT,5,none,490,205,0.0,0,1,123.091,122.669,0.0841302,0.0580883,109,w109_f1_c2,0,0
26218,415780,12,3,1,14,1,2,502,204,_418_130_605_277_,-53.21,81.74,WT,5,none,508,202,2.66388,1,0,123.907,120.574,0.0836803,0.0540991,109,w109_f1_c2,0,0
26219,416144,12,3,1,15,1,2,505,199,_389_95_638_294_,-53.23,82.53,WT,5,none,508,194,0.0,0,1,119.0,116.046,0.0746652,0.0460195,109,w109_f1_c2,0,0
26220,416507,12,3,1,16,1,2,510,208,_368_114_638_306_,-53.73,81.62,WT,5,none,503,203,0.0,0,1,118.437,115.944,0.0751195,0.0448159,109,w109_f1_c2,0,0
26221,416876,12,3,1,17,1,2,467,203,_370_111_619_304_,-54.85,81.7,WT,5,none,491,202,0.0,0,1,119.373,115.95,0.0750005,0.0443397,109,w109_f1_c2,0,0
26222,413777,12,3,1,0,1,22,1697,414,_1496_310_1865_543_,56.24,62.48,WT,5,none,1683,409,3.08039,1,0,139.263,167.457,0.172204,0.312274,109,w109_f1_c22,0,0
