time_point,percentage
0,
1,6.7669172932330826
2,9.933774834437086
3,8.860759493670885
4,8.024691358024691
5,7.4074074074074066
6,8.641975308641975
7,14.814814814814813
8,16.666666666666664
9,19.1358024691358
10,29.01234567901235
11,31.48148148148148
12,41.9753086419753
13,45.67901234567901
14,52.17391304347826
15,62.264150943396224
16,62.98701298701299
17,64.70588235294117
