Unnamed: 0.1,Unnamed: 0,row,col,plane,t,field,n,x,y,bbox,pos_x_um,pos_y_um,bacteria,assay,treatment,track_point_x,track_point_y,bacteria_area,if,ni,intensity_cell_alexa_647_mean,intensity_cell_dsred_mean,far_red_sdmean,red_sdmean,well_id,cell_lbl,growth,duplication
28060,414466,12,3,1,10,5,15,1104,880,_1003_651_1212_1092_,1.42,213.47,WT,5,none,1095,879,11.61,1,0,133.178,149.871,0.0987517,0.171313,109,w109_f5_c15,1,0
28061,414836,12,3,1,11,5,15,1089,834,_987_653_1189_1058_,0.04,215.11,WT,5,none,1080,861,33.8669,1,0,135.683,146.913,0.140788,0.196904,109,w109_f5_c15,1,1
28062,415206,12,3,1,12,5,15,1073,895,_965_640_1193_1078_,-0.69,214.23,WT,5,none,1072,871,35.5069,1,0,135.8,144.76,0.135101,0.173403,109,w109_f5_c15,1,1
28063,415570,12,3,1,13,5,15,1057,904,_945_667_1172_1089_,-1.75,212.7,WT,5,none,1061,887,34.4483,1,0,137.718,143.568,0.155087,0.176204,109,w109_f5_c15,1,0
28064,413862,12,3,1,0,5,17,659,1008,_543_896_770_1104_,-39.08,201.7,WT,5,none,660,1005,1.87426,1,0,137.559,153.231,0.17614,0.233292,109,w109_f5_c17,1,0
28065,414131,12,3,1,1,5,17,648,983,_515_862_816_1097_,-39.48,204.07,WT,5,none,656,980,2.09119,1,0,129.984,155.147,0.120167,0.220645,109,w109_f5_c17,1,0
28066,417362,12,3,1,2,5,17,620,982,_508_862_771_1092_,-41.91,204.61,WT,5,none,630,974,3.9481,1,0,130.285,163.288,0.125564,0.262283,109,w109_f5_c17,1,0
28067,417713,12,3,1,3,5,17,604,974,_488_885_756_1087_,-44.25,204.6,WT,5,none,604,974,4.89391,1,0,131.864,179.122,0.124167,0.294196,109,w109_f5_c17,1,0
28068,418065,12,3,1,4,5,17,600,966,_482_861_752_1088_,-43.69,205.44,WT,5,none,610,965,5.13687,1,0,129.344,170.862,0.13176,0.355486,109,w109_f5_c17,1,0
28069,418423,12,3,1,5,5,17,615,972,_475_868_731_1079_,-44.48,204.65,WT,5,none,602,973,5.41454,1,0,129.087,175.124,0.130624,0.355803,109,w109_f5_c17,1,0
28070,418783,12,3,1,6,5,17,617,942,_484_828_757_1050_,-42.41,208.23,WT,5,none,624,935,5.69221,1,0,127.145,173.866,0.120895,0.368959,109,w109_f5_c17,1,0
28071,419143,12,3,1,7,5,17,593,937,_478_833_759_1063_,-42.9,207.97,WT,5,none,619,938,5.72692,1,0,128.07,175.275,0.117099,0.342665,109,w109_f5_c17,1,0
28072,419510,12,3,1,8,5,17,609,947,_472_830_745_1064_,-44.29,207.45,WT,5,none,604,943,5.90914,1,0,125.944,171.384,0.112734,0.355182,109,w109_f5_c17,1,0
28073,419875,12,3,1,9,5,17,602,938,_474_812_741_1058_,-44.24,208.48,WT,5,none,605,932,2.67256,1,0,126.78,171.657,0.127414,0.37539,109,w109_f5_c17,1,0
28074,414467,12,3,1,10,5,17,593,943,_471_814_760_1067_,-43.7,208.37,WT,5,none,610,933,5.04142,1,0,130.547,182.761,0.13337,0.392714,109,w109_f5_c17,1,0
28075,414837,12,3,1,11,5,17,598,939,_471_822_718_1058_,-45.55,208.26,WT,5,none,591,935,8.51228,1,0,129.847,172.358,0.136531,0.358993,109,w109_f5_c17,1,0
28076,415207,12,3,1,12,5,17,577,945,_457_826_719_1058_,-46.07,207.97,WT,5,none,585,938,14.2999,1,0,130.695,173.478,0.123593,0.306392,109,w109_f5_c17,1,1
28077,415571,12,3,1,13,5,17,574,943,_448_829_720_1054_,-46.69,208.24,WT,5,none,578,935,17.0419,1,0,134.063,212.209,0.157262,0.461802,109,w109_f5_c17,1,1
28078,415932,12,3,1,14,5,17,593,934,_472_822_762_1042_,-44.58,208.79,WT,5,none,601,929,17.1634,1,0,133.791,158.879,0.131431,0.236955,109,w109_f5_c17,1,1
28079,416295,12,3,1,15,5,17,580,929,_460_826_726_1040_,-46.1,209.2,WT,5,none,585,925,21.9792,1,0,137.563,164.858,0.139069,0.251889,109,w109_f5_c17,1,1
28080,416660,12,3,1,16,5,17,564,942,_456_840_717_1047_,-47.11,207.83,WT,5,none,574,939,21.9445,1,0,142.314,163.609,0.156578,0.290187,109,w109_f5_c17,1,1
28099,413866,12,3,1,0,5,20,2073,1246,_1896_1157_2158_1397_,90.11,177.08,WT,5,none,2047,1269,6.31696,1,0,141.03,166.094,0.21405,0.327353,109,w109_f5_c20,1,0
28100,414135,12,3,1,1,5,20,2027,1233,_1856_1126_2158_1401_,86.67,178.7,WT,5,none,2010,1252,1.80485,1,0,134.938,181.235,0.152445,0.336777,109,w109_f5_c20,1,0
28101,417366,12,3,1,2,5,20,1988,1239,_1809_1130_2158_1409_,84.3,178.87,WT,5,none,1984,1250,7.11526,1,0,131.756,181.895,0.134561,0.323863,109,w109_f5_c20,1,0
28102,417717,12,3,1,3,5,20,1982,1226,_1780_1120_2158_1394_,83.27,179.9,WT,5,none,1973,1239,7.80943,1,0,129.474,180.523,0.123288,0.314194,109,w109_f5_c20,1,0
28103,418068,12,3,1,4,5,20,1994,1213,_1736_1111_2158_1409_,82.66,180.62,WT,5,none,1967,1231,8.96349,1,0,128.948,174.621,0.115443,0.284176,109,w109_f5_c20,1,0
28104,418426,12,3,1,5,5,20,2015,1213,_1724_1115_2158_1409_,83.33,180.08,WT,5,none,1974,1237,10.6989,1,0,128.995,165.774,0.122036,0.279717,109,w109_f5_c20,1,0
28105,418786,12,3,1,6,5,20,2002,1176,_1778_1070_2158_1348_,85.04,184.13,WT,5,none,1992,1194,11.8096,1,0,128.29,162.433,0.120744,0.291459,109,w109_f5_c20,1,0
28106,419146,12,3,1,7,5,20,1967,1189,_1803_1072_2158_1347_,84.64,184.55,WT,5,none,1988,1189,14.6036,1,0,129.962,163.283,0.124603,0.278404,109,w109_f5_c20,1,0
28107,419513,12,3,1,8,5,20,1981,1186,_1814_1080_2158_1344_,84.78,184.52,WT,5,none,1990,1189,17.3283,1,0,130.561,164.627,0.131094,0.302107,109,w109_f5_c20,1,1
28108,419878,12,3,1,9,5,20,1969,1179,_1802_1068_2158_1327_,84.45,185.01,WT,5,none,1986,1184,18.491,1,0,133.02,164.985,0.141065,0.30689,109,w109_f5_c20,1,0
28109,414470,12,3,1,10,5,20,1976,1172,_1800_1073_2158_1312_,84.84,185.3,WT,5,none,1990,1181,26.1963,1,0,133.425,164.2,0.13331,0.269397,109,w109_f5_c20,1,1
28110,414840,12,3,1,11,5,20,1952,1175,_1822_1067_2158_1314_,84.1,185.86,WT,5,none,1982,1175,26.0835,1,0,136.037,164.411,0.149573,0.305698,109,w109_f5_c20,1,1
28111,415210,12,3,1,12,5,20,1958,1181,_1797_1071_2158_1300_,83.99,185.62,WT,5,none,1981,1178,26.0748,1,0,140.039,168.612,0.148915,0.294967,109,w109_f5_c20,1,0
28112,415573,12,3,1,13,5,20,1947,1189,_1812_1083_2138_1307_,82.94,185.0,WT,5,none,1970,1184,25.424,1,0,144.246,169.521,0.171052,0.343479,109,w109_f5_c20,1,0
28113,415934,12,3,1,14,5,20,1981,1180,_1843_1086_2151_1297_,84.95,185.34,WT,5,none,1991,1181,28.5478,1,0,148.774,166.993,0.17043,0.31821,109,w109_f5_c20,1,0
28114,416297,12,3,1,15,5,20,1955,1178,_1853_1086_2131_1282_,83.93,185.95,WT,5,none,1981,1174,32.1922,1,0,155.897,169.233,0.18833,0.320932,109,w109_f5_c20,1,1
28115,416662,12,3,1,16,5,20,1969,1187,_1832_1093_2123_1284_,83.32,185.12,WT,5,none,1974,1183,33.9623,1,0,159.679,164.273,0.196672,0.325602,109,w109_f5_c20,1,1
28116,417024,12,3,1,17,5,20,1951,1179,_1841_1092_2114_1279_,83.16,185.63,WT,5,none,1972,1178,38.2402,1,0,168.732,164.481,0.212715,0.3196,109,w109_f5_c20,1,1
28135,413868,12,3,1,0,5,22,1717,1321,_1534_1172_1869_1468_,59.7,170.9,WT,5,none,1720,1336,9.91798,1,0,141.608,187.587,0.179283,0.357521,109,w109_f5_c22,1,0
28136,414137,12,3,1,1,5,22,1678,1276,_1506_1087_1845_1412_,56.63,176.78,WT,5,none,1687,1273,10.5514,1,0,138.231,198.942,0.138547,0.363792,109,w109_f5_c22,1,0
28137,417368,12,3,1,2,5,22,1669,1268,_1475_1085_1812_1401_,55.28,176.98,WT,5,none,1673,1271,10.8378,1,0,134.306,195.57,0.121547,0.356788,109,w109_f5_c22,1,0
28138,417719,12,3,1,3,5,22,1639,1286,_1398_1086_1757_1405_,48.6,174.62,WT,5,none,1601,1296,13.5277,1,0,134.244,229.067,0.112905,0.413213,109,w109_f5_c22,1,0
28139,418070,12,3,1,4,5,22,1605,1297,_1402_1183_1739_1434_,47.02,172.52,WT,5,none,1584,1318,12.5905,1,0,135.066,208.732,0.116629,0.377638,109,w109_f5_c22,1,0
28140,418428,12,3,1,5,5,22,1605,1300,_1415_1156_1742_1419_,47.36,173.04,WT,5,none,1588,1313,12.7207,1,0,134.452,192.237,0.119159,0.336802,109,w109_f5_c22,1,0
28141,418788,12,3,1,6,5,22,1638,1243,_1455_1121_1755_1367_,50.49,178.29,WT,5,none,1622,1256,12.5298,1,0,135.985,206.103,0.119968,0.354692,109,w109_f5_c22,1,0
28142,419148,12,3,1,7,5,22,1624,1273,_1448_1139_1772_1401_,50.21,175.52,WT,5,none,1618,1286,14.1698,1,0,138.063,193.84,0.124767,0.339214,109,w109_f5_c22,1,0
28143,419515,12,3,1,8,5,22,1611,1273,_1465_1145_1756_1387_,49.73,176.42,WT,5,none,1613,1277,13.2413,1,0,136.988,187.843,0.130382,0.352883,109,w109_f5_c22,1,0
28144,419880,12,3,1,9,5,22,1620,1259,_1467_1125_1749_1386_,50.09,176.82,WT,5,none,1617,1272,13.3715,1,0,139.861,190.993,0.13906,0.356864,109,w109_f5_c22,1,0
28145,414472,12,3,1,10,5,22,1632,1263,_1454_1131_1755_1380_,49.71,176.79,WT,5,none,1613,1273,16.2349,1,0,143.623,191.193,0.134854,0.300099,109,w109_f5_c22,1,0
28146,414842,12,3,1,11,5,22,1613,1267,_1426_1134_1745_1395_,48.62,176.41,WT,5,none,1601,1277,17.2415,1,0,141.337,179.26,0.148419,0.337741,109,w109_f5_c22,1,0
28147,415212,12,3,1,12,5,22,1603,1261,_1440_1130_1729_1384_,48.3,177.19,WT,5,none,1598,1268,18.9943,1,0,147.102,184.021,0.150475,0.316807,109,w109_f5_c22,1,0
28148,415575,12,3,1,13,5,22,1610,1263,_1447_1135_1743_1392_,49.01,176.43,WT,5,none,1606,1276,23.2027,1,0,145.935,178.211,0.158138,0.323316,109,w109_f5_c22,1,0
28149,415936,12,3,1,14,5,22,1564,1276,_1448_1089_1759_1393_,50.19,177.52,WT,5,none,1618,1265,24.0704,1,0,147.692,169.583,0.174565,0.306218,109,w109_f5_c22,1,0
28150,416299,12,3,1,15,5,22,1614,1260,_1440_1124_1753_1391_,49.33,176.8,WT,5,none,1609,1272,33.9016,1,0,154.103,172.434,0.171686,0.25854,109,w109_f5_c22,1,1
28205,414148,12,3,1,1,5,32,2093,800,_1957_670_2158_915_,92.79,221.56,WT,5,none,2076,792,0.0,0,1,132.438,215.75,0.109269,0.318058,109,w109_f5_c32,1,0
28206,417377,12,3,1,2,5,32,2092,779,_1988_681_2158_940_,94.19,221.9,WT,5,none,2091,788,2.70727,1,0,132.539,235.443,0.108517,0.343793,109,w109_f5_c32,1,1
28207,417726,12,3,1,3,5,32,2034,850,_1892_697_2158_1004_,88.59,215.98,WT,5,none,2031,852,21.1549,1,0,125.455,174.63,0.107294,0.320356,109,w109_f5_c32,1,1
28208,418076,12,3,1,4,5,32,1999,851,_1879_681_2123_1002_,85.3,215.04,WT,5,none,1995,862,20.9293,1,0,123.474,149.227,0.102867,0.244062,109,w109_f5_c32,1,1
28209,418434,12,3,1,5,5,32,1989,852,_1843_715_2106_1013_,84.84,214.48,WT,5,none,1990,868,21.233,1,0,126.063,172.023,0.107329,0.305262,109,w109_f5_c32,1,0
28210,418792,12,3,1,6,5,32,2001,834,_1885_708_2125_980_,86.15,217.19,WT,5,none,2004,839,15.5842,1,0,125.876,123.056,0.11462,0.0940212,109,w109_f5_c32,1,0
28211,419152,12,3,1,7,5,32,2010,816,_1879_681_2124_978_,86.08,218.37,WT,5,none,2004,826,22.1614,1,0,127.712,124.573,0.113954,0.101044,109,w109_f5_c32,1,0
28212,419519,12,3,1,8,5,32,1996,811,_1866_685_2119_971_,85.12,218.89,WT,5,none,1993,821,12.1393,1,0,127.445,133.78,0.119684,0.157944,109,w109_f5_c32,1,0
28213,419884,12,3,1,9,5,32,1996,808,_1847_675_2115_964_,84.96,219.36,WT,5,none,1992,816,16.6948,1,0,130.142,139.15,0.124447,0.167704,109,w109_f5_c32,1,0
28214,414476,12,3,1,10,5,32,2001,816,_1862_668_2135_958_,85.96,219.85,WT,5,none,2002,810,24.9208,1,0,134.777,150.701,0.127452,0.209479,109,w109_f5_c32,1,0
28215,414846,12,3,1,11,5,32,1992,814,_1844_671_2127_971_,84.45,219.72,WT,5,none,1986,812,9.34529,1,0,129.436,139.03,0.130351,0.162827,109,w109_f5_c32,1,0
28216,415216,12,3,1,12,5,32,1985,819,_1840_682_2119_960_,84.06,219.25,WT,5,none,1982,817,16.9638,1,0,135.122,151.205,0.145048,0.197776,109,w109_f5_c32,1,0
28217,415579,12,3,1,13,5,32,1974,827,_1832_690_2108_960_,83.35,218.73,WT,5,none,1974,822,12.686,1,0,133.048,142.376,0.144694,0.172671,109,w109_f5_c32,1,0
28218,415940,12,3,1,14,5,32,1997,820,_1851_685_2140_962_,85.33,219.28,WT,5,none,1996,816,21.259,1,0,137.22,149.789,0.163038,0.21006,109,w109_f5_c32,1,0
28219,416303,12,3,1,15,5,32,1991,816,_1853_680_2128_954_,84.48,219.55,WT,5,none,1986,814,18.0658,1,0,138.027,142.282,0.163453,0.175646,109,w109_f5_c32,1,0
28220,416667,12,3,1,16,5,32,1976,827,_1839_695_2108_960_,83.18,218.42,WT,5,none,1972,826,18.2741,1,0,136.8,132.54,0.156911,0.136144,109,w109_f5_c32,1,0
28221,417029,12,3,1,17,5,32,1975,817,_1844_690_2106_952_,83.2,218.87,WT,5,none,1973,821,19.4281,1,0,139.728,132.833,0.163353,0.13647,109,w109_f5_c32,1,0
28239,414151,12,3,1,1,5,35,2084,1525,_2000_1355_2158_1782_,94.08,148.42,WT,5,none,2089,1577,10.1783,1,0,127.347,211.107,0.15678,0.495108,109,w109_f5_c35,1,0
28240,417380,12,3,1,2,5,35,2075,1559,_1984_1432_2158_1788_,92.27,147.32,WT,5,none,2070,1589,12.6513,1,0,127.594,208.677,0.150035,0.470403,109,w109_f5_c35,1,0
28241,417729,12,3,1,3,5,35,2065,1516,_1971_1394_2158_1748_,91.24,149.34,WT,5,none,2059,1567,16.4692,1,0,124.907,202.77,0.135385,0.482068,109,w109_f5_c35,1,0
28242,418079,12,3,1,4,5,35,2046,1502,_1952_1365_2146_1728_,90.17,152.29,WT,5,none,2048,1535,16.9378,1,0,123.77,196.054,0.119771,0.464159,109,w109_f5_c35,1,0
28243,418437,12,3,1,5,5,35,2025,1462,_1933_1364_2137_1688_,89.37,153.96,WT,5,none,2039,1518,15.4974,1,0,124.699,187.693,0.125232,0.444409,109,w109_f5_c35,1,0
28244,418795,12,3,1,6,5,35,2071,1503,_1979_1362_2158_1663_,91.92,155.0,WT,5,none,2066,1506,12.8248,1,0,125.343,193.312,0.136093,0.459299,109,w109_f5_c35,1,0
28245,419155,12,3,1,7,5,35,2055,1487,_1953_1385_2158_1672_,90.93,154.15,WT,5,none,2056,1516,16.2523,1,0,126.82,178.657,0.125334,0.377864,109,w109_f5_c35,1,0
28246,419522,12,3,1,8,5,35,2039,1492,_1888_1370_2158_1648_,89.21,155.73,WT,5,none,2037,1499,20.3826,1,0,126.2,167.601,0.137911,0.384301,109,w109_f5_c35,1,0
28247,419887,12,3,1,9,5,35,2026,1482,_1919_1371_2136_1658_,88.62,154.84,WT,5,none,2031,1508,18.8034,1,0,130.011,182.325,0.133894,0.433838,109,w109_f5_c35,1,0
28248,414479,12,3,1,10,5,35,2011,1473,_1914_1368_2129_1693_,88.02,154.03,WT,5,none,2024,1517,23.6452,1,0,135.157,206.464,0.148946,0.453656,109,w109_f5_c35,1,0
28249,414848,12,3,1,11,5,35,2020,1515,_1911_1369_2125_1654_,87.7,155.09,WT,5,none,2021,1506,24.5476,1,0,131.461,171.131,0.180502,0.40541,109,w109_f5_c35,1,0
28250,415218,12,3,1,12,5,35,2026,1547,_1913_1367_2124_1664_,87.84,154.49,WT,5,none,2023,1512,26.1182,1,0,135.461,178.766,0.167246,0.4085,109,w109_f5_c35,1,0
28251,415581,12,3,1,13,5,35,2017,1511,_1909_1368_2122_1658_,87.56,154.6,WT,5,none,2019,1511,21.5887,1,0,134.443,166.717,0.166646,0.411624,109,w109_f5_c35,1,0
28252,415942,12,3,1,14,5,35,2035,1510,_1936_1378_2140_1654_,89.19,154.75,WT,5,none,2037,1509,26.3872,1,0,140.46,166.936,0.186685,0.412017,109,w109_f5_c35,1,0
28253,416305,12,3,1,15,5,35,2019,1510,_1915_1364_2128_1643_,88.23,155.62,WT,5,none,2027,1500,24.6518,1,0,145.428,169.205,0.20493,0.412444,109,w109_f5_c35,1,0
28254,416669,12,3,1,16,5,35,2018,1478,_1908_1384_2117_1644_,87.25,154.49,WT,5,none,2016,1512,27.2896,1,0,151.129,168.849,0.231592,0.427137,109,w109_f5_c35,1,0
28255,417031,12,3,1,17,5,35,2010,1480,_1908_1377_2120_1640_,87.13,155.04,WT,5,none,2015,1506,32.2096,1,0,158.031,167.395,0.259725,0.419468,109,w109_f5_c35,1,0
28287,414154,12,3,1,1,5,38,1650,1847,_1581_1769_1714_1971_,52.87,121.63,WT,5,none,1647,1865,6.90701,1,0,150.421,186.809,0.194734,0.315385,109,w109_f5_c38,1,0
28288,417383,12,3,1,2,5,38,1615,1864,_1531_1772_1694_1953_,49.73,121.7,WT,5,none,1613,1864,8.32138,1,0,141.667,173.081,0.175286,0.299772,109,w109_f5_c38,1,0
28289,417732,12,3,1,3,5,38,1608,1850,_1520_1774_1688_1953_,48.63,121.87,WT,5,none,1602,1862,12.6166,1,0,133.62,163.662,0.140187,0.274667,109,w109_f5_c38,1,0
28290,418082,12,3,1,4,5,38,1603,1843,_1525_1728_1690_1926_,48.72,124.73,WT,5,none,1603,1831,8.84201,1,0,130.847,158.473,0.133259,0.281024,109,w109_f5_c38,1,0
28291,418440,12,3,1,5,5,38,1612,1825,_1539_1742_1683_1905_,49.37,125.23,WT,5,none,1610,1826,9.56221,1,0,134.011,165.694,0.164993,0.333088,109,w109_f5_c38,1,0
28292,418798,12,3,1,6,5,38,1608,1804,_1536_1711_1682_1878_,49.23,128.28,WT,5,none,1608,1793,13.6058,1,0,132.909,165.199,0.140719,0.350481,109,w109_f5_c38,1,0
28293,419158,12,3,1,7,5,38,1593,1785,_1520_1702_1667_1872_,47.9,128.99,WT,5,none,1594,1786,16.5386,1,0,133.768,170.314,0.125437,0.332582,109,w109_f5_c38,1,0
28294,419525,12,3,1,8,5,38,1598,1777,_1520_1701_1669_1877_,47.62,128.76,WT,5,none,1591,1788,17.5278,1,0,134.334,167.919,0.136562,0.336651,109,w109_f5_c38,1,0
28295,419890,12,3,1,9,5,38,1576,1777,_1501_1703_1654_1862_,45.92,129.68,WT,5,none,1572,1778,21.5367,1,0,137.683,173.314,0.141114,0.354721,109,w109_f5_c38,1,0
28296,414482,12,3,1,10,5,38,1594,1771,_1522_1699_1664_1870_,47.58,129.69,WT,5,none,1590,1778,25.2245,1,0,140.345,183.151,0.140245,0.355358,109,w109_f5_c38,1,0
28297,414851,12,3,1,11,5,38,1575,1776,_1504_1697_1649_1875_,45.96,129.19,WT,5,none,1573,1784,24.2613,1,0,140.96,170.918,0.162315,0.348881,109,w109_f5_c38,1,0
28298,415221,12,3,1,12,5,38,1565,1765,_1494_1693_1635_1864_,45.17,129.86,WT,5,none,1564,1776,25.4327,1,0,145.578,177.701,0.180535,0.374261,109,w109_f5_c38,1,0
28299,415584,12,3,1,13,5,38,1561,1780,_1491_1709_1632_1878_,44.61,128.55,WT,5,none,1558,1790,26.6302,1,0,148.649,175.461,0.205086,0.398433,109,w109_f5_c38,1,0
28300,415945,12,3,1,14,5,38,1580,1805,_1512_1703_1647_1886_,46.42,128.23,WT,5,none,1578,1794,27.3677,1,0,153.055,179.823,0.248185,0.47287,109,w109_f5_c38,1,0
28301,416307,12,3,1,15,5,38,1562,1764,_1489_1694_1630_1872_,44.8,129.23,WT,5,none,1560,1783,27.3677,1,0,157.361,180.748,0.231108,0.492772,109,w109_f5_c38,1,0
28302,416671,12,3,1,16,5,38,1557,1792,_1485_1718_1624_1899_,44.09,127.1,WT,5,none,1553,1806,29.6498,1,0,164.011,183.982,0.253556,0.533314,109,w109_f5_c38,1,0
28303,417033,12,3,1,17,5,38,1557,1801,_1487_1725_1627_1898_,44.32,127.11,WT,5,none,1555,1806,32.1922,1,0,168.382,169.193,0.254531,0.540153,109,w109_f5_c38,1,0
28304,414155,12,3,1,1,5,39,1626,2102,_1477_2039_1758_2158_,50.14,98.18,WT,5,none,1618,2116,7.14997,1,0,135.163,159.995,0.240601,0.36552,109,w109_f5_c39,1,0
28305,417384,12,3,1,2,5,39,1528,2050,_1458_1975_1696_2158_,44.35,101.22,WT,5,none,1556,2084,5.06745,1,0,129.999,154.22,0.175213,0.328332,109,w109_f5_c39,1,0
28306,417733,12,3,1,3,5,39,1453,2031,_1373_1955_1664_2158_,38.98,102.94,WT,5,none,1498,2065,4.54682,1,0,124.896,145.958,0.142224,0.328177,109,w109_f5_c39,1,0
28307,418083,12,3,1,4,5,39,1435,2035,_1356_1946_1662_2158_,37.2,102.76,WT,5,none,1479,2067,5.24967,1,0,122.156,141.096,0.130126,0.297517,109,w109_f5_c39,1,0
28308,418441,12,3,1,5,5,39,1493,2036,_1423_1967_1639_2158_,40.23,102.62,WT,5,none,1511,2069,5.57073,1,0,123.411,141.663,0.128873,0.271537,109,w109_f5_c39,1,0
28309,418799,12,3,1,6,5,39,1565,1992,_1505_1935_1680_2158_,45.83,103.59,WT,5,none,1571,2058,12.2868,1,0,133.277,164.783,0.160758,0.338104,109,w109_f5_c39,1,1
28310,419159,12,3,1,7,5,39,1580,1995,_1458_1940_1685_2158_,45.91,102.71,WT,5,none,1572,2068,14.2826,1,0,132.355,161.125,0.170742,0.311152,109,w109_f5_c39,1,1
28311,419526,12,3,1,8,5,39,1580,2079,_1464_1980_1671_2158_,46.25,101.18,WT,5,none,1576,2084,14.9073,1,0,138.061,167.405,0.187951,0.313282,109,w109_f5_c39,1,0
28312,419891,12,3,1,9,5,39,1562,2082,_1432_1997_1668_2158_,44.56,100.31,WT,5,none,1558,2094,17.7274,1,0,142.308,168.971,0.203519,0.299535,109,w109_f5_c39,1,1
28313,414483,12,3,1,10,5,39,1567,2084,_1418_2009_1683_2158_,44.1,99.92,WT,5,none,1553,2098,28.4697,1,0,144.84,173.161,0.206608,0.314335,109,w109_f5_c39,1,1
28314,414852,12,3,1,11,5,39,1522,2081,_1391_2005_1666_2158_,41.31,99.81,WT,5,none,1523,2099,25.3546,1,0,142.391,157.732,0.214359,0.264335,109,w109_f5_c39,1,1
28315,415222,12,3,1,12,5,39,1516,2089,_1382_2020_1676_2158_,41.36,99.22,WT,5,none,1523,2105,22.4998,1,0,141.803,154.27,0.208569,0.250855,109,w109_f5_c39,1,0
28316,415585,12,3,1,13,5,39,1495,2095,_1385_2033_1686_2158_,40.33,98.94,WT,5,none,1512,2108,19.4628,1,0,139.68,142.899,0.221494,0.224912,109,w109_f5_c39,1,0
28317,415946,12,3,1,14,5,39,1524,2093,_1411_2029_1639_2158_,41.3,99.3,WT,5,none,1523,2104,21.8057,1,0,142.887,138.928,0.220356,0.160285,109,w109_f5_c39,1,0
28318,416308,12,3,1,15,5,39,1503,2091,_1396_2022_1625_2158_,40.17,99.44,WT,5,none,1511,2103,23.2981,1,0,145.935,135.766,0.22369,0.137327,109,w109_f5_c39,1,0
28319,416672,12,3,1,16,5,39,1492,2095,_1380_2031_1690_2158_,40.94,98.66,WT,5,none,1519,2111,21.1115,1,0,144.256,126.86,0.209215,0.120077,109,w109_f5_c39,1,0
28320,417034,12,3,1,17,5,39,1509,2094,_1399_2026_1680_2158_,41.11,98.98,WT,5,none,1521,2108,27.9404,1,0,146.34,126.124,0.253358,0.104753,109,w109_f5_c39,1,0
28467,417397,12,3,1,2,5,50,287,1418,_181_1339_396_1509_,-73.97,162.72,WT,5,none,285,1424,2.28209,1,0,118.413,128.798,0.120997,0.18551,109,w109_f5_c50,1,0
28468,417746,12,3,1,3,5,50,255,1440,_161_1349_374_1530_,-75.98,161.44,WT,5,none,264,1437,0.0,0,1,116.172,127.727,0.103463,0.181803,109,w109_f5_c50,1,0
28469,418095,12,3,1,4,5,50,251,1447,_168_1365_353_1529_,-76.7,160.72,WT,5,none,256,1445,5.43189,1,0,116.627,130.77,0.104156,0.186815,109,w109_f5_c50,1,1
28470,418453,12,3,1,5,5,50,319,1361,_182_1264_419_1479_,-73.28,166.65,WT,5,none,293,1381,0.0,0,1,112.125,120.914,0.0789491,0.147332,109,w109_f5_c50,1,0
28471,418809,12,3,1,6,5,50,251,1390,_160_1305_378_1479_,-76.58,165.66,WT,5,none,257,1392,0.0,0,1,113.155,122.901,0.0757842,0.130044,109,w109_f5_c50,1,0
28472,419169,12,3,1,7,5,50,251,1412,_157_1327_347_1533_,-77.57,161.42,WT,5,none,247,1437,5.9612,1,0,117.049,131.253,0.0767793,0.145152,109,w109_f5_c50,1,1
28473,419536,12,3,1,8,5,50,274,1423,_194_1324_359_1516_,-75.38,162.58,WT,5,none,270,1425,10.2217,1,0,117.328,128.416,0.0742891,0.132266,109,w109_f5_c50,1,1
28474,419901,12,3,1,9,5,50,260,1417,_166_1334_348_1497_,-76.5,163.23,WT,5,none,258,1418,11.1415,1,0,117.352,129.133,0.0857352,0.14388,109,w109_f5_c50,1,1
28475,414493,12,3,1,10,5,50,249,1397,_172_1318_346_1479_,-77.06,164.97,WT,5,none,252,1399,10.5861,1,0,119.372,128.766,0.0914605,0.135764,109,w109_f5_c50,1,1
28476,414862,12,3,1,11,5,50,246,1388,_157_1303_334_1479_,-78.18,165.68,WT,5,none,240,1392,23.0725,1,0,121.827,130.887,0.100363,0.166453,109,w109_f5_c50,1,1
28477,415232,12,3,1,12,5,50,241,1388,_159_1261_323_1470_,-78.26,166.44,WT,5,none,239,1384,31.6976,1,0,123.794,132.369,0.105951,0.184294,109,w109_f5_c50,1,1
28478,415595,12,3,1,13,5,50,238,1392,_156_1305_319_1475_,-78.79,165.46,WT,5,none,234,1394,34.7259,1,0,122.474,119.275,0.09929,0.100518,109,w109_f5_c50,1,1
28479,415956,12,3,1,14,5,50,257,1383,_174_1290_339_1475_,-76.88,166.0,WT,5,none,254,1388,40.878,1,0,122.085,117.245,0.100368,0.0965976,109,w109_f5_c50,1,1
28480,416318,12,3,1,15,5,50,239,1375,_143_1293_327_1509_,-78.51,165.76,WT,5,none,237,1391,38.1534,1,0,125.534,114.634,0.1252,0.0730785,109,w109_f5_c50,1,1
28481,416682,12,3,1,16,5,50,234,1387,_135_1299_326_1485_,-79.07,165.37,WT,5,none,231,1395,36.1663,1,0,127.532,114.074,0.142729,0.072072,109,w109_f5_c50,1,1
28482,417044,12,3,1,17,5,50,234,1383,_135_1263_322_1479_,-79.18,166.41,WT,5,none,229,1384,35.5069,1,0,128.0,114.359,0.155546,0.0717146,109,w109_f5_c50,1,1
