time_point,percentage
0,
1,41.48936170212766
2,60.99173553719008
3,57.54716981132076
4,55.6060606060606
5,56.666666666666664
6,54.090909090909086
7,53.333333333333336
8,53.939393939393945
9,51.36363636363637
10,52.27272727272727
11,51.66666666666667
12,49.3939393939394
13,50.45454545454545
14,51.97568389057751
15,50.38402457757296
16,49.4556765163297
17,48.171701112877585
