time_point,percentage
0,
1,14.62532299741602
2,9.767441860465116
3,11.11111111111111
4,12.454780361757106
5,13.953488372093023
6,20.310077519379846
7,26.408268733850125
8,32.50645994832041
9,40.15503875968992
10,45.21963824289406
11,50.28423772609819
12,55.76227390180879
13,58.91472868217055
14,61.44702842377261
15,62.48062015503876
16,65.83979328165374
17,67.5452196382429
18,64.39276485788113
