,row,col,plane,t,field,n,x,y,compound,bacteria,fluo_volt,well_id,cell_lbl
47995,4,5,1,0,1,1,1298,41,NT,NI,1.4440811297507345,10,w10_f1_c1
48367,4,5,1,1,1,1,75,25,NT,NI,1.0556819258838026,10,w10_f1_c1
50872,4,5,1,2,1,1,120,75,NT,NI,0.9949767794521847,10,w10_f1_c1
51134,4,5,1,3,1,1,126,63,NT,NI,1.0050232205478153,10,w10_f1_c1
51395,4,5,1,4,1,1,122,63,NT,NI,0.9872602912836066,10,w10_f1_c1
51656,4,5,1,5,1,1,119,40,NT,NI,0.9828531260859951,10,w10_f1_c1
51915,4,5,1,6,1,1,851,77,NT,NI,1.3605898335070925,10,w10_f1_c1
52182,4,5,1,7,1,1,123,44,NT,NI,1.013719078760307,10,w10_f1_c1
52444,4,5,1,8,1,1,858,75,NT,NI,1.1838293368717026,10,w10_f1_c1
52702,4,5,1,9,1,1,129,40,NT,NI,0.9936104002780147,10,w10_f1_c1
48641,4,5,1,10,1,1,124,50,NT,NI,0.9544355985214672,10,w10_f1_c1
48896,4,5,1,11,1,1,129,46,NT,NI,0.9461741383123243,10,w10_f1_c1
49148,4,5,1,12,1,1,119,50,NT,NI,0.9842747922787729,10,w10_f1_c1
49399,4,5,1,13,1,1,98,37,NT,NI,0.9947477332322371,10,w10_f1_c1
49654,4,5,1,14,1,1,123,70,NT,NI,0.9556203203487821,10,w10_f1_c1
49901,4,5,1,15,1,1,128,54,NT,NI,0.9559994313335229,10,w10_f1_c1
50143,4,5,1,16,1,1,131,57,NT,NI,0.9400293811013175,10,w10_f1_c1
50388,4,5,1,17,1,1,120,58,NT,NI,0.9473272675575775,10,w10_f1_c1
50629,4,5,1,18,1,1,113,47,NT,NI,0.9503127665624111,10,w10_f1_c1
47996,4,5,1,0,1,10,102,349,NT,NI,0.9086878297933998,10,w10_f1_c10
48368,4,5,1,1,1,10,473,541,NT,NI,1.4022676503616407,10,w10_f1_c10
50873,4,5,1,2,1,10,779,396,NT,NI,0.8727483487689724,10,w10_f1_c10
51135,4,5,1,3,1,10,474,502,NT,NI,1.1272516512310273,10,w10_f1_c10
51396,4,5,1,4,1,10,470,510,NT,NI,1.2196384800222175,10,w10_f1_c10
51657,4,5,1,5,1,10,1192,546,NT,NI,0.8912324764239226,10,w10_f1_c10
51916,4,5,1,6,1,10,472,529,NT,NI,1.3011096755497058,10,w10_f1_c10
52183,4,5,1,7,1,10,1210,551,NT,NI,0.8875134332323072,10,w10_f1_c10
52445,4,5,1,8,1,10,478,530,NT,NI,1.3030513058913022,10,w10_f1_c10
52703,4,5,1,9,1,10,1196,543,NT,NI,0.8729029064081045,10,w10_f1_c10
48642,4,5,1,10,1,10,467,523,NT,NI,1.2576210198389217,10,w10_f1_c10
48897,4,5,1,11,1,10,1201,544,NT,NI,0.8584276175181423,10,w10_f1_c10
49149,4,5,1,12,1,10,1184,537,NT,NI,0.8636535976912951,10,w10_f1_c10
49400,4,5,1,13,1,10,1187,551,NT,NI,0.85887680065687,10,w10_f1_c10
49655,4,5,1,14,1,10,1184,545,NT,NI,0.8370938333916949,10,w10_f1_c10
49902,4,5,1,15,1,10,1182,543,NT,NI,0.8190588888754724,10,w10_f1_c10
50144,4,5,1,16,1,10,1182,545,NT,NI,0.8003284349831555,10,w10_f1_c10
50389,4,5,1,17,1,10,1170,543,NT,NI,0.8276754772570848,10,w10_f1_c10
50630,4,5,1,18,1,10,1138,510,NT,NI,0.7752369682553099,10,w10_f1_c10
47997,4,5,1,0,1,11,1431,416,NT,NI,1.324590633655591,10,w10_f1_c11
48369,4,5,1,1,1,11,1194,556,NT,NI,1.2165582451634813,10,w10_f1_c11
50874,4,5,1,2,1,11,1781,478,NT,NI,0.9469017626895608,10,w10_f1_c11
51136,4,5,1,3,1,11,1191,545,NT,NI,1.0530982373104392,10,w10_f1_c11
51397,4,5,1,4,1,11,1187,546,NT,NI,1.0419978563317804,10,w10_f1_c11
51658,4,5,1,5,1,11,1466,642,NT,NI,0.9301769056892106,10,w10_f1_c11
51917,4,5,1,6,1,11,1207,549,NT,NI,1.024944020545256,10,w10_f1_c11
52184,4,5,1,7,1,11,938,649,NT,NI,0.9758359775445448,10,w10_f1_c11
52446,4,5,1,8,1,11,1195,549,NT,NI,0.9823837166113063,10,w10_f1_c11
52704,4,5,1,9,1,11,1487,645,NT,NI,0.8094257728348421,10,w10_f1_c11
48643,4,5,1,10,1,11,1203,538,NT,NI,0.9899873714594984,10,w10_f1_c11
48898,4,5,1,11,1,11,1492,646,NT,NI,0.8907525124428267,10,w10_f1_c11
49150,4,5,1,12,1,11,1476,638,NT,NI,0.8280449109104223,10,w10_f1_c11
49401,4,5,1,13,1,11,1463,650,NT,NI,0.7496789803780073,10,w10_f1_c11
49656,4,5,1,14,1,11,1469,635,NT,NI,0.8503571011662828,10,w10_f1_c11
49903,4,5,1,15,1,11,34,590,NT,NI,0.7796107438104233,10,w10_f1_c11
50145,4,5,1,16,1,11,34,573,NT,NI,0.744441850346489,10,w10_f1_c11
50390,4,5,1,17,1,11,29,587,NT,NI,0.7315692288100519,10,w10_f1_c11
50631,4,5,1,18,1,11,32,542,NT,NI,0.774097696087275,10,w10_f1_c11
47998,4,5,1,0,1,12,1675,425,NT,NI,0.8898151093041411,10,w10_f1_c12
48370,4,5,1,1,1,12,1496,655,NT,NI,1.0379545257407972,10,w10_f1_c12
50875,4,5,1,2,1,12,474,518,NT,NI,1.1145308117798036,10,w10_f1_c12
51137,4,5,1,3,1,12,1487,656,NT,NI,0.8854691882201963,10,w10_f1_c12
51398,4,5,1,4,1,12,923,649,NT,NI,0.8245061908246352,10,w10_f1_c12
51659,4,5,1,5,1,12,926,648,NT,NI,0.8008015711149711,10,w10_f1_c12
51918,4,5,1,6,1,12,1478,644,NT,NI,0.8147734627471825,10,w10_f1_c12
52185,4,5,1,7,1,12,1479,646,NT,NI,0.7605673273030157,10,w10_f1_c12
52447,4,5,1,8,1,12,1484,641,NT,NI,0.7558566513276855,10,w10_f1_c12
52705,4,5,1,9,1,12,932,647,NT,NI,0.8078119821981821,10,w10_f1_c12
48644,4,5,1,10,1,12,1477,641,NT,NI,0.7747304928416852,10,w10_f1_c12
48899,4,5,1,11,1,12,29,691,NT,NI,0.5841949926270581,10,w10_f1_c12
49151,4,5,1,12,1,12,19,622,NT,NI,0.6109955806831147,10,w10_f1_c12
49402,4,5,1,13,1,12,29,631,NT,NI,0.6320535033150437,10,w10_f1_c12
49657,4,5,1,14,1,12,29,613,NT,NI,0.63476692384852,10,w10_f1_c12
49904,4,5,1,15,1,12,1476,652,NT,NI,0.7622131725446324,10,w10_f1_c12
50146,4,5,1,16,1,12,910,650,NT,NI,0.7786627285000345,10,w10_f1_c12
50391,4,5,1,17,1,12,350,776,NT,NI,0.6504780735603858,10,w10_f1_c12
50632,4,5,1,18,1,12,350,770,NT,NI,0.6638138682478643,10,w10_f1_c12
47999,4,5,1,0,1,13,939,431,NT,NI,0.9727993202452573,10,w10_f1_c13
48371,4,5,1,1,1,13,928,653,NT,NI,1.0701574030851215,10,w10_f1_c13
50876,4,5,1,2,1,13,1185,540,NT,NI,1.0569032346045517,10,w10_f1_c13
51138,4,5,1,3,1,13,362,714,NT,NI,0.9430967653954484,10,w10_f1_c13
51399,4,5,1,4,1,13,1465,641,NT,NI,0.9979491967250088,10,w10_f1_c13
51660,4,5,1,5,1,13,27,695,NT,NI,0.702276863687145,10,w10_f1_c13
51919,4,5,1,6,1,13,31,695,NT,NI,0.7243636478073189,10,w10_f1_c13
52186,4,5,1,7,1,13,34,685,NT,NI,0.7506831640065668,10,w10_f1_c13
52448,4,5,1,8,1,13,35,704,NT,NI,0.7217044220773432,10,w10_f1_c13
52706,4,5,1,9,1,13,31,692,NT,NI,0.7210592844742129,10,w10_f1_c13
48645,4,5,1,10,1,13,923,642,NT,NI,0.949558631469078,10,w10_f1_c13
48900,4,5,1,11,1,13,358,743,NT,NI,0.788489276554231,10,w10_f1_c13
49152,4,5,1,12,1,13,362,761,NT,NI,0.8228913703666795,10,w10_f1_c13
49403,4,5,1,13,1,13,363,777,NT,NI,0.8048537425848513,10,w10_f1_c13
49658,4,5,1,14,1,13,363,769,NT,NI,0.7805063543431399,10,w10_f1_c13
49905,4,5,1,15,1,13,362,771,NT,NI,0.7959004914584831,10,w10_f1_c13
50147,4,5,1,16,1,13,341,779,NT,NI,0.7641628683971741,10,w10_f1_c13
50392,4,5,1,17,1,13,1476,771,NT,NI,0.9454465348767683,10,w10_f1_c13
50633,4,5,1,18,1,13,541,835,NT,NI,0.8708256187813719,10,w10_f1_c13
48000,4,5,1,0,1,14,1037,458,NT,NI,1.9417231956662433,10,w10_f1_c14
48372,4,5,1,1,1,14,371,724,NT,NI,1.2505812699249745,10,w10_f1_c14
50877,4,5,1,2,1,14,1478,660,NT,NI,1.1233670509839642,10,w10_f1_c14
51139,4,5,1,3,1,14,29,704,NT,NI,0.876632949016036,10,w10_f1_c14
51400,4,5,1,4,1,14,28,696,NT,NI,0.8519799132289846,10,w10_f1_c14
51661,4,5,1,5,1,14,359,706,NT,NI,1.077129125817973,10,w10_f1_c14
51920,4,5,1,6,1,14,369,727,NT,NI,1.0851590402454518,10,w10_f1_c14
52187,4,5,1,7,1,14,363,723,NT,NI,0.9842577722380691,10,w10_f1_c14
52449,4,5,1,8,1,14,359,709,NT,NI,0.9865528895706994,10,w10_f1_c14
52707,4,5,1,9,1,14,360,703,NT,NI,0.9858278002828449,10,w10_f1_c14
48646,4,5,1,10,1,14,29,699,NT,NI,0.8013135501809728,10,w10_f1_c14
48901,4,5,1,11,1,14,1490,762,NT,NI,1.112742395551188,10,w10_f1_c14
49153,4,5,1,12,1,14,536,837,NT,NI,0.9718413672427432,10,w10_f1_c14
49404,4,5,1,13,1,14,1493,776,NT,NI,1.0868009779716676,10,w10_f1_c14
49659,4,5,1,14,1,14,567,845,NT,NI,0.9580706632469619,10,w10_f1_c14
49906,4,5,1,15,1,14,549,840,NT,NI,0.9456602507250894,10,w10_f1_c14
50148,4,5,1,16,1,14,1482,774,NT,NI,1.0776025312207869,10,w10_f1_c14
50393,4,5,1,17,1,14,555,847,NT,NI,0.9412018504758025,10,w10_f1_c14
50634,4,5,1,18,1,14,1259,917,NT,NI,1.0962031688199623,10,w10_f1_c14
48001,4,5,1,0,1,15,245,475,NT,NI,1.0484019299281806,10,w10_f1_c15
48373,4,5,1,1,1,15,674,851,NT,NI,1.4036964219735646,10,w10_f1_c15
50878,4,5,1,2,1,15,918,647,NT,NI,1.0391190724693964,10,w10_f1_c15
51140,4,5,1,3,1,15,532,844,NT,NI,0.9608809275306035,10,w10_f1_c15
51401,4,5,1,4,1,15,363,725,NT,NI,0.9513391641113188,10,w10_f1_c15
51662,4,5,1,5,1,15,548,852,NT,NI,0.9281508990239784,10,w10_f1_c15
51921,4,5,1,6,1,15,568,842,NT,NI,0.9578333886205437,10,w10_f1_c15
52188,4,5,1,7,1,15,734,800,NT,NI,0.8234126502531076,10,w10_f1_c15
52450,4,5,1,8,1,15,569,848,NT,NI,0.8793201560987186,10,w10_f1_c15
52708,4,5,1,9,1,15,753,838,NT,NI,0.9032635635708527,10,w10_f1_c15
48647,4,5,1,10,1,15,382,773,NT,NI,0.8525827218028486,10,w10_f1_c15
48902,4,5,1,11,1,15,552,839,NT,NI,0.8424368444757289,10,w10_f1_c15
49154,4,5,1,12,1,15,1257,898,NT,NI,1.0774803056169109,10,w10_f1_c15
49405,4,5,1,13,1,15,561,843,NT,NI,0.8730632620532861,10,w10_f1_c15
49660,4,5,1,14,1,15,1272,915,NT,NI,1.0871245526455604,10,w10_f1_c15
49907,4,5,1,15,1,15,1266,921,NT,NI,0.9857358997386668,10,w10_f1_c15
50149,4,5,1,16,1,15,536,854,NT,NI,0.8684676812543993,10,w10_f1_c15
50394,4,5,1,17,1,15,1261,928,NT,NI,0.9322502433985723,10,w10_f1_c15
50635,4,5,1,18,1,15,825,911,NT,NI,0.9016993400594944,10,w10_f1_c15
48002,4,5,1,0,1,16,290,544,NT,NI,1.7538935377466234,10,w10_f1_c16
48374,4,5,1,1,1,16,809,896,NT,NI,1.1029524817695733,10,w10_f1_c16
50879,4,5,1,2,1,16,362,704,NT,NI,0.9069652633311146,10,w10_f1_c16
51141,4,5,1,3,1,16,773,863,NT,NI,1.0930347366688853,10,w10_f1_c16
51402,4,5,1,4,1,16,537,847,NT,NI,0.9027014680129387,10,w10_f1_c16
51663,4,5,1,5,1,16,782,869,NT,NI,1.0187523486487748,10,w10_f1_c16
51922,4,5,1,6,1,16,702,794,NT,NI,0.6886520659512857,10,w10_f1_c16
52189,4,5,1,7,1,16,558,852,NT,NI,0.830020459340438,10,w10_f1_c16
52451,4,5,1,8,1,16,775,860,NT,NI,0.9619819771140296,10,w10_f1_c16
52709,4,5,1,9,1,16,565,848,NT,NI,0.8116291578758636,10,w10_f1_c16
48648,4,5,1,10,1,16,555,843,NT,NI,0.8167575015534853,10,w10_f1_c16
48903,4,5,1,11,1,16,1282,903,NT,NI,0.9810315142613637,10,w10_f1_c16
49155,4,5,1,12,1,16,815,893,NT,NI,0.7839439615472469,10,w10_f1_c16
49406,4,5,1,13,1,16,1279,917,NT,NI,1.0247845383385443,10,w10_f1_c16
49661,4,5,1,14,1,16,811,893,NT,NI,0.7865425188321721,10,w10_f1_c16
49908,4,5,1,15,1,16,803,894,NT,NI,0.7886203822187946,10,w10_f1_c16
50150,4,5,1,16,1,16,1257,925,NT,NI,0.8783270989244724,10,w10_f1_c16
50395,4,5,1,17,1,16,200,948,NT,NI,0.6231379666903272,10,w10_f1_c16
50636,4,5,1,18,1,16,177,939,NT,NI,0.618633473249351,10,w10_f1_c16
48003,4,5,1,0,1,17,587,556,NT,NI,1.2955413983535566,10,w10_f1_c17
48375,4,5,1,1,1,17,525,846,NT,NI,0.994922205436335,10,w10_f1_c17
50880,4,5,1,2,1,17,787,874,NT,NI,0.9875634151205949,10,w10_f1_c17
51142,4,5,1,3,1,17,1279,905,NT,NI,1.0124365848794052,10,w10_f1_c17
51403,4,5,1,4,1,17,804,888,NT,NI,1.0551359083750371,10,w10_f1_c17
51664,4,5,1,5,1,17,1270,907,NT,NI,1.0727832503845598,10,w10_f1_c17
51923,4,5,1,6,1,17,1270,905,NT,NI,1.040638403715616,10,w10_f1_c17
52190,4,5,1,7,1,17,676,849,NT,NI,0.687494412133522,10,w10_f1_c17
52452,4,5,1,8,1,17,1274,903,NT,NI,1.0201484137336578,10,w10_f1_c17
52710,4,5,1,9,1,17,1260,898,NT,NI,1.0141100792502746,10,w10_f1_c17
48649,4,5,1,10,1,17,1259,895,NT,NI,0.9305820780215172,10,w10_f1_c17
48904,4,5,1,11,1,17,741,829,NT,NI,0.7717147356910501,10,w10_f1_c17
49156,4,5,1,12,1,17,175,939,NT,NI,0.5979372462535504,10,w10_f1_c17
49407,4,5,1,13,1,17,825,907,NT,NI,0.7318213808391772,10,w10_f1_c17
49662,4,5,1,14,1,17,174,943,NT,NI,0.585443349923088,10,w10_f1_c17
49909,4,5,1,15,1,17,176,941,NT,NI,0.5885977721892746,10,w10_f1_c17
50151,4,5,1,16,1,17,797,894,NT,NI,0.7347098779724585,10,w10_f1_c17
50396,4,5,1,17,1,17,816,908,NT,NI,0.735865276825771,10,w10_f1_c17
50637,4,5,1,18,1,17,1686,995,NT,NI,0.6876502992803974,10,w10_f1_c17
48004,4,5,1,0,1,18,1921,583,NT,NI,1.3884077113398152,10,w10_f1_c18
48376,4,5,1,1,1,18,1231,894,NT,NI,1.4455697082494652,10,w10_f1_c18
50881,4,5,1,2,1,18,531,845,NT,NI,1.1740296837920934,10,w10_f1_c18
51143,4,5,1,3,1,18,190,954,NT,NI,0.8259703162079066,10,w10_f1_c18
51404,4,5,1,4,1,18,1267,899,NT,NI,1.423039855404479,10,w10_f1_c18
51665,4,5,1,5,1,18,196,942,NT,NI,0.819012288723382,10,w10_f1_c18
51924,4,5,1,6,1,18,806,886,NT,NI,1.3439483804100876,10,w10_f1_c18
52191,4,5,1,7,1,18,794,871,NT,NI,1.2938139280624643,10,w10_f1_c18
52453,4,5,1,8,1,18,821,901,NT,NI,1.1448957085844111,10,w10_f1_c18
52711,4,5,1,9,1,18,809,886,NT,NI,1.1737010576075382,10,w10_f1_c18
48650,4,5,1,10,1,18,807,881,NT,NI,1.145199055831693,10,w10_f1_c18
48905,4,5,1,11,1,18,195,946,NT,NI,0.817419715675153,10,w10_f1_c18
49157,4,5,1,12,1,18,1682,995,NT,NI,0.9745030318925392,10,w10_f1_c18
49408,4,5,1,13,1,18,194,950,NT,NI,0.8119405060211269,10,w10_f1_c18
49663,4,5,1,14,1,18,1698,998,NT,NI,0.9629758364958337,10,w10_f1_c18
49910,4,5,1,15,1,18,1680,995,NT,NI,0.9694978023123907,10,w10_f1_c18
50152,4,5,1,16,1,18,173,944,NT,NI,0.8063349016807334,10,w10_f1_c18
50397,4,5,1,17,1,18,1681,1000,NT,NI,0.9441872663673219,10,w10_f1_c18
50638,4,5,1,18,1,18,1550,1129,NT,NI,0.9313645254353506,10,w10_f1_c18
48005,4,5,1,0,1,19,2139,589,NT,NI,1.2682066288940084,10,w10_f1_c19
48377,4,5,1,1,1,19,192,941,NT,NI,0.6986229583047963,10,w10_f1_c19
50882,4,5,1,2,1,19,1256,897,NT,NI,1.1453417180333312,10,w10_f1_c19
51144,4,5,1,3,1,19,1697,996,NT,NI,0.8546582819666687,10,w10_f1_c19
51405,4,5,1,4,1,19,181,947,NT,NI,0.6757103127659133,10,w10_f1_c19
51666,4,5,1,5,1,19,1690,998,NT,NI,0.8175445696614989,10,w10_f1_c19
51925,4,5,1,6,1,19,198,939,NT,NI,0.6688302928418737,10,w10_f1_c19
52192,4,5,1,7,1,19,1289,912,NT,NI,1.1739046966772513,10,w10_f1_c19
52454,4,5,1,8,1,19,188,946,NT,NI,0.6877477533569931,10,w10_f1_c19
52712,4,5,1,9,1,19,200,944,NT,NI,0.6735985721104955,10,w10_f1_c19
48651,4,5,1,10,1,19,186,941,NT,NI,0.6736608347342424,10,w10_f1_c19
48906,4,5,1,11,1,19,1697,998,NT,NI,0.8019166511010107,10,w10_f1_c19
49158,4,5,1,12,1,19,1538,1112,NT,NI,0.8127036506651723,10,w10_f1_c19
49409,4,5,1,13,1,19,1706,1010,NT,NI,0.8040128261004919,10,w10_f1_c19
49664,4,5,1,14,1,19,1530,1096,NT,NI,0.7908857895938401,10,w10_f1_c19
49911,4,5,1,15,1,19,1535,1107,NT,NI,0.7898428906460785,10,w10_f1_c19
50153,4,5,1,16,1,19,1686,999,NT,NI,0.7829940020339123,10,w10_f1_c19
50398,4,5,1,17,1,19,1562,1148,NT,NI,0.7740074300064338,10,w10_f1_c19
50639,4,5,1,18,1,19,312,1058,NT,NI,0.7371687109561463,10,w10_f1_c19
48006,4,5,1,0,1,2,212,73,NT,NI,1.0059947685901884,10,w10_f1_c2
48378,4,5,1,1,1,2,850,79,NT,NI,1.1089094111994877,10,w10_f1_c2
50883,4,5,1,2,1,2,849,75,NT,NI,1.0352639726685529,10,w10_f1_c2
51145,4,5,1,3,1,2,848,77,NT,NI,0.9647360273314473,10,w10_f1_c2
51406,4,5,1,4,1,2,849,71,NT,NI,0.8901350557839108,10,w10_f1_c2
51667,4,5,1,5,1,2,963,30,NT,NI,0.8280948059574015,10,w10_f1_c2
51926,4,5,1,6,1,2,114,34,NT,NI,0.7048844285485507,10,w10_f1_c2
52193,4,5,1,7,1,2,971,30,NT,NI,0.83587786259542,10,w10_f1_c2
52455,4,5,1,8,1,2,118,40,NT,NI,0.6684353814124807,10,w10_f1_c2
52713,4,5,1,9,1,2,971,30,NT,NI,0.8244114663961993,10,w10_f1_c2
48652,4,5,1,10,1,2,851,67,NT,NI,0.8866652431537928,10,w10_f1_c2
48907,4,5,1,11,1,2,963,28,NT,NI,0.8062670154273209,10,w10_f1_c2
49159,4,5,1,12,1,2,957,28,NT,NI,0.8144664495809535,10,w10_f1_c2
49410,4,5,1,13,1,2,967,31,NT,NI,0.8300272246837134,10,w10_f1_c2
49665,4,5,1,14,1,2,959,28,NT,NI,0.7916831260342712,10,w10_f1_c2
49912,4,5,1,15,1,2,953,28,NT,NI,0.7942668019003897,10,w10_f1_c2
50154,4,5,1,16,1,2,954,35,NT,NI,0.7718357977899963,10,w10_f1_c2
50399,4,5,1,17,1,2,955,31,NT,NI,0.8136390327230023,10,w10_f1_c2
50640,4,5,1,18,1,2,956,28,NT,NI,0.8087439278278974,10,w10_f1_c2
48007,4,5,1,0,1,20,617,626,NT,NI,1.9881559098136752,10,w10_f1_c20
48379,4,5,1,1,1,20,1679,996,NT,NI,1.213839170438021,10,w10_f1_c20
50884,4,5,1,2,1,20,195,945,NT,NI,0.9006876775254483,10,w10_f1_c20
51146,4,5,1,3,1,20,1153,1017,NT,NI,1.099312322474552,10,w10_f1_c20
51407,4,5,1,4,1,20,1688,1000,NT,NI,1.1021391391799515,10,w10_f1_c20
51668,4,5,1,5,1,20,607,1091,NT,NI,1.091497805139914,10,w10_f1_c20
51927,4,5,1,6,1,20,1703,996,NT,NI,1.07153341215803,10,w10_f1_c20
52194,4,5,1,7,1,20,193,940,NT,NI,0.8879126404914314,10,w10_f1_c20
52456,4,5,1,8,1,20,1710,1005,NT,NI,1.0678707818594475,10,w10_f1_c20
52714,4,5,1,9,1,20,1699,994,NT,NI,1.0539405553063972,10,w10_f1_c20
48653,4,5,1,10,1,20,1682,991,NT,NI,1.053458093801389,10,w10_f1_c20
48908,4,5,1,11,1,20,1564,1131,NT,NI,1.0850287438333268,10,w10_f1_c20
49160,4,5,1,12,1,20,955,1127,NT,NI,0.9917166116252839,10,w10_f1_c20
49411,4,5,1,13,1,20,1554,1132,NT,NI,1.0744621573504032,10,w10_f1_c20
49666,4,5,1,14,1,20,604,1067,NT,NI,0.9661053804650659,10,w10_f1_c20
49913,4,5,1,15,1,20,310,1062,NT,NI,0.9581073918538756,10,w10_f1_c20
50155,4,5,1,16,1,20,1496,1078,NT,NI,1.0224242671341788,10,w10_f1_c20
50400,4,5,1,17,1,20,311,1077,NT,NI,0.9756119106834646,10,w10_f1_c20
50641,4,5,1,18,1,20,935,1120,NT,NI,1.0144194832905236,10,w10_f1_c20
48008,4,5,1,0,1,21,48,654,NT,NI,1.5227737133844852,10,w10_f1_c21
48380,4,5,1,1,1,21,1153,1024,NT,NI,0.9315435932562409,10,w10_f1_c21
50885,4,5,1,2,1,21,1690,986,NT,NI,0.9675245062769454,10,w10_f1_c21
51147,4,5,1,3,1,21,602,1095,NT,NI,1.0324754937230547,10,w10_f1_c21
51408,4,5,1,4,1,21,1146,1019,NT,NI,0.9099066948328163,10,w10_f1_c21
51669,4,5,1,5,1,21,351,1079,NT,NI,0.8225187214717005,10,w10_f1_c21
51928,4,5,1,6,1,21,350,1073,NT,NI,0.8129867438741504,10,w10_f1_c21
52195,4,5,1,7,1,21,1712,998,NT,NI,0.8961670628730625,10,w10_f1_c21
52457,4,5,1,8,1,21,1554,1125,NT,NI,0.9590573933264644,10,w10_f1_c21
52715,4,5,1,9,1,21,1561,1130,NT,NI,0.9350490125538908,10,w10_f1_c21
48654,4,5,1,10,1,21,1496,1049,NT,NI,0.93497418422734,10,w10_f1_c21
48909,4,5,1,11,1,21,943,1116,NT,NI,0.8571815047400868,10,w10_f1_c21
49161,4,5,1,12,1,21,581,1103,NT,NI,0.840189718587932,10,w10_f1_c21
49412,4,5,1,13,1,21,331,1077,NT,NI,0.9859265185833271,10,w10_f1_c21
49667,4,5,1,14,1,21,322,1071,NT,NI,0.923703887043763,10,w10_f1_c21
49914,4,5,1,15,1,21,598,1079,NT,NI,0.8199054860675413,10,w10_f1_c21
50156,4,5,1,16,1,21,300,1091,NT,NI,0.803161208995516,10,w10_f1_c21
50401,4,5,1,17,1,21,940,1118,NT,NI,0.8551784079985725,10,w10_f1_c21
50642,4,5,1,18,1,21,588,1108,NT,NI,0.7933759662927169,10,w10_f1_c21
48009,4,5,1,0,1,22,1358,661,NT,NI,1.4397441913394833,10,w10_f1_c22
48381,4,5,1,1,1,22,578,1106,NT,NI,1.1290760373260351,10,w10_f1_c22
50886,4,5,1,2,1,22,604,1091,NT,NI,1.009280931521168,10,w10_f1_c22
51148,4,5,1,3,1,22,329,1081,NT,NI,0.9907190684788321,10,w10_f1_c22
51409,4,5,1,4,1,22,598,1094,NT,NI,0.9773779050327206,10,w10_f1_c22
51670,4,5,1,5,1,22,943,1114,NT,NI,0.8570657869965803,10,w10_f1_c22
51929,4,5,1,6,1,22,610,1113,NT,NI,0.9183654545914339,10,w10_f1_c22
52196,4,5,1,7,1,22,605,1112,NT,NI,0.8785217945944124,10,w10_f1_c22
52458,4,5,1,8,1,22,602,1115,NT,NI,0.8571444627709046,10,w10_f1_c22
52716,4,5,1,9,1,22,343,1073,NT,NI,0.8791062432036775,10,w10_f1_c22
48655,4,5,1,10,1,22,337,1075,NT,NI,0.9908089836494881,10,w10_f1_c22
48910,4,5,1,11,1,22,581,1099,NT,NI,0.8975781910753573,10,w10_f1_c22
49162,4,5,1,12,1,22,294,1099,NT,NI,1.046387798511342,10,w10_f1_c22
49413,4,5,1,13,1,22,605,1104,NT,NI,0.7915850639662144,10,w10_f1_c22
49668,4,5,1,14,1,22,956,1113,NT,NI,0.8194306683788013,10,w10_f1_c22
49915,4,5,1,15,1,22,939,1112,NT,NI,0.8304003191988557,10,w10_f1_c22
50157,4,5,1,16,1,22,575,1098,NT,NI,0.7874377267196979,10,w10_f1_c22
50402,4,5,1,17,1,22,572,1113,NT,NI,0.8030548679230438,10,w10_f1_c22
50643,4,5,1,18,1,22,592,1370,NT,NI,0.8553068214706188,10,w10_f1_c22
48010,4,5,1,0,1,23,2135,699,NT,NI,2.178922996579839,10,w10_f1_c23
48382,4,5,1,1,1,23,331,1092,NT,NI,1.2060397680448938,10,w10_f1_c23
50887,4,5,1,2,1,23,328,1070,NT,NI,1.0151084761418898,10,w10_f1_c23
51149,4,5,1,3,1,23,920,1133,NT,NI,0.9848915238581102,10,w10_f1_c23
51410,4,5,1,4,1,23,340,1070,NT,NI,0.8839107558464219,10,w10_f1_c23
51671,4,5,1,5,1,23,1565,1147,NT,NI,1.0725297415107269,10,w10_f1_c23
51930,4,5,1,6,1,23,947,1130,NT,NI,0.9180519876475756,10,w10_f1_c23
52197,4,5,1,7,1,23,955,1111,NT,NI,0.9297765273748683,10,w10_f1_c23
52459,4,5,1,8,1,23,963,1133,NT,NI,0.9157215693495656,10,w10_f1_c23
52717,4,5,1,9,1,23,606,1122,NT,NI,0.8999218162773076,10,w10_f1_c23
48656,4,5,1,10,1,23,937,1117,NT,NI,0.8885655550893377,10,w10_f1_c23
48911,4,5,1,11,1,23,334,1073,NT,NI,1.1525971183713637,10,w10_f1_c23
49163,4,5,1,12,1,23,261,1166,NT,NI,0.988242254830637,10,w10_f1_c23
49414,4,5,1,13,1,23,942,1119,NT,NI,0.8953455026247391,10,w10_f1_c23
49669,4,5,1,14,1,23,30,1136,NT,NI,0.7731675878661276,10,w10_f1_c23
49916,4,5,1,15,1,23,894,1345,NT,NI,0.9992000507137659,10,w10_f1_c23
50158,4,5,1,16,1,23,935,1123,NT,NI,0.8916023437004749,10,w10_f1_c23
50403,4,5,1,17,1,23,596,1378,NT,NI,0.921970229811846,10,w10_f1_c23
50644,4,5,1,18,1,23,898,1350,NT,NI,0.9762701836260946,10,w10_f1_c23
48011,4,5,1,0,1,24,1627,755,NT,NI,1.3966192590320208,10,w10_f1_c24
48383,4,5,1,1,1,24,944,1136,NT,NI,0.9904985897009826,10,w10_f1_c24
50888,4,5,1,2,1,24,932,1133,NT,NI,0.9349558163117485,10,w10_f1_c24
