,row,col,plane,t,field,n,bacteria,assay,treatment,legio_area,annexin,cell_ROX,TMRM,well_id,cell_lbl
95725,5,11,1,0,1,1,dotA,2,antimycina,0.0,2721.04,0.516294,0.599628,29,w29_f1_c1
95812,5,11,1,1,1,1,dotA,2,antimycina,0.0,1809.59,0.72126,0.567523,29,w29_f1_c1
97528,5,11,1,2,1,1,dotA,2,antimycina,0.0,1595.06,0.744769,0.545956,29,w29_f1_c1
97709,5,11,1,3,1,1,dotA,2,antimycina,0.0,1455.47,0.744152,0.526841,29,w29_f1_c1
97897,5,11,1,4,1,1,dotA,2,antimycina,0.0,1532.3,0.680147,0.574795,29,w29_f1_c1
98084,5,11,1,5,1,1,dotA,2,antimycina,0.0,1586.89,0.640913,0.61727,29,w29_f1_c1
98275,5,11,1,6,1,1,dotA,2,antimycina,0.0,1319.95,0.705174,0.534102,29,w29_f1_c1
98468,5,11,1,7,1,1,dotA,2,antimycina,0.0,1447.56,0.608402,0.577699,29,w29_f1_c1
98664,5,11,1,8,1,1,dotA,2,antimycina,0.0,1736.84,0.568439,0.594236,29,w29_f1_c1
98864,5,11,1,9,1,1,dotA,2,antimycina,0.0,1653.41,0.576267,0.603114,29,w29_f1_c1
95980,5,11,1,10,1,1,dotA,2,antimycina,0.0,1868.65,0.53015,0.573366,29,w29_f1_c1
96176,5,11,1,11,1,1,dotA,2,antimycina,0.0,1420.67,0.607148,0.543251,29,w29_f1_c1
96373,5,11,1,12,1,1,dotA,2,antimycina,0.0,1878.06,0.535294,0.593385,29,w29_f1_c1
96571,5,11,1,13,1,1,dotA,2,antimycina,0.0,1890.13,0.412524,0.537447,29,w29_f1_c1
96767,5,11,1,14,1,1,dotA,2,antimycina,0.0,1741.41,0.529565,0.535589,29,w29_f1_c1
96960,5,11,1,15,1,1,dotA,2,antimycina,0.0,1947.1,0.493734,0.559554,29,w29_f1_c1
97153,5,11,1,16,1,1,dotA,2,antimycina,0.0,2095.51,0.469288,0.474262,29,w29_f1_c1
97345,5,11,1,17,1,1,dotA,2,antimycina,0.0,2051.01,0.495956,0.490156,29,w29_f1_c1
95726,5,11,1,0,1,10,dotA,2,antimycina,0.0,126.029,0.0815679,0.0479316,29,w29_f1_c10
95813,5,11,1,1,1,10,dotA,2,antimycina,12.6773,124.531,0.0762437,0.0512258,29,w29_f1_c10
97529,5,11,1,2,1,10,dotA,2,antimycina,13.5363,125.047,0.0737082,0.0449521,29,w29_f1_c10
97710,5,11,1,3,1,10,dotA,2,antimycina,10.0047,124.626,0.046142,0.0434383,29,w29_f1_c10
97898,5,11,1,4,1,10,dotA,2,antimycina,10.456,125.033,0.0620052,0.0419123,29,w29_f1_c10
98085,5,11,1,5,1,10,dotA,2,antimycina,11.289,124.459,0.0538275,0.0407942,29,w29_f1_c10
98276,5,11,1,6,1,10,dotA,2,antimycina,10.9766,125.111,0.0660426,0.041616,29,w29_f1_c10
98469,5,11,1,7,1,10,dotA,2,antimycina,6.52521,125.943,0.0537,0.0405627,29,w29_f1_c10
98665,5,11,1,8,1,10,dotA,2,antimycina,6.47315,132.609,0.185831,0.040805,29,w29_f1_c10
98865,5,11,1,9,1,10,dotA,2,antimycina,10.2824,146.342,0.780215,0.0409231,29,w29_f1_c10
