,t,bact,mito_frag,mito_pot,annexin,hoechst,leg_n,leg_area,infected,cell_lbl,well_id
9350,12,Lpp WT,0.4730109999999999,0.148798,1.089207631909796,735.443,4.0,8.3571,1.0,w2_f16_c5,
9351,13,Lpp WT,0.469311,0.139255,1.0903146225557252,706.995,4.0,9.09937,1.0,w2_f16_c5,
9352,14,Lpp WT,0.465684,0.147733,1.096039345610387,775.238,4.0,10.2521,1.0,w2_f16_c5,
9353,15,Lpp WT,0.474948,0.145458,1.1091888130688152,768.553,4.0,9.73685,1.0,w2_f16_c5,
9354,16,Lpp WT,0.4762439999999999,0.137215,1.097921229708466,764.794,4.0,12.5749,1.0,w2_f16_c5,
9355,17,Lpp WT,0.473214,0.1328869999999999,1.094576536542552,785.393,4.0,11.6406,1.0,w2_f16_c5,
9356,0,Lpp WT,0.491681,0.113792,1.0,390.61800000000005,3.0,9.47487,1.0,w2_f16_c6,
9357,1,Lpp WT,0.49235,0.1067119999999999,0.9743534730470097,664.7080000000001,2.0,10.3656,1.0,w2_f16_c6,
9358,2,Lpp WT,0.498479,0.1127599999999999,2.039002337075208,1017.32,4.0,17.3866,1.0,w2_f16_c6,
9359,3,Lpp WT,0.495526,0.124392,2.0195624688709244,756.677,3.0,13.5879,1.0,w2_f16_c6,
9360,4,Lpp WT,0.508572,0.0956241999999999,1.8337611585762998,964.388,2.0,7.45764,1.0,w2_f16_c6,
9361,5,Lpp WT,0.523892,0.0511661999999999,3.0822956974828553,418.562,7.0,7.833139999999999,1.0,w2_f16_c6,
9362,6,Lpp WT,0.495155,0.156673,3.4985785985211297,435.21,7.0,11.3786,1.0,w2_f16_c6,
9363,7,Lpp WT,0.506099,0.106774,4.337289759013065,617.177,4.0,7.9554,1.0,w2_f16_c6,
9364,8,Lpp WT,0.512109,0.0819753,3.622765411286924,419.242,4.0,7.28299,1.0,w2_f16_c6,
9365,9,Lpp WT,0.510655,0.0868183999999999,4.289705375272978,588.283,8.0,9.87657,1.0,w2_f16_c6,
9366,10,Lpp WT,0.511814,0.0823979,4.467959082027509,704.154,7.0,8.121319999999999,1.0,w2_f16_c6,
9367,11,Lpp WT,0.509059,0.0901247,4.332860809930654,728.313,6.0,9.536,1.0,w2_f16_c6,
9368,12,Lpp WT,0.510283,0.0924363999999999,4.606888624956898,855.165,3.0,9.0819,1.0,w2_f16_c6,
9369,13,Lpp WT,0.509436,0.0934091,4.884663422857362,954.161,6.0,10.3219,1.0,w2_f16_c6,
9370,14,Lpp WT,0.511508,0.0928271,4.682356997816176,857.073,6.0,8.48809,1.0,w2_f16_c6,
9371,15,Lpp WT,0.507354,0.0971523999999999,4.862196850695375,1010.33,3.0,10.1473,1.0,w2_f16_c6,
9372,16,Lpp WT,0.5053529999999999,0.0946942,4.475659936400905,781.936,7.0,7.21313,1.0,w2_f16_c6,
9373,17,Lpp WT,0.507441,0.0911389,4.548714608635684,758.575,5.0,8.13005,1.0,w2_f16_c6,
9374,1,Lpp WT,0.4704979999999999,0.136227,1.0,325.065,3.0,2.11329,1.0,w2_f16_c7,
9375,2,Lpp WT,0.48653,0.0899286,1.0120839238753758,389.237,1.0,1.72905,1.0,w2_f16_c7,
9376,3,Lpp WT,0.488541,0.1052869999999999,1.0031704939252681,408.821,2.0,3.54544,1.0,w2_f16_c7,
9377,4,Lpp WT,0.477122,0.100363,1.0322947985876145,463.212,1.0,2.49752,1.0,w2_f16_c7,
9378,5,Lpp WT,0.490216,0.0818107,1.0680058658233862,483.634,0.0,0.0,0.0,w2_f16_c7,
9379,6,Lpp WT,0.471632,0.154447,1.052325438503068,490.059,1.0,7.859339999999999,1.0,w2_f16_c7,
9380,7,Lpp WT,0.470181,0.140781,1.0463940751906802,495.705,4.0,12.2868,1.0,w2_f16_c7,
9381,8,Lpp WT,0.490627,0.115682,1.0419783226694412,477.602,2.0,0.323106,1.0,w2_f16_c7,
9382,9,Lpp WT,0.458302,0.18414,1.2316590613044083,1602.25,3.0,4.7942,1.0,w2_f16_c7,
9383,10,Lpp WT,0.514167,0.0724448,2.865299066875302,3083.09,2.0,4.98631,1.0,w2_f16_c7,
9384,11,Lpp WT,0.514596,0.077646,3.0664329075968966,1598.66,5.0,6.95988,1.0,w2_f16_c7,
9385,12,Lpp WT,0.5134270000000001,0.0792334,3.951500454683237,1493.62,9.0,8.785,1.0,w2_f16_c7,
9386,13,Lpp WT,0.510372,0.094128,4.770479178784726,1606.4,7.0,10.0687,1.0,w2_f16_c7,
9387,14,Lpp WT,0.5061359999999999,0.102339,4.711313010494581,1539.05,6.0,10.2433,1.0,w2_f16_c7,
9388,15,Lpp WT,0.505417,0.1139599999999999,5.139673775017819,1710.66,6.0,10.3656,1.0,w2_f16_c7,
9389,16,Lpp WT,0.508922,0.0915958,4.496145433096024,1482.12,9.0,8.610339999999999,1.0,w2_f16_c7,
9390,17,Lpp WT,0.510616,0.0930393,4.488632919066383,1465.44,9.0,8.85486,1.0,w2_f16_c7,
9391,1,Lpp WT,0.411909,0.262265,1.0,243.088,0.0,0.0,0.0,w2_f16_c8,
9392,3,Lpp WT,0.451508,0.185421,1.005828734420537,337.865,1.0,2.30541,1.0,w2_f16_c8,
9393,4,Lpp WT,0.4554229999999999,0.170274,1.0053326719166615,375.627,1.0,1.36229,1.0,w2_f16_c8,
9394,5,Lpp WT,0.5216770000000001,0.0583116999999999,1.8019381870687137,960.923,1.0,2.51499,1.0,w2_f16_c8,
9395,6,Lpp WT,0.5291899999999999,0.0544158999999999,3.3290666052494045,2431.77,2.0,1.47581,1.0,w2_f16_c8,
9396,7,Lpp WT,0.5260060000000001,0.0729797,4.673644022003916,3905.8,1.0,2.01723,1.0,w2_f16_c8,
9397,8,Lpp WT,0.524129,0.0544214,5.089468415877543,3153.23,1.0,1.58933,1.0,w2_f16_c8,
9398,9,Lpp WT,0.5272789999999999,0.0657538,5.574165773458884,3406.97,1.0,1.7028599999999998,1.0,w2_f16_c8,
9399,10,Lpp WT,0.5236460000000001,0.0552005,5.677674529847904,3330.54,1.0,1.29242,1.0,w2_f16_c8,
9400,11,Lpp WT,0.516795,0.0642433999999999,5.817723604602751,3542.6,3.0,0.969319,1.0,w2_f16_c8,
9401,12,Lpp WT,0.5207609999999999,0.0646511,6.145000841534605,4239.95,2.0,1.10904,1.0,w2_f16_c8,
9402,13,Lpp WT,0.517123,0.0693065,6.542736670534774,4732.08,1.0,1.48454,1.0,w2_f16_c8,
9403,14,Lpp WT,0.515968,0.0766218999999999,6.477043821807262,4736.91,2.0,1.57187,1.0,w2_f16_c8,
9404,15,Lpp WT,0.515389,0.073107,6.659461949348475,5344.89,1.0,1.84258,1.0,w2_f16_c8,
9405,16,Lpp WT,0.518509,0.0689964,6.217310809733456,4912.42,3.0,1.53694,1.0,w2_f16_c8,
9406,17,Lpp WT,0.5194979999999999,0.0695148,6.147410287982001,4823.59,1.0,1.50201,1.0,w2_f16_c8,
9407,1,Lpp WT,0.392469,0.348584,1.0,243.952,8.0,10.3918,1.0,w2_f16_c9,
9408,2,Lpp WT,0.404196,0.313758,1.005113446565768,273.22900000000004,8.0,11.2738,1.0,w2_f16_c9,
9409,3,Lpp WT,0.408956,0.315753,1.0078371919726596,342.616,10.0,16.5483,1.0,w2_f16_c9,
9410,4,Lpp WT,0.399663,0.325217,1.002903615386592,364.146,8.0,16.0854,1.0,w2_f16_c9,
9411,5,Lpp WT,0.402629,0.358102,1.0107921987820232,391.511,9.0,14.3477,1.0,w2_f16_c9,
9412,6,Lpp WT,0.398922,0.353717,1.0068436244657433,356.73800000000006,8.0,15.2908,1.0,w2_f16_c9,
9413,7,Lpp WT,0.427705,0.245498,1.0072975820335586,351.978,7.0,15.6052,1.0,w2_f16_c9,
9414,8,Lpp WT,0.427412,0.250184,1.01129754777261,373.6830000000001,8.0,18.7576,1.0,w2_f16_c9,
9415,9,Lpp WT,0.4229279999999999,0.249804,1.0127707685587275,365.9,9.0,23.7963,1.0,w2_f16_c9,
9416,10,Lpp WT,0.423031,0.243846,1.010004196966193,381.426,9.0,25.6389,1.0,w2_f16_c9,
9417,11,Lpp WT,0.412896,0.279104,1.0102868497914363,385.223,7.0,30.6252,1.0,w2_f16_c9,
9418,12,Lpp WT,0.4948109999999999,0.134303,2.7975263595172635,1485.0,7.0,22.3904,1.0,w2_f16_c9,
9419,13,Lpp WT,0.494321,0.13496,2.8068196418017832,2106.51,8.0,21.2726,1.0,w2_f16_c9,
9420,14,Lpp WT,0.495079,0.1437369999999999,2.90985944445872,2153.74,8.0,17.6049,1.0,w2_f16_c9,
9421,15,Lpp WT,0.488829,0.148947,3.079468270079057,2197.42,9.0,22.8969,1.0,w2_f16_c9,
9422,16,Lpp WT,0.495301,0.139518,3.248143484852378,2323.5,10.0,23.7177,1.0,w2_f16_c9,
9423,17,Lpp WT,0.4986029999999999,0.13362,3.807530556483456,2395.52,9.0,25.1848,1.0,w2_f16_c9,
9598,2,Lpp WT,0.376975,0.310483,1.0,279.307,1.0,1.6766599999999998,1.0,w2_f17_c10,
9599,3,Lpp WT,0.4542739999999999,0.2266239999999999,1.071974986079582,711.409,2.0,2.48006,1.0,w2_f17_c10,
9600,4,Lpp WT,0.450702,0.176548,1.9152524949672334,616.539,1.0,1.87751,1.0,w2_f17_c10,
9601,5,Lpp WT,0.448067,0.187328,3.2037178224182976,707.747,1.0,3.12627,1.0,w2_f17_c10,
9602,6,Lpp WT,0.459475,0.169938,4.07548721463143,775.409,1.0,3.78995,1.0,w2_f17_c10,
9603,7,Lpp WT,0.449055,0.180612,4.930594937251039,718.1610000000001,1.0,5.606330000000001,1.0,w2_f17_c10,
9604,8,Lpp WT,0.4517199999999999,0.182845,5.99457746177239,837.115,1.0,5.5714,1.0,w2_f17_c10,
9605,9,Lpp WT,0.454417,0.170734,6.6034693964963385,903.976,1.0,6.50579,1.0,w2_f17_c10,
9606,10,Lpp WT,0.460067,0.178695,5.435602004540198,994.124,2.0,6.968610000000001,1.0,w2_f17_c10,
9607,11,Lpp WT,0.45724,0.183423,6.235396410673747,997.234,2.0,7.675960000000001,1.0,w2_f17_c10,
9608,12,Lpp WT,0.460837,0.180444,5.816361845204952,1044.91,3.0,7.405239999999999,1.0,w2_f17_c10,
9609,13,Lpp WT,0.468513,0.16188,6.702154452392171,1041.45,2.0,9.40501,1.0,w2_f17_c10,
9610,14,Lpp WT,0.484861,0.129728,6.226350280549965,1569.31,3.0,7.1782,1.0,w2_f17_c10,
9611,15,Lpp WT,0.434095,0.290917,4.51892748533002,2585.96,1.0,9.98136,1.0,w2_f17_c10,
9612,16,Lpp WT,0.506571,0.0949413,4.888251167173513,3334.12,4.0,9.83291,1.0,w2_f17_c10,
9613,17,Lpp WT,0.502432,0.123664,11.31006124983938,2804.68,1.0,10.907,1.0,w2_f17_c10,
9614,2,Lpp WT,0.364923,0.3653889999999999,1.0,531.422,0.0,0.0,0.0,w2_f17_c11,
9615,3,Lpp WT,0.3695179999999999,0.336961,1.0046231364604437,640.41,0.0,0.0,0.0,w2_f17_c11,
9616,4,Lpp WT,0.411493,0.272034,1.3487957335549667,732.08,0.0,0.0,0.0,w2_f17_c11,
9617,5,Lpp WT,0.296156,0.484246,1.7205946011462607,397.626,0.0,0.0,0.0,w2_f17_c11,
9618,6,Lpp WT,0.343744,0.364217,1.5678492892144131,429.093,0.0,0.0,0.0,w2_f17_c11,
9619,7,Lpp WT,0.381356,0.355783,1.367097813100618,393.487,0.0,0.0,0.0,w2_f17_c11,
9620,8,Lpp WT,0.3679179999999999,0.382179,1.3856596194137103,385.545,0.0,0.0,0.0,w2_f17_c11,
9621,9,Lpp WT,0.347034,0.445663,1.0069087320139214,498.076,0.0,0.0,0.0,w2_f17_c11,
9622,10,Lpp WT,0.514446,0.1082299999999999,0.9906411788132218,612.224,0.0,0.0,0.0,w2_f17_c11,
9623,11,Lpp WT,0.534723,0.0474479,0.9936799819922775,461.607,0.0,0.0,0.0,w2_f17_c11,
9624,6,Lpp WT,0.395736,0.402541,1.0,227.126,4.0,6.59311,1.0,w2_f17_c13,
9625,7,Lpp WT,0.398024,0.343208,1.0190920623414281,221.212,4.0,8.72387,1.0,w2_f17_c13,
9626,8,Lpp WT,0.399314,0.338945,1.0166002174700979,226.748,5.0,6.06042,1.0,w2_f17_c13,
9627,9,Lpp WT,0.385763,0.33264,1.0098767669445452,224.093,3.0,9.47487,1.0,w2_f17_c13,
9628,10,Lpp WT,0.380166,0.34792,1.0156759695541864,250.225,3.0,12.54,1.0,w2_f17_c13,
9629,11,Lpp WT,0.379851,0.408559,1.0216473359913012,284.045,4.0,12.8369,1.0,w2_f17_c13,
9630,12,Lpp WT,0.37484,0.432476,1.0133381660021747,271.465,3.0,16.1553,1.0,w2_f17_c13,
9631,13,Lpp WT,0.365624,0.407057,1.010003624501631,286.318,4.0,17.0373,1.0,w2_f17_c13,
9632,14,Lpp WT,0.37333,0.404264,1.0181496919173614,233.166,7.0,15.055,1.0,w2_f17_c13,
9633,15,Lpp WT,0.363518,0.417333,1.0095233780355202,266.745,7.0,22.6436,1.0,w2_f17_c13,
9634,16,Lpp WT,0.354848,0.449559,1.0049836897426603,253.985,6.0,21.5171,1.0,w2_f17_c13,
9635,17,Lpp WT,0.341854,0.458995,1.0896882928597318,264.9,5.0,22.731,1.0,w2_f17_c13,
9636,7,Lpp WT,0.522883,0.0732615,1.0,3266.57,1.0,0.87326,1.0,w2_f17_c14,
9637,8,Lpp WT,0.516898,0.104528,1.2413012118326407,3827.86,1.0,1.72032,1.0,w2_f17_c14,
9638,9,Lpp WT,0.511459,0.0816298999999999,1.4645273683154578,3688.11,1.0,0.794667,1.0,w2_f17_c14,
9639,10,Lpp WT,0.511007,0.0701953,1.4962325384905568,2860.7,1.0,0.0261978,1.0,w2_f17_c14,
9640,11,Lpp WT,0.508951,0.0777756,1.433401481552649,3816.14,2.0,0.6724100000000001,1.0,w2_f17_c14,
9641,12,Lpp WT,0.50827,0.0726559,1.477102057021268,3682.75,1.0,0.4104319999999999,1.0,w2_f17_c14,
9642,13,Lpp WT,0.510363,0.0659366,1.4807049172684383,3744.02,2.0,0.0698608,1.0,w2_f17_c14,
9643,14,Lpp WT,0.509452,0.0745734,1.342718195574557,4205.48,2.0,0.8470620000000001,1.0,w2_f17_c14,
9644,15,Lpp WT,0.508549,0.067254,1.3988648870891855,2947.99,0.0,0.0,0.0,w2_f17_c14,
9645,16,Lpp WT,0.510292,0.0712763,1.4200355764788326,3166.07,1.0,0.0785934,1.0,w2_f17_c14,
9646,17,Lpp WT,0.509401,0.0662372,1.2661284511515727,2685.43,0.0,0.0,0.0,w2_f17_c14,
9456,0,Lpp WT,0.406032,0.331221,1.0,236.206,0.0,0.0,0.0,w2_f17_c2,
9457,1,Lpp WT,0.393802,0.362012,0.9567840492974786,323.973,0.0,0.0,0.0,w2_f17_c2,
9458,2,Lpp WT,0.388558,0.386181,0.9702214837637723,380.872,0.0,0.0,0.0,w2_f17_c2,
9459,3,Lpp WT,0.387719,0.3766219999999999,0.9655433853301285,432.011,0.0,0.0,0.0,w2_f17_c2,
9460,4,Lpp WT,0.3835139999999999,0.4579899999999999,0.9893613589069381,479.992,0.0,0.0,0.0,w2_f17_c2,
9461,5,Lpp WT,0.3689429999999999,0.4618529999999999,0.9721814456937298,496.036,0.0,0.0,0.0,w2_f17_c2,
9462,6,Lpp WT,0.3775489999999999,0.438223,0.9715684534851833,495.414,0.0,0.0,0.0,w2_f17_c2,
9463,7,Lpp WT,0.37684,0.448801,0.9749237792582794,500.997,0.0,0.0,0.0,w2_f17_c2,
9464,8,Lpp WT,0.375379,0.406181,0.9745930860931425,502.629,0.0,0.0,0.0,w2_f17_c2,
9465,9,Lpp WT,0.390126,0.353525,0.9730606055717765,496.574,0.0,0.0,0.0,w2_f17_c2,
9466,10,Lpp WT,0.382851,0.343093,0.9659144069300383,418.697,0.0,0.0,0.0,w2_f17_c2,
9467,11,Lpp WT,0.38253,0.365188,1.0627752415673242,434.769,0.0,0.0,0.0,w2_f17_c2,
9468,12,Lpp WT,0.376602,0.369182,1.2287832104660354,429.17800000000005,0.0,0.0,0.0,w2_f17_c2,
9469,13,Lpp WT,0.368668,0.353466,1.2422771047410108,426.717,0.0,0.0,0.0,w2_f17_c2,
9470,14,Lpp WT,0.370005,0.3715739999999999,1.2765804713587456,433.526,0.0,0.0,0.0,w2_f17_c2,
9471,15,Lpp WT,0.394894,0.295201,1.1798648190866416,401.19,0.0,0.0,0.0,w2_f17_c2,
9472,16,Lpp WT,0.380114,0.333854,1.1747915019922246,408.062,0.0,0.0,0.0,w2_f17_c2,
9473,17,Lpp WT,0.3835,0.303674,1.1216466906486424,375.656,0.0,0.0,0.0,w2_f17_c2,
9474,0,Lpp WT,0.386156,0.359269,1.0,282.625,4.0,12.5662,1.0,w2_f17_c3,
9475,1,Lpp WT,0.3945869999999999,0.322877,0.9538700303790781,465.458,5.0,12.6186,1.0,w2_f17_c3,
9476,2,Lpp WT,0.399131,0.313562,0.9777192576938317,641.9590000000001,6.0,12.4178,1.0,w2_f17_c3,
9477,3,Lpp WT,0.409728,0.277405,0.9889297979130894,708.831,7.0,11.1777,1.0,w2_f17_c3,
9478,4,Lpp WT,0.392819,0.331451,1.0054731871615374,758.9060000000001,7.0,9.85037,1.0,w2_f17_c3,
9479,5,Lpp WT,0.3869579999999999,0.330025,1.0005448421608771,778.123,5.0,11.0555,1.0,w2_f17_c3,
9480,6,Lpp WT,0.397413,0.298357,1.0127625148593318,807.615,7.0,9.5098,1.0,w2_f17_c3,
9481,7,Lpp WT,0.392768,0.332079,1.4724441949544316,765.9639999999999,6.0,12.5138,1.0,w2_f17_c3,
9482,8,Lpp WT,0.409101,0.2996769999999999,1.640767401928411,806.47,6.0,12.6448,1.0,w2_f17_c3,
9483,9,Lpp WT,0.465213,0.161802,2.0571423854180426,1658.33,3.0,8.199910000000001,1.0,w2_f17_c3,
9484,10,Lpp WT,0.501506,0.123832,2.2341830669660547,3612.35,3.0,10.7498,1.0,w2_f17_c3,
9485,11,Lpp WT,0.516134,0.080926,4.904000462290318,2530.4,4.0,3.20486,1.0,w2_f17_c3,
9486,12,Lpp WT,0.514885,0.0698843,8.866150442477876,1619.74,10.0,5.1173,1.0,w2_f17_c3,
9487,13,Lpp WT,0.5116430000000001,0.0698513,10.225283978338398,2190.87,3.0,6.208880000000001,1.0,w2_f17_c3,
9488,14,Lpp WT,0.510223,0.0778669,10.43686435081231,2963.64,2.0,5.6237900000000005,1.0,w2_f17_c3,
9489,15,Lpp WT,0.513683,0.0732791999999999,10.196638488971075,1978.65,1.0,6.3486,1.0,w2_f17_c3,
9490,16,Lpp WT,0.5155069999999999,0.0763338,10.479543653414344,1981.0,1.0,7.448910000000001,1.0,w2_f17_c3,
9491,17,Lpp WT,0.51356,0.0758412,10.136045436534143,1314.18,1.0,6.24381,1.0,w2_f17_c3,
9492,0,Lpp WT,0.3215119999999999,0.5294909999999999,1.0,286.253,2.0,10.9943,1.0,w2_f17_c4,
9493,1,Lpp WT,0.34295,0.435044,0.9511998984212977,502.022,2.0,12.5487,1.0,w2_f17_c4,
9494,2,Lpp WT,0.359321,0.409153,0.9429804884242603,629.2090000000001,2.0,9.78924,1.0,w2_f17_c4,
9495,3,Lpp WT,0.349709,0.39541,0.9443264062301604,718.193,6.0,11.3524,1.0,w2_f17_c4,
9496,4,Lpp WT,0.35333,0.459636,0.9920683963262368,731.308,2.0,5.33562,1.0,w2_f17_c4,
9497,5,Lpp WT,0.360701,0.430903,1.3150548101747999,739.953,6.0,7.99033,1.0,w2_f17_c4,
9498,6,Lpp WT,0.366061,0.437422,1.2226435857281923,768.331,5.0,8.3571,1.0,w2_f17_c4,
9499,7,Lpp WT,0.367764,0.446779,1.3214881279891648,730.308,6.0,7.05594,1.0,w2_f17_c4,
9500,8,Lpp WT,0.365971,0.4596699999999999,1.4049858213061326,752.6510000000001,5.0,6.44466,1.0,w2_f17_c4,
9501,9,Lpp WT,0.365817,0.433592,1.4057222668980403,789.439,5.0,8.00779,1.0,w2_f17_c4,
9502,10,Lpp WT,0.364691,0.402925,1.2903203961569392,845.296,4.0,8.61908,1.0,w2_f17_c4,
9503,11,Lpp WT,0.370845,0.405763,1.3402971177043215,846.602,5.0,12.9068,1.0,w2_f17_c4,
9504,12,Lpp WT,0.382007,0.352871,1.4230583654293816,870.3330000000001,5.0,11.2039,1.0,w2_f17_c4,
9505,13,Lpp WT,0.379179,0.36463,1.3472721885977905,871.985,3.0,13.2474,1.0,w2_f17_c4,
9506,14,Lpp WT,0.369402,0.38924,1.295340077030516,823.635,5.0,12.147,1.0,w2_f17_c4,
9507,15,Lpp WT,0.3835989999999999,0.346665,1.2148474203242052,942.55,3.0,8.98585,1.0,w2_f17_c4,
9508,16,Lpp WT,0.400312,0.365948,1.2530664070766495,1063.46,3.0,10.3743,1.0,w2_f17_c4,
9509,17,Lpp WT,0.433644,0.268026,1.8087611630761415,2064.88,2.0,8.07765,1.0,w2_f17_c4,
9510,0,Lpp WT,0.442456,0.231836,1.0,269.212,0.0,0.0,0.0,w2_f17_c5,
9511,1,Lpp WT,0.4283939999999999,0.26166,0.9631974425474235,582.227,0.0,0.0,0.0,w2_f17_c5,
9512,2,Lpp WT,0.444439,0.253695,0.972529323732439,879.6610000000001,1.0,1.37102,1.0,w2_f17_c5,
9513,3,Lpp WT,0.446684,0.21256,0.9723804524121072,1145.72,1.0,1.48454,1.0,w2_f17_c5,
9514,4,Lpp WT,0.454681,0.255723,1.6076065409356954,1006.95,1.0,2.32287,1.0,w2_f17_c5,
9515,5,Lpp WT,0.431138,0.263477,0.980074749073472,591.487,1.0,1.49327,1.0,w2_f17_c5,
9516,6,Lpp WT,0.4394649999999999,0.2555699999999999,0.9872989257758938,825.105,1.0,1.12651,1.0,w2_f17_c5,
9517,7,Lpp WT,0.4236899999999999,0.29916,0.9736341056359548,844.987,1.0,0.925656,1.0,w2_f17_c5,
9518,8,Lpp WT,0.4755729999999999,0.185436,1.2116401701834252,1127.72,1.0,2.23555,1.0,w2_f17_c5,
9519,9,Lpp WT,0.523606,0.0632368,4.030455938006848,3111.39,1.0,1.64173,1.0,w2_f17_c5,
9520,10,Lpp WT,0.520183,0.0698793,5.9108965971150305,2888.7,1.0,2.06963,1.0,w2_f17_c5,
9521,11,Lpp WT,0.51075,0.132293,5.765355293158971,3528.37,3.0,3.27472,1.0,w2_f17_c5,
9522,12,Lpp WT,0.518536,0.0658615,6.345099391194654,3534.13,6.0,2.61978,1.0,w2_f17_c5,
9523,13,Lpp WT,0.5151,0.0666278,6.462323802957054,3651.22,5.0,2.19188,1.0,w2_f17_c5,
9524,14,Lpp WT,0.512729,0.0766659,6.441411300116747,4028.76,2.0,3.77248,1.0,w2_f17_c5,
9525,15,Lpp WT,0.5143810000000001,0.0750758,6.867935468200303,3176.89,2.0,2.2879400000000003,1.0,w2_f17_c5,
9526,16,Lpp WT,0.510079,0.0849761999999999,6.899010397486426,3335.57,1.0,1.6504599999999998,1.0,w2_f17_c5,
9527,17,Lpp WT,0.509892,0.0781748,6.903202300453666,3102.5,6.0,2.37527,1.0,w2_f17_c5,
9528,0,Lpp WT,0.346639,0.476664,1.0,264.112,2.0,2.79443,1.0,w2_f17_c6,
9529,1,Lpp WT,0.39728,0.31465,0.962832373681827,419.8080000000001,2.0,4.4187,1.0,w2_f17_c6,
9530,2,Lpp WT,0.427764,0.259193,0.9900530503978779,584.205,1.0,4.575880000000001,1.0,w2_f17_c6,
9531,3,Lpp WT,0.519562,0.0642079,0.9899317461344375,833.51,0.0,0.0,0.0,w2_f17_c6,
9532,4,Lpp WT,0.433982,0.30784,3.18615352267581,1556.62,3.0,3.06514,1.0,w2_f17_c6,
9533,5,Lpp WT,0.516104,0.0870392,8.319935951348903,4700.97,0.0,0.0,0.0,w2_f17_c6,
9534,6,Lpp WT,0.510045,0.105985,11.143818334735071,3794.05,0.0,0.0,0.0,w2_f17_c6,
9535,7,Lpp WT,0.510921,0.125964,12.09710810635958,4301.92,0.0,0.0,0.0,w2_f17_c6,
9536,8,Lpp WT,0.510151,0.136415,13.158682150481983,4293.75,0.0,0.0,0.0,w2_f17_c6,
9537,9,Lpp WT,0.5069520000000001,0.11367,12.87863104095232,3419.86,0.0,0.0,0.0,w2_f17_c6,
9538,10,Lpp WT,0.511367,0.110678,12.6282590412111,2894.93,0.0,0.0,0.0,w2_f17_c6,
9539,11,Lpp WT,0.512478,0.113117,13.269311638739728,3502.64,0.0,0.0,0.0,w2_f17_c6,
9540,12,Lpp WT,0.513838,0.0977156,11.878113476094972,2999.26,0.0,0.0,0.0,w2_f17_c6,
9541,13,Lpp WT,0.5112399999999999,0.100927,12.764847641845119,3466.38,0.0,0.0,0.0,w2_f17_c6,
9542,14,Lpp WT,0.50512,0.114289,14.319725690625607,4047.14,0.0,0.0,0.0,w2_f17_c6,
9543,15,Lpp WT,0.512027,0.10618,12.702982467490456,2861.89,0.0,0.0,0.0,w2_f17_c6,
9544,16,Lpp WT,0.511857,0.111594,12.705246813741345,2945.03,0.0,0.0,0.0,w2_f17_c6,
9545,17,Lpp WT,0.516368,0.0918028,10.626415216406805,2493.71,0.0,0.0,0.0,w2_f17_c6,
9546,0,Lpp WT,0.386312,0.316039,1.0,227.127,6.0,9.49234,1.0,w2_f17_c7,
9547,1,Lpp WT,0.3896,0.321427,1.0082689450806852,310.53,5.0,8.43569,1.0,w2_f17_c7,
9548,2,Lpp WT,0.429427,0.240233,0.9601644356759391,471.101,6.0,9.12557,1.0,w2_f17_c7,
9549,3,Lpp WT,0.449109,0.194511,0.9583880273221037,550.227,9.0,11.8763,1.0,w2_f17_c7,
9550,4,Lpp WT,0.4104489999999999,0.298003,0.9747294121345983,532.665,4.0,7.75455,1.0,w2_f17_c7,
9551,5,Lpp WT,0.4316569999999999,0.2832909999999999,0.9930672912916689,601.6990000000001,7.0,10.549,1.0,w2_f17_c7,
9552,6,Lpp WT,0.430997,0.286769,1.0427517037013747,608.061,8.0,14.3651,1.0,w2_f17_c7,
9553,7,Lpp WT,0.4167869999999999,0.279839,1.0126706648954986,566.118,6.0,12.1907,1.0,w2_f17_c7,
9554,8,Lpp WT,0.417133,0.290364,1.0091257084017826,569.2040000000001,8.0,14.4001,1.0,w2_f17_c7,
9555,9,Lpp WT,0.404489,0.356704,1.0066261603640851,680.195,5.0,13.8848,1.0,w2_f17_c7,
9556,10,Lpp WT,0.3926179999999999,0.404024,0.9844524967969629,798.8760000000001,8.0,17.8756,1.0,w2_f17_c7,
9557,11,Lpp WT,0.415063,0.305011,0.9931380332172641,804.24,6.0,20.0064,1.0,w2_f17_c7,
9558,12,Lpp WT,0.421306,0.279837,0.9938611729011263,835.475,8.0,19.299,1.0,w2_f17_c7,
9559,13,Lpp WT,0.396937,0.326676,0.9973039466134268,826.209,11.0,26.8877,1.0,w2_f17_c7,
9560,14,Lpp WT,0.389283,0.334867,0.9939161943988115,801.079,12.0,35.2972,1.0,w2_f17_c7,
9561,15,Lpp WT,0.399104,0.350651,0.989766001430559,916.58,7.0,37.8995,1.0,w2_f17_c7,
9562,16,Lpp WT,0.372108,0.366942,0.985474324611116,911.894,11.0,45.9073,1.0,w2_f17_c7,
9563,17,Lpp WT,0.377475,0.3846449999999999,0.9839966043875714,961.42,11.0,65.5294,1.0,w2_f17_c7,
9564,1,Lpp WT,0.438001,0.2330449999999999,1.0,343.767,5.0,7.510039999999999,1.0,w2_f17_c8,
9565,2,Lpp WT,0.447644,0.185809,1.07805679573783,436.518,6.0,14.8978,1.0,w2_f17_c8,
9566,3,Lpp WT,0.461771,0.1678859999999999,1.1603624836102304,1346.97,5.0,7.544969999999999,1.0,w2_f17_c8,
