,t,bact,mito_frag,mito_pot,annexin,hoechst,leg_n,leg_area,infected,cell_lbl,well_id
2072,1,Lpp WT,0.338447,0.360766,1.0,258.21,0.0,0.0,0.0,w1_f10_c11,
2073,2,Lpp WT,0.508826,0.0747408,0.9274237731587597,1024.42,0.0,0.0,0.0,w1_f10_c11,
2074,3,Lpp WT,0.520246,0.0917863,1.4806232319957064,1361.62,1.0,4.10432,1.0,w1_f10_c11,
2075,4,Lpp WT,0.50349,0.107704,1.9145879222245825,2464.86,1.0,4.02573,1.0,w1_f10_c11,
2076,5,Lpp WT,0.5120560000000001,0.103647,2.1015966546283975,2915.39,1.0,3.86854,1.0,w1_f10_c11,
2077,6,Lpp WT,0.524626,0.078108,3.422381117434618,799.544,8.0,2.09582,1.0,w1_f10_c11,
2078,7,Lpp WT,0.523187,0.0746969,3.912603284993906,508.603,10.0,1.54567,1.0,w1_f10_c11,
2079,8,Lpp WT,0.521633,0.0788064,5.278324407124567,763.06,4.0,5.70239,1.0,w1_f10_c11,
2080,9,Lpp WT,0.5243359999999999,0.0767313999999999,5.282142737345841,534.403,1.0,0.489026,1.0,w1_f10_c11,
2081,10,Lpp WT,0.514681,0.0824504,4.927731252166328,376.878,2.0,1.53694,1.0,w1_f10_c11,
2082,11,Lpp WT,0.510267,0.0829538,5.5034437648847785,334.955,3.0,3.85981,1.0,w1_f10_c11,
2083,12,Lpp WT,0.510221,0.0998335,7.2844572156937275,581.795,2.0,2.91669,1.0,w1_f10_c11,
2084,13,Lpp WT,0.513121,0.0895026999999999,6.8553283316748095,578.817,4.0,2.42766,1.0,w1_f10_c11,
2085,14,Lpp WT,0.514541,0.0964004,6.784719970482014,422.571,3.0,1.97357,1.0,w1_f10_c11,
2086,15,Lpp WT,0.514332,0.0753192,6.133982579916589,428.499,3.0,1.72032,1.0,w1_f10_c11,
2087,16,Lpp WT,0.520093,0.0757123999999999,5.667956214989322,427.142,2.0,1.82511,1.0,w1_f10_c11,
2088,17,Lpp WT,0.50812,0.0943706,6.520567550342698,459.232,3.0,2.20062,1.0,w1_f10_c11,
2089,1,Lpp WT,0.423,0.258739,1.0,385.783,4.0,15.9719,1.0,w1_f10_c12,
2090,2,Lpp WT,0.493414,0.150916,6.16949696964574,437.036,3.0,9.0819,1.0,w1_f10_c12,
2091,3,Lpp WT,0.5032439999999999,0.121833,9.220391706042957,346.266,3.0,8.88979,1.0,w1_f10_c12,
2092,4,Lpp WT,0.469613,0.206994,11.040971065822507,388.874,3.0,9.73685,1.0,w1_f10_c12,
2093,5,Lpp WT,0.471572,0.184952,11.866055805854458,438.485,3.0,8.2785,1.0,w1_f10_c12,
2094,6,Lpp WT,0.462103,0.2160679999999999,11.956501525743219,449.884,4.0,7.36158,1.0,w1_f10_c12,
2095,7,Lpp WT,0.460913,0.243121,11.36759000194416,472.51,3.0,7.69342,1.0,w1_f10_c12,
2096,8,Lpp WT,0.462395,0.1993359999999999,12.773894153149119,676.58,2.0,11.7017,1.0,w1_f10_c12,
2097,9,Lpp WT,0.476472,0.164177,11.252123783843183,485.584,2.0,9.74558,1.0,w1_f10_c12,
2098,10,Lpp WT,0.484054,0.169312,10.540307515447623,601.05,3.0,14.8978,1.0,w1_f10_c12,
2099,11,Lpp WT,0.485971,0.159542,8.829277364056702,434.80300000000005,5.0,8.924719999999999,1.0,w1_f10_c12,
2100,12,Lpp WT,0.473416,0.1993079999999999,10.545886410319264,763.133,2.0,14.3477,1.0,w1_f10_c12,
2101,13,Lpp WT,0.471752,0.220413,9.71074275377632,785.179,6.0,14.5922,1.0,w1_f10_c12,
2102,14,Lpp WT,0.468107,0.22074,9.461974759727143,553.089,3.0,8.3309,1.0,w1_f10_c12,
2103,15,Lpp WT,0.4933109999999999,0.149695,9.259359441434285,571.367,3.0,10.3132,1.0,w1_f10_c12,
2104,16,Lpp WT,0.483847,0.166125,10.012341191685756,582.354,3.0,8.41823,1.0,w1_f10_c12,
2105,17,Lpp WT,0.469578,0.20668,10.56532801365984,796.922,2.0,12.7583,1.0,w1_f10_c12,
2106,2,Lpp WT,0.52156,0.0837443,1.0,222.639,3.0,3.51924,1.0,w1_f10_c13,
2107,4,Lpp WT,0.520034,0.0880986,0.9359909878304526,229.391,3.0,4.55842,1.0,w1_f10_c13,
2108,5,Lpp WT,0.522171,0.0966744,1.0086983807719594,253.251,1.0,3.88601,1.0,w1_f10_c13,
2109,6,Lpp WT,0.510217,0.127584,1.0296150337956356,262.819,1.0,3.28346,1.0,w1_f10_c13,
2110,7,Lpp WT,0.49849,0.15692,0.9660815772855905,276.82,1.0,3.78122,1.0,w1_f10_c13,
2111,8,Lpp WT,0.5016520000000001,0.1376359999999999,0.9465993872348386,290.29200000000003,1.0,3.87727,1.0,w1_f10_c13,
2112,9,Lpp WT,0.526011,0.0594575,0.9100654083931675,278.955,1.0,4.2964400000000005,1.0,w1_f10_c13,
2113,11,Lpp WT,0.514273,0.07433,0.7147699012247507,221.159,1.0,4.72434,1.0,w1_f10_c13,
2114,14,Lpp WT,0.498403,0.135006,0.7170073516227361,244.495,1.0,4.52349,1.0,w1_f10_c13,
2115,15,Lpp WT,0.520063,0.0728283,0.7559132617661044,247.893,1.0,4.55842,1.0,w1_f10_c13,
2116,16,Lpp WT,0.514724,0.085997,0.7581702021501352,250.209,1.0,3.83361,1.0,w1_f10_c13,
2117,17,Lpp WT,0.502075,0.115559,0.8407492730235204,263.926,3.0,3.67642,1.0,w1_f10_c13,
2118,4,Lpp WT,0.469956,0.107826,1.0,386.851,0.0,0.0,0.0,w1_f10_c14,
2119,5,Lpp WT,0.484084,0.0887981,1.5068378699265643,499.465,0.0,0.0,0.0,w1_f10_c14,
2120,6,Lpp WT,0.494044,0.0903385,1.9810348835017935,576.0840000000001,0.0,0.0,0.0,w1_f10_c14,
2121,7,Lpp WT,0.5052399999999999,0.0872528,2.4742912423753194,656.285,0.0,0.0,0.0,w1_f10_c14,
2122,8,Lpp WT,0.504703,0.0878973,2.9716308492527657,772.296,0.0,0.0,0.0,w1_f10_c14,
2123,9,Lpp WT,0.51169,0.0756205,3.366242218271592,1020.77,0.0,0.0,0.0,w1_f10_c14,
2124,10,Lpp WT,0.481351,0.183999,6.990520582710899,1175.33,3.0,4.75927,1.0,w1_f10_c14,
2125,11,Lpp WT,0.48318,0.170074,6.066249128383599,1214.21,1.0,2.99528,1.0,w1_f10_c14,
2126,12,Lpp WT,0.478254,0.178495,6.861113030586668,920.674,2.0,3.11754,1.0,w1_f10_c14,
2127,13,Lpp WT,0.478308,0.177305,6.953771350675621,980.12,2.0,4.375030000000001,1.0,w1_f10_c14,
2128,14,Lpp WT,0.472905,0.183908,7.22433364533536,918.344,2.0,4.53222,1.0,w1_f10_c14,
2129,15,Lpp WT,0.461621,0.1985029999999999,7.376858663081784,903.645,2.0,4.99505,1.0,w1_f10_c14,
2130,16,Lpp WT,0.465628,0.1991109999999999,7.737126775427642,919.166,2.0,5.02124,1.0,w1_f10_c14,
2131,17,Lpp WT,0.474757,0.194053,8.11586373259123,801.0089999999999,2.0,4.62828,1.0,w1_f10_c14,
2132,5,Lpp WT,0.503455,0.137008,1.0,323.543,3.0,3.5629,1.0,w1_f10_c15,
2133,6,Lpp WT,0.49041,0.143614,1.4455219623502569,577.53,6.0,13.1338,1.0,w1_f10_c15,
2134,7,Lpp WT,0.506404,0.113455,1.9485755511560015,776.065,8.0,1.01298,1.0,w1_f10_c15,
2135,8,Lpp WT,0.5192869999999999,0.0763182,2.2745545451494915,778.867,1.0,1.85131,1.0,w1_f10_c15,
2136,9,Lpp WT,0.522492,0.0482211,1.9731552632462,686.5139999999999,0.0,0.0,0.0,w1_f10_c15,
2137,10,Lpp WT,0.524663,0.0459326,1.4629374853192847,426.798,0.0,0.0,0.0,w1_f10_c15,
2138,11,Lpp WT,0.471189,0.190623,1.117697392704943,335.38,1.0,2.52372,1.0,w1_f10_c15,
2139,12,Lpp WT,0.469809,0.29559,1.5906051810341937,524.37,2.0,3.48431,1.0,w1_f10_c15,
2140,13,Lpp WT,0.51956,0.0492716,1.6932066038052414,526.475,0.0,0.0,0.0,w1_f10_c15,
2141,14,Lpp WT,0.481368,0.213563,1.205446125968927,386.3080000000001,1.0,2.63725,1.0,w1_f10_c15,
2142,15,Lpp WT,0.4780279999999999,0.146795,1.1747424583067683,390.38,1.0,2.47133,1.0,w1_f10_c15,
2143,16,Lpp WT,0.476487,0.172296,1.1484178383275732,392.886,1.0,2.25301,1.0,w1_f10_c15,
2144,17,Lpp WT,0.515139,0.0495211,1.25920690580853,418.494,1.0,0.550154,1.0,w1_f10_c15,
1949,0,Lpp WT,0.392554,0.348483,1.0,262.366,1.0,1.99103,1.0,w1_f10_c2,
1950,1,Lpp WT,0.393115,0.31944,1.003188737139763,332.9,1.0,0.550154,1.0,w1_f10_c2,
1951,2,Lpp WT,0.434532,0.218823,1.0183158998513069,400.828,1.0,0.960586,1.0,w1_f10_c2,
1952,3,Lpp WT,0.457768,0.158419,1.023240822711372,423.84,0.0,0.0,0.0,w1_f10_c2,
1953,4,Lpp WT,0.462529,0.162969,1.025630226821491,474.154,1.0,2.51499,1.0,w1_f10_c2,
1954,5,Lpp WT,0.453555,0.171928,1.0304777948722357,496.645,2.0,3.44938,1.0,w1_f10_c2,
1955,6,Lpp WT,0.448259,0.189747,1.0270140184104446,508.562,2.0,3.59783,1.0,w1_f10_c2,
1956,7,Lpp WT,0.440984,0.196481,1.031053658452732,518.034,2.0,3.69389,1.0,w1_f10_c2,
1957,8,Lpp WT,0.444191,0.192054,1.0280110359527963,526.165,3.0,3.5629,1.0,w1_f10_c2,
1958,9,Lpp WT,0.465217,0.147092,1.0314404324993338,511.957,2.0,2.82063,1.0,w1_f10_c2,
1959,10,Lpp WT,0.466852,0.146885,1.0291455731561623,487.953,2.0,3.82488,1.0,w1_f10_c2,
1960,11,Lpp WT,0.476882,0.123321,1.040327640592366,476.147,2.0,2.8119,1.0,w1_f10_c2,
1961,13,Lpp WT,0.524135,0.0554406999999999,1.2111270595717982,1550.54,1.0,1.26623,1.0,w1_f10_c2,
1962,14,Lpp WT,0.522546,0.0576536999999999,2.2429886460329875,3083.88,3.0,4.23531,1.0,w1_f10_c2,
1963,15,Lpp WT,0.519733,0.0746858,3.5302758128701215,5121.49,3.0,4.3663,1.0,w1_f10_c2,
1964,16,Lpp WT,0.521826,0.0737383,4.252090728596355,2747.98,5.0,6.41846,1.0,w1_f10_c2,
1965,17,Lpp WT,0.51573,0.0900794,4.578313149458086,2873.81,3.0,5.64126,1.0,w1_f10_c2,
1966,0,Lpp WT,0.367437,0.429147,1.0,251.687,2.0,3.24853,1.0,w1_f10_c3,
1967,1,Lpp WT,0.388393,0.386508,1.004912252259555,454.703,3.0,5.711119999999999,1.0,w1_f10_c3,
1968,3,Lpp WT,0.508833,0.122644,2.96898634134479,353.916,1.0,1.79892,1.0,w1_f10_c3,
1969,4,Lpp WT,0.5113300000000001,0.122011,2.6802253475459006,302.875,3.0,3.85981,1.0,w1_f10_c3,
1970,5,Lpp WT,0.451133,0.223778,1.8389494589227091,391.767,9.0,13.7276,1.0,w1_f10_c3,
1971,6,Lpp WT,0.4445479999999999,0.263048,1.86971183074616,393.141,9.0,11.9287,1.0,w1_f10_c3,
1972,7,Lpp WT,0.439339,0.297351,1.1895026952539214,476.856,9.0,14.8018,1.0,w1_f10_c3,
1973,8,Lpp WT,0.41838,0.367664,1.8848457828395413,686.084,10.0,14.4437,1.0,w1_f10_c3,
1974,9,Lpp WT,0.417839,0.312539,3.845474810521623,1792.1,9.0,17.1159,1.0,w1_f10_c3,
1975,0,Lpp WT,0.440028,0.243206,1.0,250.781,7.0,10.0862,1.0,w1_f10_c4,
1976,1,Lpp WT,0.453034,0.2273489999999999,0.9963375259023661,435.001,6.0,8.7588,1.0,w1_f10_c4,
1977,2,Lpp WT,0.479976,0.129409,0.9895426726422822,249.71400000000003,4.0,0.5239560000000001,1.0,w1_f10_c4,
1978,3,Lpp WT,0.508922,0.103767,1.4745795383355018,268.108,0.0,0.0,0.0,w1_f10_c4,
1979,4,Lpp WT,0.512632,0.0987995,2.448275585112364,766.745,2.0,5.44041,1.0,w1_f10_c4,
1980,5,Lpp WT,0.5262899999999999,0.0633780999999999,2.7441167493936036,871.8330000000001,1.0,2.13075,1.0,w1_f10_c4,
1981,6,Lpp WT,0.522253,0.072662,4.327325590734583,774.6339999999999,0.0,0.0,0.0,w1_f10_c4,
1982,7,Lpp WT,0.521984,0.075525,4.807977125600372,841.0319999999999,0.0,0.0,0.0,w1_f10_c4,
1983,8,Lpp WT,0.522921,0.0673848,4.703395820281753,961.868,0.0,0.0,0.0,w1_f10_c4,
1984,9,Lpp WT,0.525641,0.0635908,4.689950685107545,894.64,0.0,0.0,0.0,w1_f10_c4,
1985,10,Lpp WT,0.523209,0.065042,4.50022488876038,723.39,1.0,2.50626,1.0,w1_f10_c4,
1986,11,Lpp WT,0.5266649999999999,0.0567996,4.072173228599425,592.146,0.0,0.0,0.0,w1_f10_c4,
1987,12,Lpp WT,0.522706,0.0638741,4.493598702070583,871.692,2.0,0.288176,1.0,w1_f10_c4,
1988,13,Lpp WT,0.520903,0.0649793999999999,4.682955038311407,872.944,1.0,0.261978,1.0,w1_f10_c4,
1989,14,Lpp WT,0.523257,0.0585129,3.810185854496972,764.413,0.0,0.0,0.0,w1_f10_c4,
1990,15,Lpp WT,0.52546,0.0546121999999999,4.361886174160282,782.436,0.0,0.0,0.0,w1_f10_c4,
1991,16,Lpp WT,0.512111,0.0888972,4.401844087835125,782.0169999999999,1.0,0.0349304,1.0,w1_f10_c4,
1992,17,Lpp WT,0.523358,0.0680881,4.625536118741265,861.563,1.0,0.174652,1.0,w1_f10_c4,
1993,0,Lpp WT,0.348465,0.509359,1.0,237.929,1.0,2.91669,1.0,w1_f10_c5,
1994,1,Lpp WT,0.373509,0.466402,1.3439234449760766,407.761,2.0,3.64149,1.0,w1_f10_c5,
1995,2,Lpp WT,0.351031,0.4250609999999999,1.3537834485202909,579.857,2.0,2.4102,1.0,w1_f10_c5,
1996,3,Lpp WT,0.361344,0.406853,1.3370264043948257,747.187,4.0,5.8246400000000005,1.0,w1_f10_c5,
1997,4,Lpp WT,0.382643,0.338949,1.3165975544922914,883.2,4.0,6.09535,1.0,w1_f10_c5,
1998,5,Lpp WT,0.392352,0.319605,1.3702640439482545,1014.81,4.0,5.5801300000000005,1.0,w1_f10_c5,
1999,6,Lpp WT,0.399534,0.306419,1.399766081871345,1072.71,4.0,4.84659,1.0,w1_f10_c5,
2000,7,Lpp WT,0.401842,0.294095,1.3821158958001065,1132.97,7.0,6.22634,1.0,w1_f10_c5,
2001,8,Lpp WT,0.405186,0.284806,1.2590111642743222,1193.59,4.0,5.00378,1.0,w1_f10_c5,
2002,9,Lpp WT,0.519771,0.0556663,3.1701080985291514,1626.81,4.0,5.53647,1.0,w1_f10_c5,
2003,10,Lpp WT,0.512716,0.0907244,3.885061137692717,1313.48,3.0,8.03399,1.0,w1_f10_c5,
2004,11,Lpp WT,0.518459,0.073014,4.258982810561759,1275.05,7.0,5.25703,1.0,w1_f10_c5,
2005,12,Lpp WT,0.51451,0.085327,4.340506822612086,1721.67,5.0,8.14752,1.0,w1_f10_c5,
2006,13,Lpp WT,0.516317,0.072149,4.672316143895091,1850.8,7.0,5.606330000000001,1.0,w1_f10_c5,
2007,14,Lpp WT,0.512354,0.084502,4.9546765904660655,1918.1,4.0,7.8768,1.0,w1_f10_c5,
2008,15,Lpp WT,0.5165489999999999,0.0714681,5.2076555023923445,2021.53,4.0,7.003539999999999,1.0,w1_f10_c5,
2009,16,Lpp WT,0.511323,0.0796575,5.445755803650541,2089.02,6.0,7.5799,1.0,w1_f10_c5,
2010,17,Lpp WT,0.512088,0.0900728,5.668048910154174,2287.16,5.0,5.84211,1.0,w1_f10_c5,
2011,0,Lpp WT,0.350905,0.423307,1.0,223.06,2.0,3.03021,1.0,w1_f10_c6,
2012,1,Lpp WT,0.424695,0.216092,1.0048892381927181,279.073,5.0,11.1515,1.0,w1_f10_c6,
2013,2,Lpp WT,0.448769,0.183976,1.0211927913437635,322.111,6.0,8.53175,1.0,w1_f10_c6,
2014,3,Lpp WT,0.4480689999999999,0.155097,1.0139457523029682,390.643,1.0,1.22256,1.0,w1_f10_c6,
2015,4,Lpp WT,0.4497649999999999,0.227655,1.585264658575815,415.951,2.0,4.2964400000000005,1.0,w1_f10_c6,
2016,5,Lpp WT,0.442746,0.195767,1.0100343617487937,383.6880000000001,3.0,1.7115900000000002,1.0,w1_f10_c6,
2017,6,Lpp WT,0.4444869999999999,0.194686,1.0183871911098115,401.776,8.0,6.75903,1.0,w1_f10_c6,
2018,7,Lpp WT,0.395878,0.317666,1.0277087293463956,388.801,4.0,14.6708,1.0,w1_f10_c6,
2019,8,Lpp WT,0.398455,0.294544,1.0346724667349028,386.202,6.0,22.3293,1.0,w1_f10_c6,
2020,9,Lpp WT,0.405496,0.2700369999999999,1.036646439537944,416.201,11.0,30.8086,1.0,w1_f10_c6,
2021,10,Lpp WT,0.399733,0.268816,1.0538455914607399,479.141,7.0,41.4624,1.0,w1_f10_c6,
2022,11,Lpp WT,0.429279,0.221262,1.0745723058926744,507.741,4.0,44.8856,1.0,w1_f10_c6,
2023,12,Lpp WT,0.387403,0.289579,1.1254477993858751,508.235,7.0,61.8705,1.0,w1_f10_c6,
2024,13,Lpp WT,0.403961,0.265502,1.137839961982746,506.085,8.0,63.2677,1.0,w1_f10_c6,
2025,14,Lpp WT,0.412006,0.271167,1.2661116391285276,1553.99,7.0,63.8266,1.0,w1_f10_c6,
2026,15,Lpp WT,0.478242,0.184279,2.1808561193156892,2789.51,7.0,62.0189,1.0,w1_f10_c6,
2027,16,Lpp WT,0.507556,0.110991,6.054558414972948,4110.66,15.0,48.4659,1.0,w1_f10_c6,
2028,17,Lpp WT,0.497792,0.137321,7.933652580786664,4035.13,11.0,70.245,1.0,w1_f10_c6,
2029,0,Lpp WT,0.373178,0.481267,1.0,231.826,4.0,10.0425,1.0,w1_f10_c7,
2030,1,Lpp WT,0.381625,0.39504,0.9900131382714296,316.902,4.0,9.47487,1.0,w1_f10_c7,
2031,2,Lpp WT,0.412204,0.325287,1.0485760954477665,440.016,4.0,8.17371,1.0,w1_f10_c7,
2032,3,Lpp WT,0.412084,0.311538,1.0111941623464245,526.876,5.0,9.21289,1.0,w1_f10_c7,
2033,4,Lpp WT,0.413522,0.299192,1.0041367800582346,618.201,4.0,9.84164,1.0,w1_f10_c7,
2034,5,Lpp WT,0.401578,0.310669,0.9994141041119239,689.503,3.0,8.924719999999999,1.0,w1_f10_c7,
2035,6,Lpp WT,0.4053489999999999,0.356327,0.9940256373837085,719.7080000000001,4.0,10.3656,1.0,w1_f10_c7,
2036,7,Lpp WT,0.416656,0.340275,1.0003639656274412,755.5010000000001,5.0,12.2431,1.0,w1_f10_c7,
2037,8,Lpp WT,0.412062,0.331207,0.9982600667566224,799.83,5.0,12.8282,1.0,w1_f10_c7,
2038,9,Lpp WT,0.4395239999999999,0.24343,2.1707265109012144,1516.66,2.0,8.53175,1.0,w1_f10_c7,
2039,10,Lpp WT,0.4938109999999999,0.158334,8.617392230665436,2809.43,4.0,11.3611,1.0,w1_f10_c7,
2040,11,Lpp WT,0.5018050000000001,0.150239,10.865971876997373,2917.54,13.0,15.1947,1.0,w1_f10_c7,
2041,12,Lpp WT,0.493486,0.16329,12.637507989489382,3224.58,7.0,10.4442,1.0,w1_f10_c7,
2042,13,Lpp WT,0.4947689999999999,0.156901,13.14954548682622,3174.96,6.0,17.2905,1.0,w1_f10_c7,
2043,14,Lpp WT,0.500663,0.167001,13.55017399332434,3131.92,6.0,10.5752,1.0,w1_f10_c7,
2044,15,Lpp WT,0.500996,0.145368,13.079237980257084,3149.74,4.0,13.5355,1.0,w1_f10_c7,
2045,16,Lpp WT,0.515351,0.100809,13.685728996520135,3130.22,5.0,13.0814,1.0,w1_f10_c7,
2046,17,Lpp WT,0.5002909999999999,0.13642,13.861497762942973,3200.7,3.0,11.2214,1.0,w1_f10_c7,
2047,0,Lpp WT,0.482788,0.112971,1.0,226.986,4.0,9.06444,1.0,w1_f10_c8,
2048,1,Lpp WT,0.475917,0.132633,1.0055868199983689,395.226,6.0,7.02101,1.0,w1_f10_c8,
2049,2,Lpp WT,0.486705,0.149565,2.174113041350624,637.762,5.0,7.239330000000001,1.0,w1_f10_c8,
2050,3,Lpp WT,0.508025,0.1363319999999999,3.7365712421499064,731.3439999999999,4.0,6.0254900000000005,1.0,w1_f10_c8,
2051,4,Lpp WT,0.485521,0.176021,4.141693173476879,1331.7,4.0,9.05571,1.0,w1_f10_c8,
2052,5,Lpp WT,0.486109,0.189864,2.9805970149253733,2105.06,5.0,8.287239999999999,1.0,w1_f10_c8,
2053,6,Lpp WT,0.489451,0.200164,4.695783378191012,2742.29,4.0,7.72835,1.0,w1_f10_c8,
2054,7,Lpp WT,0.4855649999999999,0.20368,6.556740885735258,3452.95,4.0,8.252310000000001,1.0,w1_f10_c8,
2055,8,Lpp WT,0.472963,0.2899989999999999,9.328766006035396,2605.79,6.0,15.8235,1.0,w1_f10_c8,
2056,9,Lpp WT,0.479581,0.2808239999999999,10.322322812168665,2141.54,7.0,16.1728,1.0,w1_f10_c8,
2057,10,Lpp WT,0.4828699999999999,0.278386,10.216050893075606,2030.11,6.0,11.3087,1.0,w1_f10_c8,
2058,11,Lpp WT,0.488435,0.2177889999999999,9.314819345893483,1899.91,5.0,9.85911,1.0,w1_f10_c8,
2059,12,Lpp WT,0.483913,0.189788,10.98376967620912,2326.66,4.0,7.911739999999999,1.0,w1_f10_c8,
2060,13,Lpp WT,0.493459,0.167251,10.793573118016475,2292.09,4.0,8.13005,1.0,w1_f10_c8,
2061,14,Lpp WT,0.49223,0.173954,10.986461136938258,2243.86,4.0,8.49682,1.0,w1_f10_c8,
2062,15,Lpp WT,0.4947609999999999,0.196463,10.483484218252999,2272.25,6.0,10.3569,1.0,w1_f10_c8,
2063,16,Lpp WT,0.483781,0.217476,10.240437158469945,2264.83,6.0,10.0512,1.0,w1_f10_c8,
2064,17,Lpp WT,0.4929159999999999,0.181842,10.981567571976186,2407.46,5.0,8.31343,1.0,w1_f10_c8,
2157,0,Lpp WT,0.400238,0.28021,1.0,220.682,4.0,14.1031,1.0,w1_f11_c1,
2158,1,Lpp WT,0.4399659999999999,0.199451,1.0128512500100906,277.322,4.0,14.3302,1.0,w1_f11_c1,
2159,2,Lpp WT,0.455186,0.1824869999999999,1.0211577426359593,317.855,3.0,16.1466,1.0,w1_f11_c1,
2160,3,Lpp WT,0.4511239999999999,0.179009,1.0799328376883894,365.628,3.0,18.059,1.0,w1_f11_c1,
2161,4,Lpp WT,0.452997,0.181444,1.1029230135858377,416.172,3.0,18.1987,1.0,w1_f11_c1,
2162,5,Lpp WT,0.4500149999999999,0.193821,1.150840739754115,536.539,6.0,15.2209,1.0,w1_f11_c1,
2163,6,Lpp WT,0.453655,0.189876,1.200994518845002,530.751,5.0,12.182,1.0,w1_f11_c1,
2164,7,Lpp WT,0.451963,0.181148,1.1532220957547286,558.124,7.0,8.69767,1.0,w1_f11_c1,
2165,8,Lpp WT,0.454668,0.203938,1.2528435005125969,473.776,8.0,10.2346,1.0,w1_f11_c1,
2166,9,Lpp WT,0.447787,0.187025,1.2412434714519813,533.2919999999999,8.0,10.5315,1.0,w1_f11_c1,
2167,10,Lpp WT,0.433472,0.244702,1.328296159962544,473.942,5.0,8.994580000000001,1.0,w1_f11_c1,
2168,11,Lpp WT,0.44487,0.224661,1.3284253182541028,583.424,5.0,10.2695,1.0,w1_f11_c1,
2169,12,Lpp WT,0.4408229999999999,0.229515,1.3677863076066161,532.007,5.0,8.50555,1.0,w1_f11_c1,
2170,13,Lpp WT,0.4444149999999999,0.2158389999999999,1.4001888940014047,718.686,6.0,12.313,1.0,w1_f11_c1,
2171,14,Lpp WT,0.437881,0.249526,1.4852154118131402,677.138,5.0,10.9856,1.0,w1_f11_c1,
2172,15,Lpp WT,0.43735,0.245152,1.171094374349163,820.03,5.0,7.5799,1.0,w1_f11_c1,
2173,16,Lpp WT,0.4428689999999999,0.217705,1.0631664769654259,805.4860000000001,9.0,8.13005,1.0,w1_f11_c1,
2174,17,Lpp WT,0.453269,0.189682,1.6319634482034888,750.2239999999999,2.0,0.0349304,1.0,w1_f11_c1,
2280,1,Lpp WT,0.4393729999999999,0.187355,1.0,303.885,0.0,0.0,0.0,w1_f11_c11,
2281,2,Lpp WT,0.456099,0.163987,1.0485076325107638,378.796,1.0,0.47156,1.0,w1_f11_c11,
2282,3,Lpp WT,0.468178,0.0750538999999999,1.0517026370165394,584.168,2.0,2.87303,1.0,w1_f11_c11,
2283,4,Lpp WT,0.508718,0.0812541,1.0476792980092664,625.411,1.0,1.05664,1.0,w1_f11_c11,
2284,5,Lpp WT,0.516591,0.0767488,1.0351905624482292,722.3589999999999,1.0,0.375502,1.0,w1_f11_c11,
2285,6,Lpp WT,0.506795,0.0654214,1.029865554938603,1191.82,1.0,0.986784,1.0,w1_f11_c11,
2286,7,Lpp WT,0.5129199999999999,0.0655277,1.0229475964645591,1002.77,0.0,0.0,0.0,w1_f11_c11,
2287,8,Lpp WT,0.5062939999999999,0.0870328,1.0816228074167797,1809.91,1.0,1.27496,1.0,w1_f11_c11,
2288,9,Lpp WT,0.501793,0.0820037,1.0324597893663696,1711.24,1.0,0.0960586,1.0,w1_f11_c11,
2289,1,Lpp WT,0.42977,0.220059,1.0,253.537,1.0,1.18763,1.0,w1_f11_c12,
2290,2,Lpp WT,0.440587,0.19966,1.0027534071376785,336.314,0.0,0.0,0.0,w1_f11_c12,
2291,3,Lpp WT,0.52415,0.0972428,0.9876341064053373,365.28,0.0,0.0,0.0,w1_f11_c12,
2292,4,Lpp WT,0.47653,0.136077,1.0218643336021571,432.125,0.0,0.0,0.0,w1_f11_c12,
2293,5,Lpp WT,0.490437,0.102311,1.108197495865816,467.043,0.0,0.0,0.0,w1_f11_c12,
2294,6,Lpp WT,0.482162,0.0970893999999999,1.1069185463965394,476.583,2.0,3.10881,1.0,w1_f11_c12,
2295,7,Lpp WT,0.474787,0.1353,1.2099513673354676,490.081,0.0,0.0,0.0,w1_f11_c12,
2296,8,Lpp WT,0.4123699999999999,0.325073,1.2989727673370968,466.562,4.0,10.7149,1.0,w1_f11_c12,
2297,9,Lpp WT,0.4787479999999999,0.165391,1.653583909675212,497.104,5.0,1.47581,1.0,w1_f11_c12,
2298,10,Lpp WT,0.457671,0.166102,1.5935140154940248,510.595,3.0,2.95162,1.0,w1_f11_c12,
2299,1,Lpp WT,0.423516,0.265465,1.0,266.518,4.0,6.75903,1.0,w1_f11_c13,
2300,2,Lpp WT,0.4395449999999999,0.2459239999999999,1.0174809280182495,374.698,2.0,4.8204,1.0,w1_f11_c13,
2301,3,Lpp WT,0.4658529999999999,0.1870359999999999,1.0425410574515037,460.523,2.0,4.92519,1.0,w1_f11_c13,
2302,4,Lpp WT,0.456823,0.198077,1.0567654910777011,554.971,2.0,6.51452,1.0,w1_f11_c13,
2303,5,Lpp WT,0.455755,0.182922,1.0507649455735646,661.1389999999999,3.0,6.98608,1.0,w1_f11_c13,
2304,6,Lpp WT,0.453112,0.193215,1.043582474439825,824.666,5.0,8.915980000000001,1.0,w1_f11_c13,
2305,7,Lpp WT,0.472195,0.152305,1.0328872872740498,785.439,4.0,7.75455,1.0,w1_f11_c13,
2306,8,Lpp WT,0.451504,0.2104889999999999,1.0597327029729975,878.71,2.0,5.7285900000000005,1.0,w1_f11_c13,
2307,9,Lpp WT,0.454943,0.183864,1.0617824760928678,944.211,4.0,10.1909,1.0,w1_f11_c13,
