,row,col,plane,t,field,n,bacteria,assay,treatment,legio_area,annexin,cell_ROX,TMRM,well_id,cell_lbl
38718,4,3,1,0,1,11,WT,1,none,2.49034,127.165,0.0979966,0.0391196,13,w13_f1_c11
38810,4,3,1,1,1,11,WT,1,none,1.48379,126.914,0.103727,0.0511618,13,w13_f1_c11
40199,4,3,1,2,1,11,WT,1,none,0.0,128.256,0.127944,0.0732598,13,w13_f1_c11
40344,4,3,1,3,1,11,WT,1,none,0.0,131.741,0.253666,0.0736899,13,w13_f1_c11
40488,4,3,1,4,1,11,WT,1,none,0.0,129.022,0.17259,0.0762775,13,w13_f1_c11
40635,4,3,1,5,1,11,WT,1,none,0.0,133.278,0.206542,0.0724672,13,w13_f1_c11
40784,4,3,1,6,1,11,WT,1,none,0.0,148.172,0.542539,0.0625052,13,w13_f1_c11
40936,4,3,1,7,1,11,WT,1,none,0.0,145.267,0.418817,0.0658266,13,w13_f1_c11
41089,4,3,1,8,1,11,WT,1,none,0.0,161.346,0.65717,0.0691513,13,w13_f1_c11
41240,4,3,1,9,1,11,WT,1,none,0.0,137.591,0.17649,0.0790647,13,w13_f1_c11
38946,4,3,1,10,1,11,WT,1,none,0.0,158.234,0.641751,0.0803606,13,w13_f1_c11
39099,4,3,1,11,1,11,WT,1,none,0.0,189.713,0.860299,0.0677353,13,w13_f1_c11
39252,4,3,1,12,1,11,WT,1,none,0.0,187.96,0.806467,0.0710627,13,w13_f1_c11
39408,4,3,1,13,1,11,WT,1,none,0.0,215.92,1.33133,0.063904,13,w13_f1_c11
39566,4,3,1,14,1,11,WT,1,none,0.0,202.36,0.911095,0.0635713,13,w13_f1_c11
39723,4,3,1,15,1,11,WT,1,none,0.0,208.907,0.91479,0.0654161,13,w13_f1_c11
39882,4,3,1,16,1,11,WT,1,none,0.0,219.088,0.964474,0.0585608,13,w13_f1_c11
40041,4,3,1,17,1,11,WT,1,none,0.0,244.532,1.22964,0.048607,13,w13_f1_c11
38719,4,3,1,0,1,12,WT,1,none,1.8222,127.131,0.195999,0.0492677,13,w13_f1_c12
38811,4,3,1,1,1,12,WT,1,none,0.0,127.096,0.285876,0.0540385,13,w13_f1_c12
40200,4,3,1,2,1,12,WT,1,none,0.0,125.959,0.239445,0.0549826,13,w13_f1_c12
40345,4,3,1,3,1,12,WT,1,none,3.05436,128.216,0.295983,0.0512645,13,w13_f1_c12
40489,4,3,1,4,1,12,WT,1,none,2.24738,126.128,0.24005,0.0506088,13,w13_f1_c12
40636,4,3,1,5,1,12,WT,1,none,4.60756,139.573,0.63355,0.196429,13,w13_f1_c12
40785,4,3,1,6,1,12,WT,1,none,1.53585,148.88,0.970518,0.145314,13,w13_f1_c12
40937,4,3,1,7,1,12,WT,1,none,1.48379,143.883,0.728685,0.178369,13,w13_f1_c12
41090,4,3,1,8,1,12,WT,1,none,1.29289,151.153,0.912978,0.150955,13,w13_f1_c12
41241,4,3,1,9,1,12,WT,1,none,1.84823,135.978,0.448949,0.188145,13,w13_f1_c12
38947,4,3,1,10,1,12,WT,1,none,2.37754,148.689,0.937948,0.141744,13,w13_f1_c12
39100,4,3,1,11,1,12,WT,1,none,2.11722,152.809,0.989411,0.137396,13,w13_f1_c12
39253,4,3,1,12,1,12,WT,1,none,2.09119,152.524,0.945972,0.143615,13,w13_f1_c12
39409,4,3,1,13,1,12,WT,1,none,1.92633,152.162,0.994854,0.101511,13,w13_f1_c12
39567,4,3,1,14,1,12,WT,1,none,2.04781,154.895,1.04818,0.0777822,13,w13_f1_c12
39724,4,3,1,15,1,12,WT,1,none,1.84823,152.0,0.928089,0.068928,13,w13_f1_c12
39883,4,3,1,16,1,12,WT,1,none,2.0131,161.006,0.971538,0.0745449,13,w13_f1_c12
38720,4,3,1,0,1,13,WT,1,none,17.9443,129.214,0.13578,0.0534871,13,w13_f1_c13
38812,4,3,1,1,1,13,WT,1,none,10.7163,127.565,0.0969877,0.0514763,13,w13_f1_c13
40201,4,3,1,2,1,13,WT,1,none,7.82678,127.638,0.0693302,0.0514875,13,w13_f1_c13
40346,4,3,1,3,1,13,WT,1,none,14.6557,128.058,0.0640866,0.0536075,13,w13_f1_c13
40490,4,3,1,4,1,13,WT,1,none,13.7359,127.048,0.0536878,0.0552007,13,w13_f1_c13
40637,4,3,1,5,1,13,WT,1,none,16.5733,128.137,0.0561086,0.0546581,13,w13_f1_c13
40786,4,3,1,6,1,13,WT,1,none,17.0072,128.048,0.0656899,0.0513734,13,w13_f1_c13
40938,4,3,1,7,1,13,WT,1,none,18.3435,130.095,0.0772238,0.0585011,13,w13_f1_c13
41091,4,3,1,8,1,13,WT,1,none,18.1092,130.511,0.127597,0.0523192,13,w13_f1_c13
41242,4,3,1,9,1,13,WT,1,none,18.9769,132.386,0.241991,0.056523,13,w13_f1_c13
38948,4,3,1,10,1,13,WT,1,none,21.6842,130.586,0.0991173,0.0558651,13,w13_f1_c13
39101,4,3,1,11,1,13,WT,1,none,23.0812,131.194,0.112238,0.0525696,13,w13_f1_c13
39254,4,3,1,12,1,13,WT,1,none,22.873,132.525,0.155028,0.0552216,13,w13_f1_c13
39410,4,3,1,13,1,13,WT,1,none,22.7775,132.407,0.158683,0.0523874,13,w13_f1_c13
39568,4,3,1,14,1,13,WT,1,none,21.8143,134.568,0.303173,0.05295,13,w13_f1_c13
39725,4,3,1,15,1,13,WT,1,none,21.0508,135.897,0.337941,0.0526931,13,w13_f1_c13
39884,4,3,1,16,1,13,WT,1,none,23.4196,135.935,0.335788,0.0526916,13,w13_f1_c13
40042,4,3,1,17,1,13,WT,1,none,21.1983,134.851,0.227135,0.0510762,13,w13_f1_c13
38722,4,3,1,0,1,15,WT,1,none,2.63785,125.037,0.276741,0.0494481,13,w13_f1_c15
38813,4,3,1,1,1,15,WT,1,none,10.9592,126.083,0.239314,0.048558,13,w13_f1_c15
40202,4,3,1,2,1,15,WT,1,none,10.5861,127.226,0.317025,0.0458493,13,w13_f1_c15
40347,4,3,1,3,1,15,WT,1,none,11.8617,129.349,0.28509,0.0473017,13,w13_f1_c15
40491,4,3,1,4,1,15,WT,1,none,13.9702,129.901,0.417255,0.0459535,13,w13_f1_c15
40638,4,3,1,5,1,15,WT,1,none,11.8964,132.201,0.441774,0.0451503,13,w13_f1_c15
40787,4,3,1,6,1,15,WT,1,none,14.7685,131.87,0.401028,0.0475799,13,w13_f1_c15
40939,4,3,1,7,1,15,WT,1,none,14.0743,130.631,0.391606,0.0446248,13,w13_f1_c15
41092,4,3,1,8,1,15,WT,1,none,11.1588,132.519,0.42919,0.0459294,13,w13_f1_c15
41243,4,3,1,9,1,15,WT,1,none,8.8073,132.341,0.462044,0.192316,13,w13_f1_c15
38949,4,3,1,10,1,15,WT,1,none,12.2868,133.299,0.472487,0.0430978,13,w13_f1_c15
39102,4,3,1,11,1,15,WT,1,none,12.2608,132.588,0.418542,0.0434851,13,w13_f1_c15
39255,4,3,1,12,1,15,WT,1,none,11.8356,134.146,0.430652,0.0427543,13,w13_f1_c15
39411,4,3,1,13,1,15,WT,1,none,12.8595,135.634,0.455212,0.0428823,13,w13_f1_c15
39569,4,3,1,14,1,15,WT,1,none,10.6555,136.021,0.509771,0.0429806,13,w13_f1_c15
39726,4,3,1,15,1,15,WT,1,none,10.4473,132.705,0.337785,0.0427947,13,w13_f1_c15
39885,4,3,1,16,1,15,WT,1,none,10.8725,131.005,0.319504,0.0422193,13,w13_f1_c15
40043,4,3,1,17,1,15,WT,1,none,11.0026,132.44,0.409997,0.0424607,13,w13_f1_c15
38814,4,3,1,1,1,16,WT,1,none,7.04584,131.413,0.574333,0.0487896,13,w13_f1_c16
40203,4,3,1,2,1,16,WT,1,none,8.78995,118.893,0.12137,0.0481734,13,w13_f1_c16
40348,4,3,1,3,1,16,WT,1,none,10.5341,120.366,0.149656,0.050808,13,w13_f1_c16
40492,4,3,1,4,1,16,WT,1,none,10.6642,118.357,0.0947644,0.0509853,13,w13_f1_c16
40639,4,3,1,5,1,16,WT,1,none,12.6426,119.402,0.124457,0.0549455,13,w13_f1_c16
40788,4,3,1,6,1,16,WT,1,none,12.2174,123.93,0.210251,0.0543081,13,w13_f1_c16
40940,4,3,1,7,1,16,WT,1,none,14.2739,121.265,0.141603,0.0578335,13,w13_f1_c16
41093,4,3,1,8,1,16,WT,1,none,12.2087,124.432,0.183615,0.0557871,13,w13_f1_c16
41244,4,3,1,9,1,16,WT,1,none,10.8725,124.402,0.636484,0.0525018,13,w13_f1_c16
38950,4,3,1,10,1,16,WT,1,none,12.9723,123.883,0.16006,0.0565234,13,w13_f1_c16
39103,4,3,1,11,1,16,WT,1,none,11.9745,126.296,0.202118,0.0558091,13,w13_f1_c16
39256,4,3,1,12,1,16,WT,1,none,10.4907,124.537,0.156852,0.0558729,13,w13_f1_c16
39412,4,3,1,13,1,16,WT,1,none,12.417,126.991,0.187809,0.054047,13,w13_f1_c16
39570,4,3,1,14,1,16,WT,1,none,13.545,129.807,0.24504,0.0531451,13,w13_f1_c16
39727,4,3,1,15,1,16,WT,1,none,15.5147,128.971,0.480196,0.0540327,13,w13_f1_c16
39886,4,3,1,16,1,16,WT,1,none,10.7423,127.594,0.197464,0.0606885,13,w13_f1_c16
40044,4,3,1,17,1,16,WT,1,none,8.62508,130.74,0.180501,0.0606404,13,w13_f1_c16
38815,4,3,1,1,1,17,WT,1,none,4.85052,135.967,0.493031,0.0496212,13,w13_f1_c17
40204,4,3,1,2,1,17,WT,1,none,2.29944,130.465,0.226307,0.0545565,13,w13_f1_c17
40349,4,3,1,3,1,17,WT,1,none,1.03258,134.374,0.363531,0.0489015,13,w13_f1_c17
40493,4,3,1,4,1,17,WT,1,none,4.23445,130.813,0.223683,0.0520959,13,w13_f1_c17
40640,4,3,1,5,1,17,WT,1,none,4.28651,131.607,0.237471,0.0505597,13,w13_f1_c17
40789,4,3,1,6,1,17,WT,1,none,6.1868,134.164,0.489366,0.0482685,13,w13_f1_c17
40941,4,3,1,7,1,17,WT,1,none,7.93959,138.816,0.428476,0.0524921,13,w13_f1_c17
41094,4,3,1,8,1,17,WT,1,none,7.00246,135.063,0.441003,0.0502127,13,w13_f1_c17
41245,4,3,1,9,1,17,WT,1,none,6.03062,131.843,0.155113,0.0499807,13,w13_f1_c17
38951,4,3,1,10,1,17,WT,1,none,7.7053,134.278,0.34432,0.0509663,13,w13_f1_c17
39104,4,3,1,11,1,17,WT,1,none,7.23674,137.629,0.399565,0.0491476,13,w13_f1_c17
39257,4,3,1,12,1,17,WT,1,none,7.26277,136.853,0.412639,0.0496404,13,w13_f1_c17
39413,4,3,1,13,1,17,WT,1,none,7.25409,134.894,0.363883,0.0481878,13,w13_f1_c17
39571,4,3,1,14,1,17,WT,1,none,9.42338,137.401,0.476034,0.0457162,13,w13_f1_c17
39728,4,3,1,15,1,17,WT,1,none,6.61198,139.306,0.459872,0.0458792,13,w13_f1_c17
39887,4,3,1,16,1,17,WT,1,none,8.59037,138.628,0.438578,0.0545497,13,w13_f1_c17
40045,4,3,1,17,1,17,WT,1,none,6.85494,623.646,0.415118,0.0705631,13,w13_f1_c17
38816,4,3,1,1,1,18,WT,1,none,4.77243,136.272,0.21538,0.0523973,13,w13_f1_c18
40205,4,3,1,2,1,18,WT,1,none,4.01752,135.868,0.210333,0.0523589,13,w13_f1_c18
40350,4,3,1,3,1,18,WT,1,none,4.83317,129.056,0.0699322,0.0559432,13,w13_f1_c18
40494,4,3,1,4,1,18,WT,1,none,4.11297,129.064,0.0775255,0.0618852,13,w13_f1_c18
40641,4,3,1,5,1,18,WT,1,none,7.24542,128.792,0.0892909,0.0595694,13,w13_f1_c18
40790,4,3,1,6,1,18,WT,1,none,4.71169,129.523,0.117505,0.0543441,13,w13_f1_c18
40942,4,3,1,7,1,18,WT,1,none,7.24542,128.678,0.0891577,0.054253,13,w13_f1_c18
41095,4,3,1,8,1,18,WT,1,none,4.33857,130.185,0.100478,0.0543282,13,w13_f1_c18
41246,4,3,1,9,1,18,WT,1,none,2.0131,129.64,0.0689716,0.0649123,13,w13_f1_c18
38952,4,3,1,10,1,18,WT,1,none,2.6205,131.567,0.10923,0.0577792,13,w13_f1_c18
39105,4,3,1,11,1,18,WT,1,none,3.16716,132.332,0.113007,0.0547298,13,w13_f1_c18
39258,4,3,1,12,1,18,WT,1,none,4.32122,132.756,0.20523,0.0543956,13,w13_f1_c18
39414,4,3,1,13,1,18,WT,1,none,3.80927,130.573,0.114734,0.0852285,13,w13_f1_c18
39572,4,3,1,14,1,18,WT,1,none,5.82236,132.484,0.109786,0.0783864,13,w13_f1_c18
39729,4,3,1,15,1,18,WT,1,none,13.9789,134.873,0.143859,0.0834318,13,w13_f1_c18
39888,4,3,1,16,1,18,WT,1,none,13.9181,137.799,0.152708,0.092128,13,w13_f1_c18
