,row,col,plane,t,field,n,bacteria,assay,treatment,legio_area,annexin,cell_ROX,TMRM,well_id,cell_lbl
88452,5,5,1,0,1,1,WT,7,none,0.0,126.225,0.229222,0.272225,27,w27_f1_c1
88555,5,5,1,1,1,1,WT,7,none,0.0,128.13,0.330411,0.269888,27,w27_f1_c1
90339,5,5,1,2,1,1,WT,7,none,0.0,123.452,0.167703,0.181191,27,w27_f1_c1
90531,5,5,1,3,1,1,WT,7,none,0.0,121.475,0.132648,0.154442,27,w27_f1_c1
90727,5,5,1,4,1,1,WT,7,none,0.0,122.946,0.182253,0.172958,27,w27_f1_c1
90925,5,5,1,5,1,1,WT,7,none,0.0,121.66,0.123625,0.157619,27,w27_f1_c1
91127,5,5,1,6,1,1,WT,7,none,0.0,123.344,0.137424,0.197085,27,w27_f1_c1
91327,5,5,1,7,1,1,WT,7,none,0.0,122.162,0.0930372,0.241248,27,w27_f1_c1
91527,5,5,1,8,1,1,WT,7,none,0.0,126.21,0.176061,0.215371,27,w27_f1_c1
91725,5,5,1,9,1,1,WT,7,none,0.0,127.853,0.216535,0.150561,27,w27_f1_c1
88730,5,5,1,10,1,1,WT,7,none,0.0,127.019,0.167669,0.26019,27,w27_f1_c1
88930,5,5,1,11,1,1,WT,7,none,0.0,134.43,0.235426,0.306886,27,w27_f1_c1
89132,5,5,1,12,1,1,WT,7,none,0.0,132.875,0.226358,0.333369,27,w27_f1_c1
89335,5,5,1,13,1,1,WT,7,none,0.0,136.756,0.381942,0.317769,27,w27_f1_c1
89536,5,5,1,14,1,1,WT,7,none,0.0,141.478,0.424323,0.319083,27,w27_f1_c1
89738,5,5,1,15,1,1,WT,7,none,0.0,148.307,0.626854,0.297312,27,w27_f1_c1
89939,5,5,1,16,1,1,WT,7,none,0.0,143.458,0.420596,0.399726,27,w27_f1_c1
90142,5,5,1,17,1,1,WT,7,none,0.0,129.982,0.17979,0.352698,27,w27_f1_c1
88453,5,5,1,0,1,10,WT,7,none,0.0,120.965,0.231547,0.308117,27,w27_f1_c10
88556,5,5,1,1,1,10,WT,7,none,2.10855,123.481,0.352489,0.244861,27,w27_f1_c10
90340,5,5,1,2,1,10,WT,7,none,2.36886,122.231,0.191253,0.153934,27,w27_f1_c10
90532,5,5,1,3,1,10,WT,7,none,2.37754,120.024,0.0668753,0.108236,27,w27_f1_c10
90728,5,5,1,4,1,10,WT,7,none,2.37754,121.953,0.156632,0.108519,27,w27_f1_c10
90926,5,5,1,5,1,10,WT,7,none,0.0,121.484,0.156796,0.157363,27,w27_f1_c10
91128,5,5,1,6,1,10,WT,7,none,3.2279,121.828,0.155606,0.162529,27,w27_f1_c10
91328,5,5,1,7,1,10,WT,7,none,3.29732,121.931,0.136435,0.205392,27,w27_f1_c10
91528,5,5,1,8,1,10,WT,7,none,3.12377,123.565,0.177277,0.198896,27,w27_f1_c10
91726,5,5,1,9,1,10,WT,7,none,3.34938,125.592,0.241012,0.193702,27,w27_f1_c10
