,row,col,plane,t,field,n,x,y,bbox,pos_x_um,pos_y_um,bacteria,assay,treatment,track_point_x,track_point_y,bacteria_area_-_sum_per_cell_,infected,ni,intensity_cell_far_red_mean,intensity_cell_red_mean,far_red_sdmean,red_sdmean,well_id,cell_lbl
30354,6,13,1,0,1,10,1281,285,_1092_126_1419_576_,17.44,69.69,dotA,cellros_red_annexin_v_far_red,none,1267,331,0.0,0,1,123.175,141.35,0.0628114,0.211933,15,w15_f1_c10
30477,6,13,1,1,1,10,1222,250,_1029_1_1362_685_,11.28,70.44,dotA,cellros_red_annexin_v_far_red,none,1201,323,0.0,0,1,124.471,129.61,0.121532,0.116833,15,w15_f1_c10
32850,6,13,1,2,1,10,1220,189,_1053_1_1324_647_,10.72,75.06,dotA,cellros_red_annexin_v_far_red,none,1195,274,2.03913,1,0,124.977,128.772,0.156703,0.0957633,15,w15_f1_c10
33085,6,13,1,3,1,10,1216,208,_1033_1_1357_604_,11.08,77.49,dotA,cellros_red_annexin_v_far_red,none,1198,248,2.26473,1,0,124.739,128.703,0.118844,0.0916643,15,w15_f1_c10
33332,6,13,1,4,1,10,1203,169,_1054_4_1323_598_,10.28,77.56,dotA,cellros_red_annexin_v_far_red,none,1190,247,2.35151,1,0,123.335,128.789,0.0694282,0.0938689,15,w15_f1_c10
33584,6,13,1,5,1,10,1225,153,_1075_1_1341_569_,11.88,81.08,dotA,cellros_red_annexin_v_far_red,none,1207,209,1.71807,1,0,122.875,131.495,0.0542598,0.0948649,15,w15_f1_c10
33843,6,13,1,6,1,10,1230,127,_1101_1_1339_468_,12.27,82.19,dotA,cellros_red_annexin_v_far_red,none,1211,197,2.43828,1,0,123.23,134.503,0.0607331,0.111619,15,w15_f1_c10
34102,6,13,1,7,1,10,1219,168,_1117_1_1338_397_,12.87,83.86,dotA,cellros_red_annexin_v_far_red,none,1218,179,2.63785,1,0,123.01,136.711,0.0542588,0.102156,15,w15_f1_c10
34364,6,13,1,8,1,10,1221,181,_1078_1_1339_413_,12.57,83.12,dotA,cellros_red_annexin_v_far_red,none,1214,187,3.51424,1,0,122.689,136.4,0.0508608,0.0975004,15,w15_f1_c10
34627,6,13,1,9,1,10,1202,200,_1098_1_1321_412_,11.31,83.88,dotA,cellros_red_annexin_v_far_red,none,1201,179,5.22364,1,0,123.061,137.415,0.0596482,0.111833,15,w15_f1_c10
30690,6,13,1,10,1,10,1216,143,_1098_1_1313_420_,11.33,83.19,dotA,cellros_red_annexin_v_far_red,none,1201,186,3.57498,1,0,123.593,139.325,0.0658118,0.126262,15,w15_f1_c10
30959,6,13,1,11,1,10,1215,126,_1044_1_1323_550_,9.84,80.73,dotA,cellros_red_annexin_v_far_red,none,1185,213,2.69859,1,0,123.434,139.406,0.0531274,0.128697,15,w15_f1_c10
31227,6,13,1,12,1,10,1223,132,_1077_6_1324_454_,11.24,82.14,dotA,cellros_red_annexin_v_far_red,none,1200,198,2.27341,1,0,123.796,140.709,0.0609905,0.133217,15,w15_f1_c10
31499,6,13,1,13,1,10,1218,143,_1064_23_1322_412_,10.99,81.75,dotA,cellros_red_annexin_v_far_red,none,1198,202,3.85265,1,0,124.359,140.802,0.0661968,0.130474,15,w15_f1_c10
31768,6,13,1,14,1,10,1192,175,_1047_5_1314_523_,8.91,79.61,dotA,cellros_red_annexin_v_far_red,none,1175,225,1.90897,1,0,124.062,139.771,0.0709467,0.146307,15,w15_f1_c10
32039,6,13,1,15,1,10,1205,128,_1041_9_1327_518_,9.5,81.48,dotA,cellros_red_annexin_v_far_red,none,1182,205,2.85478,1,0,124.074,142.395,0.0812826,0.1318,15,w15_f1_c10
32310,6,13,1,16,1,10,1208,169,_1051_1_1321_488_,10.58,82.36,dotA,cellros_red_annexin_v_far_red,none,1193,195,2.94155,1,0,124.025,142.41,0.0754013,0.135541,15,w15_f1_c10
32583,6,13,1,17,1,10,1209,151,_1050_1_1318_490_,10.31,81.88,dotA,cellros_red_annexin_v_far_red,none,1190,201,4.78978,1,0,123.924,141.111,0.056876,0.139821,15,w15_f1_c10
30355,6,13,1,0,1,11,1402,589,_1232_472_1555_720_,28.8,44.67,dotA,cellros_red_annexin_v_far_red,none,1389,600,0.0,0,1,131.741,137.461,0.336978,0.156821,15,w15_f1_c11
30478,6,13,1,1,1,11,1371,563,_1225_452_1669_764_,32.88,44.41,dotA,cellros_red_annexin_v_far_red,none,1432,603,0.0,0,1,136.539,135.308,0.64441,0.123986,15,w15_f1_c11
32851,6,13,1,2,1,11,1398,567,_1237_448_1623_757_,32.35,44.78,dotA,cellros_red_annexin_v_far_red,none,1427,599,0.0,0,1,132.622,132.437,0.300199,0.0985259,15,w15_f1_c11
33086,6,13,1,3,1,11,1383,537,_1221_423_1622_751_,31.33,46.7,dotA,cellros_red_annexin_v_far_red,none,1416,578,0.0,0,1,134.268,137.48,0.345192,0.181094,15,w15_f1_c11
33333,6,13,1,4,1,11,1387,569,_1240_430_1618_793_,32.42,44.21,dotA,cellros_red_annexin_v_far_red,none,1428,605,0.0,0,1,135.632,134.179,0.293608,0.0979576,15,w15_f1_c11
33585,6,13,1,5,1,11,1379,529,_1248_382_1654_779_,33.75,46.88,dotA,cellros_red_annexin_v_far_red,none,1442,576,0.0,0,1,132.585,135.399,0.249213,0.142645,15,w15_f1_c11
33844,6,13,1,6,1,11,1438,542,_1287_389_1638_750_,34.95,48.38,dotA,cellros_red_annexin_v_far_red,none,1455,560,0.0,0,1,140.573,148.101,0.403799,0.172284,15,w15_f1_c11
34103,6,13,1,7,1,11,1436,543,_1264_387_1634_734_,34.86,48.7,dotA,cellros_red_annexin_v_far_red,none,1454,557,0.0,0,1,133.5,148.832,0.18428,0.154432,15,w15_f1_c11
34365,6,13,1,8,1,11,1443,550,_1276_384_1610_766_,34.3,48.89,dotA,cellros_red_annexin_v_far_red,none,1448,555,0.0,0,1,134.095,149.346,0.196503,0.146441,15,w15_f1_c11
34628,6,13,1,9,1,11,1423,549,_1279_400_1597_704_,32.91,48.41,dotA,cellros_red_annexin_v_far_red,none,1433,560,0.0,0,1,139.806,149.46,0.228361,0.144542,15,w15_f1_c11
30691,6,13,1,10,1,11,1425,546,_1289_422_1560_702_,32.86,48.66,dotA,cellros_red_annexin_v_far_red,none,1432,557,0.0,0,1,150.577,150.124,0.49091,0.146166,15,w15_f1_c11
30960,6,13,1,11,1,11,1430,552,_1260_398_1605_696_,32.45,48.9,dotA,cellros_red_annexin_v_far_red,none,1428,555,0.0,0,1,147.054,161.274,0.36791,0.19508,15,w15_f1_c11
31228,6,13,1,12,1,11,1412,540,_1276_408_1577_697_,32.44,49.18,dotA,cellros_red_annexin_v_far_red,none,1428,552,0.0,0,1,145.296,152.492,0.271779,0.16851,15,w15_f1_c11
31500,6,13,1,13,1,11,1432,575,_1277_399_1582_722_,31.96,47.42,dotA,cellros_red_annexin_v_far_red,none,1423,570,0.0,0,1,158.128,151.392,0.50854,0.165555,15,w15_f1_c11
31769,6,13,1,14,1,11,1395,539,_1252_376_1583_714_,30.49,49.38,dotA,cellros_red_annexin_v_far_red,none,1407,549,0.0,0,1,158.541,155.978,0.479644,0.279967,15,w15_f1_c11
32040,6,13,1,15,1,11,1396,549,_1249_394_1577_714_,30.41,48.36,dotA,cellros_red_annexin_v_far_red,none,1406,560,0.0,0,1,178.439,153.017,0.622917,0.172644,15,w15_f1_c11
32311,6,13,1,16,1,11,1372,547,_1237_404_1582_719_,30.34,47.65,dotA,cellros_red_annexin_v_far_red,none,1405,568,0.0,0,1,179.829,152.245,0.571295,0.168724,15,w15_f1_c11
32584,6,13,1,17,1,11,1373,542,_1224_386_1579_706_,29.4,48.58,dotA,cellros_red_annexin_v_far_red,none,1395,558,0.0,0,1,181.131,153.339,0.617007,0.167691,15,w15_f1_c11
30356,6,13,1,0,1,12,793,547,_514_402_985_724_,-30.84,47.27,dotA,cellros_red_annexin_v_far_red,none,748,572,2.43828,1,0,122.455,176.493,0.0788478,0.307701,15,w15_f1_c12
30479,6,13,1,1,1,12,720,536,_443_350_975_747_,-35.76,49.41,dotA,cellros_red_annexin_v_far_red,none,696,549,1.45776,1,0,121.804,135.906,0.0788253,0.147327,15,w15_f1_c12
32852,6,13,1,2,1,12,604,558,_351_376_880_751_,-43.23,49.04,dotA,cellros_red_annexin_v_far_red,none,615,553,2.71595,1,0,126.317,135.63,0.460869,0.140776,15,w15_f1_c12
33087,6,13,1,3,1,12,697,511,_361_363_895_762_,-41.2,49.44,dotA,cellros_red_annexin_v_far_red,none,637,549,2.57711,1,0,128.619,134.867,0.418909,0.126623,15,w15_f1_c12
33334,6,13,1,4,1,12,495,569,_351_366_868_732_,-45.77,50.14,dotA,cellros_red_annexin_v_far_red,none,588,541,2.16061,1,0,133.121,132.475,0.459569,0.109239,15,w15_f1_c12
33586,6,13,1,5,1,12,534,557,_352_345_882_758_,-43.42,51.51,dotA,cellros_red_annexin_v_far_red,none,613,526,4.78111,1,0,136.718,132.713,0.586852,0.102986,15,w15_f1_c12
33845,6,13,1,6,1,12,709,480,_383_338_878_707_,-42.14,52.83,dotA,cellros_red_annexin_v_far_red,none,627,512,8.03504,1,0,141.289,134.372,0.739722,0.10775,15,w15_f1_c12
34104,6,13,1,7,1,12,696,482,_390_332_865_719_,-43.21,52.74,dotA,cellros_red_annexin_v_far_red,none,616,513,2.41225,1,0,137.811,135.529,0.504244,0.103826,15,w15_f1_c12
34366,6,13,1,8,1,12,522,547,_393_341_872_718_,-43.9,52.73,dotA,cellros_red_annexin_v_far_red,none,608,513,4.75508,1,0,136.146,136.102,0.409183,0.106216,15,w15_f1_c12
34629,6,13,1,9,1,12,658,489,_376_323_857_721_,-45.1,52.63,dotA,cellros_red_annexin_v_far_red,none,595,514,5.70956,1,0,142.701,139.127,0.624749,0.11747,15,w15_f1_c12
30692,6,13,1,10,1,12,592,517,_370_327_857_703_,-46.08,52.67,dotA,cellros_red_annexin_v_far_red,none,585,514,4.00884,1,0,151.487,139.987,1.0096,0.120298,15,w15_f1_c12
30961,6,13,1,11,1,12,560,532,_363_335_853_726_,-46.26,52.5,dotA,cellros_red_annexin_v_far_red,none,583,516,5.31041,1,0,149.613,142.131,0.812478,0.128828,15,w15_f1_c12
31229,6,13,1,12,1,12,512,537,_367_326_828_739_,-46.81,52.99,dotA,cellros_red_annexin_v_far_red,none,577,511,2.29944,1,0,149.252,140.404,0.780298,0.122939,15,w15_f1_c12
31501,6,13,1,13,1,12,622,503,_371_338_832_770_,-46.24,51.69,dotA,cellros_red_annexin_v_far_red,none,583,525,2.66388,1,0,153.886,142.606,0.955735,0.133203,15,w15_f1_c12
31770,6,13,1,14,1,12,601,507,_366_345_830_746_,-46.99,52.1,dotA,cellros_red_annexin_v_far_red,none,575,520,3.037,1,0,156.954,144.063,0.829474,0.131192,15,w15_f1_c12
32041,6,13,1,15,1,12,529,537,_350_341_835_744_,-48.19,52.9,dotA,cellros_red_annexin_v_far_red,none,562,512,6.48183,1,0,150.886,144.345,0.624332,0.130187,15,w15_f1_c12
32312,6,13,1,16,1,12,507,542,_348_350_823_756_,-48.68,52.05,dotA,cellros_red_annexin_v_far_red,none,557,521,2.68992,1,0,153.055,143.497,0.738384,0.131287,15,w15_f1_c12
32585,6,13,1,17,1,12,567,524,_360_345_815_743_,-47.94,51.84,dotA,cellros_red_annexin_v_far_red,none,565,523,3.037,1,0,160.357,144.282,0.896365,0.129003,15,w15_f1_c12
30357,6,13,1,0,1,13,249,805,_22_678_452_1033_,-76.6,23.88,dotA,cellros_red_annexin_v_far_red,none,257,823,0.0,0,1,120.138,122.389,0.196983,0.161561,15,w15_f1_c13
30480,6,13,1,1,1,13,199,775,_5_668_406_953_,-80.1,27.25,dotA,cellros_red_annexin_v_far_red,none,220,787,1.97839,1,0,122.421,120.498,0.242896,0.105055,15,w15_f1_c13
32853,6,13,1,2,1,13,226,778,_9_662_380_925_,-81.05,28.57,dotA,cellros_red_annexin_v_far_red,none,209,773,2.29944,1,0,119.101,117.722,0.182302,0.0873182,15,w15_f1_c13
33088,6,13,1,3,1,13,196,746,_1_626_384_892_,-84.56,30.83,dotA,cellros_red_annexin_v_far_red,none,172,749,0.0,0,1,121.998,119.014,0.25084,0.0876279,15,w15_f1_c13
33335,6,13,1,4,1,13,173,741,_1_641_330_856_,-86.01,31.86,dotA,cellros_red_annexin_v_far_red,none,156,738,2.77669,1,0,122.458,120.032,0.248975,0.0946699,15,w15_f1_c13
33587,6,13,1,5,1,13,191,721,_1_608_333_841_,-86.28,33.47,dotA,cellros_red_annexin_v_far_red,none,153,720,0.0260314,1,0,129.209,122.055,0.360884,0.0884811,15,w15_f1_c13
33846,6,13,1,6,1,13,188,716,_1_605_329_831_,-85.97,34.58,dotA,cellros_red_annexin_v_far_red,none,157,708,2.3168,1,0,127.301,123.769,0.413888,0.11521,15,w15_f1_c13
34105,6,13,1,7,1,13,138,701,_1_602_313_818_,-86.45,35.07,dotA,cellros_red_annexin_v_far_red,none,151,703,2.15193,1,0,134.21,125.437,0.529956,0.102898,15,w15_f1_c13
34367,6,13,1,8,1,13,137,694,_1_590_333_817_,-86.63,35.14,dotA,cellros_red_annexin_v_far_red,none,150,702,0.0,0,1,136.739,125.137,0.595457,0.0993875,15,w15_f1_c13
34630,6,13,1,9,1,13,173,709,_1_599_290_813_,-87.3,35.36,dotA,cellros_red_annexin_v_far_red,none,142,700,2.61182,1,0,137.027,128.234,0.729392,0.111981,15,w15_f1_c13
30693,6,13,1,10,1,13,165,702,_1_606_295_828_,-87.35,34.79,dotA,cellros_red_annexin_v_far_red,none,142,706,2.1259,1,0,129.073,129.77,0.54511,0.126866,15,w15_f1_c13
30962,6,13,1,11,1,13,111,691,_1_584_275_819_,-88.29,35.24,dotA,cellros_red_annexin_v_far_red,none,132,701,1.39702,1,0,131.707,130.551,0.580714,0.133529,15,w15_f1_c13
31230,6,13,1,12,1,13,104,693,_1_599_280_819_,-87.68,35.43,dotA,cellros_red_annexin_v_far_red,none,138,699,2.82875,1,0,129.577,130.61,0.426298,0.135055,15,w15_f1_c13
31502,6,13,1,13,1,13,149,705,_1_604_287_823_,-87.77,34.51,dotA,cellros_red_annexin_v_far_red,none,137,709,2.17796,1,0,129.412,132.699,0.404844,0.140885,15,w15_f1_c13
31771,6,13,1,14,1,13,152,702,_1_595_277_819_,-88.33,35.19,dotA,cellros_red_annexin_v_far_red,none,131,702,1.24083,1,0,131.039,133.604,0.390285,0.142392,15,w15_f1_c13
32042,6,13,1,15,1,13,157,703,_1_584_294_824_,-87.89,35.13,dotA,cellros_red_annexin_v_far_red,none,136,702,2.48166,1,0,135.403,136.987,0.410003,0.132089,15,w15_f1_c13
32313,6,13,1,16,1,13,122,704,_1_603_277_824_,-88.31,34.56,dotA,cellros_red_annexin_v_far_red,none,131,708,2.75933,1,0,135.223,136.215,0.368323,0.125888,15,w15_f1_c13
32586,6,13,1,17,1,13,106,702,_1_604_282_822_,-87.95,34.65,dotA,cellros_red_annexin_v_far_red,none,135,707,2.57711,1,0,134.623,137.615,0.385336,0.130508,15,w15_f1_c13
30358,6,13,1,0,1,14,911,823,_746_669_1063_967_,-15.99,23.21,dotA,cellros_red_annexin_v_far_red,none,908,830,0.0,0,1,137.067,147.812,0.300929,0.200515,15,w15_f1_c14
30481,6,13,1,1,1,14,891,781,_681_641_1026_930_,-19.12,26.34,dotA,cellros_red_annexin_v_far_red,none,874,797,0.0,0,1,137.118,135.556,0.346375,0.121127,15,w15_f1_c14
32854,6,13,1,2,1,14,872,774,_727_656_1009_912_,-20.0,27.41,dotA,cellros_red_annexin_v_far_red,none,865,785,0.0,0,1,134.318,132.495,0.380836,0.105539,15,w15_f1_c14
33089,6,13,1,3,1,14,862,771,_718_636_1001_909_,-20.6,27.98,dotA,cellros_red_annexin_v_far_red,none,858,779,0.0,0,1,136.475,133.429,0.476731,0.0990602,15,w15_f1_c14
33336,6,13,1,4,1,14,859,778,_725_640_980_910_,-21.01,28.01,dotA,cellros_red_annexin_v_far_red,none,854,779,0.0,0,1,136.293,134.864,0.527913,0.101489,15,w15_f1_c14
33588,6,13,1,5,1,14,875,747,_730_616_1002_885_,-19.67,30.22,dotA,cellros_red_annexin_v_far_red,none,868,755,0.0,0,1,142.22,139.282,0.604362,0.106027,15,w15_f1_c14
33847,6,13,1,6,1,14,873,727,_732_596_1006_866_,-19.15,32.25,dotA,cellros_red_annexin_v_far_red,none,874,733,0.0,0,1,141.002,139.76,0.469528,0.122033,15,w15_f1_c14
34106,6,13,1,7,1,14,858,731,_721_589_1005_874_,-19.94,32.21,dotA,cellros_red_annexin_v_far_red,none,865,734,0.0,0,1,145.742,141.36,0.615017,0.118296,15,w15_f1_c14
34368,6,13,1,8,1,14,854,740,_719_603_1001_880_,-20.65,31.62,dotA,cellros_red_annexin_v_far_red,none,858,740,0.0,0,1,144.24,141.72,0.578703,0.116644,15,w15_f1_c14
34631,6,13,1,9,1,14,840,734,_707_597_982_881_,-21.81,31.98,dotA,cellros_red_annexin_v_far_red,none,845,736,0.0,0,1,144.927,141.231,0.57911,0.11792,15,w15_f1_c14
30694,6,13,1,10,1,14,832,733,_704_597_972_865_,-22.23,32.07,dotA,cellros_red_annexin_v_far_red,none,841,735,0.0,0,1,138.899,143.318,0.37835,0.141922,15,w15_f1_c14
30963,6,13,1,11,1,14,818,736,_660_595_968_862_,-24.05,32.84,dotA,cellros_red_annexin_v_far_red,none,821,727,0.0,0,1,139.567,142.597,0.459814,0.14773,15,w15_f1_c14
31231,6,13,1,12,1,14,826,738,_646_613_976_870_,-24.68,32.62,dotA,cellros_red_annexin_v_far_red,none,815,729,0.0,0,1,137.029,140.812,0.392702,0.144051,15,w15_f1_c14
31503,6,13,1,13,1,14,828,742,_656_617_969_867_,-25.09,31.54,dotA,cellros_red_annexin_v_far_red,none,810,741,0.0,0,1,139.872,142.363,0.437736,0.145322,15,w15_f1_c14
31772,6,13,1,14,1,14,826,741,_638_614_959_864_,-25.6,31.89,dotA,cellros_red_annexin_v_far_red,none,805,737,0.0,0,1,142.517,145.734,0.435246,0.155673,15,w15_f1_c14
32043,6,13,1,15,1,14,814,739,_657_605_966_865_,-24.95,32.5,dotA,cellros_red_annexin_v_far_red,none,812,731,0.0,0,1,149.191,147.312,0.509039,0.143989,15,w15_f1_c14
32314,6,13,1,16,1,14,827,746,_663_611_966_878_,-24.61,31.5,dotA,cellros_red_annexin_v_far_red,none,815,741,0.0,0,1,146.582,147.339,0.443074,0.150011,15,w15_f1_c14
32587,6,13,1,17,1,14,828,733,_658_606_967_863_,-24.64,32.37,dotA,cellros_red_annexin_v_far_red,none,815,732,0.0,0,1,147.319,147.783,0.486615,0.147528,15,w15_f1_c14
30359,6,13,1,0,1,15,1185,939,_1065_825_1306_1067_,10.42,12.75,dotA,cellros_red_annexin_v_far_red,none,1191,943,0.0,0,1,131.953,138.278,0.111374,0.132817,15,w15_f1_c15
30482,6,13,1,1,1,15,1152,916,_1047_806_1282_1024_,8.21,15.3,dotA,cellros_red_annexin_v_far_red,none,1168,915,0.0,0,1,148.516,133.323,0.754211,0.0950489,15,w15_f1_c15
32855,6,13,1,2,1,15,1150,891,_1032_782_1258_1007_,6.73,16.91,dotA,cellros_red_annexin_v_far_red,none,1152,898,0.0,0,1,145.507,132.683,0.721355,0.0873869,15,w15_f1_c15
33090,6,13,1,3,1,15,1137,887,_1024_777_1299_999_,7.26,17.68,dotA,cellros_red_annexin_v_far_red,none,1157,890,0.0,0,1,151.714,133.455,1.01535,0.0952119,15,w15_f1_c15
33337,6,13,1,4,1,15,1134,874,_1019_731_1253_994_,5.72,18.91,dotA,cellros_red_annexin_v_far_red,none,1141,877,0.0,0,1,154.796,134.894,0.982019,0.0971958,15,w15_f1_c15
33589,6,13,1,5,1,15,1138,838,_1025_758_1271_1006_,7.28,19.39,dotA,cellros_red_annexin_v_far_red,none,1158,871,0.0,0,1,165.597,139.842,1.1915,0.102919,15,w15_f1_c15
33848,6,13,1,6,1,15,1151,860,_1040_759_1274_985_,7.14,19.84,dotA,cellros_red_annexin_v_far_red,none,1156,867,0.0,0,1,166.266,141.576,0.98639,0.121504,15,w15_f1_c15
34107,6,13,1,7,1,15,1148,862,_1030_751_1290_979_,7.0,19.9,dotA,cellros_red_annexin_v_far_red,none,1155,866,0.0,0,1,178.247,147.299,1.08709,0.124184,15,w15_f1_c15
34369,6,13,1,8,1,15,1147,856,_1029_755_1257_972_,6.32,20.15,dotA,cellros_red_annexin_v_far_red,none,1147,863,0.0,0,1,182.457,152.847,1.18423,0.124479,15,w15_f1_c15
34632,6,13,1,9,1,15,1122,842,_1013_732_1246_958_,5.01,21.07,dotA,cellros_red_annexin_v_far_red,none,1133,853,0.0,0,1,182.334,154.185,1.18867,0.138004,15,w15_f1_c15
30695,6,13,1,10,1,15,1125,851,_1023_751_1238_960_,4.92,21.13,dotA,cellros_red_annexin_v_far_red,none,1132,853,0.0,0,1,183.962,160.392,1.02941,0.15831,15,w15_f1_c15
30964,6,13,1,11,1,15,1116,833,_1007_729_1237_958_,4.72,21.62,dotA,cellros_red_annexin_v_far_red,none,1130,847,0.0,0,1,182.39,166.259,1.12779,0.175487,15,w15_f1_c15
31232,6,13,1,12,1,15,1132,848,_1032_749_1242_951_,5.44,20.79,dotA,cellros_red_annexin_v_far_red,none,1138,856,0.0,0,1,196.866,164.799,1.19828,0.167863,15,w15_f1_c15
31504,6,13,1,13,1,15,1121,850,_1020_748_1232_961_,4.52,20.23,dotA,cellros_red_annexin_v_far_red,none,1128,862,0.0,0,1,195.089,171.602,1.11032,0.19122,15,w15_f1_c15
31773,6,13,1,14,1,15,1120,845,_1013_745_1237_950_,4.14,21.33,dotA,cellros_red_annexin_v_far_red,none,1124,851,0.0,0,1,200.662,171.988,1.21501,0.191872,15,w15_f1_c15
32044,6,13,1,15,1,15,1120,834,_1015_732_1232_948_,4.36,22.2,dotA,cellros_red_annexin_v_far_red,none,1126,841,0.0,0,1,205.745,183.064,1.27101,0.190762,15,w15_f1_c15
32315,6,13,1,16,1,15,1119,854,_1020_757_1223_957_,4.19,20.56,dotA,cellros_red_annexin_v_far_red,none,1124,859,0.0,0,1,202.009,187.652,1.24833,0.193439,15,w15_f1_c15
32588,6,13,1,17,1,15,1130,854,_1014_759_1229_950_,4.14,20.98,dotA,cellros_red_annexin_v_far_red,none,1124,854,0.0,0,1,203.439,184.652,1.35478,0.193502,15,w15_f1_c15
30361,6,13,1,0,1,17,1130,1151,_952_989_1271_1318_,2.64,-6.72,dotA,cellros_red_annexin_v_far_red,none,1108,1152,0.0,0,1,142.763,143.651,0.435587,0.179213,15,w15_f1_c17
30484,6,13,1,1,1,17,1088,1134,_940_963_1265_1297_,0.35,-4.71,dotA,cellros_red_annexin_v_far_red,none,1083,1130,1.86559,1,0,142.652,132.319,0.350679,0.0919612,15,w15_f1_c17
32857,6,13,1,2,1,17,1073,1134,_910_948_1260_1317_,-0.29,-4.91,dotA,cellros_red_annexin_v_far_red,none,1076,1132,3.13245,1,0,150.47,131.4,0.44463,0.0864078,15,w15_f1_c17
33092,6,13,1,3,1,17,1047,1123,_886_882_1225_1303_,-3.22,-2.99,dotA,cellros_red_annexin_v_far_red,none,1045,1112,2.83743,1,0,154.058,132.336,0.493465,0.088407,15,w15_f1_c17
33339,6,13,1,4,1,17,1052,1134,_886_892_1222_1358_,-4.48,-4.19,dotA,cellros_red_annexin_v_far_red,none,1031,1125,2.77669,1,0,159.305,130.693,0.517724,0.0857047,15,w15_f1_c17
33591,6,13,1,5,1,17,1070,1120,_898_871_1249_1293_,-2.76,-1.77,dotA,cellros_red_annexin_v_far_red,none,1050,1098,1.78749,1,0,163.812,135.784,0.460571,0.0991336,15,w15_f1_c17
33850,6,13,1,6,1,17,1055,1115,_927_908_1228_1276_,-3.09,-1.18,dotA,cellros_red_annexin_v_far_red,none,1046,1092,2.70727,1,0,173.349,135.641,0.462671,0.104158,15,w15_f1_c17
34109,6,13,1,7,1,17,1066,1096,_896_866_1207_1275_,-3.12,-0.26,dotA,cellros_red_annexin_v_far_red,none,1046,1082,1.58792,1,0,175.412,140.579,0.53287,0.110292,15,w15_f1_c17
34371,6,13,1,8,1,17,1058,1104,_896_879_1208_1265_,-3.94,-0.46,dotA,cellros_red_annexin_v_far_red,none,1037,1084,2.23003,1,0,186.606,141.784,0.632134,0.111186,15,w15_f1_c17
34634,6,13,1,9,1,17,1050,1102,_873_845_1185_1280_,-4.62,-0.55,dotA,cellros_red_annexin_v_far_red,none,1030,1085,1.44908,1,0,201.168,141.907,0.713616,0.113876,15,w15_f1_c17
30697,6,13,1,10,1,17,1042,1100,_914_939_1170_1256_,-4.19,-1.39,dotA,cellros_red_annexin_v_far_red,none,1035,1094,1.77881,1,0,232.639,140.346,0.771999,0.112911,15,w15_f1_c17
30966,6,13,1,11,1,17,1030,1076,_907_936_1178_1257_,-4.28,-1.04,dotA,cellros_red_annexin_v_far_red,none,1034,1091,2.17796,1,0,240.828,143.065,0.767051,0.129056,15,w15_f1_c17
31234,6,13,1,12,1,17,1035,1090,_907_925_1173_1254_,-4.49,-0.85,dotA,cellros_red_annexin_v_far_red,none,1031,1089,2.23003,1,0,248.893,142.545,0.833483,0.126693,15,w15_f1_c17
31506,6,13,1,13,1,17,1040,1115,_891_897_1179_1269_,-4.86,-1.42,dotA,cellros_red_annexin_v_far_red,none,1027,1095,0.225606,1,0,254.549,143.708,0.849823,0.129582,15,w15_f1_c17
31775,6,13,1,14,1,17,1035,1088,_896_929_1169_1266_,-5.13,-1.18,dotA,cellros_red_annexin_v_far_red,none,1024,1092,1.69204,1,0,264.869,144.797,0.856746,0.135735,15,w15_f1_c17
32046,6,13,1,15,1,17,1034,1092,_879_854_1180_1257_,-5.31,0.06,dotA,cellros_red_annexin_v_far_red,none,1022,1079,2.14325,1,0,271.496,147.167,0.959954,0.133248,15,w15_f1_c17
32317,6,13,1,16,1,17,1043,1101,_885_907_1194_1271_,-4.96,-0.84,dotA,cellros_red_annexin_v_far_red,none,1026,1089,2.06516,1,0,272.226,145.96,0.973353,0.134823,15,w15_f1_c17
32589,6,13,1,17,1,17,1044,1096,_893_918_1210_1263_,-4.4,-0.7,dotA,cellros_red_annexin_v_far_red,none,1032,1087,2.23003,1,0,280.559,145.894,0.979986,0.132173,15,w15_f1_c17
30362,6,13,1,0,1,18,708,1197,_568_1032_868_1363_,-33.78,-11.57,dotA,cellros_red_annexin_v_far_red,none,717,1204,4.78978,1,0,140.194,132.381,0.519121,0.190455,15,w15_f1_c18
30485,6,13,1,1,1,18,671,1132,_540_1010_822_1315_,-36.85,-5.88,dotA,cellros_red_annexin_v_far_red,none,684,1143,4.08694,1,0,163.738,131.33,0.76402,0.129878,15,w15_f1_c18
32858,6,13,1,2,1,18,660,1121,_530_1004_788_1291_,-39.27,-4.99,dotA,cellros_red_annexin_v_far_red,none,658,1133,4.00884,1,0,160.044,129.83,0.679917,0.108905,15,w15_f1_c18
33093,6,13,1,3,1,18,638,1124,_535_987_777_1284_,-40.19,-4.18,dotA,cellros_red_annexin_v_far_red,none,648,1124,3.3407,1,0,175.814,132.055,0.868999,0.100832,15,w15_f1_c18
33340,6,13,1,4,1,18,642,1101,_523_953_759_1272_,-40.58,-3.18,dotA,cellros_red_annexin_v_far_red,none,644,1114,0.0,0,1,185.186,131.824,0.884143,0.111561,15,w15_f1_c18
33592,6,13,1,5,1,18,661,1090,_538_956_772_1253_,-39.28,-1.37,dotA,cellros_red_annexin_v_far_red,none,658,1094,3.34938,1,0,195.632,134.935,1.05233,0.112717,15,w15_f1_c18
