,row,col,plane,t,field,n,bacteria,assay,treatment,legio_area,annexin,cell_ROX,TMRM,well_id,cell_lbl
59195,4,13,1,0,1,1,dotA,6,antimycina,0.0,111.252,0.0411441,0.0408596,19,w19_f1_c1
59256,4,13,1,1,1,1,dotA,6,antimycina,0.0,110.23,0.0424929,0.0416063,19,w19_f1_c1
60882,4,13,1,2,1,1,dotA,6,antimycina,0.0,111.019,0.0428089,0.0415648,19,w19_f1_c1
61052,4,13,1,3,1,1,dotA,6,antimycina,0.0,110.633,0.0436355,0.0421332,19,w19_f1_c1
61224,4,13,1,4,1,1,dotA,6,antimycina,0.0,110.467,0.0432155,0.0417943,19,w19_f1_c1
61399,4,13,1,5,1,1,dotA,6,antimycina,0.0,111.238,0.0451256,0.0411543,19,w19_f1_c1
61578,4,13,1,6,1,1,dotA,6,antimycina,0.0,111.634,0.0445176,0.0413801,19,w19_f1_c1
61761,4,13,1,7,1,1,dotA,6,antimycina,0.0,112.198,0.0455177,0.0415754,19,w19_f1_c1
61944,4,13,1,8,1,1,dotA,6,antimycina,0.0,112.528,0.0420357,0.0416561,19,w19_f1_c1
62124,4,13,1,9,1,1,dotA,6,antimycina,0.0,113.096,0.0448409,0.0419214,19,w19_f1_c1
59407,4,13,1,10,1,1,dotA,6,antimycina,0.0,113.393,0.044739,0.0412904,19,w19_f1_c1
59587,4,13,1,11,1,1,dotA,6,antimycina,0.0,113.343,0.0469678,0.0412231,19,w19_f1_c1
59771,4,13,1,12,1,1,dotA,6,antimycina,0.0,113.412,0.0471077,0.0418383,19,w19_f1_c1
59959,4,13,1,13,1,1,dotA,6,antimycina,0.0,113.872,0.0486613,0.0415579,19,w19_f1_c1
60149,4,13,1,14,1,1,dotA,6,antimycina,0.0,113.686,0.0462039,0.0411975,19,w19_f1_c1
60339,4,13,1,15,1,1,dotA,6,antimycina,0.0,113.916,0.0465909,0.0409665,19,w19_f1_c1
60527,4,13,1,16,1,1,dotA,6,antimycina,0.0,114.549,0.0468806,0.0418281,19,w19_f1_c1
60715,4,13,1,17,1,1,dotA,6,antimycina,0.0,114.726,0.0485997,0.0419619,19,w19_f1_c1
59257,4,13,1,1,1,10,dotA,6,antimycina,1.23215,143.851,0.17558,0.295318,19,w19_f1_c10
60883,4,13,1,2,1,10,dotA,6,antimycina,0.0,137.483,0.138242,0.240929,19,w19_f1_c10
61053,4,13,1,3,1,10,dotA,6,antimycina,2.99362,130.713,0.111865,0.211394,19,w19_f1_c10
61225,4,13,1,4,1,10,dotA,6,antimycina,1.44041,127.367,0.0834799,0.144239,19,w19_f1_c10
61400,4,13,1,5,1,10,dotA,6,antimycina,1.44908,128.992,0.0929753,0.180179,19,w19_f1_c10
61579,4,13,1,6,1,10,dotA,6,antimycina,3.13245,133.237,0.100588,0.167271,19,w19_f1_c10
61762,4,13,1,7,1,10,dotA,6,antimycina,1.59659,132.727,0.0971612,0.154366,19,w19_f1_c10
61945,4,13,1,8,1,10,dotA,6,antimycina,1.57924,129.826,0.0938077,0.158754,19,w19_f1_c10
62125,4,13,1,9,1,10,dotA,6,antimycina,1.31025,128.935,0.0955049,0.154116,19,w19_f1_c10
59408,4,13,1,10,1,10,dotA,6,antimycina,1.44908,129.054,0.0908865,0.12771,19,w19_f1_c10
59588,4,13,1,11,1,10,dotA,6,antimycina,3.19319,130.448,0.0880261,0.126049,19,w19_f1_c10
