,row,col,plane,t,field,n,x,y,bacteria,ser_edge_tmrm,sdmean_tmrm,annexin647,hoechst,n_legio_per_cell,legio_area,infected,well_id,cell_lbl
1504,3,3,1,15,11,3,159,1363,NI,0.409183,0.301341,202.051,716.105,0,0.0,0,1,w1_f11_c3
1732,3,3,1,16,11,3,181,1358,NI,0.405125,0.291504,204.724,721.573,0,0.0,0,1,w1_f11_c3
1956,3,3,1,17,11,3,174,1368,NI,0.400977,0.323169,207.878,708.754,0,0.0,0,1,w1_f11_c3
7,3,3,1,0,11,5,533,1086,NI,0.404145,0.317195,116.101,297.568,0,0.0,0,1,w1_f11_c5
139,3,3,1,1,11,5,474,1045,NI,0.453497,0.178038,121.228,497.007,0,0.0,0,1,w1_f11_c5
2178,3,3,1,2,11,5,460,913,NI,0.465361,0.157207,119.815,646.336,0,0.0,0,1,w1_f11_c5
2406,3,3,1,3,11,5,455,989,NI,0.484386,0.114649,120.255,687.853,0,0.0,0,1,w1_f11_c5
2640,3,3,1,4,11,5,417,1004,NI,0.492196,0.104176,120.496,772.776,0,0.0,0,1,w1_f11_c5
2879,3,3,1,5,11,5,407,961,NI,0.452878,0.154216,121.22,875.947,0,0.0,0,1,w1_f11_c5
3118,3,3,1,6,11,5,474,968,NI,0.477495,0.129298,122.963,945.756,0,0.0,0,1,w1_f11_c5
3352,3,3,1,7,11,5,490,948,NI,0.46031,0.155911,124.448,982.108,0,0.0,0,1,w1_f11_c5
3589,3,3,1,8,11,5,533,891,NI,0.452291,0.172584,124.313,1021.24,0,0.0,0,1,w1_f11_c5
3819,3,3,1,9,11,5,548,891,NI,0.46936,0.129452,124.372,1015.6,0,0.0,0,1,w1_f11_c5
355,3,3,1,10,11,5,549,796,NI,0.459998,0.153476,126.419,1053.97,0,0.0,0,1,w1_f11_c5
591,3,3,1,11,11,5,566,762,NI,0.474444,0.141667,126.362,1067.04,0,0.0,0,1,w1_f11_c5
819,3,3,1,12,11,5,568,748,NI,0.481897,0.141152,123.409,992.187,0,0.0,0,1,w1_f11_c5
1046,3,3,1,13,11,5,538,725,NI,0.453939,0.181863,127.888,1076.55,0,0.0,0,1,w1_f11_c5
1276,3,3,1,14,11,5,556,751,NI,0.480845,0.138856,128.428,1048.55,0,0.0,0,1,w1_f11_c5
1505,3,3,1,15,11,5,555,732,NI,0.4721,0.158988,129.747,1109.98,0,0.0,0,1,w1_f11_c5
1733,3,3,1,16,11,5,566,745,NI,0.481164,0.141671,129.432,1116.89,0,0.0,0,1,w1_f11_c5
1957,3,3,1,17,11,5,548,754,NI,0.468117,0.169707,130.392,1137.18,0,0.0,0,1,w1_f11_c5
8,3,3,1,0,11,6,347,1316,NI,0.416508,0.270728,114.014,238.008,0,0.0,0,1,w1_f11_c6
140,3,3,1,1,11,6,234,1305,NI,0.45867,0.165522,114.289,262.8,0,0.0,0,1,w1_f11_c6
2179,3,3,1,2,11,6,164,1338,NI,0.464439,0.168203,113.975,394.88,0,0.0,0,1,w1_f11_c6
2407,3,3,1,3,11,6,371,1392,NI,0.462046,0.150082,115.431,629.126,0,0.0,0,1,w1_f11_c6
2641,3,3,1,4,11,6,307,1319,NI,0.444573,0.193928,116.136,299.859,0,0.0,0,1,w1_f11_c6
2880,3,3,1,5,11,6,267,1308,NI,0.456417,0.203317,118.719,489.829,0,0.0,0,1,w1_f11_c6
3119,3,3,1,6,11,6,320,1305,NI,0.461017,0.184064,118.697,617.86,0,0.0,0,1,w1_f11_c6
3353,3,3,1,7,11,6,306,1291,NI,0.466773,0.179511,115.873,712.222,0,0.0,0,1,w1_f11_c6
3590,3,3,1,8,11,6,336,1308,NI,0.471981,0.173879,118.627,877.292,0,0.0,0,1,w1_f11_c6
3820,3,3,1,9,11,6,334,1315,NI,0.473607,0.134563,118.066,773.386,0,0.0,0,1,w1_f11_c6
141,3,3,1,1,11,7,1782,359,NI,0.343598,0.54338,125.208,557.081,0,0.0,0,1,w1_f11_c7
2180,3,3,1,2,11,7,1792,338,NI,0.400427,0.370818,129.549,705.706,0,0.0,0,1,w1_f11_c7
2408,3,3,1,3,11,7,1797,347,NI,0.40542,0.315502,128.22,913.514,0,0.0,0,1,w1_f11_c7
2642,3,3,1,4,11,7,1789,335,NI,0.425619,0.320611,130.989,997.817,0,0.0,0,1,w1_f11_c7
2881,3,3,1,5,11,7,1781,335,NI,0.419953,0.295103,137.653,1020.07,0,0.0,0,1,w1_f11_c7
3120,3,3,1,6,11,7,1793,328,NI,0.435117,0.241628,134.365,1157.02,0,0.0,0,1,w1_f11_c7
3354,3,3,1,7,11,7,1787,319,NI,0.420307,0.308569,138.196,1108.42,0,0.0,0,1,w1_f11_c7
3591,3,3,1,8,11,7,1797,310,NI,0.46549,0.16925,141.468,1166.52,0,0.0,0,1,w1_f11_c7
3821,3,3,1,9,11,7,1789,324,NI,0.421376,0.311755,138.555,1375.47,0,0.0,0,1,w1_f11_c7
356,3,3,1,10,11,7,1822,225,NI,0.410268,0.334964,137.795,1209.41,0,0.0,0,1,w1_f11_c7
592,3,3,1,11,11,7,1858,187,NI,0.455153,0.248199,134.044,1092.73,0,0.0,0,1,w1_f11_c7
820,3,3,1,12,11,7,1829,199,NI,0.395908,0.318473,134.238,1705.61,0,0.0,0,1,w1_f11_c7
1047,3,3,1,13,11,7,1825,195,NI,0.500882,0.0587869,220.835,5030.86,0,0.0,0,1,w1_f11_c7
1277,3,3,1,14,11,7,1823,179,NI,0.500699,0.0529901,235.956,5351.88,0,0.0,0,1,w1_f11_c7
1506,3,3,1,15,11,7,1826,178,NI,0.501092,0.0562102,312.381,5638.98,0,0.0,0,1,w1_f11_c7
1734,3,3,1,16,11,7,1816,170,NI,0.504334,0.0505355,306.586,5589.18,0,0.0,0,1,w1_f11_c7
1958,3,3,1,17,11,7,1829,145,NI,0.503472,0.0698736,838.866,4911.92,0,0.0,0,1,w1_f11_c7
142,3,3,1,1,11,8,115,448,NI,0.448374,0.286845,132.55,262.003,0,0.0,0,1,w1_f11_c8
2181,3,3,1,2,11,8,79,483,NI,0.450186,0.263506,135.436,382.636,0,0.0,0,1,w1_f11_c8
2409,3,3,1,3,11,8,74,496,NI,0.467947,0.210979,124.079,422.304,0,0.0,0,1,w1_f11_c8
2643,3,3,1,4,11,8,83,484,NI,0.463526,0.198964,124.692,534.31,0,0.0,0,1,w1_f11_c8
2882,3,3,1,5,11,8,76,493,NI,0.424392,0.303362,133.359,661.482,0,0.0,0,1,w1_f11_c8
3121,3,3,1,6,11,8,90,459,NI,0.457142,0.213855,132.633,720.019,0,0.0,0,1,w1_f11_c8
3355,3,3,1,7,11,8,76,587,NI,0.447764,0.238165,140.655,764.647,0,0.0,0,1,w1_f11_c8
3592,3,3,1,8,11,8,82,487,NI,0.445499,0.214322,140.271,779.904,0,0.0,0,1,w1_f11_c8
3822,3,3,1,9,11,8,88,485,NI,0.477105,0.163912,134.301,781.382,0,0.0,0,1,w1_f11_c8
357,3,3,1,10,11,8,98,474,NI,0.470984,0.177123,137.784,809.733,0,0.0,0,1,w1_f11_c8
593,3,3,1,11,11,8,150,430,NI,0.478667,0.138325,131.013,842.705,0,0.0,0,1,w1_f11_c8
821,3,3,1,12,11,8,129,437,NI,0.523102,0.0529297,121.066,1706.83,0,0.0,0,1,w1_f11_c8
1048,3,3,1,13,11,8,126,373,NI,0.516945,0.0828432,210.434,3109.75,0,0.0,0,1,w1_f11_c8
1278,3,3,1,14,11,8,89,418,NI,0.509965,0.0786561,253.752,3420.53,0,0.0,0,1,w1_f11_c8
1507,3,3,1,15,11,8,90,412,NI,0.508889,0.08158,301.219,3908.82,0,0.0,0,1,w1_f11_c8
143,3,3,1,1,11,9,1871,538,NI,0.29419,0.696792,119.771,289.968,0,0.0,0,1,w1_f11_c9
2182,3,3,1,2,11,9,1870,556,NI,0.284449,0.678809,120.183,343.644,0,0.0,0,1,w1_f11_c9
2410,3,3,1,3,11,9,1830,528,NI,0.295909,0.603778,120.012,397.111,0,0.0,0,1,w1_f11_c9
2644,3,3,1,4,11,9,1844,524,NI,0.312297,0.593659,119.549,397.682,0,0.0,0,1,w1_f11_c9
2883,3,3,1,5,11,9,1826,525,NI,0.292828,0.644289,119.665,388.728,0,0.0,0,1,w1_f11_c9
3122,3,3,1,6,11,9,1840,515,NI,0.317282,0.546591,119.37,398.676,0,0.0,0,1,w1_f11_c9
3356,3,3,1,7,11,9,1854,522,NI,0.304612,0.586715,119.071,394.117,0,0.0,0,1,w1_f11_c9
3593,3,3,1,8,11,9,1849,509,NI,0.299834,0.574821,119.222,389.23,0,0.0,0,1,w1_f11_c9
3823,3,3,1,9,11,9,1833,513,NI,0.317682,0.537065,119.125,405.252,0,0.0,0,1,w1_f11_c9
358,3,3,1,10,11,9,1841,420,NI,0.292821,0.596838,118.691,405.107,0,0.0,0,1,w1_f11_c9
594,3,3,1,11,11,9,1899,373,NI,0.297422,0.592904,118.098,409.682,0,0.0,0,1,w1_f11_c9
822,3,3,1,12,11,9,1886,380,NI,0.313805,0.537805,118.345,409.504,0,0.0,0,1,w1_f11_c9
1049,3,3,1,13,11,9,1904,374,NI,0.311681,0.584368,128.052,365.489,0,0.0,0,1,w1_f11_c9
1279,3,3,1,14,11,9,1920,386,NI,0.318223,0.522121,121.85,392.131,0,0.0,0,1,w1_f11_c9
1508,3,3,1,15,11,9,1882,378,NI,0.32691,0.53799,124.848,409.348,0,0.0,0,1,w1_f11_c9
1735,3,3,1,16,11,9,1931,374,NI,0.329778,0.548961,129.807,390.472,0,0.0,0,1,w1_f11_c9
1959,3,3,1,17,11,9,1877,376,NI,0.309199,0.661917,270.845,413.714,0,0.0,0,1,w1_f11_c9
9,3,3,1,0,12,1,1468,42,NI,0.405392,0.293496,117.103,262.764,0,0.0,0,1,w1_f12_c1
144,3,3,1,1,12,1,1421,31,NI,0.434995,0.192649,119.132,390.326,0,0.0,0,1,w1_f12_c1
2183,3,3,1,2,12,1,1414,35,NI,0.437382,0.191543,119.172,474.392,0,0.0,0,1,w1_f12_c1
2411,3,3,1,3,12,1,1360,52,NI,0.458752,0.145962,120.143,,0,0.0,0,1,w1_f12_c1
2645,3,3,1,4,12,1,1368,47,NI,0.449446,0.193981,120.419,654.922,0,0.0,0,1,w1_f12_c1
2884,3,3,1,5,12,1,1368,47,NI,0.458118,0.159052,119.997,,0,0.0,0,1,w1_f12_c1
3123,3,3,1,6,12,1,1387,46,NI,0.448404,0.175808,120.019,725.026,0,0.0,0,1,w1_f12_c1
3357,3,3,1,7,12,1,1365,31,NI,0.437133,0.189097,120.11,631.974,0,0.0,0,1,w1_f12_c1
3594,3,3,1,8,12,1,1402,36,NI,0.474822,0.127598,120.832,529.551,0,0.0,0,1,w1_f12_c1
10,3,3,1,0,12,2,728,356,NI,0.504476,0.0939478,203.763,1542.07,0,0.0,0,1,w1_f12_c2
145,3,3,1,1,12,2,692,303,NI,0.511999,0.0782077,525.337,2103.48,0,0.0,0,1,w1_f12_c2
2184,3,3,1,2,12,2,689,292,NI,0.509743,0.0887324,560.361,2328.91,0,0.0,0,1,w1_f12_c2
2412,3,3,1,3,12,2,687,291,NI,0.507929,0.0944213,671.581,2805.08,0,0.0,0,1,w1_f12_c2
2646,3,3,1,4,12,2,688,285,NI,0.500692,0.105322,860.274,3291.93,0,0.0,0,1,w1_f12_c2
2885,3,3,1,5,12,2,683,283,NI,0.504718,0.09996,845.019,3232.43,0,0.0,0,1,w1_f12_c2
3124,3,3,1,6,12,2,683,281,NI,0.502053,0.10393,928.118,3536.02,0,0.0,0,1,w1_f12_c2
3358,3,3,1,7,12,2,685,278,NI,0.499577,0.103652,974.63,3582.43,0,0.0,0,1,w1_f12_c2
3595,3,3,1,8,12,2,686,278,NI,0.510213,0.091721,950.133,3541.25,0,0.0,0,1,w1_f12_c2
3824,3,3,1,9,12,2,685,278,NI,0.50766,0.0893856,789.429,3176.78,0,0.0,0,1,w1_f12_c2
359,3,3,1,10,12,2,700,181,NI,0.506321,0.0839266,610.149,2575.34,0,0.0,0,1,w1_f12_c2
597,3,3,1,11,12,2,740,142,NI,0.510295,0.0754382,824.701,3075.67,0,0.0,0,1,w1_f12_c2
825,3,3,1,12,12,2,741,141,NI,0.501798,0.0931042,990.679,3657.09,0,0.0,0,1,w1_f12_c2
1053,3,3,1,13,12,2,738,142,NI,0.504186,0.0887989,808.277,3109.58,0,0.0,0,1,w1_f12_c2
1284,3,3,1,14,12,2,736,142,NI,0.507507,0.080068,734.048,2950.28,0,0.0,0,1,w1_f12_c2
1513,3,3,1,15,12,2,732,142,NI,0.508994,0.0792529,751.351,3060.66,0,0.0,0,1,w1_f12_c2
1740,3,3,1,16,12,2,730,143,NI,0.509321,0.082132,741.844,3123.26,0,0.0,0,1,w1_f12_c2
1963,3,3,1,17,12,2,731,142,NI,0.510577,0.075644,713.783,2943.99,0,0.0,0,1,w1_f12_c2
11,3,3,1,0,12,3,1517,783,NI,0.280778,0.844978,121.36,272.565,0,0.0,0,1,w1_f12_c3
146,3,3,1,1,12,3,1408,711,NI,0.263969,0.899497,125.946,537.158,0,0.0,0,1,w1_f12_c3
2185,3,3,1,2,12,3,1420,702,NI,0.275745,0.90627,125.456,697.849,0,0.0,0,1,w1_f12_c3
2413,3,3,1,3,12,3,1396,693,NI,0.283719,0.815691,125.369,871.633,0,0.0,0,1,w1_f12_c3
2647,3,3,1,4,12,3,1467,725,NI,0.280327,0.740801,125.339,958.338,0,0.0,0,1,w1_f12_c3
2886,3,3,1,5,12,3,1427,700,NI,0.306675,0.642829,125.904,1026.81,0,0.0,0,1,w1_f12_c3
3125,3,3,1,6,12,3,1424,684,NI,0.320991,0.617801,129.703,1040.74,0,0.0,0,1,w1_f12_c3
3359,3,3,1,7,12,3,1416,674,NI,0.305658,0.684188,126.245,1017.8,0,0.0,0,1,w1_f12_c3
3596,3,3,1,8,12,3,1428,682,NI,0.34329,0.565056,138.052,1049.24,0,0.0,0,1,w1_f12_c3
3825,3,3,1,9,12,3,1421,689,NI,0.311532,0.585095,126.5,1011.58,0,0.0,0,1,w1_f12_c3
360,3,3,1,10,12,3,1434,592,NI,0.32193,0.58495,126.622,867.824,0,0.0,0,1,w1_f12_c3
598,3,3,1,11,12,3,1489,572,NI,0.336482,0.513973,127.169,891.672,0,0.0,0,1,w1_f12_c3
826,3,3,1,12,12,3,1480,568,NI,0.307817,0.674552,128.06,890.946,0,0.0,0,1,w1_f12_c3
1054,3,3,1,13,12,3,1483,555,NI,0.327239,0.657273,128.18,827.042,0,0.0,0,1,w1_f12_c3
1285,3,3,1,14,12,3,1504,565,NI,0.367473,0.526456,127.401,791.525,0,0.0,0,1,w1_f12_c3
1514,3,3,1,15,12,3,1485,554,NI,0.380018,0.517812,127.24,765.644,0,0.0,0,1,w1_f12_c3
1741,3,3,1,16,12,3,1481,544,NI,0.439343,0.319344,127.777,835.287,0,0.0,0,1,w1_f12_c3
1964,3,3,1,17,12,3,1459,543,NI,0.500135,0.0919262,738.014,5062.06,0,0.0,0,1,w1_f12_c3
12,3,3,1,0,12,4,592,915,NI,0.360261,0.53603,180.195,253.741,0,0.0,0,1,w1_f12_c4
147,3,3,1,1,12,4,495,854,NI,0.492707,0.17581,350.037,447.723,0,0.0,0,1,w1_f12_c4
2186,3,3,1,2,12,4,240,899,NI,0.462684,0.206797,158.353,568.438,0,0.0,0,1,w1_f12_c4
2414,3,3,1,3,12,4,248,931,NI,0.477078,0.159393,175.043,693.067,0,0.0,0,1,w1_f12_c4
2648,3,3,1,4,12,4,231,875,NI,0.480079,0.138254,193.067,795.507,0,0.0,0,1,w1_f12_c4
2887,3,3,1,5,12,4,212,900,NI,0.483159,0.138961,180.017,799.556,0,0.0,0,1,w1_f12_c4
3126,3,3,1,6,12,4,230,887,NI,0.485388,0.136379,195.261,850.17,0,0.0,0,1,w1_f12_c4
3360,3,3,1,7,12,4,207,862,NI,0.487123,0.11308,200.232,873.662,0,0.0,0,1,w1_f12_c4
3597,3,3,1,8,12,4,202,861,NI,0.488393,0.112557,190.751,852.161,0,0.0,0,1,w1_f12_c4
3826,3,3,1,9,12,4,200,877,NI,0.488121,0.107029,167.503,855.797,0,0.0,0,1,w1_f12_c4
361,3,3,1,10,12,4,196,763,NI,0.495418,0.0963459,160.83,817.155,0,0.0,0,1,w1_f12_c4
599,3,3,1,11,12,4,259,777,NI,0.499886,0.0929795,181.627,980.988,0,0.0,0,1,w1_f12_c4
827,3,3,1,12,12,4,232,782,NI,0.489596,0.116113,189.407,1048.64,0,0.0,0,1,w1_f12_c4
1055,3,3,1,13,12,4,235,771,NI,0.483836,0.128435,165.712,985.404,0,0.0,0,1,w1_f12_c4
1286,3,3,1,14,12,4,237,787,NI,0.494222,0.108447,168.442,969.577,0,0.0,0,1,w1_f12_c4
1515,3,3,1,15,12,4,225,748,NI,0.495259,0.109973,178.314,988.657,0,0.0,0,1,w1_f12_c4
1742,3,3,1,16,12,4,193,781,NI,0.486709,0.13178,171.785,976.923,0,0.0,0,1,w1_f12_c4
1965,3,3,1,17,12,4,215,776,NI,0.488183,0.124501,169.072,955.183,0,0.0,0,1,w1_f12_c4
13,3,3,1,0,12,5,1626,985,NI,0.426078,0.321438,144.597,285.24,0,0.0,0,1,w1_f12_c5
148,3,3,1,1,12,5,1591,1012,NI,0.486074,0.190527,268.178,623.328,0,0.0,0,1,w1_f12_c5
2187,3,3,1,2,12,5,1594,896,NI,0.459423,0.253558,299.773,837.727,0,0.0,0,1,w1_f12_c5
2415,3,3,1,3,12,5,1593,905,NI,0.458141,0.258026,298.115,1133.68,0,0.0,0,1,w1_f12_c5
2649,3,3,1,4,12,5,1585,922,NI,0.4665,0.229549,263.308,1156.01,0,0.0,0,1,w1_f12_c5
2888,3,3,1,5,12,5,1576,1007,NI,0.459084,0.252279,310.509,1424.52,0,0.0,0,1,w1_f12_c5
3127,3,3,1,6,12,5,1588,840,NI,0.357901,0.571055,271.746,1434.91,0,0.0,0,1,w1_f12_c5
3361,3,3,1,7,12,5,1648,664,NI,0.427469,0.350531,192.379,1319.57,0,0.0,0,1,w1_f12_c5
3598,3,3,1,8,12,5,1682,506,NI,0.460323,0.256141,150.259,921.925,0,0.0,0,1,w1_f12_c5
3827,3,3,1,9,12,5,1666,508,NI,0.450943,0.219174,154.952,1073.63,0,0.0,0,1,w1_f12_c5
362,3,3,1,10,12,5,1679,372,NI,0.453696,0.230426,148.359,1126.81,0,0.0,0,1,w1_f12_c5
600,3,3,1,11,12,5,1728,346,NI,0.459088,0.190932,152.583,932.192,0,0.0,0,1,w1_f12_c5
828,3,3,1,12,12,5,1723,331,NI,0.455414,0.235726,153.523,687.929,0,0.0,0,1,w1_f12_c5
1056,3,3,1,13,12,5,1715,324,NI,0.469792,0.226296,155.073,931.634,0,0.0,0,1,w1_f12_c5
1287,3,3,1,14,12,5,1727,321,NI,0.469207,0.196928,151.496,987.89,0,0.0,0,1,w1_f12_c5
1516,3,3,1,15,12,5,1714,327,NI,0.465476,0.207636,152.948,953.592,0,0.0,0,1,w1_f12_c5
1743,3,3,1,16,12,5,1720,333,NI,0.473728,0.214581,152.406,942.911,0,0.0,0,1,w1_f12_c5
1966,3,3,1,17,12,5,1712,321,NI,0.468923,0.175226,153.225,1007.1,0,0.0,0,1,w1_f12_c5
150,3,3,1,1,12,7,1851,823,NI,0.385087,0.341415,118.998,306.181,0,0.0,0,1,w1_f12_c7
2189,3,3,1,2,12,7,1835,836,NI,0.379783,0.336023,119.192,395.647,0,0.0,0,1,w1_f12_c7
2417,3,3,1,3,12,7,1824,863,NI,0.393447,0.305768,119.64,405.611,0,0.0,0,1,w1_f12_c7
2651,3,3,1,4,12,7,1810,830,NI,0.3982,0.319202,120.81,423.087,0,0.0,0,1,w1_f12_c7
2890,3,3,1,5,12,7,1793,806,NI,0.41679,0.262368,121.325,464.589,0,0.0,0,1,w1_f12_c7
3129,3,3,1,6,12,7,1801,858,NI,0.413656,0.269381,125.691,433.664,0,0.0,0,1,w1_f12_c7
3363,3,3,1,7,12,7,1793,839,NI,0.419319,0.256425,132.633,423.068,0,0.0,0,1,w1_f12_c7
3599,3,3,1,8,12,7,1777,827,NI,0.437037,0.221579,137.027,424.727,0,0.0,0,1,w1_f12_c7
3828,3,3,1,9,12,7,1775,789,NI,0.440748,0.221313,179.157,458.733,0,0.0,0,1,w1_f12_c7
363,3,3,1,10,12,7,1794,707,NI,0.443953,0.209623,186.866,459.247,0,0.0,0,1,w1_f12_c7
601,3,3,1,11,12,7,1840,714,NI,0.441466,0.203914,135.339,395.236,0,0.0,0,1,w1_f12_c7
829,3,3,1,12,12,7,1845,724,NI,0.431014,0.219514,128.421,312.26,0,0.0,0,1,w1_f12_c7
1057,3,3,1,13,12,7,1859,722,NI,0.435889,0.221412,136.233,373.737,0,0.0,0,1,w1_f12_c7
1288,3,3,1,14,12,7,1857,735,NI,0.435634,0.208955,137.395,399.533,0,0.0,0,1,w1_f12_c7
1517,3,3,1,15,12,7,1855,691,NI,0.440376,0.20688,134.539,402.857,0,0.0,0,1,w1_f12_c7
1744,3,3,1,16,12,7,1836,691,NI,0.43861,0.214542,136.997,388.037,0,0.0,0,1,w1_f12_c7
1967,3,3,1,17,12,7,1853,714,NI,0.439956,0.20308,183.083,397.52,0,0.0,0,1,w1_f12_c7
151,3,3,1,1,12,8,1422,1318,NI,0.334753,0.496825,135.763,,0,0.0,0,1,w1_f12_c8
2190,3,3,1,2,12,8,1395,1295,NI,0.341006,0.450868,140.018,,0,0.0,0,1,w1_f12_c8
2418,3,3,1,3,12,8,1395,1315,NI,0.348979,0.420333,140.121,,0,0.0,0,1,w1_f12_c8
2652,3,3,1,4,12,8,1406,1328,NI,0.478397,0.119025,125.341,1657.29,0,0.0,0,1,w1_f12_c8
2891,3,3,1,5,12,8,1378,1332,NI,0.517811,0.0707071,270.22,3368.35,0,0.0,0,1,w1_f12_c8
3130,3,3,1,6,12,8,1402,1324,NI,0.520822,0.0609301,678.383,5114.18,0,0.0,0,1,w1_f12_c8
3364,3,3,1,7,12,8,1401,1320,NI,0.518057,0.0693267,774.555,4135.84,0,0.0,0,1,w1_f12_c8
3600,3,3,1,8,12,8,1403,1318,NI,0.510247,0.0770105,917.87,4306.22,0,0.0,0,1,w1_f12_c8
3829,3,3,1,9,12,8,1404,1317,NI,0.508093,0.0819452,1129.07,4128.6,0,0.0,0,1,w1_f12_c8
364,3,3,1,10,12,8,1423,1220,NI,0.508948,0.0884915,1216.67,4114.8,0,0.0,0,1,w1_f12_c8
602,3,3,1,11,12,8,1532,1104,NI,0.503934,0.0920428,1260.38,4683.35,0,0.0,0,1,w1_f12_c8
830,3,3,1,12,12,8,1522,1103,NI,0.506938,0.0976527,1043.78,4634.72,0,0.0,0,1,w1_f12_c8
1058,3,3,1,13,12,8,1521,1103,NI,0.508702,0.0968896,1292.61,4894.71,0,0.0,0,1,w1_f12_c8
1289,3,3,1,14,12,8,1528,1091,NI,0.499368,0.0955983,1395.7,4824.91,0,0.0,0,1,w1_f12_c8
1518,3,3,1,15,12,8,1527,1086,NI,0.503387,0.0969557,1386.17,4685.2,0,0.0,0,1,w1_f12_c8
1745,3,3,1,16,12,8,1522,1098,NI,0.497807,0.0953048,1292.84,5027.56,0,0.0,0,1,w1_f12_c8
1968,3,3,1,17,12,8,1516,1103,NI,0.499083,0.0943967,1381.7,4856.9,0,0.0,0,1,w1_f12_c8
2191,3,3,1,2,12,9,882,2098,NI,0.378589,0.32811,121.509,,0,0.0,0,1,w1_f12_c9
2419,3,3,1,3,12,9,886,2079,NI,0.37411,0.362689,121.339,,0,0.0,0,1,w1_f12_c9
2653,3,3,1,4,12,9,906,2057,NI,0.38629,0.335212,121.689,,0,0.0,0,1,w1_f12_c9
2892,3,3,1,5,12,9,909,2065,NI,0.386326,0.335301,122.483,,0,0.0,0,1,w1_f12_c9
3131,3,3,1,6,12,9,904,2045,NI,0.375821,0.333281,122.211,,0,0.0,0,1,w1_f12_c9
3365,3,3,1,7,12,9,907,2069,NI,0.392112,0.307949,123.189,,0,0.0,0,1,w1_f12_c9
3601,3,3,1,8,12,9,890,2067,NI,0.393145,0.310718,123.862,,0,0.0,0,1,w1_f12_c9
3830,3,3,1,9,12,9,923,2071,NI,0.385827,0.308517,125.587,265.92,0,0.0,0,1,w1_f12_c9
365,3,3,1,10,12,9,908,1997,NI,0.394957,0.282726,125.805,304.945,0,0.0,0,1,w1_f12_c9
603,3,3,1,11,12,9,956,2002,NI,0.419922,0.23165,124.624,280.296,0,0.0,0,1,w1_f12_c9
831,3,3,1,12,12,9,972,1944,NI,0.455718,0.159935,125.343,262.621,0,0.0,0,1,w1_f12_c9
1059,3,3,1,13,12,9,970,1954,NI,0.448987,0.18138,127.683,288.497,0,0.0,0,1,w1_f12_c9
1290,3,3,1,14,12,9,966,1951,NI,0.447353,0.17795,127.269,,0,0.0,0,1,w1_f12_c9
1519,3,3,1,15,12,9,986,1964,NI,0.450483,0.171206,127.45,298.075,0,0.0,0,1,w1_f12_c9
1746,3,3,1,16,12,9,914,1911,NI,0.455472,0.175394,127.737,298.307,0,0.0,0,1,w1_f12_c9
1969,3,3,1,17,12,9,955,1914,NI,0.457125,0.163751,129.567,,0,0.0,0,1,w1_f12_c9
14,3,3,1,0,13,1,1337,1223,NI,0.278173,0.677956,123.44,217.261,0,0.0,0,1,w1_f13_c1
152,3,3,1,1,13,1,1366,1151,NI,0.302246,0.646052,144.085,396.645,0,0.0,0,1,w1_f13_c1
2192,3,3,1,2,13,1,1229,1143,NI,0.307089,0.572318,126.746,372.27,0,0.0,0,1,w1_f13_c1
2420,3,3,1,3,13,1,1214,1127,NI,0.314722,0.559609,126.686,395.266,0,0.0,0,1,w1_f13_c1
2654,3,3,1,4,13,1,1215,1117,NI,0.318763,0.474246,126.803,404.285,0,0.0,0,1,w1_f13_c1
2893,3,3,1,5,13,1,1222,1110,NI,0.304944,0.563143,127.163,404.378,0,0.0,0,1,w1_f13_c1
3132,3,3,1,6,13,1,1188,1131,NI,0.319715,0.477351,127.263,406.607,0,0.0,0,1,w1_f13_c1
3366,3,3,1,7,13,1,1239,1121,NI,0.318172,0.507564,126.829,391.647,0,0.0,0,1,w1_f13_c1
3602,3,3,1,8,13,1,1243,1130,NI,0.314806,0.519525,127.404,,0,0.0,0,1,w1_f13_c1
3831,3,3,1,9,13,1,1234,1137,NI,0.303912,0.507562,127.332,381.793,0,0.0,0,1,w1_f13_c1
366,3,3,1,10,13,1,1259,1035,NI,0.303276,0.548306,127.981,388.125,0,0.0,0,1,w1_f13_c1
604,3,3,1,11,13,1,1289,969,NI,0.328272,0.487355,127.962,370.419,0,0.0,0,1,w1_f13_c1
832,3,3,1,12,13,1,1325,1010,NI,0.327011,0.501259,128.581,367.064,0,0.0,0,1,w1_f13_c1
1060,3,3,1,13,13,1,1320,1001,NI,0.302975,0.525606,127.141,334.353,0,0.0,0,1,w1_f13_c1
1291,3,3,1,14,13,1,1298,1021,NI,0.320677,0.532877,128.057,340.954,0,0.0,0,1,w1_f13_c1
1520,3,3,1,15,13,1,1307,1024,NI,0.327217,0.486065,129.022,338.267,0,0.0,0,1,w1_f13_c1
1747,3,3,1,16,13,1,1277,1017,NI,0.336699,0.459932,130.683,,0,0.0,0,1,w1_f13_c1
1970,3,3,1,17,13,1,1282,1070,NI,0.344265,0.444768,130.143,,0,0.0,0,1,w1_f13_c1
154,3,3,1,1,13,11,999,44,NI,0.351631,0.461762,121.579,424.406,0,0.0,0,1,w1_f13_c11
2194,3,3,1,2,13,11,726,61,NI,0.377792,0.322541,120.349,570.942,0,0.0,0,1,w1_f13_c11
2421,3,3,1,3,13,11,804,46,NI,0.378608,0.331399,120.796,794.468,0,0.0,0,1,w1_f13_c11
