,row,col,plane,t,field,n,bacteria,assay,treatment,legio_area,annexin,cell_ROX,TMRM,well_id,cell_lbl
303227,9,20,1,0,1,1,NI,4,antimycina,0.0,120.433,0.044831,0.628972,82,w82_f1_c1
303407,9,20,1,1,1,1,NI,4,antimycina,0.0,121.884,0.0522946,0.669885,82,w82_f1_c1
305838,9,20,1,2,1,1,NI,4,antimycina,0.0,123.069,0.0569788,0.583219,82,w82_f1_c1
306092,9,20,1,3,1,1,NI,4,antimycina,0.0,123.99,0.0604622,0.546858,82,w82_f1_c1
306352,9,20,1,4,1,1,NI,4,antimycina,0.0,124.55,0.06144,0.505593,82,w82_f1_c1
306610,9,20,1,5,1,1,NI,4,antimycina,0.0,125.746,0.0637175,0.680678,82,w82_f1_c1
306877,9,20,1,6,1,1,NI,4,antimycina,0.0,125.152,0.0614558,0.51164,82,w82_f1_c1
307148,9,20,1,7,1,1,NI,4,antimycina,0.0,126.346,0.064526,0.680413,82,w82_f1_c1
307423,9,20,1,8,1,1,NI,4,antimycina,0.0,126.375,0.0626091,0.494802,82,w82_f1_c1
307700,9,20,1,9,1,1,NI,4,antimycina,0.0,127.748,0.0627483,0.594933,82,w82_f1_c1
303646,9,20,1,10,1,1,NI,4,antimycina,0.0,127.503,0.062677,0.538327,82,w82_f1_c1
303922,9,20,1,11,1,1,NI,4,antimycina,0.0,128.968,0.0688497,0.506865,82,w82_f1_c1
304199,9,20,1,12,1,1,NI,4,antimycina,0.0,128.554,0.0628925,0.506045,82,w82_f1_c1
304474,9,20,1,13,1,1,NI,4,antimycina,0.0,128.841,0.0698026,0.62799,82,w82_f1_c1
304750,9,20,1,14,1,1,NI,4,antimycina,0.0,130.209,0.0695055,0.601836,82,w82_f1_c1
305026,9,20,1,15,1,1,NI,4,antimycina,0.0,129.332,0.0611048,0.476662,82,w82_f1_c1
305304,9,20,1,16,1,1,NI,4,antimycina,0.0,130.247,0.070496,0.74347,82,w82_f1_c1
305580,9,20,1,17,1,1,NI,4,antimycina,0.0,130.721,0.0716958,0.595092,82,w82_f1_c1
303228,9,20,1,0,1,10,NI,4,antimycina,0.0,126.176,0.201551,0.870128,82,w82_f1_c10
303408,9,20,1,1,1,10,NI,4,antimycina,0.0,132.519,0.188284,0.919996,82,w82_f1_c10
305839,9,20,1,2,1,10,NI,4,antimycina,0.0,139.42,0.198161,0.82095,82,w82_f1_c10
306093,9,20,1,3,1,10,NI,4,antimycina,0.0,129.525,0.14113,0.704085,82,w82_f1_c10
306353,9,20,1,4,1,10,NI,4,antimycina,0.0,126.395,0.110519,0.809321,82,w82_f1_c10
306611,9,20,1,5,1,10,NI,4,antimycina,0.0,120.61,0.0691625,0.905589,82,w82_f1_c10
306878,9,20,1,6,1,10,NI,4,antimycina,0.0,118.267,0.0535475,0.923461,82,w82_f1_c10
307149,9,20,1,7,1,10,NI,4,antimycina,0.0,118.669,0.0505427,0.940677,82,w82_f1_c10
307424,9,20,1,8,1,10,NI,4,antimycina,0.0,119.688,0.0577785,0.851889,82,w82_f1_c10
307701,9,20,1,9,1,10,NI,4,antimycina,0.0,119.244,0.0536508,0.845394,82,w82_f1_c10
303647,9,20,1,10,1,10,NI,4,antimycina,0.0,120.464,0.059175,0.834413,82,w82_f1_c10
303923,9,20,1,11,1,10,NI,4,antimycina,0.0,120.099,0.0542376,0.802665,82,w82_f1_c10
304200,9,20,1,12,1,10,NI,4,antimycina,0.0,120.456,0.0556711,0.813983,82,w82_f1_c10
304475,9,20,1,13,1,10,NI,4,antimycina,0.0,125.858,0.0699974,0.761003,82,w82_f1_c10
304751,9,20,1,14,1,10,NI,4,antimycina,0.0,125.596,0.0710635,0.81737,82,w82_f1_c10
305027,9,20,1,15,1,10,NI,4,antimycina,0.0,128.759,0.146005,0.78058,82,w82_f1_c10
305305,9,20,1,16,1,10,NI,4,antimycina,0.0,155.726,0.553907,0.799001,82,w82_f1_c10
303229,9,20,1,0,1,11,NI,4,antimycina,0.0,116.399,0.0394141,0.604592,82,w82_f1_c11
303409,9,20,1,1,1,11,NI,4,antimycina,0.0,116.884,0.040536,0.685462,82,w82_f1_c11
305840,9,20,1,2,1,11,NI,4,antimycina,0.0,117.698,0.0397375,0.676307,82,w82_f1_c11
306094,9,20,1,3,1,11,NI,4,antimycina,0.0,119.68,0.0426717,0.69548,82,w82_f1_c11
306354,9,20,1,4,1,11,NI,4,antimycina,0.0,119.902,0.0420762,0.711387,82,w82_f1_c11
306612,9,20,1,5,1,11,NI,4,antimycina,0.0,120.995,0.044661,0.723833,82,w82_f1_c11
306879,9,20,1,6,1,11,NI,4,antimycina,0.0,121.071,0.0459594,0.744408,82,w82_f1_c11
307150,9,20,1,7,1,11,NI,4,antimycina,0.0,122.391,0.0476838,0.751499,82,w82_f1_c11
307425,9,20,1,8,1,11,NI,4,antimycina,0.0,122.247,0.0488086999999999,0.738343,82,w82_f1_c11
307702,9,20,1,9,1,11,NI,4,antimycina,0.0,122.799,0.0490678,0.741106,82,w82_f1_c11
303648,9,20,1,10,1,11,NI,4,antimycina,0.0,123.671,0.0491274,0.727512,82,w82_f1_c11
303924,9,20,1,11,1,11,NI,4,antimycina,0.0,123.615,0.0484789,0.731369,82,w82_f1_c11
304201,9,20,1,12,1,11,NI,4,antimycina,0.0,124.026,0.0512751,0.73086,82,w82_f1_c11
304476,9,20,1,13,1,11,NI,4,antimycina,0.0,125.271,0.0494125,0.768038,82,w82_f1_c11
304752,9,20,1,14,1,11,NI,4,antimycina,0.0,125.339,0.0497809,0.737255,82,w82_f1_c11
305028,9,20,1,15,1,11,NI,4,antimycina,0.0,126.178,0.0492031,0.755032,82,w82_f1_c11
305306,9,20,1,16,1,11,NI,4,antimycina,0.0,126.585,0.0529301,0.810927,82,w82_f1_c11
305581,9,20,1,17,1,11,NI,4,antimycina,0.0,127.262,0.0579211,0.870792,82,w82_f1_c11
303230,9,20,1,0,1,12,NI,4,antimycina,0.0,180.417,0.377896,0.169915,82,w82_f1_c12
303410,9,20,1,1,1,12,NI,4,antimycina,0.0,206.01,0.37929,0.178447,82,w82_f1_c12
305841,9,20,1,2,1,12,NI,4,antimycina,0.0,225.789,0.437077,0.149362,82,w82_f1_c12
306095,9,20,1,3,1,12,NI,4,antimycina,0.0,247.889,0.456573,0.128818,82,w82_f1_c12
306355,9,20,1,4,1,12,NI,4,antimycina,0.0,261.58,0.436731,0.115927,82,w82_f1_c12
306613,9,20,1,5,1,12,NI,4,antimycina,0.0,279.134,0.458197,0.126086,82,w82_f1_c12
306880,9,20,1,6,1,12,NI,4,antimycina,0.0,253.804,0.4407,0.114037,82,w82_f1_c12
307151,9,20,1,7,1,12,NI,4,antimycina,0.0,274.356,0.451752,0.123065,82,w82_f1_c12
307426,9,20,1,8,1,12,NI,4,antimycina,0.0,234.082,0.407076,0.113922,82,w82_f1_c12
307703,9,20,1,9,1,12,NI,4,antimycina,0.0,240.346,0.411575,0.114757,82,w82_f1_c12
303649,9,20,1,10,1,12,NI,4,antimycina,0.0,259.196,0.416979,0.11158,82,w82_f1_c12
303925,9,20,1,11,1,12,NI,4,antimycina,0.0,225.525,0.376975,0.100776,82,w82_f1_c12
304202,9,20,1,12,1,12,NI,4,antimycina,0.0,226.291,0.390392,0.0991282,82,w82_f1_c12
304477,9,20,1,13,1,12,NI,4,antimycina,0.0,229.25,0.408551,0.107574,82,w82_f1_c12
304753,9,20,1,14,1,12,NI,4,antimycina,0.0,247.936,0.419597,0.108083,82,w82_f1_c12
305029,9,20,1,15,1,12,NI,4,antimycina,0.0,223.485,0.379342,0.0968058,82,w82_f1_c12
305307,9,20,1,16,1,12,NI,4,antimycina,0.0,244.44,0.449812,0.111741,82,w82_f1_c12
305582,9,20,1,17,1,12,NI,4,antimycina,0.0,241.695,0.418913,0.103817,82,w82_f1_c12
303231,9,20,1,0,1,13,NI,4,antimycina,0.0,172.216,0.437364,0.127392,82,w82_f1_c13
303411,9,20,1,1,1,13,NI,4,antimycina,0.0,182.662,0.438724,0.0910688,82,w82_f1_c13
305842,9,20,1,2,1,13,NI,4,antimycina,0.0,203.572,0.476489,0.0766078,82,w82_f1_c13
306096,9,20,1,3,1,13,NI,4,antimycina,0.0,216.805,0.450771,0.0708411,82,w82_f1_c13
306356,9,20,1,4,1,13,NI,4,antimycina,0.0,204.038,0.435648,0.0642614,82,w82_f1_c13
306614,9,20,1,5,1,13,NI,4,antimycina,0.0,195.031,0.44809,0.0657851,82,w82_f1_c13
306881,9,20,1,6,1,13,NI,4,antimycina,0.0,194.043,0.390986,0.0626577,82,w82_f1_c13
307152,9,20,1,7,1,13,NI,4,antimycina,0.0,190.776,0.372439,0.0598828,82,w82_f1_c13
307427,9,20,1,8,1,13,NI,4,antimycina,0.0,188.207,0.335661,0.0570106,82,w82_f1_c13
307704,9,20,1,9,1,13,NI,4,antimycina,0.0,185.937,0.349635,0.0632339,82,w82_f1_c13
303650,9,20,1,10,1,13,NI,4,antimycina,0.0,194.383,0.342594,0.0639212,82,w82_f1_c13
303926,9,20,1,11,1,13,NI,4,antimycina,0.0,194.902,0.330392,0.0627748,82,w82_f1_c13
304203,9,20,1,12,1,13,NI,4,antimycina,0.0,194.713,0.31579,0.060746,82,w82_f1_c13
304478,9,20,1,13,1,13,NI,4,antimycina,0.0,191.482,0.340583,0.0657338,82,w82_f1_c13
304754,9,20,1,14,1,13,NI,4,antimycina,0.0,200.569,0.350979,0.0646296,82,w82_f1_c13
305030,9,20,1,15,1,13,NI,4,antimycina,0.0,200.64,0.275638,0.0584795,82,w82_f1_c13
305308,9,20,1,16,1,13,NI,4,antimycina,0.0,184.847,0.297693,0.0592328,82,w82_f1_c13
305583,9,20,1,17,1,13,NI,4,antimycina,0.0,195.491,0.314976,0.0637792,82,w82_f1_c13
303232,9,20,1,0,1,14,NI,4,antimycina,0.0,165.253,0.428838,0.30925,82,w82_f1_c14
303412,9,20,1,1,1,14,NI,4,antimycina,0.0,223.619,0.40806,0.345004,82,w82_f1_c14
305843,9,20,1,2,1,14,NI,4,antimycina,0.0,239.138,0.392567,0.29001,82,w82_f1_c14
306097,9,20,1,3,1,14,NI,4,antimycina,0.0,257.37,0.425629,0.237255,82,w82_f1_c14
306357,9,20,1,4,1,14,NI,4,antimycina,0.0,248.325,0.423939,0.218702,82,w82_f1_c14
306615,9,20,1,5,1,14,NI,4,antimycina,0.0,276.177,0.505688,0.244874,82,w82_f1_c14
306882,9,20,1,6,1,14,NI,4,antimycina,0.0,276.725,0.4873,0.199547,82,w82_f1_c14
307153,9,20,1,7,1,14,NI,4,antimycina,0.0,298.021,0.539749,0.211264,82,w82_f1_c14
307428,9,20,1,8,1,14,NI,4,antimycina,0.0,295.627,0.521849,0.177035,82,w82_f1_c14
307705,9,20,1,9,1,14,NI,4,antimycina,0.0,311.234,0.538255,0.188534,82,w82_f1_c14
303651,9,20,1,10,1,14,NI,4,antimycina,0.0,307.09,0.505841,0.16863,82,w82_f1_c14
303927,9,20,1,11,1,14,NI,4,antimycina,0.0,319.483,0.488342,0.16225,82,w82_f1_c14
304204,9,20,1,12,1,14,NI,4,antimycina,0.0,339.07,0.491694,0.154841,82,w82_f1_c14
304479,9,20,1,13,1,14,NI,4,antimycina,0.0,361.013,0.497296,0.163713,82,w82_f1_c14
304755,9,20,1,14,1,14,NI,4,antimycina,0.0,405.031,0.50655,0.167113,82,w82_f1_c14
305031,9,20,1,15,1,14,NI,4,antimycina,0.0,380.853,0.46448,0.15082,82,w82_f1_c14
305309,9,20,1,16,1,14,NI,4,antimycina,0.0,404.378,0.484799,0.162088,82,w82_f1_c14
303233,9,20,1,0,1,15,NI,4,antimycina,0.0,138.659,0.217052,0.165345,82,w82_f1_c15
303413,9,20,1,1,1,15,NI,4,antimycina,0.0,145.375,0.238582,0.208212,82,w82_f1_c15
305844,9,20,1,2,1,15,NI,4,antimycina,0.0,153.714,0.259496,0.154425,82,w82_f1_c15
306098,9,20,1,3,1,15,NI,4,antimycina,0.0,159.998,0.257687,0.126544,82,w82_f1_c15
306358,9,20,1,4,1,15,NI,4,antimycina,0.0,168.463,0.254195,0.0978176,82,w82_f1_c15
306616,9,20,1,5,1,15,NI,4,antimycina,0.0,162.201,0.276626,0.0933414,82,w82_f1_c15
306883,9,20,1,6,1,15,NI,4,antimycina,0.0,176.861,0.235862,0.0752053,82,w82_f1_c15
307154,9,20,1,7,1,15,NI,4,antimycina,0.0,177.917,0.245048,0.0747099,82,w82_f1_c15
307429,9,20,1,8,1,15,NI,4,antimycina,0.0,180.097,0.2442,0.0659008,82,w82_f1_c15
307706,9,20,1,9,1,15,NI,4,antimycina,0.0,169.368,0.243135,0.0650673,82,w82_f1_c15
303652,9,20,1,10,1,15,NI,4,antimycina,0.0,173.862,0.237314,0.062822,82,w82_f1_c15
303928,9,20,1,11,1,15,NI,4,antimycina,0.0,175.392,0.244035,0.0601274,82,w82_f1_c15
304205,9,20,1,12,1,15,NI,4,antimycina,0.0,176.828,0.24186,0.0582236,82,w82_f1_c15
304480,9,20,1,13,1,15,NI,4,antimycina,0.0,178.003,0.228386,0.0579799,82,w82_f1_c15
304756,9,20,1,14,1,15,NI,4,antimycina,0.0,183.493,0.258166,0.059898,82,w82_f1_c15
305032,9,20,1,15,1,15,NI,4,antimycina,0.0,177.431,0.231055,0.0575104,82,w82_f1_c15
305310,9,20,1,16,1,15,NI,4,antimycina,0.0,178.263,0.235279,0.0574789,82,w82_f1_c15
305584,9,20,1,17,1,15,NI,4,antimycina,0.0,179.94,0.229065,0.0566407,82,w82_f1_c15
303234,9,20,1,0,1,16,NI,4,antimycina,0.0,154.369,0.171204,0.455507,82,w82_f1_c16
303414,9,20,1,1,1,16,NI,4,antimycina,0.0,155.82,0.144494,0.407383,82,w82_f1_c16
305845,9,20,1,2,1,16,NI,4,antimycina,0.0,163.275,0.171335,0.325121,82,w82_f1_c16
306099,9,20,1,3,1,16,NI,4,antimycina,0.0,169.027,0.189622,0.254673,82,w82_f1_c16
306359,9,20,1,4,1,16,NI,4,antimycina,0.0,172.084,0.198874,0.194863,82,w82_f1_c16
306617,9,20,1,5,1,16,NI,4,antimycina,0.0,164.847,0.199496,0.181608,82,w82_f1_c16
306884,9,20,1,6,1,16,NI,4,antimycina,0.0,174.529,0.210288,0.136484,82,w82_f1_c16
307155,9,20,1,7,1,16,NI,4,antimycina,0.0,166.938,0.217045,0.135083,82,w82_f1_c16
307430,9,20,1,8,1,16,NI,4,antimycina,0.0,174.501,0.205422,0.108098,82,w82_f1_c16
307707,9,20,1,9,1,16,NI,4,antimycina,0.0,173.989,0.208454,0.108137,82,w82_f1_c16
303653,9,20,1,10,1,16,NI,4,antimycina,0.0,177.597,0.212189,0.0976948,82,w82_f1_c16
303929,9,20,1,11,1,16,NI,4,antimycina,0.0,180.938,0.215579,0.095311,82,w82_f1_c16
304206,9,20,1,12,1,16,NI,4,antimycina,0.0,181.402,0.22069,0.0928236,82,w82_f1_c16
304481,9,20,1,13,1,16,NI,4,antimycina,0.0,183.286,0.226126,0.0962624,82,w82_f1_c16
304757,9,20,1,14,1,16,NI,4,antimycina,0.0,191.795,0.238661,0.09494,82,w82_f1_c16
305033,9,20,1,15,1,16,NI,4,antimycina,0.0,195.507,0.23277,0.0943071,82,w82_f1_c16
305311,9,20,1,16,1,16,NI,4,antimycina,0.0,191.368,0.247995,0.0984485,82,w82_f1_c16
305585,9,20,1,17,1,16,NI,4,antimycina,0.0,197.636,0.256398,0.0989117,82,w82_f1_c16
303238,9,20,1,0,1,2,NI,4,antimycina,0.0,129.416,0.176108,0.115036,82,w82_f1_c2
303417,9,20,1,1,1,2,NI,4,antimycina,0.0,136.199,0.183509,0.178158,82,w82_f1_c2
305847,9,20,1,2,1,2,NI,4,antimycina,0.0,139.41,0.21292,0.143792,82,w82_f1_c2
306101,9,20,1,3,1,2,NI,4,antimycina,0.0,146.915,0.223305,0.131,82,w82_f1_c2
306361,9,20,1,4,1,2,NI,4,antimycina,0.0,151.506,0.217371,0.107631,82,w82_f1_c2
306618,9,20,1,5,1,2,NI,4,antimycina,0.0,153.907,0.20944,0.105908,82,w82_f1_c2
306885,9,20,1,6,1,2,NI,4,antimycina,0.0,158.185,0.195884,0.0937036,82,w82_f1_c2
307156,9,20,1,7,1,2,NI,4,antimycina,0.0,154.247,0.193119,0.0870129,82,w82_f1_c2
307431,9,20,1,8,1,2,NI,4,antimycina,0.0,157.982,0.216221,0.0773945,82,w82_f1_c2
307708,9,20,1,9,1,2,NI,4,antimycina,0.0,161.111,0.191392,0.0677364,82,w82_f1_c2
303654,9,20,1,10,1,2,NI,4,antimycina,0.0,168.081,0.216318,0.0627368,82,w82_f1_c2
303930,9,20,1,11,1,2,NI,4,antimycina,0.0,160.065,0.205302,0.0637459,82,w82_f1_c2
304207,9,20,1,12,1,2,NI,4,antimycina,0.0,164.696,0.229243,0.0625074,82,w82_f1_c2
304482,9,20,1,13,1,2,NI,4,antimycina,0.0,163.714,0.221516,0.0615482,82,w82_f1_c2
304758,9,20,1,14,1,2,NI,4,antimycina,0.0,167.605,0.233632,0.0611747,82,w82_f1_c2
305034,9,20,1,15,1,2,NI,4,antimycina,0.0,170.282,0.226885,0.0606925,82,w82_f1_c2
305312,9,20,1,16,1,2,NI,4,antimycina,0.0,176.669,0.227675,0.0547204,82,w82_f1_c2
305586,9,20,1,17,1,2,NI,4,antimycina,0.0,180.042,0.226797,0.0553944,82,w82_f1_c2
303240,9,20,1,0,1,21,NI,4,antimycina,0.0,154.345,0.350784,0.162524,82,w82_f1_c21
303419,9,20,1,1,1,21,NI,4,antimycina,0.0,191.094,0.382709,0.194633,82,w82_f1_c21
305848,9,20,1,2,1,21,NI,4,antimycina,0.0,221.755,0.433818,0.141892,82,w82_f1_c21
306102,9,20,1,3,1,21,NI,4,antimycina,0.0,231.964,0.434441,0.11573,82,w82_f1_c21
306362,9,20,1,4,1,21,NI,4,antimycina,0.0,239.405,0.414654,0.09528,82,w82_f1_c21
306619,9,20,1,5,1,21,NI,4,antimycina,0.0,223.682,0.400785,0.0840985,82,w82_f1_c21
306886,9,20,1,6,1,21,NI,4,antimycina,0.0,233.861,0.383815,0.0808302,82,w82_f1_c21
307157,9,20,1,7,1,21,NI,4,antimycina,0.0,229.132,0.371471,0.072882,82,w82_f1_c21
307432,9,20,1,8,1,21,NI,4,antimycina,0.0,228.951,0.373909,0.0760289,82,w82_f1_c21
307709,9,20,1,9,1,21,NI,4,antimycina,0.0,242.807,0.340999,0.0690745,82,w82_f1_c21
303655,9,20,1,10,1,21,NI,4,antimycina,0.0,265.722,0.379664,0.0757353,82,w82_f1_c21
303931,9,20,1,11,1,21,NI,4,antimycina,0.0,274.108,0.371574,0.0755982,82,w82_f1_c21
304208,9,20,1,12,1,21,NI,4,antimycina,0.0,266.259,0.420281,0.0799861,82,w82_f1_c21
304483,9,20,1,13,1,21,NI,4,antimycina,0.0,271.191,0.410191,0.0808199,82,w82_f1_c21
304759,9,20,1,14,1,21,NI,4,antimycina,0.0,294.995,0.457835,0.0854027,82,w82_f1_c21
305035,9,20,1,15,1,21,NI,4,antimycina,0.0,282.469,0.429916,0.0817844,82,w82_f1_c21
305313,9,20,1,16,1,21,NI,4,antimycina,0.0,280.766,0.49691,0.0850354,82,w82_f1_c21
305587,9,20,1,17,1,21,NI,4,antimycina,0.0,257.897,0.476318,0.0820183,82,w82_f1_c21
303420,9,20,1,1,1,22,NI,4,antimycina,0.0,126.602,0.181256,0.398588,82,w82_f1_c22
305849,9,20,1,2,1,22,NI,4,antimycina,0.0,140.691,0.223706,0.371246,82,w82_f1_c22
306103,9,20,1,3,1,22,NI,4,antimycina,0.0,145.458,0.238066,0.34911,82,w82_f1_c22
306363,9,20,1,4,1,22,NI,4,antimycina,0.0,150.748,0.261858,0.301184,82,w82_f1_c22
306620,9,20,1,5,1,22,NI,4,antimycina,0.0,155.249,0.229289,0.274085,82,w82_f1_c22
306887,9,20,1,6,1,22,NI,4,antimycina,0.0,157.09,0.236564,0.239435,82,w82_f1_c22
307158,9,20,1,7,1,22,NI,4,antimycina,0.0,151.967,0.229867,0.228645,82,w82_f1_c22
307433,9,20,1,8,1,22,NI,4,antimycina,0.0,161.823,0.227416,0.20633,82,w82_f1_c22
307710,9,20,1,9,1,22,NI,4,antimycina,0.0,160.199,0.227713,0.202708,82,w82_f1_c22
303656,9,20,1,10,1,22,NI,4,antimycina,0.0,161.493,0.239843,0.180948,82,w82_f1_c22
303932,9,20,1,11,1,22,NI,4,antimycina,0.0,159.981,0.229784,0.17015,82,w82_f1_c22
304209,9,20,1,12,1,22,NI,4,antimycina,0.0,158.159,0.2209,0.158689,82,w82_f1_c22
304484,9,20,1,13,1,22,NI,4,antimycina,0.0,160.231,0.210615,0.151742,82,w82_f1_c22
304760,9,20,1,14,1,22,NI,4,antimycina,0.0,161.577,0.239754,0.144466,82,w82_f1_c22
305036,9,20,1,15,1,22,NI,4,antimycina,0.0,175.931,0.245417,0.148612,82,w82_f1_c22
305314,9,20,1,16,1,22,NI,4,antimycina,0.0,161.006,0.208046,0.12112,82,w82_f1_c22
305588,9,20,1,17,1,22,NI,4,antimycina,0.0,171.372,0.212545,0.1181,82,w82_f1_c22
305852,9,20,1,2,1,25,NI,4,antimycina,0.0,151.81,0.184317,0.357848,82,w82_f1_c25
306106,9,20,1,3,1,25,NI,4,antimycina,0.0,154.69,0.197824,0.321978,82,w82_f1_c25
306364,9,20,1,4,1,25,NI,4,antimycina,0.0,156.435,0.176104,0.271103,82,w82_f1_c25
306621,9,20,1,5,1,25,NI,4,antimycina,0.0,155.616,0.172315,0.263663,82,w82_f1_c25
