,row,col,plane,t,field,n,bacteria,assay,treatment,legio_area,annexin,cell_ROX,TMRM,well_id,cell_lbl
265729,9,3,1,0,1,10,WT,3,antimycina,1.49247,186.752,0.278105,0.616442,73,w73_f1_c10
265944,9,3,1,1,1,10,WT,3,antimycina,1.54453,170.828,0.251473,0.540318,73,w73_f1_c10
268113,9,3,1,2,1,10,WT,3,antimycina,1.44908,189.638,0.30997,0.464833,73,w73_f1_c10
268359,9,3,1,3,1,10,WT,3,antimycina,1.34496,197.907,0.324731,0.32082,73,w73_f1_c10
268604,9,3,1,4,1,10,WT,3,antimycina,1.55321,201.804,0.317671,0.286365,73,w73_f1_c10
268850,9,3,1,5,1,10,WT,3,antimycina,1.50982,210.077,0.317971,0.213524,73,w73_f1_c10
269098,9,3,1,6,1,10,WT,3,antimycina,3.7225,243.314,0.371212,0.173876,73,w73_f1_c10
269343,9,3,1,7,1,10,WT,3,antimycina,4.42534,270.405,0.416698,0.137883,73,w73_f1_c10
269591,9,3,1,8,1,10,WT,3,antimycina,4.32122,286.998,0.408269,0.11038,73,w73_f1_c10
269839,9,3,1,9,1,10,WT,3,antimycina,3.00229,266.086,0.382742,0.116828,73,w73_f1_c10
266187,9,3,1,10,1,10,WT,3,antimycina,3.50557,311.791,0.411881,0.0861945,73,w73_f1_c10
266430,9,3,1,11,1,10,WT,3,antimycina,3.07171,320.468,0.400732,0.0834702,73,w73_f1_c10
266671,9,3,1,12,1,10,WT,3,antimycina,3.90472,333.696,0.429282,0.0774205,73,w73_f1_c10
266914,9,3,1,13,1,10,WT,3,antimycina,3.69646,350.764,0.442016,0.0772493,73,w73_f1_c10
267157,9,3,1,14,1,10,WT,3,antimycina,3.41012,362.277,0.457796,0.07419,73,w73_f1_c10
267398,9,3,1,15,1,10,WT,3,antimycina,3.82662,340.232,0.41268,0.0678601,73,w73_f1_c10
267637,9,3,1,16,1,10,WT,3,antimycina,4.15635,322.714,0.313091,0.0820916,73,w73_f1_c10
267877,9,3,1,17,1,10,WT,3,antimycina,4.39064,322.1,0.301154,0.0864627,73,w73_f1_c10
265730,9,3,1,0,1,11,WT,3,antimycina,0.48592,152.333,0.134977,0.769417,73,w73_f1_c11
265945,9,3,1,1,1,11,WT,3,antimycina,0.0,138.201,0.12654,0.759151,73,w73_f1_c11
268114,9,3,1,2,1,11,WT,3,antimycina,0.0,138.34,0.127013,0.717419,73,w73_f1_c11
268360,9,3,1,3,1,11,WT,3,antimycina,0.0,138.508,0.13613,0.657829,73,w73_f1_c11
268605,9,3,1,4,1,11,WT,3,antimycina,0.0,141.431,0.141247,0.652985,73,w73_f1_c11
268851,9,3,1,5,1,11,WT,3,antimycina,0.572692,137.268,0.154625,0.546945,73,w73_f1_c11
269099,9,3,1,6,1,11,WT,3,antimycina,3.18451,143.617,0.192179,0.564765,73,w73_f1_c11
269344,9,3,1,7,1,11,WT,3,antimycina,2.36886,148.897,0.20334,0.518499,73,w73_f1_c11
269592,9,3,1,8,1,11,WT,3,antimycina,2.63785,154.579,0.245556,0.451299,73,w73_f1_c11
269840,9,3,1,9,1,11,WT,3,antimycina,2.69859,154.85,0.278781,0.4473,73,w73_f1_c11
266188,9,3,1,10,1,11,WT,3,antimycina,1.24083,196.091,0.215765,0.435042,73,w73_f1_c11
266431,9,3,1,11,1,11,WT,3,antimycina,1.59659,185.292,0.212362,0.479748,73,w73_f1_c11
266672,9,3,1,12,1,11,WT,3,antimycina,0.0,135.475,0.111818,0.346229,73,w73_f1_c11
266915,9,3,1,13,1,11,WT,3,antimycina,0.0,140.573,0.100375,0.369181,73,w73_f1_c11
267158,9,3,1,14,1,11,WT,3,antimycina,0.0,142.958,0.103768,0.364867,73,w73_f1_c11
267399,9,3,1,15,1,11,WT,3,antimycina,0.0,141.91,0.107236,0.405851,73,w73_f1_c11
267638,9,3,1,16,1,11,WT,3,antimycina,0.0,141.123,0.10429,0.502295,73,w73_f1_c11
267878,9,3,1,17,1,11,WT,3,antimycina,0.0,143.299,0.117891,0.468029,73,w73_f1_c11
265731,9,3,1,0,1,12,WT,3,antimycina,0.0,210.989,0.325317,0.974379,73,w73_f1_c12
265946,9,3,1,1,1,12,WT,3,antimycina,0.0,194.457,0.301265,0.937851,73,w73_f1_c12
268115,9,3,1,2,1,12,WT,3,antimycina,0.0,183.745,0.30374,0.953293,73,w73_f1_c12
268361,9,3,1,3,1,12,WT,3,antimycina,0.0,179.136,0.286776,0.917782,73,w73_f1_c12
268606,9,3,1,4,1,12,WT,3,antimycina,0.0,188.627,0.271926,0.913984,73,w73_f1_c12
268852,9,3,1,5,1,12,WT,3,antimycina,0.0,197.482,0.219735,0.834353,73,w73_f1_c12
269100,9,3,1,6,1,12,WT,3,antimycina,0.0,202.603,0.217262,0.994297,73,w73_f1_c12
269345,9,3,1,7,1,12,WT,3,antimycina,0.0,145.403,0.167931,1.10437,73,w73_f1_c12
269593,9,3,1,8,1,12,WT,3,antimycina,0.0,146.303,0.167266,0.716189,73,w73_f1_c12
269841,9,3,1,9,1,12,WT,3,antimycina,0.0,141.403,0.165803,0.765286,73,w73_f1_c12
266189,9,3,1,10,1,12,WT,3,antimycina,0.0,149.362,0.168366,0.621213,73,w73_f1_c12
