,row,col,plane,t,field,n,bacteria,assay,treatment,legio_area,annexin,cell_ROX,TMRM,well_id,cell_lbl
284010,9,11,1,0,1,1,dotA,3,antimycina,0.0,173.16,0.307922,0.178682,77,w77_f1_c1
284181,9,11,1,1,1,1,dotA,3,antimycina,2.16929,161.721,0.26545,0.138812,77,w77_f1_c1
286427,9,11,1,2,1,1,dotA,3,antimycina,1.37967,192.37,0.347724,0.0839479,77,w77_f1_c1
286657,9,11,1,3,1,1,dotA,3,antimycina,0.0,219.344,0.400204,0.064822,77,w77_f1_c1
286890,9,11,1,4,1,1,dotA,3,antimycina,1.92633,227.409,0.396336,0.057583,77,w77_f1_c1
287126,9,11,1,5,1,1,dotA,3,antimycina,0.0,241.873,0.404899,0.0569718,77,w77_f1_c1
287366,9,11,1,6,1,1,dotA,3,antimycina,0.0,227.887,0.351905,0.0533445,77,w77_f1_c1
287612,9,11,1,7,1,1,dotA,3,antimycina,0.0,232.308,0.371585,0.0545593,77,w77_f1_c1
287860,9,11,1,8,1,1,dotA,3,antimycina,0.0,223.997,0.372693,0.0527523,77,w77_f1_c1
288110,9,11,1,9,1,1,dotA,3,antimycina,1.63998,222.785,0.355741,0.0522443,77,w77_f1_c1
284403,9,11,1,10,1,1,dotA,3,antimycina,1.98707,230.056,0.312937,0.0505663,77,w77_f1_c1
284656,9,11,1,11,1,1,dotA,3,antimycina,1.92633,217.118,0.306883,0.051761,77,w77_f1_c1
284910,9,11,1,12,1,1,dotA,3,antimycina,0.0,211.984,0.303485,0.0515025,77,w77_f1_c1
285165,9,11,1,13,1,1,dotA,3,antimycina,2.45563,193.485,0.289329,0.0506044,77,w77_f1_c1
285419,9,11,1,14,1,1,dotA,3,antimycina,0.0,206.063,0.310951,0.0520356,77,w77_f1_c1
285674,9,11,1,15,1,1,dotA,3,antimycina,0.0,204.904,0.307406,0.0512648,77,w77_f1_c1
285929,9,11,1,16,1,1,dotA,3,antimycina,0.0,199.518,0.291719,0.04938,77,w77_f1_c1
286186,9,11,1,17,1,1,dotA,3,antimycina,0.0,207.824,0.306169,0.0519245,77,w77_f1_c1
284011,9,11,1,0,1,10,dotA,3,antimycina,0.0,165.83,0.265886,0.87851,77,w77_f1_c10
284182,9,11,1,1,1,10,dotA,3,antimycina,0.0,144.696,0.206066,0.953484,77,w77_f1_c10
286428,9,11,1,2,1,10,dotA,3,antimycina,1.71807,140.869,0.188818,0.907704,77,w77_f1_c10
286658,9,11,1,3,1,10,dotA,3,antimycina,0.0,147.171,0.207623,0.845779,77,w77_f1_c10
286891,9,11,1,4,1,10,dotA,3,antimycina,2.16929,150.473,0.220838,0.800886,77,w77_f1_c10
287127,9,11,1,5,1,10,dotA,3,antimycina,2.18664,153.314,0.218846,0.761285,77,w77_f1_c10
287367,9,11,1,6,1,10,dotA,3,antimycina,1.18009,157.328,0.262042,0.73373,77,w77_f1_c10
287613,9,11,1,7,1,10,dotA,3,antimycina,0.0,164.127,0.277808,0.681112,77,w77_f1_c10
287861,9,11,1,8,1,10,dotA,3,antimycina,0.893746,167.084,0.263925,0.642114,77,w77_f1_c10
288111,9,11,1,9,1,10,dotA,3,antimycina,1.25819,174.291,0.304341,0.555664,77,w77_f1_c10
284404,9,11,1,10,1,10,dotA,3,antimycina,1.89162,183.183,0.286131,0.551805,77,w77_f1_c10
284657,9,11,1,11,1,10,dotA,3,antimycina,1.96971,183.323,0.330035,0.511668,77,w77_f1_c10
284911,9,11,1,12,1,10,dotA,3,antimycina,1.71807,179.936,0.330995,0.451553,77,w77_f1_c10
