,row,col,plane,t,field,n,x,y,bbox,pos_x_um,pos_y_um,compound,bacteria,intensity_whole_cell_egfp_mean,number_of_spots-_per_cell_,bacterial__area_[um²]-_sum_per_cell_,infected_cells,non_infected_cells,well_id,cell_lbl,growth
118241,5,7,1,0,1,1,678,30,_631_1_722_62_,-704.5,799.08,N_V_KCl,Lpp_WT_mCherry,220.084,3,4.28581,1,0,19,w19_f1_c1,0
118464,5,7,1,1,1,1,927,20,_901_1_981_52_,-665.87,799.7,N_V_KCl,Lpp_WT_mCherry,139.866,1,0.422248,1,0,19,w19_f1_c1,0
121194,5,7,1,2,1,1,941,16,_909_1_976_44_,-665.5,800.18,N_V_KCl,Lpp_WT_mCherry,137.875,0,0.0,0,1,19,w19_f1_c1,0
121473,5,7,1,3,1,1,950,17,_907_1_984_45_,-665.21,800.09,N_V_KCl,Lpp_WT_mCherry,132.661,0,0.0,0,1,19,w19_f1_c1,0
121753,5,7,1,4,1,1,945,19,_904_1_972_41_,-666.12,800.23,N_V_KCl,Lpp_WT_mCherry,129.554,0,0.0,0,1,19,w19_f1_c1,0
122029,5,7,1,5,1,1,938,22,_902_1_1045_69_,-661.51,798.21,N_V_KCl,Lpp_WT_mCherry,129.373,1,0.696709,1,0,19,w19_f1_c1,0
122308,5,7,1,6,1,1,954,19,_893_1_1030_59_,-662.88,798.94,N_V_KCl,Lpp_WT_mCherry,125.98,0,0.0,0,1,19,w19_f1_c1,0
122587,5,7,1,7,1,1,991,68,_909_1_1050_122_,-659.72,794.58,N_V_KCl,Lpp_WT_mCherry,131.503,1,0.992282,1,0,19,w19_f1_c1,0
122864,5,7,1,8,1,1,941,18,_907_1_986_54_,-665.55,799.68,N_V_KCl,Lpp_WT_mCherry,127.253,0,0.0,0,1,19,w19_f1_c1,0
123143,5,7,1,9,1,1,936,23,_872_1_996_56_,-666.91,798.95,N_V_KCl,Lpp_WT_mCherry,126.2,0,0.0,0,1,19,w19_f1_c1,0
118738,5,7,1,10,1,1,944,16,_905_1_975_35_,-665.7,800.75,N_V_KCl,Lpp_WT_mCherry,125.651,0,0.0,0,1,19,w19_f1_c1,0
119014,5,7,1,11,1,1,938,20,_893_1_999_47_,-665.46,799.53,N_V_KCl,Lpp_WT_mCherry,124.964,0,0.0,0,1,19,w19_f1_c1,0
119288,5,7,1,12,1,1,254,41,_211_1_313_111_,-764.79,795.55,N_V_KCl,Lpp_WT_mCherry,122.94,0,0.0,0,1,19,w19_f1_c1,0
119561,5,7,1,13,1,1,956,18,_896_1_988_53_,-666.08,799.52,N_V_KCl,Lpp_WT_mCherry,126.048,0,0.0,0,1,19,w19_f1_c1,0
119837,5,7,1,14,1,1,248,27,_212_1_284_63_,-767.07,798.61,N_V_KCl,Lpp_WT_mCherry,126.767,2,1.16118,1,0,19,w19_f1_c1,0
120111,5,7,1,15,1,1,234,26,_205_1_274_60_,-768.02,798.96,N_V_KCl,Lpp_WT_mCherry,127.187,0,0.0,0,1,19,w19_f1_c1,0
120387,5,7,1,16,1,1,232,28,_201_1_275_71_,-767.92,798.33,N_V_KCl,Lpp_WT_mCherry,126.441,2,1.62565,1,0,19,w19_f1_c1,0
120657,5,7,1,17,1,1,912,20,_851_1_963_52_,-670.38,799.15,N_V_KCl,Lpp_WT_mCherry,124.629,1,1.07673,1,0,19,w19_f1_c1,0
120928,5,7,1,18,1,1,926,19,_883_1_977_51_,-667.74,800.15,N_V_KCl,Lpp_WT_mCherry,123.702,1,1.11896,1,0,19,w19_f1_c1,0
118242,5,7,1,0,1,10,1114,298,_1019_261_1223_337_,-639.61,758.69,N_V_KCl,Lpp_WT_mCherry,399.922,2,3.90579,1,0,19,w19_f1_c10,0
118465,5,7,1,1,1,10,984,226,_938_187_1058_277_,-657.63,768.97,N_V_KCl,Lpp_WT_mCherry,256.591,1,0.97117,1,0,19,w19_f1_c10,0
121195,5,7,1,2,1,10,999,228,_937_188_1057_277_,-657.94,768.86,N_V_KCl,Lpp_WT_mCherry,211.963,0,0.0,0,1,19,w19_f1_c10,0
121474,5,7,1,3,1,10,212,281,_162_232_289_351_,-771.1,760.04,N_V_KCl,Lpp_WT_mCherry,143.431,1,0.633372,1,0,19,w19_f1_c10,0
121754,5,7,1,4,1,10,998,225,_936_185_1055_277_,-658.15,769.13,N_V_KCl,Lpp_WT_mCherry,167.353,0,0.0,0,1,19,w19_f1_c10,0
122030,5,7,1,5,1,10,213,299,_164_220_261_351_,-771.62,760.38,N_V_KCl,Lpp_WT_mCherry,140.222,1,0.52781,1,0,19,w19_f1_c10,0
122309,5,7,1,6,1,10,213,281,_167_236_261_348_,-771.31,760.61,N_V_KCl,Lpp_WT_mCherry,143.046,0,0.0,0,1,19,w19_f1_c10,0
122588,5,7,1,7,1,10,219,279,_170_227_296_350_,-770.2,760.45,N_V_KCl,Lpp_WT_mCherry,137.267,1,0.401135,1,0,19,w19_f1_c10,0
122865,5,7,1,8,1,10,217,278,_164_227_296_351_,-770.16,760.19,N_V_KCl,Lpp_WT_mCherry,135.414,1,0.105562,1,0,19,w19_f1_c10,0
123144,5,7,1,9,1,10,222,294,_163_221_292_352_,-770.66,760.7,N_V_KCl,Lpp_WT_mCherry,136.589,1,0.802271,1,0,19,w19_f1_c10,0
118739,5,7,1,10,1,10,215,273,_164_224_264_347_,-771.58,761.41,N_V_KCl,Lpp_WT_mCherry,136.623,1,0.422248,1,0,19,w19_f1_c10,0
119015,5,7,1,11,1,10,216,286,_166_223_287_345_,-770.91,760.94,N_V_KCl,Lpp_WT_mCherry,137.691,1,0.548922,1,0,19,w19_f1_c10,0
119289,5,7,1,12,1,10,1553,262,_1513_234_1591_312_,-577.16,763.84,N_V_KCl,Lpp_WT_mCherry,164.87,0,0.0,0,1,19,w19_f1_c10,0
119562,5,7,1,13,1,10,205,287,_156_216_257_341_,-772.41,761.36,N_V_KCl,Lpp_WT_mCherry,135.952,0,0.0,0,1,19,w19_f1_c10,0
119838,5,7,1,14,1,10,206,293,_153_217_277_345_,-772.06,760.93,N_V_KCl,Lpp_WT_mCherry,134.104,1,1.39342,1,0,19,w19_f1_c10,0
120112,5,7,1,15,1,10,1549,265,_1504_236_1591_317_,-577.63,763.71,N_V_KCl,Lpp_WT_mCherry,161.615,0,0.0,0,1,19,w19_f1_c10,0
120388,5,7,1,16,1,10,976,216,_910_177_1029_264_,-661.01,770.38,N_V_KCl,Lpp_WT_mCherry,153.252,0,0.0,0,1,19,w19_f1_c10,0
120658,5,7,1,17,1,10,199,278,_150_221_250_347_,-773.79,760.9,N_V_KCl,Lpp_WT_mCherry,133.342,1,0.190011,1,0,19,w19_f1_c10,0
120929,5,7,1,18,1,10,983,220,_928_181_1043_269_,-659.83,769.92,N_V_KCl,Lpp_WT_mCherry,156.302,0,0.0,0,1,19,w19_f1_c10,0
118243,5,7,1,0,1,11,324,353,_275_304_370_422_,-755.5,749.57,N_V_KCl,Lpp_WT_mCherry,276.446,1,1.09784,1,0,19,w19_f1_c11,0
118466,5,7,1,1,1,11,215,284,_168_234_261_350_,-771.2,760.11,N_V_KCl,Lpp_WT_mCherry,169.655,1,0.781158,1,0,19,w19_f1_c11,0
121196,5,7,1,2,1,11,216,278,_165_234_261_351_,-771.51,760.26,N_V_KCl,Lpp_WT_mCherry,147.155,1,0.316686,1,0,19,w19_f1_c11,0
121475,5,7,1,3,1,11,1565,276,_1522_248_1607_328_,-575.18,762.01,N_V_KCl,Lpp_WT_mCherry,171.559,0,0.0,0,1,19,w19_f1_c11,0
121755,5,7,1,4,1,11,213,286,_165_229_262_351_,-771.61,760.17,N_V_KCl,Lpp_WT_mCherry,141.467,0,0.0,0,1,19,w19_f1_c11,0
122031,5,7,1,5,1,11,1564,276,_1523_248_1599_323_,-575.72,761.88,N_V_KCl,Lpp_WT_mCherry,167.966,0,0.0,0,1,19,w19_f1_c11,0
122310,5,7,1,6,1,11,1816,363,_1777_314_1855_403_,-538.91,750.27,N_V_KCl,Lpp_WT_mCherry,154.753,0,0.0,0,1,19,w19_f1_c11,0
122589,5,7,1,7,1,11,1571,275,_1528_246_1606_324_,-574.92,762.24,N_V_KCl,Lpp_WT_mCherry,169.596,0,0.0,0,1,19,w19_f1_c11,0
122866,5,7,1,8,1,11,1568,274,_1521_245_1610_327_,-574.97,762.39,N_V_KCl,Lpp_WT_mCherry,167.495,0,0.0,0,1,19,w19_f1_c11,0
123145,5,7,1,9,1,11,1567,273,_1522_245_1608_322_,-575.13,762.54,N_V_KCl,Lpp_WT_mCherry,165.193,0,0.0,0,1,19,w19_f1_c11,0
118740,5,7,1,10,1,11,1564,268,_1520_240_1606_323_,-575.52,763.14,N_V_KCl,Lpp_WT_mCherry,163.392,0,0.0,0,1,19,w19_f1_c11,0
119016,5,7,1,11,1,11,1565,270,_1521_241_1604_320_,-575.62,762.81,N_V_KCl,Lpp_WT_mCherry,161.532,0,0.0,0,1,19,w19_f1_c11,0
119290,5,7,1,12,1,11,1805,344,_1764_304_1844_391_,-540.61,752.05,N_V_KCl,Lpp_WT_mCherry,162.381,0,0.0,0,1,19,w19_f1_c11,0
119563,5,7,1,13,1,11,1560,271,_1512_239_1600_321_,-576.32,763.1,N_V_KCl,Lpp_WT_mCherry,163.353,0,0.0,0,1,19,w19_f1_c11,0
119839,5,7,1,14,1,11,1554,267,_1509_234_1596_322_,-576.79,763.23,N_V_KCl,Lpp_WT_mCherry,162.745,0,0.0,0,1,19,w19_f1_c11,0
120113,5,7,1,15,1,11,1800,346,_1760_307_1838_392_,-541.33,751.81,N_V_KCl,Lpp_WT_mCherry,160.617,0,0.0,0,1,19,w19_f1_c11,0
120389,5,7,1,16,1,11,192,289,_145_225_268_344_,-773.44,760.52,N_V_KCl,Lpp_WT_mCherry,134.748,1,1.18229,1,0,19,w19_f1_c11,0
120659,5,7,1,17,1,11,1550,272,_1503_242_1586_325_,-577.94,762.59,N_V_KCl,Lpp_WT_mCherry,161.067,0,0.0,0,1,19,w19_f1_c11,0
120930,5,7,1,18,1,11,202,279,_154_225_277_348_,-772.36,760.83,N_V_KCl,Lpp_WT_mCherry,136.786,2,1.64677,1,0,19,w19_f1_c11,0
118244,5,7,1,0,1,12,1924,434,_1886_391_1966_478_,-522.92,739.46,N_V_KCl,Lpp_WT_mCherry,232.782,1,5.59478,1,0,19,w19_f1_c12,0
118467,5,7,1,1,1,12,1137,387,_1100_350_1174_424_,-637.3,746.4,N_V_KCl,Lpp_WT_mCherry,207.423,0,0.0,0,1,19,w19_f1_c12,0
121197,5,7,1,2,1,12,1566,277,_1524_249_1610_327_,-575.08,762.09,N_V_KCl,Lpp_WT_mCherry,174.461,1,0.950057,1,0,19,w19_f1_c12,0
121476,5,7,1,3,1,12,1814,363,_1775_318_1854_404_,-539.05,750.12,N_V_KCl,Lpp_WT_mCherry,173.006,2,0.380023,1,0,19,w19_f1_c12,0
121756,5,7,1,4,1,12,1566,277,_1522_248_1600_320_,-575.66,761.94,N_V_KCl,Lpp_WT_mCherry,170.985,0,0.0,0,1,19,w19_f1_c12,0
122032,5,7,1,5,1,12,1814,364,_1774_319_1853_403_,-539.23,750.1,N_V_KCl,Lpp_WT_mCherry,166.058,0,0.0,0,1,19,w19_f1_c12,0
122311,5,7,1,6,1,12,1136,384,_1095_345_1173_419_,-637.56,746.91,N_V_KCl,Lpp_WT_mCherry,181.397,0,0.0,0,1,19,w19_f1_c12,0
122590,5,7,1,7,1,12,1819,354,_1780_316_1859_400_,-538.45,750.48,N_V_KCl,Lpp_WT_mCherry,168.78,0,0.0,0,1,19,w19_f1_c12,0
122867,5,7,1,8,1,12,1817,355,_1778_315_1857_401_,-538.84,750.53,N_V_KCl,Lpp_WT_mCherry,169.202,0,0.0,0,1,19,w19_f1_c12,0
123146,5,7,1,9,1,12,1813,353,_1775_313_1856_402_,-539.01,750.68,N_V_KCl,Lpp_WT_mCherry,165.488,0,0.0,0,1,19,w19_f1_c12,0
118741,5,7,1,10,1,12,1813,349,_1774_311_1855_395_,-539.29,751.26,N_V_KCl,Lpp_WT_mCherry,163.523,0,0.0,0,1,19,w19_f1_c12,0
119017,5,7,1,11,1,12,1815,355,_1776_312_1856_399_,-539.05,750.91,N_V_KCl,Lpp_WT_mCherry,159.441,0,0.0,0,1,19,w19_f1_c12,0
119291,5,7,1,12,1,12,1128,371,_1088_331_1169_410_,-638.81,748.69,N_V_KCl,Lpp_WT_mCherry,177.115,0,0.0,0,1,19,w19_f1_c12,0
119564,5,7,1,13,1,12,1808,350,_1768_312_1848_395_,-540.09,751.15,N_V_KCl,Lpp_WT_mCherry,163.812,0,0.0,0,1,19,w19_f1_c12,0
119840,5,7,1,14,1,12,1805,354,_1766_310_1845_396_,-540.53,751.42,N_V_KCl,Lpp_WT_mCherry,163.584,0,0.0,0,1,19,w19_f1_c12,0
120114,5,7,1,15,1,12,957,362,_929_328_1006_392_,-662.41,749.58,N_V_KCl,Lpp_WT_mCherry,153.232,0,0.0,0,1,19,w19_f1_c12,0
120390,5,7,1,16,1,12,1795,356,_1756_309_1836_396_,-541.83,751.19,N_V_KCl,Lpp_WT_mCherry,160.351,0,0.0,0,1,19,w19_f1_c12,0
120660,5,7,1,17,1,12,1798,358,_1759_313_1840_399_,-541.36,750.86,N_V_KCl,Lpp_WT_mCherry,159.847,0,0.0,0,1,19,w19_f1_c12,0
120931,5,7,1,18,1,12,1803,356,_1764_314_1841_400_,-540.84,750.77,N_V_KCl,Lpp_WT_mCherry,154.495,0,0.0,0,1,19,w19_f1_c12,0
118245,5,7,1,0,1,13,1249,457,_1211_422_1289_494_,-621.3,736.18,N_V_KCl,Lpp_WT_mCherry,270.59,0,0.0,0,1,19,w19_f1_c13,0
118468,5,7,1,1,1,13,974,383,_947_358_1022_417_,-659.91,746.67,N_V_KCl,Lpp_WT_mCherry,182.025,1,1.20341,1,0,19,w19_f1_c13,0
121198,5,7,1,2,1,13,1815,363,_1777_319_1854_405_,-538.96,750.04,N_V_KCl,Lpp_WT_mCherry,177.241,0,0.0,0,1,19,w19_f1_c13,0
121477,5,7,1,3,1,13,968,378,_943_351_1021_409_,-660.1,747.51,N_V_KCl,Lpp_WT_mCherry,159.981,1,0.675596,1,0,19,w19_f1_c13,0
121757,5,7,1,4,1,13,1814,360,_1775_319_1853_404_,-539.16,750.06,N_V_KCl,Lpp_WT_mCherry,169.726,0,0.0,0,1,19,w19_f1_c13,0
122033,5,7,1,5,1,13,973,376,_923_328_1036_409_,-660.45,747.97,N_V_KCl,Lpp_WT_mCherry,150.777,1,0.612259,1,0,19,w19_f1_c13,0
122312,5,7,1,6,1,13,973,377,_945_349_1021_400_,-660.19,747.66,N_V_KCl,Lpp_WT_mCherry,157.382,0,0.0,0,1,19,w19_f1_c13,0
122591,5,7,1,7,1,13,1142,383,_1102_343_1183_422_,-636.71,747.11,N_V_KCl,Lpp_WT_mCherry,181.624,0,0.0,0,1,19,w19_f1_c13,0
122868,5,7,1,8,1,13,971,372,_920_334_1048_401_,-659.5,748.46,N_V_KCl,Lpp_WT_mCherry,148.89,0,0.0,0,1,19,w19_f1_c13,0
123147,5,7,1,9,1,13,974,370,_944_342_1052_424_,-658.14,746.66,N_V_KCl,Lpp_WT_mCherry,153.867,1,0.506697,1,0,19,w19_f1_c13,0
118742,5,7,1,10,1,13,967,369,_928_336_1020_396_,-661.44,748.97,N_V_KCl,Lpp_WT_mCherry,153.067,0,0.0,0,1,19,w19_f1_c13,0
119018,5,7,1,11,1,13,1137,378,_1095_337_1179_417_,-637.44,747.6,N_V_KCl,Lpp_WT_mCherry,178.832,0,0.0,0,1,19,w19_f1_c13,0
119292,5,7,1,12,1,13,962,363,_932_338_1008_398_,-661.59,749.17,N_V_KCl,Lpp_WT_mCherry,158.355,0,0.0,0,1,19,w19_f1_c13,0
119565,5,7,1,13,1,13,965,366,_936_339_1045_416_,-659.52,747.95,N_V_KCl,Lpp_WT_mCherry,152.147,0,0.0,0,1,19,w19_f1_c13,0
119841,5,7,1,14,1,13,966,363,_916_312_1035_402_,-661.88,750.31,N_V_KCl,Lpp_WT_mCherry,144.08,1,1.24563,1,0,19,w19_f1_c13,0
120115,5,7,1,15,1,13,1122,372,_1084_331_1163_411_,-639.55,748.45,N_V_KCl,Lpp_WT_mCherry,177.026,0,0.0,0,1,19,w19_f1_c13,0
120391,5,7,1,16,1,13,956,364,_923_339_1020_403_,-661.4,749.01,N_V_KCl,Lpp_WT_mCherry,148.716,0,0.0,0,1,19,w19_f1_c13,0
120661,5,7,1,17,1,13,1121,379,_1083_340_1162_417_,-639.76,747.47,N_V_KCl,Lpp_WT_mCherry,174.288,0,0.0,0,1,19,w19_f1_c13,0
120932,5,7,1,18,1,13,957,371,_920_338_1049_437_,-660.35,747.61,N_V_KCl,Lpp_WT_mCherry,143.516,1,0.506697,1,0,19,w19_f1_c13,0
118246,5,7,1,0,1,14,1082,453,_1060_431_1124_483_,-644.84,736.68,N_V_KCl,Lpp_WT_mCherry,256.46,1,1.20341,1,0,19,w19_f1_c14,0
118469,5,7,1,1,1,14,988,425,_953_392_1018_455_,-659.33,740.86,N_V_KCl,Lpp_WT_mCherry,176.143,1,1.35119,1,0,19,w19_f1_c14,0
121199,5,7,1,2,1,14,1140,384,_1100_344_1182_423_,-637.13,746.75,N_V_KCl,Lpp_WT_mCherry,188.674,0,0.0,0,1,19,w19_f1_c14,0
121478,5,7,1,3,1,14,1137,384,_1096_345_1181_422_,-637.36,746.78,N_V_KCl,Lpp_WT_mCherry,187.008,0,0.0,0,1,19,w19_f1_c14,0
121758,5,7,1,4,1,14,985,367,_922_328_1047_411_,-659.87,748.62,N_V_KCl,Lpp_WT_mCherry,147.267,1,0.675596,1,0,19,w19_f1_c14,0
122034,5,7,1,5,1,14,1134,385,_1098_343_1178_423_,-637.6,746.76,N_V_KCl,Lpp_WT_mCherry,183.696,0,0.0,0,1,19,w19_f1_c14,0
122313,5,7,1,6,1,14,978,415,_949_393_1017_450_,-659.81,741.77,N_V_KCl,Lpp_WT_mCherry,155.844,1,1.20341,1,0,19,w19_f1_c14,0
122592,5,7,1,7,1,14,978,373,_943_347_1028_410_,-659.53,747.41,N_V_KCl,Lpp_WT_mCherry,160.288,0,0.0,0,1,19,w19_f1_c14,0
122869,5,7,1,8,1,14,1141,380,_1100_341_1182_420_,-636.98,747.25,N_V_KCl,Lpp_WT_mCherry,180.346,0,0.0,0,1,19,w19_f1_c14,0
123148,5,7,1,9,1,14,1137,381,_1100_339_1180_420_,-637.22,747.36,N_V_KCl,Lpp_WT_mCherry,180.057,0,0.0,0,1,19,w19_f1_c14,0
118743,5,7,1,10,1,14,1136,375,_1094_334_1180_414_,-637.47,747.96,N_V_KCl,Lpp_WT_mCherry,178.783,0,0.0,0,1,19,w19_f1_c14,0
119019,5,7,1,11,1,14,968,369,_938_339_1026_402_,-660.79,748.34,N_V_KCl,Lpp_WT_mCherry,151.86,0,0.0,0,1,19,w19_f1_c14,0
119293,5,7,1,12,1,14,972,420,_927_383_1039_487_,-660.62,740.96,N_V_KCl,Lpp_WT_mCherry,141.69,4,3.35687,1,0,19,w19_f1_c14,0
119566,5,7,1,13,1,14,1129,378,_1086_340_1172_417_,-638.3,747.81,N_V_KCl,Lpp_WT_mCherry,177.022,0,0.0,0,1,19,w19_f1_c14,0
119842,5,7,1,14,1,14,1128,375,_1089_334_1170_414_,-638.73,748.08,N_V_KCl,Lpp_WT_mCherry,177.405,0,0.0,0,1,19,w19_f1_c14,0
120116,5,7,1,15,1,14,970,415,_930_381_1039_451_,-660.79,742.66,N_V_KCl,Lpp_WT_mCherry,147.155,1,1.26674,1,0,19,w19_f1_c14,0
120392,5,7,1,16,1,14,1117,378,_1077_340_1161_415_,-640.29,747.81,N_V_KCl,Lpp_WT_mCherry,176.291,0,0.0,0,1,19,w19_f1_c14,0
120662,5,7,1,17,1,14,969,366,_924_336_1047_416_,-660.05,748.25,N_V_KCl,Lpp_WT_mCherry,145.034,1,0.760046,1,0,19,w19_f1_c14,0
120933,5,7,1,18,1,14,1125,380,_1087_341_1167_417_,-639.35,747.47,N_V_KCl,Lpp_WT_mCherry,177.397,0,0.0,0,1,19,w19_f1_c14,0
118247,5,7,1,0,1,15,1088,505,_1061_459_1129_525_,-643.35,731.18,N_V_KCl,Lpp_WT_mCherry,262.779,1,1.30897,1,0,19,w19_f1_c15,0
118470,5,7,1,1,1,15,593,459,_547_411_634_511_,-716.41,735.84,N_V_KCl,Lpp_WT_mCherry,221.281,2,3.27242,1,0,19,w19_f1_c15,0
121200,5,7,1,2,1,15,975,378,_945_351_1018_411_,-660.1,747.12,N_V_KCl,Lpp_WT_mCherry,166.648,1,1.11896,1,0,19,w19_f1_c15,0
121479,5,7,1,3,1,15,989,422,_943_390_1030_485_,-659.75,740.11,N_V_KCl,Lpp_WT_mCherry,154.087,2,2.23791,1,0,19,w19_f1_c15,0
121759,5,7,1,4,1,15,1138,383,_1096_344_1179_422_,-637.43,746.74,N_V_KCl,Lpp_WT_mCherry,184.958,0,0.0,0,1,19,w19_f1_c15,0
122035,5,7,1,5,1,15,981,424,_926_391_1028_465_,-660.49,740.51,N_V_KCl,Lpp_WT_mCherry,151.078,1,1.33008,1,0,19,w19_f1_c15,0
122314,5,7,1,6,1,15,592,455,_547_410_627_508_,-716.75,736.36,N_V_KCl,Lpp_WT_mCherry,160.367,2,1.94234,1,0,19,w19_f1_c15,0
122593,5,7,1,7,1,15,980,422,_944_395_1046_454_,-658.44,741.11,N_V_KCl,Lpp_WT_mCherry,149.721,1,1.33008,1,0,19,w19_f1_c15,0
122870,5,7,1,8,1,15,984,420,_948_389_1045_454_,-658.85,741.53,N_V_KCl,Lpp_WT_mCherry,152.532,1,1.39342,1,0,19,w19_f1_c15,0
123149,5,7,1,9,1,15,977,418,_933_393_1008_467_,-660.96,740.35,N_V_KCl,Lpp_WT_mCherry,149.981,1,1.22452,1,0,19,w19_f1_c15,0
118744,5,7,1,10,1,15,975,412,_945_388_1018_444_,-660.31,742.43,N_V_KCl,Lpp_WT_mCherry,155.858,1,1.22452,1,0,19,w19_f1_c15,0
119020,5,7,1,11,1,15,976,416,_941_385_1015_451_,-660.6,741.97,N_V_KCl,Lpp_WT_mCherry,153.46,1,1.22452,1,0,19,w19_f1_c15,0
119294,5,7,1,12,1,15,578,449,_537_396_617_490_,-718.54,738.27,N_V_KCl,Lpp_WT_mCherry,150.159,1,0.0422248,1,0,19,w19_f1_c15,0
119567,5,7,1,13,1,15,971,418,_909_390_1032_454_,-661.01,741.58,N_V_KCl,Lpp_WT_mCherry,147.382,1,1.33008,1,0,19,w19_f1_c15,0
119843,5,7,1,14,1,15,983,416,_940_385_1048_449_,-659.31,742.45,N_V_KCl,Lpp_WT_mCherry,148.19,2,1.77344,1,0,19,w19_f1_c15,0
120117,5,7,1,15,1,15,573,441,_524_396_609_491_,-719.48,738.05,N_V_KCl,Lpp_WT_mCherry,149.761,0,0.0,0,1,19,w19_f1_c15,0
120393,5,7,1,16,1,15,965,417,_916_385_1032_466_,-661.25,741.95,N_V_KCl,Lpp_WT_mCherry,145.863,2,1.90011,1,0,19,w19_f1_c15,0
120663,5,7,1,17,1,15,964,422,_929_390_1000_460_,-662.31,741.66,N_V_KCl,Lpp_WT_mCherry,150.881,1,1.24563,1,0,19,w19_f1_c15,0
120934,5,7,1,18,1,15,967,416,_937_389_1003_449_,-661.78,742.21,N_V_KCl,Lpp_WT_mCherry,155.536,1,1.30897,1,0,19,w19_f1_c15,0
118248,5,7,1,0,1,16,700,540,_674_495_742_675_,-699.61,719.65,N_V_KCl,Lpp_WT_mCherry,601.756,2,4.32804,1,0,19,w19_f1_c16,0
118471,5,7,1,1,1,16,197,499,_142_465_263_532_,-772.97,730.51,N_V_KCl,Lpp_WT_mCherry,258.257,2,1.35119,1,0,19,w19_f1_c16,0
121201,5,7,1,2,1,16,982,425,_948_393_1018_454_,-660.06,740.91,N_V_KCl,Lpp_WT_mCherry,163.518,1,1.22452,1,0,19,w19_f1_c16,0
121480,5,7,1,3,1,16,589,457,_547_410_626_507_,-717.03,736.2,N_V_KCl,Lpp_WT_mCherry,179.855,1,0.802271,1,0,19,w19_f1_c16,0
121760,5,7,1,4,1,16,979,423,_946_393_1042_460_,-659.73,741.03,N_V_KCl,Lpp_WT_mCherry,156.303,1,1.28786,1,0,19,w19_f1_c16,0
122036,5,7,1,5,1,16,588,460,_545_413_626_511_,-717.19,735.78,N_V_KCl,Lpp_WT_mCherry,161.679,1,0.358911,1,0,19,w19_f1_c16,0
122315,5,7,1,6,1,16,202,485,_149_428_276_546_,-772.99,731.84,N_V_KCl,Lpp_WT_mCherry,136.07,2,1.11896,1,0,19,w19_f1_c16,0
122594,5,7,1,7,1,16,591,458,_542_408_629_506_,-716.89,736.24,N_V_KCl,Lpp_WT_mCherry,151.204,0,0.0,0,1,19,w19_f1_c16,0
122871,5,7,1,8,1,16,592,457,_545_404_630_510_,-716.87,736.06,N_V_KCl,Lpp_WT_mCherry,148.969,0,0.0,0,1,19,w19_f1_c16,0
123150,5,7,1,9,1,16,591,452,_549_408_624_497_,-716.91,736.92,N_V_KCl,Lpp_WT_mCherry,152.328,1,0.168899,1,0,19,w19_f1_c16,0
118745,5,7,1,10,1,16,589,447,_544_401_623_495_,-717.14,737.43,N_V_KCl,Lpp_WT_mCherry,149.595,1,0.0211124,1,0,19,w19_f1_c16,0
119021,5,7,1,11,1,16,587,457,_516_402_624_521_,-717.97,736.1,N_V_KCl,Lpp_WT_mCherry,148.947,1,0.401135,1,0,19,w19_f1_c16,0
119295,5,7,1,12,1,16,201,480,_141_391_283_546_,-772.32,732.68,N_V_KCl,Lpp_WT_mCherry,127.371,4,3.48354,1,0,19,w19_f1_c16,0
119568,5,7,1,13,1,16,587,445,_532_402_620_500_,-718.19,737.03,N_V_KCl,Lpp_WT_mCherry,148.904,0,0.0,0,1,19,w19_f1_c16,0
119844,5,7,1,14,1,16,581,446,_529_399_619_499_,-718.6,737.61,N_V_KCl,Lpp_WT_mCherry,149.033,0,0.0,0,1,19,w19_f1_c16,0
120118,5,7,1,15,1,16,194,479,_133_404_256_555_,-774.16,733.28,N_V_KCl,Lpp_WT_mCherry,127.207,3,2.09013,1,0,19,w19_f1_c16,0
120394,5,7,1,16,1,16,569,453,_536_401_605_493_,-719.63,737.6,N_V_KCl,Lpp_WT_mCherry,151.768,1,0.147787,1,0,19,w19_f1_c16,0
120664,5,7,1,17,1,16,576,455,_536_403_609_502_,-719.28,736.97,N_V_KCl,Lpp_WT_mCherry,148.634,1,0.0211124,1,0,19,w19_f1_c16,0
120935,5,7,1,18,1,16,578,447,_537_403_612_494_,-718.86,737.27,N_V_KCl,Lpp_WT_mCherry,153.173,1,0.844495,1,0,19,w19_f1_c16,0
118249,5,7,1,0,1,17,323,564,_247_522_439_604_,-754.87,719.8,N_V_KCl,Lpp_WT_mCherry,356.769,2,2.99796,1,0,19,w19_f1_c17,0
118472,5,7,1,1,1,17,1287,521,_1230_474_1335_577_,-616.28,727.24,N_V_KCl,Lpp_WT_mCherry,172.823,0,0.0,0,1,19,w19_f1_c17,0
121202,5,7,1,2,1,17,591,456,_546_412_626_501_,-716.8,736.51,N_V_KCl,Lpp_WT_mCherry,207.63,2,3.0613,1,0,19,w19_f1_c17,0
121481,5,7,1,3,1,17,200,483,_147_437_264_539_,-773.16,731.9,N_V_KCl,Lpp_WT_mCherry,158.848,1,0.464472,1,0,19,w19_f1_c17,0
121761,5,7,1,4,1,17,587,463,_545_407_628_510_,-717.24,735.89,N_V_KCl,Lpp_WT_mCherry,167.549,3,0.316686,1,0,19,w19_f1_c17,0
