,t,bact,mito_frag,mito_pot,annexin,hoechst,leg_n,leg_area,infected,cell_lbl,well_id,growth
3855,16,Lpp WT,0.5165270000000001,0.0671817,6.099331934279627,5710.86,3.0,3.92094,1.0,w1_f17_c5,,1
3856,17,Lpp WT,0.502977,0.0988925,9.125661738341805,5829.51,3.0,5.34435,1.0,w1_f17_c5,,1
3857,0,Lpp WT,0.445514,0.211579,1.0222512917441102,251.093,4.0,7.440169999999999,1.0,w1_f17_c6,,1
3858,1,Lpp WT,0.450777,0.193456,0.9871598931476613,376.972,5.0,5.9731,1.0,w1_f17_c6,,1
3859,2,Lpp WT,0.468391,0.154006,0.9905888151082286,505.559,4.0,4.53222,1.0,w1_f17_c6,,1
3860,3,Lpp WT,0.472121,0.138395,0.9892125276240559,597.89,5.0,6.41846,1.0,w1_f17_c6,,1
3861,4,Lpp WT,0.468183,0.145121,0.9931054550792873,586.971,5.0,7.274260000000001,1.0,w1_f17_c6,,1
3862,5,Lpp WT,0.469621,0.156686,0.9983746700186913,602.696,6.0,9.59713,1.0,w1_f17_c6,,1
3863,6,Lpp WT,0.465967,0.162512,0.9993184100078383,649.289,7.0,11.2913,1.0,w1_f17_c6,,1
3864,7,Lpp WT,0.468289,0.160806,0.9973444205305392,743.567,6.0,9.87657,1.0,w1_f17_c6,,1
3865,8,Lpp WT,0.464435,0.163238,1.0017249469801632,661.837,8.0,12.9766,1.0,w1_f17_c6,,1
3866,9,Lpp WT,0.468193,0.154063,0.9946154390619224,700.666,8.0,13.0203,1.0,w1_f17_c6,,1
3867,10,Lpp WT,0.4532479999999999,0.179016,0.9966444800385885,690.7919999999999,7.0,14.8716,1.0,w1_f17_c6,,1
3868,11,Lpp WT,0.455211,0.150196,1.0231557092337091,790.971,7.0,13.7102,1.0,w1_f17_c6,,1
3869,12,Lpp WT,0.470103,0.14475,1.2458232951730321,2099.18,7.0,14.6795,1.0,w1_f17_c6,,1
3870,13,Lpp WT,0.49005,0.107731,1.3973958019299484,3012.1,6.0,17.6486,1.0,w1_f17_c6,,1
3871,14,Lpp WT,0.48251,0.143483,2.0319665706323846,3872.68,5.0,14.4787,1.0,w1_f17_c6,,1
3872,15,Lpp WT,0.514072,0.0729987,4.028920387667415,4811.71,8.0,19.9627,1.0,w1_f17_c6,,1
3873,16,Lpp WT,0.50605,0.110263,6.952792028542891,4794.87,7.0,18.0939,1.0,w1_f17_c6,,1
3874,17,Lpp WT,0.503689,0.1182349999999999,7.77461654009191,5049.87,7.0,17.0897,1.0,w1_f17_c6,,1
3875,0,Lpp WT,0.315886,0.57,0.9878833978732556,261.711,2.0,7.143269999999999,1.0,w1_f17_c7,,1
3876,1,Lpp WT,0.354214,0.447889,0.9639114266396213,320.075,3.0,9.99883,1.0,w1_f17_c7,,1
3877,2,Lpp WT,0.357423,0.4599069999999999,1.0482051754871227,490.241,8.0,18.4607,1.0,w1_f17_c7,,1
3878,3,Lpp WT,0.520816,0.0893325,3.146789907185444,2945.08,13.0,10.8808,1.0,w1_f17_c7,,1
3879,4,Lpp WT,0.510638,0.135681,5.172398426455221,4277.85,13.0,15.2384,1.0,w1_f17_c7,,1
3880,5,Lpp WT,0.5062399999999999,0.16252,5.879102895076525,4606.19,9.0,13.6665,1.0,w1_f17_c7,,1
3881,6,Lpp WT,0.4856939999999999,0.22186,5.836398979654557,4824.88,9.0,13.6403,1.0,w1_f17_c7,,1
3882,7,Lpp WT,0.507257,0.132417,5.645260925686888,4943.99,7.0,15.0201,1.0,w1_f17_c7,,1
3883,8,Lpp WT,0.5032449999999999,0.174783,5.948437211875345,4972.54,8.0,12.7234,1.0,w1_f17_c7,,1
3884,9,Lpp WT,0.5095149999999999,0.134012,5.677192820701948,5111.85,10.0,16.33,1.0,w1_f17_c7,,1
3885,10,Lpp WT,0.500229,0.175245,5.690047021943573,5241.27,8.0,14.8018,1.0,w1_f17_c7,,1
3886,11,Lpp WT,0.490454,0.233114,6.8710507714057405,4738.02,9.0,14.304,1.0,w1_f17_c7,,1
3887,12,Lpp WT,0.501394,0.182988,5.895068842584055,5237.73,8.0,13.8848,1.0,w1_f17_c7,,1
3888,13,Lpp WT,0.510917,0.117655,5.393854877374147,5358.87,15.0,16.4784,1.0,w1_f17_c7,,1
3889,14,Lpp WT,0.506893,0.15309,5.44516411580306,5430.62,9.0,15.0725,1.0,w1_f17_c7,,1
3890,15,Lpp WT,0.510163,0.117209,5.209232282254594,5376.92,8.0,15.8846,1.0,w1_f17_c7,,1
3891,16,Lpp WT,0.508582,0.127125,5.364965578707972,5442.24,7.0,16.6181,1.0,w1_f17_c7,,1
3892,17,Lpp WT,0.50285,0.1474069999999999,5.558654496281271,5477.62,6.0,16.5046,1.0,w1_f17_c7,,1
3894,0,Lpp WT,0.396074,0.361141,1.022518164954262,221.666,6.0,16.2339,1.0,w1_f17_c9,,0
3895,1,Lpp WT,0.3881,0.321326,0.9847504743883446,387.173,3.0,10.3831,1.0,w1_f17_c9,,0
3896,2,Lpp WT,0.42686,0.218138,0.9927313606573933,530.411,3.0,2.18315,1.0,w1_f17_c9,,0
3897,3,Lpp WT,0.4388439999999999,0.20574,1.0003933303922141,695.165,0.0,0.0,0.0,w1_f17_c9,,0
3898,4,Lpp WT,0.436525,0.2081449999999999,1.0072101713113315,831.701,1.0,1.85131,1.0,w1_f17_c9,,0
3899,5,Lpp WT,0.470671,0.154374,0.9991575288220818,847.929,0.0,0.0,0.0,w1_f17_c9,,0
3900,6,Lpp WT,0.439068,0.253417,1.0396758744957133,1085.96,3.0,6.13902,1.0,w1_f17_c9,,0
3901,7,Lpp WT,0.4393899999999999,0.250357,1.0558688615211258,1044.56,3.0,3.95587,1.0,w1_f17_c9,,0
3902,8,Lpp WT,0.432519,0.262386,1.05804546686723,1123.22,3.0,4.7418,1.0,w1_f17_c9,,0
3903,9,Lpp WT,0.445368,0.2178909999999999,1.0647028495192332,1270.72,3.0,2.26174,1.0,w1_f17_c9,,0
3904,10,Lpp WT,0.4611119999999999,0.213234,1.0387510165464529,734.497,2.0,0.87326,1.0,w1_f17_c9,,0
3905,11,Lpp WT,0.434907,0.250751,1.0943222226356326,1498.43,0.0,0.0,0.0,w1_f17_c9,,0
3906,12,Lpp WT,0.396037,0.311906,1.0688009269840595,1381.18,1.0,3.14374,1.0,w1_f17_c9,,0
3907,13,Lpp WT,0.392959,0.363676,1.0486294561941565,1566.08,1.0,1.48454,1.0,w1_f17_c9,,0
3908,14,Lpp WT,0.384212,0.41944,1.0687451165905697,1610.64,3.0,8.08639,1.0,w1_f17_c9,,0
3909,15,Lpp WT,0.381846,0.406338,1.064423797551784,1785.72,3.0,11.8763,1.0,w1_f17_c9,,0
3910,16,Lpp WT,0.3714699999999999,0.465427,1.0602300451266895,1935.67,5.0,8.03399,1.0,w1_f17_c9,,0
3911,17,Lpp WT,0.364089,0.49007,1.0707064532760702,1971.59,3.0,9.43121,1.0,w1_f17_c9,,0
4011,0,Lpp WT,0.374391,0.401832,0.9935122697567399,231.101,5.0,10.0163,1.0,w1_f18_c6,,1
4012,1,Lpp WT,0.350051,0.4621189999999999,0.9869029686999633,315.85200000000003,6.0,14.662,1.0,w1_f18_c6,,1
4013,2,Lpp WT,0.401339,0.302688,1.0195847615432971,378.831,3.0,17.4128,1.0,w1_f18_c6,,1
4014,3,Lpp WT,0.477105,0.163774,1.0393592921613513,581.913,7.0,0.759736,1.0,w1_f18_c6,,1
4015,4,Lpp WT,0.5002300000000001,0.11584,2.3312152337124767,889.058,6.0,8.199910000000001,1.0,w1_f18_c6,,1
4016,5,Lpp WT,0.518518,0.0876583,7.638910962722239,3747.63,4.0,10.3394,1.0,w1_f18_c6,,1
4017,6,Lpp WT,0.508339,0.107888,11.395039910808537,3741.7,4.0,10.5315,1.0,w1_f18_c6,,1
4018,7,Lpp WT,0.504895,0.1438829999999999,11.953850533132496,3893.98,7.0,11.3087,1.0,w1_f18_c6,,1
4019,8,Lpp WT,0.504811,0.129102,12.700710447973623,3885.14,7.0,9.94643,1.0,w1_f18_c6,,1
4020,9,Lpp WT,0.5077020000000001,0.12703,12.711207049921128,3942.45,7.0,9.36135,1.0,w1_f18_c6,,1
4021,10,Lpp WT,0.505617,0.102196,12.955742293596481,4229.59,7.0,12.1121,1.0,w1_f18_c6,,1
4022,11,Lpp WT,0.506273,0.1191329999999999,12.526982790317035,4782.97,8.0,11.1079,1.0,w1_f18_c6,,1
4023,12,Lpp WT,0.5061760000000001,0.123024,11.974398965758546,4869.94,5.0,13.4831,1.0,w1_f18_c6,,1
4024,13,Lpp WT,0.5094029999999999,0.0979379,12.37736173543819,4796.05,11.0,9.66699,1.0,w1_f18_c6,,1
4025,14,Lpp WT,0.506739,0.105151,12.311357679124217,4846.83,9.0,10.6014,1.0,w1_f18_c6,,1
4026,15,Lpp WT,0.507972,0.0946126,12.591118807301367,4735.13,10.0,10.2521,1.0,w1_f18_c6,,1
4027,16,Lpp WT,0.50563,0.112852,12.453506576684498,4805.63,6.0,11.8501,1.0,w1_f18_c6,,1
4028,17,Lpp WT,0.502638,0.116589,12.410363763595178,4513.33,5.0,10.9157,1.0,w1_f18_c6,,1
4222,0,Lpp WT,0.334176,0.5066579999999999,1.0258733134961073,3377.49,0.0,0.0,0.0,w1_f19_c10,,1
4223,1,Lpp WT,0.400744,0.30618,0.9974498634492317,3940.22,4.0,7.649760000000001,1.0,w1_f19_c10,,1
4224,2,Lpp WT,0.421133,0.26594,0.9766768230546612,3529.86,4.0,7.99033,1.0,w1_f19_c10,,1
4225,3,Lpp WT,0.4333079999999999,0.252637,0.9785875147760161,1453.32,4.0,7.335380000000001,1.0,w1_f19_c10,,1
4226,4,Lpp WT,0.416261,0.288103,0.9799020706803083,1617.08,7.0,11.1952,1.0,w1_f19_c10,,1
4227,5,Lpp WT,0.414659,0.297297,0.9821719724452779,1368.43,6.0,11.8414,1.0,w1_f19_c10,,1
4228,6,Lpp WT,0.5111180000000001,0.116346,1.6604981045938128,1356.42,8.0,15.9807,1.0,w1_f19_c10,,1
4229,7,Lpp WT,0.501687,0.130275,5.038142501936168,2060.35,3.0,5.9294400000000005,1.0,w1_f19_c10,,1
4230,8,Lpp WT,0.497917,0.147806,6.099287184608488,1994.22,3.0,5.44041,1.0,w1_f19_c10,,1
4231,9,Lpp WT,0.508356,0.105126,6.512034810255575,1813.1,3.0,4.80293,1.0,w1_f19_c10,,1
4232,10,Lpp WT,0.500983,0.12893,6.558816186361229,2005.03,3.0,4.80293,1.0,w1_f19_c10,,1
4233,11,Lpp WT,0.5054810000000001,0.107948,6.557639200260874,2011.6,3.0,4.55842,1.0,w1_f19_c10,,1
4234,12,Lpp WT,0.503792,0.136804,6.401474544491095,2020.53,3.0,4.017,1.0,w1_f19_c10,,1
4235,13,Lpp WT,0.502776,0.127882,6.683469714262424,1945.73,2.0,2.55865,1.0,w1_f19_c10,,1
4236,14,Lpp WT,0.500733,0.1425259999999999,6.136667957445075,2026.22,2.0,2.41893,1.0,w1_f19_c10,,1
4237,15,Lpp WT,0.499888,0.129877,6.182111849345779,1986.97,3.0,1.83385,1.0,w1_f19_c10,,1
4238,16,Lpp WT,0.4997529999999999,0.140009,5.641263807932174,2012.4,3.0,4.0519300000000005,1.0,w1_f19_c10,,1
4239,17,Lpp WT,0.495793,0.158358,6.206538132311581,1927.37,2.0,2.18315,1.0,w1_f19_c10,,1
4105,0,Lpp WT,0.410724,0.273036,1.003772926344832,274.23400000000004,3.0,5.4229400000000005,1.0,w1_f19_c3,,1
4106,1,Lpp WT,0.47458,0.137253,0.9843514971204427,511.458,1.0,0.358037,1.0,w1_f19_c3,,1
4107,2,Lpp WT,0.477303,0.117546,1.0118755765347252,659.385,2.0,4.60208,1.0,w1_f19_c3,,1
4108,3,Lpp WT,0.491164,0.116176,1.3116653231503104,1287.29,2.0,1.82511,1.0,w1_f19_c3,,1
4109,4,Lpp WT,0.498511,0.156565,5.043895588003092,1251.04,0.0,0.0,0.0,w1_f19_c3,,1
4110,5,Lpp WT,0.4949699999999999,0.136407,8.149321454986662,894.145,0.0,0.0,0.0,w1_f19_c3,,1
4111,6,Lpp WT,0.504545,0.106097,8.687703085655402,3099.97,0.0,0.0,0.0,w1_f19_c3,,1
4112,7,Lpp WT,0.5167689999999999,0.0663536999999999,9.795065278274095,5000.2,1.0,0.0960586,1.0,w1_f19_c3,,1
4113,8,Lpp WT,0.514921,0.0706772,10.657187258478697,5359.69,1.0,0.4540949999999999,1.0,w1_f19_c3,,1
4114,9,Lpp WT,0.51454,0.0645893,10.004321413434608,4997.06,2.0,0.130989,1.0,w1_f19_c3,,1
4115,10,Lpp WT,0.512987,0.0623995,11.382104362134445,5159.24,0.0,0.0,0.0,w1_f19_c3,,1
4116,11,Lpp WT,0.512698,0.0565536999999999,11.112597751202932,5196.78,0.0,0.0,0.0,w1_f19_c3,,1
4117,12,Lpp WT,0.512379,0.0739208,11.837847271276729,5421.35,2.0,1.78145,1.0,w1_f19_c3,,1
4118,13,Lpp WT,0.51155,0.0685297,11.185064530337154,5235.85,0.0,0.0,0.0,w1_f19_c3,,1
4119,14,Lpp WT,0.504736,0.0731954,11.681279138376643,5583.42,1.0,0.445363,1.0,w1_f19_c3,,1
4120,15,Lpp WT,0.507684,0.0662888999999999,11.469779192394313,5426.05,1.0,0.218315,1.0,w1_f19_c3,,1
4121,16,Lpp WT,0.511863,0.0692428,11.520805112564508,5767.26,1.0,0.602549,1.0,w1_f19_c3,,1
4122,17,Lpp WT,0.510425,0.0781534,11.237087699761492,5307.86,0.0,0.0,0.0,w1_f19_c3,,1
4123,0,Lpp WT,0.309194,0.590516,1.0188754412104504,291.92,3.0,3.87727,1.0,w1_f19_c4,,1
4124,1,Lpp WT,0.362214,0.484718,0.9985339463137514,515.28,4.0,6.409730000000001,1.0,w1_f19_c4,,1
4125,2,Lpp WT,0.369103,0.3789369999999999,0.9825906124757982,727.0930000000001,5.0,5.85084,1.0,w1_f19_c4,,1
4126,3,Lpp WT,0.385021,0.358753,0.9708701506688869,856.836,4.0,6.2962,1.0,w1_f19_c4,,1
4127,4,Lpp WT,0.3698369999999999,0.42155,1.0270821547802114,1013.5,4.0,5.83338,1.0,w1_f19_c4,,1
4128,5,Lpp WT,0.415589,0.297157,1.171105994087979,1093.83,2.0,3.43191,1.0,w1_f19_c4,,1
4129,6,Lpp WT,0.427996,0.248495,1.492115977594875,1196.61,2.0,3.32712,1.0,w1_f19_c4,,1
4130,7,Lpp WT,0.520256,0.0780648999999999,5.469153114965699,1945.71,2.0,1.42341,1.0,w1_f19_c4,,1
4131,8,Lpp WT,0.5161819999999999,0.0924694,7.663229939365931,2563.44,1.0,1.1527,1.0,w1_f19_c4,,1
4132,9,Lpp WT,0.5183949999999999,0.0859712,7.469041567402615,2481.22,1.0,1.06538,1.0,w1_f19_c4,,1
4133,10,Lpp WT,0.5159090000000001,0.0788319,7.424207414725871,2690.78,1.0,1.28369,1.0,w1_f19_c4,,1
4134,11,Lpp WT,0.515433,0.0700322,7.393555737926968,2790.21,1.0,1.31862,1.0,w1_f19_c4,,1
4135,12,Lpp WT,0.518356,0.0910243,7.360840431211008,2976.86,4.0,1.12651,1.0,w1_f19_c4,,1
4136,13,Lpp WT,0.5153979999999999,0.0837659,7.226433585377707,2876.51,1.0,1.06538,1.0,w1_f19_c4,,1
4137,14,Lpp WT,0.511733,0.0900191,7.461320882500577,3229.46,2.0,1.28369,1.0,w1_f19_c4,,1
4138,15,Lpp WT,0.514713,0.0821376,7.333925597775422,3314.4,1.0,0.960586,1.0,w1_f19_c4,,1
4139,16,Lpp WT,0.512878,0.0841543,7.259188730509055,3572.76,2.0,1.48454,1.0,w1_f19_c4,,1
4140,17,Lpp WT,0.5119670000000001,0.0954196,7.18758316269212,3347.08,2.0,1.24876,1.0,w1_f19_c4,,1
4141,0,Lpp WT,0.4116689999999999,0.317266,1.011717237530408,259.011,2.0,3.92094,1.0,w1_f19_c5,,0
4142,1,Lpp WT,0.449823,0.225121,0.9904003033450738,411.208,2.0,3.75502,1.0,w1_f19_c5,,0
4143,2,Lpp WT,0.417502,0.285837,0.9978824591245185,560.962,2.0,3.92967,1.0,w1_f19_c5,,0
4144,3,Lpp WT,0.445627,0.20087,0.9927234566384773,592.08,3.0,4.8204,1.0,w1_f19_c5,,0
4145,4,Lpp WT,0.433108,0.21648,0.99979705787322,715.551,3.0,5.37055,1.0,w1_f19_c5,,0
4146,5,Lpp WT,0.439194,0.208829,1.003746418472006,520.816,2.0,3.83361,1.0,w1_f19_c5,,0
4147,6,Lpp WT,0.446638,0.191242,1.008905420958047,741.059,2.0,4.182919999999999,1.0,w1_f19_c5,,0
4148,7,Lpp WT,0.4544439999999999,0.16738,1.007815942172175,732.252,2.0,3.51051,1.0,w1_f19_c5,,0
4149,8,Lpp WT,0.462682,0.161368,1.0050762234606438,642.0319999999999,1.0,2.17442,1.0,w1_f19_c5,,0
4150,9,Lpp WT,0.466392,0.149939,1.0070709309436008,723.216,1.0,2.15695,1.0,w1_f19_c5,,0
4151,10,Lpp WT,0.470666,0.142394,1.0102832911872381,904.834,2.0,3.23979,1.0,w1_f19_c5,,0
4152,11,Lpp WT,0.478326,0.115602,1.0163395114969387,979.836,2.0,2.76823,1.0,w1_f19_c5,,0
4153,12,Lpp WT,0.4520229999999999,0.189316,1.0295013765350838,948.076,2.0,3.41445,1.0,w1_f19_c5,,0
4154,13,Lpp WT,0.46152,0.176851,1.0089775188188768,987.612,2.0,2.82063,1.0,w1_f19_c5,,0
4155,14,Lpp WT,0.4569479999999999,0.198278,1.0238857542637874,1109.65,2.0,4.11305,1.0,w1_f19_c5,,0
4156,15,Lpp WT,0.4659899999999999,0.166123,1.0194717630063206,1266.48,2.0,4.45363,1.0,w1_f19_c5,,0
4157,16,Lpp WT,0.460113,0.173535,1.0210178615774477,1364.3,3.0,7.30045,1.0,w1_f19_c5,,0
4158,17,Lpp WT,0.456143,0.191157,1.0201606981209161,1447.74,5.0,5.73732,1.0,w1_f19_c5,,0
4159,0,Lpp WT,0.335226,0.455028,1.010124741877028,260.106,6.0,15.7099,1.0,w1_f19_c6,,1
4160,1,Lpp WT,0.378575,0.377084,0.9919191706350878,460.687,5.0,15.1511,1.0,w1_f19_c6,,1
4161,2,Lpp WT,0.41443,0.25238,0.9979560874878841,556.87,8.0,21.1154,1.0,w1_f19_c6,,1
4162,3,Lpp WT,0.447858,0.202105,1.0108833073454424,746.285,8.0,19.2466,1.0,w1_f19_c6,,1
4163,4,Lpp WT,0.510366,0.144714,3.337514223102533,3839.16,6.0,9.14303,1.0,w1_f19_c6,,1
4164,5,Lpp WT,0.507835,0.158851,4.213491402924691,4592.12,10.0,10.3394,1.0,w1_f19_c6,,1
4165,6,Lpp WT,0.499849,0.198094,4.520133591807493,5060.13,11.0,10.2433,1.0,w1_f19_c6,,1
4166,7,Lpp WT,0.5029319999999999,0.162621,5.175470942728308,5140.41,12.0,11.3,1.0,w1_f19_c6,,1
4167,8,Lpp WT,0.503694,0.177122,4.600628450419318,5368.75,6.0,9.78924,1.0,w1_f19_c6,,1
4168,9,Lpp WT,0.5095810000000001,0.148299,4.604539803615829,5259.05,10.0,9.9639,1.0,w1_f19_c6,,1
4169,10,Lpp WT,0.502397,0.152319,4.744092144633149,5526.21,7.0,10.3219,1.0,w1_f19_c6,,1
4170,11,Lpp WT,0.507784,0.12553,4.575050571031228,5521.23,9.0,9.18669,1.0,w1_f19_c6,,1
4171,12,Lpp WT,0.503598,0.177508,4.682909098571368,5661.45,6.0,10.2171,1.0,w1_f19_c6,,1
4172,13,Lpp WT,0.502243,0.153126,4.647477769817523,5571.64,10.0,10.6014,1.0,w1_f19_c6,,1
4173,14,Lpp WT,0.497212,0.183455,4.64302119769059,5779.41,10.0,9.81544,1.0,w1_f19_c6,,1
4174,15,Lpp WT,0.502152,0.16465,4.567204159467319,5702.42,11.0,10.1997,1.0,w1_f19_c6,,1
4175,16,Lpp WT,0.506921,0.122316,4.579112056976696,5835.54,8.0,10.776,1.0,w1_f19_c6,,1
4176,17,Lpp WT,0.505296,0.141656,4.501201061991656,5702.34,14.0,11.8851,1.0,w1_f19_c6,,1
4204,0,Lpp WT,0.4114069999999999,0.276813,0.9926864000221206,251.505,4.0,7.30045,1.0,w1_f19_c9,,1
4205,1,Lpp WT,0.483805,0.129923,0.9942541925315563,440.162,3.0,7.510039999999999,1.0,w1_f19_c9,,1
4206,2,Lpp WT,0.478337,0.101235,1.0130594074463233,681.8430000000001,3.0,7.274260000000001,1.0,w1_f19_c9,,1
4207,3,Lpp WT,0.492343,0.0995916,1.0157802325420635,800.081,2.0,5.9469,1.0,w1_f19_c9,,1
4208,4,Lpp WT,0.480043,0.116631,1.0191978543086644,1147.66,2.0,4.42743,1.0,w1_f19_c9,,1
4209,5,Lpp WT,0.456872,0.13363,1.0656094897070414,1421.04,4.0,5.07364,1.0,w1_f19_c9,,1
4210,6,Lpp WT,0.489857,0.146445,4.926302691791902,775.0039999999999,5.0,15.5353,1.0,w1_f19_c9,,1
4211,7,Lpp WT,0.4913659999999999,0.13523,5.889731926836349,894.743,7.0,13.8586,1.0,w1_f19_c9,,1
4212,8,Lpp WT,0.511207,0.110324,7.402245233717218,1101.45,2.0,4.21785,1.0,w1_f19_c9,,1
4213,9,Lpp WT,0.492098,0.117866,6.491017682598057,1000.47,4.0,13.2474,1.0,w1_f19_c9,,1
4214,10,Lpp WT,0.515831,0.106199,7.804910757489873,1394.89,3.0,6.44466,1.0,w1_f19_c9,,1
4215,11,Lpp WT,0.501721,0.1148869999999999,7.284453415547968,1579.77,3.0,13.9547,1.0,w1_f19_c9,,1
4216,12,Lpp WT,0.515537,0.1110309999999999,7.9654975045277965,1707.07,2.0,5.21336,1.0,w1_f19_c9,,1
4217,13,Lpp WT,0.495564,0.119122,6.959074255851571,1624.9,4.0,14.0071,1.0,w1_f19_c9,,1
4218,14,Lpp WT,0.507285,0.1071859999999999,8.315604650841271,1998.87,3.0,5.711119999999999,1.0,w1_f19_c9,,1
4219,15,Lpp WT,0.5167689999999999,0.0919059999999999,8.012423442230855,1928.72,2.0,4.16545,1.0,w1_f19_c9,,1
4220,16,Lpp WT,0.508026,0.0983401,8.699506435691474,2223.53,2.0,4.06939,1.0,w1_f19_c9,,1
4221,17,Lpp WT,0.5031640000000001,0.121392,7.594561114874674,1907.14,2.0,5.36182,1.0,w1_f19_c9,,1
0,0,Lpp WT,0.431446,0.256032,1.0080776985050033,217.24,8.0,10.0076,1.0,w1_f1_c1,,1
1,1,Lpp WT,0.484533,0.121939,0.9961479259999099,346.889,0.0,0.0,0.0,w1_f1_c1,,1
2,2,Lpp WT,0.488785,0.115264,0.9957743754950868,432.361,0.0,0.0,0.0,w1_f1_c1,,1
3,3,Lpp WT,0.4782149999999999,0.1403319999999999,0.9991840173369824,346.814,0.0,0.0,0.0,w1_f1_c1,,1
4,4,Lpp WT,0.474289,0.178344,0.9976023886037955,426.399,1.0,2.29667,1.0,w1_f1_c1,,1
5,5,Lpp WT,0.4814729999999999,0.135201,0.9981190010040826,278.538,2.0,1.53694,1.0,w1_f1_c1,,1
6,6,Lpp WT,0.470587,0.174567,1.0019101412338824,482.551,3.0,0.270711,1.0,w1_f1_c1,,1
7,7,Lpp WT,0.474153,0.159039,0.9993986101801785,419.905,2.0,1.1527,1.0,w1_f1_c1,,1
8,8,Lpp WT,0.493505,0.106421,1.1352120362741385,395.935,1.0,0.4017,1.0,w1_f1_c1,,1
9,9,Lpp WT,0.513772,0.078543,3.567391425293873,743.01,1.0,0.0698608,1.0,w1_f1_c1,,1
10,10,Lpp WT,0.5029140000000001,0.095876,3.9139270755234343,1269.19,2.0,0.4104319999999999,1.0,w1_f1_c1,,1
11,11,Lpp WT,0.509096,0.108669,4.410471071030231,2314.85,1.0,2.06963,1.0,w1_f1_c1,,1
12,12,Lpp WT,0.512016,0.0937987,4.44880371113154,1641.29,2.0,0.6287470000000001,1.0,w1_f1_c1,,1
13,13,Lpp WT,0.512354,0.103042,4.244121878137759,2141.04,2.0,0.960586,1.0,w1_f1_c1,,1
14,14,Lpp WT,0.513197,0.093613,4.287819339318972,2205.17,5.0,1.79018,1.0,w1_f1_c1,,1
15,15,Lpp WT,0.506709,0.0987172,4.350424814350698,1989.62,3.0,1.1527,1.0,w1_f1_c1,,1
16,16,Lpp WT,0.5116149999999999,0.108345,4.21687653493492,2510.85,12.0,2.29667,1.0,w1_f1_c1,,1
17,17,Lpp WT,0.5147390000000001,0.089587,4.174220246437362,2650.24,8.0,2.05216,1.0,w1_f1_c1,,1
18,0,Lpp WT,0.320009,0.5616800000000001,0.9864955784947851,227.221,5.0,18.3996,1.0,w1_f1_c2,,1
19,1,Lpp WT,0.3044949999999999,0.5462899999999999,0.9846942741574479,349.092,4.0,16.5483,1.0,w1_f1_c2,,1
20,2,Lpp WT,0.321206,0.496614,1.028810147347767,454.55,4.0,16.0593,1.0,w1_f1_c2,,1
21,3,Lpp WT,0.332835,0.46042,1.1051002109563266,488.559,3.0,15.579,1.0,w1_f1_c2,,1
22,4,Lpp WT,0.352722,0.398687,1.1416489976223856,497.516,5.0,9.32642,1.0,w1_f1_c2,,1
23,5,Lpp WT,0.386894,0.286728,1.1499478640336886,576.807,6.0,12.5138,1.0,w1_f1_c2,,1
24,6,Lpp WT,0.390098,0.289996,1.2075413536051551,564.747,4.0,13.9634,1.0,w1_f1_c2,,1
25,7,Lpp WT,0.408035,0.261496,1.1855638323821982,598.3580000000001,1.0,2.42766,1.0,w1_f1_c2,,1
26,8,Lpp WT,0.4212229999999999,0.2452099999999999,1.2052736401090434,645.341,5.0,6.75903,1.0,w1_f1_c2,,1
27,9,Lpp WT,0.4646909999999999,0.172675,1.4191061563328446,874.6210000000001,6.0,19.561,1.0,w1_f1_c2,,1
28,10,Lpp WT,0.515378,0.0588232,5.587742552866406,5076.49,13.0,9.14303,1.0,w1_f1_c2,,1
29,11,Lpp WT,0.5005890000000001,0.103173,8.732626928963741,5707.55,16.0,13.0116,1.0,w1_f1_c2,,1
30,12,Lpp WT,0.4779359999999999,0.202967,7.574508863114273,5291.03,6.0,6.6193100000000005,1.0,w1_f1_c2,,1
31,13,Lpp WT,0.494949,0.121023,8.931413729048446,5699.48,7.0,7.71962,1.0,w1_f1_c2,,1
32,14,Lpp WT,0.486568,0.1332559999999999,9.553024556174158,5730.94,5.0,11.5358,1.0,w1_f1_c2,,1
33,15,Lpp WT,0.4993649999999999,0.0915991999999999,9.145479449851633,5398.36,2.0,4.67194,1.0,w1_f1_c2,,1
34,16,Lpp WT,0.488573,0.120969,10.315683946143144,5781.3,4.0,5.9993,1.0,w1_f1_c2,,1
35,17,Lpp WT,0.483671,0.128606,10.513425346389218,5802.07,4.0,5.85957,1.0,w1_f1_c2,,1
52,0,Lpp WT,0.380463,0.534189,1.0018014910721393,259.013,3.0,5.1784300000000005,1.0,w1_f1_c4,,1
53,1,Lpp WT,0.439474,0.387344,0.9941206123477754,396.537,1.0,1.84258,1.0,w1_f1_c4,,1
54,2,Lpp WT,0.427626,0.402259,1.0040778965800856,524.389,1.0,1.33609,1.0,w1_f1_c4,,1
55,3,Lpp WT,0.424818,0.376507,1.0155315592581784,654.482,2.0,2.87303,1.0,w1_f1_c4,,1
56,4,Lpp WT,0.427997,0.350277,1.0327876681435888,856.0880000000001,1.0,1.44961,1.0,w1_f1_c4,,1
57,5,Lpp WT,0.440032,0.261792,1.0210952216709561,1021.53,3.0,2.10456,1.0,w1_f1_c4,,1
58,6,Lpp WT,0.447077,0.217608,1.0560531691915842,1224.53,1.0,1.633,1.0,w1_f1_c4,,1
59,7,Lpp WT,0.47763,0.162131,1.023682046111804,797.449,1.0,1.07411,1.0,w1_f1_c4,,1
