,row,col,plane,t,field,n,x,y,bacteria,ser_edge_tmrm,sdmean_tmrm,annexin647,hoechst,n_legio_per_cell,legio_area,infected,well_id,cell_lbl,growth
58760,5,3,1,4,12,11,1751,1404,Lpp_dotA,0.387727,0.3485,132.057,311.762,7,9.43994,1,11,w11_f12_c11,0
58987,5,3,1,5,12,11,1711,1475,Lpp_dotA,0.380286,0.343356,135.235,291.122,3,5.5976,1,11,w11_f12_c11,0
59213,5,3,1,6,12,11,1721,1442,Lpp_dotA,0.379972,0.3121,136.815,297.477,7,5.04744,1,11,w11_f12_c11,0
59439,5,3,1,7,12,11,1709,1427,Lpp_dotA,0.393653,0.29078,137.813,320.841,3,5.34435,1,11,w11_f12_c11,0
59663,5,3,1,8,12,11,1684,1397,Lpp_dotA,0.403397,0.297423,139.562,275.179,10,16.0505,1,11,w11_f12_c11,0
59892,5,3,1,9,12,11,1660,1395,Lpp_dotA,0.399094,0.320063,142.775,301.001,10,17.666,1,11,w11_f12_c11,0
56547,5,3,1,10,12,11,1634,1318,Lpp_dotA,0.399733,0.327474,142.398,304.021,8,17.6311,1,11,w11_f12_c11,0
56759,5,3,1,11,12,11,1685,1264,Lpp_dotA,0.410852,0.289878,140.82,304.386,10,21.8926,1,11,w11_f12_c11,0
56979,5,3,1,12,12,11,1707,1285,Lpp_dotA,0.399072,0.308251,141.675,293.585,11,18.0677,1,11,w11_f12_c11,0
57199,5,3,1,13,12,11,1679,1289,Lpp_dotA,0.406603,0.279836,145.763,329.515,5,11.8501,1,11,w11_f12_c11,0
57418,5,3,1,14,12,11,1660,1274,Lpp_dotA,0.406345,0.274441,144.96,346.759,4,8.6802,1,11,w11_f12_c11,0
57640,5,3,1,15,12,11,1657,1266,Lpp_dotA,0.398159,0.276106,143.824,338.99,5,10.907,1,11,w11_f12_c11,0
57868,5,3,1,16,12,11,1622,1240,Lpp_dotA,0.408921,0.245284,143.312,374.144,4,10.1124,1,11,w11_f12_c11,0
58096,5,3,1,17,12,11,1643,1247,Lpp_dotA,0.397974,0.266611,148.151,338.262,4,10.4355,1,11,w11_f12_c11,0
56342,5,3,1,1,12,12,1869,1735,Lpp_dotA,0.360336,0.499703,119.38,259.588,9,13.7888,1,11,w11_f12_c12,0
58327,5,3,1,2,12,12,1905,1699,Lpp_dotA,0.36623,0.414659,120.007,257.695,11,16.3212,1,11,w11_f12_c12,0
58543,5,3,1,3,12,12,1815,1690,Lpp_dotA,0.3671,0.429517,122.693,473.182,8,12.8282,1,11,w11_f12_c12,0
58761,5,3,1,4,12,12,1783,1671,Lpp_dotA,0.383544,0.374063,124.355,441.75,9,13.946,1,11,w11_f12_c12,0
58988,5,3,1,5,12,12,1789,1684,Lpp_dotA,0.40115,0.304081,125.364,464.356,11,20.4954,1,11,w11_f12_c12,0
59214,5,3,1,6,12,12,1750,1676,Lpp_dotA,0.405783,0.331734,125.859,503.063,9,20.6701,1,11,w11_f12_c12,0
59440,5,3,1,7,12,12,1766,1680,Lpp_dotA,0.399953,0.326374,125.934,498.359,11,23.7177,1,11,w11_f12_c12,0
59664,5,3,1,8,12,12,1773,1689,Lpp_dotA,0.424201,0.252965,126.035,407.092,12,20.7574,1,11,w11_f12_c12,0
59893,5,3,1,9,12,12,1761,1676,Lpp_dotA,0.425697,0.272407,125.774,399.144,10,20.8971,1,11,w11_f12_c12,0
56548,5,3,1,10,12,12,1753,1606,Lpp_dotA,0.419116,0.303305,126.614,425.485,12,21.5084,1,11,w11_f12_c12,0
56760,5,3,1,11,12,12,1766,1572,Lpp_dotA,0.428437,0.23241,127.145,424.09,10,19.4737,1,11,w11_f12_c12,0
56980,5,3,1,12,12,12,1774,1584,Lpp_dotA,0.440739,0.254601,126.154,411.857,11,17.4739,1,11,w11_f12_c12,0
57200,5,3,1,13,12,12,1768,1568,Lpp_dotA,0.415594,0.294241,128.21,504.804,11,16.3824,1,11,w11_f12_c12,0
57419,5,3,1,14,12,12,1773,1567,Lpp_dotA,0.424524,0.284763,127.879,560.018,8,17.0111,1,11,w11_f12_c12,0
57641,5,3,1,15,12,12,1787,1621,Lpp_dotA,0.421504,0.263356,128.248,526.932,6,12.2344,1,11,w11_f12_c12,0
57869,5,3,1,16,12,12,1798,1618,Lpp_dotA,0.437319,0.227265,129.168,573.899,10,12.4527,1,11,w11_f12_c12,0
58097,5,3,1,17,12,12,1784,1585,Lpp_dotA,0.43665,0.22845,129.477,512.69,12,21.0106,1,11,w11_f12_c12,0
56343,5,3,1,1,12,13,114,1711,Lpp_dotA,0.435987,0.245939,112.992,225.509,6,8.71513,1,11,w11_f12_c13,0
58328,5,3,1,2,12,13,100,1700,Lpp_dotA,0.44429,0.196761,119.6,282.577,5,4.92519,1,11,w11_f12_c13,0
58544,5,3,1,3,12,13,86,1692,Lpp_dotA,0.461523,0.174215,119.769,296.012,2,2.52372,1,11,w11_f12_c13,0
58762,5,3,1,4,12,13,65,1687,Lpp_dotA,0.4629,0.140876,123.063,321.364,4,8.95965,1,11,w11_f12_c13,0
58989,5,3,1,5,12,13,55,1691,Lpp_dotA,0.487747,0.115472,123.087,332.108,2,2.74204,1,11,w11_f12_c13,0
59215,5,3,1,6,12,13,45,1707,Lpp_dotA,0.518077,0.0690469,118.671,,1,3.82488,1,11,w11_f12_c13,0
59441,5,3,1,7,12,13,94,1714,Lpp_dotA,0.46687,0.160534,126.303,351.737,3,5.25703,1,11,w11_f12_c13,0
59665,5,3,1,8,12,13,91,1699,Lpp_dotA,0.462085,0.168111,137.286,358.296,3,2.74204,1,11,w11_f12_c13,0
59894,5,3,1,9,12,13,83,1680,Lpp_dotA,0.4827,0.113026,136.532,377.916,2,3.51924,1,11,w11_f12_c13,0
56549,5,3,1,10,12,13,108,1683,Lpp_dotA,0.504071,0.0950208,123.385,484.659,0,0.0,0,11,w11_f12_c13,0
56761,5,3,1,11,12,13,170,1666,Lpp_dotA,0.510051,0.0926894,129.668,510.664,1,1.64173,1,11,w11_f12_c13,0
56981,5,3,1,12,12,13,196,1633,Lpp_dotA,0.494595,0.0897935,123.154,600.881,0,0.0,0,11,w11_f12_c13,0
57201,5,3,1,13,12,13,187,1622,Lpp_dotA,0.501391,0.072245,129.02,562.892,1,0.0698608,1,11,w11_f12_c13,0
57420,5,3,1,14,12,13,195,1635,Lpp_dotA,0.488115,0.0956602,126.128,570.31,2,0.707341,1,11,w11_f12_c13,0
57642,5,3,1,15,12,13,189,1613,Lpp_dotA,0.480559,0.103321,130.183,554.605,0,0.0,0,11,w11_f12_c13,0
57870,5,3,1,16,12,13,176,1617,Lpp_dotA,0.485819,0.0795473,124.111,534.359,0,0.0,0,11,w11_f12_c13,0
58098,5,3,1,17,12,13,188,1606,Lpp_dotA,0.47392,0.10837,126.967,617.012,0,0.0,0,11,w11_f12_c13,0
56344,5,3,1,1,12,14,134,1773,Lpp_dotA,0.427828,0.223998,119.432,229.277,2,4.15672,1,11,w11_f12_c14,0
58329,5,3,1,2,12,14,146,1763,Lpp_dotA,0.446915,0.204027,117.724,282.569,5,16.9587,1,11,w11_f12_c14,0
58545,5,3,1,3,12,14,115,1769,Lpp_dotA,0.459172,0.175167,117.898,328.538,4,8.43569,1,11,w11_f12_c14,0
58763,5,3,1,4,12,14,99,1779,Lpp_dotA,0.473329,0.149877,123.855,340.303,3,3.75502,1,11,w11_f12_c14,0
58990,5,3,1,5,12,14,79,1788,Lpp_dotA,0.467193,0.14654,122.949,343.938,2,2.83809,1,11,w11_f12_c14,0
59216,5,3,1,6,12,14,60,1809,Lpp_dotA,0.508767,0.0982994,116.195,366.074,2,1.79892,1,11,w11_f12_c14,0
59442,5,3,1,7,12,14,68,1799,Lpp_dotA,0.486039,0.0967438,120.295,350.312,0,0.0,0,11,w11_f12_c14,0
59666,5,3,1,8,12,14,104,1786,Lpp_dotA,0.484276,0.145106,124.173,345.815,2,0.759736,1,11,w11_f12_c14,0
59895,5,3,1,9,12,14,92,1770,Lpp_dotA,0.477907,0.140246,133.522,374.407,1,3.03021,1,11,w11_f12_c14,0
56345,5,3,1,1,12,15,1362,1880,Lpp_dotA,0.28509,0.64088,123.825,228.799,3,6.43593,1,11,w11_f12_c15,0
58330,5,3,1,2,12,15,1361,1833,Lpp_dotA,0.289881,0.603276,124.78,236.326,4,6.15648,1,11,w11_f12_c15,0
58546,5,3,1,3,12,15,1350,1882,Lpp_dotA,0.309217,0.649855,144.843,249.972,8,7.53623,1,11,w11_f12_c15,0
58764,5,3,1,4,12,15,1356,1879,Lpp_dotA,0.324985,0.483074,128.95,245.897,5,6.401,1,11,w11_f12_c15,0
58991,5,3,1,5,12,15,1338,1875,Lpp_dotA,0.332743,0.50402,143.523,258.928,4,6.52325,1,11,w11_f12_c15,0
59217,5,3,1,6,12,15,1334,1849,Lpp_dotA,0.340277,0.493716,146.683,278.706,4,6.20015,1,11,w11_f12_c15,0
59443,5,3,1,7,12,15,1321,1866,Lpp_dotA,0.340554,0.47527,149.023,290.204,5,6.56691,1,11,w11_f12_c15,0
59667,5,3,1,8,12,15,1340,1864,Lpp_dotA,0.354181,0.431768,127.666,262.512,6,6.13902,1,11,w11_f12_c15,0
59896,5,3,1,9,12,15,1351,1848,Lpp_dotA,0.360525,0.41275,129.088,269.611,4,6.63678,1,11,w11_f12_c15,0
56550,5,3,1,10,12,15,1341,1753,Lpp_dotA,0.372085,0.417401,139.335,291.503,6,8.93345,1,11,w11_f12_c15,0
56762,5,3,1,11,12,15,1375,1719,Lpp_dotA,0.349637,0.431035,136.412,300.376,3,5.76352,1,11,w11_f12_c15,0
56982,5,3,1,12,12,15,1387,1704,Lpp_dotA,0.359937,0.41983,131.524,290.938,2,4.47982,1,11,w11_f12_c15,0
57202,5,3,1,13,12,15,1382,1700,Lpp_dotA,0.36998,0.401895,151.129,325.834,5,4.29644,1,11,w11_f12_c15,0
57421,5,3,1,14,12,15,1380,1716,Lpp_dotA,0.357877,0.447724,157.025,345.285,3,5.5714,1,11,w11_f12_c15,0
57643,5,3,1,15,12,15,1389,1722,Lpp_dotA,0.349962,0.448205,143.185,339.904,4,6.70664,1,11,w11_f12_c15,0
57871,5,3,1,16,12,15,1385,1703,Lpp_dotA,0.342677,0.429518,129.242,341.946,2,4.08686,1,11,w11_f12_c15,0
58099,5,3,1,17,12,15,1397,1708,Lpp_dotA,0.329878,0.451863,128.029,343.241,6,4.82913,1,11,w11_f12_c15,0
58332,5,3,1,2,12,17,284,181,Lpp_dotA,0.423732,0.219048,114.247,228.036,1,2.91669,1,11,w11_f12_c17,0
58548,5,3,1,3,12,17,223,248,Lpp_dotA,0.457008,0.179247,111.727,218.828,1,2.49752,1,11,w11_f12_c17,0
58766,5,3,1,4,12,17,292,169,Lpp_dotA,0.462631,0.157303,114.048,226.602,3,5.5452,1,11,w11_f12_c17,0
58993,5,3,1,5,12,17,232,244,Lpp_dotA,0.473946,0.133298,114.803,221.076,0,0.0,0,11,w11_f12_c17,0
59219,5,3,1,6,12,17,235,256,Lpp_dotA,0.468396,0.124008,115.102,222.978,0,0.0,0,11,w11_f12_c17,0
59444,5,3,1,7,12,17,250,234,Lpp_dotA,0.476489,0.145997,114.406,,0,0.0,0,11,w11_f12_c17,0
59668,5,3,1,8,12,17,234,227,Lpp_dotA,0.455843,0.168785,115.376,,0,0.0,0,11,w11_f12_c17,0
59897,5,3,1,9,12,17,281,116,Lpp_dotA,0.475734,0.152815,113.008,,3,5.39675,1,11,w11_f12_c17,0
56551,5,3,1,10,12,17,334,122,Lpp_dotA,0.475768,0.132407,114.327,,0,0.0,0,11,w11_f12_c17,0
56209,5,3,1,0,12,2,446,633,Lpp_dotA,0.468625,0.134503,126.552,216.702,1,1.16144,1,11,w11_f12_c2,0
56346,5,3,1,1,12,2,400,633,Lpp_dotA,0.428296,0.276333,117.261,364.543,13,5.24829,1,11,w11_f12_c2,0
58333,5,3,1,2,12,2,379,558,Lpp_dotA,0.442024,0.216236,118.843,468.776,7,11.6842,1,11,w11_f12_c2,0
58549,5,3,1,3,12,2,319,586,Lpp_dotA,0.468382,0.188965,178.218,460.857,13,5.96437,1,11,w11_f12_c2,0
58768,5,3,1,4,12,2,358,609,Lpp_dotA,0.46951,0.174028,196.449,540.378,4,7.19566,1,11,w11_f12_c2,0
58996,5,3,1,5,12,2,344,616,Lpp_dotA,0.491686,0.131857,200.993,597.416,5,5.62379,1,11,w11_f12_c2,0
59222,5,3,1,6,12,2,311,557,Lpp_dotA,0.486599,0.13858,192.12,560.17,6,1.72905,1,11,w11_f12_c2,0
59447,5,3,1,7,12,2,305,595,Lpp_dotA,0.488303,0.128636,172.187,573.666,14,3.71135,1,11,w11_f12_c2,0
59670,5,3,1,8,12,2,306,556,Lpp_dotA,0.483679,0.129573,179.093,656.884,9,7.13453,1,11,w11_f12_c2,0
59898,5,3,1,9,12,2,329,549,Lpp_dotA,0.469379,0.164958,173.126,663.298,7,9.18669,1,11,w11_f12_c2,0
56552,5,3,1,10,12,2,319,513,Lpp_dotA,0.499438,0.124916,187.249,628.79,4,5.37928,1,11,w11_f12_c2,0
56763,5,3,1,11,12,2,345,445,Lpp_dotA,0.506644,0.109949,203.013,642.877,1,1.90371,1,11,w11_f12_c2,0
56983,5,3,1,12,12,2,352,429,Lpp_dotA,0.507299,0.124629,203.946,593.982,0,0.0,0,11,w11_f12_c2,0
57203,5,3,1,13,12,2,323,463,Lpp_dotA,0.503021,0.112489,183.114,587.262,2,0.934388,1,11,w11_f12_c2,0
57422,5,3,1,14,12,2,321,460,Lpp_dotA,0.519276,0.0998694,182.121,568.126,0,0.0,0,11,w11_f12_c2,0
57644,5,3,1,15,12,2,270,436,Lpp_dotA,0.521331,0.0792259,120.414,558.84,8,2.88176,1,11,w11_f12_c2,0
57872,5,3,1,16,12,2,286,466,Lpp_dotA,0.52491,0.0635005,197.151,589.822,0,0.0,0,11,w11_f12_c2,0
58100,5,3,1,17,12,2,287,470,Lpp_dotA,0.51155,0.0912461,186.899,581.474,0,0.0,0,11,w11_f12_c2,0
59223,5,3,1,6,12,20,1638,2085,Lpp_dotA,0.519376,0.059403,126.658,255.337,0,0.0,0,11,w11_f12_c20,0
59448,5,3,1,7,12,20,1657,2088,Lpp_dotA,0.505429,0.0609129,118.639,264.229,0,0.0,0,11,w11_f12_c20,0
59671,5,3,1,8,12,20,1678,2094,Lpp_dotA,0.521082,0.0535033,117.675,241.198,0,0.0,0,11,w11_f12_c20,0
59899,5,3,1,9,12,20,1670,2088,Lpp_dotA,0.520942,0.0514971,118.165,253.365,0,0.0,0,11,w11_f12_c20,0
56553,5,3,1,10,12,20,1678,2079,Lpp_dotA,0.483605,0.111505,119.263,322.011,0,0.0,0,11,w11_f12_c20,0
56764,5,3,1,11,12,20,1693,2019,Lpp_dotA,0.521492,0.0650619,120.031,300.981,3,5.02124,1,11,w11_f12_c20,0
56984,5,3,1,12,12,20,1688,2021,Lpp_dotA,0.522963,0.0650472,119.923,306.85,3,4.75053,1,11,w11_f12_c20,0
57204,5,3,1,13,12,20,1691,2016,Lpp_dotA,0.520523,0.0729092,119.975,373.336,3,4.34883,1,11,w11_f12_c20,0
57423,5,3,1,14,12,20,1700,2043,Lpp_dotA,0.468839,0.108126,120.292,374.288,1,1.54567,1,11,w11_f12_c20,0
57645,5,3,1,15,12,20,1689,2045,Lpp_dotA,0.484705,0.111255,120.215,447.823,0,0.0,0,11,w11_f12_c20,0
57873,5,3,1,16,12,20,1691,2040,Lpp_dotA,0.456343,0.133875,120.025,417.757,1,1.2313,1,11,w11_f12_c20,0
58101,5,3,1,17,12,20,1689,2037,Lpp_dotA,0.495524,0.113595,120.586,438.223,0,0.0,0,11,w11_f12_c20,0
56211,5,3,1,0,12,4,1368,530,Lpp_dotA,0.376047,0.400744,132.625,230.505,4,3.65896,1,11,w11_f12_c4,0
56347,5,3,1,1,12,4,1280,534,Lpp_dotA,0.399028,0.314833,125.042,356.515,4,7.9554,1,11,w11_f12_c4,0
58334,5,3,1,2,12,4,1282,531,Lpp_dotA,0.403996,0.303401,126.451,439.433,7,5.43168,1,11,w11_f12_c4,0
58550,5,3,1,3,12,4,1293,532,Lpp_dotA,0.392845,0.361194,126.015,480.512,3,4.89899,1,11,w11_f12_c4,0
58769,5,3,1,4,12,4,1298,535,Lpp_dotA,0.380593,0.387727,127.294,488.176,2,2.86429,1,11,w11_f12_c4,0
58997,5,3,1,5,12,4,1320,524,Lpp_dotA,0.391981,0.320235,127.143,501.094,2,3.1612,1,11,w11_f12_c4,0
59224,5,3,1,6,12,4,1294,530,Lpp_dotA,0.395716,0.323198,127.861,535.757,0,0.0,0,11,w11_f12_c4,0
59449,5,3,1,7,12,4,1298,551,Lpp_dotA,0.412618,0.265999,128.317,578.316,0,0.0,0,11,w11_f12_c4,0
59672,5,3,1,8,12,4,1249,521,Lpp_dotA,0.423486,0.257082,128.66,669.562,4,3.74629,1,11,w11_f12_c4,0
59901,5,3,1,9,12,4,1259,505,Lpp_dotA,0.430632,0.241138,127.991,537.074,1,0.305641,1,11,w11_f12_c4,0
56559,5,3,1,10,12,4,1269,444,Lpp_dotA,0.44148,0.200442,127.839,616.728,1,0.733538,1,11,w11_f12_c4,0
56771,5,3,1,11,12,4,1319,434,Lpp_dotA,0.445554,0.18684,128.031,607.554,1,1.03045,1,11,w11_f12_c4,0
56991,5,3,1,12,12,4,1328,413,Lpp_dotA,0.450622,0.191806,129.559,623.749,1,1.18763,1,11,w11_f12_c4,0
57210,5,3,1,13,12,4,1290,403,Lpp_dotA,0.459958,0.169933,130.186,593.064,1,1.29242,1,11,w11_f12_c4,0
57429,5,3,1,14,12,4,1299,412,Lpp_dotA,0.470266,0.169468,129.471,590.297,2,2.51499,1,11,w11_f12_c4,0
57650,5,3,1,15,12,4,1324,457,Lpp_dotA,0.470917,0.155829,130.315,624.314,0,0.0,0,11,w11_f12_c4,0
57878,5,3,1,16,12,4,1326,402,Lpp_dotA,0.482382,0.137899,130.875,591.255,3,2.65471,1,11,w11_f12_c4,0
58106,5,3,1,17,12,4,1349,445,Lpp_dotA,0.471496,0.166315,131.631,622.35,3,4.37503,1,11,w11_f12_c4,0
56213,5,3,1,0,12,6,1044,933,Lpp_dotA,0.438919,0.248872,133.232,258.925,4,8.58415,1,11,w11_f12_c6,0
56348,5,3,1,1,12,6,1021,875,Lpp_dotA,0.447512,0.22112,124.537,469.154,13,25.2896,1,11,w11_f12_c6,0
58335,5,3,1,2,12,6,1040,882,Lpp_dotA,0.452311,0.199948,125.924,580.751,9,26.2677,1,11,w11_f12_c6,0
58551,5,3,1,3,12,6,1071,959,Lpp_dotA,0.464271,0.170198,125.248,759.743,15,26.7916,1,11,w11_f12_c6,0
58770,5,3,1,4,12,6,1067,908,Lpp_dotA,0.470314,0.166043,126.406,805.074,16,29.9615,1,11,w11_f12_c6,0
58998,5,3,1,5,12,6,1040,913,Lpp_dotA,0.473441,0.153379,126.151,871.205,16,29.1232,1,11,w11_f12_c6,0
59225,5,3,1,6,12,6,1020,920,Lpp_dotA,0.459486,0.184418,125.956,971.739,20,31.7343,1,11,w11_f12_c6,0
59450,5,3,1,7,12,6,1028,905,Lpp_dotA,0.469693,0.147191,126.039,960.564,22,32.6075,1,11,w11_f12_c6,0
59673,5,3,1,8,12,6,998,913,Lpp_dotA,0.460751,0.182033,128.147,931.592,23,32.0661,1,11,w11_f12_c6,0
59902,5,3,1,9,12,6,1003,845,Lpp_dotA,0.46148,0.176049,127.56,977.902,19,33.2887,1,11,w11_f12_c6,0
56560,5,3,1,10,12,6,977,781,Lpp_dotA,0.471359,0.160405,127.024,1056.68,8,22.7572,1,11,w11_f12_c6,0
56772,5,3,1,11,12,6,1012,763,Lpp_dotA,0.458653,0.169289,126.63,1083.35,7,13.0378,1,11,w11_f12_c6,0
56992,5,3,1,12,12,6,961,742,Lpp_dotA,0.461536,0.194158,127.204,1119.33,4,10.5228,1,11,w11_f12_c6,0
57211,5,3,1,13,12,6,992,682,Lpp_dotA,0.470691,0.153234,126.51,1108.33,18,21.5608,1,11,w11_f12_c6,0
57430,5,3,1,14,12,6,986,672,Lpp_dotA,0.471409,0.147459,126.211,1144.1,10,20.705,1,11,w11_f12_c6,0
57651,5,3,1,15,12,6,992,743,Lpp_dotA,0.478417,0.138137,126.001,1115.29,20,21.9887,1,11,w11_f12_c6,0
57879,5,3,1,16,12,6,1007,722,Lpp_dotA,0.478837,0.127443,126.335,1101.65,26,24.2155,1,11,w11_f12_c6,0
58107,5,3,1,17,12,6,1008,742,Lpp_dotA,0.469365,0.15367,125.839,1191.65,10,25.0014,1,11,w11_f12_c6,0
56350,5,3,1,1,12,8,992,426,Lpp_dotA,0.388726,0.334807,128.795,555.216,10,27.6823,1,11,w11_f12_c8,0
58336,5,3,1,2,12,8,938,383,Lpp_dotA,0.387257,0.319576,134.796,749.526,8,26.582,1,11,w11_f12_c8,0
58552,5,3,1,3,12,8,963,377,Lpp_dotA,0.401281,0.301608,132.842,871.995,9,20.6788,1,11,w11_f12_c8,0
58771,5,3,1,4,12,8,940,342,Lpp_dotA,0.38536,0.329721,137.214,1009.19,14,19.7007,1,11,w11_f12_c8,0
58999,5,3,1,5,12,8,931,336,Lpp_dotA,0.377944,0.338491,136.763,1078.38,11,14.1555,1,11,w11_f12_c8,0
59226,5,3,1,6,12,8,902,313,Lpp_dotA,0.379839,0.332181,138.558,1143.89,9,9.43121,1,11,w11_f12_c8,0
59451,5,3,1,7,12,8,913,322,Lpp_dotA,0.453317,0.19203,142.483,1170.61,6,10.9943,1,11,w11_f12_c8,0
59674,5,3,1,8,12,8,912,334,Lpp_dotA,0.444816,0.190319,150.438,1174.03,12,14.9764,1,11,w11_f12_c8,0
59903,5,3,1,9,12,8,891,293,Lpp_dotA,0.435323,0.20249,152.702,1219.83,10,15.1423,1,11,w11_f12_c8,0
56561,5,3,1,10,12,8,888,204,Lpp_dotA,0.480224,0.136783,149.033,1188.12,9,14.3215,1,11,w11_f12_c8,0
56773,5,3,1,11,12,8,922,175,Lpp_dotA,0.476667,0.139327,149.753,1197.21,5,6.52325,1,11,w11_f12_c8,0
56993,5,3,1,12,12,8,933,198,Lpp_dotA,0.456015,0.164948,149.678,1214.92,10,15.8409,1,11,w11_f12_c8,0
57212,5,3,1,13,12,8,903,144,Lpp_dotA,0.472041,0.139266,144.331,1244.43,13,13.1251,1,11,w11_f12_c8,0
57431,5,3,1,14,12,8,916,197,Lpp_dotA,0.481927,0.118725,142.387,1254.74,6,11.5707,1,11,w11_f12_c8,0
57652,5,3,1,15,12,8,894,133,Lpp_dotA,0.490142,0.120698,141.367,1262.78,9,10.8634,1,11,w11_f12_c8,0
57880,5,3,1,16,12,8,887,102,Lpp_dotA,0.505777,0.0773031,134.543,1360.25,0,0.0,0,11,w11_f12_c8,0
58108,5,3,1,17,12,8,921,187,Lpp_dotA,0.475826,0.137156,143.67,1361.05,8,11.9549,1,11,w11_f12_c8,0
56352,5,3,1,1,13,3,1291,544,Lpp_dotA,0.385577,0.331303,125.165,470.236,1,1.07411,1,11,w11_f13_c3,0
58338,5,3,1,2,13,3,1253,527,Lpp_dotA,0.433903,0.203142,124.663,615.815,1,0.515223,1,11,w11_f13_c3,0
58554,5,3,1,3,13,3,1292,529,Lpp_dotA,0.423089,0.247636,125.531,683.202,2,3.05641,1,11,w11_f13_c3,0
58773,5,3,1,4,13,3,1203,525,Lpp_dotA,0.421779,0.238834,124.736,484.305,1,1.633,1,11,w11_f13_c3,0
59000,5,3,1,5,13,3,1249,522,Lpp_dotA,0.442212,0.183411,125.126,539.853,2,1.76399,1,11,w11_f13_c3,0
59227,5,3,1,6,13,3,1284,509,Lpp_dotA,0.433981,0.195968,124.822,277.083,1,1.59807,1,11,w11_f13_c3,0
59452,5,3,1,7,13,3,1234,503,Lpp_dotA,0.46041,0.144076,125.247,,2,3.73755,1,11,w11_f13_c3,0
59676,5,3,1,8,13,3,1262,520,Lpp_dotA,0.468055,0.1262,124.706,240.139,1,1.9299,1,11,w11_f13_c3,0
59904,5,3,1,9,13,3,1271,518,Lpp_dotA,0.457055,0.152796,125.038,293.09,1,1.10031,1,11,w11_f13_c3,0
56563,5,3,1,10,13,3,1209,427,Lpp_dotA,0.409789,0.234352,124.46,208.843,0,0.0,0,11,w11_f13_c3,0
56774,5,3,1,11,13,3,1289,397,Lpp_dotA,0.458558,0.145769,124.473,268.058,0,0.0,0,11,w11_f13_c3,0
56994,5,3,1,12,13,3,1287,412,Lpp_dotA,0.483949,0.114541,125.007,335.341,3,3.65023,1,11,w11_f13_c3,0
57213,5,3,1,13,13,3,1306,398,Lpp_dotA,0.441563,0.194978,125.758,670.89,6,9.09064,1,11,w11_f13_c3,0
57432,5,3,1,14,13,3,1289,394,Lpp_dotA,0.461138,0.160109,126.126,644.677,10,16.0854,1,11,w11_f13_c3,0
57653,5,3,1,15,13,3,1260,400,Lpp_dotA,0.452597,0.177514,126.388,630.317,8,12.6361,1,11,w11_f13_c3,0
57881,5,3,1,16,13,3,1278,410,Lpp_dotA,0.440389,0.201721,126.465,601.384,8,10.5053,1,11,w11_f13_c3,0
58110,5,3,1,17,13,3,1317,379,Lpp_dotA,0.43441,0.200964,126.686,596.682,6,7.44891,1,11,w11_f13_c3,0
56353,5,3,1,1,13,4,756,1171,Lpp_dotA,0.465844,0.176417,121.751,243.952,6,6.61058,1,11,w11_f13_c4,0
58339,5,3,1,2,13,4,749,1124,Lpp_dotA,0.469094,0.166501,121.357,272.95,7,7.63229,1,11,w11_f13_c4,0
58555,5,3,1,3,13,4,774,1092,Lpp_dotA,0.466654,0.211389,122.124,300.787,11,23.1851,1,11,w11_f13_c4,0
58774,5,3,1,4,13,4,790,1106,Lpp_dotA,0.474578,0.143197,122.156,333.364,12,11.5707,1,11,w11_f13_c4,0
59001,5,3,1,5,13,4,790,1093,Lpp_dotA,0.451398,0.283146,122.796,347.371,11,24.3028,1,11,w11_f13_c4,0
59228,5,3,1,6,13,4,746,996,Lpp_dotA,0.444724,0.335007,123.509,349.42,10,29.4725,1,11,w11_f13_c4,0
59453,5,3,1,7,13,4,793,1108,Lpp_dotA,0.481114,0.144278,123.007,357.357,18,24.1544,1,11,w11_f13_c4,0
59677,5,3,1,8,13,4,712,1133,Lpp_dotA,0.462256,0.162407,122.952,349.389,12,25.9271,1,11,w11_f13_c4,0
59905,5,3,1,9,13,4,775,1189,Lpp_dotA,0.481843,0.115737,124.858,361.904,9,21.9625,1,11,w11_f13_c4,0
56564,5,3,1,10,13,4,757,1090,Lpp_dotA,0.483607,0.114995,123.804,377.713,7,11.9986,1,11,w11_f13_c4,0
56775,5,3,1,11,13,4,817,1011,Lpp_dotA,0.477132,0.130064,124.366,399.595,7,10.8284,1,11,w11_f13_c4,0
56995,5,3,1,12,13,4,805,1028,Lpp_dotA,0.493305,0.084661,125.544,402.995,7,13.4133,1,11,w11_f13_c4,0
57214,5,3,1,13,13,4,793,1052,Lpp_dotA,0.487302,0.112509,126.535,392.888,7,18.3909,1,11,w11_f13_c4,0
57433,5,3,1,14,13,4,788,1044,Lpp_dotA,0.50496,0.075106,123.134,,4,6.00803,1,11,w11_f13_c4,0
57654,5,3,1,15,13,4,785,1042,Lpp_dotA,0.486302,0.101965,127.892,417.429,7,14.5922,1,11,w11_f13_c4,0
57882,5,3,1,16,13,4,779,1045,Lpp_dotA,0.487991,0.102611,127.987,421.151,12,19.5785,1,11,w11_f13_c4,0
58111,5,3,1,17,13,4,771,1043,Lpp_dotA,0.507364,0.0866047,122.733,,7,15.317,1,11,w11_f13_c4,0
56354,5,3,1,1,13,5,1167,1306,Lpp_dotA,0.328997,0.571023,125.777,286.079,1,1.6068,1,11,w11_f13_c5,0
