,t,bact,mito_frag,mito_pot,annexin,hoechst,leg_n,leg_area,infected,cell_lbl,well_id,growth
33289,15,Lpp dotA,0.386806,0.2902,0.9877608453246959,666.863,5.0,10.4791,1.0,w7_f23_c8,,0
33290,16,Lpp dotA,0.400334,0.3006769999999999,0.9857873590683021,672.625,5.0,7.440169999999999,1.0,w7_f23_c8,,0
33291,17,Lpp dotA,0.370936,0.335748,0.9982477565974618,680.3839999999999,8.0,10.3831,1.0,w7_f23_c8,,0
33292,0,Lpp dotA,0.335385,0.509784,1.0041123434475236,224.147,1.0,1.26623,1.0,w7_f23_c9,,0
33293,1,Lpp dotA,0.3674659999999999,0.366168,0.9961389961389963,313.007,0.0,0.0,0.0,w7_f23_c9,,0
33294,2,Lpp dotA,0.378266,0.355862,0.9997486604134804,349.491,5.0,4.81166,1.0,w7_f23_c9,,0
33295,3,Lpp dotA,0.4062489999999999,0.290253,0.9951924619514648,373.61,1.0,1.6853900000000002,1.0,w7_f23_c9,,0
33296,4,Lpp dotA,0.4051929999999999,0.27276,0.9982406228943626,392.047,3.0,4.174180000000001,1.0,w7_f23_c9,,0
33297,5,Lpp dotA,0.426187,0.22629,0.9977192269436038,389.746,6.0,0.192117,1.0,w7_f23_c9,,0
33298,6,Lpp dotA,0.428833,0.2328739999999999,1.001746007978695,388.17800000000005,1.0,1.28369,1.0,w7_f23_c9,,0
33299,7,Lpp dotA,0.444321,0.208405,0.999139028224901,422.891,0.0,0.0,0.0,w7_f23_c9,,0
33300,8,Lpp dotA,0.434753,0.227228,1.001697879121702,429.719,0.0,0.0,0.0,w7_f23_c9,,0
33301,9,Lpp dotA,0.450164,0.2145369999999999,1.0018583086450124,477.312,2.0,2.3316,1.0,w7_f23_c9,,0
33302,10,Lpp dotA,0.463024,0.1608099999999999,0.9996122953186667,467.163,2.0,0.585084,1.0,w7_f23_c9,,0
33303,11,Lpp dotA,0.4482239999999999,0.2010829999999999,0.9961229531866652,476.489,5.0,5.98183,1.0,w7_f23_c9,,0
33304,12,Lpp dotA,0.4247,0.229326,0.997799441705259,462.502,3.0,5.26576,1.0,w7_f23_c9,,0
33305,13,Lpp dotA,0.4359449999999999,0.252167,0.998617632274142,485.692,3.0,8.18245,1.0,w7_f23_c9,,0
33306,14,Lpp dotA,0.446158,0.224254,0.9992272644627216,493.468,4.0,3.58037,1.0,w7_f23_c9,,0
33307,15,Lpp dotA,0.450914,0.202742,1.0005989368870256,485.58,5.0,5.807180000000001,1.0,w7_f23_c9,,0
33308,16,Lpp dotA,0.4671729999999999,0.150916,1.000326206697398,439.432,0.0,0.0,0.0,w7_f23_c9,,0
33309,17,Lpp dotA,0.483338,0.134923,0.9996844886041564,454.265,0.0,0.0,0.0,w7_f23_c9,,0
33466,0,Lpp dotA,0.251418,0.70048,0.992194402271343,155.776,0.0,0.0,0.0,w7_f24_c3,,0
33467,1,Lpp dotA,0.290039,0.600363,0.9993395263460366,253.074,3.0,8.81119,1.0,w7_f24_c3,,0
33468,2,Lpp dotA,0.310893,0.573002,1.00846607138262,279.886,0.0,0.0,0.0,w7_f24_c3,,0
33469,3,Lpp dotA,0.316983,0.547092,1.012934990521774,321.948,1.0,1.04791,1.0,w7_f24_c3,,0
33470,4,Lpp dotA,0.328908,0.458788,1.0040314625631523,348.18800000000005,1.0,1.08284,1.0,w7_f24_c3,,0
33471,5,Lpp dotA,0.319178,0.4875609999999999,1.0049321084549205,352.468,1.0,1.5544,1.0,w7_f24_c3,,0
33472,6,Lpp dotA,0.309778,0.5382140000000001,1.0079428390074023,356.81300000000005,2.0,0.174652,1.0,w7_f24_c3,,0
33473,7,Lpp dotA,0.310052,0.525993,1.0105246905638043,370.103,1.0,1.47581,1.0,w7_f24_c3,,0
33474,8,Lpp dotA,0.313628,0.5507810000000001,1.0233138622269111,355.055,7.0,12.1907,1.0,w7_f24_c3,,0
33475,9,Lpp dotA,0.3063099999999999,0.552501,1.010335983805529,352.05,1.0,1.79892,1.0,w7_f24_c3,,0
33476,10,Lpp dotA,0.314863,0.492602,1.0123259823473403,369.156,1.0,1.25749,1.0,w7_f24_c3,,0
33477,11,Lpp dotA,0.308209,0.54708,1.0078999511077944,335.36400000000003,2.0,1.46708,1.0,w7_f24_c3,,0
33478,12,Lpp dotA,0.326586,0.491336,1.0129264129418525,326.123,2.0,2.37527,1.0,w7_f24_c3,,0
33479,13,Lpp dotA,0.317787,0.512694,1.019942873317722,294.832,2.0,4.80293,1.0,w7_f24_c3,,0
33480,14,Lpp dotA,0.321254,0.513917,1.0232366640076167,334.102,2.0,3.62403,1.0,w7_f24_c3,,0
33481,15,Lpp dotA,0.318148,0.4982069999999999,1.0244889906761705,329.449,3.0,2.72457,1.0,w7_f24_c3,,0
33482,16,Lpp dotA,0.325779,0.508464,1.0317370457099233,328.727,2.0,2.7333,1.0,w7_f24_c3,,0
33483,17,Lpp dotA,0.32022,0.4839859999999999,1.0305276069409774,378.839,1.0,1.59807,1.0,w7_f24_c3,,0
30726,0,Lpp dotA,0.358765,0.497767,0.9970785291368028,241.438,8.0,11.1952,1.0,w7_f2_c4,,0
30727,1,Lpp dotA,0.373059,0.476887,0.991749766282331,402.491,9.0,18.0939,1.0,w7_f2_c4,,0
30728,2,Lpp dotA,0.3638909999999999,0.498634,1.0111717045808664,503.591,17.0,28.5469,1.0,w7_f2_c4,,0
30729,3,Lpp dotA,0.361736,0.474504,1.0162200062324713,626.422,17.0,26.975,1.0,w7_f2_c4,,0
30730,4,Lpp dotA,0.372739,0.407831,1.022849797444687,713.452,13.0,30.5379,1.0,w7_f2_c4,,0
30731,5,Lpp dotA,0.362686,0.367659,1.0247584917419756,722.554,18.0,35.4107,1.0,w7_f2_c4,,0
30732,6,Lpp dotA,0.389223,0.306293,1.039381427235899,784.939,19.0,32.1098,1.0,w7_f2_c4,,0
30733,7,Lpp dotA,0.393603,0.2943929999999999,1.0601043938921784,761.0060000000001,15.0,26.2589,1.0,w7_f2_c4,,0
30734,8,Lpp dotA,0.39089,0.299923,1.0567700218136493,771.174,14.0,24.9054,1.0,w7_f2_c4,,0
30735,9,Lpp dotA,0.40319,0.2866309999999999,1.0527267061389842,828.717,10.0,29.7782,1.0,w7_f2_c4,,0
30736,10,Lpp dotA,0.404149,0.288747,1.0246650046743535,871.471,16.0,28.9922,1.0,w7_f2_c4,,0
30737,11,Lpp dotA,0.405346,0.289503,1.043019632284201,870.313,10.0,23.8575,1.0,w7_f2_c4,,0
30738,12,Lpp dotA,0.42463,0.237636,1.0555001558117796,865.682,14.0,26.1978,1.0,w7_f2_c4,,0
30739,13,Lpp dotA,0.455646,0.181742,1.0172483639763166,892.117,3.0,6.48832,1.0,w7_f2_c4,,0
30740,14,Lpp dotA,0.4402399999999999,0.205421,1.091586163913992,838.948,16.0,25.3769,1.0,w7_f2_c4,,0
30741,15,Lpp dotA,0.4602,0.17008,1.2416562792147088,841.058,14.0,26.1541,1.0,w7_f2_c4,,0
30742,16,Lpp dotA,0.452738,0.198468,1.1330788407603616,867.57,17.0,34.1969,1.0,w7_f2_c4,,0
30743,17,Lpp dotA,0.433275,0.2226659999999999,1.2083748831411656,840.966,16.0,27.6212,1.0,w7_f2_c4,,0
30838,0,Lpp dotA,0.394349,0.360501,1.0235922689454287,257.013,2.0,4.83786,1.0,w7_f3_c3,,0
30839,1,Lpp dotA,0.3946949999999999,0.335571,0.9779687474854761,376.516,9.0,8.2785,1.0,w7_f3_c3,,0
30840,2,Lpp dotA,0.387142,0.351328,0.9984389835690951,452.927,10.0,22.9231,1.0,w7_f3_c3,,0
30841,3,Lpp dotA,0.405434,0.309109,1.0222565538550668,579.485,14.0,28.084,1.0,w7_f3_c3,,0
30842,4,Lpp dotA,0.405703,0.301724,1.0249118910828947,641.561,11.0,24.7831,1.0,w7_f3_c3,,0
30843,5,Lpp dotA,0.4126649999999999,0.268971,1.0185954070712435,728.654,15.0,24.329,1.0,w7_f3_c3,,0
30844,6,Lpp dotA,0.414369,0.250815,1.0275591818342746,651.015,10.0,25.1936,1.0,w7_f3_c3,,0
30845,7,Lpp dotA,0.4255739999999999,0.237405,1.0212426978226234,723.933,9.0,22.7484,1.0,w7_f3_c3,,0
30846,8,Lpp dotA,0.4207979999999999,0.238751,1.0669708234763997,698.205,9.0,28.0578,1.0,w7_f3_c3,,0
30847,9,Lpp dotA,0.4226689999999999,0.2272219999999999,1.0232945493168542,596.23,7.0,23.9361,1.0,w7_f3_c3,,0
30848,10,Lpp dotA,0.4139489999999999,0.242592,1.0168171357762434,546.349,9.0,23.5518,1.0,w7_f3_c3,,0
30849,11,Lpp dotA,0.399884,0.292966,1.0086338692286647,541.386,8.0,20.3033,1.0,w7_f3_c3,,0
30850,12,Lpp dotA,0.397361,0.303304,1.0177666199971032,570.1759999999999,11.0,19.0545,1.0,w7_f3_c3,,0
30851,13,Lpp dotA,0.386304,0.332746,1.0090603324804068,608.28,12.0,19.0109,1.0,w7_f3_c3,,0
30852,14,Lpp dotA,0.366295,0.362879,1.0298604740983923,441.855,9.0,19.2292,1.0,w7_f3_c3,,0
30853,15,Lpp dotA,0.381621,0.333366,1.0122386906773524,608.222,10.0,18.6092,1.0,w7_f3_c3,,0
30854,16,Lpp dotA,0.38101,0.354279,1.0218220441268768,579.418,6.0,20.9757,1.0,w7_f3_c3,,0
30855,17,Lpp dotA,0.376994,0.40055,1.0297478234281208,562.1469999999999,8.0,20.2422,1.0,w7_f3_c3,,0
30856,0,Lpp dotA,0.433113,0.27368,1.0381643040029973,223.401,1.0,1.7028599999999998,1.0,w7_f3_c4,,0
30857,1,Lpp dotA,0.393081,0.3459239999999999,0.9758087179166925,378.061,6.0,7.911739999999999,1.0,w7_f3_c4,,0
30858,2,Lpp dotA,0.3890139999999999,0.329442,0.9860269780803096,404.541,3.0,10.5664,1.0,w7_f3_c4,,0
30859,3,Lpp dotA,0.3996159999999999,0.290207,0.9868232061450071,476.875,2.0,5.00378,1.0,w7_f3_c4,,0
30860,4,Lpp dotA,0.3969789999999999,0.292871,0.9928105289452319,484.967,5.0,10.3394,1.0,w7_f3_c4,,0
30861,5,Lpp dotA,0.416966,0.244934,0.9897192905764066,500.663,6.0,13.8062,1.0,w7_f3_c4,,0
30862,6,Lpp dotA,0.405008,0.253463,0.9951211515643539,592.996,6.0,5.71985,1.0,w7_f3_c4,,0
30863,7,Lpp dotA,0.434374,0.198734,0.9974395803409728,544.774,13.0,10.1473,1.0,w7_f3_c4,,0
30864,8,Lpp dotA,0.441982,0.188713,0.9909292449884467,557.894,8.0,2.0347,1.0,w7_f3_c4,,0
30865,9,Lpp dotA,0.454592,0.182081,0.9977362143258601,551.5740000000001,3.0,8.16498,1.0,w7_f3_c4,,0
30866,10,Lpp dotA,0.439772,0.204084,0.9865890214200961,548.757,1.0,2.06963,1.0,w7_f3_c4,,0
30867,11,Lpp dotA,0.444464,0.180026,0.9938019109473551,579.3580000000001,1.0,3.3707800000000003,1.0,w7_f3_c4,,0
30868,12,Lpp dotA,0.454063,0.190355,0.996057890463998,474.698,7.0,3.87727,1.0,w7_f3_c4,,0
30869,13,Lpp dotA,0.4556,0.172844,0.9881346406045087,477.273,5.0,3.71135,1.0,w7_f3_c4,,0
30870,14,Lpp dotA,0.466843,0.14445,1.0024355211390743,464.257,5.0,12.6972,1.0,w7_f3_c4,,0
30871,15,Lpp dotA,0.458143,0.16441,0.9904764878536189,523.039,6.0,11.0555,1.0,w7_f3_c4,,0
30872,16,Lpp dotA,0.468283,0.1384,0.9962998813464059,529.68,7.0,14.1643,1.0,w7_f3_c4,,0
30873,17,Lpp dotA,0.461607,0.148344,1.0104836695185162,494.384,9.0,19.5436,1.0,w7_f3_c4,,0
30874,0,Lpp dotA,0.394422,0.33697,1.031945308294177,232.705,11.0,27.6998,1.0,w7_f3_c5,,0
30875,1,Lpp dotA,0.403751,0.375767,0.9734355318381619,468.051,10.0,15.2908,1.0,w7_f3_c5,,0
30876,2,Lpp dotA,0.413236,0.343602,0.9946191598676611,648.86,11.0,13.4482,1.0,w7_f3_c5,,0
30877,3,Lpp dotA,0.4375699999999999,0.306768,0.998915469327382,696.387,8.0,17.2556,1.0,w7_f3_c5,,0
30878,4,Lpp dotA,0.429496,0.267665,0.9956618773095277,814.054,6.0,21.5957,1.0,w7_f3_c5,,0
30879,5,Lpp dotA,0.429714,0.284773,0.9920084462726118,861.613,5.0,5.73732,1.0,w7_f3_c5,,0
30880,6,Lpp dotA,0.436788,0.243033,0.9986253900390432,918.226,5.0,16.9238,1.0,w7_f3_c5,,0
30881,7,Lpp dotA,0.441583,0.248656,0.9878610964474434,996.37,5.0,6.68917,1.0,w7_f3_c5,,0
30882,8,Lpp dotA,0.4409869999999999,0.2331239999999999,0.9841527855451662,962.452,4.0,4.40996,1.0,w7_f3_c5,,0
30883,9,Lpp dotA,0.448719,0.190209,0.9839254261029546,1015.79,2.0,3.97333,1.0,w7_f3_c5,,0
30884,10,Lpp dotA,0.4374229999999999,0.19948,0.9884569349856528,742.033,3.0,9.51853,1.0,w7_f3_c5,,0
30885,11,Lpp dotA,0.4443,0.179947,0.9943526005216201,762.061,1.0,8.924719999999999,1.0,w7_f3_c5,,0
30886,12,Lpp dotA,0.4601909999999999,0.1757,0.9976689123856016,888.93,3.0,9.79798,1.0,w7_f3_c5,,0
30887,13,Lpp dotA,0.463197,0.157344,0.9865518196595358,1179.37,1.0,11.6231,1.0,w7_f3_c5,,0
30888,14,Lpp dotA,0.461265,0.156798,0.9970573938858603,787.455,3.0,9.68445,1.0,w7_f3_c5,,0
30889,15,Lpp dotA,0.461768,0.1632849999999999,0.9907932492538951,961.645,8.0,12.7409,1.0,w7_f3_c5,,0
30890,16,Lpp dotA,0.429908,0.218698,0.9868575789094064,868.293,7.0,22.2943,1.0,w7_f3_c5,,0
30891,17,Lpp dotA,0.4440909999999999,0.200268,1.0007657047881375,774.177,5.0,7.204389999999999,1.0,w7_f3_c5,,0
31004,0,Lpp dotA,0.446565,0.223741,1.0245120592310495,237.304,1.0,1.44961,1.0,w7_f4_c2,,0
31005,1,Lpp dotA,0.444105,0.208601,0.9824742898630122,403.027,2.0,2.77697,1.0,w7_f4_c2,,0
31006,2,Lpp dotA,0.477942,0.145075,0.9930136509059382,579.425,3.0,3.71135,1.0,w7_f4_c2,,0
31007,3,Lpp dotA,0.4650859999999999,0.1373329999999999,0.9940189192567397,716.301,3.0,1.88624,1.0,w7_f4_c2,,0
31008,4,Lpp dotA,0.468897,0.143501,0.9962528489251873,743.085,2.0,2.14822,1.0,w7_f4_c2,,0
31009,5,Lpp dotA,0.47367,0.130146,0.9899021060106005,853.727,2.0,2.80316,1.0,w7_f4_c2,,0
31010,6,Lpp dotA,0.478568,0.1173109999999999,1.0131190179219667,910.169,4.0,5.27449,1.0,w7_f4_c2,,0
31011,7,Lpp dotA,0.489764,0.105057,0.9893356452732441,1002.61,0.0,0.0,0.0,w7_f4_c2,,0
31012,8,Lpp dotA,0.4726979999999999,0.12611,0.989894127690356,1000.43,0.0,0.0,0.0,w7_f4_c2,,0
31013,9,Lpp dotA,0.477939,0.101893,0.984748111132682,1053.3,2.0,3.2136,1.0,w7_f4_c2,,0
31014,10,Lpp dotA,0.4872939999999999,0.0958546,0.9978165996931005,1037.7,0.0,0.0,0.0,w7_f4_c2,,0
31015,11,Lpp dotA,0.497274,0.0765221,1.0093372941260947,1154.43,0.0,0.0,0.0,w7_f4_c2,,0
31016,12,Lpp dotA,0.482579,0.0827444,0.9948965344836298,1229.93,0.0,0.0,0.0,w7_f4_c2,,0
31017,13,Lpp dotA,0.465366,0.0936536999999999,0.980423861560187,1306.31,0.0,0.0,0.0,w7_f4_c2,,0
31018,14,Lpp dotA,0.4694399999999999,0.0985613,0.9978724479348117,1208.66,4.0,0.192117,1.0,w7_f4_c2,,0
31019,15,Lpp dotA,0.508123,0.0977782,1.0217834737074456,1279.6,2.0,2.40146,1.0,w7_f4_c2,,0
31020,16,Lpp dotA,0.478804,0.133691,0.9949763176860743,1334.84,1.0,0.751004,1.0,w7_f4_c2,,0
31021,17,Lpp dotA,0.467518,0.123556,0.9910908757270244,1288.64,0.0,0.0,0.0,w7_f4_c2,,0
31022,0,Lpp dotA,0.381742,0.359362,1.0466462924239985,221.364,3.0,5.807180000000001,1.0,w7_f4_c3,,0
31023,1,Lpp dotA,0.3361369999999999,0.418329,0.9737138406576196,347.91900000000004,2.0,1.99103,1.0,w7_f4_c3,,0
31024,2,Lpp dotA,0.365842,0.33813,0.9796398669183817,408.638,3.0,2.34907,1.0,w7_f4_c3,,0
31025,3,Lpp dotA,0.353087,0.360332,0.9862685505786342,421.8730000000001,0.0,0.0,0.0,w7_f4_c3,,0
31026,4,Lpp dotA,0.4150069999999999,0.265488,0.9914834536881048,439.669,1.0,1.89497,1.0,w7_f4_c3,,0
31027,5,Lpp dotA,0.44695,0.204242,0.9999322739855913,450.372,1.0,1.89497,1.0,w7_f4_c3,,0
31028,6,Lpp dotA,0.424382,0.245982,1.0030815336555963,477.445,1.0,0.733538,1.0,w7_f4_c3,,0
31029,7,Lpp dotA,0.4553689999999999,0.204208,0.9747889911363578,468.896,0.0,0.0,0.0,w7_f4_c3,,0
31030,8,Lpp dotA,0.4473899999999999,0.194195,0.9765752647663875,473.908,0.0,0.0,0.0,w7_f4_c3,,0
31031,9,Lpp dotA,0.459665,0.174568,1.0024804652777188,453.828,1.0,0.986784,1.0,w7_f4_c3,,0
31032,10,Lpp dotA,0.464916,0.160855,0.9970200553660168,449.79,0.0,0.0,0.0,w7_f4_c3,,0
31033,11,Lpp dotA,0.481799,0.129205,0.9725709641644725,449.687,1.0,1.26623,1.0,w7_f4_c3,,0
31034,12,Lpp dotA,0.4580619999999999,0.177894,0.9955724118080306,431.4380000000001,1.0,1.34482,1.0,w7_f4_c3,,0
31035,13,Lpp dotA,0.487168,0.1249369999999999,0.9684312115337402,401.279,2.0,1.41468,1.0,w7_f4_c3,,0
31036,14,Lpp dotA,0.4603109999999999,0.1635569999999999,1.003259314443419,409.22,3.0,2.30541,1.0,w7_f4_c3,,0
31037,15,Lpp dotA,0.4611409999999999,0.164203,0.9969353978480058,414.674,3.0,3.851080000000001,1.0,w7_f4_c3,,0
31038,16,Lpp dotA,0.447893,0.185103,0.9911448236160612,408.932,4.0,2.8119,1.0,w7_f4_c3,,0
31039,17,Lpp dotA,0.447615,0.197365,0.9784715931698313,413.0630000000001,5.0,1.37975,1.0,w7_f4_c3,,0
31040,0,Lpp dotA,0.36343,0.389588,1.0424884658999705,218.74400000000003,1.0,2.61105,1.0,w7_f4_c4,,0
31041,1,Lpp dotA,0.381412,0.338391,0.9764062281551137,292.282,0.0,0.0,0.0,w7_f4_c4,,0
31042,2,Lpp dotA,0.439502,0.232346,0.9811053059449161,321.561,0.0,0.0,0.0,w7_f4_c4,,0
31043,3,Lpp dotA,0.420117,0.264626,0.9659284497444635,322.827,0.0,0.0,0.0,w7_f4_c4,,0
31044,4,Lpp dotA,0.418688,0.271136,0.9608643196304947,328.343,0.0,0.0,0.0,w7_f4_c4,,0
31045,5,Lpp dotA,0.41639,0.250959,0.9733227010765161,322.402,0.0,0.0,0.0,w7_f4_c4,,0
31046,6,Lpp dotA,0.413852,0.25411,0.9939753421394656,328.673,0.0,0.0,0.0,w7_f4_c4,,0
31047,7,Lpp dotA,0.461297,0.196896,0.9590157567974815,331.922,0.0,0.0,0.0,w7_f4_c4,,0
31048,8,Lpp dotA,0.456596,0.1977809999999999,0.9629458945853162,337.819,0.0,0.0,0.0,w7_f4_c4,,0
31049,9,Lpp dotA,0.458739,0.217106,0.9517380115263331,319.615,0.0,0.0,0.0,w7_f4_c4,,0
31050,10,Lpp dotA,0.462729,0.2123469999999999,0.9626818141806001,347.347,0.0,0.0,0.0,w7_f4_c4,,0
31051,11,Lpp dotA,0.461875,0.236252,0.9648332927719642,346.651,0.0,0.0,0.0,w7_f4_c4,,0
31052,12,Lpp dotA,0.442159,0.265487,0.9593264396265594,315.381,0.0,0.0,0.0,w7_f4_c4,,0
31053,13,Lpp dotA,0.45236,0.238238,0.9535089036520769,288.118,0.0,0.0,0.0,w7_f4_c4,,0
31054,14,Lpp dotA,0.444046,0.248107,0.9561652418406924,294.823,0.0,0.0,0.0,w7_f4_c4,,0
31055,15,Lpp dotA,0.424509,0.265904,0.964274063679624,309.002,0.0,0.0,0.0,w7_f4_c4,,0
31056,16,Lpp dotA,0.416529,0.273703,0.9731129901668887,305.176,0.0,0.0,0.0,w7_f4_c4,,0
31057,17,Lpp dotA,0.418371,0.258527,0.9787130481610167,302.163,0.0,0.0,0.0,w7_f4_c4,,0
31058,0,Lpp dotA,0.379224,0.354311,1.0321897020400623,239.201,3.0,9.49234,1.0,w7_f4_c5,,0
31059,1,Lpp dotA,0.387131,0.320833,0.9786756749623922,367.418,13.0,23.3859,1.0,w7_f4_c5,,0
31060,2,Lpp dotA,0.405567,0.260891,0.9891346229975456,445.489,13.0,20.181,1.0,w7_f4_c5,,0
31061,3,Lpp dotA,0.389686,0.310934,0.9887704204164578,478.452,13.0,21.4123,1.0,w7_f4_c5,,0
31062,4,Lpp dotA,0.394561,0.3053659999999999,0.9914465176427121,499.72,15.0,21.6045,1.0,w7_f4_c5,,0
31063,5,Lpp dotA,0.404267,0.276125,0.9864189385342166,525.97,17.0,29.848000000000003,1.0,w7_f4_c5,,0
31064,6,Lpp dotA,0.407961,0.261992,0.9955556728510729,548.398,16.0,24.8704,1.0,w7_f4_c5,,0
31065,7,Lpp dotA,0.432307,0.210619,0.9915731968013514,569.993,9.0,22.0411,1.0,w7_f4_c5,,0
31066,8,Lpp dotA,0.407505,0.284206,0.9958169486157664,575.814,13.0,19.4999,1.0,w7_f4_c5,,0
31067,9,Lpp dotA,0.4247189999999999,0.228413,1.000979124330316,572.087,14.0,20.3208,1.0,w7_f4_c5,,0
31068,10,Lpp dotA,0.422278,0.224769,1.003314771317727,574.888,15.0,17.666,1.0,w7_f4_c5,,0
31069,11,Lpp dotA,0.433924,0.204227,1.0054445646723498,578.849,14.0,18.8711,1.0,w7_f4_c5,,0
31070,12,Lpp dotA,0.4153529999999999,0.239967,1.001842126098546,564.633,10.0,20.9582,1.0,w7_f4_c5,,0
31071,13,Lpp dotA,0.4394079999999999,0.193863,1.000955371988071,559.212,15.0,18.7489,1.0,w7_f4_c5,,0
31072,14,Lpp dotA,0.4276609999999999,0.213273,1.0062917315457496,588.696,19.0,16.0156,1.0,w7_f4_c5,,0
31073,15,Lpp dotA,0.426856,0.243503,1.006909292444116,584.972,11.0,19.9191,1.0,w7_f4_c5,,0
31074,16,Lpp dotA,0.411325,0.270514,1.0127365337415217,593.26,13.0,25.0102,1.0,w7_f4_c5,,0
31075,17,Lpp dotA,0.4097149999999999,0.2757409999999999,1.012364413713019,596.289,12.0,21.9363,1.0,w7_f4_c5,,0
31129,0,Lpp dotA,0.346173,0.5461550000000001,1.0116176984512577,249.102,5.0,9.86784,1.0,w7_f5_c2,,0
31130,1,Lpp dotA,0.346366,0.488216,0.9874447029943489,329.152,10.0,19.1506,1.0,w7_f5_c2,,0
31131,2,Lpp dotA,0.33205,0.49537,1.0009375985543936,370.289,9.0,19.9103,1.0,w7_f5_c2,,0
31132,3,Lpp dotA,0.352954,0.5113479999999999,1.0034520674048126,553.826,7.0,17.2643,1.0,w7_f5_c2,,0
31133,4,Lpp dotA,0.350655,0.482047,1.0031622642152727,515.007,7.0,24.5211,1.0,w7_f5_c2,,0
31134,5,Lpp dotA,0.355426,0.4580329999999999,1.0116517929441449,622.724,5.0,12.2518,1.0,w7_f5_c2,,0
31135,6,Lpp dotA,0.357956,0.466102,1.0166807306449828,630.936,11.0,18.2599,1.0,w7_f5_c2,,0
31136,7,Lpp dotA,0.347808,0.492648,1.0138167932424715,602.888,6.0,10.9769,1.0,w7_f5_c2,,0
31137,8,Lpp dotA,0.34928,0.476322,1.0184280734054434,556.69,4.0,14.3389,1.0,w7_f5_c2,,0
31138,9,Lpp dotA,0.357952,0.441209,1.0178228961566984,651.11,9.0,18.5218,1.0,w7_f5_c2,,0
31139,10,Lpp dotA,0.358632,0.382075,1.0078673042336839,589.3340000000001,8.0,13.9023,1.0,w7_f5_c2,,0
31140,11,Lpp dotA,0.347046,0.378735,1.004568662046863,566.035,6.0,13.5093,1.0,w7_f5_c2,,0
31141,12,Lpp dotA,0.337557,0.4457359999999999,1.0058642527765704,604.153,4.0,7.204389999999999,1.0,w7_f5_c2,,0
31142,13,Lpp dotA,0.350231,0.4307229999999999,1.0025400397200843,611.67,5.0,8.3833,1.0,w7_f5_c2,,0
31143,14,Lpp dotA,0.35438,0.414172,1.0068444694470726,601.435,7.0,16.5919,1.0,w7_f5_c2,,0
31144,15,Lpp dotA,0.364215,0.378051,1.0049437014686204,608.453,8.0,10.9594,1.0,w7_f5_c2,,0
31145,16,Lpp dotA,0.372013,0.365109,1.000110807101883,598.482,8.0,16.3736,1.0,w7_f5_c2,,0
31146,17,Lpp dotA,0.361543,0.37924,1.0000511417393307,592.3290000000001,8.0,17.9193,1.0,w7_f5_c2,,0
31147,0,Lpp dotA,0.3378469999999999,0.540763,1.006786527008925,235.951,12.0,25.115,1.0,w7_f5_c3,,0
31148,1,Lpp dotA,0.359604,0.450079,0.9900179144946014,347.389,14.0,27.5863,1.0,w7_f5_c3,,0
31149,2,Lpp dotA,0.381938,0.373247,1.0031955584964736,394.4380000000001,14.0,26.451,1.0,w7_f5_c3,,0
31150,3,Lpp dotA,0.3940369999999999,0.348461,1.0124191023385678,438.267,16.0,27.7871,1.0,w7_f5_c3,,0
31151,4,Lpp dotA,0.4222649999999999,0.279706,1.022586788463711,448.407,14.0,30.11,1.0,w7_f5_c3,,0
31152,5,Lpp dotA,0.416283,0.271969,1.0304949887832668,497.639,14.0,34.2842,1.0,w7_f5_c3,,0
31153,6,Lpp dotA,0.425747,0.249322,1.038467745840125,480.997,20.0,39.5237,1.0,w7_f5_c3,,0
31154,7,Lpp dotA,0.440155,0.226748,1.0360952857442585,489.226,14.0,27.0623,1.0,w7_f5_c3,,0
31155,8,Lpp dotA,0.438457,0.218583,1.0398315069156405,492.56,16.0,34.3802,1.0,w7_f5_c3,,0
31156,9,Lpp dotA,0.435347,0.21335,1.0440034860638143,487.73800000000006,12.0,31.8303,1.0,w7_f5_c3,,0
31157,10,Lpp dotA,0.441774,0.17647,1.034473297719533,467.043,11.0,30.6252,1.0,w7_f5_c3,,0
31158,11,Lpp dotA,0.4299699999999999,0.192014,1.0366440180113297,423.138,12.0,29.6384,1.0,w7_f5_c3,,0
31159,12,Lpp dotA,0.423378,0.205726,1.0381611013379384,427.125,11.0,22.5738,1.0,w7_f5_c3,,0
31160,13,Lpp dotA,0.428629,0.207298,1.033020771130227,432.056,13.0,35.4456,1.0,w7_f5_c3,,0
31161,14,Lpp dotA,0.431465,0.212425,1.0353125353044657,394.811,11.0,25.1761,1.0,w7_f5_c3,,0
31162,15,Lpp dotA,0.434812,0.19921,1.0351995610141862,416.402,19.0,25.8922,1.0,w7_f5_c3,,0
31163,16,Lpp dotA,0.439723,0.199796,1.0441810170913963,419.29,15.0,30.6864,1.0,w7_f5_c3,,0
31164,17,Lpp dotA,0.440555,0.186725,1.045811074708284,403.729,9.0,33.4983,1.0,w7_f5_c3,,0
31165,0,Lpp dotA,0.330768,0.528918,1.0341187395126825,242.33,0.0,0.0,0.0,w7_f5_c4,,0
31166,1,Lpp dotA,0.341577,0.5199229999999999,0.9793647604411596,336.895,0.0,0.0,0.0,w7_f5_c4,,0
31167,2,Lpp dotA,0.367176,0.501799,0.9865165000461577,498.907,0.0,0.0,0.0,w7_f5_c4,,0
