,t,bact,mito_frag,mito_pot,annexin,hoechst,leg_n,leg_area,infected,cell_lbl,well_id,growth
27147,16,Lpp dotA,0.409285,0.302132,0.9979017939243978,614.174,5.0,13.3958,1.0,w6_f1_c4,,0
27148,17,Lpp dotA,0.3926699999999999,0.3160969999999999,0.9959874943574141,682.595,6.0,13.1251,1.0,w6_f1_c4,,0
29800,0,Lpp dotA,0.452743,0.204124,1.0445358838738024,212.691,4.0,10.7673,1.0,w6_f20_c1,,0
29801,1,Lpp dotA,0.460081,0.161598,0.9771617351335823,316.867,5.0,14.0595,1.0,w6_f20_c1,,0
29802,2,Lpp dotA,0.45163,0.178027,0.9783023809926154,417.745,4.0,10.2521,1.0,w6_f20_c1,,0
29803,3,Lpp dotA,0.467172,0.133813,0.978902276222181,464.907,4.0,12.7671,1.0,w6_f20_c1,,0
29804,4,Lpp dotA,0.47052,0.13027,0.9742552005001943,515.438,5.0,9.25656,1.0,w6_f20_c1,,0
29805,5,Lpp dotA,0.4794449999999999,0.117249,0.9824678506852325,553.746,11.0,9.37008,1.0,w6_f20_c1,,0
29806,6,Lpp dotA,0.485214,0.0983525,0.9866840157493622,568.0509999999999,12.0,14.9065,1.0,w6_f20_c1,,0
29807,7,Lpp dotA,0.472708,0.131731,1.0065650506108792,589.389,4.0,11.0642,1.0,w6_f20_c1,,0
29808,8,Lpp dotA,0.471721,0.1443,1.0265136793010798,600.115,6.0,12.5313,1.0,w6_f20_c1,,0
29809,9,Lpp dotA,0.482135,0.115196,1.0025178701184583,585.732,12.0,11.2651,1.0,w6_f20_c1,,0
29810,10,Lpp dotA,0.466177,0.1498,1.0346164895145074,607.06,10.0,9.57093,1.0,w6_f20_c1,,0
29811,11,Lpp dotA,0.466728,0.1530109999999999,1.0353177754870981,616.72,13.0,16.1815,1.0,w6_f20_c1,,0
29812,12,Lpp dotA,0.462421,0.1592609999999999,1.0660476198523074,590.7,9.0,14.9764,1.0,w6_f20_c1,,0
29813,13,Lpp dotA,0.475664,0.154024,1.0664447335958227,656.3389999999999,8.0,11.1865,1.0,w6_f20_c1,,0
29814,14,Lpp dotA,0.470966,0.148732,1.0920289977525053,660.323,8.0,14.9589,1.0,w6_f20_c1,,0
29815,15,Lpp dotA,0.4833189999999999,0.159349,1.086722882200855,654.361,7.0,13.0902,1.0,w6_f20_c1,,0
29816,16,Lpp dotA,0.479627,0.140262,1.2700119979045914,694.5830000000001,7.0,8.60161,1.0,w6_f20_c1,,0
29817,17,Lpp dotA,0.472606,0.152626,1.3112104364871489,701.834,9.0,14.6533,1.0,w6_f20_c1,,0
29818,0,Lpp dotA,0.359501,0.446424,1.0108348149152109,216.642,5.0,5.07364,1.0,w6_f20_c2,,0
29819,1,Lpp dotA,0.377113,0.415356,0.9904886429773018,283.581,2.0,2.63725,1.0,w6_f20_c2,,0
29820,2,Lpp dotA,0.394517,0.331021,0.998676542107487,377.401,5.0,10.1298,1.0,w6_f20_c2,,0
29821,3,Lpp dotA,0.4147479999999999,0.2906,1.0031093287836146,336.139,8.0,14.2167,1.0,w6_f20_c2,,0
29822,4,Lpp dotA,0.416538,0.275211,1.0064578367044303,325.526,9.0,17.8494,1.0,w6_f20_c2,,0
29823,5,Lpp dotA,0.4253409999999999,0.270634,1.0107710338119573,325.451,8.0,14.8716,1.0,w6_f20_c2,,0
29824,6,Lpp dotA,0.428852,0.263047,1.0130113450637412,330.746,6.0,17.2993,1.0,w6_f20_c2,,0
29825,7,Lpp dotA,0.440766,0.245227,1.023742515686165,330.474,11.0,14.0071,1.0,w6_f20_c2,,0
29826,8,Lpp dotA,0.4444439999999999,0.2218909999999999,1.0360124054245827,303.612,9.0,17.9193,1.0,w6_f20_c2,,0
29827,9,Lpp dotA,0.442759,0.2151159999999999,1.035007853048338,388.423,11.0,15.544,1.0,w6_f20_c2,,0
29828,10,Lpp dotA,0.457472,0.188174,1.0707252708703727,330.249,5.0,11.2913,1.0,w6_f20_c2,,0
29829,11,Lpp dotA,0.447549,0.2163469999999999,1.0715225346610433,296.101,6.0,10.8634,1.0,w6_f20_c2,,0
29830,12,Lpp dotA,0.462579,0.188296,1.1715871130280875,273.519,6.0,12.3304,1.0,w6_f20_c2,,0
29831,13,Lpp dotA,0.452383,0.201712,1.1816326367905348,295.316,5.0,8.90725,1.0,w6_f20_c2,,0
29832,14,Lpp dotA,0.448086,0.215385,1.3064682011337092,273.117,5.0,7.71962,1.0,w6_f20_c2,,0
29833,15,Lpp dotA,0.46219,0.229598,1.3082859625764376,285.45,3.0,5.90324,1.0,w6_f20_c2,,0
29834,16,Lpp dotA,0.448677,0.229829,1.395084071466726,281.61,3.0,6.566910000000001,1.0,w6_f20_c2,,0
29835,17,Lpp dotA,0.445862,0.219378,1.5748112477975584,282.742,4.0,1.84258,1.0,w6_f20_c2,,0
29846,0,Lpp dotA,0.343289,0.885351,1.0475084268282273,230.083,14.0,35.8823,1.0,w6_f20_c4,,0
29847,1,Lpp dotA,0.3618929999999999,0.7469319999999999,0.9873474698820115,308.47,14.0,27.2981,1.0,w6_f20_c4,,0
29848,2,Lpp dotA,0.350135,0.594068,0.9651441032897613,340.605,5.0,18.5218,1.0,w6_f20_c4,,0
29849,3,Lpp dotA,0.349468,0.713443,0.9417378279866412,383.49300000000005,12.0,16.7928,1.0,w6_f20_c4,,0
29850,4,Lpp dotA,0.345253,0.7493479999999999,0.9870680846330353,407.221,9.0,22.8445,1.0,w6_f20_c4,,0
29851,5,Lpp dotA,0.349662,0.699917,0.972330512749539,411.881,7.0,19.6047,1.0,w6_f20_c4,,0
29852,6,Lpp dotA,0.355595,0.667726,0.968838197137336,407.402,3.0,17.701,1.0,w6_f20_c4,,0
29853,7,Lpp dotA,0.344657,0.711935,0.9616750697816397,389.548,11.0,24.3989,1.0,w6_f20_c4,,0
29854,8,Lpp dotA,0.3370309999999999,0.810404,0.9499408893246379,367.448,13.0,28.6779,1.0,w6_f20_c4,,0
29855,9,Lpp dotA,0.344184,0.662403,1.0336245320943807,485.984,10.0,24.3465,1.0,w6_f20_c4,,0
29856,10,Lpp dotA,0.331407,0.721765,1.2274713306757243,362.072,14.0,20.7923,1.0,w6_f20_c4,,0
29857,11,Lpp dotA,0.3517,0.699261,1.278288403183957,312.697,7.0,9.68445,1.0,w6_f20_c4,,0
29858,12,Lpp dotA,0.345126,0.668794,1.30811277851217,304.345,9.0,12.0772,1.0,w6_f20_c4,,0
29859,13,Lpp dotA,0.356103,0.618429,1.317906783629059,332.468,4.0,5.6237900000000005,1.0,w6_f20_c4,,0
29860,14,Lpp dotA,0.3563489999999999,0.604572,1.3462333435947051,326.517,5.0,7.22186,1.0,w6_f20_c4,,0
29861,15,Lpp dotA,0.360498,0.589334,1.331449207503046,331.67400000000004,5.0,8.252310000000001,1.0,w6_f20_c4,,0
29862,16,Lpp dotA,0.373395,0.536755,1.3234789672058629,377.723,5.0,5.5976,1.0,w6_f20_c4,,0
29863,17,Lpp dotA,0.368087,0.562787,1.2913729456776775,328.434,8.0,9.9639,1.0,w6_f20_c4,,0
29864,0,Lpp dotA,0.371338,0.428463,1.0265692478585802,262.846,11.0,18.7402,1.0,w6_f20_c5,,0
29865,1,Lpp dotA,0.401559,0.421389,0.9838681028517802,456.94,6.0,10.8284,1.0,w6_f20_c5,,0
29866,2,Lpp dotA,0.354431,0.5558569999999999,0.9895626492896399,557.1709999999999,3.0,12.7496,1.0,w6_f20_c5,,0
29867,3,Lpp dotA,0.381025,0.559423,0.991606641516637,592.686,4.0,8.77626,1.0,w6_f20_c5,,0
29868,4,Lpp dotA,0.376709,0.523688,0.9933006895491288,616.4,9.0,9.92023,1.0,w6_f20_c5,,0
29869,5,Lpp dotA,0.386247,0.467896,0.9953605883304216,651.966,6.0,13.9285,1.0,w6_f20_c5,,0
29870,6,Lpp dotA,0.380105,0.4155899999999999,0.9930939043432847,644.317,13.0,12.3042,1.0,w6_f20_c5,,0
29871,7,Lpp dotA,0.390882,0.438094,0.9974045805574188,680.2610000000001,5.0,3.75502,1.0,w6_f20_c5,,0
29872,8,Lpp dotA,0.376346,0.5022840000000001,1.0000371152933567,603.3430000000001,6.0,11.9986,1.0,w6_f20_c5,,0
29873,9,Lpp dotA,0.3703639999999999,0.460135,0.9922508569656128,710.9889999999999,5.0,14.924,1.0,w6_f20_c5,,0
29874,10,Lpp dotA,0.3760409999999999,0.4533069999999999,1.0036081367327407,584.154,9.0,12.1121,1.0,w6_f20_c5,,0
29875,11,Lpp dotA,0.372281,0.483602,0.9941755500353922,518.443,6.0,14.9764,1.0,w6_f20_c5,,0
29876,12,Lpp dotA,0.379384,0.410628,0.993714259960817,457.206,6.0,14.2778,1.0,w6_f20_c5,,0
29877,13,Lpp dotA,0.388507,0.444568,0.9987964040582923,495.854,9.0,18.548,1.0,w6_f20_c5,,0
29878,14,Lpp dotA,0.390673,0.417971,1.0081971776470495,465.482,6.0,14.7406,1.0,w6_f20_c5,,0
29879,15,Lpp dotA,0.389556,0.443863,1.0237856008568331,497.969,6.0,15.7536,1.0,w6_f20_c5,,0
29880,16,Lpp dotA,0.395925,0.4180109999999999,1.01995212127157,536.49,6.0,13.8062,1.0,w6_f20_c5,,0
29881,17,Lpp dotA,0.397925,0.386917,1.027738379599314,490.944,11.0,13.4831,1.0,w6_f20_c5,,0
29882,0,Lpp dotA,0.339698,0.537745,1.015308544097474,300.54,1.0,1.40595,1.0,w6_f20_c6,,0
29883,1,Lpp dotA,0.362279,0.440166,0.9860632266342588,490.927,2.0,1.7377900000000002,1.0,w6_f20_c6,,0
29884,2,Lpp dotA,0.376386,0.353056,0.9986282292682672,570.747,10.0,15.3082,1.0,w6_f20_c6,,0
29885,3,Lpp dotA,0.383729,0.35264,1.0054271005565318,640.572,14.0,16.6269,1.0,w6_f20_c6,,0
29886,4,Lpp dotA,0.372169,0.382035,1.011498359612566,701.405,12.0,12.5837,1.0,w6_f20_c6,,0
29887,5,Lpp dotA,0.3834889999999999,0.358055,1.0188136008720914,787.227,13.0,11.6406,1.0,w6_f20_c6,,0
29888,6,Lpp dotA,0.37339,0.3638429999999999,1.017952984253324,735.617,14.0,15.6401,1.0,w6_f20_c6,,0
29889,7,Lpp dotA,0.382295,0.3518989999999999,1.0213485080037343,766.265,6.0,8.121319999999999,1.0,w6_f20_c6,,0
29890,8,Lpp dotA,0.368379,0.413976,1.0229680320045065,662.3810000000001,4.0,10.5315,1.0,w6_f20_c6,,0
29891,9,Lpp dotA,0.383291,0.334529,1.014580931865243,745.985,6.0,6.767760000000001,1.0,w6_f20_c6,,0
29892,10,Lpp dotA,0.373956,0.388119,1.0376063383110008,678.377,10.0,6.881289999999999,1.0,w6_f20_c6,,0
29893,11,Lpp dotA,0.391888,0.310781,1.0408766814623178,599.869,13.0,14.3564,1.0,w6_f20_c6,,0
29894,12,Lpp dotA,0.389753,0.299537,1.0377549902724241,563.934,8.0,15.4392,1.0,w6_f20_c6,,0
29895,13,Lpp dotA,0.39966,0.292004,1.0455709539283236,634.596,9.0,12.802,1.0,w6_f20_c6,,0
29896,14,Lpp dotA,0.395107,0.278077,1.0476442576008094,627.696,12.0,16.4784,1.0,w6_f20_c6,,0
29897,15,Lpp dotA,0.400121,0.279567,1.054936027498005,687.0319999999999,11.0,14.9327,1.0,w6_f20_c6,,0
29898,16,Lpp dotA,0.4222899999999999,0.230551,1.053027023361829,670.929,12.0,17.3691,1.0,w6_f20_c6,,0
29899,17,Lpp dotA,0.414139,0.2311349999999999,1.0668673033491025,595.288,11.0,20.8622,1.0,w6_f20_c6,,0
29900,0,Lpp dotA,0.365817,0.372718,1.0418762887159554,220.529,3.0,0.5763520000000001,1.0,w6_f20_c7,,0
29901,1,Lpp dotA,0.431709,0.226706,0.978636936880497,340.556,2.0,1.7377900000000002,1.0,w6_f20_c7,,0
29902,2,Lpp dotA,0.431034,0.210888,0.9794867744035475,418.31,2.0,2.72457,1.0,w6_f20_c7,,0
29903,3,Lpp dotA,0.44401,0.204247,0.9800015798261646,486.177,1.0,1.6068,1.0,w6_f20_c7,,0
29904,4,Lpp dotA,0.450151,0.169987,0.9760710812820561,444.968,1.0,0.0785934,1.0,w6_f20_c7,,0
29905,5,Lpp dotA,0.467096,0.159122,0.9800587804286777,451.087,4.0,0.209582,1.0,w6_f20_c7,,0
29906,6,Lpp dotA,0.484407,0.118326,0.9797400913575338,430.415,2.0,4.907719999999999,1.0,w6_f20_c7,,0
29907,7,Lpp dotA,0.477552,0.115116,0.9789065968637727,436.964,1.0,1.5806,1.0,w6_f20_c7,,0
29908,8,Lpp dotA,0.447996,0.1703869999999999,0.979846321047915,429.087,1.0,1.64173,1.0,w6_f20_c7,,0
29909,9,Lpp dotA,0.477626,0.1218609999999999,0.9827390372321445,394.257,11.0,1.7028599999999998,1.0,w6_f20_c7,,0
29910,10,Lpp dotA,0.425468,0.204277,0.9923242239103965,410.344,2.0,3.05641,1.0,w6_f20_c7,,0
29911,11,Lpp dotA,0.454424,0.150441,0.999596871944194,401.297,2.0,2.57612,1.0,w6_f20_c7,,0
29912,12,Lpp dotA,0.446885,0.163224,1.0053496182540742,377.068,1.0,2.05216,1.0,w6_f20_c7,,0
29913,13,Lpp dotA,0.465754,0.135697,1.0024814166137788,404.272,3.0,2.82063,1.0,w6_f20_c7,,0
29914,14,Lpp dotA,0.468814,0.129278,1.010309727643417,407.584,4.0,1.84258,1.0,w6_f20_c7,,0
29915,15,Lpp dotA,0.4857,0.123915,1.1657237646712737,390.227,3.0,1.75525,1.0,w6_f20_c7,,0
29916,16,Lpp dotA,0.474027,0.122964,1.0140441098360522,408.1230000000001,4.0,2.65471,1.0,w6_f20_c7,,0
29917,17,Lpp dotA,0.4675859999999999,0.149919,1.0392042034271334,402.961,2.0,1.99977,1.0,w6_f20_c7,,0
29918,0,Lpp dotA,0.339258,0.6532600000000001,1.033577076847584,478.825,3.0,4.907719999999999,1.0,w6_f20_c8,,0
29919,1,Lpp dotA,0.346491,0.600831,0.9788353403962643,532.4540000000001,3.0,4.50602,1.0,w6_f20_c8,,0
29920,2,Lpp dotA,0.354286,0.494791,0.987587582756152,703.895,3.0,7.35285,1.0,w6_f20_c8,,0
29921,3,Lpp dotA,0.34952,0.5856319999999999,0.9609366829966778,282.552,4.0,6.25254,1.0,w6_f20_c8,,0
29922,4,Lpp dotA,0.363178,0.465208,0.9592634601925816,307.08,6.0,15.2559,1.0,w6_f20_c8,,0
29923,5,Lpp dotA,0.372772,0.439487,0.9637119804361641,317.783,7.0,11.6493,1.0,w6_f20_c8,,0
29924,6,Lpp dotA,0.362958,0.457953,0.9650473409432794,331.74,7.0,13.2736,1.0,w6_f20_c8,,0
29925,7,Lpp dotA,0.36365,0.460662,0.9625857727795609,326.954,6.0,9.54473,1.0,w6_f20_c8,,0
29926,8,Lpp dotA,0.367226,0.425051,0.9648140550715545,304.96,6.0,11.2039,1.0,w6_f20_c8,,0
29927,9,Lpp dotA,0.353446,0.462879,0.9633338964371617,416.525,7.0,11.169,1.0,w6_f20_c8,,0
29928,10,Lpp dotA,0.391187,0.308755,0.9653047598362173,293.966,7.0,11.1952,1.0,w6_f20_c8,,0
29929,11,Lpp dotA,0.380876,0.34028,0.9603574904875675,267.923,5.0,13.5181,1.0,w6_f20_c8,,0
29930,12,Lpp dotA,0.386001,0.31015,0.9650392966028751,252.573,7.0,9.22163,1.0,w6_f20_c8,,0
29931,13,Lpp dotA,0.383236,0.320079,0.9638567785634418,279.118,7.0,11.8239,1.0,w6_f20_c8,,0
29932,14,Lpp dotA,0.391176,0.317455,0.9664470561736291,286.594,8.0,12.5749,1.0,w6_f20_c8,,0
29933,15,Lpp dotA,0.384412,0.328292,0.9676858845958926,288.122,15.0,9.5622,1.0,w6_f20_c8,,0
29934,16,Lpp dotA,0.377233,0.362319,0.9733410559001215,308.502,7.0,14.4088,1.0,w6_f20_c8,,0
29935,17,Lpp dotA,0.389108,0.307459,0.9719976510526019,280.289,9.0,9.52727,1.0,w6_f20_c8,,0
29966,0,Lpp dotA,0.376263,0.34409,1.0210213079621615,216.981,3.0,5.37055,1.0,w6_f21_c1,,1
29967,1,Lpp dotA,0.406834,0.3013909999999999,0.9835596991495924,321.12,2.0,1.91244,1.0,w6_f21_c1,,1
29968,2,Lpp dotA,0.41783,0.279479,0.9954189928882458,304.725,5.0,9.71065,1.0,w6_f21_c1,,1
29969,3,Lpp dotA,0.383236,0.343152,0.9963362863265945,368.046,5.0,8.3047,1.0,w6_f21_c1,,1
29970,4,Lpp dotA,0.427048,0.262102,0.9956401261278477,429.109,4.0,9.74558,1.0,w6_f21_c1,,1
29971,5,Lpp dotA,0.4648199999999999,0.203292,1.1864535415443835,1089.87,2.0,3.78122,1.0,w6_f21_c1,,1
29972,6,Lpp dotA,0.466409,0.182534,1.5000941863798303,1706.96,10.0,5.53647,1.0,w6_f21_c1,,1
29973,7,Lpp dotA,0.468404,0.243344,1.7201135696637955,2600.15,5.0,3.59783,1.0,w6_f21_c1,,1
29974,8,Lpp dotA,0.506694,0.162128,5.17681104028174,4189.08,3.0,1.72032,1.0,w6_f21_c1,,1
29975,9,Lpp dotA,0.5149239999999999,0.127,7.284972494847049,4492.44,3.0,1.44961,1.0,w6_f21_c1,,1
29976,10,Lpp dotA,0.5177350000000001,0.121826,7.910795943160567,4718.8,2.0,1.7377900000000002,1.0,w6_f21_c1,,1
29977,11,Lpp dotA,0.517853,0.0998233,8.174050969846707,4721.64,4.0,1.78145,1.0,w6_f21_c1,,1
29978,12,Lpp dotA,0.515101,0.1081329999999999,8.425667836033798,4904.22,5.0,2.3578,1.0,w6_f21_c1,,1
29979,13,Lpp dotA,0.5119020000000001,0.0897008,8.52869954544834,4888.28,3.0,1.85131,1.0,w6_f21_c1,,1
29980,14,Lpp dotA,0.511501,0.0913467,8.696842708745681,4958.23,4.0,1.88624,1.0,w6_f21_c1,,1
29981,15,Lpp dotA,0.5139699999999999,0.0849005,8.862692638447152,4934.83,3.0,0.978051,1.0,w6_f21_c1,,1
29982,16,Lpp dotA,0.5139560000000001,0.0927414999999999,8.768997665815805,5044.22,5.0,1.6068,1.0,w6_f21_c1,,1
29983,17,Lpp dotA,0.5101829999999999,0.0918706,8.578331672559003,4993.35,2.0,1.5544,1.0,w6_f21_c1,,1
29984,0,Lpp dotA,0.247042,0.736271,1.0363744208788215,205.852,2.0,3.65896,1.0,w6_f21_c2,,1
29985,1,Lpp dotA,0.278535,0.6633399999999999,0.98080283428718,403.30300000000005,9.0,11.7977,1.0,w6_f21_c2,,1
29986,2,Lpp dotA,0.291986,0.611449,0.9828227448339986,573.091,6.0,11.8851,1.0,w6_f21_c2,,1
29987,3,Lpp dotA,0.311662,0.544536,0.9859407813526989,719.435,6.0,7.073410000000001,1.0,w6_f21_c2,,1
29988,4,Lpp dotA,0.331051,0.5098520000000001,0.9839609483960949,873.2610000000001,2.0,4.03446,1.0,w6_f21_c2,,1
29989,5,Lpp dotA,0.318358,0.539651,0.9937799579986855,1044.45,3.0,4.10432,1.0,w6_f21_c2,,1
29990,6,Lpp dotA,0.320292,0.520463,0.9897561679411341,1116.43,2.0,2.82063,1.0,w6_f21_c2,,1
29991,7,Lpp dotA,0.320315,0.540089,0.9998076275669696,1277.38,2.0,2.06963,1.0,w6_f21_c2,,1
29992,8,Lpp dotA,0.49906,0.186241,1.8346719248465029,1809.21,1.0,0.427897,1.0,w6_f21_c2,,1
29993,9,Lpp dotA,0.519897,0.0488238,2.6793792782827555,2058.79,1.0,1.16144,1.0,w6_f21_c2,,1
29994,10,Lpp dotA,0.519408,0.0950872,4.873338783885603,522.971,2.0,2.58485,1.0,w6_f21_c2,,1
29995,11,Lpp dotA,0.52046,0.1044869999999999,5.481091392936725,406.204,2.0,1.69412,1.0,w6_f21_c2,,1
29996,12,Lpp dotA,0.518406,0.124732,5.813062088202762,690.671,2.0,2.66344,1.0,w6_f21_c2,,1
29997,13,Lpp dotA,0.512917,0.085636,6.006773112746277,798.775,2.0,2.7333,1.0,w6_f21_c2,,1
29998,14,Lpp dotA,0.518239,0.0849162,6.009786947530419,909.211,2.0,2.80316,1.0,w6_f21_c2,,1
29999,15,Lpp dotA,0.518753,0.0795974,6.274531492970391,956.057,3.0,2.44513,1.0,w6_f21_c2,,1
30000,16,Lpp dotA,0.507981,0.116265,6.060837781945848,1233.81,3.0,4.15672,1.0,w6_f21_c2,,1
30001,17,Lpp dotA,0.5093340000000001,0.122251,6.1562464932108565,1287.42,3.0,3.72009,1.0,w6_f21_c2,,1
30003,0,Lpp dotA,0.359412,0.377623,1.0380882067223627,248.12,6.0,7.22186,1.0,w6_f21_c4,,0
30004,1,Lpp dotA,0.388663,0.360263,0.9781775791723336,433.725,6.0,5.1784300000000005,1.0,w6_f21_c4,,0
30005,2,Lpp dotA,0.413413,0.287721,0.9837342141053041,521.755,10.0,15.2384,1.0,w6_f21_c4,,0
30006,3,Lpp dotA,0.422768,0.266829,0.9928502040023316,518.148,11.0,15.9195,1.0,w6_f21_c4,,0
30007,4,Lpp dotA,0.4231359999999999,0.24868,1.0004662910433264,538.7959999999999,9.0,20.1112,1.0,w6_f21_c4,,0
30008,5,Lpp dotA,0.4257479999999999,0.243058,1.007515057314941,529.457,16.0,22.9667,1.0,w6_f21_c4,,0
30009,6,Lpp dotA,0.413814,0.245092,1.0202292597629687,485.349,14.0,34.5287,1.0,w6_f21_c4,,0
30010,7,Lpp dotA,0.4302689999999999,0.23771,1.0350961725276862,556.26,15.0,25.7874,1.0,w6_f21_c4,,0
30011,8,Lpp dotA,0.447183,0.190235,1.034971828249466,564.066,14.0,30.1973,1.0,w6_f21_c4,,0
30012,9,Lpp dotA,0.453547,0.171477,1.1163318437925007,578.141,11.0,24.4163,1.0,w6_f21_c4,,0
30013,10,Lpp dotA,0.452293,0.178929,1.2779250048571986,576.5880000000001,18.0,26.0057,1.0,w6_f21_c4,,0
30014,11,Lpp dotA,0.440471,0.18516,1.2785156401787452,570.887,15.0,25.4031,1.0,w6_f21_c4,,0
30015,12,Lpp dotA,0.450942,0.175336,1.2136700990868468,583.766,10.0,22.2419,1.0,w6_f21_c4,,0
30016,13,Lpp dotA,0.456183,0.154683,1.23134252962891,566.4259999999999,15.0,28.9049,1.0,w6_f21_c4,,0
30017,14,Lpp dotA,0.463305,0.143317,1.284064503594327,565.314,18.0,29.7607,1.0,w6_f21_c4,,0
30018,15,Lpp dotA,0.47448,0.128526,1.2015154458908102,583.028,14.0,28.6691,1.0,w6_f21_c4,,0
30019,16,Lpp dotA,0.464805,0.143334,1.2247445113658444,569.189,15.0,30.0925,1.0,w6_f21_c4,,0
30020,17,Lpp dotA,0.463826,0.143428,1.2268272780260348,575.625,17.0,31.9526,1.0,w6_f21_c4,,0
30021,0,Lpp dotA,0.3921159999999999,0.335996,1.0379022981160049,261.581,1.0,1.30116,1.0,w6_f21_c5,,0
30022,1,Lpp dotA,0.431932,0.2271679999999999,0.9751859710115288,318.908,5.0,11.8763,1.0,w6_f21_c5,,0
30023,2,Lpp dotA,0.459197,0.1792119999999999,0.986911730872466,383.258,8.0,22.4166,1.0,w6_f21_c5,,0
30024,3,Lpp dotA,0.464042,0.160882,0.9953321915181879,422.076,11.0,25.6564,1.0,w6_f21_c5,,0
30025,4,Lpp dotA,0.472525,0.146483,1.013798921240318,432.774,6.0,21.4647,1.0,w6_f21_c5,,0
30026,5,Lpp dotA,0.474419,0.139371,1.0326797719778111,422.733,10.0,20.0675,1.0,w6_f21_c5,,0
30027,6,Lpp dotA,0.4650109999999999,0.160733,1.0447736394079603,379.7,9.0,21.1853,1.0,w6_f21_c5,,0
30028,7,Lpp dotA,0.479504,0.138364,1.074904777729492,396.054,9.0,22.1022,1.0,w6_f21_c5,,0
30029,8,Lpp dotA,0.485297,0.117219,1.0894450267133617,421.548,9.0,20.6526,1.0,w6_f21_c5,,0
30030,9,Lpp dotA,0.4897399999999999,0.111017,1.0919911040670773,411.684,8.0,21.3075,1.0,w6_f21_c5,,0
30031,10,Lpp dotA,0.4746359999999999,0.127219,1.1121526623891205,434.631,10.0,21.8315,1.0,w6_f21_c5,,0
30032,11,Lpp dotA,0.4768229999999999,0.130321,1.0829264551752344,454.855,10.0,19.9016,1.0,w6_f21_c5,,0
30033,12,Lpp dotA,0.475023,0.132906,1.1038318975433932,440.589,7.0,23.5256,1.0,w6_f21_c5,,0
30034,13,Lpp dotA,0.481091,0.114851,1.102796595004985,432.181,10.0,23.2374,1.0,w6_f21_c5,,0
30035,14,Lpp dotA,0.482672,0.1203829999999999,1.106891791712467,402.184,12.0,23.7003,1.0,w6_f21_c5,,0
30036,15,Lpp dotA,0.487479,0.115102,1.1136020859428921,395.204,7.0,20.0675,1.0,w6_f21_c5,,0
30037,16,Lpp dotA,0.48127,0.124114,1.1319997954957948,366.783,8.0,18.9061,1.0,w6_f21_c5,,0
30038,17,Lpp dotA,0.47615,0.128386,1.1161865078350672,363.067,10.0,16.5046,1.0,w6_f21_c5,,0
30039,0,Lpp dotA,0.491714,0.1580089999999999,0.600248066366672,553.382,1.0,1.04791,1.0,w6_f21_c6,,1
30040,1,Lpp dotA,0.490785,0.150865,1.1578146851483642,716.421,2.0,3.16993,1.0,w6_f21_c6,,1
30041,2,Lpp dotA,0.4821319999999999,0.174374,1.2419372484849638,892.186,2.0,3.5891,1.0,w6_f21_c6,,1
30042,3,Lpp dotA,0.474747,0.189827,1.2019445739347179,912.272,3.0,4.06066,1.0,w6_f21_c6,,1
30043,4,Lpp dotA,0.484917,0.165642,1.4255372789283913,1107.67,2.0,3.4668400000000004,1.0,w6_f21_c6,,1
30044,5,Lpp dotA,0.489957,0.149673,1.2965570386155851,1159.33,2.0,2.99528,1.0,w6_f21_c6,,1
30045,6,Lpp dotA,0.491376,0.153047,1.4530196074700559,1199.82,2.0,3.5716300000000003,1.0,w6_f21_c6,,1
30046,7,Lpp dotA,0.497663,0.138865,1.2408312958435208,1246.49,3.0,4.2964400000000005,1.0,w6_f21_c6,,1
30047,8,Lpp dotA,0.493804,0.142414,1.2034548533483014,1276.98,2.0,3.09134,1.0,w6_f21_c6,,1
30048,9,Lpp dotA,0.495327,0.127738,1.1468621864089124,1292.75,1.0,1.72032,1.0,w6_f21_c6,,1
30049,10,Lpp dotA,0.488598,0.189883,1.335146461427226,1477.17,2.0,2.1394900000000003,1.0,w6_f21_c6,,1
30050,11,Lpp dotA,0.489374,0.193226,1.2758293455614433,1506.76,2.0,2.47133,1.0,w6_f21_c6,,1
30051,12,Lpp dotA,0.4871109999999999,0.1967529999999999,1.3038111365863405,1505.83,3.0,3.43191,1.0,w6_f21_c6,,1
30052,13,Lpp dotA,0.490381,0.181694,1.289624023669765,1507.0,2.0,2.55865,1.0,w6_f21_c6,,1
30053,14,Lpp dotA,0.487163,0.183938,1.2992921903094763,1515.56,2.0,2.46259,1.0,w6_f21_c6,,1
30054,15,Lpp dotA,0.487817,0.185258,1.2757579937781245,1527.62,3.0,3.64149,1.0,w6_f21_c6,,1
30055,16,Lpp dotA,0.488271,0.18832,1.318271764672305,1511.25,3.0,3.60656,1.0,w6_f21_c6,,1
30056,17,Lpp dotA,0.488422,0.179641,1.286115894323252,1515.43,4.0,4.45363,1.0,w6_f21_c6,,1
30118,0,Lpp dotA,0.421102,0.262361,1.039089705233214,245.311,11.0,20.8884,1.0,w6_f22_c4,,0
30119,1,Lpp dotA,0.399996,0.264084,0.9793516111628819,403.165,12.0,13.1338,1.0,w6_f22_c4,,0
30120,2,Lpp dotA,0.398331,0.280271,0.9815586836039041,518.047,7.0,13.3521,1.0,w6_f22_c4,,0
30121,3,Lpp dotA,0.424279,0.2160659999999999,1.0027206134795867,599.391,9.0,16.3649,1.0,w6_f22_c4,,0
