,row,col,plane,t,field,n,x,y,bbox,pos_x_um,pos_y_um,compound,bacteria,intensity_whole_cell_egfp_mean,number_of_spots-_per_cell_,bacterial__area_[um²]-_sum_per_cell_,infected_cells,non_infected_cells,well_id,cell_lbl,growth
38671,3,7,1,9,3,23,1994,432,_1943_382_2031_487_,-513.87,1062.2,N_V_KCl,NI,138.889,0,0.0,0,1,5,w5_f3_c23,0
33008,3,7,1,10,3,23,196,422,_158_374_282_513_,-771.49,1061.74,N_V_KCl,NI,163.751,0,0.0,0,1,5,w5_f3_c23,0
33365,3,7,1,11,3,23,411,449,_336_406_477_519_,-743.38,1058.44,N_V_KCl,NI,146.301,0,0.0,0,1,5,w5_f3_c23,0
33720,3,7,1,12,3,23,1952,458,_1821_410_2000_574_,-521.38,1055.96,N_V_KCl,NI,138.694,0,0.0,0,1,5,w5_f3_c23,0
34058,3,7,1,13,3,23,1972,454,_1899_418_1999_523_,-518.92,1057.42,N_V_KCl,NI,151.227,0,0.0,0,1,5,w5_f3_c23,0
34397,3,7,1,14,3,23,1967,450,_1874_415_1996_525_,-520.19,1057.85,N_V_KCl,NI,143.813,0,0.0,0,1,5,w5_f3_c23,0
34750,3,7,1,15,3,23,1961,450,_1882_415_1992_516_,-520.28,1058.41,N_V_KCl,NI,145.163,0,0.0,0,1,5,w5_f3_c23,0
35096,3,7,1,16,3,23,1956,450,_1886_410_1989_521_,-520.68,1058.14,N_V_KCl,NI,144.596,0,0.0,0,1,5,w5_f3_c23,0
35439,3,7,1,17,3,23,1486,480,_1417_411_1565_522_,-586.11,1057.02,N_V_KCl,NI,150.57,0,0.0,0,1,5,w5_f3_c23,0
35776,3,7,1,18,3,23,1805,467,_1770_429_1834_500_,-540.92,1057.84,N_V_KCl,NI,196.844,0,0.0,0,1,5,w5_f3_c23,0
32310,3,7,1,0,3,24,33,472,_1_418_82_521_,-798.49,1057.29,N_V_KCl,NI,171.193,0,0.0,0,1,5,w5_f3_c24,0
32656,3,7,1,1,3,24,816,392,_782_359_849_426_,-684.31,1068.32,N_V_KCl,NI,295.171,0,0.0,0,1,5,w5_f3_c24,0
36122,3,7,1,2,3,24,404,464,_352_399_457_525_,-743.59,1057.7,N_V_KCl,NI,171.419,0,0.0,0,1,5,w5_f3_c24,0
36491,3,7,1,3,3,24,732,382,_701_359_764_408_,-696.24,1069.83,N_V_KCl,NI,138.782,0,0.0,0,1,5,w5_f3_c24,0
36859,3,7,1,4,3,24,1644,363,_1596_319_1698_406_,-563.51,1072.81,N_V_KCl,NI,186.32,0,0.0,0,1,5,w5_f3_c24,0
37226,3,7,1,5,3,24,1995,463,_1956_410_2032_504_,-512.36,1059.41,N_V_KCl,NI,144.974,0,0.0,0,1,5,w5_f3_c24,0
37589,3,7,1,6,3,24,197,429,_160_379_285_521_,-771.36,1060.4,N_V_KCl,NI,160.184,0,0.0,0,1,5,w5_f3_c24,0
37949,3,7,1,7,3,24,817,386,_784_354_849_420_,-684.16,1069.12,N_V_KCl,NI,208.405,0,0.0,0,1,5,w5_f3_c24,0
38316,3,7,1,8,3,24,1755,442,_1705_394_1813_511_,-547.96,1060.65,N_V_KCl,NI,158.282,0,0.0,0,1,5,w5_f3_c24,0
38672,3,7,1,9,3,24,196,422,_160_372_285_513_,-771.47,1061.28,N_V_KCl,NI,157.392,0,0.0,0,1,5,w5_f3_c24,0
33009,3,7,1,10,3,24,409,451,_311_380_464_532_,-744.23,1058.81,N_V_KCl,NI,147.738,0,0.0,0,1,5,w5_f3_c24,0
33366,3,7,1,11,3,24,1951,454,_1855_410_2028_526_,-521.01,1058.22,N_V_KCl,NI,139.585,0,0.0,0,1,5,w5_f3_c24,0
33721,3,7,1,12,3,24,1721,460,_1679_409_1775_504_,-552.01,1059.56,N_V_KCl,NI,151.084,0,0.0,0,1,5,w5_f3_c24,0
34059,3,7,1,13,3,24,1811,466,_1778_429_1840_500_,-539.97,1057.81,N_V_KCl,NI,198.792,0,0.0,0,1,5,w5_f3_c24,0
34398,3,7,1,14,3,24,1495,474,_1446_410_1564_518_,-584.66,1057.03,N_V_KCl,NI,153.593,0,0.0,0,1,5,w5_f3_c24,0
34751,3,7,1,15,3,24,1491,471,_1437_412_1564_516_,-585.32,1057.47,N_V_KCl,NI,155.538,0,0.0,0,1,5,w5_f3_c24,0
35097,3,7,1,16,3,24,1489,474,_1416_407_1549_522_,-586.51,1056.98,N_V_KCl,NI,150.528,0,0.0,0,1,5,w5_f3_c24,0
35440,3,7,1,17,3,24,1799,468,_1764_426_1830_498_,-541.58,1058.19,N_V_KCl,NI,197.164,0,0.0,0,1,5,w5_f3_c24,0
35777,3,7,1,18,3,24,1615,577,_1565_531_1653_630_,-568.8,1040.48,N_V_KCl,NI,153.418,0,0.0,0,1,5,w5_f3_c24,0
32311,3,7,1,0,3,25,1036,447,_990_424_1069_485_,-652.8,1059.59,N_V_KCl,NI,240.033,0,0.0,0,1,5,w5_f3_c25,0
32657,3,7,1,1,3,25,400,476,_347_398_462_524_,-744.14,1057.26,N_V_KCl,NI,183.665,0,0.0,0,1,5,w5_f3_c25,0
36123,3,7,1,2,3,25,1759,471,_1718_404_1819_505_,-546.19,1059.56,N_V_KCl,NI,264.672,0,0.0,0,1,5,w5_f3_c25,0
36492,3,7,1,3,3,25,2023,453,_1971_413_2065_501_,-509.07,1059.47,N_V_KCl,NI,138.631,0,0.0,0,1,5,w5_f3_c25,0
36860,3,7,1,4,3,25,808,392,_758_354_857_432_,-684.85,1068.71,N_V_KCl,NI,192.091,0,0.0,0,1,5,w5_f3_c25,0
37227,3,7,1,5,3,25,192,428,_156_386_280_523_,-771.95,1059.94,N_V_KCl,NI,162.733,0,0.0,0,1,5,w5_f3_c25,0
37590,3,7,1,6,3,25,417,461,_337_393_480_535_,-742.9,1057.53,N_V_KCl,NI,146.049,0,0.0,0,1,5,w5_f3_c25,0
37950,3,7,1,7,3,25,1996,441,_1949_394_2034_494_,-513.39,1060.67,N_V_KCl,NI,142.985,0,0.0,0,1,5,w5_f3_c25,0
38317,3,7,1,8,3,25,861,536,_798_417_1032_609_,-670.63,1052.58,N_V_KCl,NI,158.82,0,0.0,0,1,5,w5_f3_c25,0
38673,3,7,1,9,3,25,415,447,_321_391_484_527_,-743.1,1058.48,N_V_KCl,NI,144.885,0,0.0,0,1,5,w5_f3_c25,0
33010,3,7,1,10,3,25,1982,435,_1943_404_2019_474_,-514.85,1061.75,N_V_KCl,NI,151.097,0,0.0,0,1,5,w5_f3_c25,0
33367,3,7,1,11,3,25,1732,464,_1691_413_1786_507_,-550.34,1059.08,N_V_KCl,NI,149.6,0,0.0,0,1,5,w5_f3_c25,0
33722,3,7,1,12,3,25,947,451,_860_410_1019_514_,-666.41,1058.69,N_V_KCl,NI,154.822,0,0.0,0,1,5,w5_f3_c25,0
34060,3,7,1,13,3,25,1500,481,_1454_425_1542_525_,-585.14,1055.83,N_V_KCl,NI,165.232,0,0.0,0,1,5,w5_f3_c25,0
34399,3,7,1,14,3,25,1807,463,_1769_422_1838_496_,-540.59,1058.6,N_V_KCl,NI,197.487,0,0.0,0,1,5,w5_f3_c25,0
34752,3,7,1,15,3,25,1803,460,_1769_422_1833_494_,-541.21,1058.86,N_V_KCl,NI,198.978,0,0.0,0,1,5,w5_f3_c25,0
35098,3,7,1,16,3,25,1799,464,_1765_425_1828_498_,-541.69,1058.24,N_V_KCl,NI,197.924,0,0.0,0,1,5,w5_f3_c25,0
35441,3,7,1,17,3,25,1607,579,_1560_528_1649_627_,-569.57,1040.73,N_V_KCl,NI,153.646,0,0.0,0,1,5,w5_f3_c25,0
35778,3,7,1,18,3,25,1071,651,_1032_617_1131_688_,-646.46,1030.79,N_V_KCl,NI,209.277,0,0.0,0,1,5,w5_f3_c25,0
32312,3,7,1,0,3,26,919,481,_885_447_952_516_,-669.3,1055.4,N_V_KCl,NI,446.897,0,0.0,0,1,5,w5_f3_c26,0
32658,3,7,1,1,3,26,1776,442,_1723_400_1834_510_,-545.11,1059.65,N_V_KCl,NI,305.539,0,0.0,0,1,5,w5_f3_c26,0
36124,3,7,1,2,3,26,862,548,_795_421_1017_599_,-670.91,1051.51,N_V_KCl,NI,224.297,0,0.0,0,1,5,w5_f3_c26,0
36493,3,7,1,3,3,26,404,478,_357_412_451_523_,-744.07,1057.04,N_V_KCl,NI,174.662,0,0.0,0,1,5,w5_f3_c26,0
36861,3,7,1,4,3,26,1949,443,_1912_405_1999_481_,-518.64,1060.95,N_V_KCl,NI,148.575,0,0.0,0,1,5,w5_f3_c26,0
37228,3,7,1,5,3,26,408,469,_330_389_478_540_,-743.9,1057.27,N_V_KCl,NI,150.531,0,0.0,0,1,5,w5_f3_c26,0
37591,3,7,1,6,3,26,1746,456,_1688_396_1816_526_,-548.27,1059.39,N_V_KCl,NI,153.903,0,0.0,0,1,5,w5_f3_c26,0
37951,3,7,1,7,3,26,199,437,_163_381_287_524_,-770.92,1059.65,N_V_KCl,NI,172.661,0,0.0,0,1,5,w5_f3_c26,0
38318,3,7,1,8,3,26,1811,464,_1760_420_1851_501_,-540.1,1057.95,N_V_KCl,NI,187.447,0,0.0,0,1,5,w5_f3_c26,0
38674,3,7,1,9,3,26,1734,452,_1704_422_1765_509_,-550.43,1058.28,N_V_KCl,NI,149.534,0,0.0,0,1,5,w5_f3_c26,0
33011,3,7,1,10,3,26,1742,468,_1693_413_1793_509_,-549.77,1058.82,N_V_KCl,NI,154.377,0,0.0,0,1,5,w5_f3_c26,0
33368,3,7,1,11,3,26,954,456,_891_411_1029_518_,-664.11,1058.78,N_V_KCl,NI,153.868,0,0.0,0,1,5,w5_f3_c26,0
33723,3,7,1,12,3,26,1807,463,_1773_420_1837_493_,-540.53,1058.9,N_V_KCl,NI,198.792,0,0.0,0,1,5,w5_f3_c26,0
34061,3,7,1,13,3,26,855,534,_776_468_904_589_,-679.39,1047.73,N_V_KCl,NI,164.845,0,0.0,0,1,5,w5_f3_c26,0
34400,3,7,1,14,3,26,1616,576,_1570_523_1659_632_,-568.19,1041.06,N_V_KCl,NI,153.616,0,0.0,0,1,5,w5_f3_c26,0
34753,3,7,1,15,3,26,1612,573,_1564_523_1650_625_,-569.14,1041.44,N_V_KCl,NI,154.914,0,0.0,0,1,5,w5_f3_c26,0
35099,3,7,1,16,3,26,1608,579,_1560_527_1648_631_,-569.54,1040.67,N_V_KCl,NI,154.587,0,0.0,0,1,5,w5_f3_c26,0
35442,3,7,1,17,3,26,1056,643,_980_528_1202_697_,-644.19,1034.07,N_V_KCl,NI,153.995,0,0.0,0,1,5,w5_f3_c26,0
35779,3,7,1,18,3,26,1894,673,_1853_627_1933_711_,-527.63,1028.2,N_V_KCl,NI,162.713,0,0.0,0,1,5,w5_f3_c26,0
32313,3,7,1,0,3,27,300,525,_264_487_389_620_,-755.95,1045.69,N_V_KCl,NI,251.722,0,0.0,0,1,5,w5_f3_c27,0
32659,3,7,1,1,3,27,872,546,_798_434_1020_598_,-669.92,1050.96,N_V_KCl,NI,255.812,0,0.0,0,1,5,w5_f3_c27,0
36125,3,7,1,2,3,27,1511,492,_1475_446_1563_542_,-582.68,1053.55,N_V_KCl,NI,196.027,0,0.0,0,1,5,w5_f3_c27,0
36494,3,7,1,3,3,27,1751,468,_1716_400_1809_519_,-547.37,1059.71,N_V_KCl,NI,227.406,0,0.0,0,1,5,w5_f3_c27,0
36862,3,7,1,4,3,27,400,460,_356_413_454_524_,-743.88,1057.66,N_V_KCl,NI,163.511,0,0.0,0,1,5,w5_f3_c27,0
37229,3,7,1,5,3,27,1729,469,_1699_428_1760_518_,-550.96,1056.72,N_V_KCl,NI,154.087,0,0.0,0,1,5,w5_f3_c27,0
37592,3,7,1,6,3,27,957,461,_798_419_1027_593_,-670.58,1052.44,N_V_KCl,NI,158.606,0,0.0,0,1,5,w5_f3_c27,0
37952,3,7,1,7,3,27,413,468,_336_419_468_534_,-742.94,1056.16,N_V_KCl,NI,152.49,0,0.0,0,1,5,w5_f3_c27,0
38319,3,7,1,8,3,27,1511,490,_1466_453_1551_529_,-583.56,1054.13,N_V_KCl,NI,183.939,0,0.0,0,1,5,w5_f3_c27,0
38675,3,7,1,9,3,27,866,528,_808_405_1035_587_,-669.72,1053.6,N_V_KCl,NI,155.641,0,0.0,0,1,5,w5_f3_c27,0
33012,3,7,1,10,3,27,859,530,_804_413_1030_581_,-670.23,1053.86,N_V_KCl,NI,157.372,0,0.0,0,1,5,w5_f3_c27,0
33369,3,7,1,11,3,27,1816,463,_1780_424_1847_497_,-539.24,1058.53,N_V_KCl,NI,198.268,0,0.0,0,1,5,w5_f3_c27,0
33724,3,7,1,12,3,27,1496,472,_1448_409_1544_521_,-585.68,1057.07,N_V_KCl,NI,160.84,0,0.0,0,1,5,w5_f3_c27,0
34062,3,7,1,13,3,27,1620,581,_1575_532_1661_633_,-567.59,1040.22,N_V_KCl,NI,156.161,0,0.0,0,1,5,w5_f3_c27,0
34401,3,7,1,14,3,27,1131,640,_958_554_1271_722_,-640.8,1032.56,N_V_KCl,NI,152.911,0,0.0,0,1,5,w5_f3_c27,0
34754,3,7,1,15,3,27,1072,646,_1031_610_1275_709_,-639.12,1029.41,N_V_KCl,NI,174.699,0,0.0,0,1,5,w5_f3_c27,0
35100,3,7,1,16,3,27,1068,651,_1028_608_1186_698_,-643.87,1029.98,N_V_KCl,NI,185.233,0,0.0,0,1,5,w5_f3_c27,0
35443,3,7,1,17,3,27,1891,671,_1847_625_1930_710_,-528.37,1028.56,N_V_KCl,NI,162.908,0,0.0,0,1,5,w5_f3_c27,0
35780,3,7,1,18,3,27,1451,682,_1385_633_1499_724_,-591.92,1025.59,N_V_KCl,NI,135.918,0,0.0,0,1,5,w5_f3_c27,0
32314,3,7,1,0,3,28,33,556,_1_519_79_591_,-797.29,1044.87,N_V_KCl,NI,183.624,0,0.0,0,1,5,w5_f3_c28,0
32660,3,7,1,1,3,28,1821,479,_1783_441_1853_518_,-538.66,1055.74,N_V_KCl,NI,241.238,0,0.0,0,1,5,w5_f3_c28,0
36126,3,7,1,2,3,28,1629,566,_1586_526_1668_619_,-566.16,1042.74,N_V_KCl,NI,203.632,0,0.0,0,1,5,w5_f3_c28,0
36495,3,7,1,3,3,28,867,537,_793_432_1002_594_,-671.93,1051.39,N_V_KCl,NI,219.703,0,0.0,0,1,5,w5_f3_c28,0
36863,3,7,1,4,3,28,1737,467,_1709_401_1790_530_,-549.04,1058.35,N_V_KCl,NI,178.595,0,0.0,0,1,5,w5_f3_c28,0
37230,3,7,1,5,3,28,950,464,_796_419_1020_594_,-671.39,1051.95,N_V_KCl,NI,162.683,0,0.0,0,1,5,w5_f3_c28,0
37593,3,7,1,6,3,28,1508,491,_1461_450_1552_532_,-583.73,1054.03,N_V_KCl,NI,174.834,0,0.0,0,1,5,w5_f3_c28,0
37953,3,7,1,7,3,28,1736,467,_1706_428_1791_517_,-549.72,1056.34,N_V_KCl,NI,150.182,0,0.0,0,1,5,w5_f3_c28,0
38320,3,7,1,8,3,28,1757,569,_1704_527_1796_607_,-548.06,1042.76,N_V_KCl,NI,154.303,0,0.0,0,1,5,w5_f3_c28,0
38676,3,7,1,9,3,28,1806,458,_1736_394_1850_499_,-541.88,1060.45,N_V_KCl,NI,180.083,0,0.0,0,1,5,w5_f3_c28,0
33013,3,7,1,10,3,28,1815,463,_1779_422_1846_496_,-539.3,1058.65,N_V_KCl,NI,198.939,0,0.0,0,1,5,w5_f3_c28,0
33370,3,7,1,11,3,28,1503,481,_1452_436_1568_530_,-583.57,1055.51,N_V_KCl,NI,161.826,0,0.0,0,1,5,w5_f3_c28,0
33725,3,7,1,12,3,28,855,529,_789_482_938_664_,-677.16,1043.26,N_V_KCl,NI,150.091,0,0.0,0,1,5,w5_f3_c28,0
34063,3,7,1,13,3,28,1076,658,_962_558_1286_740_,-641.93,1030.48,N_V_KCl,NI,151.31,0,0.0,0,1,5,w5_f3_c28,0
34402,3,7,1,14,3,28,1898,666,_1835_602_1936_707_,-527.8,1030.55,N_V_KCl,NI,162.092,0,0.0,0,1,5,w5_f3_c28,0
34755,3,7,1,15,3,28,1890,665,_1850_617_1931_705_,-527.9,1029.33,N_V_KCl,NI,164.254,0,0.0,0,1,5,w5_f3_c28,0
35101,3,7,1,16,3,28,1889,669,_1847_625_1929_710_,-528.43,1028.67,N_V_KCl,NI,166.013,0,0.0,0,1,5,w5_f3_c28,0
35444,3,7,1,17,3,28,1455,688,_1391_658_1492_720_,-592.77,1025.16,N_V_KCl,NI,137.623,0,0.0,0,1,5,w5_f3_c28,0
35781,3,7,1,18,3,28,26,733,_9_721_47_749_,-798.75,1018.88,N_V_KCl,NI,116.343,0,0.0,0,1,5,w5_f3_c28,0
32315,3,7,1,0,3,29,505,550,_467_515_543_610_,-729.22,1044.31,N_V_KCl,NI,280.227,0,0.0,0,1,5,w5_f3_c29,0
32661,3,7,1,1,3,29,1513,513,_1472_462_1556_556_,-582.76,1051.28,N_V_KCl,NI,265.682,0,0.0,0,1,5,w5_f3_c29,0
36127,3,7,1,2,3,29,1763,578,_1683_529_1830_659_,-546.76,1040.03,N_V_KCl,NI,157.453,0,0.0,0,1,5,w5_f3_c29,0
36496,3,7,1,3,3,29,1816,476,_1777_429_1848_509_,-539.36,1057.12,N_V_KCl,NI,199.873,0,0.0,0,1,5,w5_f3_c29,0
36864,3,7,1,4,3,29,960,462,_797_414_1022_602_,-670.71,1052.01,N_V_KCl,NI,167.508,0,0.0,0,1,5,w5_f3_c29,0
37231,3,7,1,5,3,29,1800,464,_1737_400_1844_515_,-542.51,1059.1,N_V_KCl,NI,183.356,0,0.0,0,1,5,w5_f3_c29,0
37594,3,7,1,6,3,29,1760,572,_1695_529_1803_622_,-548.1,1041.96,N_V_KCl,NI,151.808,0,0.0,0,1,5,w5_f3_c29,0
37954,3,7,1,7,3,29,865,539,_800_421_1035_597_,-670.06,1051.97,N_V_KCl,NI,159.718,0,0.0,0,1,5,w5_f3_c29,0
38321,3,7,1,8,3,29,1616,577,_1552_521_1668_629_,-568.26,1041.93,N_V_KCl,NI,151.791,0,0.0,0,1,5,w5_f3_c29,0
38677,3,7,1,9,3,29,1510,486,_1464_443_1551_528_,-583.7,1054.75,N_V_KCl,NI,171.412,0,0.0,0,1,5,w5_f3_c29,0
33014,3,7,1,10,3,29,1506,485,_1462_442_1547_528_,-584.13,1054.8,N_V_KCl,NI,184.212,0,0.0,0,1,5,w5_f3_c29,0
33371,3,7,1,11,3,29,854,553,_798_466_952_649_,-676.21,1043.12,N_V_KCl,NI,147.612,0,0.0,0,1,5,w5_f3_c29,0
33726,3,7,1,12,3,29,1616,573,_1571_522_1656_628_,-568.21,1041.52,N_V_KCl,NI,152.637,0,0.0,0,1,5,w5_f3_c29,0
34064,3,7,1,13,3,29,1896,653,_1817_594_1939_711_,-528.17,1030.84,N_V_KCl,NI,150.247,0,0.0,0,1,5,w5_f3_c29,0
34403,3,7,1,14,3,29,1454,683,_1408_625_1498_718_,-591.35,1027.05,N_V_KCl,NI,138.137,0,0.0,0,1,5,w5_f3_c29,0
34756,3,7,1,15,3,29,1460,676,_1390_625_1494_719_,-592.05,1027.1,N_V_KCl,NI,136.474,0,0.0,0,1,5,w5_f3_c29,0
35102,3,7,1,16,3,29,1455,687,_1341_633_1488_724_,-594.7,1026.46,N_V_KCl,NI,136.387,0,0.0,0,1,5,w5_f3_c29,0
35445,3,7,1,17,3,29,417,755,_357_621_476_820_,-742.74,1016.11,N_V_KCl,NI,146.936,0,0.0,0,1,5,w5_f3_c29,0
35782,3,7,1,18,3,29,421,765,_365_708_506_818_,-741.15,1015.34,N_V_KCl,NI,149.349,0,0.0,0,1,5,w5_f3_c29,0
32316,3,7,1,0,3,3,857,93,_804_1_895_158_,-678.59,1116.09,N_V_KCl,NI,264.024,0,0.0,0,1,5,w5_f3_c3,0
32662,3,7,1,1,3,3,500,42,_428_1_570_83_,-730.01,1119.9,N_V_KCl,NI,230.761,0,0.0,0,1,5,w5_f3_c3,0
36128,3,7,1,2,3,3,691,41,_614_1_773_94_,-702.5,1120.01,N_V_KCl,NI,167.261,0,0.0,0,1,5,w5_f3_c3,0
36497,3,7,1,3,3,3,684,39,_621_1_772_86_,-702.38,1120.35,N_V_KCl,NI,168.436,0,0.0,0,1,5,w5_f3_c3,0
36865,3,7,1,4,3,3,508,47,_419_1_580_98_,-729.7,1119.36,N_V_KCl,NI,151.638,0,0.0,0,1,5,w5_f3_c3,0
37232,3,7,1,5,3,3,679,46,_597_1_782_92_,-703.96,1119.6,N_V_KCl,NI,144.318,0,0.0,0,1,5,w5_f3_c3,0
37595,3,7,1,6,3,3,682,45,_601_1_766_139_,-704.04,1118.44,N_V_KCl,NI,140.707,0,0.0,0,1,5,w5_f3_c3,0
37955,3,7,1,7,3,3,503,43,_436_1_585_93_,-728.56,1119.98,N_V_KCl,NI,148.653,0,0.0,0,1,5,w5_f3_c3,0
38322,3,7,1,8,3,3,681,38,_607_1_759_80_,-703.27,1120.39,N_V_KCl,NI,150.337,0,0.0,0,1,5,w5_f3_c3,0
38678,3,7,1,9,3,3,1623,21,_1589_1_1672_42_,-566.1,1123.19,N_V_KCl,NI,172.709,0,0.0,0,1,5,w5_f3_c3,0
33015,3,7,1,10,3,3,1622,19,_1589_1_1670_40_,-566.41,1123.43,N_V_KCl,NI,174.858,0,0.0,0,1,5,w5_f3_c3,0
33372,3,7,1,11,3,3,686,35,_593_1_752_87_,-705.28,1120.46,N_V_KCl,NI,141.269,0,0.0,0,1,5,w5_f3_c3,0
33727,3,7,1,12,3,3,26,59,_1_7_78_113_,-798.94,1116.45,N_V_KCl,NI,127.41,0,0.0,0,1,5,w5_f3_c3,0
34065,3,7,1,13,3,3,27,74,_1_16_70_123_,-799.15,1115.67,N_V_KCl,NI,134.966,0,0.0,0,1,5,w5_f3_c3,0
34404,3,7,1,14,3,3,28,59,_1_8_86_115_,-798.47,1116.27,N_V_KCl,NI,123.21,0,0.0,0,1,5,w5_f3_c3,0
34757,3,7,1,15,3,3,24,58,_1_5_75_113_,-799.24,1116.47,N_V_KCl,NI,126.038,0,0.0,0,1,5,w5_f3_c3,0
35103,3,7,1,16,3,3,21,54,_1_8_45_115_,-800.03,1116.26,N_V_KCl,NI,125.012,0,0.0,0,1,5,w5_f3_c3,0
35446,3,7,1,17,3,3,21,55,_1_8_46_118_,-799.89,1115.97,N_V_KCl,NI,126.186,0,0.0,0,1,5,w5_f3_c3,0
35783,3,7,1,18,3,3,26,75,_1_13_83_120_,-799.04,1115.64,N_V_KCl,NI,125.664,0,0.0,0,1,5,w5_f3_c3,0
32317,3,7,1,0,3,30,984,618,_907_535_1076_687_,-658.04,1037.15,N_V_KCl,NI,371.853,0,0.0,0,1,5,w5_f3_c30,0
32663,3,7,1,1,3,30,1627,561,_1581_521_1668_610_,-566.32,1043.63,N_V_KCl,NI,253.919,0,0.0,0,1,5,w5_f3_c30,0
36129,3,7,1,2,3,30,2014,615,_1972_571_2072_662_,-509.83,1036.16,N_V_KCl,NI,166.939,0,0.0,0,1,5,w5_f3_c30,0
36498,3,7,1,3,3,30,1509,493,_1462_453_1554_534_,-583.41,1053.65,N_V_KCl,NI,184.867,0,0.0,0,1,5,w5_f3_c30,0
36866,3,7,1,4,3,30,1807,469,_1753_408_1848_515_,-541.27,1057.58,N_V_KCl,NI,195.127,0,0.0,0,1,5,w5_f3_c30,0
37233,3,7,1,5,3,30,1505,493,_1461_453_1547_535_,-584.28,1053.64,N_V_KCl,NI,175.927,0,0.0,0,1,5,w5_f3_c30,0
37596,3,7,1,6,3,30,1616,572,_1552_525_1665_628_,-568.37,1041.8,N_V_KCl,NI,151.337,0,0.0,0,1,5,w5_f3_c30,0
37956,3,7,1,7,3,30,1807,466,_1741_404_1849_508_,-541.61,1059.28,N_V_KCl,NI,185.117,0,0.0,0,1,5,w5_f3_c30,0
38323,3,7,1,8,3,30,1086,615,_994_539_1220_749_,-643.48,1034.11,N_V_KCl,NI,147.971,0,0.0,0,1,5,w5_f3_c30,0
38679,3,7,1,9,3,30,1760,567,_1675_527_1790_737_,-550.38,1033.42,N_V_KCl,NI,162.295,0,0.0,0,1,5,w5_f3_c30,0
33016,3,7,1,10,3,30,1625,578,_1584_523_1665_641_,-566.8,1041.0,N_V_KCl,NI,153.068,0,0.0,0,1,5,w5_f3_c30,0
33373,3,7,1,11,3,30,1625,577,_1582_526_1664_632_,-566.85,1041.23,N_V_KCl,NI,153.246,0,0.0,0,1,5,w5_f3_c30,0
33728,3,7,1,12,3,30,1066,645,_977_550_1209_748_,-643.57,1033.24,N_V_KCl,NI,158.239,0,0.0,0,1,5,w5_f3_c30,0
34066,3,7,1,13,3,30,1468,689,_1401_623_1508_728_,-590.51,1026.53,N_V_KCl,NI,135.351,0,0.0,0,1,5,w5_f3_c30,0
34405,3,7,1,14,3,30,429,763,_366_718_491_816_,-740.29,1014.09,N_V_KCl,NI,154.881,0,0.0,0,1,5,w5_f3_c30,0
34758,3,7,1,15,3,30,422,758,_358_622_546_824_,-737.86,1017.8,N_V_KCl,NI,145.607,0,0.0,0,1,5,w5_f3_c30,0
35104,3,7,1,16,3,30,412,765,_357_617_558_819_,-738.11,1019.84,N_V_KCl,NI,143.066,0,0.0,0,1,5,w5_f3_c30,0
35447,3,7,1,17,3,30,735,777,_648_726_829_872_,-694.34,1011.65,N_V_KCl,NI,148.465,0,0.0,0,1,5,w5_f3_c30,0
35784,3,7,1,18,3,30,756,781,_698_712_841_858_,-691.62,1012.55,N_V_KCl,NI,145.181,0,0.0,0,1,5,w5_f3_c30,0
32318,3,7,1,0,3,31,1604,581,_1564_521_1653_621_,-569.23,1041.12,N_V_KCl,NI,434.501,0,0.0,0,1,5,w5_f3_c31,0
32664,3,7,1,1,3,31,1753,586,_1679_539_1797_624_,-548.74,1040.6,N_V_KCl,NI,184.869,0,0.0,0,1,5,w5_f3_c31,0
36130,3,7,1,2,3,31,1101,657,_958_556_1182_762_,-645.54,1029.1,N_V_KCl,NI,157.753,0,0.0,0,1,5,w5_f3_c31,0
36499,3,7,1,3,3,31,1758,575,_1693_523_1818_622_,-547.98,1041.92,N_V_KCl,NI,152.201,0,0.0,0,1,5,w5_f3_c31,0
36867,3,7,1,4,3,31,1507,496,_1455_442_1552_539_,-583.89,1053.55,N_V_KCl,NI,174.274,0,0.0,0,1,5,w5_f3_c31,0
37234,3,7,1,5,3,31,26,568,_1_518_57_590_,-798.67,1044.27,N_V_KCl,NI,120.279,0,0.0,0,1,5,w5_f3_c31,0
37597,3,7,1,6,3,31,82,602,_1_512_116_628_,-794.45,1042.13,N_V_KCl,NI,121.517,0,0.0,0,1,5,w5_f3_c31,0
37957,3,7,1,7,3,31,1511,497,_1470_458_1553_536_,-583.27,1053.21,N_V_KCl,NI,182.531,0,0.0,0,1,5,w5_f3_c31,0
38324,3,7,1,8,3,31,1909,674,_1691_615_1947_739_,-536.74,1027.47,N_V_KCl,NI,145.91,0,0.0,0,1,5,w5_f3_c31,0
38680,3,7,1,9,3,31,1617,568,_1495_522_1667_630_,-570.35,1042.39,N_V_KCl,NI,147.25,0,0.0,0,1,5,w5_f3_c31,0
33017,3,7,1,10,3,31,1074,651,_996_530_1208_691_,-640.98,1033.67,N_V_KCl,NI,161.354,0,0.0,0,1,5,w5_f3_c31,0
33374,3,7,1,11,3,31,1094,616,_1005_540_1214_721_,-642.81,1034.83,N_V_KCl,NI,150.049,0,0.0,0,1,5,w5_f3_c31,0
33729,3,7,1,12,3,31,1896,665,_1827_598_1935_704_,-528.25,1031.28,N_V_KCl,NI,157.577,0,0.0,0,1,5,w5_f3_c31,0
