,row,col,plane,t,field,n,x,y,bbox,pos_x_um,pos_y_um,compound,bacteria,intensity_whole_cell_egfp_mean,number_of_spots-_per_cell_,bacterial__area_[um²]-_sum_per_cell_,infected_cells,non_infected_cells,well_id,cell_lbl,growth
80028,4,7,1,0,1,1,1089,51,_1048_1_1160_106_,-641.89,794.82,N_V_KCl,NI,282.652,0,0.0,0,1,12,w12_f1_c1,0
80295,4,7,1,1,1,1,757,26,_695_1_810_56_,-691.97,798.97,N_V_KCl,NI,197.852,0,0.0,0,1,12,w12_f1_c1,0
83343,4,7,1,2,1,1,753,26,_695_1_811_55_,-692.18,799.14,N_V_KCl,NI,164.596,0,0.0,0,1,12,w12_f1_c1,0
83658,4,7,1,3,1,1,750,26,_690_1_807_53_,-692.85,799.14,N_V_KCl,NI,163.281,0,0.0,0,1,12,w12_f1_c1,0
83975,4,7,1,4,1,1,752,25,_676_1_808_56_,-693.22,799.07,N_V_KCl,NI,157.054,0,0.0,0,1,12,w12_f1_c1,0
84292,4,7,1,5,1,1,753,26,_688_1_806_58_,-692.83,798.71,N_V_KCl,NI,158.377,0,0.0,0,1,12,w12_f1_c1,0
84607,4,7,1,6,1,1,756,24,_689_1_811_54_,-692.43,799.09,N_V_KCl,NI,162.737,0,0.0,0,1,12,w12_f1_c1,0
84922,4,7,1,7,1,1,752,30,_677_1_821_61_,-693.64,798.69,N_V_KCl,NI,144.639,0,0.0,0,1,12,w12_f1_c1,0
85235,4,7,1,8,1,1,751,26,_677_1_814_52_,-693.89,799.21,N_V_KCl,NI,147.158,0,0.0,0,1,12,w12_f1_c1,0
85548,4,7,1,9,1,1,750,26,_654_1_815_64_,-695.75,798.97,N_V_KCl,NI,144.891,0,0.0,0,1,12,w12_f1_c1,0
80599,4,7,1,10,1,1,744,28,_663_1_813_63_,-696.02,798.92,N_V_KCl,NI,140.262,0,0.0,0,1,12,w12_f1_c1,0
80909,4,7,1,11,1,1,745,24,_668_1_806_52_,-695.94,799.47,N_V_KCl,NI,141.341,0,0.0,0,1,12,w12_f1_c1,0
81216,4,7,1,12,1,1,739,26,_662_1_796_70_,-696.99,798.5,N_V_KCl,NI,144.278,0,0.0,0,1,12,w12_f1_c1,0
81526,4,7,1,13,1,1,744,28,_666_1_808_67_,-695.47,798.27,N_V_KCl,NI,137.761,0,0.0,0,1,12,w12_f1_c1,0
81841,4,7,1,14,1,1,727,22,_664_1_795_63_,-697.39,799.26,N_V_KCl,NI,139.223,0,0.0,0,1,12,w12_f1_c1,0
82147,4,7,1,15,1,1,734,22,_665_1_792_47_,-696.79,799.65,N_V_KCl,NI,143.147,0,0.0,0,1,12,w12_f1_c1,0
82445,4,7,1,16,1,1,708,28,_642_1_792_69_,-698.66,798.37,N_V_KCl,NI,137.401,0,0.0,0,1,12,w12_f1_c1,0
82737,4,7,1,17,1,1,721,29,_637_1_796_74_,-699.11,798.29,N_V_KCl,NI,138.325,0,0.0,0,1,12,w12_f1_c1,0
83038,4,7,1,18,1,1,736,27,_651_1_796_73_,-697.69,798.8,N_V_KCl,NI,141.337,0,0.0,0,1,12,w12_f1_c1,0
80029,4,7,1,0,1,10,150,434,_97_324_207_507_,-781.48,741.65,N_V_KCl,NI,200.301,0,0.0,0,1,12,w12_f1_c10,0
80296,4,7,1,1,1,10,49,361,_1_238_123_440_,-796.2,752.58,N_V_KCl,NI,146.349,0,0.0,0,1,12,w12_f1_c10,0
83344,4,7,1,2,1,10,56,365,_1_247_114_445_,-796.02,752.52,N_V_KCl,NI,134.763,0,0.0,0,1,12,w12_f1_c10,0
83659,4,7,1,3,1,10,50,356,_1_243_112_430_,-796.5,753.6,N_V_KCl,NI,136.117,0,0.0,0,1,12,w12_f1_c10,0
83976,4,7,1,4,1,10,52,352,_1_222_112_437_,-796.37,753.67,N_V_KCl,NI,132.781,0,0.0,0,1,12,w12_f1_c10,0
84293,4,7,1,5,1,10,49,357,_1_247_111_429_,-796.57,752.65,N_V_KCl,NI,134.405,0,0.0,0,1,12,w12_f1_c10,0
84608,4,7,1,6,1,10,203,384,_163_349_252_423_,-772.52,746.76,N_V_KCl,NI,189.576,0,0.0,0,1,12,w12_f1_c10,0
84923,4,7,1,7,1,10,205,388,_168_351_258_428_,-771.88,746.25,N_V_KCl,NI,168.44,0,0.0,0,1,12,w12_f1_c10,0
85236,4,7,1,8,1,10,205,382,_168_346_256_424_,-772.05,747.01,N_V_KCl,NI,172.147,0,0.0,0,1,12,w12_f1_c10,0
85549,4,7,1,9,1,10,42,361,_1_244_104_419_,-796.61,752.78,N_V_KCl,NI,125.112,0,0.0,0,1,12,w12_f1_c10,0
80600,4,7,1,10,1,10,39,362,_1_257_93_423_,-796.83,753.01,N_V_KCl,NI,123.532,0,0.0,0,1,12,w12_f1_c10,0
80910,4,7,1,11,1,10,40,339,_1_243_94_416_,-797.01,753.74,N_V_KCl,NI,122.615,0,0.0,0,1,12,w12_f1_c10,0
81217,4,7,1,12,1,10,36,358,_1_280_101_410_,-797.49,752.11,N_V_KCl,NI,125.068,0,0.0,0,1,12,w12_f1_c10,0
81527,4,7,1,13,1,10,200,388,_159_349_249_430_,-773.28,746.39,N_V_KCl,NI,153.096,0,0.0,0,1,12,w12_f1_c10,0
81842,4,7,1,14,1,10,1246,401,_1169_328_1304_467_,-622.88,744.88,N_V_KCl,NI,146.573,0,0.0,0,1,12,w12_f1_c10,0
82148,4,7,1,15,1,10,188,376,_151_340_239_414_,-774.5,748.05,N_V_KCl,NI,168.097,0,0.0,0,1,12,w12_f1_c10,0
82446,4,7,1,16,1,10,1221,395,_1136_331_1306_472_,-624.57,744.55,N_V_KCl,NI,144.245,0,0.0,0,1,12,w12_f1_c10,0
82738,4,7,1,17,1,10,183,383,_146_347_233_421_,-775.11,747.01,N_V_KCl,NI,171.611,0,0.0,0,1,12,w12_f1_c10,0
83039,4,7,1,18,1,10,188,383,_151_346_240_422_,-774.52,747.04,N_V_KCl,NI,167.271,0,0.0,0,1,12,w12_f1_c10,0
80030,4,7,1,0,1,11,38,452,_1_365_82_505_,-797.42,738.49,N_V_KCl,NI,194.452,0,0.0,0,1,12,w12_f1_c11,0
80297,4,7,1,1,1,11,200,387,_166_353_251_424_,-772.53,746.39,N_V_KCl,NI,223.098,0,0.0,0,1,12,w12_f1_c11,0
83345,4,7,1,2,1,11,199,384,_162_348_253_424_,-772.71,746.77,N_V_KCl,NI,182.83,0,0.0,0,1,12,w12_f1_c11,0
83660,4,7,1,3,1,11,200,382,_162_346_249_422_,-773.02,746.93,N_V_KCl,NI,183.165,0,0.0,0,1,12,w12_f1_c11,0
83977,4,7,1,4,1,11,197,383,_162_348_248_424_,-773.04,746.71,N_V_KCl,NI,175.138,0,0.0,0,1,12,w12_f1_c11,0
84294,4,7,1,5,1,11,200,388,_159_351_248_428_,-773.15,746.12,N_V_KCl,NI,176.905,0,0.0,0,1,12,w12_f1_c11,0
84609,4,7,1,6,1,11,1251,411,_1105_333_1316_567_,-625.46,737.6,N_V_KCl,NI,138.919,0,0.0,0,1,12,w12_f1_c11,0
84924,4,7,1,7,1,11,1255,412,_1191_339_1319_473_,-619.98,743.43,N_V_KCl,NI,149.5,0,0.0,0,1,12,w12_f1_c11,0
85237,4,7,1,8,1,11,1255,412,_1195_332_1324_468_,-620.0,744.04,N_V_KCl,NI,145.955,0,0.0,0,1,12,w12_f1_c11,0
85550,4,7,1,9,1,11,202,380,_167_345_253_422_,-772.36,747.19,N_V_KCl,NI,176.92,0,0.0,0,1,12,w12_f1_c11,0
80601,4,7,1,10,1,11,203,378,_164_341_251_418_,-772.6,747.61,N_V_KCl,NI,171.255,0,0.0,0,1,12,w12_f1_c11,0
80911,4,7,1,11,1,11,201,376,_161_339_249_414_,-773.03,748.1,N_V_KCl,NI,166.03,0,0.0,0,1,12,w12_f1_c11,0
81218,4,7,1,12,1,11,192,380,_156_344_242_419_,-773.88,747.28,N_V_KCl,NI,176.777,0,0.0,0,1,12,w12_f1_c11,0
81528,4,7,1,13,1,11,1244,414,_1155_337_1309_475_,-622.43,743.91,N_V_KCl,NI,146.473,0,0.0,0,1,12,w12_f1_c11,0
81843,4,7,1,14,1,11,829,416,_791_353_882_456_,-680.59,743.42,N_V_KCl,NI,166.548,0,0.0,0,1,12,w12_f1_c11,0
82149,4,7,1,15,1,11,1225,396,_1128_325_1302_464_,-624.53,745.16,N_V_KCl,NI,143.236,0,0.0,0,1,12,w12_f1_c11,0
82447,4,7,1,16,1,11,814,425,_781_358_874_459_,-681.87,742.6,N_V_KCl,NI,166.058,0,0.0,0,1,12,w12_f1_c11,0
82739,4,7,1,17,1,11,1228,404,_1120_334_1309_469_,-624.85,744.42,N_V_KCl,NI,141.255,0,0.0,0,1,12,w12_f1_c11,0
83040,4,7,1,18,1,11,1231,407,_1153_332_1309_467_,-623.6,744.18,N_V_KCl,NI,142.084,0,0.0,0,1,12,w12_f1_c11,0
80031,4,7,1,0,1,12,310,471,_272_435_360_512_,-756.96,734.09,N_V_KCl,NI,289.471,0,0.0,0,1,12,w12_f1_c12,0
80298,4,7,1,1,1,12,1249,415,_1192_334_1319_473_,-620.45,743.58,N_V_KCl,NI,150.62,0,0.0,0,1,12,w12_f1_c12,0
83346,4,7,1,2,1,12,1249,410,_1191_333_1319_468_,-620.72,743.83,N_V_KCl,NI,153.548,0,0.0,0,1,12,w12_f1_c12,0
83661,4,7,1,3,1,12,1248,408,_1189_334_1321_484_,-620.93,743.86,N_V_KCl,NI,148.5,0,0.0,0,1,12,w12_f1_c12,0
83978,4,7,1,4,1,12,1246,410,_1189_337_1316_470_,-621.01,743.7,N_V_KCl,NI,149.106,0,0.0,0,1,12,w12_f1_c12,0
84295,4,7,1,5,1,12,1248,413,_1181_338_1315_473_,-621.11,743.24,N_V_KCl,NI,147.341,0,0.0,0,1,12,w12_f1_c12,0
84610,4,7,1,6,1,12,44,344,_1_247_93_425_,-796.95,753.1,N_V_KCl,NI,131.652,0,0.0,0,1,12,w12_f1_c12,0
84925,4,7,1,7,1,12,44,352,_1_267_104_430_,-796.54,751.9,N_V_KCl,NI,124.409,0,0.0,0,1,12,w12_f1_c12,0
85238,4,7,1,8,1,12,838,426,_804_362_897_470_,-678.57,742.1,N_V_KCl,NI,169.032,0,0.0,0,1,12,w12_f1_c12,0
85551,4,7,1,9,1,12,1253,410,_1185_331_1323_474_,-620.32,744.14,N_V_KCl,NI,144.44,0,0.0,0,1,12,w12_f1_c12,0
80602,4,7,1,10,1,12,1260,398,_1180_330_1319_478_,-620.95,744.82,N_V_KCl,NI,147.347,0,0.0,0,1,12,w12_f1_c12,0
80912,4,7,1,11,1,12,1244,393,_1090_329_1313_460_,-622.76,745.89,N_V_KCl,NI,147.062,0,0.0,0,1,12,w12_f1_c12,0
81219,4,7,1,12,1,12,1242,406,_1123_327_1314_469_,-623.63,745.03,N_V_KCl,NI,143.445,0,0.0,0,1,12,w12_f1_c12,0
81529,4,7,1,13,1,12,834,435,_794_365_890_471_,-679.66,741.42,N_V_KCl,NI,159.86,0,0.0,0,1,12,w12_f1_c12,0
81844,4,7,1,14,1,12,1709,508,_1672_470_1755_552_,-554.16,728.32,N_V_KCl,NI,200.155,0,0.0,0,1,12,w12_f1_c12,0
82150,4,7,1,15,1,12,820,420,_790_353_879_454_,-680.97,743.31,N_V_KCl,NI,170.963,0,0.0,0,1,12,w12_f1_c12,0
82448,4,7,1,16,1,12,1702,512,_1664_477_1747_557_,-555.33,727.49,N_V_KCl,NI,201.955,0,0.0,0,1,12,w12_f1_c12,0
82740,4,7,1,17,1,12,818,430,_788_362_877_462_,-681.5,742.25,N_V_KCl,NI,171.514,0,0.0,0,1,12,w12_f1_c12,0
83041,4,7,1,18,1,12,824,430,_788_362_882_463_,-680.94,742.32,N_V_KCl,NI,168.562,0,0.0,0,1,12,w12_f1_c12,0
80032,4,7,1,0,1,13,1363,480,_1299_412_1423_557_,-604.75,732.03,N_V_KCl,NI,183.731,0,0.0,0,1,12,w12_f1_c13,0
80299,4,7,1,1,1,13,859,412,_805_337_905_512_,-678.17,740.76,N_V_KCl,NI,248.612,0,0.0,0,1,12,w12_f1_c13,0
83347,4,7,1,2,1,13,856,415,_809_335_909_495_,-678.31,741.93,N_V_KCl,NI,209.65,0,0.0,0,1,12,w12_f1_c13,0
83662,4,7,1,3,1,13,850,408,_789_341_903_483_,-679.34,742.31,N_V_KCl,NI,175.595,0,0.0,0,1,12,w12_f1_c13,0
83979,4,7,1,4,1,13,847,410,_789_345_906_481_,-679.28,742.04,N_V_KCl,NI,163.213,0,0.0,0,1,12,w12_f1_c13,0
84296,4,7,1,5,1,13,851,411,_792_352_905_483_,-679.25,741.41,N_V_KCl,NI,158.946,0,0.0,0,1,12,w12_f1_c13,0
84611,4,7,1,6,1,13,862,408,_804_349_908_481_,-678.2,741.87,N_V_KCl,NI,160.127,0,0.0,0,1,12,w12_f1_c13,0
84926,4,7,1,7,1,13,857,412,_805_363_902_474_,-678.29,741.48,N_V_KCl,NI,162.582,0,0.0,0,1,12,w12_f1_c13,0
85239,4,7,1,8,1,13,1721,519,_1663_478_1796_649_,-550.75,723.91,N_V_KCl,NI,156.956,0,0.0,0,1,12,w12_f1_c13,0
85552,4,7,1,9,1,13,833,426,_804_359_894_461_,-678.8,742.4,N_V_KCl,NI,174.295,0,0.0,0,1,12,w12_f1_c13,0
80603,4,7,1,10,1,13,859,401,_799_358_895_459_,-679.08,742.84,N_V_KCl,NI,169.213,0,0.0,0,1,12,w12_f1_c13,0
80913,4,7,1,11,1,13,850,401,_797_354_890_456_,-679.45,743.42,N_V_KCl,NI,167.882,0,0.0,0,1,12,w12_f1_c13,0
81220,4,7,1,12,1,13,828,429,_789_360_885_460_,-680.32,742.54,N_V_KCl,NI,172.476,0,0.0,0,1,12,w12_f1_c13,0
81530,4,7,1,13,1,13,1716,520,_1678_483_1760_564_,-553.28,726.45,N_V_KCl,NI,189.504,0,0.0,0,1,12,w12_f1_c13,0
81845,4,7,1,14,1,13,758,532,_703_494_793_592_,-693.37,724.67,N_V_KCl,NI,191.039,0,0.0,0,1,12,w12_f1_c13,0
82151,4,7,1,15,1,13,1709,510,_1670_472_1753_553_,-554.48,728.22,N_V_KCl,NI,205.302,0,0.0,0,1,12,w12_f1_c13,0
82449,4,7,1,16,1,13,751,536,_705_500_784_579_,-694.19,724.62,N_V_KCl,NI,200.749,0,0.0,0,1,12,w12_f1_c13,0
82741,4,7,1,17,1,13,1704,518,_1666_478_1748_561_,-555.06,727.12,N_V_KCl,NI,205.116,0,0.0,0,1,12,w12_f1_c13,0
83042,4,7,1,18,1,13,1708,511,_1670_478_1753_560_,-554.48,727.19,N_V_KCl,NI,202.091,0,0.0,0,1,12,w12_f1_c13,0
80033,4,7,1,0,1,14,976,496,_906_366_1033_621_,-661.55,730.81,N_V_KCl,NI,352.414,0,0.0,0,1,12,w12_f1_c14,0
80300,4,7,1,1,1,14,1721,527,_1659_466_1786_592_,-552.21,725.05,N_V_KCl,NI,195.223,0,0.0,0,1,12,w12_f1_c14,0
83348,4,7,1,2,1,14,1714,526,_1654_465_1792_605_,-552.1,724.82,N_V_KCl,NI,174.976,0,0.0,0,1,12,w12_f1_c14,0
83663,4,7,1,3,1,14,1716,526,_1655_478_1783_602_,-553.17,725.18,N_V_KCl,NI,166.735,0,0.0,0,1,12,w12_f1_c14,0
83980,4,7,1,4,1,14,1714,523,_1651_466_1784_626_,-553.08,724.17,N_V_KCl,NI,152.886,0,0.0,0,1,12,w12_f1_c14,0
84297,4,7,1,5,1,14,1717,522,_1654_472_1790_594_,-553.4,725.42,N_V_KCl,NI,153.206,0,0.0,0,1,12,w12_f1_c14,0
84612,4,7,1,6,1,14,1726,520,_1682_468_1779_576_,-551.91,726.77,N_V_KCl,NI,164.591,0,0.0,0,1,12,w12_f1_c14,0
84927,4,7,1,7,1,14,1721,527,_1652_483_1797_656_,-551.07,722.97,N_V_KCl,NI,154.793,0,0.0,0,1,12,w12_f1_c14,0
85240,4,7,1,8,1,14,768,542,_729_503_807_579_,-690.7,724.1,N_V_KCl,NI,208.106,0,0.0,0,1,12,w12_f1_c14,0
85553,4,7,1,9,1,14,1726,515,_1673_477_1793_651_,-550.35,723.78,N_V_KCl,NI,158.933,0,0.0,0,1,12,w12_f1_c14,0
80604,4,7,1,10,1,14,1719,517,_1658_475_1771_569_,-552.74,727.25,N_V_KCl,NI,161.448,0,0.0,0,1,12,w12_f1_c14,0
80914,4,7,1,11,1,14,1715,511,_1666_471_1792_642_,-551.57,725.24,N_V_KCl,NI,157.076,0,0.0,0,1,12,w12_f1_c14,0
81221,4,7,1,12,1,14,1712,516,_1676_478_1757_557_,-553.75,727.42,N_V_KCl,NI,192.572,0,0.0,0,1,12,w12_f1_c14,0
81531,4,7,1,13,1,14,760,550,_711_505_815_615_,-692.23,722.56,N_V_KCl,NI,181.569,0,0.0,0,1,12,w12_f1_c14,0
81846,4,7,1,14,1,14,949,521,_879_473_1026_595_,-664.61,726.11,N_V_KCl,NI,162.723,0,0.0,0,1,12,w12_f1_c14,0
82152,4,7,1,15,1,14,757,532,_713_496_790_572_,-693.15,725.2,N_V_KCl,NI,206.471,0,0.0,0,1,12,w12_f1_c14,0
82450,4,7,1,16,1,14,944,532,_877_478_989_590_,-666.42,725.18,N_V_KCl,NI,164.658,0,0.0,0,1,12,w12_f1_c14,0
82742,4,7,1,17,1,14,753,541,_705_502_786_579_,-693.8,724.17,N_V_KCl,NI,207.066,0,0.0,0,1,12,w12_f1_c14,0
83043,4,7,1,18,1,14,759,537,_711_502_790_578_,-693.2,724.23,N_V_KCl,NI,205.049,0,0.0,0,1,12,w12_f1_c14,0
80034,4,7,1,0,1,15,79,607,_24_547_124_655_,-791.28,714.82,N_V_KCl,NI,346.454,0,0.0,0,1,12,w12_f1_c15,0
80301,4,7,1,1,1,15,762,543,_712_465_824_580_,-691.23,725.32,N_V_KCl,NI,222.136,0,0.0,0,1,12,w12_f1_c15,0
83349,4,7,1,2,1,15,759,537,_694_464_839_581_,-691.95,725.98,N_V_KCl,NI,180.494,0,0.0,0,1,12,w12_f1_c15,0
83664,4,7,1,3,1,15,755,536,_695_462_800_578_,-693.66,726.17,N_V_KCl,NI,194.445,0,0.0,0,1,12,w12_f1_c15,0
83981,4,7,1,4,1,15,762,543,_715_502_801_582_,-692.01,724.06,N_V_KCl,NI,205.484,0,0.0,0,1,12,w12_f1_c15,0
84298,4,7,1,5,1,15,762,547,_711_492_819_591_,-691.42,723.69,N_V_KCl,NI,195.878,0,0.0,0,1,12,w12_f1_c15,0
84613,4,7,1,6,1,15,771,542,_726_505_803_579_,-691.06,723.93,N_V_KCl,NI,217.695,0,0.0,0,1,12,w12_f1_c15,0
84928,4,7,1,7,1,15,774,544,_705_508_810_585_,-691.14,723.19,N_V_KCl,NI,197.546,0,0.0,0,1,12,w12_f1_c15,0
85241,4,7,1,8,1,15,964,527,_894_482_1039_594_,-662.61,725.16,N_V_KCl,NI,165.568,0,0.0,0,1,12,w12_f1_c15,0
85554,4,7,1,9,1,15,773,537,_727_502_805_578_,-690.98,724.31,N_V_KCl,NI,211.581,0,0.0,0,1,12,w12_f1_c15,0
80605,4,7,1,10,1,15,767,536,_706_491_821_579_,-691.26,724.75,N_V_KCl,NI,191.833,0,0.0,0,1,12,w12_f1_c15,0
80915,4,7,1,11,1,15,769,532,_722_495_801_571_,-691.63,725.32,N_V_KCl,NI,207.022,0,0.0,0,1,12,w12_f1_c15,0
81222,4,7,1,12,1,15,757,543,_717_501_794_578_,-692.54,724.43,N_V_KCl,NI,210.601,0,0.0,0,1,12,w12_f1_c15,0
81532,4,7,1,13,1,15,955,536,_888_483_1030_605_,-663.61,724.43,N_V_KCl,NI,159.315,0,0.0,0,1,12,w12_f1_c15,0
81847,4,7,1,14,1,15,84,534,_5_477_130_585_,-791.94,724.73,N_V_KCl,NI,135.208,0,0.0,0,1,12,w12_f1_c15,0
82153,4,7,1,15,1,15,949,526,_880_476_991_580_,-665.59,725.87,N_V_KCl,NI,165.817,0,0.0,0,1,12,w12_f1_c15,0
82451,4,7,1,16,1,15,75,535,_25_478_118_590_,-792.47,724.45,N_V_KCl,NI,136.646,0,0.0,0,1,12,w12_f1_c15,0
82743,4,7,1,17,1,15,945,532,_875_481_995_597_,-666.1,724.76,N_V_KCl,NI,164.207,0,0.0,0,1,12,w12_f1_c15,0
83044,4,7,1,18,1,15,948,530,_877_482_994_597_,-665.61,724.78,N_V_KCl,NI,163.381,0,0.0,0,1,12,w12_f1_c15,0
80035,4,7,1,0,1,16,1034,618,_990_513_1088_774_,-653.72,711.91,N_V_KCl,NI,372.636,0,0.0,0,1,12,w12_f1_c16,0
80302,4,7,1,1,1,16,935,540,_901_504_980_581_,-666.08,724.34,N_V_KCl,NI,387.961,0,0.0,0,1,12,w12_f1_c16,0
83350,4,7,1,2,1,16,935,540,_897_470_991_591_,-666.5,725.14,N_V_KCl,NI,288.248,0,0.0,0,1,12,w12_f1_c16,0
83665,4,7,1,3,1,16,947,544,_888_470_1005_597_,-665.64,724.38,N_V_KCl,NI,211.656,0,0.0,0,1,12,w12_f1_c16,0
83982,4,7,1,4,1,16,90,536,_37_486_136_606_,-789.98,723.72,N_V_KCl,NI,138.429,0,0.0,0,1,12,w12_f1_c16,0
84299,4,7,1,5,1,16,974,549,_872_472_1036_635_,-662.51,723.49,N_V_KCl,NI,149.478,0,0.0,0,1,12,w12_f1_c16,0
84614,4,7,1,6,1,16,96,542,_43_485_138_593_,-789.57,723.84,N_V_KCl,NI,147.491,0,0.0,0,1,12,w12_f1_c16,0
84929,4,7,1,7,1,16,100,543,_19_488_142_605_,-789.58,722.72,N_V_KCl,NI,136.128,0,0.0,0,1,12,w12_f1_c16,0
85242,4,7,1,8,1,16,99,538,_38_482_144_600_,-789.13,723.63,N_V_KCl,NI,141.373,0,0.0,0,1,12,w12_f1_c16,0
85555,4,7,1,9,1,16,961,532,_895_480_1007_598_,-663.61,725.04,N_V_KCl,NI,167.633,0,0.0,0,1,12,w12_f1_c16,0
80606,4,7,1,10,1,16,961,528,_892_475_1008_585_,-663.67,725.63,N_V_KCl,NI,165.915,0,0.0,0,1,12,w12_f1_c16,0
80916,4,7,1,11,1,16,957,524,_895_473_1033_592_,-663.39,726.19,N_V_KCl,NI,162.348,0,0.0,0,1,12,w12_f1_c16,0
81223,4,7,1,12,1,16,956,532,_887_479_998_588_,-665.0,725.12,N_V_KCl,NI,166.658,0,0.0,0,1,12,w12_f1_c16,0
81533,4,7,1,13,1,16,89,547,_45_488_134_591_,-790.04,723.47,N_V_KCl,NI,131.906,0,0.0,0,1,12,w12_f1_c16,0
81848,4,7,1,14,1,16,2091,571,_2045_528_2137_613_,-498.93,719.65,N_V_KCl,NI,154.522,0,0.0,0,1,12,w12_f1_c16,0
82154,4,7,1,15,1,16,82,534,_33_475_130_583_,-791.51,725.22,N_V_KCl,NI,139.033,0,0.0,0,1,12,w12_f1_c16,0
82452,4,7,1,16,1,16,2083,576,_2034_533_2126_619_,-500.31,718.86,N_V_KCl,NI,153.063,0,0.0,0,1,12,w12_f1_c16,0
82744,4,7,1,17,1,16,76,543,_28_483_118_590_,-792.27,724.15,N_V_KCl,NI,140.887,0,0.0,0,1,12,w12_f1_c16,0
83045,4,7,1,18,1,16,82,539,_1_481_131_599_,-792.12,723.71,N_V_KCl,NI,135.382,0,0.0,0,1,12,w12_f1_c16,0
80036,4,7,1,0,1,17,1827,620,_1781_574_1893_667_,-536.6,712.16,N_V_KCl,NI,333.276,0,0.0,0,1,12,w12_f1_c17,0
80303,4,7,1,1,1,17,95,545,_50_487_137_592_,-789.59,724.06,N_V_KCl,NI,171.463,0,0.0,0,1,12,w12_f1_c17,0
83351,4,7,1,2,1,17,93,538,_46_484_139_602_,-789.81,724.13,N_V_KCl,NI,142.804,0,0.0,0,1,12,w12_f1_c17,0
83666,4,7,1,3,1,17,93,537,_41_484_134_594_,-790.18,724.67,N_V_KCl,NI,142.421,0,0.0,0,1,12,w12_f1_c17,0
83983,4,7,1,4,1,17,970,542,_890_482_1033_630_,-661.9,723.25,N_V_KCl,NI,152.004,0,0.0,0,1,12,w12_f1_c17,0
84300,4,7,1,5,1,17,93,550,_40_490_138_608_,-789.97,723.16,N_V_KCl,NI,137.556,0,0.0,0,1,12,w12_f1_c17,0
84615,4,7,1,6,1,17,998,548,_932_487_1037_619_,-659.4,722.9,N_V_KCl,NI,152.057,0,0.0,0,1,12,w12_f1_c17,0
84930,4,7,1,7,1,17,979,548,_894_459_1042_629_,-660.72,723.73,N_V_KCl,NI,148.99,0,0.0,0,1,12,w12_f1_c17,0
85243,4,7,1,8,1,17,2101,582,_2045_531_2154_630_,-497.35,717.85,N_V_KCl,NI,135.478,0,0.0,0,1,12,w12_f1_c17,0
85556,4,7,1,9,1,17,98,539,_1_483_141_598_,-790.38,723.67,N_V_KCl,NI,142.441,0,0.0,0,1,12,w12_f1_c17,0
80607,4,7,1,10,1,17,95,536,_15_478_139_595_,-790.09,724.29,N_V_KCl,NI,139.895,0,0.0,0,1,12,w12_f1_c17,0
80917,4,7,1,11,1,17,93,531,_43_476_138_592_,-789.98,725.11,N_V_KCl,NI,138.751,0,0.0,0,1,12,w12_f1_c17,0
81224,4,7,1,12,1,17,85,538,_40_480_134_597_,-790.93,724.36,N_V_KCl,NI,142.996,0,0.0,0,1,12,w12_f1_c17,0
81534,4,7,1,13,1,17,2099,581,_2049_542_2142_625_,-498.11,717.83,N_V_KCl,NI,151.623,0,0.0,0,1,12,w12_f1_c17,0
81849,4,7,1,14,1,17,1023,595,_978_557_1104_702_,-651.77,711.79,N_V_KCl,NI,165.704,0,0.0,0,1,12,w12_f1_c17,0
82155,4,7,1,15,1,17,2089,572,_2042_532_2132_615_,-499.39,719.45,N_V_KCl,NI,154.301,0,0.0,0,1,12,w12_f1_c17,0
82453,4,7,1,16,1,17,1016,601,_969_551_1101_711_,-652.93,711.02,N_V_KCl,NI,163.393,0,0.0,0,1,12,w12_f1_c17,0
82745,4,7,1,17,1,17,2086,580,_2037_538_2131_623_,-499.94,718.33,N_V_KCl,NI,153.59,0,0.0,0,1,12,w12_f1_c17,0
83046,4,7,1,18,1,17,2092,577,_2043_536_2133_623_,-499.37,718.43,N_V_KCl,NI,152.532,0,0.0,0,1,12,w12_f1_c17,0
80037,4,7,1,0,1,18,875,629,_802_534_920_665_,-677.94,714.84,N_V_KCl,NI,261.958,0,0.0,0,1,12,w12_f1_c18,0
80304,4,7,1,1,1,18,2058,591,_2006_547_2130_650_,-503.17,716.55,N_V_KCl,NI,206.248,0,0.0,0,1,12,w12_f1_c18,0
83352,4,7,1,2,1,18,2090,588,_2007_543_2141_646_,-501.28,716.91,N_V_KCl,NI,149.734,0,0.0,0,1,12,w12_f1_c18,0
83667,4,7,1,3,1,18,2096,581,_2016_522_2145_636_,-499.92,718.67,N_V_KCl,NI,128.513,0,0.0,0,1,12,w12_f1_c18,0
83984,4,7,1,4,1,18,2090,581,_1992_523_2158_678_,-499.17,716.95,N_V_KCl,NI,127.866,0,0.0,0,1,12,w12_f1_c18,0
84301,4,7,1,5,1,18,2098,589,_2029_536_2158_644_,-497.6,716.6,N_V_KCl,NI,129.275,0,0.0,0,1,12,w12_f1_c18,0
84616,4,7,1,6,1,18,2102,584,_2043_530_2156_640_,-497.7,717.29,N_V_KCl,NI,129.42,0,0.0,0,1,12,w12_f1_c18,0
84931,4,7,1,7,1,18,2103,589,_2046_538_2158_642_,-497.1,716.78,N_V_KCl,NI,133.566,0,0.0,0,1,12,w12_f1_c18,0
85244,4,7,1,8,1,18,1042,605,_974_558_1118_699_,-650.01,711.65,N_V_KCl,NI,166.568,0,0.0,0,1,12,w12_f1_c18,0
