t,bact,mito_frag,mito_pot,annexin,hoechst,leg_n,leg_area,infected,cell_lbl
0.0,Lpp WT,0.431446,0.25603200000000004,126.836,217.24,8.0,10.0076,1.0,w1_f1_c1
1.0,Lpp WT,0.484533,0.121939,125.335,346.889,0.0,0.0,0.0,w1_f1_c1
2.0,Lpp WT,0.488785,0.115264,125.288,432.361,0.0,0.0,0.0,w1_f1_c1
3.0,Lpp WT,0.47821499999999995,0.14033199999999998,125.71700000000001,346.814,0.0,0.0,0.0,w1_f1_c1
4.0,Lpp WT,0.474289,0.178344,125.51799999999999,426.399,1.0,2.29667,1.0,w1_f1_c1
5.0,Lpp WT,0.48147299999999993,0.135201,125.583,278.538,2.0,1.53694,1.0,w1_f1_c1
6.0,Lpp WT,0.470587,0.174567,126.06,482.551,3.0,0.27071100000000003,1.0,w1_f1_c1
7.0,Lpp WT,0.474153,0.159039,125.744,419.905,2.0,1.1527,1.0,w1_f1_c1
8.0,Lpp WT,0.493505,0.106421,142.832,395.935,1.0,0.4017,1.0,w1_f1_c1
9.0,Lpp WT,0.513772,0.078543,448.848,743.01,1.0,0.0698608,1.0,w1_f1_c1
10.0,Lpp WT,0.5029140000000001,0.095876,492.449,1269.19,2.0,0.41043199999999996,1.0,w1_f1_c1
11.0,Lpp WT,0.509096,0.108669,554.924,2314.85,1.0,2.06963,1.0,w1_f1_c1
12.0,Lpp WT,0.512016,0.0937987,559.747,1641.29,2.0,0.6287470000000001,1.0,w1_f1_c1
13.0,Lpp WT,0.512354,0.10304200000000001,533.994,2141.04,2.0,0.960586,1.0,w1_f1_c1
14.0,Lpp WT,0.513197,0.093613,539.492,2205.17,5.0,1.7901799999999999,1.0,w1_f1_c1
15.0,Lpp WT,0.506709,0.0987172,547.369,1989.62,3.0,1.1527,1.0,w1_f1_c1
16.0,Lpp WT,0.5116149999999999,0.10834500000000001,530.566,2510.85,12.0,2.29667,1.0,w1_f1_c1
17.0,Lpp WT,0.5147390000000001,0.089587,525.1990000000001,2650.24,8.0,2.0521599999999998,1.0,w1_f1_c1
0.0,Lpp WT,0.320009,0.5616800000000001,122.675,227.22099999999998,5.0,18.3996,1.0,w1_f1_c2
1.0,Lpp WT,0.30449499999999996,0.5462899999999999,122.45100000000001,349.092,4.0,16.5483,1.0,w1_f1_c2
2.0,Lpp WT,0.321206,0.49661400000000006,127.93700000000001,454.55,4.0,16.0593,1.0,w1_f1_c2
3.0,Lpp WT,0.332835,0.46042,137.424,488.559,3.0,15.579,1.0,w1_f1_c2
4.0,Lpp WT,0.352722,0.398687,141.969,497.51599999999996,5.0,9.326419999999999,1.0,w1_f1_c2
5.0,Lpp WT,0.386894,0.28672800000000004,143.001,576.807,6.0,12.5138,1.0,w1_f1_c2
6.0,Lpp WT,0.390098,0.289996,150.16299999999998,564.747,4.0,13.9634,1.0,w1_f1_c2
7.0,Lpp WT,0.408035,0.261496,147.43,598.3580000000001,1.0,2.42766,1.0,w1_f1_c2
8.0,Lpp WT,0.42122299999999996,0.24520999999999998,149.881,645.341,5.0,6.75903,1.0,w1_f1_c2
9.0,Lpp WT,0.46469099999999997,0.172675,176.472,874.6210000000001,6.0,19.561,1.0,w1_f1_c2
10.0,Lpp WT,0.515378,0.0588232,694.86,5076.49,13.0,9.14303,1.0,w1_f1_c2
11.0,Lpp WT,0.5005890000000001,0.103173,1085.94,5707.55,16.0,13.0116,1.0,w1_f1_c2
12.0,Lpp WT,0.47793599999999997,0.202967,941.923,5291.03,6.0,6.6193100000000005,1.0,w1_f1_c2
13.0,Lpp WT,0.494949,0.121023,1110.66,5699.48,7.0,7.71962,1.0,w1_f1_c2
14.0,Lpp WT,0.48656800000000006,0.13325599999999999,1187.96,5730.94,5.0,11.5358,1.0,w1_f1_c2
15.0,Lpp WT,0.49936499999999995,0.09159919999999999,1137.28,5398.36,2.0,4.67194,1.0,w1_f1_c2
16.0,Lpp WT,0.488573,0.12096900000000001,1282.8,5781.3,4.0,5.9993,1.0,w1_f1_c2
17.0,Lpp WT,0.483671,0.128606,1307.39,5802.07,4.0,5.85957,1.0,w1_f1_c2
0.0,Lpp WT,0.332432,0.6170180000000001,127.679,227.27599999999998,2.0,3.8860099999999997,1.0,w1_f1_c3
1.0,Lpp WT,0.45672700000000005,0.178377,124.85799999999999,327.48,1.0,2.86429,1.0,w1_f1_c3
2.0,Lpp WT,0.472869,0.149997,124.80799999999999,433.409,6.0,13.0989,1.0,w1_f1_c3
3.0,Lpp WT,0.463625,0.169537,125.13,505.305,6.0,13.4919,1.0,w1_f1_c3
4.0,Lpp WT,0.44046899999999994,0.256898,124.844,553.635,6.0,21.8752,1.0,w1_f1_c3
5.0,Lpp WT,0.45538,0.17315999999999998,124.604,538.806,6.0,19.4737,1.0,w1_f1_c3
6.0,Lpp WT,0.444474,0.20319700000000002,125.215,588.181,7.0,23.6741,1.0,w1_f1_c3
7.0,Lpp WT,0.44743999999999995,0.170807,124.90299999999999,703.3810000000001,12.0,26.6781,1.0,w1_f1_c3
8.0,Lpp WT,0.44648699999999997,0.182409,131.97,2156.01,9.0,29.3677,1.0,w1_f1_c3
9.0,Lpp WT,0.502975,0.103778,219.321,3378.85,6.0,33.6554,1.0,w1_f1_c3
12.0,Lpp WT,0.507899,0.09677050000000001,536.227,4052.5,5.0,23.1065,1.0,w1_f1_c3
13.0,Lpp WT,0.503847,0.10663900000000001,534.76,4749.45,8.0,27.1147,1.0,w1_f1_c3
14.0,Lpp WT,0.505783,0.104675,541.7869999999999,4987.1,12.0,27.499000000000002,1.0,w1_f1_c3
15.0,Lpp WT,0.510992,0.0859138,534.738,4741.8,15.0,25.3245,1.0,w1_f1_c3
16.0,Lpp WT,0.50766,0.09830950000000001,544.347,5312.99,6.0,27.4466,1.0,w1_f1_c3
17.0,Lpp WT,0.502977,0.10656800000000001,551.467,5411.13,5.0,23.0628,1.0,w1_f1_c3
0.0,Lpp WT,0.380463,0.534189,125.863,259.013,3.0,5.1784300000000005,1.0,w1_f1_c4
1.0,Lpp WT,0.439474,0.387344,124.898,396.537,1.0,1.8425799999999999,1.0,w1_f1_c4
2.0,Lpp WT,0.427626,0.40225900000000003,126.149,524.389,1.0,1.33609,1.0,w1_f1_c4
3.0,Lpp WT,0.42481800000000003,0.37650700000000004,127.588,654.482,2.0,2.87303,1.0,w1_f1_c4
4.0,Lpp WT,0.427997,0.350277,129.756,856.0880000000001,1.0,1.44961,1.0,w1_f1_c4
5.0,Lpp WT,0.440032,0.261792,128.287,1021.53,3.0,2.1045599999999998,1.0,w1_f1_c4
6.0,Lpp WT,0.44707700000000006,0.217608,132.679,1224.53,1.0,1.633,1.0,w1_f1_c4
7.0,Lpp WT,0.47763,0.162131,128.612,797.449,1.0,1.0741100000000001,1.0,w1_f1_c4
8.0,Lpp WT,0.479264,0.145084,129.631,1028.55,3.0,2.27048,1.0,w1_f1_c4
9.0,Lpp WT,0.462197,0.186552,131.151,1089.32,2.0,1.44961,1.0,w1_f1_c4
10.0,Lpp WT,0.454463,0.193875,130.644,1457.97,2.0,2.0870900000000003,1.0,w1_f1_c4
11.0,Lpp WT,0.457142,0.229917,132.328,1518.64,4.0,6.16522,1.0,w1_f1_c4
12.0,Lpp WT,0.44163199999999997,0.241615,133.741,1525.12,2.0,5.47534,1.0,w1_f1_c4
13.0,Lpp WT,0.46279,0.223631,170.468,2400.66,2.0,10.6188,1.0,w1_f1_c4
14.0,Lpp WT,0.469948,0.17114300000000002,275.778,4089.78,4.0,12.1645,1.0,w1_f1_c4
15.0,Lpp WT,0.48521000000000003,0.137204,255.572,4689.98,4.0,11.8239,1.0,w1_f1_c4
16.0,Lpp WT,0.48796300000000004,0.159838,1063.38,5071.77,5.0,8.39203,1.0,w1_f1_c4
17.0,Lpp WT,0.493594,0.157995,1322.28,4804.21,3.0,11.2389,1.0,w1_f1_c4
0.0,Lpp WT,0.35843,0.414332,122.671,237.1,5.0,20.9932,1.0,w1_f1_c5
1.0,Lpp WT,0.454187,0.19382,121.67,433.87699999999995,7.0,35.2972,1.0,w1_f1_c5
2.0,Lpp WT,0.46090200000000003,0.172234,122.891,485.663,8.0,35.5329,1.0,w1_f1_c5
3.0,Lpp WT,0.435619,0.234078,124.111,499.972,6.0,32.3281,1.0,w1_f1_c5
4.0,Lpp WT,0.44572799999999996,0.20113599999999998,126.837,494.435,6.0,31.4548,1.0,w1_f1_c5
5.0,Lpp WT,0.459438,0.164928,127.98,528.339,5.0,34.8343,1.0,w1_f1_c5
6.0,Lpp WT,0.450817,0.188995,128.088,543.369,9.0,36.38,1.0,w1_f1_c5
7.0,Lpp WT,0.44781099999999996,0.198629,126.19200000000001,576.8,10.0,43.1128,1.0,w1_f1_c5
8.0,Lpp WT,0.449305,0.18037999999999998,125.307,597.186,6.0,42.2047,1.0,w1_f1_c5
9.0,Lpp WT,0.43490200000000007,0.21383400000000002,125.264,604.568,9.0,38.3798,1.0,w1_f1_c5
10.0,Lpp WT,0.46102600000000005,0.171149,125.14200000000001,645.746,7.0,43.89,1.0,w1_f1_c5
11.0,Lpp WT,0.42442700000000005,0.237704,127.045,677.079,9.0,39.8381,1.0,w1_f1_c5
12.0,Lpp WT,0.443166,0.19859200000000002,125.053,685.847,15.0,47.5315,1.0,w1_f1_c5
13.0,Lpp WT,0.426129,0.24531799999999998,125.35799999999999,738.107,9.0,49.8544,1.0,w1_f1_c5
14.0,Lpp WT,0.419261,0.258063,125.454,780.993,15.0,55.2774,1.0,w1_f1_c5
15.0,Lpp WT,0.408903,0.297267,158.125,2187.59,8.0,51.2691,1.0,w1_f1_c5
16.0,Lpp WT,0.452611,0.20639899999999997,482.455,3743.29,8.0,44.1782,1.0,w1_f1_c5
17.0,Lpp WT,0.46711199999999997,0.193275,563.031,238.83900000000003,6.0,31.4898,1.0,w1_f1_c5
0.0,Lpp WT,0.308929,0.606212,120.133,244.08700000000002,0.0,0.0,0.0,w1_f1_c6
1.0,Lpp WT,0.362631,0.43378999999999995,119.69,398.923,1.0,1.9648299999999999,1.0,w1_f1_c6
2.0,Lpp WT,0.451201,0.190749,121.225,502.969,4.0,6.671710000000001,1.0,w1_f1_c6
3.0,Lpp WT,0.45151,0.184996,123.065,491.91900000000004,3.0,4.462359999999999,1.0,w1_f1_c6
4.0,Lpp WT,0.45126099999999997,0.183584,123.719,617.573,3.0,4.22658,1.0,w1_f1_c6
5.0,Lpp WT,0.44569200000000003,0.1849,123.531,690.2230000000001,5.0,9.16923,1.0,w1_f1_c6
6.0,Lpp WT,0.445988,0.202469,123.822,634.3480000000001,5.0,7.833139999999999,1.0,w1_f1_c6
7.0,Lpp WT,0.451258,0.197151,123.044,695.873,5.0,9.07317,1.0,w1_f1_c6
8.0,Lpp WT,0.446675,0.198577,123.369,876.8380000000001,5.0,10.3307,1.0,w1_f1_c6
9.0,Lpp WT,0.449033,0.191221,124.19,1194.22,5.0,8.58415,1.0,w1_f1_c6
10.0,Lpp WT,0.47460699999999995,0.16214800000000001,207.767,2901.8,5.0,8.21738,1.0,w1_f1_c6
11.0,Lpp WT,0.459272,0.21505300000000002,348.556,3668.22,5.0,8.3571,1.0,w1_f1_c6
12.0,Lpp WT,0.513945,0.0980318,581.094,3826.37,5.0,10.776,1.0,w1_f1_c6
13.0,Lpp WT,0.493263,0.197962,873.513,3806.85,5.0,10.2608,1.0,w1_f1_c6
14.0,Lpp WT,0.49296599999999996,0.20978000000000002,935.827,3746.6,5.0,10.7324,1.0,w1_f1_c6
15.0,Lpp WT,0.5003529999999999,0.158673,990.38,3299.56,5.0,9.632060000000001,1.0,w1_f1_c6
16.0,Lpp WT,0.501745,0.17891300000000002,920.5880000000001,3805.12,5.0,10.9681,1.0,w1_f1_c6
17.0,Lpp WT,0.49500299999999997,0.206393,932.1389999999999,3908.83,5.0,9.90277,1.0,w1_f1_c6
1.0,Lpp WT,0.385822,0.29681399999999997,113.431,221.11900000000003,0.0,0.0,0.0,w1_f1_c7
1.0,Lpp WT,0.431781,0.253934,114.147,325.698,2.0,6.31367,1.0,w1_f1_c8
2.0,Lpp WT,0.44779300000000005,0.199481,115.228,431.211,1.0,0.113524,1.0,w1_f1_c8
3.0,Lpp WT,0.440855,0.239893,116.559,468.809,4.0,8.76753,1.0,w1_f1_c8
4.0,Lpp WT,0.448917,0.24153200000000002,118.68,516.543,3.0,8.05146,1.0,w1_f1_c8
5.0,Lpp WT,0.43410699999999997,0.22186199999999998,116.34200000000001,570.817,3.0,8.7064,1.0,w1_f1_c8
6.0,Lpp WT,0.43863100000000005,0.244794,118.51299999999999,574.175,3.0,10.0512,1.0,w1_f1_c8
7.0,Lpp WT,0.443458,0.247473,116.555,593.332,3.0,11.431,1.0,w1_f1_c8
8.0,Lpp WT,0.43893000000000004,0.234208,118.249,597.038,3.0,14.5922,1.0,w1_f1_c8
9.0,Lpp WT,0.425832,0.261448,118.272,574.725,3.0,17.1508,1.0,w1_f1_c8
10.0,Lpp WT,0.454887,0.168215,120.932,539.054,2.0,8.47062,1.0,w1_f1_c8
11.0,Lpp WT,0.435854,0.24615599999999999,134.717,486.55,1.0,1.75525,1.0,w1_f1_c8
12.0,Lpp WT,0.49856300000000003,0.0720961,120.319,789.57,3.0,0.375502,1.0,w1_f1_c8
13.0,Lpp WT,0.472923,0.117275,138.469,1555.34,11.0,3.45811,1.0,w1_f1_c8
14.0,Lpp WT,0.5147970000000001,0.065385,649.799,1442.76,0.0,0.0,0.0,w1_f1_c8
15.0,Lpp WT,0.511882,0.0669986,886.45,1097.59,0.0,0.0,0.0,w1_f1_c8
16.0,Lpp WT,0.506854,0.0921158,968.419,1358.16,0.0,0.0,0.0,w1_f1_c8
17.0,Lpp WT,0.503321,0.102657,1033.24,1551.81,0.0,0.0,0.0,w1_f1_c8
1.0,Lpp WT,0.42165699999999995,0.249558,123.12299999999999,249.757,0.0,0.0,0.0,w1_f1_c9
2.0,Lpp WT,0.425151,0.248502,123.333,304.188,1.0,2.13075,1.0,w1_f1_c9
3.0,Lpp WT,0.407265,0.266056,123.15899999999999,354.406,1.0,1.25749,1.0,w1_f1_c9
4.0,Lpp WT,0.405009,0.27435,122.915,404.658,1.0,1.33609,1.0,w1_f1_c9
5.0,Lpp WT,0.419521,0.259002,122.68,425.75300000000004,1.0,1.66793,1.0,w1_f1_c9
6.0,Lpp WT,0.40519299999999997,0.30159,123.04299999999999,445.909,1.0,1.8163799999999999,1.0,w1_f1_c9
7.0,Lpp WT,0.405957,0.28128200000000003,122.435,448.89300000000003,1.0,2.4538599999999997,1.0,w1_f1_c9
8.0,Lpp WT,0.414238,0.27559,122.848,444.332,1.0,3.05641,1.0,w1_f1_c9
9.0,Lpp WT,0.391871,0.31854699999999997,124.762,453.27,1.0,3.06514,1.0,w1_f1_c9
10.0,Lpp WT,0.433716,0.251101,123.08,463.44300000000004,1.0,2.89922,1.0,w1_f1_c9
11.0,Lpp WT,0.38526900000000003,0.330169,128.13299999999998,451.62,1.0,3.9558699999999996,1.0,w1_f1_c9
12.0,Lpp WT,0.401972,0.30332600000000004,126.12700000000001,455.73,6.0,3.89474,1.0,w1_f1_c9
13.0,Lpp WT,0.37504699999999996,0.369702,126.64399999999999,467.741,1.0,6.43593,1.0,w1_f1_c9
14.0,Lpp WT,0.35922800000000005,0.386938,125.59700000000001,467.02099999999996,2.0,7.9816,1.0,w1_f1_c9
15.0,Lpp WT,0.393885,0.318846,125.609,464.724,3.0,8.3047,1.0,w1_f1_c9
16.0,Lpp WT,0.359389,0.37988299999999997,124.587,479.20300000000003,3.0,9.79798,1.0,w1_f1_c9
17.0,Lpp WT,0.363568,0.378614,125.45100000000001,488.92,1.0,14.042,1.0,w1_f1_c9
1.0,Lpp WT,0.386265,0.316562,116.296,229.42,0.0,0.0,0.0,w1_f1_c10
6.0,Lpp WT,0.369858,0.365014,116.515,237.843,0.0,0.0,0.0,w1_f1_c10
7.0,Lpp WT,0.376512,0.358008,115.539,240.899,0.0,0.0,0.0,w1_f1_c10
8.0,Lpp WT,0.370838,0.397886,116.14,243.00900000000001,0.0,0.0,0.0,w1_f1_c10
9.0,Lpp WT,0.38461999999999996,0.350445,115.82700000000001,244.908,0.0,0.0,0.0,w1_f1_c10
1.0,Lpp WT,0.404107,0.270805,116.167,358.20099999999996,0.0,0.0,0.0,w1_f1_c11
2.0,Lpp WT,0.417329,0.247468,115.14399999999999,463.84,0.0,0.0,0.0,w1_f1_c11
3.0,Lpp WT,0.428346,0.251716,118.16,423.33099999999996,3.0,5.7285900000000005,1.0,w1_f1_c11
4.0,Lpp WT,0.43553500000000006,0.227122,119.618,417.33099999999996,3.0,5.7285900000000005,1.0,w1_f1_c11
5.0,Lpp WT,0.429516,0.233562,120.715,506.254,4.0,6.1390199999999995,1.0,w1_f1_c11
6.0,Lpp WT,0.42816099999999996,0.254867,124.446,473.82599999999996,4.0,6.7503,1.0,w1_f1_c11
7.0,Lpp WT,0.426752,0.255783,122.389,556.893,4.0,7.92047,1.0,w1_f1_c11
8.0,Lpp WT,0.42096300000000003,0.270255,121.734,600.891,4.0,8.40949,1.0,w1_f1_c11
9.0,Lpp WT,0.415259,0.299591,124.15299999999999,570.87,4.0,10.68,1.0,w1_f1_c11
10.0,Lpp WT,0.41525200000000007,0.23759,122.18799999999999,590.133,4.0,12.8282,1.0,w1_f1_c11
11.0,Lpp WT,0.397381,0.277458,125.93799999999999,469.21,3.0,7.204389999999999,1.0,w1_f1_c11
12.0,Lpp WT,0.409086,0.272242,176.332,677.967,4.0,9.990089999999999,1.0,w1_f1_c11
13.0,Lpp WT,0.403426,0.335727,194.27200000000002,590.275,4.0,12.6011,1.0,w1_f1_c11
14.0,Lpp WT,0.387586,0.338065,162.093,605.746,4.0,14.6358,1.0,w1_f1_c11
15.0,Lpp WT,0.395095,0.318959,150.56799999999998,668.923,4.0,17.3866,1.0,w1_f1_c11
16.0,Lpp WT,0.381592,0.386658,161.236,546.628,4.0,19.561,1.0,w1_f1_c11
17.0,Lpp WT,0.378292,0.378621,159.161,628.811,4.0,19.3602,1.0,w1_f1_c11
2.0,Lpp WT,0.402442,0.292618,114.568,233.273,2.0,6.540719999999999,1.0,w1_f1_c12
3.0,Lpp WT,0.404483,0.27073400000000003,115.09700000000001,233.34799999999998,3.0,7.134530000000001,1.0,w1_f1_c12
4.0,Lpp WT,0.406947,0.295099,115.29700000000001,227.21,2.0,2.97782,1.0,w1_f1_c12
5.0,Lpp WT,0.389838,0.306312,115.33,254.3,2.0,4.21785,1.0,w1_f1_c12
6.0,Lpp WT,0.399904,0.285643,115.79899999999999,253.457,3.0,6.191409999999999,1.0,w1_f1_c12
7.0,Lpp WT,0.411792,0.284296,115.42,267.57599999999996,2.0,4.15672,1.0,w1_f1_c12
8.0,Lpp WT,0.396575,0.305212,115.389,270.082,2.0,6.47086,1.0,w1_f1_c12
9.0,Lpp WT,0.41267299999999996,0.287475,115.322,263.504,2.0,4.15672,1.0,w1_f1_c12
10.0,Lpp WT,0.386238,0.303342,114.21600000000001,249.90400000000002,1.0,3.8510800000000005,1.0,w1_f1_c12
11.0,Lpp WT,0.38425,0.341215,115.49700000000001,224.562,2.0,5.28322,1.0,w1_f1_c12
12.0,Lpp WT,0.38759499999999997,0.314083,115.10799999999999,267.645,3.0,4.93392,1.0,w1_f1_c12
13.0,Lpp WT,0.387309,0.31640100000000004,114.295,260.561,1.0,4.61081,1.0,w1_f1_c12
14.0,Lpp WT,0.405455,0.296685,114.43299999999999,241.204,1.0,4.7418,1.0,w1_f1_c12
15.0,Lpp WT,0.40176100000000003,0.2905,114.21700000000001,270.659,1.0,2.6547099999999997,1.0,w1_f1_c12
16.0,Lpp WT,0.41004799999999997,0.292009,114.28299999999999,258.598,2.0,2.46259,1.0,w1_f1_c12
17.0,Lpp WT,0.41818999999999995,0.281843,115.874,262.265,1.0,2.7071099999999997,1.0,w1_f1_c12
5.0,Lpp WT,0.36391100000000004,0.33136,119.389,243.715,2.0,2.61105,1.0,w1_f1_c13
6.0,Lpp WT,0.366691,0.355729,119.829,242.183,2.0,2.51499,1.0,w1_f1_c13
7.0,Lpp WT,0.358297,0.373648,120.051,242.024,2.0,2.52372,1.0,w1_f1_c13
8.0,Lpp WT,0.358568,0.396043,120.431,241.62900000000002,2.0,2.4887900000000003,1.0,w1_f1_c13
10.0,Lpp WT,0.329448,0.45477,119.446,242.46599999999998,3.0,4.08686,1.0,w1_f1_c13
11.0,Lpp WT,0.359176,0.404661,119.39200000000001,238.438,3.0,4.32264,1.0,w1_f1_c13
12.0,Lpp WT,0.339634,0.444359,134.856,238.014,3.0,4.5060199999999995,1.0,w1_f1_c13
13.0,Lpp WT,0.342488,0.45736000000000004,146.166,239.294,3.0,7.169460000000001,1.0,w1_f1_c13
14.0,Lpp WT,0.342119,0.45552600000000004,152.429,236.08700000000002,3.0,8.53175,1.0,w1_f1_c13
15.0,Lpp WT,0.324999,0.494463,155.907,241.11700000000002,3.0,8.7588,1.0,w1_f1_c13
16.0,Lpp WT,0.343407,0.464962,153.391,232.64700000000002,3.0,11.0642,1.0,w1_f1_c13
17.0,Lpp WT,0.336387,0.48858500000000005,153.52100000000002,238.00099999999998,3.0,12.6972,1.0,w1_f1_c13
5.0,Lpp WT,0.378656,0.283752,114.416,219.908,0.0,0.0,0.0,w1_f1_c14
6.0,Lpp WT,0.355479,0.375929,114.719,227.688,0.0,0.0,0.0,w1_f1_c14
8.0,Lpp WT,0.36657399999999996,0.324286,114.29799999999999,226.067,0.0,0.0,0.0,w1_f1_c14
9.0,Lpp WT,0.382967,0.32450500000000004,114.361,225.09,0.0,0.0,0.0,w1_f1_c14
10.0,Lpp WT,0.406555,0.26429400000000003,114.824,239.298,0.0,0.0,0.0,w1_f1_c14
11.0,Lpp WT,0.38495799999999997,0.321465,116.3,227.858,0.0,0.0,0.0,w1_f1_c14
13.0,Lpp WT,0.377069,0.356416,116.26100000000001,238.78,0.0,0.0,0.0,w1_f1_c14
14.0,Lpp WT,0.381162,0.337187,115.84899999999999,225.21200000000002,0.0,0.0,0.0,w1_f1_c14
15.0,Lpp WT,0.401427,0.271975,115.319,236.49200000000002,0.0,0.0,0.0,w1_f1_c14
16.0,Lpp WT,0.387007,0.333766,117.41,246.003,0.0,0.0,0.0,w1_f1_c14
17.0,Lpp WT,0.454921,0.169182,121.24799999999999,224.739,0.0,0.0,0.0,w1_f1_c14
7.0,Lpp WT,0.408692,0.255769,153.13,234.757,7.0,10.8634,1.0,w1_f1_c15
8.0,Lpp WT,0.402303,0.251346,142.755,244.804,4.0,10.6538,1.0,w1_f1_c15
10.0,Lpp WT,0.518483,0.0733468,556.078,4203.05,10.0,34.4938,1.0,w1_f1_c16
11.0,Lpp WT,0.506404,0.11043299999999999,569.453,4495.95,3.0,13.3172,1.0,w1_f1_c16
12.0,Lpp WT,0.428833,0.256389,116.359,244.00799999999998,0.0,0.0,0.0,w1_f1_c17
11.0,Lpp WT,0.477026,0.233417,3177.36,1915.01,2.0,2.3403400000000003,1.0,w1_f1_c18
12.0,Lpp WT,0.47774099999999997,0.246245,2791.95,2310.35,1.0,1.0217100000000001,1.0,w1_f1_c18
13.0,Lpp WT,0.471897,0.229571,2984.98,2282.15,1.0,1.1963700000000002,1.0,w1_f1_c18
14.0,Lpp WT,0.47765,0.21978000000000003,3053.43,2289.0,1.0,1.1789,1.0,w1_f1_c18
15.0,Lpp WT,0.47204799999999997,0.226566,2861.11,2328.13,1.0,1.0479100000000001,1.0,w1_f1_c18
16.0,Lpp WT,0.470351,0.24683400000000003,3040.52,2215.09,1.0,1.26623,1.0,w1_f1_c18
17.0,Lpp WT,0.47024499999999997,0.244765,3141.14,2125.0,2.0,2.47133,1.0,w1_f1_c18
12.0,Lpp WT,0.499946,0.10768900000000001,1422.91,254.449,8.0,0.45409499999999997,1.0,w1_f1_c19
13.0,Lpp WT,0.498237,0.127751,1684.65,259.089,9.0,0.698608,1.0,w1_f1_c19
14.0,Lpp WT,0.49643699999999996,0.12374,1799.51,263.776,1.0,0.768469,1.0,w1_f1_c19
15.0,Lpp WT,0.497849,0.10041599999999999,1632.0,267.883,3.0,1.22256,1.0,w1_f1_c19
16.0,Lpp WT,0.49314600000000003,0.12676099999999998,1828.47,269.02,5.0,3.76375,1.0,w1_f1_c19
17.0,Lpp WT,0.49649499999999996,0.126969,1840.06,268.781,6.0,0.392967,1.0,w1_f1_c19
14.0,Lpp WT,0.45607600000000004,0.12148800000000001,118.16,259.348,0.0,0.0,0.0,w1_f1_c20
17.0,Lpp WT,0.45325,0.205639,135.55200000000002,252.614,0.0,0.0,0.0,w1_f1_c21
17.0,Lpp WT,0.495349,0.17056500000000002,569.869,4115.69,5.0,12.54,1.0,w1_f1_c22
0.0,Lpp WT,0.434837,0.233015,122.505,219.077,4.0,6.85509,1.0,w1_f2_c1
1.0,Lpp WT,0.449879,0.201079,125.72200000000001,262.64599999999996,8.0,4.85533,1.0,w1_f2_c1
2.0,Lpp WT,0.452996,0.199873,125.86,307.699,7.0,7.71962,1.0,w1_f2_c1
3.0,Lpp WT,0.463487,0.194799,125.52600000000001,330.18300000000005,5.0,10.7673,1.0,w1_f2_c1
4.0,Lpp WT,0.46385600000000005,0.17521199999999998,125.568,464.108,2.0,5.27449,1.0,w1_f2_c1
5.0,Lpp WT,0.47608999999999996,0.145824,149.405,495.973,3.0,4.62828,1.0,w1_f2_c1
6.0,Lpp WT,0.48703199999999996,0.13231300000000001,281.65,1764.86,3.0,4.42743,1.0,w1_f2_c1
7.0,Lpp WT,0.501337,0.141312,383.142,3483.42,2.0,5.09111,1.0,w1_f2_c1
8.0,Lpp WT,0.5013989999999999,0.150834,519.273,3204.33,3.0,4.8204,1.0,w1_f2_c1
9.0,Lpp WT,0.5052260000000001,0.129675,535.9680000000001,3883.06,5.0,3.29219,1.0,w1_f2_c1
10.0,Lpp WT,0.5049560000000001,0.129931,506.324,4181.32,6.0,2.71584,1.0,w1_f2_c1
11.0,Lpp WT,0.49956999999999996,0.157298,630.948,3529.69,3.0,4.83786,1.0,w1_f2_c1
12.0,Lpp WT,0.5024310000000001,0.150766,603.3430000000001,3207.21,6.0,4.99505,1.0,w1_f2_c1
13.0,Lpp WT,0.50351,0.15026199999999998,603.654,3637.07,2.0,5.1173,1.0,w1_f2_c1
14.0,Lpp WT,0.498487,0.15390299999999998,606.7130000000001,3518.76,2.0,4.75927,1.0,w1_f2_c1
15.0,Lpp WT,0.501053,0.151003,608.452,3520.75,2.0,4.078119999999999,1.0,w1_f2_c1
16.0,Lpp WT,0.505109,0.145335,593.68,3741.78,2.0,4.4187,1.0,w1_f2_c1
17.0,Lpp WT,0.501605,0.139042,585.481,3840.3,2.0,4.575880000000001,1.0,w1_f2_c1
0.0,Lpp WT,0.327889,0.608727,121.22,244.899,2.0,6.18268,1.0,w1_f2_c2
1.0,Lpp WT,0.335111,0.504788,123.04,413.971,2.0,5.5888599999999995,1.0,w1_f2_c2
2.0,Lpp WT,0.36093200000000003,0.48416499999999996,126.073,607.164,3.0,5.81591,1.0,w1_f2_c2
3.0,Lpp WT,0.368726,0.422476,129.385,709.697,3.0,7.169460000000001,1.0,w1_f2_c2
4.0,Lpp WT,0.421087,0.26206799999999997,128.83,843.768,4.0,10.1997,1.0,w1_f2_c2
5.0,Lpp WT,0.45394399999999996,0.208051,131.232,990.3839999999999,4.0,11.2825,1.0,w1_f2_c2
6.0,Lpp WT,0.483158,0.13481600000000002,134.15,1487.03,5.0,11.1603,1.0,w1_f2_c2
7.0,Lpp WT,0.500019,0.09580319999999999,203.395,5156.25,4.0,11.92,1.0,w1_f2_c2
8.0,Lpp WT,0.520432,0.076208,378.699,5817.42,2.0,11.1515,1.0,w1_f2_c2
