rower,coler_name,parameter_1,t,field,N,x,y,bbox,pos_x_um,pos_y_um,Bacteria,age_s,disp_x_um,disp_y_um,track_point_x,track_point_y,speed_um_s,well_id,cell_lbl
4,5,1,17,13,12,1527,1293,"[1265,1029,1791,1608]",-354.29,775.49,Lpp WT,61202.7,-1.30828,-17.8486,1544,1293,0.000116092,1,w1_f13_c12
4,5,1,2,13,12,1490,1435,"[1312,1259,1664,1650]",-358.47,762.33,Lpp WT,7200.91,-5.42001,-4.67242,1500,1434,0.000188547,1,w1_f13_c12
4,5,1,3,13,12,1486,1428,"[1326,1225,1655,1635]",-357.86,763.41,Lpp WT,10800.8,-4.85932,-5.70035,1506,1423,0.000199384,1,w1_f13_c12
4,5,1,4,13,12,1496,1426,"[1322,1243,1664,1628]",-358.03,763.19,Lpp WT,14399.2,-5.04621,-5.51345,1504,1425,9.02318e-05,1,w1_f13_c12
4,5,1,5,13,12,1491,1426,"[1354,1257,1648,1589]",-357.94,763.59,Lpp WT,18000.1,-4.95276,-5.88725,1505,1421,0.000173182,1,w1_f13_c12
4,5,1,6,13,12,1491,1455,"[1229,1141,1765,1735]",-357.33,764.1,Lpp WT,21598.8,-4.29863,-6.44794,1512,1415,0.00016066,1,w1_f13_c12
4,5,1,7,13,12,1488,1447,"[1221,1138,1762,1732]",-357.38,764.38,Lpp WT,25202.0,-4.39207,-6.72828,1511,1412,8.78005e-05,1,w1_f13_c12
4,5,1,8,13,12,1485,1443,"[1217,1140,1763,1731]",-357.19,764.1,Lpp WT,28802.0,-4.20518,-6.44794,1513,1415,0.000191908,1,w1_f13_c12
4,5,1,9,13,12,1485,1409,"[1212,1132,1759,1722]",-357.46,765.14,Lpp WT,32401.9,-4.39207,-7.47587,1511,1404,0.00164118,1,w1_f13_c12
4,5,1,0,13,13,1345,1830,"[1134,1607,1529,2063]",-374.83,723.06,Lpp WT,0.0,0.0,0.0,1325,1854,0.00166241,1,w1_f13_c13
4,5,1,1,13,13,1290,1801,"[1095,1584,1479,2006]",-378.53,727.75,Lpp WT,3599.36,-3.73794,-4.67242,1285,1804,0.000987758,1,w1_f13_c13
4,5,1,10,13,13,1275,1650,"[1087,1433,1445,1836]",-380.27,742.43,Lpp WT,36084.0,-5.51345,-19.3438,1266,1647,0.00161256,1,w1_f13_c13
4,5,1,11,13,13,1260,1623,"[1065,1409,1459,1847]",-381.0,742.12,Lpp WT,39605.6,-6.16759,-18.97,1259,1651,0.000218026,1,w1_f13_c13
4,5,1,12,13,13,1254,1630,"[1060,1409,1489,1858]",-380.21,741.8,Lpp WT,43201.6,-5.42001,-18.6897,1267,1654,0.000349273,1,w1_f13_c13
4,5,1,13,13,13,1254,1609,"[1059,1383,1458,1869]",-381.07,743.25,Lpp WT,46803.2,-6.26104,-20.1849,1258,1638,0.000819104,1,w1_f13_c13
4,5,1,14,13,13,1234,1650,"[1028,1422,1414,1868]",-384.73,741.24,Lpp WT,50404.4,-9.90553,-18.129,1219,1660,0.00066333,1,w1_f13_c13
4,5,1,15,13,13,1226,1637,"[1029,1419,1424,1854]",-384.1,741.04,Lpp WT,54002.3,-9.34484,-17.9421,1225,1662,0.000550162,1,w1_f13_c13
4,5,1,16,13,13,1208,1678,"[1022,1478,1389,1893]",-386.04,738.28,Lpp WT,57602.9,-11.2138,-15.1386,1205,1692,0.000677198,1,w1_f13_c13
4,5,1,17,13,13,1218,1680,"[1006,1427,1425,1895]",-385.22,739.58,Lpp WT,61202.7,-10.4662,-16.4469,1213,1678,0.000418577,1,w1_f13_c13
4,5,1,2,13,13,1285,1790,"[1086,1556,1477,1984]",-378.97,728.82,Lpp WT,7200.91,-4.20518,-5.70035,1280,1793,0.000348389,1,w1_f13_c13
4,5,1,3,13,13,1281,1766,"[1087,1508,1449,1987]",-379.69,730.04,Lpp WT,10800.8,-4.85932,-6.91518,1273,1780,0.00035793,1,w1_f13_c13
4,5,1,4,13,13,1274,1733,"[1080,1506,1455,1972]",-380.38,731.0,Lpp WT,14399.2,-5.6069,-7.84966,1265,1770,0.000393287,1,w1_f13_c13
4,5,1,5,13,13,1255,1774,"[1072,1567,1427,1988]",-381.84,730.15,Lpp WT,18000.1,-7.00863,-7.00863,1250,1779,0.00024003,1,w1_f13_c13
4,5,1,6,13,13,1246,1760,"[1067,1580,1438,1962]",-381.79,730.17,Lpp WT,21598.8,-7.00863,-7.10208,1250,1778,0.000160918,1,w1_f13_c13
4,5,1,7,13,13,1265,1772,"[1085,1527,1438,1978]",-380.95,730.83,Lpp WT,25202.0,-6.16759,-7.75622,1259,1771,0.000291211,1,w1_f13_c13
4,5,1,8,13,13,1262,1743,"[1075,1564,1437,1974]",-382.0,730.92,Lpp WT,28802.0,-7.19553,-7.84966,1248,1770,0.000521763,1,w1_f13_c13
4,5,1,9,13,13,1232,1772,"[992,1549,1438,1962]",-384.35,732.32,Lpp WT,32401.9,-9.53173,-9.25139,1223,1755,0.00186589,1,w1_f13_c13
4,5,1,0,13,14,481,1870,"[339,1779,677,2148]",-453.56,713.9,Lpp WT,0.0,0.0,0.0,482,1953,0.00287891,1,w1_f13_c14
4,5,1,1,13,14,397,1828,"[193,1742,631,2030]",-461.64,720.36,Lpp WT,3599.36,-8.03656,-6.54139,396,1883,0.0020937,1,w1_f13_c14
4,5,1,10,13,14,717,1804,"[398,1517,952,2123]",-434.65,725.45,Lpp WT,36084.0,18.97,-11.5876,685,1829,0.00145635,1,w1_f13_c14
4,5,1,11,13,14,758,1782,"[405,1518,971,2126]",-433.46,725.35,Lpp WT,39605.6,20.0914,-11.4942,697,1830,0.000223742,1,w1_f13_c14
4,5,1,12,13,14,739,1802,"[407,1524,972,2131]",-433.52,724.88,Lpp WT,43201.6,20.0914,-11.0269,697,1835,0.000156723,1,w1_f13_c14
4,5,1,13,13,14,721,1812,"[396,1521,979,2127]",-433.99,725.39,Lpp WT,46803.2,19.6242,-11.4942,692,1830,0.000145232,1,w1_f13_c14
4,5,1,14,13,14,735,1797,"[399,1521,952,2129]",-434.37,725.25,Lpp WT,50404.4,19.2504,-11.4007,688,1831,8.25456e-05,1,w1_f13_c14
4,5,1,15,13,14,733,1797,"[396,1519,954,2126]",-434.15,725.33,Lpp WT,54002.3,19.4373,-11.4942,690,1830,8.41042e-05,1,w1_f13_c14
4,5,1,16,13,14,733,1792,"[404,1519,948,2121]",-434.44,725.58,Lpp WT,57602.9,19.1569,-11.7745,687,1827,7.34153e-05,1,w1_f13_c14
4,5,1,17,13,14,721,1803,"[403,1516,951,2123]",-434.33,725.58,Lpp WT,61202.7,19.2504,-11.681,688,1828,3.67116e-05,1,w1_f13_c14
4,5,1,2,13,14,492,1979,"[145,1724,666,2123]",-458.64,716.79,Lpp WT,7200.91,-5.04621,-2.8969,428,1922,0.00202523,1,w1_f13_c14
4,5,1,3,13,14,531,1967,"[415,1727,659,2141]",-449.29,713.61,Lpp WT,10800.8,4.29863,0.280345,528,1956,0.00163883,1,w1_f13_c14
4,5,1,4,13,14,530,1961,"[387,1747,679,2141]",-448.86,711.68,Lpp WT,14399.2,4.76587,2.14931,533,1976,0.00117852,1,w1_f13_c14
4,5,1,5,13,14,614,1990,"[436,1744,795,2139]",-442.24,712.19,Lpp WT,18000.1,11.3073,1.68207,603,1971,0.00140684,1,w1_f13_c14
4,5,1,6,13,14,607,1990,"[464,1831,847,2105]",-438.71,712.54,Lpp WT,21598.8,14.8583,1.30828,641,1967,0.00125737,1,w1_f13_c14
4,5,1,7,13,14,635,1937,"[517,1795,816,2043]",-436.61,717.63,Lpp WT,25202.0,17.0076,-3.73794,664,1913,0.00100067,1,w1_f13_c14
4,5,1,8,13,14,705,1891,"[381,1637,932,2158]",-436.15,715.9,Lpp WT,28802.0,17.3814,-2.05586,668,1931,0.000312745,1,w1_f13_c14
4,5,1,9,13,14,713,1893,"[372,1628,936,2158]",-436.6,716.32,Lpp WT,32401.9,17.0076,-2.42966,664,1927,0.00135876,1,w1_f13_c14
4,5,1,0,13,15,1589,1971,"[1413,1862,1722,2081]",-350.0,712.07,Lpp WT,0.0,0.0,0.0,1590,1972,0.00150583,1,w1_f13_c15
4,5,1,1,13,15,1564,1933,"[1357,1823,1675,2045]",-353.91,715.86,Lpp WT,3599.36,-3.92483,-3.73794,1548,1932,0.00093297,1,w1_f13_c15
4,5,1,10,13,15,1583,1804,"[1466,1703,1686,1904]",-351.09,727.77,Lpp WT,36084.0,-1.02793,-15.6993,1579,1804,0.00152714,1,w1_f13_c15
4,5,1,11,13,15,1568,1790,"[1437,1665,1697,1908]",-351.0,728.18,Lpp WT,39605.6,-0.934484,-16.0731,1580,1800,0.000203828,1,w1_f13_c15
4,5,1,12,13,15,1584,1809,"[1477,1677,1698,1918]",-350.35,727.32,Lpp WT,43201.6,-0.280345,-15.2321,1587,1809,0.000306515,1,w1_f13_c15
4,5,1,13,13,15,1588,1804,"[1438,1697,1694,1913]",-351.2,727.94,Lpp WT,46803.2,-1.21483,-15.8862,1577,1802,0.000237284,1,w1_f13_c15
4,5,1,14,13,15,1579,1796,"[1469,1683,1702,1911]",-350.72,727.84,Lpp WT,50404.4,-0.654139,-15.7928,1583,1803,0.00013088,1,w1_f13_c15
4,5,1,15,13,15,1584,1796,"[1467,1678,1700,1912]",-350.7,728.27,Lpp WT,54002.3,-0.654139,-16.1666,1583,1799,7.78897e-05,1,w1_f13_c15
4,5,1,16,13,15,1584,1796,"[1470,1679,1698,1909]",-350.54,728.29,Lpp WT,57602.9,-0.467242,-16.1666,1585,1799,7.94663e-05,1,w1_f13_c15
4,5,1,17,13,15,1577,1796,"[1441,1672,1708,1919]",-350.92,728.35,Lpp WT,61202.7,-0.841035,-16.26,1581,1798,0.000107032,1,w1_f13_c15
4,5,1,2,13,15,1557,1921,"[1448,1817,1671,2026]",-352.88,716.51,Lpp WT,7200.91,-2.80345,-4.39207,1560,1925,0.000284893,1,w1_f13_c15
4,5,1,3,13,15,1552,1918,"[1443,1820,1660,2047]",-353.52,716.11,Lpp WT,10800.8,-3.45759,-4.01828,1553,1929,0.000296344,1,w1_f13_c15
4,5,1,4,13,15,1557,1914,"[1396,1802,1668,2030]",-354.16,717.29,Lpp WT,14399.2,-4.11173,-5.23311,1546,1916,0.000347951,1,w1_f13_c15
4,5,1,5,13,15,1557,1921,"[1446,1817,1662,2026]",-353.33,716.53,Lpp WT,18000.1,-3.27069,-4.48552,1555,1924,0.000208214,1,w1_f13_c15
4,5,1,6,13,15,1552,1921,"[1442,1823,1664,2019]",-353.66,716.6,Lpp WT,21598.8,-3.64449,-4.48552,1551,1924,9.29337e-05,1,w1_f13_c15
4,5,1,7,13,15,1547,1924,"[1449,1826,1661,2023]",-353.41,716.47,Lpp WT,25202.0,-3.36414,-4.39207,1554,1925,0.000110888,1,w1_f13_c15
4,5,1,8,13,15,1554,1917,"[1446,1815,1658,2020]",-353.59,716.91,Lpp WT,28802.0,-3.55104,-4.85932,1552,1920,0.000181546,1,w1_f13_c15
4,5,1,9,13,15,1548,1909,"[1396,1798,1672,2021]",-354.02,717.56,Lpp WT,32401.9,-4.01828,-5.51345,1547,1913,0.0015682,1,w1_f13_c15
4,5,1,1,13,16,1431,899,"[1260,736,1548,1030]",-365.46,812.32,Lpp WT,0.0,0.0,0.0,1425,899,0.00115717,1,w1_f13_c16
4,5,1,2,13,16,1452,867,"[1341,736,1559,991]",-362.39,815.17,Lpp WT,3601.56,3.0838,-2.80345,1458,869,0.000726678,1,w1_f13_c16
4,5,1,3,13,16,1460,873,"[1326,722,1573,1015]",-361.72,814.26,Lpp WT,7201.41,3.73794,-1.96242,1465,878,0.000295977,1,w1_f13_c16
4,5,1,1,13,17,1159,1365,"[1021,1037,1321,1590]",-391.38,770.53,Lpp WT,0.0,0.0,0.0,1148,1346,0.00106001,1,w1_f13_c17
4,5,1,10,13,17,1190,1154,"[1084,995,1287,1387]",-388.32,785.61,Lpp WT,32484.6,2.99035,-15.0452,1180,1185,0.00179703,1,w1_f13_c17
4,5,1,11,13,17,1211,1172,"[1076,998,1321,1414]",-387.32,784.47,Lpp WT,36006.3,4.01828,-13.9238,1191,1197,0.000507304,1,w1_f13_c17
4,5,1,12,13,17,1219,1167,"[1062,1039,1342,1431]",-386.93,782.47,Lpp WT,39602.2,4.39207,-11.8679,1195,1219,0.000433723,1,w1_f13_c17
4,5,1,13,13,17,1211,1166,"[1068,1028,1325,1447]",-388.01,782.57,Lpp WT,43203.8,3.36414,-11.9614,1184,1218,0.000172312,1,w1_f13_c17
4,5,1,14,13,17,1215,1160,"[1058,1031,1336,1451]",-387.78,782.6,Lpp WT,46805.0,3.55104,-12.0548,1186,1217,0.00014585,1,w1_f13_c17
4,5,1,15,13,17,1213,1160,"[1051,1021,1334,1474]",-387.83,781.82,Lpp WT,50402.9,3.55104,-11.2138,1186,1226,0.000313282,1,w1_f13_c17
4,5,1,16,13,17,1212,1146,"[1057,1029,1328,1412]",-387.61,783.22,Lpp WT,54003.5,3.73794,-12.6155,1188,1211,0.000312474,1,w1_f13_c17
4,5,1,17,13,17,1219,1136,"[1058,1013,1342,1429]",-386.88,783.54,Lpp WT,57603.4,4.48552,-12.9893,1196,1207,0.000232185,1,w1_f13_c17
4,5,1,2,13,17,1180,1269,"[1043,1077,1289,1560]",-389.9,774.11,Lpp WT,3601.56,1.40173,-3.55104,1163,1308,0.000754137,1,w1_f13_c17
4,5,1,3,13,17,1186,1259,"[1049,1086,1297,1564]",-389.62,772.57,Lpp WT,7201.41,1.68207,-1.96242,1166,1325,0.000307232,1,w1_f13_c17
4,5,1,4,13,17,1168,1306,"[1039,1109,1308,1571]",-390.01,772.97,Lpp WT,10799.8,1.30828,-2.42966,1162,1320,0.000148014,1,w1_f13_c17
4,5,1,5,13,17,1167,1327,"[1032,1134,1281,1525]",-390.28,772.61,Lpp WT,14400.8,1.02793,-2.05586,1159,1324,0.000220653,1,w1_f13_c17
4,5,1,6,13,17,1171,1316,"[1037,1136,1281,1549]",-390.28,771.51,Lpp WT,17999.4,1.02793,-0.934484,1159,1336,0.000348599,1,w1_f13_c17
4,5,1,7,13,17,1163,1250,"[1004,1132,1274,1552]",-391.37,772.47,Lpp WT,21602.7,0.0,-1.86897,1148,1326,0.000413024,1,w1_f13_c17
4,5,1,8,13,17,1181,1291,"[1028,1108,1294,1529]",-390.17,773.59,Lpp WT,25202.6,1.12138,-2.99035,1160,1314,0.000386478,1,w1_f13_c17
4,5,1,9,13,17,1177,1261,"[1033,1109,1290,1513]",-390.98,774.52,Lpp WT,28802.6,0.373794,-3.92483,1152,1304,0.00173315,1,w1_f13_c17
4,5,1,1,13,18,1934,2046,"[1868,1987,1991,2105]",-318.2,705.26,Lpp WT,0.0,0.0,0.0,1931,2045,0.00148894,1,w1_f13_c18
4,5,1,2,13,18,1847,2034,"[1733,1871,2031,2149]",-323.16,707.28,Lpp WT,3601.56,-4.95276,-2.05586,1878,2023,0.00135949,1,w1_f13_c18
4,5,1,3,13,18,1879,2045,"[1727,1933,2043,2158]",-322.54,702.96,Lpp WT,7201.41,-4.39207,2.33621,1884,2070,0.00178184,1,w1_f13_c18
4,5,1,4,13,18,1940,2016,"[1877,1917,2021,2077]",-316.87,709.13,Lpp WT,10799.8,1.30828,-3.83138,1945,2004,0.00182752,1,w1_f13_c18
4,5,1,5,13,18,1925,2054,"[1877,2000,1971,2099]",-318.41,704.63,Lpp WT,14400.8,-0.280345,0.654139,1928,2052,0.00106851,1,w1_f13_c18
4,5,1,6,13,18,1933,2011,"[1897,1976,1969,2069]",-318.02,707.45,Lpp WT,17999.4,0.186897,-2.24276,1933,2021,0.000995927,1,w1_f13_c18
4,5,1,7,13,18,1946,1973,"[1882,1813,2008,2088]",-316.92,711.64,Lpp WT,21602.7,1.21483,-6.35449,1944,1977,0.00149038,1,w1_f13_c18
4,5,1,8,13,18,2000,2023,"[1908,1988,2080,2069]",-312.78,706.68,Lpp WT,25202.6,5.42001,-1.40173,1989,2030,0.00306965,1,w1_f13_c18
4,5,1,9,13,18,1796,1932,"[1687,1880,1957,2076]",-327.61,711.44,Lpp WT,28802.6,-9.43829,-6.16759,1830,1979,0.00433447,1,w1_f13_c18
4,5,1,1,13,19,1085,2120,"[1001,2082,1219,2158]",-395.25,697.75,Lpp WT,0.0,0.0,0.0,1106,2125,0.00016614,1,w1_f13_c19
4,5,1,10,13,19,1167,2019,"[977,1850,1274,2110]",-392.4,707.92,Lpp WT,32484.6,2.8969,-10.0924,1137,2017,0.0013849,1,w1_f13_c19
4,5,1,11,13,19,1166,2013,"[974,1843,1292,2113]",-391.65,708.38,Lpp WT,36006.3,3.64449,-10.5597,1145,2012,0.000302436,1,w1_f13_c19
4,5,1,12,13,19,1166,2019,"[1009,1838,1267,2120]",-390.63,709.05,Lpp WT,39602.2,4.67242,-11.3073,1156,2004,0.000583244,1,w1_f13_c19
4,5,1,13,13,19,1165,2015,"[836,1869,1342,2155]",-393.4,708.26,Lpp WT,43203.8,1.86897,-10.4662,1126,2013,0.000910169,1,w1_f13_c19
4,5,1,14,13,19,1190,2007,"[836,1857,1438,2158]",-389.87,707.52,Lpp WT,46805.0,5.42001,-9.71863,1164,2021,0.000623749,1,w1_f13_c19
4,5,1,15,13,19,1175,1996,"[838,1826,1438,2158]",-389.67,708.37,Lpp WT,50402.9,5.6069,-10.5597,1166,2012,0.000202808,1,w1_f13_c19
4,5,1,16,13,19,1190,2004,"[836,1849,1434,2158]",-390.04,707.84,Lpp WT,54003.5,5.23311,-10.0924,1162,2017,0.00145621,1,w1_f13_c19
4,5,1,17,13,19,1068,2038,"[834,1862,1249,2158]",-399.81,709.08,Lpp WT,57603.4,-4.57897,-11.3073,1057,2004,0.00274651,1,w1_f13_c19
4,5,1,2,13,19,1079,2114,"[942,2063,1256,2158]",-395.73,698.19,Lpp WT,3601.56,-0.467242,-0.373794,1101,2121,0.000551859,1,w1_f13_c19
4,5,1,3,13,19,1124,2116,"[1035,2075,1262,2158]",-392.38,697.86,Lpp WT,7201.41,2.8969,-0.0934484,1137,2124,0.000588665,1,w1_f13_c19
4,5,1,4,13,19,1124,2114,"[1041,2070,1271,2158]",-391.49,698.07,Lpp WT,10799.8,3.73794,-0.280345,1146,2122,0.000717321,1,w1_f13_c19
4,5,1,5,13,19,1107,2111,"[938,2064,1255,2158]",-395.87,698.27,Lpp WT,14400.8,-0.56069,-0.467242,1100,2120,0.000948315,1,w1_f13_c19
4,5,1,6,13,19,1115,2111,"[982,2065,1247,2158]",-393.34,698.3,Lpp WT,17999.4,1.96242,-0.56069,1127,2119,0.000363553,1,w1_f13_c19
4,5,1,7,13,19,1112,2110,"[1007,2062,1243,2158]",-393.34,698.41,Lpp WT,21602.7,1.96242,-0.654139,1127,2118,0.000130451,1,w1_f13_c19
4,5,1,8,13,19,1121,2109,"[981,2060,1244,2158]",-394.15,698.55,Lpp WT,25202.6,1.12138,-0.747587,1118,2117,0.000182427,1,w1_f13_c19
4,5,1,9,13,19,1126,2104,"[991,2051,1252,2158]",-393.87,698.92,Lpp WT,28802.6,1.40173,-1.12138,1121,2113,0.00131311,1,w1_f13_c19
4,5,1,0,13,2,856,221,"[533,8,1096,405]",-420.98,876.46,Lpp WT,0.0,0.0,0.0,831,213,0.000940761,1,w1_f13_c2
4,5,1,1,13,2,810,204,"[497,1,1087,413]",-423.98,878.04,Lpp WT,3599.36,-2.99035,-1.58862,799,196,0.000901622,1,w1_f13_c2
4,5,1,10,13,2,840,142,"[645,1,1018,283]",-420.43,884.68,Lpp WT,36084.0,0.56069,-8.22346,837,125,0.00106794,1,w1_f13_c2
4,5,1,11,13,2,843,149,"[661,1,1024,300]",-420.05,883.72,Lpp WT,39605.6,0.934484,-7.28897,841,135,0.000329386,1,w1_f13_c2
4,5,1,12,13,2,823,163,"[646,1,1038,325]",-419.45,882.53,Lpp WT,43201.6,1.49517,-6.07414,847,148,0.000239425,1,w1_f13_c2
4,5,1,13,13,2,874,164,"[662,1,1045,342]",-419.13,882.61,Lpp WT,46803.2,1.86897,-6.16759,851,147,0.000170976,1,w1_f13_c2
4,5,1,14,13,2,851,160,"[646,1,1032,336]",-419.9,882.71,Lpp WT,50404.4,1.02793,-6.26104,842,146,0.00020933,1,w1_f13_c2
4,5,1,15,13,2,853,169,"[653,1,1022,339]",-419.88,882.09,Lpp WT,54002.3,1.12138,-5.6069,843,153,0.000559853,1,w1_f13_c2
4,5,1,16,13,2,807,184,"[633,1,999,398]",-422.67,880.22,Lpp WT,57602.9,-1.68207,-3.73794,813,173,0.000973412,1,w1_f13_c2
4,5,1,17,13,2,780,203,"[605,1,950,386]",-425.84,878.39,Lpp WT,61202.7,-4.85932,-1.96242,779,192,0.00101107,1,w1_f13_c2
4,5,1,2,13,2,827,244,"[563,1,1037,450]",-421.71,875.86,Lpp WT,7200.91,-0.747587,0.56069,823,219,0.000542983,1,w1_f13_c2
4,5,1,3,13,2,848,220,"[600,1,1031,406]",-421.06,876.4,Lpp WT,10800.8,-0.0934484,0.0934484,830,214,0.000335782,1,w1_f13_c2
4,5,1,4,13,2,879,150,"[590,1,997,387]",-421.35,877.92,Lpp WT,14399.2,-0.373794,-1.49517,827,197,0.000351911,1,w1_f13_c2
4,5,1,5,13,2,827,206,"[594,1,999,387]",-422.14,877.53,Lpp WT,18000.1,-1.21483,-1.12138,818,201,0.000467543,1,w1_f13_c2
4,5,1,6,13,2,779,209,"[572,1,970,380]",-424.61,877.33,Lpp WT,21598.8,-3.64449,-0.841035,792,204,0.000577797,1,w1_f13_c2
4,5,1,7,13,2,816,175,"[605,1,966,379]",-423.79,878.75,Lpp WT,25202.0,-2.80345,-2.33621,801,188,0.000332603,1,w1_f13_c2
4,5,1,8,13,2,828,177,"[616,1,977,355]",-423.08,879.02,Lpp WT,28802.0,-2.14931,-2.52311,808,186,0.000149556,1,w1_f13_c2
4,5,1,9,13,2,793,181,"[614,1,976,397]",-423.36,878.65,Lpp WT,32401.9,-2.42966,-2.24276,805,189,0.000972686,1,w1_f13_c2
4,5,1,10,13,20,1706,450,"[1448,229,1984,768]",-337.97,853.02,Lpp WT,28883.0,5.51345,-21.3997,1719,464,0.00137168,1,w1_f13_c20
4,5,1,11,13,20,1718,445,"[1420,200,1976,799]",-338.6,852.43,Lpp WT,32404.7,4.85932,-20.839,1712,470,0.00052995,1,w1_f13_c20
4,5,1,12,13,20,1609,390,"[1417,204,1982,808]",-340.59,850.3,Lpp WT,36000.7,2.8969,-18.6897,1691,493,0.000505768,1,w1_f13_c20
4,5,1,13,13,20,1606,387,"[1412,200,1975,802]",-341.06,850.88,Lpp WT,39602.3,2.42966,-19.2504,1686,487,0.000290232,1,w1_f13_c20
4,5,1,14,13,20,1608,394,"[1411,202,1966,791]",-342.36,851.26,Lpp WT,43203.5,1.12138,-19.6242,1672,483,0.00039424,1,w1_f13_c20
4,5,1,15,13,20,1609,394,"[1410,200,1974,801]",-340.95,851.65,Lpp WT,46801.4,2.52311,-20.0914,1687,478,0.000581725,1,w1_f13_c20
4,5,1,16,13,20,1531,322,"[1416,200,1962,789]",-342.83,849.72,Lpp WT,50402.0,0.654139,-18.129,1667,499,0.000826127,1,w1_f13_c20
4,5,1,17,13,20,1605,395,"[1411,201,1961,795]",-340.64,852.03,Lpp WT,54001.8,2.8969,-20.4652,1691,474,0.000899622,1,w1_f13_c20
4,5,1,2,13,20,1662,676,"[1552,589,1758,846]",-343.53,831.63,Lpp WT,0.0,0.0,0.0,1660,693,0.00139793,1,w1_f13_c20
4,5,1,3,13,20,1709,664,"[1573,561,1819,774]",-339.19,834.18,Lpp WT,3599.86,4.29863,-2.61655,1706,665,0.00162485,1,w1_f13_c20
4,5,1,4,13,20,1728,599,"[1583,504,1838,697]",-337.51,840.65,Lpp WT,7198.25,5.9807,-9.06449,1724,596,0.00146658,1,w1_f13_c20
4,5,1,5,13,20,1737,549,"[1617,450,1863,686]",-335.59,844.06,Lpp WT,10799.2,7.94311,-12.4286,1745,560,0.000792974,1,w1_f13_c20
4,5,1,6,13,20,1737,547,"[1579,443,1848,685]",-337.33,843.64,Lpp WT,14397.9,6.16759,-12.0548,1726,564,0.000387405,1,w1_f13_c20
4,5,1,7,13,20,1721,555,"[1611,438,1865,685]",-336.41,843.97,Lpp WT,18001.1,7.10208,-12.3352,1736,561,0.000526582,1,w1_f13_c20
4,5,1,8,13,20,1704,565,"[1605,480,1791,650]",-339.24,844.23,Lpp WT,21601.1,4.29863,-12.6155,1706,558,0.000438114,1,w1_f13_c20
4,5,1,9,13,20,1716,562,"[1617,479,1813,660]",-338.89,844.0,Lpp WT,25201.0,4.57897,-12.4286,1709,560,0.00128489,1,w1_f13_c20
4,5,1,10,13,21,1892,1056,"[1831,980,2009,1203]",-320.1,795.43,Lpp WT,28883.0,-2.80345,-7.00863,1910,1080,0.00204365,1,w1_f13_c21
4,5,1,11,13,21,1929,1066,"[1835,973,2088,1229]",-315.92,793.75,Lpp WT,32404.7,1.40173,-5.32656,1955,1098,0.000777729,1,w1_f13_c21
4,5,1,12,13,21,1961,1110,"[1840,988,2080,1230]",-315.57,792.83,Lpp WT,36000.7,1.77552,-4.39207,1959,1108,0.000204752,1,w1_f13_c21
4,5,1,13,13,21,1959,1115,"[1848,1002,2075,1230]",-315.54,792.31,Lpp WT,39602.3,1.77552,-3.92483,1959,1113,0.000142713,1,w1_f13_c21
4,5,1,14,13,21,1962,1123,"[1852,1012,2072,1232]",-315.57,791.76,Lpp WT,43203.5,1.77552,-3.36414,1959,1119,0.000142786,1,w1_f13_c21
4,5,1,15,13,21,1964,1128,"[1811,1031,2065,1224]",-315.57,791.3,Lpp WT,46801.4,1.77552,-2.8969,1959,1124,0.000159416,1,w1_f13_c21
4,5,1,16,13,21,1961,1129,"[1874,1041,2050,1225]",-315.35,790.67,Lpp WT,50402.0,1.96242,-2.24276,1961,1131,0.000287415,1,w1_f13_c21
4,5,1,17,13,21,1973,1140,"[1891,1053,2056,1233]",-314.37,789.76,Lpp WT,54001.8,2.99035,-1.30828,1972,1141,0.000385909,1,w1_f13_c21
4,5,1,2,13,21,1944,1153,"[1852,1089,2021,1227]",-317.32,788.44,Lpp WT,0.0,0.0,0.0,1940,1155,0.000676926,1,w1_f13_c21
4,5,1,3,13,21,1933,1155,"[1850,1097,2056,1294]",-316.01,786.41,Lpp WT,3599.86,1.30828,2.05586,1954,1177,0.000689289,1,w1_f13_c21
4,5,1,4,13,21,1882,1154,"[1792,1090,2063,1282]",-318.54,786.24,Lpp WT,7198.25,-1.21483,2.14931,1927,1178,0.00102229,1,w1_f13_c21
4,5,1,5,13,21,1884,1176,"[1804,1102,1995,1358]",-322.22,783.08,Lpp WT,10799.2,-4.85932,5.32656,1888,1212,0.0010322,1,w1_f13_c21
4,5,1,6,13,21,1919,1178,"[1793,1010,2060,1341]",-319.93,784.45,Lpp WT,14397.9,-2.61655,4.01828,1912,1198,0.000482931,1,w1_f13_c21
4,5,1,7,13,21,1909,1191,"[1804,1084,2046,1351]",-319.52,783.63,Lpp WT,18001.1,-2.14931,4.76587,1917,1206,0.000175879,1,w1_f13_c21
4,5,1,8,13,21,1923,1174,"[1796,1080,2044,1336]",-319.59,784.03,Lpp WT,21601.1,-2.24276,4.39207,1916,1202,0.000224229,1,w1_f13_c21
4,5,1,9,13,21,1918,1167,"[1805,996,2039,1338]",-319.78,785.24,Lpp WT,25201.0,-2.42966,3.17724,1914,1189,0.00156851,1,w1_f13_c21
4,5,1,2,13,22,31,1785,"[1,1746,82,1818]",-495.16,729.71,Lpp WT,0.0,0.0,0.0,37,1783,0.000332436,1,w1_f13_c22
4,5,1,3,13,22,41,1796,"[1,1751,97,1841]",-494.44,728.77,Lpp WT,3599.86,0.747587,0.934484,45,1793,0.000309055,1,w1_f13_c22
