Database Name	Opera_Phenix_1
Database Link	http://157.99.122.161/ODA/OdaService.asmx
Evaluation Signature	e740a9c8-6ba9-4899-a4ca-d0a2745e5893
Plate Name	EP149
Measurement	Measurement 1
Evaluation	Evaluation10
Population	Population - Tracked Real_Nuclei

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Bacteria	Tracked Real_Nuclei - Age [s]	Tracked Real_Nuclei - Current Displacement X [µm]	Tracked Real_Nuclei - Current Displacement Y [µm]	Tracked Real_Nuclei - Track Point X	Tracked Real_Nuclei - Track Point Y	Tracked Real_Nuclei - Current Speed [µm/s]	
5	7	1	15	15	12	156	1953	[1,1828,331,2076]	-85.92	713.87	Lpp dotA	17878.6	0.841035	-2.05586	160	1953	0.000156799	
5	7	1	15	15	14	373	791	[252,702,466,899]	-66.95	822.74	Lpp dotA	3605.58	-0.56069	-0.373794	363	788	0.000186895	
5	7	1	15	15	15	1693	143	[1495,1,1884,293]	57.2	885.13	Lpp dotA	0	0	0	1692	120	0.000312419	
5	7	1	16	15	2	375	303	[166,187,490,459]	-68.74	867.07	Lpp dotA	57619.5	-1.30828	-10.9335	344	313	0.00045243	
5	7	1	16	15	3	1938	390	[1776,196,2101,561]	80.88	859.76	Lpp dotA	57619.5	1.30828	-16.0731	1945	392	0.000177174	
5	7	1	16	15	4	1514	557	[1195,246,1854,895]	41.95	842.39	Lpp dotA	57619.5	-5.88725	-10.1859	1528	578	0.000225669	
5	7	1	16	15	5	567	670	[241,476,741,879]	-54.98	832.56	Lpp dotA	57619.5	2.52311	-6.72828	491	683	0.00171216	
5	7	1	16	15	7	1973	1140	[1802,954,2132,1320]	83.16	789.85	Lpp dotA	57619.5	-5.88725	-17.5683	1969	1140	0.000181835	
5	7	1	16	15	8	1095	951	[929,809,1211,1084]	1.64	806.95	Lpp dotA	54020.1	20.2783	-10.4662	1097	957	0.000631675	
5	7	1	16	15	11	27	1043	[1,982,54,1107]	-98.74	798.22	Lpp dotA	21480.4	0.0934484	0.0934484	23	1050	0.000130957	
5	7	1	16	15	12	189	1946	[1,1792,314,2083]	-86.39	713.7	Lpp dotA	21480.4	0.373794	-1.86897	155	1955	8.83116E-05	
5	7	1	16	15	15	1703	147	[1446,1,1882,313]	56.16	885.28	Lpp dotA	3601.79	-1.12138	-0.0934484	1680	119	0.00109766	
5	7	1	17	15	2	375	308	[172,195,477,465]	-69.67	866.43	Lpp dotA	61212.6	-2.24276	-10.2793	334	320	0.000317466	
5	7	1	17	15	3	1957	408	[1792,202,2125,566]	81.45	860.23	Lpp dotA	61212.6	1.86897	-16.5404	1951	387	0.000203128	
5	7	1	17	15	4	1513	556	[1195,245,1855,897]	40.85	841.47	Lpp dotA	61212.6	-6.91518	-9.34484	1517	587	0.000369641	
5	7	1	17	15	5	562	684	[260,473,735,882]	-54.29	832.41	Lpp dotA	61212.6	3.27069	-6.63483	499	684	0.000209682	
5	7	1	17	15	7	1951	1142	[1779,954,2158,1318]	82.92	789.86	Lpp dotA	61212.6	-6.07414	-17.5683	1967	1140	5.20157E-05	
5	7	1	17	15	8	1093	959	[760,724,1306,1182]	-0.14	806.73	Lpp dotA	57613.2	18.5028	-10.2793	1078	959	0.000496879	
5	7	1	17	15	11	28	1040	[1,978,56,1103]	-98.69	798.58	Lpp dotA	25073.5	0.0934484	-0.280345	23	1046	0.000104031	
5	7	1	17	15	12	147	1949	[1,1807,317,2087]	-86.49	713.61	Lpp dotA	25073.5	0.280345	-1.77552	154	1956	3.67806E-05	
5	7	1	17	15	15	1768	122	[1563,1,1882,396]	61.31	880.91	Lpp dotA	7194.88	4.11173	4.20518	1736	165	0.00188481	
5	7	1	17	15	16	1574	106	[1490,1,1662,232]	47.27	886.76	Lpp dotA	0	0	0	1585	103	NaN	
5	7	1	0	16	1	106	1634	[1,1469,231,1800]	108.51	744.3	Lpp dotA	0	0	0	113	1627	0.00229941677789	
5	7	1	1	16	1	110	1491	[1,1356,228,1753]	109.46	752.56	Lpp dotA	3599.34	0.934484	-8.22346	123	1539	0.00192824	
5	7	1	1	16	2	1633	513	[1516,345,1791,648]	251.47	849.78	Lpp dotA	0	0	0	1642	498	NaN	
5	7	1	1	16	3	1896	1903	[1733,1626,2070,2158]	275.12	718.7	Lpp dotA	0	0	0	1895	1901	0.00231016	
5	7	1	2	16	1	121	1476	[1,1343,231,1589]	109.42	758.19	Lpp dotA	7200.4	0.841035	-13.8304	122	1479	0.00089477	
5	7	1	2	16	3	1908	2010	[1744,1772,2048,2158]	275.26	710.4	Lpp dotA	3601.06	0.186897	8.31691	1897	1990	0.00143109	
5	7	1	3	16	1	118	1459	[1,1309,315,1634]	110.15	758.48	Lpp dotA	10800.6	1.58862	-14.2042	130	1475	0.000286863	
5	7	1	3	16	3	1880	2033	[1761,1795,2013,2158]	273.77	709.08	Lpp dotA	7201.3	-1.30828	9.62518	1881	2004	0.000440208	
5	7	1	4	16	1	130	1441	[1,1279,237,1629]	110.29	759.76	Lpp dotA	14398.8	1.77552	-15.419	132	1462	0.000563134	
5	7	1	4	16	3	1871	2046	[1755,1813,2016,2158]	272.66	708.67	Lpp dotA	10799.4	-2.42966	9.99898	1869	2008	0.000230367	
5	7	1	5	16	1	151	1466	[22,1289,299,1683]	111.89	757.39	Lpp dotA	18000.2	3.36414	-13.0828	149	1487	0.000859356	
5	7	1	5	16	3	1870	2006	[1739,1828,1995,2158]	272.58	709.22	Lpp dotA	14400.8	-2.52311	9.53173	1868	2003	0.000330518	
5	7	1	6	16	1	142	1453	[1,1319,246,1683]	109.07	755.56	Lpp dotA	21607.1	0.56069	-11.2138	119	1507	0.000561298	
5	7	1	6	16	3	1877	1994	[1754,1775,1989,2158]	272.89	711.02	Lpp dotA	18007.7	-2.14931	7.66277	1872	1983	0.000444582	
5	7	1	7	16	1	139	1503	[1,1329,224,1678]	109.78	755.76	Lpp dotA	25214.9	1.21483	-11.4007	126	1505	0.000321104	
5	7	1	7	16	3	1880	2019	[1759,1813,1991,2158]	273.43	709.82	Lpp dotA	21615.6	-1.68207	8.8776	1877	1996	0.000308198	
5	7	1	8	16	1	109	1488	[1,1336,231,1674]	108.39	754.87	Lpp dotA	28816.6	-0.186897	-10.5597	111	1514	0.000412892	
5	7	1	8	16	3	1885	2026	[1765,1807,2001,2158]	273.78	708.96	Lpp dotA	25217.2	-1.30828	9.71863	1881	2005	0.00025567	
5	7	1	8	16	4	1516	454	[1344,270,1760,640]	242.21	854.31	Lpp dotA	0	0	0	1543	450	0.000615714	
5	7	1	9	16	1	129	1484	[1,1334,269,1671]	108.63	756.22	Lpp dotA	32414.5	0.0934484	-11.8679	114	1500	0.00146106	
5	7	1	9	16	3	1878	1996	[1762,1817,1983,2158]	273.38	709.79	Lpp dotA	28815.2	-1.68207	8.8776	1877	1996	0.00128981	
5	7	1	9	16	4	1540	453	[1364,263,1750,630]	244.17	853.24	Lpp dotA	3598	1.96242	1.02793	1564	461	0.00148498	
5	7	1	9	16	5	2101	765	[2000,519,2158,857]	293.9	828.26	Lpp dotA	0	0	0	2096	729	NaN	
5	7	1	10	16	1	126	1425	[1,1243,345,1545]	111.03	765.24	Lpp dotA	36139.1	2.42966	-20.9324	139	1403	0.00149827	
5	7	1	10	16	3	1903	1919	[1776,1708,1998,2120]	275.3	718.18	Lpp dotA	32539.8	0.186897	0.56069	1897	1907	0.00134279	
5	7	1	10	16	4	1545	364	[1388,196,1771,525]	245.21	861.88	Lpp dotA	7322.55	2.99035	-7.56932	1575	369	0.00196277	
5	7	1	11	16	1	114	1431	[1,1264,344,1573]	110.41	763.96	Lpp dotA	39612.3	1.86897	-19.6242	133	1417	0.000750795	
5	7	1	11	16	3	1883	1900	[1779,1733,2005,2090]	274.64	717.23	Lpp dotA	36012.9	-0.467242	1.49517	1890	1917	0.000208917	
5	7	1	11	16	4	1542	329	[1403,201,1691,444]	242.14	866.47	Lpp dotA	10795.7	0	-12.1483	1543	320	0.00103749	
5	7	1	12	16	1	108	1433	[1,1303,218,1572]	106.97	762.18	Lpp dotA	43211.9	-1.58862	-17.8486	96	1436	0.000738243	
5	7	1	12	16	3	1881	1889	[1772,1738,1995,2099]	274.89	717.45	Lpp dotA	39612.5	-0.186897	1.30828	1893	1915	0.000261739	
5	7	1	12	16	4	1569	354	[1365,148,1713,504]	243.31	864.99	Lpp dotA	14395.3	1.12138	-10.6531	1555	336	0.00039017	
5	7	1	13	16	1	124	1371	[1,1293,208,1553]	108.19	762.9	Lpp dotA	46809.4	-0.373794	-18.5962	109	1428	0.000661352	
5	7	1	13	16	3	1879	1892	[1768,1683,1996,2080]	274.21	718.79	Lpp dotA	43210.1	-0.841035	-0.0934484	1886	1900	0.000567886	
5	7	1	13	16	4	1546	347	[1392,131,1720,490]	242.4	865.03	Lpp dotA	17992.9	0.186897	-10.7466	1545	335	0.000557344	
5	7	1	14	16	1	124	1469	[1,1240,342,1580]	111.47	763.58	Lpp dotA	50412.1	2.8969	-19.2504	144	1421	0.000754058	
5	7	1	14	16	3	1890	1896	[1784,1743,2005,2097]	274.95	716.4	Lpp dotA	46812.8	-0.0934484	2.33621	1894	1926	0.000534619	
5	7	1	14	16	4	1563	347	[1391,155,1753,496]	245.27	863.98	Lpp dotA	21595.5	3.0838	-9.71863	1576	346	0.000699913	
5	7	1	15	16	1	129	1432	[1,1316,342,1576]	110.35	761.82	Lpp dotA	54017.7	1.77552	-17.4748	132	1440	0.000576612	
5	7	1	15	16	3	1896	1948	[1785,1771,1999,2096]	274.86	715.05	Lpp dotA	50418.3	-0.186897	3.64449	1893	1940	0.000424201	
5	7	1	15	16	4	1557	341	[1355,201,1726,494]	243.31	863.8	Lpp dotA	25201.1	1.12138	-9.53173	1555	348	0.000365192	
5	7	1	16	16	1	138	1394	[1,1209,342,1605]	110.33	763.87	Lpp dotA	57619.5	1.77552	-19.5307	132	1418	0.00076331	
5	7	1	16	16	3	1881	1913	[1771,1724,1996,2085]	274.45	716.71	Lpp dotA	54020.1	-0.654139	1.96242	1888	1922	0.000527492	
5	7	1	16	16	4	1536	347	[1393,192,1718,493]	243.92	863.74	Lpp dotA	28802.9	1.77552	-9.43829	1562	349	0.000395886	
5	7	1	17	16	1	114	1437	[1,1312,225,1570]	107.89	761.41	Lpp dotA	61212.6	-0.654139	-17.1011	106	1444	0.000956296	
5	7	1	17	16	3	1893	1952	[1773,1769,2023,2089]	275.27	714.88	Lpp dotA	57613.2	0.186897	3.83138	1897	1942	0.000570396	
5	7	1	17	16	4	1605	331	[1410,172,1759,501]	246.02	864.45	Lpp dotA	32396	3.83138	-10.1859	1584	341	0.000608828	
5	7	1	0	17	1	2044	115	[1798,1,2158,247]	284.34	687.23	Lpp dotA	0	0	0	1994	110	NaN	
5	7	1	0	17	2	329	660	[216,542,435,891]	127.74	632.94	Lpp dotA	0	0	0	318	691	0.00157711	
5	7	1	0	17	3	89	918	[1,717,234,1021]	107.15	616.49	Lpp dotA	0	0	0	98	867	0.00105429	
5	7	1	0	17	4	1712	1168	[1561,1030,1854,1350]	257.79	588.79	Lpp dotA	0	0	0	1710	1163	0.00195066	
5	7	1	1	17	2	260	652	[52,519,417,865]	122.35	634.84	Lpp dotA	3599.34	-5.32656	-1.96242	261	670	0.00118073	
5	7	1	1	17	3	97	864	[1,652,216,977]	106.5	620.17	Lpp dotA	3599.34	-0.654139	-3.73794	91	827	0.000602694	
5	7	1	1	17	4	1693	1086	[1521,939,1841,1287]	256.58	595.69	Lpp dotA	3599.34	-1.21483	-6.91518	1697	1089	0.00140318	
5	7	1	1	17	5	2072	970	[1986,874,2158,1113]	292.58	604.62	Lpp dotA	0	0	0	2082	994	0.000256895	
5	7	1	2	17	2	287	623	[93,468,423,849]	123.98	637.22	Lpp dotA	7200.4	-3.73794	-4.29863	278	645	0.000561508	
5	7	1	2	17	3	78	888	[1,644,250,981]	106.97	620.45	Lpp dotA	7200.4	-0.186897	-4.01828	96	824	0.000116701	
5	7	1	2	17	4	1694	1023	[1550,865,1832,1285]	257.3	598.75	Lpp dotA	7200.4	-0.467242	-9.90553	1705	1057	0.000604532	
5	7	1	2	17	5	2057	989	[1953,862,2158,1105]	291.88	605.27	Lpp dotA	3601.06	-0.654139	-0.654139	2075	987	0.000378071	
5	7	1	3	17	2	291	619	[136,415,419,858]	124.02	638.42	Lpp dotA	10800.6	-3.64449	-5.51345	279	632	0.000398936	
5	7	1	3	17	3	109	834	[1,634,245,987]	107.06	620.78	Lpp dotA	10800.6	-0.0934484	-4.29863	97	821	0.000203715	
5	7	1	3	17	4	1697	1019	[1566,815,1831,1290]	258.08	599.74	Lpp dotA	10800.6	0.280345	-10.9335	1713	1046	0.000722429	
5	7	1	3	17	5	2069	959	[1979,863,2158,1084]	292.71	606.88	Lpp dotA	7201.3	0.186897	-2.24276	2084	970	0.000459038	
5	7	1	4	17	2	299	651	[145,444,435,867]	125.22	637.21	Lpp dotA	14398.8	-2.52311	-4.29863	291	645	0.000385934	
5	7	1	4	17	3	105	782	[1,591,268,975]	107.63	621.79	Lpp dotA	14398.8	0.467242	-5.32656	103	810	0.000310629	
5	7	1	4	17	4	1705	971	[1551,830,1865,1222]	258.22	603.68	Lpp dotA	14398.8	0.467242	-14.8583	1715	1004	0.000610668	
5	7	1	4	17	5	2054	978	[1950,841,2158,1090]	291.25	606.99	Lpp dotA	10799.4	-1.30828	-2.42966	2068	968	0.000296364	
5	7	1	5	17	2	309	664	[155,442,436,826]	125.07	638.29	Lpp dotA	18000.2	-2.61655	-5.42001	290	633	0.000209559	
5	7	1	5	17	3	108	805	[1,646,216,996]	107.34	620.72	Lpp dotA	18000.2	0.186897	-4.29863	100	821	0.000835026	
5	7	1	5	17	4	1692	970	[1557,803,1831,1259]	257.76	603.7	Lpp dotA	18000.2	0	-14.8583	1710	1004	0.000291226	
5	7	1	5	17	5	2051	977	[1943,850,2158,1090]	290.96	606.44	Lpp dotA	14400.8	-1.58862	-1.86897	2065	974	0.000283146	
5	7	1	6	17	2	312	613	[141,457,439,862]	125.46	638.43	Lpp dotA	21607.1	-2.24276	-5.51345	294	632	0.00045991	
5	7	1	6	17	3	108	759	[1,569,221,961]	107.43	625.71	Lpp dotA	21607.1	0.280345	-9.25139	101	768	0.00091317	
5	7	1	6	17	4	1698	959	[1563,805,1850,1215]	257.17	605.13	Lpp dotA	21607.1	-0.654139	-16.3535	1703	988	0.00095084	
5	7	1	6	17	5	2051	955	[1940,841,2158,1084]	290.74	607.83	Lpp dotA	18007.7	-1.77552	-3.27069	2063	959	0.000387244	
5	7	1	7	17	2	325	625	[169,421,446,815]	127	640.91	Lpp dotA	25214.9	-0.747587	-8.03656	310	605	0.000629809	
5	7	1	7	17	3	112	782	[1,578,224,926]	108.29	627.09	Lpp dotA	25214.9	1.12138	-10.6531	110	753	0.000604641	
5	7	1	7	17	4	1688	933	[1549,804,1827,1071]	254.6	609.78	Lpp dotA	25214.9	-3.17724	-20.9324	1676	939	0.00101063	
5	7	1	7	17	5	2060	965	[1961,847,2158,1089]	291.46	606.7	Lpp dotA	21615.6	-1.12138	-2.05586	2070	972	0.000314347	
5	7	1	7	17	6	1748	1072	[1656,956,1831,1202]	261.74	597.18	Lpp dotA	0	0	0	1752	1073	0.000453875	
5	7	1	8	17	2	290	602	[163,477,423,765]	125.66	640.01	Lpp dotA	28816.6	-2.05586	-7.10208	296	615	0.000416267	
5	7	1	8	17	3	111	741	[1,581,206,969]	107.2	624.63	Lpp dotA	28816.6	0.0934484	-8.13001	99	780	0.000605099	
5	7	1	8	17	4	1680	940	[1534,822,1807,1100]	254.68	607.71	Lpp dotA	28816.6	-3.0838	-18.8766	1677	961	0.00080406	
5	7	1	8	17	5	2064	951	[1969,848,2158,1083]	291.73	607.51	Lpp dotA	25217.2	-0.841035	-2.8969	2073	963	0.000175055	
5	7	1	8	17	6	1778	1024	[1688,958,1837,1185]	263.13	598.07	Lpp dotA	3601.6	1.40173	-0.841035	1767	1064	0.000453875	
5	7	1	9	17	2	312	603	[178,476,432,761]	126.95	640.45	Lpp dotA	32414.5	-0.747587	-7.56932	310	610	0.00148627	
5	7	1	9	17	3	111	788	[1,618,222,965]	107.63	622.98	Lpp dotA	32414.5	0.467242	-6.54139	103	797	0.00172258	
5	7	1	9	17	4	1700	955	[1567,806,1849,1149]	258.19	606.26	Lpp dotA	32414.5	0.373794	-17.4748	1714	976	0.00162388	
5	7	1	9	17	5	2059	955	[1960,827,2158,1109]	291.73	607.12	Lpp dotA	28815.2	-0.841035	-2.52311	2073	967	0.0011882	
5	7	1	10	17	2	326	518	[209,381,433,640]	128.03	649.9	Lpp dotA	36139.1	0.280345	-17.0076	321	509	0.00156572	
5	7	1	10	17	3	110	663	[1,467,227,859]	108.6	633.98	Lpp dotA	36139.1	1.49517	-17.4748	114	680	0.00180538	
5	7	1	10	17	4	1734	887	[1608,743,1859,1064]	260.03	614.25	Lpp dotA	36139.1	2.24276	-25.418	1734	891	0.00132888	
5	7	1	10	17	5	2071	869	[1983,738,2158,1020]	293.03	615.38	Lpp dotA	32539.8	0.467242	-10.7466	2087	879	0.00130491	
5	7	1	11	17	2	343	517	[233,371,460,631]	129.79	649.9	Lpp dotA	39612.3	2.05586	-17.0076	340	509	0.000552326	
5	7	1	11	17	3	104	677	[1,475,209,810]	107.88	635.79	Lpp dotA	39612.3	0.747587	-19.3438	106	660	0.000604171	
5	7	1	11	17	4	1738	872	[1604,735,1864,1028]	260.08	615.62	Lpp dotA	39612.3	2.33621	-26.8197	1735	876	0.000357725	
5	7	1	11	17	5	2065	879	[1972,726,2158,1012]	292.34	616.23	Lpp dotA	36012.9	-0.186897	-11.5876	2080	870	0.000198283	
5	7	1	12	17	2	335	534	[196,388,432,652]	128.09	648.64	Lpp dotA	43211.9	0.373794	-15.6993	322	523	0.000479705	
5	7	1	12	17	3	104	636	[1,505,214,860]	107.65	633.6	Lpp dotA	43211.9	0.467242	-17.1011	103	684	0.000972272	
5	7	1	12	17	4	1731	872	[1607,740,1853,1080]	260.05	614.54	Lpp dotA	43211.9	2.24276	-25.6983	1734	888	0.000312158	
5	7	1	12	17	5	2063	857	[1967,735,2158,1010]	292.18	615.87	Lpp dotA	39612.5	-0.373794	-11.3073	2078	873	5.97988E-05	
5	7	1	13	17	2	338	522	[217,385,436,673]	129.41	648.79	Lpp dotA	46809.4	1.68207	-15.8862	336	521	0.000237055	
5	7	1	13	17	3	123	615	[1,446,244,808]	108.85	638.13	Lpp dotA	46809.4	1.68207	-21.68	116	635	0.00116941	
5	7	1	13	17	4	1735	887	[1601,751,1876,1021]	260.05	615.61	Lpp dotA	46809.4	2.24276	-26.8197	1734	876	0.000410729	
5	7	1	13	17	5	2061	863	[1963,730,2158,1018]	292.2	615.97	Lpp dotA	43210.1	-0.373794	-11.4007	2078	872	3.89355E-05	
5	7	1	14	17	2	329	511	[223,394,438,650]	129.04	648.68	Lpp dotA	50412.1	1.30828	-15.7928	332	522	0.000308155	
5	7	1	14	17	3	107	632	[1,486,214,854]	106.72	635.12	Lpp dotA	50412.1	-0.467242	-18.6897	93	667	0.00059288	
5	7	1	14	17	4	1728	884	[1608,749,1847,1068]	259.58	613.84	Lpp dotA	50412.1	1.77552	-25.0442	1729	895	0.000412949	
5	7	1	14	17	5	2061	872	[1964,724,2158,1024]	292.14	615.78	Lpp dotA	46812.8	-0.373794	-11.2138	2078	874	0.00012964	
5	7	1	15	17	2	339	483	[247,366,448,668]	130.82	649.19	Lpp dotA	54017.7	3.0838	-16.26	351	517	0.000510129	
5	7	1	15	17	3	94	661	[1,533,197,817]	106.16	634.94	Lpp dotA	54017.7	-1.02793	-18.5028	87	669	0.000192019	
5	7	1	15	17	4	1743	890	[1605,747,1870,1050]	260.5	614.54	Lpp dotA	54017.7	2.71	-25.6983	1739	888	0.000265184	
5	7	1	15	17	5	2065	853	[1971,745,2158,1022]	292.15	615.05	Lpp dotA	50418.3	-0.373794	-10.4662	2078	882	0.000305007	
5	7	1	16	17	2	332	491	[227,377,449,659]	129.12	649.94	Lpp dotA	57619.5	1.40173	-17.0076	333	509	0.000464054	
5	7	1	16	17	3	101	677	[1,511,201,819]	106.64	635.52	Lpp dotA	57619.5	-0.467242	-19.0635	93	663	0.000193373	
5	7	1	16	17	4	1727	883	[1593,753,1852,1030]	259.74	614.7	Lpp dotA	57619.5	1.96242	-25.8852	1731	886	0.000283762	
5	7	1	16	17	5	2067	860	[1975,728,2158,1015]	292.58	616.44	Lpp dotA	54020.1	0	-11.8679	2082	867	0.000293471	
5	7	1	17	17	2	339	527	[237,397,439,664]	129.23	648.39	Lpp dotA	61212.6	1.49517	-15.5124	334	525	0.000416937	
5	7	1	17	17	3	98	668	[1,522,196,815]	106.32	635.05	Lpp dotA	61212.6	-0.841035	-18.5962	89	668	0.000166531	
5	7	1	17	17	4	1727	860	[1610,739,1843,1024]	259.35	615.86	Lpp dotA	61212.6	1.58862	-27.1	1727	873	0.000353745	
5	7	1	17	17	5	2066	839	[1973,722,2158,995]	292.44	617.11	Lpp dotA	57613.2	-0.0934484	-12.5221	2081	860	0.000183903	
5	7	1	0	18	1	254	521	[47,363,421,689]	-79.75	648.56	Lpp dotA	0	0	0	226	524	0.00110912	
5	7	1	0	18	2	2112	872	[2059,730,2158,1011]	97.56	615.7	Lpp dotA	0	0	0	2123	875	0.000836062	
5	7	1	0	18	3	901	1153	[710,996,1041,1407]	-17.68	588.35	Lpp dotA	0	0	0	890	1168	0.00141871	
5	7	1	0	18	4	1578	1713	[1397,1476,1763,1904]	46.55	538.64	Lpp dotA	0	0	0	1578	1700	0.00296713	
5	7	1	0	18	5	1342	1918	[1171,1767,1493,2133]	23.77	516.47	Lpp dotA	0	0	0	1334	1937	0.000719966	
5	7	1	0	18	6	907	1949	[733,1642,1116,2158]	-14.82	518.67	Lpp dotA	0	0	0	921	1914	0.00195204	
5	7	1	1	18	1	193	508	[21,369,344,650]	-83.61	649.64	Lpp dotA	3599.34	-3.83138	-1.12138	185	512	0.000866987	
5	7	1	1	18	2	2098	815	[2035,722,2158,963]	96.22	618.44	Lpp dotA	3599.34	-1.30828	-2.71	2109	846	0.000496875	
5	7	1	1	18	3	877	1127	[688,946,1022,1278]	-20.61	592.5	Lpp dotA	3599.34	-2.8969	-4.20518	859	1123	0.000867606	
5	7	1	1	18	4	1509	1514	[1360,1351,1713,1834]	43.65	548.93	Lpp dotA	3599.34	-2.8969	-10.2793	1547	1590	0.00222649	
5	7	1	1	18	5	1290	1921	[1131,1744,1469,2116]	21.48	517.57	Lpp dotA	3599.34	-2.33621	-1.12138	1309	1925	0.0005261	
5	7	1	1	18	6	894	1923	[690,1572,1065,2107]	-16.46	525.43	Lpp dotA	3599.34	-1.68207	-6.82173	903	1841	0.00116024	
5	7	1	1	18	7	264	1764	[179,1692,335,1833]	-76.74	532.82	Lpp dotA	0	0	0	258	1762	0.000446465	
5	7	1	1	18	8	886	2127	[731,2067,1021,2158]	-18.33	498.32	Lpp dotA	0	0	0	883	2131	0.000571495	
5	7	1	2	18	1	169	509	[27,340,292,634]	-85.3	651.1	Lpp dotA	7200.4	-5.51345	-2.61655	167	496	0.000570096	
5	7	1	2	18	2	2095	849	[2026,704,2158,968]	96.1	618.98	Lpp dotA	7200.4	-1.40173	-3.27069	2108	840	0.00015234	
5	7	1	2	18	3	874	1126	[687,960,1025,1358]	-19.91	591.62	Lpp dotA	7200.4	-2.24276	-3.27069	866	1133	0.000231806	
5	7	1	2	18	4	1534	1554	[1336,1326,1697,1746]	41.47	553.77	Lpp dotA	7200.4	-5.13966	-15.1386	1523	1538	0.00164017	
5	7	1	2	18	5	1293	1891	[1141,1736,1456,2077]	20.66	518.52	Lpp dotA	7200.4	-3.0838	-2.05586	1301	1915	0.000414099	
5	7	1	2	18	6	881	1841	[712,1628,1081,2089]	-17.55	524.57	Lpp dotA	7200.4	-2.71	-5.9807	892	1850	0.000263366	
5	7	1	2	18	7	239	1748	[156,1673,338,1825]	-78.04	533.74	Lpp dotA	3601.06	-1.30828	-0.934484	244	1752	0.000589602	
5	7	1	2	18	8	818	2126	[756,2094,1051,2158]	-16.31	498.47	Lpp dotA	3601.06	2.05586	-0.0934484	905	2130	0.000901177	
5	7	1	3	18	1	179	517	[56,374,303,658]	-83.91	649.89	Lpp dotA	10800.6	-4.11173	-1.40173	182	509	0.000610828	
5	7	1	3	18	2	2097	815	[2025,691,2158,960]	95.71	619.36	Lpp dotA	10800.6	-1.77552	-3.64449	2104	836	0.000521641	
5	7	1	3	18	3	858	1120	[684,958,1018,1318]	-20.29	592.02	Lpp dotA	10800.6	-2.61655	-3.64449	862	1129	0.00014683	
5	7	1	3	18	4	1536	1588	[1341,1370,1745,1839]	43.05	547.46	Lpp dotA	10800.6	-3.55104	-8.8776	1540	1605	0.000962257	
5	7	1	3	18	5	1290	1909	[1132,1751,1453,2123]	20.91	516.78	Lpp dotA	10800.6	-2.8969	-0.280345	1303	1934	0.000486334	
5	7	1	3	18	6	882	1848	[676,1638,1048,2079]	-17.64	524	Lpp dotA	10800.6	-2.80345	-5.42001	891	1856	0.000248229	
5	7	1	3	18	7	246	1724	[128,1638,333,1817]	-79.08	536.2	Lpp dotA	7201.3	-2.33621	-3.36414	233	1726	0.000449619	
5	7	1	3	18	8	863	2109	[724,2026,1047,2158]	-20.37	500.28	Lpp dotA	7201.3	-1.96242	-1.96242	862	2110	0.00123093	
5	7	1	4	18	1	172	527	[25,428,292,645]	-85.38	647.9	Lpp dotA	14398.8	-5.6069	0.654139	166	531	0.000486724	
5	7	1	4	18	2	2103	803	[2032,689,2158,895]	96.33	622.57	Lpp dotA	14398.8	-1.21483	-6.82173	2110	802	0.000896673	
5	7	1	4	18	4	1548	1623	[1367,1377,1711,1821]	43.04	547.99	Lpp dotA	14398.8	-3.55104	-9.34484	1540	1600	0.000480455	
5	7	1	4	18	5	1306	1899	[1101,1739,1471,2100]	20.01	518.23	Lpp dotA	14398.8	-3.73794	-1.77552	1294	1918	0.000332772	
5	7	1	4	18	6	887	1872	[644,1639,1056,2067]	-18.64	524.73	Lpp dotA	14398.8	-3.83138	-6.07414	880	1849	0.000261017	
5	7	1	4	18	7	228	1712	[132,1623,322,1825]	-79.44	536.69	Lpp dotA	10799.4	-2.71	-3.83138	229	1721	0.000129911	
5	7	1	5	18	1	177	534	[36,397,328,647]	-84.54	648.34	Lpp dotA	18000.2	-4.76587	0.186897	175	526	0.000502206	
5	7	1	5	18	4	1512	1603	[1327,1371,1744,1778]	40.67	549.82	Lpp dotA	18000.2	-5.88725	-11.2138	1515	1580	0.000856587	
5	7	1	5	18	5	1302	1905	[1113,1736,1462,2098]	20.69	518.43	Lpp dotA	18000.2	-3.0838	-1.96242	1301	1916	0.000141122	
5	7	1	5	18	6	875	1828	[707,1641,1052,2060]	-17.97	524.64	Lpp dotA	18000.2	-3.17724	-5.9807	887	1850	0.000468518	
5	7	1	5	18	7	234	1713	[135,1620,328,1813]	-79.2	536.82	Lpp dotA	14400.8	-2.42966	-4.01828	232	1719	0.000203387	
5	7	1	5	18	9	1700	2071	[1485,1953,1872,2158]	58.06	502.24	Lpp dotA	0	0	0	1701	2089	0	
5	7	1	5	18	10	1143	2124	[1060,2033,1232,2158]	6.08	499.32	Lpp dotA	0	0	0	1145	2121	NaN	
5	7	1	6	18	1	190	531	[56,426,339,639]	-81.87	647.85	Lpp dotA	21607.1	-2.14931	0.654139	203	531	0.000746691	
5	7	1	6	18	4	1540	1612	[1327,1383,1709,1816]	42.75	547.39	Lpp dotA	21607.1	-3.83138	-8.78415	1537	1606	0.00100349	
5	7	1	6	18	5	1296	1909	[1134,1747,1458,2095]	20.98	518.28	Lpp dotA	21607.1	-2.80345	-1.77552	1304	1918	0.000174922	
