Database Name	Opera_Phenix_1
Database Link	http://157.99.122.161/ODA/OdaService.asmx
Evaluation Signature	e740a9c8-6ba9-4899-a4ca-d0a2745e5893
Plate Name	EP149
Measurement	Measurement 1
Evaluation	Evaluation10
Population	Population - Tracked Real_Nuclei

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Bacteria	Tracked Real_Nuclei - Age [s]	Tracked Real_Nuclei - Current Displacement X [µm]	Tracked Real_Nuclei - Current Displacement Y [µm]	Tracked Real_Nuclei - Track Point X	Tracked Real_Nuclei - Track Point Y	Tracked Real_Nuclei - Current Speed [µm/s]	
4	5	1	0	25	2	339	589	[214,505,427,673]	128.03	443.31	Lpp WT	0	0	0	321	592	0.00046225	
4	5	1	0	25	3	2059	618	[1960,350,2158,856]	291.78	444.61	Lpp WT	0	0	0	2074	578	0.000870809	
4	5	1	0	25	4	653	842	[522,627,835,1063]	158.81	420.21	Lpp WT	0	0	0	651	839	0.00214862	
4	5	1	0	25	5	557	1777	[290,1664,671,2067]	146.16	328.26	Lpp WT	0	0	0	515	1823	0.00424961	
4	5	1	0	25	6	1700	1954	[1563,1791,1817,2076]	257.54	317.86	Lpp WT	0	0	0	1707	1934	0.00176545	
4	5	1	1	25	1	1757	447	[1631,331,1882,571]	262.19	456.54	Lpp WT	3599.36	-3.92483	-3.73794	1757	450	0.00110187	
4	5	1	1	25	2	302	582	[223,523,388,645]	126.65	444.34	Lpp WT	3599.36	-1.30828	-1.02793	307	581	0.0014159	
4	5	1	1	25	3	2046	561	[1934,334,2158,774]	290.39	447.38	Lpp WT	3599.36	-1.40173	-2.80345	2059	548	0.000604475	
4	5	1	1	25	4	588	755	[488,582,697,958]	153.2	425.52	Lpp WT	3599.36	-5.6069	-5.32656	591	782	0.00134152	
4	5	1	1	25	5	598	1681	[486,1591,700,1843]	154.89	340.81	Lpp WT	3599.36	8.78415	-12.5221	609	1689	0.00272168	
4	5	1	1	25	6	1666	1916	[1564,1686,1780,2024]	254.53	323.52	Lpp WT	3599.36	-2.99035	-5.6069	1675	1874	0.000923494	
4	5	1	1	25	7	40	720	[1,653,80,788]	100.96	431.22	Lpp WT	0	0	0	32	721	0.00093408	
4	5	1	1	25	8	268	897	[123,777,402,1023]	122.67	414.25	Lpp WT	0	0	0	264	903	0.000627566	
4	5	1	1	25	9	283	2117	[206,2070,335,2158]	123.44	300.45	Lpp WT	0	0	0	272	2121	0.000656405	
4	5	1	2	25	1	1772	428	[1646,306,1894,556]	263.89	458.45	Lpp WT	7200.91	-2.24276	-5.6069	1775	430	0.000652096	
4	5	1	2	25	2	223	538	[163,474,294,605]	119.19	448.46	Lpp WT	7200.91	-8.78415	-5.13966	227	537	0.00184094	
4	5	1	2	25	3	2049	489	[1939,353,2158,742]	290.45	448.66	Lpp WT	7200.91	-1.30828	-4.01828	2060	535	0.000428719	
4	5	1	2	25	4	585	766	[479,576,703,920]	152.76	427.37	Lpp WT	7200.91	-6.07414	-7.19553	586	762	0.000349585	
4	5	1	2	25	5	609	1641	[503,1529,712,1791]	155.05	345.08	Lpp WT	7200.91	8.97104	-16.8207	611	1643	0.000959424	
4	5	1	2	25	6	1685	1871	[1583,1727,1799,1984]	254.78	323.56	Lpp WT	7200.91	-2.71	-5.70035	1678	1873	0.000192364	
4	5	1	2	25	7	75	697	[1,593,157,854]	104.32	431.27	Lpp WT	3601.56	3.36414	0	68	721	0.000615104	
4	5	1	2	25	8	297	903	[199,738,382,1021]	124.93	414.49	Lpp WT	3601.56	2.24276	-0.280345	288	900	0.00117667	
4	5	1	2	25	9	220	2105	[145,2052,344,2158]	121.18	301.15	Lpp WT	3601.56	-2.24276	-0.747587	248	2113	0.000445786	
4	5	1	2	25	10	421	1858	[252,1699,647,2050]	138.19	322.67	Lpp WT	0	0	0	430	1883	0.000440537	
4	5	1	2	25	11	1836	2111	[1703,2060,1947,2158]	268.63	300.6	Lpp WT	0	0	0	1826	2119	0.000174138	
4	5	1	3	25	1	1759	412	[1649,289,1869,548]	262.3	459.9	Lpp WT	10800.8	-3.83138	-7.10208	1758	414	0.000396686	
4	5	1	3	25	2	202	482	[110,372,290,608]	117.22	452.73	Lpp WT	10800.8	-10.7466	-9.43829	206	491	0.00101647	
4	5	1	3	25	3	2044	474	[1929,338,2158,802]	290.5	446.77	Lpp WT	10800.8	-1.30828	-2.14931	2060	555	0.000382801	
4	5	1	3	25	4	574	748	[480,613,685,910]	152.19	427.6	Lpp WT	10800.8	-6.63483	-7.38242	580	760	0.000647685	
4	5	1	3	25	5	607	1665	[487,1546,693,1817]	154.44	342.59	Lpp WT	10800.8	8.31691	-14.2976	604	1670	0.000588828	
4	5	1	3	25	6	1677	1872	[1545,1728,1803,2032]	253.85	323.05	Lpp WT	10800.8	-3.64449	-5.13966	1668	1879	0.000299415	
4	5	1	3	25	7	70	686	[1,582,151,842]	104.07	432.26	Lpp WT	7201.41	3.0838	-1.02793	65	710	0.000308598	
4	5	1	3	25	8	287	943	[130,850,407,1078]	123.59	408.45	Lpp WT	7201.41	0.934484	5.7938	274	965	0.00217592	
4	5	1	3	25	9	256	2106	[129,2054,339,2158]	120.33	301.11	Lpp WT	7201.41	-3.0838	-0.654139	239	2114	0.000275492	
4	5	1	3	25	10	483	1898	[245,1701,647,2102]	139.28	321.55	Lpp WT	3599.86	1.12138	1.12138	442	1895	0.000441391	
4	5	1	3	25	11	1862	2112	[1716,2059,1948,2158]	269.16	300.85	Lpp WT	3599.86	0.56069	-0.280345	1832	2116	0.000100069	
4	5	1	4	25	1	1749	395	[1636,279,1865,531]	261.95	460.46	Lpp WT	14399.2	-4.20518	-7.66277	1754	408	0.000180675	
4	5	1	4	25	2	214	511	[164,462,282,584]	118.34	450.37	Lpp WT	14399.2	-9.62518	-7.10208	218	516	0.000910957	
4	5	1	4	25	3	2041	570	[1924,333,2158,776]	290.74	447.62	Lpp WT	14399.2	-1.02793	-2.99035	2063	546	0.000202095	
4	5	1	4	25	4	614	756	[555,690,669,879]	155.69	425.45	Lpp WT	14399.2	-3.17724	-5.23311	617	783	0.00113139	
4	5	1	4	25	5	615	1647	[541,1574,692,1779]	155.96	343.23	Lpp WT	14399.2	9.81208	-14.9517	620	1663	0.000622103	
4	5	1	4	25	6	1689	1879	[1560,1719,1808,2022]	254.85	323.27	Lpp WT	14399.2	-2.61655	-5.42001	1679	1876	0.000758615	
4	5	1	4	25	7	69	678	[1,580,148,821]	103.81	433.39	Lpp WT	10799.8	2.80345	-2.14931	62	698	0.000303926	
4	5	1	4	25	8	280	861	[107,700,467,1027]	125.03	417.81	Lpp WT	10799.8	2.33621	-3.55104	289	865	0.002626	
4	5	1	4	25	9	242	2102	[142,2045,335,2158]	120.12	302.21	Lpp WT	10799.8	-3.27069	-1.77552	237	2102	0.000322097	
4	5	1	4	25	10	491	1891	[230,1679,636,2095]	138.05	322.59	Lpp WT	7198.25	-0.0934484	0.0934484	429	1884	0.000377883	
4	5	1	4	25	11	1835	2109	[1700,2052,1953,2158]	269.26	300.91	Lpp WT	7198.25	0.654139	-0.280345	1833	2116	0.000104764	
4	5	1	5	25	1	1750	401	[1642,285,1871,517]	262.17	461.03	Lpp WT	18000.1	-3.92483	-8.22346	1757	402	0.000145116	
4	5	1	5	25	2	221	512	[164,436,380,585]	122.23	451.42	Lpp WT	18000.1	-5.7938	-8.13001	259	505	0.000979507	
4	5	1	5	25	3	2046	464	[1932,342,2158,760]	290.83	448.17	Lpp WT	18000.1	-0.934484	-3.55104	2064	540	0.00014385	
4	5	1	5	25	5	604	1653	[523,1463,691,1757]	154.81	345.85	Lpp WT	18000.1	8.6907	-17.5683	608	1635	0.0012954	
4	5	1	5	25	6	1742	1879	[1590,1758,1839,1987]	259.3	323.15	Lpp WT	18000.1	1.77552	-5.23311	1726	1878	0.00102776	
4	5	1	5	25	7	69	683	[1,583,147,839]	103.83	432.36	Lpp WT	14400.8	2.8969	-1.12138	63	709	0.000209548	
4	5	1	5	25	9	236	2100	[129,2042,314,2158]	119.02	301.83	Lpp WT	14400.8	-4.39207	-1.40173	225	2106	0.000574015	
4	5	1	5	25	10	473	1861	[209,1687,670,2077]	139.11	322.09	Lpp WT	10799.2	0.934484	0.56069	440	1889	0.000364507	
4	5	1	5	25	11	1840	2106	[1698,2054,1943,2158]	268.64	300.93	Lpp WT	10799.2	0	-0.373794	1826	2115	0.000120803	
4	5	1	6	25	1	1761	404	[1649,291,1870,527]	262.56	460.89	Lpp WT	21598.8	-3.55104	-8.03656	1761	404	0.000260711	
4	5	1	6	25	2	253	510	[200,438,406,583]	125.26	451.29	Lpp WT	21598.8	-2.71	-8.03656	292	506	0.000748856	
4	5	1	6	25	3	2054	548	[1950,344,2158,744]	290.83	448.59	Lpp WT	21598.8	-0.934484	-4.01828	2064	535	0.000105909	
4	5	1	6	25	5	661	1672	[559,1577,779,1799]	160.24	342.31	Lpp WT	21598.8	14.1107	-14.0173	666	1673	0.00138815	
4	5	1	6	25	6	1756	1870	[1632,1768,1913,2013]	262.24	322.88	Lpp WT	21598.8	4.76587	-4.95276	1758	1881	0.00130706	
4	5	1	6	25	7	71	695	[1,586,153,842]	104.02	431.92	Lpp WT	17999.4	2.99035	-0.654139	64	714	0.000211232	
4	5	1	6	25	9	234	2102	[130,2001,355,2158]	121.89	302.41	Lpp WT	17999.4	-1.49517	-1.96242	256	2100	0.000688298	
4	5	1	6	25	10	451	1888	[251,1704,662,2085]	139.11	320.62	Lpp WT	14397.9	0.934484	2.05586	440	1905	0.000363312	
4	5	1	6	25	11	1821	2106	[1686,2054,1940,2158]	268.7	300.79	Lpp WT	14397.9	0.0934484	-0.186897	1827	2117	0.000511903	
4	5	1	7	25	1	1773	420	[1660,264,1881,541]	263.7	461.79	Lpp WT	25202	-2.42966	-8.97104	1773	394	0.000394195	
4	5	1	7	25	2	233	476	[174,398,377,569]	124.04	453.33	Lpp WT	25202	-3.92483	-9.99898	279	485	0.000627965	
4	5	1	7	25	3	2054	571	[1947,364,2158,713]	291.12	448.55	Lpp WT	25202	-0.654139	-3.92483	2067	536	0.000144811	
4	5	1	7	25	5	628	1645	[551,1571,747,1724]	157.48	344.56	Lpp WT	25202	11.4007	-16.26	637	1649	0.000553218	
4	5	1	7	25	6	1706	1847	[1603,1699,1803,1959]	257.73	327.3	Lpp WT	25202	0.186897	-9.43829	1709	1833	0.00119273	
4	5	1	7	25	7	70	714	[1,577,151,833]	103.77	432.95	Lpp WT	21602.7	2.80345	-1.68207	62	703	0.000174054	
4	5	1	7	25	9	211	2099	[121,2041,353,2158]	120.18	301.45	Lpp WT	21602.7	-3.27069	-1.02793	237	2110	0.000307556	
4	5	1	7	25	10	445	1903	[243,1716,676,2082]	140.24	320.58	Lpp WT	18001.1	2.05586	2.05586	452	1905	0.00024923	
4	5	1	7	25	11	1858	2078	[1721,2016,1982,2158]	271.71	302.57	Lpp WT	18001.1	3.0838	-1.96242	1859	2098	0.000848135	
4	5	1	8	25	1	1753	419	[1640,260,1871,551]	262.47	461.15	Lpp WT	28802	-3.64449	-8.31691	1760	401	0.000430959	
4	5	1	8	25	2	229	493	[171,443,374,579]	123.06	451.3	Lpp WT	28802	-4.95276	-8.03656	268	506	0.000537682	
4	5	1	8	25	3	2044	519	[1930,335,2158,736]	290.43	448.49	Lpp WT	28802	-1.40173	-3.92483	2059	536	0.000129792	
4	5	1	8	25	5	632	1653	[553,1555,718,1738]	157.23	344.11	Lpp WT	28802	11.1204	-15.8862	634	1653	0.000448166	
4	5	1	8	25	6	1684	1856	[1592,1746,1798,1953]	256.14	325.85	Lpp WT	28802	-1.40173	-7.94311	1692	1849	0.000606006	
4	5	1	8	25	7	68	679	[1,577,148,833]	103.71	433.11	Lpp WT	25202.6	2.71	-1.86897	61	701	0.000119876	
4	5	1	8	25	9	213	2096	[122,2035,350,2158]	120.03	301.64	Lpp WT	25202.6	-3.36414	-1.21483	236	2108	0.00025081	
4	5	1	8	25	10	483	1904	[253,1707,660,2094]	140.83	320.99	Lpp WT	21601.1	2.61655	1.68207	458	1901	0.000437235	
4	5	1	8	25	11	1860	2068	[1810,2032,1955,2158]	274.33	302.28	Lpp WT	21601.1	5.70035	-1.68207	1887	2101	0.000677536	
4	5	1	9	25	1	1759	380	[1642,237,1877,524]	262.82	462.86	Lpp WT	32401.9	-3.27069	-9.99898	1764	383	0.00164853	
4	5	1	9	25	2	274	501	[140,415,358,593]	121.41	451.75	Lpp WT	32401.9	-6.54139	-8.5038	251	501	0.00194455	
4	5	1	9	25	3	2046	509	[1933,350,2158,761]	290.41	448.38	Lpp WT	32401.9	-1.40173	-3.73794	2059	538	0.00165866	
4	5	1	9	25	5	648	1657	[573,1583,775,1738]	159.69	342.81	Lpp WT	32401.9	13.55	-14.5779	660	1667	0.000766535	
4	5	1	9	25	7	68	680	[1,570,147,826]	103.65	433.73	Lpp WT	28802.6	2.71	-2.52311	61	694	0.00152004	
4	5	1	9	25	9	181	2094	[117,1957,347,2158]	119.48	303.17	Lpp WT	28802.6	-3.92483	-2.71	230	2092	0.00114583	
4	5	1	9	25	10	497	1898	[295,1716,687,2088]	143.23	320.51	Lpp WT	25201	5.04621	2.14931	484	1906	0.00198722	
4	5	1	9	25	11	1910	2126	[1771,2025,1950,2158]	272.14	302.92	Lpp WT	25201	3.55104	-2.33621	1864	2094	0.00118266	
4	5	1	10	25	1	1784	271	[1668,144,1903,412]	264.76	472.95	Lpp WT	36084	-1.30828	-20.0914	1785	275	0.00150289	
4	5	1	10	25	2	369	431	[229,311,419,479]	128.79	461.86	Lpp WT	36084	0.841035	-18.5962	330	393	0.00196968	
4	5	1	10	25	3	2055	358	[1951,227,2158,600]	291.18	460.24	Lpp WT	36084	-0.654139	-15.6059	2067	411	0.00179751	
4	5	1	10	25	7	82	561	[1,437,176,723]	104.67	444.12	Lpp WT	32484.6	3.64449	-12.8959	71	583	0.00162644	
4	5	1	10	25	9	261	2013	[110,1919,421,2158]	122.92	308.94	Lpp WT	32484.6	-0.467242	-8.5038	267	2030	0.00104745	
4	5	1	10	25	10	552	1783	[349,1609,755,1968]	148.34	331.36	Lpp WT	28883	10.1859	-8.6907	539	1790	0.00193279	
4	5	1	10	25	11	1865	2023	[1743,1914,2004,2133]	272.58	309.33	Lpp WT	28883	3.92483	-8.6907	1868	2026	0.000930413	
4	5	1	10	25	12	411	777	[95,590,567,956]	126.1	426.12	Lpp WT	0	0	0	301	776	0.00143315	
4	5	1	10	25	13	634	1494	[485,1357,802,1644]	158.22	357.55	Lpp WT	0	0	0	644	1510	0.00103215	
4	5	1	11	25	1	1789	283	[1624,125,1913,425]	265.11	473.41	Lpp WT	39605.6	-1.02793	-20.5586	1788	270	0.000160623	
4	5	1	11	25	2	320	377	[205,281,435,475]	127.87	463.26	Lpp WT	39605.6	-0.0934484	-19.998	320	378	0.000525829	
4	5	1	11	25	3	2063	366	[1967,244,2158,609]	291.87	459.49	Lpp WT	39605.6	0.0934484	-14.8583	2075	419	0.000190057	
4	5	1	11	25	7	84	573	[1,434,183,700]	105.08	445.37	Lpp WT	36006.3	4.11173	-14.1107	76	570	0.000314814	
4	5	1	11	25	9	248	2006	[143,1907,411,2139]	123.21	309.65	Lpp WT	36006.3	-0.186897	-9.25139	270	2022	0.000159513	
4	5	1	11	25	10	556	1811	[352,1613,767,1993]	149.57	329.82	Lpp WT	32404.7	11.4007	-7.19553	552	1806	0.000312183	
4	5	1	11	25	11	1860	2024	[1749,1929,1988,2122]	272.8	309.06	Lpp WT	32404.7	4.20518	-8.5038	1871	2028	0.000176645	
4	5	1	11	25	12	273	878	[79,675,576,1016]	126	421.02	Lpp WT	3521.67	-0.0934484	5.04621	300	830	0.00124498	
4	5	1	11	25	13	667	1532	[607,1473,732,1600]	160.67	354.88	Lpp WT	3521.67	2.52311	2.61655	671	1538	0.000635243	
4	5	1	11	25	14	314	696	[135,591,410,775]	124.83	434.66	Lpp WT	0	0	0	287	684	0.00133575	
4	5	1	11	25	15	1701	1730	[1505,1478,1932,1971]	258.2	337.01	Lpp WT	0	0	0	1714	1729	9.36977E-05	
4	5	1	12	25	1	1788	282	[1667,127,1906,411]	265.42	473.86	Lpp WT	43201.6	-0.654139	-21.0259	1792	265	0.000129946	
4	5	1	12	25	2	350	401	[210,307,437,488]	129.19	461.74	Lpp WT	43201.6	1.21483	-18.4093	334	395	0.000606595	
4	5	1	12	25	3	2059	449	[1958,231,2158,610]	291.76	459.19	Lpp WT	43201.6	0	-14.5779	2074	422	0.000107259	
4	5	1	12	25	7	85	593	[1,442,184,714]	105.17	444.44	Lpp WT	39602.2	4.20518	-13.1762	77	580	0.000188545	
4	5	1	12	25	9	251	2008	[141,1912,406,2143]	122.93	309.48	Lpp WT	39602.2	-0.467242	-9.06449	267	2024	9.36244E-05	
4	5	1	12	25	10	548	1803	[378,1622,748,1982]	149.69	329.54	Lpp WT	36000.7	11.4942	-6.91518	553	1809	0.000412844	
4	5	1	12	25	11	1859	2032	[1746,1934,1985,2130]	272.5	308.25	Lpp WT	36000.7	3.83138	-7.66277	1867	2037	0.000238039	
4	5	1	12	25	12	279	894	[130,679,574,1019]	129.29	419.1	Lpp WT	7117.62	3.17724	7.00863	335	851	0.00137983	
4	5	1	12	25	13	675	1548	[624,1492,731,1604]	160.98	354.07	Lpp WT	7117.62	2.80345	3.45759	674	1547	0.000355425	
4	5	1	12	25	14	241	709	[81,595,405,840]	120.95	431.81	Lpp WT	3595.96	-3.83138	2.8969	246	715	0.00133575	
4	5	1	12	25	15	1697	1741	[1504,1483,1933,1980]	258.36	336.77	Lpp WT	3595.96	0.186897	0.280345	1716	1732	7.58439E-05	
4	5	1	13	25	1	1780	260	[1646,101,1929,422]	265.71	473.68	Lpp WT	46803.2	-0.373794	-20.839	1795	267	0.000104799	
4	5	1	13	25	2	318	412	[194,311,441,512]	127.99	459.71	Lpp WT	46803.2	0	-16.4469	321	416	0.000482994	
4	5	1	13	25	3	2062	419	[1965,237,2158,626]	291.75	458.74	Lpp WT	46803.2	-0.0934484	-14.1107	2073	427	0.000316722	
4	5	1	13	25	7	86	572	[1,446,180,728]	104.97	444.09	Lpp WT	43203.8	4.01828	-12.8024	75	584	0.000152472	
4	5	1	13	25	9	243	2009	[144,1912,411,2138]	123.18	309.27	Lpp WT	43203.8	-0.186897	-8.8776	270	2026	0.000175213	
4	5	1	13	25	10	582	1802	[347,1600,747,1963]	149.07	332.19	Lpp WT	39602.3	10.9335	-9.53173	547	1781	0.000436385	
4	5	1	13	25	11	1881	2039	[1747,1938,1999,2140]	272.99	307.68	Lpp WT	39602.3	4.39207	-7.10208	1873	2043	0.000326016	
4	5	1	13	25	12	316	787	[73,599,583,1031]	125.8	424.1	Lpp WT	10719.2	-0.280345	1.96242	298	797	0.000878281	
4	5	1	13	25	13	685	1542	[441,1389,916,1747]	162.44	353.27	Lpp WT	10719.2	4.29863	4.20518	690	1555	0.000278862	
4	5	1	13	25	15	1690	1765	[1493,1486,1930,1980]	258.13	336.7	Lpp WT	7197.54	0	0.373794	1714	1733	8.25033E-05	
4	5	1	14	25	1	1785	264	[1640,111,1932,423]	265.91	474.02	Lpp WT	50404.4	-0.186897	-21.2128	1797	263	9.69925E-05	
4	5	1	14	25	2	317	402	[193,322,423,484]	127.39	460.75	Lpp WT	50404.4	-0.56069	-17.4748	315	405	0.000320561	
4	5	1	14	25	3	2056	382	[1953,205,2158,604]	291.03	460.38	Lpp WT	50404.4	-0.747587	-15.7928	2066	409	0.000366798	
4	5	1	14	25	7	86	597	[1,438,182,701]	105.19	444.71	Lpp WT	46805	4.20518	-13.4566	77	577	0.000131214	
4	5	1	14	25	9	268	2020	[144,1917,423,2155]	123.85	308.68	Lpp WT	46805	0.467242	-8.22346	277	2033	0.000240164	
4	5	1	14	25	10	561	1783	[358,1578,752,1964]	148.69	331.9	Lpp WT	43203.5	10.5597	-9.25139	543	1784	8.32601E-05	
4	5	1	14	25	11	1879	2030	[1767,1942,2057,2158]	274.33	306.87	Lpp WT	43203.5	5.70035	-6.26104	1887	2052	0.000623637	
4	5	1	14	25	12	292	803	[82,599,582,1028]	125.89	424.31	Lpp WT	14320.4	-0.186897	1.77552	299	795	4.2006E-05	
4	5	1	14	25	13	688	1539	[440,1385,916,1736]	162.25	353.59	Lpp WT	14320.4	4.11173	3.92483	688	1552	5.97826E-05	
4	5	1	14	25	15	1691	1763	[1498,1484,1932,1976]	258.24	337.03	Lpp WT	10798.8	0.0934484	0	1715	1729	9.24619E-05	
4	5	1	15	25	1	1795	253	[1671,127,1921,400]	265.96	474.28	Lpp WT	54002.3	-0.186897	-21.4931	1797	260	0.000168761	
4	5	1	15	25	2	324	400	[215,305,440,496]	128.57	461	Lpp WT	54002.3	0.56069	-17.6617	327	403	0.000390151	
4	5	1	15	25	3	2057	380	[1955,232,2158,614]	291.48	459.63	Lpp WT	54002.3	-0.373794	-15.0452	2070	417	0.000233665	
4	5	1	15	25	7	82	576	[1,436,183,724]	105.01	444.55	Lpp WT	50402.9	4.01828	-13.2697	75	579	6.57454E-05	
4	5	1	15	25	9	261	2014	[157,1911,410,2138]	123.45	309.27	Lpp WT	50402.9	0	-8.8776	272	2026	0.000221825	
4	5	1	15	25	10	556	1784	[353,1597,725,1971]	148.82	331.95	Lpp WT	46801.4	10.6531	-9.34484	544	1783	0.000165229	
4	5	1	15	25	11	1856	2033	[1770,1953,1954,2111]	272.02	308.64	Lpp WT	46801.4	3.36414	-8.03656	1862	2033	0.000839941	
4	5	1	15	25	12	293	802	[82,600,583,1026]	125.85	424.35	Lpp WT	17918.3	-0.280345	1.77552	298	795	2.59632E-05	
4	5	1	15	25	13	687	1534	[441,1390,916,1740]	162.3	353.69	Lpp WT	17918.3	4.11173	3.83138	688	1551	4.96992E-05	
4	5	1	15	25	15	1692	1763	[1499,1483,1905,1973]	257.94	337.09	Lpp WT	14396.6	-0.186897	0	1712	1729	6.79727E-05	
4	5	1	16	25	1	1799	261	[1664,92,1938,394]	266.66	474.91	Lpp WT	57602.9	0.56069	-22.0538	1805	254	0.000379082	
4	5	1	16	25	2	352	372	[253,330,398,455]	129.33	462.44	Lpp WT	57602.9	1.30828	-19.1569	335	387	0.000430686	
4	5	1	16	25	3	2057	372	[1955,227,2158,603]	291.31	460.46	Lpp WT	57602.9	-0.467242	-15.8862	2069	408	0.000135876	
4	5	1	16	25	7	81	575	[1,437,182,725]	104.95	444.34	Lpp WT	54003.5	3.92483	-13.0828	74	581	9.39105E-05	
4	5	1	16	25	9	242	1998	[144,1899,399,2136]	122.84	309.86	Lpp WT	54003.5	-0.56069	-9.43829	266	2020	0.000214756	
4	5	1	16	25	10	555	1778	[339,1574,751,1968]	148.05	332.72	Lpp WT	50402	9.90553	-10.0924	536	1775	0.000211721	
4	5	1	16	25	11	1863	2031	[1763,1873,2081,2115]	274.34	310.72	Lpp WT	50402	5.70035	-10.0924	1887	2011	0.000851126	
4	5	1	16	25	12	290	800	[83,599,581,1026]	125.81	424.42	Lpp WT	21518.9	-0.280345	1.68207	298	794	4.96857E-05	
4	5	1	16	25	13	687	1536	[441,1390,914,1739]	162.44	353.83	Lpp WT	21518.9	4.29863	3.64449	690	1549	7.5642E-05	
4	5	1	16	25	15	1690	1762	[1496,1483,1911,1974]	257.88	337.21	Lpp WT	17997.3	-0.280345	-0.186897	1711	1727	0.000209784	
4	5	1	17	25	1	1783	271	[1650,145,1927,398]	265.5	473.46	Lpp WT	61202.7	-0.56069	-20.6521	1793	269	0.000498657	
4	5	1	17	25	2	316	419	[189,240,471,557]	129.56	461.04	Lpp WT	61202.7	1.58862	-17.7552	338	402	0.000397097	
4	5	1	17	25	3	2055	417	[1951,211,2158,603]	291.27	460.59	Lpp WT	61202.7	-0.56069	-15.9797	2068	407	3.67116E-05	
4	5	1	17	25	7	82	578	[1,461,179,724]	104.91	443.81	Lpp WT	57603.4	3.92483	-12.6155	74	586	0.000129795	
4	5	1	17	25	9	261	2016	[150,1919,391,2136]	123.21	309.18	Lpp WT	57603.4	-0.186897	-8.78415	270	2027	0.000209288	
4	5	1	17	25	10	557	1777	[344,1575,740,1970]	148.32	332.37	Lpp WT	54001.8	10.1859	-9.71863	539	1779	0.000129795	
4	5	1	17	25	11	1924	2020	[1597,1881,2113,2158]	273.51	307.79	Lpp WT	54001.8	4.85932	-7.19553	1878	2042	0.000837958	
4	5	1	17	25	12	294	805	[79,600,571,1028]	125.68	424.22	Lpp WT	25118.8	-0.467242	1.86897	296	796	7.34232E-05	
4	5	1	17	25	13	689	1537	[439,1390,915,1736]	162.22	353.83	Lpp WT	25118.8	4.01828	3.64449	687	1549	7.78771E-05	
4	5	1	17	25	15	1696	1785	[1496,1483,1911,1987]	258.35	336.02	Lpp WT	21597.1	0.186897	1.02793	1716	1740	0.000361568	
4	5	1	17	25	16	590	598	[432,401,846,978]	156.73	436.21	Lpp WT	0	0	0	629	668	NaN	
4	6	1	0	1	1	158	450	[116,403,213,495]	-85.87	456.92	Lpp WT	0	0	0	161	446	NaN	
4	6	1	0	1	2	259	584	[109,419,414,730]	-76.08	444.21	Lpp WT	0	0	0	265	582	0.00193826	
4	6	1	0	1	3	837	774	[737,699,960,850]	-20.86	426.17	Lpp WT	0	0	0	856	775	0.00210451	
4	6	1	0	1	4	1410	846	[1311,718,1521,976]	31.75	419.97	Lpp WT	0	0	0	1419	842	0.0016732	
4	6	1	0	1	5	296	829	[151,673,449,926]	-72.63	423.03	Lpp WT	0	0	0	302	809	NaN	
4	6	1	0	1	6	581	975	[382,822,755,1190]	-48.43	404.94	Lpp WT	0	0	0	561	1002	0.00154849	
4	6	1	0	1	7	1217	1129	[1119,1038,1317,1221]	12.73	393.35	Lpp WT	0	0	0	1216	1126	0.00144886	
4	6	1	0	1	8	1761	1269	[1546,950,2014,1470]	65	384.26	Lpp WT	0	0	0	1775	1224	0.00168364	
4	6	1	0	1	9	699	1494	[537,1316,877,1685]	-35	358.76	Lpp WT	0	0	0	705	1497	0.00159418	
4	6	1	0	1	10	1168	1708	[1000,1554,1309,1833]	7.74	339.12	Lpp WT	0	0	0	1162	1707	0.00194728	
4	6	1	0	1	11	724	2091	[657,2024,793,2158]	-33.2	302.59	Lpp WT	0	0	0	724	2098	0.000867749	
4	6	1	1	1	2	170	553	[55,375,359,673]	-81.57	448.64	Lpp WT	3599.19	-5.42001	-4.39207	207	535	0.00120279	
4	6	1	1	1	3	794	721	[679,638,895,805]	-26.81	430.94	Lpp WT	3599.19	-5.88725	-4.76587	793	724	0.00105193	
4	6	1	1	1	4	1353	804	[1273,670,1483,929]	27.66	424.42	Lpp WT	3599.19	-4.01828	-4.48552	1376	794	0.00112654	
4	6	1	1	1	6	536	961	[373,795,690,1113]	-51.58	409.53	Lpp WT	3599.19	-3.17724	-4.57897	527	953	0.000962967	
4	6	1	1	1	7	1179	1086	[1081,997,1278,1174]	9.69	397.59	Lpp WT	3599.19	-3.0838	-4.20518	1183	1081	0.000906359	
4	6	1	1	1	8	1747	1110	[1509,870,1985,1440]	62.32	389.64	Lpp WT	3599.19	-2.71	-5.42001	1746	1166	0.001119	
4	6	1	1	1	9	672	1462	[488,1257,863,1638]	-37.88	363.69	Lpp WT	3599.19	-2.8969	-4.95276	674	1444	0.000919277	
4	6	1	1	1	10	1128	1655	[894,1525,1265,1778]	2.14	343.32	Lpp WT	3599.19	-5.6069	-4.20518	1102	1662	0.00102013	
4	6	1	1	1	11	697	2061	[615,1992,771,2158]	-35.67	304.57	Lpp WT	3599.19	-2.42966	-1.96242	698	2077	0.000614034	
4	6	1	1	1	12	1927	75	[1843,1,2003,216]	78.98	490.03	Lpp WT	0	0	0	1925	92	0.000529231	
