row,col,plane,t,field,N,x,y,bbox,pos_x_um,pos_y_um,Compound,bact,Tracked Track Point X,Tracked Track Point Y,Tracked Bacteria Area [um²]- Sum per Cell ,Tracked IF,Tracked NI,Tracked Intensity Tracked cell region dsRed Mean,Tracked Intensity Tracked cell region dsRed StdDev,Tracked red sdmean,well_id,cell_lbl
3,3,1,-1,2,11,466,983,"[314,640,645,1101]",-54.45,1010.06,NT,NI,475,985,0,0,1,212.583,114.852,0.540269,1,w1_f2_c11
3,3,1,-2,2,11,439,1003,"[329,885,560,1102]",-59.47,1002.04,NT,NI,465,995,0,0,1,253.033,164.942,0.651859,1,w1_f2_c11
3,3,1,-3,2,11,446,981,"[338,775,586,1099]",-57.51,1006.03,NT,NI,464,983,0,0,1,253.53,188.39,0.743067,1,w1_f2_c11
3,3,1,-4,2,11,465,982,"[344,771,587,1126]",-56.9,1004.54,NT,NI,480,990,0,0,1,248.1,200.56,0.808382,1,w1_f2_c11
3,3,1,0,2,11,516,934,"[403,831,614,1041]",-53.81,1008.32,NT,NI,522,949,0,0,1,199.903,156.42,0.782481,1,w1_f2_c11
3,3,1,1,2,11,463,922,"[358,826,631,1037]",-55.18,1008.12,NT,NI,459,939,0,0,1,197.931,144.474,0.729919,1,w1_f2_c11
3,3,1,10,2,11,392,897,"[288,799,485,999]",-65.34,1011.79,NT,NI,399,907,0,0,1,179.464,101.971,0.568198,1,w1_f2_c11
3,3,1,11,2,11,387,915,"[317,828,464,979]",-64.41,1010.15,NT,NI,392,914,0,0,1,233.43,134.335,0.575483,1,w1_f2_c11
3,3,1,2,2,11,426,915,"[315,811,529,1033]",-61.77,1009.67,NT,NI,433,929,0,0,1,171.471,91.9535,0.536262,1,w1_f2_c11
3,3,1,3,2,11,405,923,"[331,850,492,995]",-62.36,1009.26,NT,NI,412,920,0,0,1,212.324,114.853,0.540931,1,w1_f2_c11
3,3,1,4,2,11,403,900,"[289,790,495,1041]",-64.5,1010.88,NT,NI,408,918,0,0,1,166.973,87.4405,0.523681,1,w1_f2_c11
3,3,1,5,2,11,404,920,"[317,848,479,993]",-63.48,1009.44,NT,NI,403,919,0,0,1,213.921,114.556,0.535509,1,w1_f2_c11
3,3,1,6,2,11,391,909,"[297,809,491,1007]",-64.75,1010.71,NT,NI,398,919,0,0,1,183.169,118.324,0.645982,1,w1_f2_c11
3,3,1,7,2,11,391,899,"[255,796,478,1002]",-65.72,1011.7,NT,NI,398,912,0,0,1,167.932,92.2094,0.549087,1,w1_f2_c11
3,3,1,8,2,11,396,892,"[287,801,576,998]",-63.27,1011.3,NT,NI,394,915,0,0,1,165.134,84.1256,0.509439,1,w1_f2_c11
3,3,1,9,2,11,401,902,"[308,819,574,1056]",-60.48,1009.46,NT,NI,399,911,0,0,1,182.005,114.584,0.629562,1,w1_f2_c11
3,3,1,-1,2,12,2054,994,"[1918,832,2158,1226]",93.05,1000.49,NT,NI,2070,1002,0,0,1,196.751,114.275,0.58081,1,w1_f2_c12
3,3,1,-2,2,12,2056,991,"[1920,781,2158,1240]",91.88,1001.69,NT,NI,2070,1007,0,0,1,191.321,115.805,0.605293,1,w1_f2_c12
3,3,1,-3,2,12,2056,975,"[1904,772,2158,1228]",91.92,1002.09,NT,NI,2074,1005,0,0,1,189.451,115.925,0.611902,1,w1_f2_c12
3,3,1,-4,2,12,2075,988,"[1919,823,2158,1234]",93.57,1000.29,NT,NI,2092,1010,0,0,1,194.914,119.695,0.614089,1,w1_f2_c12
3,3,1,0,2,12,2110,1065,"[1996,957,2158,1173]",95.93,995.32,NT,NI,2133,1084,0,0,1,222.448,145.13,0.652424,1,w1_f2_c12
3,3,1,1,2,12,2069,1048,"[1962,886,2158,1284]",93.66,995.58,NT,NI,2092,1081,0,0,1,203.783,127.954,0.627894,1,w1_f2_c12
3,3,1,10,2,12,2028,1045,"[1828,835,2158,1309]",88.86,996.99,NT,NI,2049,1065,0,0,1,174.089,82.8746,0.476049,1,w1_f2_c12
3,3,1,11,2,12,2033,1039,"[1869,854,2158,1292]",89.9,996.29,NT,NI,2053,1063,0,0,1,173.055,82.0742,0.474268,1,w1_f2_c12
3,3,1,2,2,12,2052,1031,"[1906,897,2158,1330]",91.6,995.79,NT,NI,2072,1076,0,0,1,193.989,109.573,0.564839,1,w1_f2_c12
3,3,1,3,2,12,2036,1024,"[1868,887,2158,1301]",90.82,995.78,NT,NI,2060,1075,0,0,1,189.925,107.125,0.56404,1,w1_f2_c12
3,3,1,4,2,12,2044,1047,"[1884,876,2158,1302]",90.71,995.2,NT,NI,2057,1076,0,0,1,192.268,102.751,0.534419,1,w1_f2_c12
3,3,1,5,2,12,2045,1037,"[1862,885,2158,1294]",90.27,995.76,NT,NI,2050,1073,0,0,1,183.816,96.4456,0.524686,1,w1_f2_c12
3,3,1,6,2,12,2042,1055,"[1851,880,2158,1287]",89.46,996.05,NT,NI,2046,1069,0,0,1,186.096,97.3467,0.5231,1,w1_f2_c12
3,3,1,7,2,12,2025,1047,"[1886,852,2158,1303]",89.68,995.9,NT,NI,2045,1067,0,0,1,185.693,94.551,0.509181,1,w1_f2_c12
3,3,1,8,2,12,2031,1043,"[1884,829,2158,1300]",90.29,996.35,NT,NI,2048,1065,0,0,1,186.866,97.3374,0.520896,1,w1_f2_c12
3,3,1,9,2,12,2047,1066,"[1872,864,2158,1292]",89.71,996.13,NT,NI,2050,1067,0,0,1,186.37,97.3164,0.522167,1,w1_f2_c12
3,3,1,-1,2,13,984,1104,"[802,964,1180,1269]",-9.32,991.58,NT,NI,947,1097,0,0,1,310.54,214.558,0.690919,1,w1_f2_c13
3,3,1,-2,2,13,980,1097,"[799,973,1182,1258]",-9.22,992.36,NT,NI,952,1092,0,0,1,340.429,247.325,0.726509,1,w1_f2_c13
3,3,1,-3,2,13,1026,1071,"[801,946,1172,1246]",-8.83,993.13,NT,NI,954,1075,0,0,1,354.573,278.418,0.785221,1,w1_f2_c13
3,3,1,-4,2,13,1017,1075,"[811,952,1193,1218]",-7.31,994.04,NT,NI,967,1076,0,0,1,345.332,256.164,0.741789,1,w1_f2_c13
3,3,1,0,2,13,1066,1189,"[889,1022,1290,1371]",0.74,983.15,NT,NI,1043,1183,0,0,1,342.585,271.178,0.791565,1,w1_f2_c13
3,3,1,1,2,13,1002,1177,"[855,1049,1225,1344]",-4.66,984.28,NT,NI,979,1171,0,0,1,333.981,263.633,0.789364,1,w1_f2_c13
3,3,1,10,2,13,967,1143,"[781,932,1121,1328]",-11.3,987.62,NT,NI,913,1122,0,0,1,262.432,169.357,0.645335,1,w1_f2_c13
3,3,1,11,2,13,961,1149,"[783,992,1155,1301]",-10.73,987.24,NT,NI,919,1121,0,0,1,273.789,188.857,0.689792,1,w1_f2_c13
3,3,1,2,2,13,1034,1168,"[807,1045,1187,1335]",-8.27,984.8,NT,NI,952,1166,0,0,1,282.033,187.768,0.665767,1,w1_f2_c13
3,3,1,3,2,13,960,1168,"[783,1022,1193,1330]",-9.14,985.69,NT,NI,930,1156,0,0,1,289.854,202.614,0.699019,1,w1_f2_c13
3,3,1,4,2,13,960,1166,"[772,1018,1189,1316]",-9.68,986.14,NT,NI,916,1150,0,0,1,281.144,190.975,0.679277,1,w1_f2_c13
3,3,1,5,2,13,938,1162,"[771,1019,1185,1313]",-10.05,986.44,NT,NI,915,1152,0,0,1,300.84,225.581,0.749839,1,w1_f2_c13
3,3,1,6,2,13,943,1159,"[783,1000,1185,1297]",-10.03,987.04,NT,NI,910,1153,0,0,1,298.438,214.404,0.718418,1,w1_f2_c13
3,3,1,7,2,13,948,1165,"[774,994,1171,1330]",-10.5,987.82,NT,NI,911,1148,0,0,1,271.464,177.541,0.654013,1,w1_f2_c13
3,3,1,8,2,13,965,1147,"[764,960,1177,1325]",-9.89,987.49,NT,NI,918,1137,0,0,1,269.75,179.598,0.665794,1,w1_f2_c13
3,3,1,9,2,13,972,1148,"[776,992,1158,1328]",-10.1,987.96,NT,NI,921,1130,0,0,1,272.858,190.035,0.696464,1,w1_f2_c13
3,3,1,-1,2,14,193,1227,"[1,1071,362,1386]",-83.38,980.24,NT,NI,202,1223,0,0,1,297.02,249.211,0.839037,1,w1_f2_c14
3,3,1,-2,2,14,147,1173,"[1,1050,299,1365]",-86.72,983.84,NT,NI,151,1167,0,0,1,289.491,246.853,0.852713,1,w1_f2_c14
3,3,1,-3,2,14,129,1144,"[1,1037,287,1325]",-87.22,986.11,NT,NI,137,1144,0,0,1,277.278,243.154,0.876931,1,w1_f2_c14
3,3,1,-4,2,14,224,1144,"[56,1048,309,1369]",-80.06,985.45,NT,NI,242,1152,0,0,1,275.842,202.967,0.735808,1,w1_f2_c14
3,3,1,0,2,14,256,1283,"[3,1073,393,1443]",-81.08,977.27,NT,NI,254,1274,0,0,1,365.926,353.601,0.966316,1,w1_f2_c14
3,3,1,1,2,14,124,1231,"[1,1087,296,1386]",-88.53,978.62,NT,NI,129,1233,0,0,1,353.332,324.056,0.917141,1,w1_f2_c14
3,3,1,10,2,14,83,1229,"[1,1138,280,1385]",-91.25,978.52,NT,NI,83,1229,0,0,1,389.926,382.443,0.980807,1,w1_f2_c14
3,3,1,11,2,14,78,1225,"[1,1135,268,1398]",-90.64,977.9,NT,NI,79,1224,0,0,1,386.382,398.357,1.03099,1,w1_f2_c14
3,3,1,2,2,14,95,1221,"[1,1120,314,1403]",-88.56,977.83,NT,NI,102,1223,0,0,1,264.067,229.263,0.8682,1,w1_f2_c14
3,3,1,3,2,14,129,1237,"[1,1125,281,1380]",-89.54,979.01,NT,NI,126,1233,0,0,1,337.987,315.441,0.933292,1,w1_f2_c14
3,3,1,4,2,14,112,1236,"[1,1130,300,1404]",-89.06,977.88,NT,NI,132,1246,0,0,1,342.28,290.206,0.847861,1,w1_f2_c14
3,3,1,5,2,14,129,1255,"[1,1131,251,1400]",-89.84,977.57,NT,NI,122,1251,0,0,1,408.943,399.342,0.976522,1,w1_f2_c14
3,3,1,6,2,14,120,1255,"[1,1125,290,1417]",-89.23,976.75,NT,NI,117,1253,0,0,1,366.608,355.26,0.969046,1,w1_f2_c14
3,3,1,7,2,14,108,1243,"[1,1118,301,1404]",-89.64,977.47,NT,NI,110,1242,0,0,1,360.12,336.743,0.935086,1,w1_f2_c14
3,3,1,8,2,14,93,1235,"[1,1120,271,1397]",-90.36,977.83,NT,NI,97,1235,0,0,1,380.571,349.512,0.918389,1,w1_f2_c14
3,3,1,9,2,14,83,1228,"[1,1125,257,1392]",-90.8,978.19,NT,NI,88,1229,0,0,1,387.805,384.137,0.990542,1,w1_f2_c14
3,3,1,-1,2,15,410,1222,"[285,1092,540,1331]",-61.19,981.45,NT,NI,367,1236,0,0,1,137.379,44.3909,0.323128,1,w1_f2_c15
3,3,1,-2,2,15,435,1216,"[295,1102,547,1313]",-61.03,981.8,NT,NI,365,1229,0,0,1,145.948,61.0303,0.418165,1,w1_f2_c15
3,3,1,-3,2,15,445,1208,"[272,1103,555,1334]",-61.6,982.1,NT,NI,359,1220,0,0,1,141.787,63.2989,0.446438,1,w1_f2_c15
3,3,1,-4,2,15,412,1209,"[307,1109,577,1303]",-59.45,982.46,NT,NI,387,1208,0,0,1,158.552,72.0685,0.454543,1,w1_f2_c15
3,3,1,0,2,15,469,1259,"[345,1204,530,1333]",-59.84,976.38,NT,NI,443,1287,0,0,1,129.534,21.0268,0.162326,1,w1_f2_c15
3,3,1,1,2,15,422,1289,"[266,1184,584,1417]",-60.59,975.07,NT,NI,385,1309,0,0,1,142.758,50.4846,0.353638,1,w1_f2_c15
3,3,1,10,2,15,399,1276,"[247,1145,518,1388]",-63.28,976.8,NT,NI,354,1276,0,0,1,139.952,39.175,0.279918,1,w1_f2_c15
3,3,1,11,2,15,378,1280,"[272,1191,483,1367]",-65.58,975.94,NT,NI,354,1283,0,0,1,155.269,50.4741,0.325076,1,w1_f2_c15
3,3,1,2,2,15,421,1301,"[239,1183,563,1413]",-61.8,974.82,NT,NI,362,1305,0,0,1,135.869,36.235,0.26669,1,w1_f2_c15
3,3,1,3,2,15,378,1296,"[249,1175,540,1415]",-63.66,975.56,NT,NI,355,1305,0,0,1,138.803,42.2196,0.304169,1,w1_f2_c15
3,3,1,4,2,15,408,1291,"[244,1152,529,1424]",-63.15,975.55,NT,NI,351,1308,0,0,1,139.257,39.3506,0.282575,1,w1_f2_c15
3,3,1,5,2,15,409,1282,"[230,1151,536,1386]",-63.2,976.32,NT,NI,344,1299,0,0,1,141.819,44.9078,0.316655,1,w1_f2_c15
3,3,1,6,2,15,415,1278,"[233,1144,535,1403]",-63.35,975.99,NT,NI,342,1296,0,0,1,140.336,41.2846,0.294184,1,w1_f2_c15
3,3,1,7,2,15,419,1286,"[229,1158,535,1401]",-63.14,975.54,NT,NI,352,1294,0,0,1,138.164,37.2603,0.269682,1,w1_f2_c15
3,3,1,8,2,15,407,1272,"[213,1145,537,1400]",-63.21,976.59,NT,NI,354,1283,0,0,1,140.213,38.3392,0.273436,1,w1_f2_c15
3,3,1,9,2,15,397,1283,"[232,1161,540,1413]",-63.06,975.87,NT,NI,354,1281,0,0,1,141.163,41.6377,0.294961,1,w1_f2_c15
3,3,1,-1,2,16,704,1278,"[560,1079,942,1534]",-31.9,973.95,NT,NI,699,1257,0,0,1,143.679,40.9824,0.285235,1,w1_f2_c16
3,3,1,-2,2,16,711,1281,"[559,1079,916,1505]",-33.2,976.27,NT,NI,698,1251,0,0,1,146.388,47.6245,0.325331,1,w1_f2_c16
3,3,1,-3,2,16,707,1264,"[576,1051,914,1506]",-31.7,975.26,NT,NI,700,1255,0,0,1,144.446,48.8752,0.338363,1,w1_f2_c16
3,3,1,-4,2,16,732,1286,"[588,1043,903,1486]",-31.27,974.97,NT,NI,716,1255,0,0,1,140.866,44.3409,0.314773,1,w1_f2_c16
3,3,1,-1,2,17,1689,1374,"[1463,1126,1866,1608]",56.87,972.08,NT,NI,1695,1393,0,0,1,230.661,140.961,0.611118,1,w1_f2_c17
3,3,1,-2,2,17,1683,1343,"[1417,1111,1861,1607]",56.02,973.61,NT,NI,1701,1378,0,0,1,237.662,148.913,0.626576,1,w1_f2_c17
3,3,1,-3,2,17,1713,1369,"[1551,1078,1892,1606]",60.08,972.43,NT,NI,1715,1397,0,0,1,229.3,144.95,0.632141,1,w1_f2_c17
3,3,1,-4,2,17,1745,1244,"[1586,1083,1851,1639]",60.9,967.31,NT,NI,1725,1436,0,0,1,238.853,169.945,0.711507,1,w1_f2_c17
3,3,1,0,2,17,1726,1494,"[1435,1241,1920,1689]",57.58,960.08,NT,NI,1774,1498,0,0,1,286.23,236.764,0.827181,1,w1_f2_c17
3,3,1,1,2,17,1647,1453,"[1352,1211,1817,1681]",49.74,960.98,NT,NI,1690,1495,0,0,1,264.627,193.664,0.73184,1,w1_f2_c17
3,3,1,10,2,17,1555,1462,"[1362,1190,1758,1662]",43.98,961.8,NT,NI,1580,1487,0,0,1,230.047,135.435,0.588728,1,w1_f2_c17
3,3,1,11,2,17,1557,1459,"[1349,1191,1744,1685]",44.44,960.36,NT,NI,1571,1483,0,0,1,233.657,141.867,0.607159,1,w1_f2_c17
3,3,1,2,2,17,1606,1504,"[1359,1209,1786,1673]",48.95,958.22,NT,NI,1650,1488,0,0,1,259.109,163.085,0.629407,1,w1_f2_c17
3,3,1,3,2,17,1574,1496,"[1343,1203,1768,1662]",47.46,960.62,NT,NI,1643,1479,0,0,1,268.503,175.423,0.653337,1,w1_f2_c17
3,3,1,4,2,17,1587,1488,"[1344,1200,1907,1774]",47.63,960.84,NT,NI,1643,1476,0,0,1,247.44,159.183,0.643318,1,w1_f2_c17
3,3,1,5,2,17,1654,1463,"[1346,1195,1773,1734]",45.9,960.79,NT,NI,1629,1489,0,0,1,254.896,172.991,0.678674,1,w1_f2_c17
3,3,1,6,2,17,1557,1508,"[1350,1183,1758,1743]",45.33,959.58,NT,NI,1620,1498,0,0,1,245.137,160.135,0.653248,1,w1_f2_c17
3,3,1,7,2,17,1553,1507,"[1325,1179,1860,1672]",45.28,961.27,NT,NI,1612,1498,0,0,1,234.821,145.086,0.617859,1,w1_f2_c17
3,3,1,8,2,17,1596,1478,"[1341,1175,1853,1742]",45.11,961.46,NT,NI,1602,1492,0,0,1,233.886,144.862,0.61937,1,w1_f2_c17
3,3,1,9,2,17,1596,1472,"[1352,1200,1860,1690]",45.82,959.93,NT,NI,1594,1490,0,0,1,235.737,148.907,0.631667,1,w1_f2_c17
3,3,1,-1,2,18,1557,1464,"[1322,1160,1723,1605]",41.13,963.74,NT,NI,1574,1467,0,0,1,305.766,233.204,0.762689,1,w1_f2_c18
3,3,1,-2,2,18,1552,1452,"[1338,1149,1758,1683]",42.11,962.55,NT,NI,1578,1465,0,0,1,308.059,262.094,0.85079,1,w1_f2_c18
3,3,1,-3,2,18,1563,1446,"[1322,1141,1750,1612]",42.71,967.13,NT,NI,1581,1450,0,0,1,309.675,259.574,0.838212,1,w1_f2_c18
3,3,1,-4,2,18,1568,1436,"[1329,1130,1685,1588]",42.15,967.23,NT,NI,1590,1442,0,0,1,298.398,225.747,0.756528,1,w1_f2_c18
3,3,1,-2,2,19,348,1466,"[223,1300,589,1628]",-64.96,958.93,NT,NI,348,1528,0,0,1,184.585,104.32,0.565162,1,w1_f2_c19
3,3,1,-3,2,19,351,1476,"[229,1348,757,1654]",-59.35,956.07,NT,NI,353,1512,0,0,1,187.494,105.429,0.562302,1,w1_f2_c19
3,3,1,-4,2,19,382,1489,"[227,1306,548,1698]",-64.67,956.29,NT,NI,369,1510,0,0,1,167.241,96.652,0.577921,1,w1_f2_c19
3,3,1,-1,2,2,1743,287,"[1622,184,1860,399]",61.57,1068.11,NT,NI,1711,293,0,0,1,232.249,135.817,0.584791,1,w1_f2_c2
3,3,1,-2,2,2,1744,282,"[1632,169,1867,385]",61.52,1068.92,NT,NI,1711,284,0,0,1,246.346,154.59,0.627534,1,w1_f2_c2
3,3,1,-3,2,2,1737,273,"[1632,165,1842,370]",61.29,1069.64,NT,NI,1713,274,0,0,1,250.797,172.743,0.688778,1,w1_f2_c2
3,3,1,-4,2,2,1748,279,"[1605,159,1882,399]",62.25,1069.21,NT,NI,1729,275,0,0,1,196.971,115.07,0.584199,1,w1_f2_c2
3,3,1,-1,2,20,887,1819,"[796,1566,1003,1965]",-17.48,928.12,NT,NI,874,1797,0,0,1,205.725,139.426,0.677732,1,w1_f2_c20
3,3,1,-2,2,20,892,1819,"[803,1670,1002,1974]",-17.07,924.81,NT,NI,883,1812,0,0,1,245.391,171.621,0.699377,1,w1_f2_c20
3,3,1,-3,2,20,886,1789,"[770,1523,1000,1909]",-18.14,932.96,NT,NI,863,1760,0,0,1,203.451,163.258,0.802446,1,w1_f2_c20
3,3,1,-4,2,20,914,1738,"[618,1479,1030,1891]",-21.29,940.78,NT,NI,893,1704,0,0,1,172.383,121.935,0.707353,1,w1_f2_c20
3,3,1,0,2,20,993,1922,"[888,1684,1106,2042]",-8.56,920.58,NT,NI,963,1868,0,0,1,231.612,183.264,0.791254,1,w1_f2_c20
3,3,1,1,2,20,926,1868,"[806,1609,1031,2023]",-14.87,924.34,NT,NI,895,1852,0,0,1,200.831,158.872,0.79107,1,w1_f2_c20
3,3,1,10,2,20,864,1783,"[753,1573,963,2022]",-20.57,926.3,NT,NI,850,1843,0,0,1,185.049,122.823,0.663729,1,w1_f2_c20
3,3,1,11,2,20,853,1867,"[758,1677,956,2016]",-20.63,922.97,NT,NI,840,1857,0,0,1,211.252,152.919,0.723872,1,w1_f2_c20
3,3,1,2,2,20,883,1875,"[773,1614,996,2030]",-18.35,924.59,NT,NI,865,1847,0,0,1,182.674,113.909,0.623565,1,w1_f2_c20
3,3,1,3,2,20,873,1845,"[779,1602,980,2018]",-18.94,925.79,NT,NI,853,1840,0,0,1,185.04,120.351,0.650407,1,w1_f2_c20
3,3,1,4,2,20,869,1844,"[772,1641,989,2019]",-19.29,923.03,NT,NI,850,1838,0,0,1,188.567,112.905,0.598754,1,w1_f2_c20
3,3,1,5,2,20,871,1842,"[754,1627,984,2027]",-19.87,924.45,NT,NI,847,1842,0,0,1,186.38,121.521,0.652004,1,w1_f2_c20
3,3,1,6,2,20,872,1858,"[755,1606,986,2021]",-20.12,925.45,NT,NI,858,1837,0,0,1,184.01,115.405,0.627168,1,w1_f2_c20
3,3,1,7,2,20,848,1867,"[753,1578,957,2026]",-20.75,925.9,NT,NI,843,1838,0,0,1,183.77,109.4,0.595308,1,w1_f2_c20
3,3,1,8,2,20,856,1864,"[761,1589,954,2023]",-20.81,926.03,NT,NI,854,1838,0,0,1,187.807,118.22,0.629479,1,w1_f2_c20
3,3,1,9,2,20,855,1851,"[756,1638,966,2019]",-20.56,923.63,NT,NI,845,1841,0,0,1,205.524,141.996,0.690898,1,w1_f2_c20
3,3,1,-1,2,21,1257,1804,"[1026,1661,1551,1940]",17.06,926.37,NT,NI,1267,1816,0,0,1,409.008,381.074,0.931702,1,w1_f2_c21
3,3,1,-2,2,21,1269,1801,"[1010,1617,1460,1941]",15.99,927.61,NT,NI,1268,1820,0,0,1,418.825,398.965,0.952582,1,w1_f2_c21
3,3,1,-3,2,21,1272,1788,"[1027,1579,1536,1927]",17.49,928.6,NT,NI,1264,1807,0,0,1,374.078,357.563,0.95585,1,w1_f2_c21
3,3,1,-4,2,21,1298,1794,"[1058,1621,1562,1931]",19.48,928.18,NT,NI,1289,1811,0,0,1,335.051,294.356,0.878541,1,w1_f2_c21
3,3,1,0,2,21,1344,1902,"[1119,1733,1584,2039]",25.51,917.8,NT,NI,1374,1900,0,0,1,472.935,499.973,1.05717,1,w1_f2_c21
3,3,1,1,2,21,1297,1892,"[1068,1727,1489,2024]",18.62,918.28,NT,NI,1309,1903,0,0,1,463.38,479.862,1.03557,1,w1_f2_c21
3,3,1,10,2,21,1256,1894,"[953,1748,1506,2016]",14.68,918.72,NT,NI,1247,1899,0,0,1,384.374,340.946,0.887016,1,w1_f2_c21
3,3,1,11,2,21,1246,1890,"[1000,1680,1517,2022]",15.61,920.35,NT,NI,1244,1899,0,0,1,362.794,355.828,0.980799,1,w1_f2_c21
3,3,1,2,2,21,1267,1890,"[1001,1716,1512,2033]",16.63,919.03,NT,NI,1284,1895,0,0,1,406.306,375.628,0.924495,1,w1_f2_c21
3,3,1,3,2,21,1231,1875,"[979,1722,1526,2033]",15.71,919.46,NT,NI,1270,1892,0,0,1,394.872,387.768,0.98201,1,w1_f2_c21
3,3,1,4,2,21,1253,1883,"[992,1733,1477,2013]",15.55,918.56,NT,NI,1267,1893,0,0,1,397.906,369.098,0.927601,1,w1_f2_c21
3,3,1,5,2,21,1234,1886,"[972,1750,1462,2022]",13.21,918.6,NT,NI,1256,1893,0,0,1,404.298,391.144,0.967467,1,w1_f2_c21
3,3,1,6,2,21,1262,1883,"[962,1735,1521,2010]",13.79,919.47,NT,NI,1256,1889,0,0,1,382.486,365.913,0.95667,1,w1_f2_c21
3,3,1,7,2,21,1256,1886,"[960,1757,1467,2003]",12.91,919.41,NT,NI,1249,1888,0,0,1,411.138,374.968,0.912026,1,w1_f2_c21
3,3,1,8,2,21,1235,1889,"[1019,1741,1525,2007]",14.68,919.43,NT,NI,1245,1889,0,0,1,410.578,389.602,0.94891,1,w1_f2_c21
3,3,1,9,2,21,1257,1890,"[964,1729,1513,2011]",14.29,919.16,NT,NI,1248,1896,0,0,1,395.375,375.878,0.950686,1,w1_f2_c21
3,3,1,-1,2,22,196,1841,"[76,1686,322,1989]",-81.94,922.53,NT,NI,179,1844,0,0,1,247.637,178.397,0.720398,1,w1_f2_c22
3,3,1,-2,2,22,203,1832,"[89,1680,317,1994]",-82.16,923.46,NT,NI,182,1824,0,0,1,274.489,210.886,0.768284,1,w1_f2_c22
3,3,1,-3,2,22,189,1838,"[37,1695,332,1997]",-83.09,922.39,NT,NI,166,1836,0,0,1,259.45,210.479,0.811253,1,w1_f2_c22
3,3,1,-4,2,22,186,1837,"[48,1707,327,2014]",-82.64,921.84,NT,NI,172,1850,0,0,1,268.612,201.357,0.749618,1,w1_f2_c22
3,3,1,0,2,22,295,1953,"[189,1801,425,2101]",-73.69,912.42,NT,NI,267,1949,0,0,1,274.491,223.771,0.815224,1,w1_f2_c22
3,3,1,1,2,22,242,1937,"[114,1790,359,2071]",-78.92,914.52,NT,NI,213,1926,0,0,1,244.448,205.078,0.838944,1,w1_f2_c22
3,3,1,10,2,22,163,1890,"[31,1770,289,2050]",-85.23,917.54,NT,NI,151,1893,0,0,1,239.004,182.999,0.765674,1,w1_f2_c22
3,3,1,11,2,22,163,1912,"[35,1782,294,2062]",-85.86,916.41,NT,NI,149,1906,0,0,1,235.309,196.059,0.8332,1,w1_f2_c22
3,3,1,2,2,22,205,1912,"[85,1768,338,2073]",-82,915.41,NT,NI,177,1921,0,0,1,219.354,152.745,0.69634,1,w1_f2_c22
3,3,1,3,2,22,184,1917,"[71,1761,310,2056]",-83.48,915.87,NT,NI,173,1906,0,0,1,247.303,194.639,0.787046,1,w1_f2_c22
3,3,1,4,2,22,195,1906,"[61,1769,319,2069]",-83.2,916.17,NT,NI,168,1914,0,0,1,241.122,179.338,0.743765,1,w1_f2_c22
3,3,1,5,2,22,182,1913,"[57,1774,317,2061]",-84.34,915.82,NT,NI,156,1916,0,0,1,253.449,222.775,0.878973,1,w1_f2_c22
3,3,1,6,2,22,172,1912,"[49,1788,297,2065]",-85.48,915.16,NT,NI,149,1920,0,0,1,250.827,205.868,0.820759,1,w1_f2_c22
3,3,1,7,2,22,168,1915,"[41,1765,297,2038]",-85.47,915.9,NT,NI,148,1913,0,0,1,246.249,175.163,0.711325,1,w1_f2_c22
3,3,1,8,2,22,174,1906,"[42,1767,307,2057]",-84.37,916.48,NT,NI,152,1907,0,0,1,243.979,183.097,0.750461,1,w1_f2_c22
3,3,1,9,2,22,173,1914,"[51,1779,296,2064]",-84.89,916.36,NT,NI,156,1903,0,0,1,263.679,208.711,0.791532,1,w1_f2_c22
3,3,1,-1,2,23,1864,2005,"[1749,1794,1993,2158]",74.14,910.39,NT,NI,1889,1919,0,0,1,382.258,328.649,0.859757,1,w1_f2_c23
3,3,1,-2,2,23,1868,1933,"[1744,1772,1985,2158]",74.02,911.71,NT,NI,1884,1905,0,0,1,363.992,320.27,0.87988,1,w1_f2_c23
3,3,1,-3,2,23,1871,2008,"[1738,1729,1984,2136]",74.32,913.44,NT,NI,1889,1881,0,0,1,336.951,308.18,0.914615,1,w1_f2_c23
3,3,1,-4,2,23,1889,1948,"[1763,1720,2020,2131]",76.36,913.76,NT,NI,1908,1884,0,0,1,343.936,300.494,0.873693,1,w1_f2_c23
3,3,1,0,2,23,1908,1941,"[1781,1826,2081,2158]",79.06,910.79,NT,NI,1889,1919,0,0,1,226.143,209.053,0.92443,1,w1_f2_c23
3,3,1,1,2,23,1895,2035,"[1775,1823,2010,2158]",76.71,906.87,NT,NI,1918,1992,0,0,1,320.571,290.217,0.905313,1,w1_f2_c23
3,3,1,10,2,23,1808,2013,"[1652,1845,1990,2158]",68.02,905.53,NT,NI,1851,2013,0,0,1,264.58,178.983,0.676479,1,w1_f2_c23
3,3,1,11,2,23,1790,2008,"[1639,1850,2031,2158]",68.79,904.78,NT,NI,1843,2022,0,0,1,248.298,169.729,0.683568,1,w1_f2_c23
3,3,1,2,2,23,1871,2034,"[1751,1835,2004,2158]",74.92,906.12,NT,NI,1893,1990,0,0,1,346.455,286.688,0.82749,1,w1_f2_c23
3,3,1,3,2,23,1859,2021,"[1727,1833,1989,2158]",73.21,906.07,NT,NI,1880,1992,0,0,1,322.337,267.802,0.830815,1,w1_f2_c23
3,3,1,4,2,23,1853,2023,"[1737,1859,1986,2158]",72.72,905.4,NT,NI,1871,2000,0,0,1,342.292,272.677,0.79662,1,w1_f2_c23
