Database Name	Opera_Phenix_1
Database Location	http://157.99.122.161/ODA/OdaService.asmx
Evaluation Signature	542866a6-6db8-4296-aaba-f38b4574b780
Plate Name	EP128-TMRM
Measurement	Measurement 1
Evaluation	Evaluation10

[Data]
Row	Column	Plane	Timepoint	Nuclei - Number of Objects	Bacteria - Number of Objects	Bacteria - Bacteria Area [µm²] - Mean per Well	Tracked Cells - Number of Objects	Tracked Cells - Bacteria Area [µm²]- Sum per Cell  - Mean per Well	Tracked Cells - IF - Mean per Well	Tracked Cells - NI - Mean per Well	Tracked Cells - Intensity Tracked cell region dsRed Mean - Mean per Well	Tracked Cells - Intensity Tracked cell region dsRed StdDev - Mean per Well	Tracked Cells - red sdmean - Mean per Well	% IF cells	Number of Analyzed Fields	Height [µm]	Time [s]	Temperature	Target Temperature	CO2	Target CO2	Compound	Bacteria	
6	6	1	-2	193	839	0.8361969162	125	5.61255370153	0.808	0.192	223.118338124	161.938266529	0.669909517336	80.8	4	0	-684.06	0	37	0	5	Rotenone	Lpp WT	
6	7	1	-2	180	581	0.942688674353	124	4.41695257903	0.645161290323	0.354838709677	236.388145533	181.527378759	0.690616762679	64.5161290323	4	0	-684.433	0	37	0	5	TTFA	Lpp WT	
6	8	1	-2	110	559	0.850737314378	54	8.80670664328	0.833333333333	0.166666666667	194.019005762	126.073315393	0.57328303876	83.3333333333	4	0	-683.903	0	37	0	5	Antimycin A	Lpp WT	
6	9	1	-2	143	991	0.832884886728	101	8.17216755196	0.841584158416	0.158415841584	215.219168945	144.556143053	0.595252682639	84.1584158416	4	0	-683.62299999999993	0	37	0	5	NaCN	Lpp WT	
6	10	1	-2	143	718	0.903286707622	82	7.90926653747	0.817073170732	0.182926829268	233.01196805	182.351957349	0.70603800521	81.7073170732	4	0	-684.18599999999992	0	37	0	5	FCCP	Lpp WT	
6	11	1	-2	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	-682.89	0	37	0	5			
7	3	1	-2	94	623	0.942488719824	53	11.0786881594	0.88679245283	0.11320754717	209.742547401	144.064403872	0.616581428439	88.679245283	4	0	-684.98	0	37	0	5	NT	Lpp WT	
7	4	1	-2	132	589	1.10394204687	95	6.84444069056	0.873684210526	0.126315789474	245.454974151	195.545754814	0.717792656056	87.3684210526	4	0	-683.747	0	37	0	5	Oligomycin	Lpp WT	
7	5	1	-2	116	639	0.856877411995	72	7.60478703145	0.902777777778	0.0972222222222	234.025793063	179.557512575	0.645299303102	90.2777777778	4	0	-683.48399999999992	0	37	0	5	DCCD	Lpp WT	
7	6	1	-2	187	742	0.959952561263	136	5.23738823865	0.683823529412	0.316176470588	221.10541745	161.08851283	0.648785711345	68.3823529412	4	0	-684.06	0	37	0	5	Rotenone	Lpp WT	
7	7	1	-2	165	678	0.896726521035	110	5.52709619329	0.736363636364	0.263636363636	242.827166578	196.935834938	0.715758848784	73.6363636364	4	0	-684.307	0	37	0	5	TTFA	Lpp WT	
7	8	1	-2	142	633	0.941902133783	87	6.85315000787	0.770114942529	0.229885057471	227.55393062	167.428371614	0.654300218986	77.0114942529	4	0	-683.51299999999992	0	37	0	5	Antimycin A	Lpp WT	
7	9	1	-2	128	715	1.06668346702	91	8.38108438373	0.78021978022	0.21978021978	225.819927478	160.91962867	0.649602941685	78.021978022	4	0	-683.266	0	37	0	5	NaCN	Lpp WT	
7	10	1	-2	85	429	0.86911414854	47	7.93297807923	0.808510638298	0.191489361702	212.409524106	148.065871306	0.601648505482	80.8510638298	4	0	-683.93599999999992	0	37	0	5	FCCP	Lpp WT	
7	11	1	-2	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	-683.467	0	37	0	5			
8	3	1	-2	102	678	0.990187140832	65	10.3284135613	0.846153846154	0.153846153846	219.288173025	162.517546009	0.636590906843	84.6153846154	4	0	-684.98	0	37	0	5	NT	Lpp WT	
8	4	1	-2	144	647	0.938420902495	94	6.45913110547	0.787234042553	0.212765957447	220.706665375	160.8023505	0.639848358056	78.7234042553	4	0	-683.703	0	37	0	5	Oligomycin	Lpp WT	
8	5	1	-2	158	758	0.921767888385	101	6.91782237026	0.821782178218	0.178217821782	230.719865747	171.118939003	0.615298720129	82.1782178218	4	0	-683.53	0	37	0	5	DCCD	Lpp WT	
8	6	1	-2	98	589	0.910741421468	65	8.25271841914	0.784615384615	0.215384615385	225.121033002	170.639727281	0.657341206998	78.4615384615	4	0	-684.19999999999993	0	37	0	5	Rotenone	Lpp WT	
8	7	1	-2	98	555	0.923601313552	68	7.53821660326	0.764705882353	0.235294117647	202.957294229	128.053629303	0.555654177463	76.4705882353	4	0	-684.154	0	37	0	5	TTFA	Lpp WT	
8	8	1	-2	107	661	0.919206800066	72	8.43882909505	0.875	0.125	224.282389819	173.854863408	0.689618157003	87.5	4	0	-683.466	0	37	0	5	Antimycin A	Lpp WT	
8	9	1	-2	143	636	0.986725320837	89	7.05120566351	0.719101123596	0.280898876404	216.123377436	149.052754949	0.600280929625	71.9101123596	4	0	-683.14	0	37	0	5	NaCN	Lpp WT	
8	10	1	-2	99	426	0.855357907358	61	5.97348309073	0.786885245902	0.213114754098	201.889928455	134.765767119	0.578983641272	78.6885245902	4	0	-683.93599999999992	0	37	0	5	FCCP	Lpp WT	
8	11	1	-2	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	-683.717	0	37	0	5			
3	3	1	-1	127	0	NaN	113	0	0	1	235.508212378	156.822417975	0.602493768961	0	4	0	-384.256	0	37	0	5	NT	NI	
3	4	1	-1	141	0	NaN	133	0	0	1	256.578556073	184.800326143	0.643715439374	0	4	0	-383.78999999999996	0	37	0	5	Oligomycin	NI	
3	5	1	-1	140	0	NaN	127	0	0	1	267.78188498	198.119436076	0.674085220524	0	4	0	-382.99699999999996	0	37	0	5	DCCD	NI	
3	6	1	-1	135	0	NaN	120	0	0	1	260.550706201	205.682278247	0.717367131137	0	4	0	-383.01	0	37	0	5	Rotenone	NI	
3	7	1	-1	144	0	NaN	130	0	0	1	234.111383825	150.437944537	0.576937967744	0	4	0	-383.447	0	37	0	5	TTFA	NI	
3	8	1	-1	136	0	NaN	122	0	0	1	238.013060336	159.761807793	0.579174377855	0	4	0	-383.43399999999997	0	37	0	5	Antimycin A	NI	
3	9	1	-1	95	0	NaN	92	0	0	1	267.338616963	210.505548073	0.708403404285	0	4	0	-382.106	0	37	0	5	NaCN	NI	
3	10	1	-1	97	0	NaN	86	0	0	1	269.332188135	201.766044775	0.657371160501	0	4	0	-381.74699999999996	0	37	0	5	FCCP	NI	
3	11	1	-1	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	-377.893	0	37	0	5			
4	3	1	-1	110	0	NaN	93	0	0	1	254.682088554	184.806210858	0.665018737651	0	4	0	-384.447	0	37	0	5	NT	NI	
4	4	1	-1	117	0	NaN	105	0	0	1	237.063020638	157.254561804	0.596825909007	0	4	0	-383.78999999999996	0	37	0	5	Oligomycin	NI	
4	5	1	-1	139	0	NaN	118	0	0	1	261.060844744	198.628004931	0.698808211113	0	4	0	-382.71299999999997	0	37	0	5	DCCD	NI	
4	6	1	-1	120	0	NaN	104	0	0	1	246.514669463	181.978988881	0.653622289489	0	4	0	-382.90299999999996	0	37	0	5	Rotenone	NI	
4	7	1	-1	146	0	NaN	128	0	0	1	253.630685665	188.254632107	0.666267823357	0	4	0	-383.18	0	37	0	5	TTFA	NI	
4	8	1	-1	138	0	NaN	125	0	0	1	261.09702877	196.227685343	0.682238212392	0	4	0	-383.306	0	37	0	5	Antimycin A	NI	
4	9	1	-1	131	0	NaN	111	0	0	1	271.315329726	213.876555719	0.713838752766	0	4	0	-382.027	0	37	0	5	NaCN	NI	
4	10	1	-1	70	0	NaN	64	0	0	1	285.536015701	242.571426222	0.736344904659	0	4	0	-381.543	0	37	0	5	FCCP	NI	
4	11	1	-1	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	-378.33299999999997	0	37	0	5			
5	3	1	-1	63	0	NaN	53	0	0	1	239.438760509	181.470961294	0.652906798293	0	4	0	-384.43	0	37	0	5	NT	NI	
5	4	1	-1	84	0	NaN	75	0	0	1	249.633859107	177.141472002	0.637234893236	0	4	0	-383.743	0	37	0	5	Oligomycin	NI	
5	5	1	-1	106	0	NaN	97	0	0	1	269.267435025	210.531620965	0.695692482759	0	4	0	-382.66999999999996	0	37	0	5	DCCD	NI	
5	6	1	-1	114	0	NaN	98	0	0	1	243.207242116	176.009203809	0.651531914	0	4	0	-382.97999999999996	0	37	0	5	Rotenone	NI	
5	7	1	-1	138	0	NaN	120	0	0	1	246.476572506	176.818469361	0.648402542762	0	4	0	-383.137	0	37	0	5	TTFA	NI	
5	8	1	-1	109	0	NaN	90	0	0	1	244.846667611	175.900824661	0.646911901725	0	4	0	-383.57399999999996	0	37	0	5	Antimycin A	NI	
5	9	1	-1	76	0	NaN	70	0	0	1	220.3618909	143.33927064	0.573769359593	0	4	0	-382.32599999999996	0	37	0	5	NaCN	NI	
5	10	1	-1	72	0	NaN	67	0	0	1	307.755384861	273.749979058	0.810239639884	0	4	0	-381.7	0	37	0	5	FCCP	NI	
5	11	1	-1	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	-378.69	0	37	0	5			
6	3	1	-1	98	726	0.731698671857	63	8.43195612331	0.825396825397	0.174603174603	197.228511828	127.290125987	0.549143257734	82.5396825397	4	0	-384.55699999999996	0	37	0	5	NT	Lpp WT	
6	4	1	-1	126	685	1.01357679978	82	8.46707448595	0.829268292683	0.170731707317	225.207313087	164.533484674	0.658237962523	82.9268292683	4	0	-383.55699999999996	0	37	0	5	Oligomycin	Lpp WT	
6	5	1	-1	127	691	0.982888308417	84	8.08542644186	0.809523809524	0.190476190476	225.634372997	168.387623852	0.677114335014	80.9523809524	4	0	-382.743	0	37	0	5	DCCD	Lpp WT	
6	6	1	-1	188	679	0.978925030842	121	5.49330657803	0.809917355372	0.190082644628	230.566336079	176.556553409	0.711900256055	80.9917355372	4	0	-382.904	0	37	0	5	Rotenone	Lpp WT	
6	7	1	-1	181	622	0.890956928539	123	4.50548950855	0.650406504065	0.349593495935	241.637416128	191.367376392	0.724609693619	65.0406504065	4	0	-382.856	0	37	0	5	TTFA	Lpp WT	
6	8	1	-1	114	634	0.770310925808	56	8.72102012433	0.875	0.125	192.287671292	119.636655205	0.541901736606	87.5	4	0	-383.63599999999997	0	37	0	5	Antimycin A	Lpp WT	
6	9	1	-1	152	894	0.897921539188	101	7.94793916865	0.811881188119	0.188118811881	208.395589213	135.950746664	0.574874290573	81.1881188119	4	0	-382.84	0	37	0	5	NaCN	Lpp WT	
6	10	1	-1	144	725	0.929398142792	81	8.31868708055	0.802469135802	0.197530864198	240.75100981	188.115357658	0.706602282188	80.2469135802	4	0	-381.34299999999996	0	37	0	5	FCCP	Lpp WT	
6	11	1	-1	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	-379.017	0	37	0	5			
7	3	1	-1	94	618	0.968996001361	53	11.2988590347	0.849056603774	0.150943396226	204.150619023	131.542743833	0.567662357297	84.9056603774	4	0	-384.806	0	37	0	5	NT	Lpp WT	
7	4	1	-1	128	583	1.20594343271	93	7.55983893838	0.89247311828	0.10752688172	242.630134548	183.022446343	0.676272730442	89.247311828	4	0	-383.477	0	37	0	5	Oligomycin	Lpp WT	
7	5	1	-1	117	657	0.850683128747	70	7.9842687941	0.885714285714	0.114285714286	234.962483853	188.708831926	0.682419367727	88.5714285714	4	0	-382.81	0	37	0	5	DCCD	Lpp WT	
7	6	1	-1	196	777	0.944360953023	135	5.43532192962	0.733333333333	0.266666666667	227.143135804	172.374762072	0.683057017728	73.3333333333	4	0	-382.933	0	37	0	5	Rotenone	Lpp WT	
7	7	1	-1	163	687	0.867993485983	106	5.62558042331	0.72641509434	0.27358490566	239.32357724	187.010942685	0.690745359504	72.641509434	4	0	-383.07	0	37	0	5	TTFA	Lpp WT	
7	8	1	-1	130	699	0.922158123084	85	7.58339444748	0.788235294118	0.211764705882	224.492483729	154.71567727	0.611298475855	78.8235294118	4	0	-383.34	0	37	0	5	Antimycin A	Lpp WT	
7	9	1	-1	132	727	1.01778080218	92	8.04268090416	0.815217391304	0.184782608696	219.255806814	152.213316415	0.623791794924	81.5217391304	4	0	-383.013	0	37	0	5	NaCN	Lpp WT	
7	10	1	-1	84	442	0.935201957435	50	8.26718530373	0.8	0.2	211.266122316	143.908243496	0.596189298313	80	4	0	-380.85999999999996	0	37	0	5	FCCP	Lpp WT	
7	11	1	-1	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	-379.53299999999996	0	37	0	5			
8	3	1	-1	100	678	0.999218398957	66	10.2646980984	0.818181818182	0.181818181818	223.175289178	170.502694669	0.661356618509	81.8181818182	4	0	-384.837	0	37	0	5	NT	Lpp WT	
8	4	1	-1	137	586	1.01337202289	94	6.31740431288	0.744680851064	0.255319148936	221.318159833	162.897521617	0.652690169443	74.4680851064	4	0	-383.22999999999996	0	37	0	5	Oligomycin	Lpp WT	
8	5	1	-1	162	743	0.915582766969	97	7.01317521503	0.835051546392	0.164948453608	220.71366189	155.300000993	0.592131125937	83.5051546392	4	0	-382.964	0	37	0	5	DCCD	Lpp WT	
8	6	1	-1	105	606	0.942815828765	69	8.28038249611	0.782608695652	0.217391304348	209.148839257	141.095033357	0.583001012952	78.2608695652	4	0	-382.93	0	37	0	5	Rotenone	Lpp WT	
8	7	1	-1	98	557	0.925043441387	69	7.46737966453	0.826086956522	0.173913043478	222.286305574	161.373745458	0.652063638647	82.6086956522	4	0	-382.97999999999996	0	37	0	5	TTFA	Lpp WT	
8	8	1	-1	107	598	0.9622745554	74	7.77621870445	0.864864864865	0.135135135135	221.90314486	169.547685384	0.674619202138	86.4864864865	4	0	-383.026	0	37	0	5	Antimycin A	Lpp WT	
8	9	1	-1	139	718	0.922986673987	88	7.53073218094	0.727272727273	0.272727272727	206.00494844	130.575414407	0.553005862946	72.7272727273	4	0	-382.97999999999996	0	37	0	5	NaCN	Lpp WT	
8	10	1	-1	99	457	0.834832957419	58	6.5779079576	0.844827586207	0.155172413793	197.009008195	124.335033175	0.545654788876	84.4827586207	4	0	-380.35999999999996	0	37	0	5	FCCP	Lpp WT	
8	11	1	-1	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	-379.64	0	37	0	5			
3	3	1	0	126	0	NaN	121	0	0	1	248.552706513	180.340523145	0.653410644388	0	4	0	0	0	37	0	5	NT	NI	
3	4	1	0	148	0	NaN	134	0	0	1	272.250580438	218.813996135	0.738107872272	0	4	0	0	0	37	0	5	Oligomycin	NI	
3	5	1	0	142	0	NaN	128	0	0	1	269.09837961	196.491340149	0.668520790632	0	4	0	0	0	37	0	5	DCCD	NI	
3	6	1	0	136	0	NaN	121	0	0	1	233.529371013	156.283935949	0.605972210008	0	4	0	0	0	37	0	5	Rotenone	NI	
3	7	1	0	148	0	NaN	132	0	0	1	221.764411169	132.234175677	0.567080473579	0	4	0	0	0	37	1	5	TTFA	NI	
3	8	1	0	140	0	NaN	124	0	0	1	243.158244994	160.274415885	0.571972889053	0	4	0	0	0	37	1	5	Antimycin A	NI	
3	9	1	0	102	0	NaN	94	0	0	1	249.260521943	179.920965269	0.640845375922	0	4	0	0	0	37	1	5	NaCN	NI	
3	10	1	0	104	0	NaN	87	0	0	1	164.573825753	45.794392512	0.254500020303	0	4	0	0	0	37	1	5	FCCP	NI	
3	11	1	0	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	0	0	37	0	5			
4	3	1	0	110	0	NaN	92	0	0	1	257.310725465	192.141777168	0.678275431245	0	4	0	0	0	37	0	5	NT	NI	
4	4	1	0	124	0	NaN	114	0	0	1	262.666993626	202.724937227	0.710170585339	0	4	0	0	0	37	0	5	Oligomycin	NI	
4	5	1	0	141	0	NaN	125	0	0	1	256.533173916	188.670818807	0.673616210538	0	4	0	0	0	37	0	5	DCCD	NI	
4	6	1	0	121	0	NaN	104	0	0	1	236.17468265	163.923713169	0.611226065408	0	4	0	0	0	37	0	5	Rotenone	NI	
4	7	1	0	143	0	NaN	126	0	0	1	241.629850702	165.759043515	0.644434836618	0	4	0	0	0	37	1	5	TTFA	NI	
4	8	1	0	135	0	NaN	116	0	0	1	230.741629018	146.059468606	0.568994293665	0	4	0	0	0	37	1	5	Antimycin A	NI	
4	9	1	0	125	0	NaN	105	0	0	1	248.212963079	176.082117343	0.631755027816	0	4	0	0	0	37	1	5	NaCN	NI	
4	10	1	0	69	0	NaN	65	0	0	1	157.186051129	47.8172648296	0.275895845707	0	4	0	0	0	37	0	5	FCCP	NI	
4	11	1	0	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	0	0	37	0	5			
5	3	1	0	58	0	NaN	51	0	0	1	244.815353186	183.060506386	0.646091969142	0	4	0	0	0	37	0	5	NT	NI	
5	4	1	0	81	0	NaN	76	0	0	1	259.090635409	198.257216138	0.691496427651	0	4	0	0	0	37	0	5	Oligomycin	NI	
5	5	1	0	110	0	NaN	102	0	0	1	254.11895015	185.48407864	0.657369401631	0	4	0	0	0	37	0	5	DCCD	NI	
5	6	1	0	115	0	NaN	100	0	0	1	225.174880885	149.816870301	0.593543854412	0	4	0	0	0	37	0	5	Rotenone	NI	
5	7	1	0	136	0	NaN	119	0	0	1	221.669469801	133.991380759	0.567920061007	0	4	0	0	0	37	1	5	TTFA	NI	
5	8	1	0	107	0	NaN	94	0	0	1	222.898474272	134.987819803	0.538384273731	0	4	0	0	0	37	1	5	Antimycin A	NI	
5	9	1	0	77	0	NaN	69	0	0	1	232.642090709	158.448797235	0.60323082766	0	4	0	0	0	37	1	5	NaCN	NI	
5	10	1	0	73	0	NaN	65	0	0	1	158.73922043	45.2528577088	0.26611502083	0	4	0	0	0	37	0	5	FCCP	NI	
5	11	1	0	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	0	0	37	0	5			
6	3	1	0	94	579	0.853590932634	55	8.98598454537	0.854545454545	0.145454545455	209.516233856	137.133485378	0.561487460017	85.4545454545	4	0	0	0	37	0	5	NT	Lpp WT	
6	4	1	0	141	830	0.899171396083	94	7.93949211435	0.86170212766	0.13829787234	220.99371093	167.535707261	0.649898318711	86.170212766	4	0	0	0	37	0	5	Oligomycin	Lpp WT	
6	5	1	0	156	750	0.94291340723	91	7.7712643453	0.758241758242	0.241758241758	215.501280028	157.10608724	0.666835532826	75.8241758242	4	0	0	0	37	0	5	DCCD	Lpp WT	
6	6	1	0	207	760	0.897289480775	125	5.45552004311	0.768	0.232	206.541506146	127.824318124	0.562549130123	76.8	4	0	0	0	37	0	5	Rotenone	Lpp WT	
6	7	1	0	189	587	0.88366809985	119	4.35893424044	0.596638655462	0.403361344538	180.426498912	74.2323013821	0.38812094095	59.6638655462	4	0	0	0	37	1	5	TTFA	Lpp WT	
6	8	1	0	114	623	0.900253992535	62	9.04610060241	0.887096774194	0.112903225806	181.403728987	94.5367881359	0.459205722507	88.7096774194	4	0	0	0	37	1	5	Antimycin A	Lpp WT	
6	9	1	0	167	898	0.908474943651	94	8.67883509998	0.840425531915	0.159574468085	203.959850381	126.016863224	0.559698073606	84.0425531915	4	0	0	0	37	1	5	NaCN	Lpp WT	
6	10	1	0	156	719	0.889645318434	85	7.5253527524	0.811764705882	0.188235294118	152.631758484	43.5128383242	0.259294135706	81.1764705882	4	0	0	0	37	0	5	FCCP	Lpp WT	
6	11	1	0	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	0	0	37	0	5			
7	3	1	0	100	559	1.02567003772	58	9.88533708771	0.810344827586	0.189655172414	204.240591445	137.620224905	0.574778777225	81.0344827586	4	0	0	0	37	0	5	NT	Lpp WT	
7	4	1	0	147	614	1.11251778049	97	7.04212285797	0.886597938144	0.113402061856	237.350544433	186.610292733	0.69380169405	88.6597938144	4	0	0	0	37	0	5	Oligomycin	Lpp WT	
7	5	1	0	118	601	0.948636441012	65	8.77123847767	0.892307692308	0.107692307692	209.958423791	147.354841384	0.598763759118	89.2307692308	4	0	0	0	37	0	5	DCCD	Lpp WT	
7	6	1	0	206	741	0.962782678641	127	5.6174957864	0.692913385827	0.307086614173	198.340263039	112.548609086	0.518917655794	69.2913385827	4	0	0	0	37	0	5	Rotenone	Lpp WT	
7	7	1	0	166	594	0.975926223871	110	5.2700016089	0.690909090909	0.309090909091	179.805862984	77.6282807991	0.401064781607	69.0909090909	4	0	0	0	37	0	5	TTFA	Lpp WT	
7	8	1	0	142	618	0.969052618957	83	7.21535564476	0.831325301205	0.168674698795	205.724986787	124.82726839	0.534658773265	83.1325301205	4	0	0	0	37	1	5	Antimycin A	Lpp WT	
7	9	1	0	134	788	0.962304850519	95	7.98206549693	0.810526315789	0.189473684211	217.05221629	148.820989241	0.617135272666	81.0526315789	4	0	0	0	37	1	5	NaCN	Lpp WT	
7	10	1	0	90	431	0.851117739531	49	7.48636215792	0.816326530612	0.183673469388	142.123010061	28.9786536672	0.192516783735	81.6326530612	4	0	0	0	37	0	5	FCCP	Lpp WT	
7	11	1	0	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	0	0	37	0	5			
8	3	1	0	86	691	1.00513029749	66	10.5234096298	0.833333333333	0.166666666667	226.108361223	178.477982488	0.708617750847	83.3333333333	4	0	0	0	37	0	5	NT	Lpp WT	
8	4	1	0	148	628	1.00832106894	100	6.33225631295	0.78	0.22	223.424429414	172.091325714	0.677496120718	78	4	0	0	0	37	0	5	Oligomycin	Lpp WT	
8	5	1	0	179	823	0.873423899827	94	7.64710499529	0.81914893617	0.18085106383	226.939195989	165.29211198	0.629717679506	81.914893617	4	0	0	0	37	0	5	DCCD	Lpp WT	
8	6	1	0	100	601	0.937516594427	70	8.04924961786	0.828571428571	0.171428571429	199.21156205	128.014853472	0.553958495792	82.8571428571	4	0	0	0	37	0	5	Rotenone	Lpp WT	
8	7	1	0	100	533	0.88419497867	74	6.36859356258	0.77027027027	0.22972972973	167.105416221	64.7876079673	0.356556760593	77.027027027	4	0	0	0	37	0	5	TTFA	Lpp WT	
8	8	1	0	117	616	0.992434399347	75	8.1511945333	0.813333333333	0.186666666667	195.737320267	123.386379032	0.550032105029	81.3333333333	4	0	0	0	37	1	5	Antimycin A	Lpp WT	
8	9	1	0	135	679	0.951922690117	91	7.10280776472	0.692307692308	0.307692307692	213.224917368	142.529364656	0.575394576416	69.2307692308	4	0	0	0	37	1	5	NaCN	Lpp WT	
8	10	1	0	111	460	0.880731938516	68	5.95789252526	0.779411764706	0.220588235294	137.821593431	27.3184322359	0.181466303314	77.9411764706	4	0	0	0	37	0	5	FCCP	Lpp WT	
8	11	1	0	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	0	0	37	0	5			
3	3	1	1	131	0	NaN	120	0	0	1	248.220046504	179.194574469	0.656241903351	0	4	0	303.41999999999996	0	37	0	5	NT	NI	
3	4	1	1	145	0	NaN	136	0	0	1	291.528662991	249.355616253	0.792844753906	0	4	0	304.12399999999997	0	37	0	5	Oligomycin	NI	
3	5	1	1	146	0	NaN	129	0	0	1	280.039506958	221.06615502	0.723127593351	0	4	0	305.056	0	37	0	5	DCCD	NI	
3	6	1	1	133	0	NaN	114	0	0	1	206.915678585	120.381141899	0.521408820885	0	4	0	304.95	0	37	0	5	Rotenone	NI	
3	7	1	1	153	0	NaN	133	0	0	1	221.360926785	133.229411268	0.574880668087	0	4	0	305.917	0	37	0	5	TTFA	NI	
3	8	1	1	144	0	NaN	124	0	0	1	237.755556838	160.470285336	0.580498095716	0	4	0	306.086	0	37	0	5	Antimycin A	NI	
3	9	1	1	101	0	NaN	93	0	0	1	243.698544887	165.955600042	0.598980383635	0	4	0	305.37	0	37	0	5	NaCN	NI	
3	10	1	1	102	0	NaN	88	0	0	1	143.552866576	27.8695258132	0.177985590641	0	4	0	304.966	0	37	0	5	FCCP	NI	
3	11	1	1	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	304.964	0	37	0	5			
4	3	1	1	106	0	NaN	96	0	0	1	255.249500487	184.418289755	0.656383935771	0	4	0	303.31	0	37	0	5	NT	NI	
4	4	1	1	121	0	NaN	113	0	0	1	271.665954437	222.443856341	0.76114367975	0	4	0	304.106	0	37	0	5	Oligomycin	NI	
4	5	1	1	143	0	NaN	130	0	0	1	275.302043334	226.742957838	0.757861074041	0	4	0	305.387	0	37	0	5	DCCD	NI	
4	6	1	1	125	0	NaN	106	0	0	1	224.175780282	152.855580247	0.600711586191	0	4	0	305.104	0	37	0	5	Rotenone	NI	
4	7	1	1	144	0	NaN	128	0	0	1	236.997079251	162.108471718	0.66002407169	0	4	0	305.683	0	37	0	5	TTFA	NI	
4	8	1	1	131	0	NaN	119	0	0	1	224.463499895	144.240700352	0.581782484967	0	4	0	306.214	0	37	0	5	Antimycin A	NI	
4	9	1	1	128	0	NaN	108	0	0	1	250.782056435	186.581109537	0.656114771744	0	4	0	305.606	0	37	0	5	NaCN	NI	
4	10	1	1	71	0	NaN	65	0	0	1	143.143562156	33.620936869	0.213172294472	0	4	0	304.997	0	37	0	5	FCCP	NI	
4	11	1	1	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	304.9	0	37	0	5			
5	3	1	1	60	0	NaN	52	0	0	1	242.566715684	180.926522354	0.640543665673	0	4	0	303.407	0	37	0	5	NT	NI	
5	4	1	1	85	0	NaN	76	0	0	1	264.186887079	205.43599444	0.712713382295	0	4	0	304.45	0	37	0	5	Oligomycin	NI	
5	5	1	1	109	0	NaN	99	0	0	1	265.447288368	207.821415834	0.710624805784	0	4	0	305.65	0	37	0	5	DCCD	NI	
5	6	1	1	117	0	NaN	100	0	0	1	214.727807623	135.361286871	0.551574616968	0	4	0	304.87	0	37	0	5	Rotenone	NI	
5	7	1	1	139	0	NaN	121	0	0	1	235.343576532	159.292160585	0.62904577423	0	4	0	305.71299999999997	0	37	0	5	TTFA	NI	
5	8	1	1	106	0	NaN	96	0	0	1	215.808806032	127.295491589	0.52560014878	0	4	0	306.18	0	37	0	5	Antimycin A	NI	
5	9	1	1	75	0	NaN	69	0	0	1	223.990542147	146.030830852	0.576962553014	0	4	0	305.634	0	37	0	5	NaCN	NI	
5	10	1	1	73	0	NaN	66	0	0	1	142.689995074	31.0172319787	0.204024114473	0	4	0	304.95	0	37	0	5	FCCP	NI	
5	11	1	1	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	305.137	0	37	0	5			
6	3	1	1	100	658	0.800029863806	58	9.0762008687	0.896551724138	0.103448275862	214.660355518	148.095259335	0.598594992864	89.6551724138	4	0	303.013	0	37	0	5	NT	Lpp WT	
6	4	1	1	146	833	0.922731897929	96	8.00662157266	0.822916666667	0.177083333333	216.939273658	154.191766674	0.607690367757	82.2916666667	4	0	304.573	0	37	0	5	Oligomycin	Lpp WT	
6	5	1	1	160	720	0.969882184692	93	7.50876530084	0.784946236559	0.215053763441	221.286490029	170.033069195	0.689460070628	78.4946236559	4	0	305.9	0	37	0	5	DCCD	Lpp WT	
6	6	1	1	208	740	0.884056677107	132	4.95607531105	0.742424242424	0.257575757576	194.702448558	112.259477394	0.521186683086	74.2424242424	4	0	304.96299999999997	0	37	0	5	Rotenone	Lpp WT	
6	7	1	1	182	654	0.793353414846	123	4.21831815699	0.617886178862	0.382113821138	159.395923407	53.8798800791	0.316821130711	61.7886178862	4	0	305.72999999999996	0	37	0	5	TTFA	Lpp WT	
