Database Name	Opera_Phenix_1
Database Location	http://157.99.122.161/ODA/OdaService.asmx
Evaluation Signature	542866a6-6db8-4296-aaba-f38b4574b780
Plate Name	EP128-TMRM
Measurement	Measurement 1
Evaluation	Evaluation10

[Data]
Row	Column	Plane	Timepoint	Nuclei - Number of Objects	Bacteria - Number of Objects	Bacteria - Bacteria Area [µm²] - Mean per Well	Tracked Cells - Number of Objects	Tracked Cells - Bacteria Area [µm²]- Sum per Cell  - Mean per Well	Tracked Cells - IF - Mean per Well	Tracked Cells - NI - Mean per Well	Tracked Cells - Intensity Tracked cell region dsRed Mean - Mean per Well	Tracked Cells - Intensity Tracked cell region dsRed StdDev - Mean per Well	Tracked Cells - red sdmean - Mean per Well	% IF cells	Number of Analyzed Fields	Height [µm]	Time [s]	Temperature	Target Temperature	CO2	Target CO2	Compound	Bacteria	
6	8	1	1	111	631	0.909482002569	64	8.96692411908	0.828125	0.171875	173.007697281	84.3862808181	0.422748107781	82.8125	4	0	306.167	0	37	0	5	Antimycin A	Lpp WT	
6	9	1	1	163	893	0.91367913597	100	8.15915468421	0.81	0.19	197.223765445	118.769632405	0.537779832642	81	4	0	305.65	0	37	0	5	NaCN	Lpp WT	
6	10	1	1	149	715	0.891233495114	84	7.58609463103	0.809523809524	0.190476190476	140.206139622	28.2565723935	0.183393853109	80.9523809524	4	0	304.95	0	37	0	5	FCCP	Lpp WT	
6	11	1	1	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	305.10699999999997	0	37	0	5			
7	3	1	1	100	620	0.95001198444	60	9.81679050588	0.766666666667	0.233333333333	188.656877953	111.011456829	0.507225794396	76.6666666667	4	0	302.514	0	37	0	5	NT	Lpp WT	
7	4	1	1	146	686	1.03876233252	100	7.12590960107	0.84	0.16	225.258367141	166.66873577	0.649606519084	84	4	0	304.97999999999996	0	37	0	5	Oligomycin	Lpp WT	
7	5	1	1	127	637	0.943952203239	70	8.58996504948	0.857142857143	0.142857142857	215.462171056	158.552968391	0.620774720197	85.7142857143	4	0	305.46299999999997	0	37	0	5	DCCD	Lpp WT	
7	6	1	1	198	719	0.945098355855	126	5.39306125286	0.722222222222	0.277777777778	203.34920869	128.402355401	0.570196179775	72.2222222222	4	0	305.667	0	37	0	5	Rotenone	Lpp WT	
7	7	1	1	161	629	0.892181068103	108	5.19612862812	0.694444444444	0.305555555556	162.290706946	58.9320262797	0.339048473702	69.4444444444	4	0	305.573	0	37	0	5	TTFA	Lpp WT	
7	8	1	1	139	622	0.981285979287	86	7.0972078967	0.825581395349	0.174418604651	200.121279978	113.102454834	0.488394059571	82.5581395349	4	0	306.134	0	37	0	5	Antimycin A	Lpp WT	
7	9	1	1	135	752	0.962669700256	95	7.62029067992	0.8	0.2	212.363727873	147.555801005	0.628449709862	80	4	0	306.024	0	37	0	5	NaCN	Lpp WT	
7	10	1	1	88	421	0.839835294928	51	6.93275802284	0.823529411765	0.176470588235	133.828326295	20.128854921	0.145547573272	82.3529411765	4	0	305.074	0	37	0	5	FCCP	Lpp WT	
7	11	1	1	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	305.073	0	37	0	5			
8	3	1	1	89	680	0.99968844179	67	10.146091648	0.805970149254	0.194029850746	217.863089796	163.663800462	0.657827521449	80.5970149254	4	0	302.077	0	37	0	5	NT	Lpp WT	
8	4	1	1	145	697	0.853783194073	101	5.891949369	0.752475247525	0.247524752475	218.994818381	166.81156201	0.667413415064	75.2475247525	4	0	305.01	0	37	0	5	Oligomycin	Lpp WT	
8	5	1	1	179	771	0.894312931106	100	6.89515269883	0.83	0.17	236.876077682	185.263914185	0.659014001513	83	4	0	305.40299999999996	0	37	0	5	DCCD	Lpp WT	
8	6	1	1	101	621	0.83799143153	65	8.00604121508	0.846153846154	0.153846153846	199.517886491	125.657704835	0.530510913543	84.6153846154	4	0	305.65299999999996	0	37	0	5	Rotenone	Lpp WT	
8	7	1	1	101	537	0.869969058315	74	6.31315384209	0.797297297297	0.202702702703	159.009501046	89.2679747397	0.387976201031	79.7297297297	4	0	305.743	0	37	0	5	TTFA	Lpp WT	
8	8	1	1	120	597	0.945028905212	74	7.6240845461	0.864864864865	0.135135135135	191.682720686	118.752261661	0.537486099621	86.4864864865	4	0	306.18	0	37	0	5	Antimycin A	Lpp WT	
8	9	1	1	135	727	0.883814146724	91	7.06080093042	0.736263736264	0.263736263736	204.988918749	132.352075356	0.551765426644	73.6263736264	4	0	306.227	0	37	0	5	NaCN	Lpp WT	
8	10	1	1	108	453	0.857189091306	70	5.5472379766	0.771428571429	0.228571428571	132.032364555	18.4513364325	0.132791388876	77.1428571429	4	0	305.074	0	37	0	5	FCCP	Lpp WT	
8	11	1	1	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	305.10699999999997	0	37	0	5			
3	3	1	2	135	0	NaN	119	0	0	1	233.32122991	154.590481884	0.597412525319	0	4	0	601.914	0	37	0	5	NT	NI	
3	4	1	2	148	0	NaN	135	0	0	1	303.34778328	270.284292626	0.835814551273	0	4	0	602.067	0	37	0	5	Oligomycin	NI	
3	5	1	2	147	0	NaN	131	0	0	1	308.534465786	272.916443621	0.821666496749	0	4	0	602.16	0	37	0	5	DCCD	NI	
3	6	1	2	126	0	NaN	105	0	0	1	210.485670987	132.820481242	0.565115496088	0	4	0	602.193	0	37	0	5	Rotenone	NI	
3	7	1	2	149	0	NaN	127	0	0	1	215.220493599	135.850568374	0.601952681564	0	4	0	602.36299999999994	0	37	0	5	TTFA	NI	
3	8	1	2	141	0	NaN	124	0	0	1	221.499083561	134.574168969	0.521760091894	0	4	0	602.346	0	37	0	5	Antimycin A	NI	
3	9	1	2	106	0	NaN	92	0	0	1	236.866060115	156.45388116	0.57927250257	0	4	0	601.927	0	37	0	5	NaCN	NI	
3	10	1	2	102	0	NaN	91	0	0	1	138.544878092	22.7013349721	0.150367553852	0	4	0	601.35	0	37	0	5	FCCP	NI	
3	11	1	2	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	602.957	0	37	0	5			
4	3	1	2	110	0	NaN	98	0	0	1	256.957188567	189.954429788	0.676172251355	0	4	0	601.707	0	37	0	5	NT	NI	
4	4	1	2	127	0	NaN	110	0	0	1	288.096610073	244.468522975	0.795851747706	0	4	0	601.93999999999994	0	37	0	5	Oligomycin	NI	
4	5	1	2	145	0	NaN	131	0	0	1	274.681670343	223.243739735	0.753615204675	0	4	0	602.11299999999994	0	37	0	5	DCCD	NI	
4	6	1	2	123	0	NaN	95	0	0	1	227.539697176	162.922702186	0.631750725032	0	4	0	602.3	0	37	0	5	Rotenone	NI	
4	7	1	2	142	0	NaN	127	0	0	1	223.792388349	140.790353559	0.601685744261	0	4	0	602.193	0	37	0	5	TTFA	NI	
4	8	1	2	134	0	NaN	119	0	0	1	216.617972685	134.219742725	0.556590049473	0	4	0	602.47399999999993	0	37	0	5	Antimycin A	NI	
4	9	1	2	125	0	NaN	113	0	0	1	240.566935867	168.223099577	0.608879460486	0	4	0	602.1	0	37	0	5	NaCN	NI	
4	10	1	2	70	0	NaN	65	0	0	1	139.75537566	28.3491802835	0.18756291604	0	4	0	601.257	0	37	0	5	FCCP	NI	
4	11	1	2	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	602.50299999999993	0	37	0	5			
5	3	1	2	64	0	NaN	55	0	0	1	244.734458427	183.912862567	0.654230636639	0	4	0	601.85	0	37	0	5	NT	NI	
5	4	1	2	85	0	NaN	78	0	0	1	296.125409316	262.156691423	0.819073394245	0	4	0	601.894	0	37	0	5	Oligomycin	NI	
5	5	1	2	109	0	NaN	95	0	0	1	269.841338728	217.304055387	0.728465430659	0	4	0	602.173	0	37	0	5	DCCD	NI	
5	6	1	2	121	0	NaN	93	0	0	1	202.925625724	121.929515497	0.537188309781	0	4	0	602.18999999999994	0	37	0	5	Rotenone	NI	
5	7	1	2	141	0	NaN	119	0	0	1	205.063554122	113.804905053	0.512556309946	0	4	0	601.987	0	37	0	5	TTFA	NI	
5	8	1	2	109	0	NaN	96	0	0	1	219.358616498	135.018904796	0.555184931537	0	4	0	602.236	0	37	0	5	Antimycin A	NI	
5	9	1	2	76	0	NaN	68	0	0	1	215.884494048	136.470836048	0.563344517751	0	4	0	602.22399999999993	0	37	0	5	NaCN	NI	
5	10	1	2	72	0	NaN	66	0	0	1	136.286263987	23.1341368976	0.16286754855	0	4	0	601.06999999999994	0	37	0	5	FCCP	NI	
5	11	1	2	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	602.38	0	37	0	5			
6	3	1	2	100	652	0.773998965535	60	8.41078875881	0.866666666667	0.133333333333	199.496416988	126.318372946	0.539130398954	86.6666666667	4	0	601.8	0	37	0	5	NT	Lpp WT	
6	4	1	2	144	875	0.796654902331	94	7.4156706334	0.882978723404	0.117021276596	224.580888505	167.706735387	0.633060729165	88.2978723404	4	0	602.036	0	37	0	5	Oligomycin	Lpp WT	
6	5	1	2	158	688	0.955515623317	95	6.91994472466	0.747368421053	0.252631578947	218.832924881	161.336840449	0.658389434481	74.7368421053	4	0	602.27	0	37	0	5	DCCD	Lpp WT	
6	6	1	2	212	743	0.911862465122	134	5.05607322079	0.753731343284	0.246268656716	187.426693041	100.977406343	0.484197230615	75.3731343284	4	0	602.173	0	37	0	5	Rotenone	Lpp WT	
6	7	1	2	174	572	0.907192946222	128	4.05401847843	0.640625	0.359375	153.625699648	46.3502402884	0.278234301992	64.0625	4	0	602.034	0	37	0	5	TTFA	Lpp WT	
6	8	1	2	114	666	0.870499491728	62	9.35084937889	0.806451612903	0.193548387097	166.062402843	72.3827210271	0.383200862148	80.6451612903	4	0	602.144	0	37	0	5	Antimycin A	Lpp WT	
6	9	1	2	163	923	0.878058864362	101	8.02424090897	0.841584158416	0.158415841584	194.55510383	112.980796241	0.516919763647	84.1584158416	4	0	601.957	0	37	0	5	NaCN	Lpp WT	
6	10	1	2	146	727	0.911295720377	82	8.07941449651	0.841463414634	0.158536585366	135.724566073	23.7939543559	0.161467585546	84.1463414634	4	0	601.054	0	37	0	5	FCCP	Lpp WT	
6	11	1	2	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	602.24	0	37	0	5			
7	3	1	2	100	572	1.01645921507	60	9.69024451703	0.783333333333	0.216666666667	197.191033589	124.440398632	0.535637239987	78.3333333333	4	0	601.707	0	37	0	5	NT	Lpp WT	
7	4	1	2	145	673	1.05832066981	102	6.98284128218	0.862745098039	0.137254901961	231.162904626	174.664590881	0.658545216475	86.2745098039	4	0	602.207	0	37	0	5	Oligomycin	Lpp WT	
7	5	1	2	128	583	0.889565957131	76	6.82390727641	0.828947368421	0.171052631579	217.727757412	164.666251758	0.617508018355	82.8947368421	4	0	602.3	0	37	0	5	DCCD	Lpp WT	
7	6	1	2	205	703	0.89822177144	127	4.9720464986	0.669291338583	0.330708661417	193.25934246	109.278485024	0.504440265964	66.9291338583	4	0	602.16	0	37	0	5	Rotenone	Lpp WT	
7	7	1	2	162	617	0.941035098753	106	5.47753448991	0.716981132075	0.283018867925	161.702487296	71.013854431	0.336977003763	71.6981132075	4	0	602.06999999999994	0	37	0	5	TTFA	Lpp WT	
7	8	1	2	150	727	0.867053274526	91	6.92689813825	0.813186813187	0.186813186813	195.642784393	110.715428536	0.490647848621	81.3186813187	4	0	602.16	0	37	0	5	Antimycin A	Lpp WT	
7	9	1	2	135	749	0.936335831178	96	7.30537018284	0.791666666667	0.208333333333	209.672866731	139.646987332	0.601793953855	79.1666666667	4	0	601.957	0	37	0	5	NaCN	Lpp WT	
7	10	1	2	89	435	0.823282906315	53	6.75713328768	0.792452830189	0.207547169811	131.613671342	18.1834257806	0.134065525853	79.2452830189	4	0	601.36399999999992	0	37	0	5	FCCP	Lpp WT	
7	11	1	2	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	601.833	0	37	0	5			
8	3	1	2	88	654	1.01276114337	65	10.1899351963	0.815384615385	0.184615384615	225.762947301	177.335430311	0.672761845505	81.5384615385	4	0	601.66	0	37	0	5	NT	Lpp WT	
8	4	1	2	144	621	0.926071316241	102	5.63814007241	0.813725490196	0.186274509804	226.593786399	178.979005619	0.690985393905	81.3725490196	4	0	602.237	0	37	0	5	Oligomycin	Lpp WT	
8	5	1	2	173	780	0.870536368695	103	6.59241133575	0.805825242718	0.194174757282	238.75769562	182.10250202	0.639023905684	80.5825242718	4	0	602.25299999999993	0	37	0	5	DCCD	Lpp WT	
8	6	1	2	103	600	0.844125893355	66	7.67387175777	0.833333333333	0.166666666667	191.733739308	112.162812911	0.489038602136	83.3333333333	4	0	602.13	0	37	0	5	Rotenone	Lpp WT	
8	7	1	2	103	504	0.862557953942	75	5.79638945049	0.786666666667	0.213333333333	145.595300327	58.0080834903	0.304156224238	78.6666666667	4	0	602.16	0	37	0	5	TTFA	Lpp WT	
8	8	1	2	120	661	0.896683189733	74	8.00956200559	0.851351351351	0.148648648649	180.844153306	98.2945798415	0.4707535108	85.1351351351	4	0	602.097	0	37	0	5	Antimycin A	Lpp WT	
8	9	1	2	134	691	0.962481884745	88	7.55767025408	0.727272727273	0.272727272727	200.572047991	121.433832966	0.519795884751	72.7272727273	4	0	602.13	0	37	0	5	NaCN	Lpp WT	
8	10	1	2	109	484	0.842878844011	69	5.9123675435	0.782608695652	0.217391304348	130.681943066	16.6222439868	0.121346704425	78.2608695652	4	0	601.317	0	37	0	5	FCCP	Lpp WT	
8	11	1	2	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	601.63	0	37	0	5			
3	3	1	3	133	0	NaN	120	0	0	1	249.952902674	186.308193416	0.674461027213	0	4	0	902.634	0	37	0	5	NT	NI	
3	4	1	3	145	0	NaN	136	0	0	1	311.049243696	288.216808029	0.878322564923	0	4	0	902.74	0	37	0	5	Oligomycin	NI	
3	5	1	3	146	0	NaN	131	0	0	1	306.009920844	268.57883738	0.819818724704	0	4	0	903.286	0	37	0	5	DCCD	NI	
3	6	1	3	120	0	NaN	95	0	0	1	202.067861169	125.06693943	0.558491910982	0	4	0	903.20999999999992	0	37	0	5	Rotenone	NI	
3	7	1	3	150	0	NaN	127	0	0	1	221.729850275	143.403835815	0.619269964897	0	4	0	903.197	0	37	0	5	TTFA	NI	
3	8	1	3	141	0	NaN	121	0	0	1	223.304153337	138.198795213	0.537227662102	0	4	0	903.053	0	37	0	5	Antimycin A	NI	
3	9	1	3	104	0	NaN	95	0	0	1	236.32510632	161.662595483	0.604249865132	0	4	0	904.28699999999992	0	37	0	5	NaCN	NI	
3	10	1	3	103	0	NaN	90	0	0	1	136.610237726	20.5119669963	0.140001859679	0	4	0	904.473	0	37	0	5	FCCP	NI	
3	11	1	3	1	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	909.66699999999992	0	37	0	5			
4	3	1	3	111	0	NaN	97	0	0	1	263.105536509	198.938192894	0.694057783249	0	4	0	902.333	0	37	0	5	NT	NI	
4	4	1	3	123	0	NaN	111	0	0	1	297.309108992	257.961188587	0.817978075122	0	4	0	902.943	0	37	0	5	Oligomycin	NI	
4	5	1	3	145	0	NaN	133	0	0	1	279.035046584	224.13163493	0.736537824808	0	4	0	903.317	0	37	0	5	DCCD	NI	
4	6	1	3	122	0	NaN	92	0	0	1	229.800700588	170.629916309	0.644197664988	0	4	0	903.47399999999993	0	37	0	5	Rotenone	NI	
4	7	1	3	148	0	NaN	129	0	0	1	231.346467395	153.966047916	0.643884063246	0	4	0	903.146	0	37	0	5	TTFA	NI	
4	8	1	3	137	0	NaN	118	0	0	1	220.666980187	141.00295604	0.57487879008	0	4	0	903.53699999999992	0	37	0	5	Antimycin A	NI	
4	9	1	3	126	0	NaN	114	0	0	1	238.855678797	166.966361144	0.617543660675	0	4	0	904.36299999999994	0	37	0	5	NaCN	NI	
4	10	1	3	69	0	NaN	66	0	0	1	139.123051773	27.770055396	0.183754487583	0	4	0	904.8	0	37	0	5	FCCP	NI	
4	11	1	3	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	909.213	0	37	0	5			
5	3	1	3	66	0	NaN	54	0	0	1	247.874721714	186.504728583	0.655138021223	0	4	0	902.31999999999994	0	37	0	5	NT	NI	
5	4	1	3	83	0	NaN	76	0	0	1	288.704269264	244.661389981	0.794214368732	0	4	0	903.09999999999991	0	37	0	5	Oligomycin	NI	
5	5	1	3	109	0	NaN	99	0	0	1	280.207735412	229.626047898	0.744808571591	0	4	0	903.41	0	37	0	5	DCCD	NI	
5	6	1	3	110	0	NaN	84	0	0	1	199.650599006	116.392873704	0.527483629934	0	4	0	903.473	0	37	0	5	Rotenone	NI	
5	7	1	3	142	0	NaN	120	0	0	1	215.323533199	128.839459053	0.572201357932	0	4	0	903.223	0	37	0	5	TTFA	NI	
5	8	1	3	109	0	NaN	96	0	0	1	215.78901693	132.800114028	0.549597599652	0	4	0	903.52	0	37	0	5	Antimycin A	NI	
5	9	1	3	77	0	NaN	70	0	0	1	203.786267655	114.676199291	0.490991796336	0	4	0	904.13	0	37	0	5	NaCN	NI	
5	10	1	3	72	0	NaN	67	0	0	1	135.464088862	21.7613057114	0.154924654757	0	4	0	905.31599999999992	0	37	0	5	FCCP	NI	
5	11	1	3	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	909.17	0	37	0	5			
6	3	1	3	101	599	0.826302480363	60	8.24925309563	0.85	0.15	197.28869771	121.998671729	0.525897459312	85	4	0	902.20999999999992	0	37	0	5	NT	Lpp WT	
6	4	1	3	153	795	0.896219796859	94	7.57973126067	0.86170212766	0.13829787234	218.520139932	157.742322676	0.61939375027	86.170212766	4	0	903.20999999999992	0	37	0	5	Oligomycin	Lpp WT	
6	5	1	3	162	693	0.928892544871	94	6.84811205953	0.755319148936	0.244680851064	210.377292004	150.221423503	0.633861689688	75.5319148936	4	0	903.52	0	37	0	5	DCCD	Lpp WT	
6	6	1	3	223	759	0.863885378417	138	4.75136958129	0.746376811594	0.253623188406	191.549310934	110.270460695	0.516161694236	74.6376811594	4	0	903.38	0	37	0	5	Rotenone	Lpp WT	
6	7	1	3	178	578	0.87225989188	132	3.81944104172	0.613636363636	0.386363636364	152.923618907	55.2862851097	0.296086224345	61.3636363636	4	0	903.36399999999992	0	37	0	5	TTFA	Lpp WT	
6	8	1	3	114	625	0.848681548953	62	8.55525754993	0.854838709677	0.145161290323	163.290329868	68.0021827611	0.364645555312	85.4838709677	4	0	903.444	0	37	0	5	Antimycin A	Lpp WT	
6	9	1	3	166	985	0.828678040942	102	8.00243010125	0.843137254902	0.156862745098	195.782059624	118.709286585	0.539023833896	84.3137254902	4	0	903.49	0	37	0	5	NaCN	Lpp WT	
6	10	1	3	143	762	0.824656573252	81	7.75788035578	0.851851851852	0.148148148148	135.775681697	23.2935504	0.159835921195	85.1851851852	4	0	905.90699999999993	0	37	0	5	FCCP	Lpp WT	
6	11	1	3	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	908.65299999999991	0	37	0	5			
7	3	1	3	100	599	0.88778266774	61	8.71773472092	0.770491803279	0.229508196721	205.064636896	135.971183422	0.559966877349	77.0491803279	4	0	902.007	0	37	0	5	NT	Lpp WT	
7	4	1	3	144	650	1.06129065288	102	6.76312670951	0.833333333333	0.166666666667	233.588966549	179.758998169	0.66483512891	83.3333333333	4	0	903.227	0	37	0	5	Oligomycin	Lpp WT	
7	5	1	3	127	504	1.12032910634	78	7.23904961021	0.820512820513	0.179487179487	212.732404864	144.67820097	0.55621646159	82.0512820513	4	0	903.286	0	37	0	5	DCCD	Lpp WT	
7	6	1	3	199	634	0.978717483712	127	4.88588098168	0.692913385827	0.307086614173	196.005764112	119.476439	0.540278429971	69.2913385827	4	0	903.334	0	37	0	5	Rotenone	Lpp WT	
7	7	1	3	165	589	0.986720697318	106	5.48281595019	0.745283018868	0.254716981132	156.313107781	61.9448518503	0.296638492052	74.5283018868	4	0	903.366	0	37	0	5	TTFA	Lpp WT	
7	8	1	3	150	726	0.848800822295	90	6.84699329985	0.844444444444	0.155555555556	187.831117684	98.8333192803	0.455521664389	84.4444444444	4	0	903.444	0	37	0	5	Antimycin A	Lpp WT	
7	9	1	3	139	771	0.932173029439	94	7.64580218827	0.808510638298	0.191489361702	210.508704115	142.585292685	0.61374276579	80.8510638298	4	0	903.42699999999991	0	37	0	5	NaCN	Lpp WT	
7	10	1	3	89	426	0.781518195555	52	6.40243752513	0.788461538462	0.211538461538	130.923391806	17.2058366814	0.128005388541	78.8461538462	4	0	906.5	0	37	0	5	FCCP	Lpp WT	
7	11	1	3	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	908.12299999999993	0	37	0	5			
8	3	1	3	88	667	1.0014286103	62	10.773433598	0.838709677419	0.161290322581	223.926717671	171.815094935	0.660147989379	83.8709677419	4	0	901.99299999999994	0	37	0	5	NT	Lpp WT	
8	4	1	3	149	586	0.94581090256	104	5.3292806625	0.769230769231	0.230769230769	228.507433453	179.540073901	0.68662385873	76.9230769231	4	0	903.28699999999992	0	37	0	5	Oligomycin	Lpp WT	
8	5	1	3	184	752	0.918013663096	104	6.63794494854	0.807692307692	0.192307692308	237.411972165	179.613406216	0.634920468037	80.7692307692	4	0	903.256	0	37	0	5	DCCD	Lpp WT	
8	6	1	3	103	549	0.901812649244	66	7.50144158235	0.833333333333	0.166666666667	190.231975896	111.53811148	0.495572282954	83.3333333333	4	0	903.52299999999991	0	37	0	5	Rotenone	Lpp WT	
8	7	1	3	105	442	0.945591990821	71	5.88664309779	0.760563380282	0.239436619718	139.843873366	40.7871343105	0.250773911653	76.0563380282	4	0	903.536	0	37	0	5	TTFA	Lpp WT	
8	8	1	3	121	572	0.985262127816	73	7.7201361248	0.890410958904	0.109589041096	179.496272522	94.2839382045	0.453253802981	89.0410958904	4	0	903.38	0	37	0	5	Antimycin A	Lpp WT	
8	9	1	3	135	700	0.902271234314	87	7.25965360942	0.689655172414	0.310344827586	188.82985588	99.8883238367	0.460129786889	68.9655172414	4	0	903.443	0	37	0	5	NaCN	Lpp WT	
8	10	1	3	109	438	0.847101613375	68	5.45633098027	0.779411764706	0.220588235294	131.087096003	16.7336744818	0.12306939311	77.9411764706	4	0	906.98399999999992	0	37	0	5	FCCP	Lpp WT	
8	11	1	3	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	907.593	0	37	0	5			
3	3	1	4	134	0	NaN	117	0	0	1	240.486443448	164.637898472	0.621687905031	0	4	0	1202.654	0	37	0	5	NT	NI	
3	4	1	4	144	0	NaN	133	0	0	1	316.534227584	297.27945864	0.890658370698	0	4	0	1202.744	0	37	0	5	Oligomycin	NI	
3	5	1	4	142	0	NaN	129	0	0	1	305.596273132	263.016855228	0.804036774882	0	4	0	1203.243	0	37	0	5	DCCD	NI	
3	6	1	4	119	0	NaN	94	0	0	1	197.903715431	119.93245625	0.546916589036	0	4	0	1203.34	0	37	0	5	Rotenone	NI	
3	7	1	4	149	0	NaN	126	0	0	1	216.781579031	133.99114715299999	0.587414953679	0	4	0	1204.277	0	37	0	5	TTFA	NI	
3	8	1	4	143	0	NaN	124	0	0	1	222.845076999	138.269297604	0.54056591553	0	4	0	1204.273	0	37	0	5	Antimycin A	NI	
3	9	1	4	99	0	NaN	94	0	0	1	223.881024072	144.085187135	0.568166845376	0	4	0	1205.164	0	37	0	5	NaCN	NI	
3	10	1	4	100	0	NaN	90	0	0	1	136.128929257	20.0030302117	0.136361928975	0	4	0	1205.4759999999999	0	37	0	5	FCCP	NI	
3	11	1	4	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	1210.934	0	37	0	5			
4	3	1	4	110	0	NaN	100	0	0	1	261.358723511	198.011044494	0.693014774322	0	4	0	1202.383	0	37	0	5	NT	NI	
4	4	1	4	124	0	NaN	113	0	0	1	306.618304336	272.46104204	0.833687520767	0	4	0	1202.713	0	37	0	5	Oligomycin	NI	
4	5	1	4	149	0	NaN	134	0	0	1	295.025680604	252.651897169	0.786532201437	0	4	0	1203.29	0	37	0	5	DCCD	NI	
4	6	1	4	116	0	NaN	81	0	0	1	224.638188576	156.372773973	0.610295506741	0	4	0	1203.587	0	37	0	5	Rotenone	NI	
4	7	1	4	150	0	NaN	128	0	0	1	227.542221345	150.918678031	0.641579122044	0	4	0	1203.946	0	37	0	5	TTFA	NI	
4	8	1	4	137	0	NaN	120	0	0	1	218.179667438	137.401361385	0.568819229405	0	4	0	1204.46	0	37	0	5	Antimycin A	NI	
4	9	1	4	126	0	NaN	115	0	0	1	233.311796044	158.790096366	0.595939699371	0	4	0	1205.193	0	37	0	5	NaCN	NI	
4	10	1	4	70	0	NaN	66	0	0	1	139.143791702	25.785326498	0.170722018449	0	4	0	1205.82	0	37	0	5	FCCP	NI	
4	11	1	4	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	1210.387	0	37	0	5			
5	3	1	4	66	0	NaN	53	0	0	1	247.394163825	191.014404314	0.679539029939	0	4	0	1202.527	0	37	0	5	NT	NI	
5	4	1	4	83	0	NaN	77	0	0	1	298.489373997	262.163898102	0.83359804101	0	4	0	1202.884	0	37	0	5	Oligomycin	NI	
5	5	1	4	109	0	NaN	99	0	0	1	294.571476843	253.390414219	0.79460794374	0	4	0	1203.446	0	37	0	5	DCCD	NI	
5	6	1	4	113	0	NaN	70	0	0	1	195.322446271	115.084423365	0.535169887632	0	4	0	1203.446	0	37	0	5	Rotenone	NI	
5	7	1	4	143	0	NaN	123	0	0	1	213.75551494	126.745710412	0.564077814424	0	4	0	1203.883	0	37	0	5	TTFA	NI	
5	8	1	4	109	0	NaN	97	0	0	1	217.466959506	131.943237502	0.539756163354	0	4	0	1204.24	0	37	0	5	Antimycin A	NI	
5	9	1	4	78	0	NaN	73	0	0	1	209.202068487	123.757453653	0.51536095185	0	4	0	1204.74	0	37	0	5	NaCN	NI	
5	10	1	4	71	0	NaN	67	0	0	1	135.984516716	22.1770784067	0.156643566883	0	4	0	1206.1599999999999	0	37	0	5	FCCP	NI	
5	11	1	4	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	0	1210.2169999999999	0	37	0	5			
6	3	1	4	103	562	0.825697168082	57	8.14108435898	0.877192982456	0.122807017544	201.47709076	126.947745493	0.537354930815	87.7192982456	4	0	1202.336	0	37	0	5	NT	Lpp WT	
6	4	1	4	149	837	0.849513341718	96	7.4066944481	0.875	0.125	229.642347275	182.914264054	0.681473808657	87.5	4	0	1203.0729999999999	0	37	0	5	Oligomycin	Lpp WT	
6	5	1	4	161	602	1.06513625326	93	6.8947529512	0.763440860215	0.236559139785	198.692247713	131.780182285	0.595419877916	76.3440860215	4	0	1203.463	0	37	0	5	DCCD	Lpp WT	
6	6	1	4	223	639	1.01953285427	138	4.72088039043	0.731884057971	0.268115942029	184.246591434	98.6235209213	0.4826648115	73.1884057971	4	0	1203.4759999999999	0	37	0	5	Rotenone	Lpp WT	
6	7	1	4	181	600	0.8654695947	129	4.02543997535	0.643410852713	0.356589147287	151.007024162	54.1494931345	0.284640824746	64.3410852713	4	0	1203.79	0	37	0	5	TTFA	Lpp WT	
6	8	1	4	118	689	0.804064239738	64	8.65625408093	0.890625	0.109375	161.08155874	67.3760676856	0.369235831262	89.0625	4	0	1204.134	0	37	0	5	Antimycin A	Lpp WT	
6	9	1	4	161	936	0.841135322899	103	7.64371516731	0.815533980583	0.184466019417	192.448974346	112.724871328	0.520696102832	81.5533980583	4	0	1204.383	0	37	0	5	NaCN	Lpp WT	
